CED_CODE_2016,M_0_149_CFNC,M_0_149_CF_C_und15,M_0_149_CFNC_und15,M_0_149_1PF_C_und15,M_0_149_1PFNC_und15,M_0_149_OthF,M_0_149_Tot,M_150_299_CFNC,M_150_299_CF_C_und15,M_150_299_CFNC_und15,M_150_299_1PF_C_und15,M_150_299_1PFNC_und15,M_150_299_OthF,M_150_299_Tot,M_300_449_CFNC,M_300_449_CF_C_und15,M_300_449_CFNC_und15,M_300_449_1PF_C_und15,M_300_449_1PFNC_und15,M_300_449_OthF,M_300_449_Tot,M_450_599_CFNC,M_450_599_CF_C_und15,M_450_599_CFNC_und15,M_450_599_1PF_C_und15,M_450_599_1PFNC_und15,M_450_599_OthF,M_450_599_Tot,M_600_799_CFNC,M_600_799_CF_C_und15,M_600_799_CFNC_und15,M_600_799_1PF_C_und15,M_600_799_1PFNC_und15,M_600_799_OthF,M_600_799_Tot,M_800_999_CFNC,M_800_999_CF_C_und15,M_800_999_CFNC_und15,M_800_999_1PF_C_und15,M_800_999_1PFNC_und15,M_800_999_OthF,M_800_999_Tot,M_1000_1199_CFNC,M_1000_1199_CF_C_und15,M_1000_1199_CFNC_und15,M_1000_1199_1PF_C_und15,M_1000_1199_1PFNC_und15,M_1000_1199_OthF,M_1000_1199_Tot,M_1200_1399_CFNC,M_1200_1399_CF_C_und15,M_1200_1399_CFNC_und15,M_1200_1399_1PF_C_und15,M_1200_1399_1PFNC_und15,M_1200_1399_OthF,M_1200_1399_Tot,M_1400_1599_CFNC,M_1400_1599_CF_C_und15,M_1400_1599_CFNC_und15,M_1400_1599_1PF_C_und15,M_1400_1599_1PFNC_und15,M_1400_1599_OthF,M_1400_1599_Tot,M_1600_1799_CFNC,M_1600_1799_CF_C_und15,M_1600_1799_CFNC_und15,M_1600_1799_1PF_C_und15,M_1600_1799_1PFNC_und15,M_1600_1799_OthF,M_1600_1799_Tot,M_1800_1999_CFNC,M_1800_1999_CF_C_und15,M_1800_1999_CFNC_und15,M_1800_1999_1PF_C_und15,M_1800_1999_1PFNC_und15,M_1800_1999_OthF,M_1800_1999_Tot,M_2000_2199_CFNC,M_2000_2199_CF_C_und15,M_2000_2199_CFNC_und15,M_2000_2199_1PF_C_und15,M_2000_2199_1PFNC_und15,M_2000_2199_OthF,M_2000_2199_Tot,M_2200_2399_CFNC,M_2200_2399_CF_C_und15,M_2200_2399_CFNC_und15,M_2200_2399_1PF_C_und15,M_2200_2399_1PFNC_und15,M_2200_2399_OthF,M_2200_2399_Tot,M_2400_2599_CFNC,M_2400_2599_CF_C_und15,M_2400_2599_CFNC_und15,M_2400_2599_1PF_C_und15,M_2400_2599_1PFNC_und15,M_2400_2599_OthF,M_2400_2599_Tot,M_2600_2999_CFNC,M_2600_2999_CF_C_und15,M_2600_2999_CFNC_und15,M_2600_2999_1PF_C_und15,M_2600_2999_1PFNC_und15,M_2600_2999_OthF,M_2600_2999_Tot,M_3000_3999_CFNC,M_3000_3999_CF_C_und15,M_3000_3999_CFNC_und15,M_3000_3999_1PF_C_und15,M_3000_3999_1PFNC_und15,M_3000_3999_OthF,M_3000_3999_Tot,M_4000_4999_CFNC,M_4000_4999_CF_C_und15,M_4000_4999_CFNC_und15,M_4000_4999_1PF_C_und15,M_4000_4999_1PFNC_und15,M_4000_4999_OthF,M_4000_4999_Tot,M_5000over_CFNC,M_5000over_CF_C_und15,M_5000over_CFNC_und15,M_5000over_1PF_C_und15,M_5000over_1PFNC_und15,M_5000over_OthF,M_5000over_Tot,M_NS_CFNC,M_NS_CF_C_und15,M_NS_CFNC_und15,M_NS_1PF_C_und15,M_NS_1PFNC_und15,M_NS_OthF,M_NS_Tot,Tot_CFNC,Tot_CF_C_und15,Tot_CFNC_und15,Tot_1PF_C_und15,Tot_1PFNC_und15,Tot_OthF,Tot_Tot
CED125,151,139,129,25,53,13,514,32,21,46,3,20,4,137,71,75,74,18,28,0,272,77,43,77,14,31,0,244,127,88,125,34,53,4,438,179,179,190,52,75,6,683,237,283,209,75,105,8,915,276,496,330,122,128,9,1359,295,604,255,108,111,19,1387,386,859,352,128,129,20,1879,334,795,243,93,99,17,1578,550,1248,475,148,148,21,2593,286,701,166,62,53,0,1270,236,459,136,30,19,5,887,526,1092,317,95,68,12,2113,500,1172,369,78,69,15,2202,131,267,141,16,16,0,578,88,158,71,17,11,0,346,191,322,175,54,76,13,832,4673,9010,3870,1189,1318,166,20228
CED126,213,164,158,25,56,13,621,35,28,34,0,7,0,109,61,54,60,6,23,0,198,60,54,52,10,21,3,198,72,71,63,11,22,0,238,104,94,88,17,51,3,357,121,187,139,20,45,6,517,156,178,141,38,52,8,573,138,219,137,30,40,3,570,135,264,156,37,54,3,653,117,224,93,23,34,0,491,313,630,273,69,74,4,1369,135,275,81,33,32,0,566,151,401,113,21,22,5,724,288,816,229,53,56,6,1449,671,2208,542,112,105,6,3642,390,1478,371,67,53,7,2364,386,1277,294,66,44,10,2067,170,351,193,30,46,11,803,3704,8972,3219,670,849,93,17505
CED127,202,126,111,19,37,3,507,62,27,31,12,17,0,142,110,56,69,13,37,3,293,105,57,53,15,29,0,268,163,102,126,37,54,3,474,191,170,151,44,85,11,657,252,272,201,78,85,3,900,267,371,230,92,117,4,1078,257,489,185,82,87,7,1104,358,687,287,118,93,5,1548,286,648,190,76,78,9,1280,550,1137,377,114,118,11,2304,225,527,118,47,29,4,948,189,395,113,31,24,0,761,452,884,267,65,66,4,1740,522,1098,330,75,58,9,2092,171,378,118,16,20,3,707,118,209,66,11,15,3,417,186,257,154,32,54,15,701,4670,7889,3193,965,1100,91,17918
CED128,154,198,131,37,54,10,584,33,33,31,3,10,3,115,60,77,76,12,27,4,263,41,66,76,16,32,5,226,86,94,111,31,53,4,371,108,158,148,28,78,9,529,167,256,212,45,94,13,796,196,389,242,82,95,8,1026,186,427,229,63,92,12,1009,240,606,252,91,121,17,1327,166,489,190,62,72,12,994,392,1124,442,124,144,21,2251,162,495,151,60,42,4,919,131,433,131,30,37,3,770,326,845,323,77,74,15,1658,408,1085,402,79,97,18,2081,93,283,130,18,28,8,574,65,229,80,14,14,4,413,145,300,224,53,68,15,803,3163,7599,3589,939,1240,178,16705
CED129,198,293,227,29,48,16,806,45,46,41,9,9,0,151,61,86,83,8,17,0,260,54,68,79,7,12,3,232,79,90,123,18,37,3,341,94,168,147,18,41,4,472,143,299,221,23,51,6,740,123,325,235,46,64,9,802,133,359,207,35,47,4,788,186,466,200,51,64,3,972,140,392,158,28,47,0,759,348,1143,483,75,95,15,2156,129,528,161,21,29,3,874,185,671,181,41,27,6,1108,369,1284,322,70,61,11,2116,790,2813,768,123,112,26,4633,371,1222,372,43,37,9,2054,237,749,260,38,35,5,1319,165,439,236,29,57,13,930,3855,11437,4515,698,894,126,21525
CED130,284,134,86,18,25,5,551,77,33,13,9,22,5,160,154,80,60,31,33,4,370,168,92,60,28,34,8,387,282,231,140,88,71,12,823,383,370,169,106,81,9,1121,428,509,209,115,100,12,1359,446,610,185,125,108,11,1481,368,613,153,96,62,6,1292,333,678,178,88,57,9,1345,233,400,107,43,28,3,815,326,605,173,52,21,8,1183,90,223,56,15,12,0,396,59,144,31,7,3,3,241,151,334,102,20,23,0,625,168,338,93,19,13,0,629,50,96,27,6,0,0,187,52,98,20,8,8,0,182,201,219,102,43,39,4,612,4237,5814,1955,902,739,87,13745
CED131,189,167,103,23,41,4,526,49,26,29,3,23,3,133,104,73,62,20,36,7,296,93,71,57,12,25,3,269,145,123,85,27,70,7,459,175,204,165,50,70,3,673,231,296,163,83,83,6,856,290,454,190,79,105,10,1129,295,493,175,111,79,15,1164,413,674,207,129,88,20,1526,295,586,134,75,60,11,1160,532,1016,226,103,83,15,1978,240,434,58,33,24,3,799,151,349,74,17,18,0,606,339,743,171,48,28,3,1336,279,827,216,42,44,8,1414,118,293,65,12,16,0,507,92,207,56,10,7,0,364,138,224,87,31,48,5,528,4179,7254,2320,897,934,130,15710
CED132,232,296,159,43,45,14,793,20,27,16,0,8,0,80,50,48,33,8,12,0,155,46,46,29,3,12,6,140,51,57,28,7,28,0,169,75,77,47,10,21,0,238,136,153,75,24,35,12,439,120,126,48,21,26,0,340,134,144,65,20,32,3,400,149,137,59,13,39,4,398,117,121,30,12,22,0,294,336,446,171,47,67,13,1078,127,147,49,23,16,0,366,190,257,75,27,23,3,575,290,354,87,35,24,5,791,752,1194,304,85,87,15,2435,414,1013,190,56,47,14,1738,516,1824,360,86,67,21,2869,122,280,129,23,43,10,600,3882,6734,1955,552,639,128,13889
CED133,249,108,75,20,33,9,490,125,35,20,14,22,0,219,212,70,79,28,40,14,448,184,85,78,32,68,4,451,287,207,155,67,84,13,811,399,333,181,100,111,8,1138,386,434,237,141,117,14,1330,545,674,259,154,145,10,1788,423,682,163,124,83,10,1480,433,725,212,117,72,4,1563,248,493,129,71,37,3,979,345,598,195,58,54,10,1260,103,262,54,22,10,0,458,67,148,24,12,8,0,259,198,373,115,32,23,0,739,173,283,102,24,26,0,602,45,92,21,10,7,0,178,55,71,26,3,7,0,166,220,191,99,55,42,8,609,4700,5858,2219,1088,992,103,14967
CED134,337,210,99,18,30,6,707,68,30,16,16,17,0,145,160,110,57,43,47,7,422,158,138,79,51,40,3,467,312,276,140,108,83,8,920,376,439,187,148,63,8,1226,408,540,162,106,84,12,1313,412,642,185,148,76,9,1479,278,558,156,64,47,11,1110,334,571,148,63,46,5,1170,141,385,72,33,23,0,649,238,481,137,35,28,6,926,77,175,32,8,4,0,298,52,105,26,4,6,0,196,117,223,79,20,11,3,454,130,259,69,11,12,0,478,59,92,24,11,7,0,188,59,73,20,9,4,0,166,276,226,109,57,50,14,729,4000,5537,1788,939,671,98,13035
