CED_CODE_2016,M_Y12e_15_19,M_Y12e_20_24,M_Y12e_25_34,M_Y12e_35_44,M_Y12e_45_54,M_Y12e_55_64,M_Y12e_65_74,M_Y12e_75_84,M_Y12e_85ov,M_Y12e_Tot,M_Y11e_15_19,M_Y11e_20_24,M_Y11e_25_34,M_Y11e_35_44,M_Y11e_45_54,M_Y11e_55_64,M_Y11e_65_74,M_Y11e_75_84,M_Y11e_85ov,M_Y11e_Tot,M_Y10e_15_19,M_Y10e_20_24,M_Y10e_25_34,M_Y10e_35_44,M_Y10e_45_54,M_Y10e_55_64,M_Y10e_65_74,M_Y10e_75_84,M_Y10e_85ov,M_Y10e_Tot,M_Y9e_15_19,M_Y9e_20_24,M_Y9e_25_34,M_Y9e_35_44,M_Y9e_45_54,M_Y9e_55_64,M_Y9e_65_74,M_Y9e_75_84,M_Y9e_85ov,M_Y9e_Tot,M_Y8b_15_19,M_Y8b_20_24,M_Y8b_25_34,M_Y8b_35_44,M_Y8b_45_54,M_Y8b_55_64,M_Y8b_65_74,M_Y8b_75_84,M_Y8b_85ov,M_Y8b_Tot,M_DNGTS_15_19,M_DNGTS_20_24,M_DNGTS_25_34,M_DNGTS_35_44,M_DNGTS_45_54,M_DNGTS_55_64,M_DNGTS_65_74,M_DNGTS_75_84,M_DNGTS_85_ov,M_DNGTS_Tot,M_Hghst_yr_schl_ns_15_19,M_Hghst_yr_schl_ns_20_24,M_Hghst_yr_schl_ns_25_34,M_Hghst_yr_schl_ns_35_44,M_Hghst_yr_schl_ns_45_54,M_Hghst_yr_schl_ns_55_64,M_Hghst_yr_schl_ns_65_74,M_Hghst_yr_schl_ns_75_84,M_Hghst_yr_schl_ns_85_ovr,M_Hghst_yr_schl_ns_Tot,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Y12e_15_19,F_Y12e_20_24,F_Y12e_25_34,F_Y12e_35_44,F_Y12e_45_54,F_Y12e_55_64,F_Y12e_65_74,F_Y12e_75_84,F_Y12e_85ov,F_Y12e_Tot,F_Y11e_15_19,F_Y11e_20_24,F_Y11e_25_34,F_Y11e_35_44,F_Y11e_45_54,F_Y11e_55_64,F_Y11e_65_74,F_Y11e_75_84,F_Y11e_85ov,F_Y11e_Tot,F_Y10e_15_19,F_Y10e_20_24,F_Y10e_25_34,F_Y10e_35_44,F_Y10e_45_54,F_Y10e_55_64,F_Y10e_65_74,F_Y10e_75_84,F_Y10e_85ov,F_Y10e_Tot,F_Y9e_15_19,F_Y9e_20_24,F_Y9e_25_34,F_Y9e_35_44,F_Y9e_45_54,F_Y9e_55_64,F_Y9e_65_74,F_Y9e_75_84,F_Y9e_85ov,F_Y9e_Tot,F_Y8b_15_19,F_Y8b_20_24,F_Y8b_25_34,F_Y8b_35_44,F_Y8b_45_54,F_Y8b_55_64,F_Y8b_65_74,F_Y8b_75_84,F_Y8b_85ov,F_Y8b_Tot,F_DNGTS_15_19,F_DNGTS_20_24,F_DNGTS_25_34,F_DNGTS_35_44,F_DNGTS_45_54,F_DNGTS_55_64,F_DNGTS_65_74,F_DNGTS_75_84,F_DNGTS_85_ov,F_DNGTS_Tot,F_Hghst_yr_schl_ns_15_19,F_Hghst_yr_schl_ns_20_24,F_Hghst_yr_schl_ns_25_34,F_Hghst_yr_schl_ns_35_44,F_Hghst_yr_schl_ns_45_54,F_Hghst_yr_schl_ns_55_64,F_Hghst_yr_schl_ns_65_74,F_Hghst_yr_schl_ns_75_84,F_Hghst_yr_schl_ns_85_ovr,F_Hghst_yr_schl_ns_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Y12e_15_19,P_Y12e_20_24,P_Y12e_25_34,P_Y12e_35_44,P_Y12e_45_54,P_Y12e_55_64,P_Y12e_65_74,P_Y12e_75_84,P_Y12e_85ov,P_Y12e_Tot,P_Y11e_15_19,P_Y11e_20_24,P_Y11e_25_34,P_Y11e_35_44,P_Y11e_45_54,P_Y11e_55_64,P_Y11e_65_74,P_Y11e_75_84,P_Y11e_85ov,P_Y11e_Tot,P_Y10e_15_19,P_Y10e_20_24,P_Y10e_25_34,P_Y10e_35_44,P_Y10e_45_54,P_Y10e_55_64,P_Y10e_65_74,P_Y10e_75_84,P_Y10e_85ov,P_Y10e_Tot,P_Y9e_15_19,P_Y9e_20_24,P_Y9e_25_34,P_Y9e_35_44,P_Y9e_45_54,P_Y9e_55_64,P_Y9e_65_74,P_Y9e_75_84,P_Y9e_85ov,P_Y9e_Tot
CED134,692,1875,4090,3637,2360,2330,1424,598,139,17158,316,486,734,633,628,475,303,153,37,3754,649,1122,2443,2475,4365,3997,2383,1006,249,18700,184,214,464,509,925,1145,1309,684,204,5628,54,86,169,237,492,1112,1359,931,359,4787,0,3,15,23,39,77,94,50,12,319,404,507,1021,991,1222,1318,1190,824,294,7773,2300,4296,8939,8504,10025,10456,8057,4244,1302,58118,750,2441,5721,4794,3410,2508,1355,639,259,21883,290,389,714,721,693,526,332,203,66,3932,397,785,1811,1811,3943,4012,2710,1419,444,17337,105,179,417,447,694,1000,1134,706,364,5048,21,36,101,139,283,731,911,816,472,3519,0,0,7,4,23,44,58,37,26,202,393,435,996,894,1131,1149,1132,1051,589,7771,1961,4270,9767,8817,10177,9966,7634,4870,2228,59696,1443,4323,9814,8433,5771,4842,2777,1238,399,39044,606,872,1443,1352,1319,1004,634,356,107,7687,1043,1915,4257,4291,8306,8017,5099,2419,692,36030,288,392,877,960,1615,2147,2444,1391,566,10670
CED135,1382,5349,16423,11966,6144,4729,2396,949,244,49576,185,285,523,459,399,281,161,67,22,2376,256,486,1209,1395,2003,1623,1009,581,178,8741,74,90,261,258,337,384,431,271,111,2232,20,57,270,261,379,435,546,461,207,2641,8,78,261,190,192,232,210,196,71,1435,301,507,1576,1137,722,679,511,384,202,6015,2228,6858,20520,15675,10178,8347,5266,2912,1031,73015,1472,4863,17137,10752,6580,4488,2036,788,227,48326,124,188,435,342,389,282,172,91,25,2056,152,275,903,1049,1850,1951,1304,771,365,8623,33,46,184,198,280,459,522,382,195,2291,13,36,121,200,344,660,706,606,378,3057,0,36,126,141,268,307,320,277,141,1611,223,409,1519,927,745,655,577,507,382,5942,2013,5846,20425,13609,10447,8807,5640,3427,1700,71915,2853,10209,33557,22714,12722,9216,4429,1732,470,97907,303,477,959,803,788,557,333,162,48,4438,408,759,2108,2448,3855,3575,2316,1353,540,17362,108,138,444,462,619,840,957,658,302,4524
CED136,890,2211,4297,4135,2417,2447,1921,749,172,19235,386,538,935,862,575,466,340,169,45,4326,552,1191,2774,3124,4849,3937,2764,1144,209,20539,174,161,381,431,841,1124,1539,682,190,5526,33,54,127,177,263,610,821,576,238,2893,3,9,14,23,41,49,38,16,12,208,253,313,627,633,718,761,849,660,273,5092,2289,4484,9154,9379,9705,9384,8270,4005,1137,57807,926,2701,5655,5103,3139,2507,1588,616,196,22435,315,412,788,802,624,398,374,142,45,3903,492,977,2229,2624,4594,4391,3344,1445,400,20493,97,184,385,385,907,1392,1700,912,385,6347,29,33,86,112,245,628,715,649,458,2964,0,4,14,17,15,29,20,33,17,150,249,254,603,532,634,753,994,834,555,5405,2114,4561,9758,9574,10156,10114,8742,4624,2048,61690,1816,4915,9950,9235,5560,4955,3511,1362,362,41670,700,953,1726,1671,1197,865,716,310,94,8229,1044,2163,4998,5740,9436,8329,6106,2587,612,41026,272,344,767,816,1751,2515,3238,1592,570,11868
CED137,1529,6611,16723,10553,7191,5593,3014,1164,386,52763,144,230,448,350,358,269,174,73,23,2061,97,260,801,807,1522,1383,926,536,197,6539,34,82,145,125,179,249,378,214,109,1515,17,44,90,89,151,328,552,717,347,2334,3,52,172,81,85,125,137,169,91,911,258,833,2171,1339,850,663,507,342,191,7147,2077,8107,20549,13348,10336,8606,5681,3213,1348,73270,1619,6763,16893,11020,8174,5622,2597,1045,433,54171,105,139,272,249,335,295,204,103,54,1760,92,150,482,620,1681,1882,1386,771,381,7457,20,53,89,85,205,367,450,320,280,1873,10,20,58,77,190,427,820,976,616,3197,0,39,133,72,104,187,197,288,188,1216,220,593,1617,964,733,645,515,426,336,6055,2072,7771,19553,13084,11432,9428,6180,3925,2291,75729,3150,13375,33620,21567,15369,11219,5614,2210,819,106936,248,371,720,595,693,568,377,177,80,3828,190,411,1289,1435,3205,3267,2317,1309,576,13990,57,135,237,210,383,615,829,528,390,3386
CED138,783,1862,3803,4766,3815,4345,3388,1330,479,24565,223,323,567,667,781,745,513,255,91,4160,392,640,1490,1837,3498,3834,2762,1377,406,16229,93,91,245,303,515,701,1093,628,251,3900,16,25,80,97,206,437,730,654,396,2643,3,4,11,22,21,32,30,31,6,157,283,299,651,777,983,1198,1074,826,544,6639,1796,3234,6848,8466,9817,11277,9595,5093,2175,58297,775,2084,5017,6283,5009,4416,2802,1161,486,28029,170,215,499,597,872,814,530,292,103,4088,244,416,1038,1554,3627,4671,3522,1837,709,17612,52,57,162,230,450,865,1082,829,467,4199,16,12,54,87,133,434,657,744,646,2782,6,5,11,14,15,24,22,30,26,150,292,259,628,800,995,1200,1143,1116,946,7373,1549,3050,7417,9555,11099,12421,9758,6014,3386,64239,1554,3940,8823,11050,8823,8763,6193,2495,959,52597,398,535,1071,1263,1655,1557,1046,545,191,8251,634,1057,2528,3386,7121,8503,6286,3207,1121,33843,143,144,409,529,960,1561,2176,1458,714,8099
CED139,918,2405,4166,3897,2754,2600,1734,757,236,19461,371,487,713,629,598,500,321,164,60,3838,648,1200,2314,2572,4223,4092,2498,1134,271,18951,163,152,389,442,692,986,1531,747,250,5355,30,46,149,208,368,820,1116,883,437,4060,0,14,30,40,31,49,51,30,14,261,400,483,926,942,1043,1038,1047,727,268,6875,2536,4802,8687,8729,9709,10081,8288,4438,1531,58803,1117,3116,5700,5297,3605,2738,1638,802,330,24342,258,370,651,658,715,521,372,249,85,3884,386,719,1536,1730,3994,4396,3139,1584,567,18050,105,136,285,342,592,909,1263,897,453,4981,25,26,78,113,208,493,768,773,723,3209,0,7,19,21,31,38,33,29,12,204,363,332,627,663,824,962,1036,990,528,6327,2261,4702,8896,8829,9966,10065,8239,5331,2696,60992,2037,5521,9867,9195,6355,5336,3369,1564,565,43803,634,861,1371,1283,1315,1021,686,408,143,7722,1035,1915,3850,4305,8213,8489,5633,2721,839,37005,274,288,669,785,1285,1899,2792,1645,704,10336
CED140,884,2556,4599,5068,3925,3762,2915,1312,508,25523,256,366,574,577,559,475,357,185,67,3416,352,637,1487,1931,3591,3186,2279,1149,363,14963,81,73,210,274,486,622,1070,606,232,3648,16,24,53,89,172,340,536,357,253,1843,0,6,15,18,31,24,31,29,9,171,221,230,461,532,619,693,663,595,357,4381,1805,3896,7405,8496,9388,9095,7851,4222,1786,53938,1055,2636,5412,6119,4754,3801,2409,1167,449,27798,204,223,451,508,581,453,418,224,77,3130,296,426,1110,1588,3632,3942,3267,1735,638,16638,57,71,166,212,410,834,1250,849,513,4365,17,12,45,55,162,407,512,528,492,2227,3,0,14,15,21,25,26,31,19,158,176,223,403,468,604,611,802,853,775,4911,1806,3584,7602,8949,10166,10081,8689,5393,2961,59228,1933,5190,10006,11189,8678,7565,5328,2476,953,53321,465,588,1029,1079,1143,923,775,406,146,6546,646,1063,2600,3514,7223,7126,5546,2886,997,31601,138,144,377,488,902,1454,2314,1454,745,8010
CED141,913,2346,4032,4286,2943,2993,2092,920,264,20788,372,434,729,648,546,401,330,180,48,3687,509,1016,2061,2420,4556,3867,2577,1269,286,18554,109,112,302,332,636,884,1484,844,256,4961,42,30,88,108,193,477,660,613,291,2507,4,6,6,15,34,24,26,30,10,149,166,186,359,425,523,530,645,634,295,3758,2115,4133,7572,8220,9428,9166,7813,4493,1463,54401,922,2529,5257,5354,3652,2885,1758,765,251,23376,285,309,557,607,529,383,325,171,60,3230,396,714,1503,2053,4472,4397,3529,1707,502,19273,90,104,226,287,639,1156,1768,1131,496,5899,11,29,48,69,200,480,677,683,505,2692,3,3,14,14,19,25,34,30,17,160,125,173,357,377,485,553,759,823,537,4183,1839,3861,7951,8768,9988,9882,8846,5308,2373,58822,1835,4875,9285,9638,6600,5876,3851,1685,518,44166,661,744,1283,1255,1071,783,659,352,113,6915,903,1738,3559,4472,9022,8263,6105,2969,789,37830,202,218,526,613,1275,2040,3254,1979,750,10861
CED142,2091,10176,26964,14078,7772,5063,2799,944,210,70090,162,361,898,508,459,290,194,71,16,2956,94,272,1067,842,1402,937,603,253,67,5536,40,150,240,191,225,219,214,114,31,1417,26,72,179,95,121,225,311,230,115,1388,12,49,144,67,53,74,67,96,31,594,509,1947,4708,2409,1690,1233,831,414,126,13863,2935,13035,34196,18193,11720,8030,5006,2130,597,95843,2756,12498,26523,11457,6011,4272,2364,863,203,66945,191,309,598,290,308,270,164,71,25,2230,101,211,617,482,973,976,731,335,116,4540,58,139,161,100,165,248,203,121,54,1245,18,93,139,88,129,291,326,335,173,1578,7,49,138,66,75,95,112,153,70,758,489,1823,3925,1626,1070,947,697,427,216,11221,3614,15124,32103,14108,8731,7087,4594,2293,852,88516,4849,22678,53484,25531,13779,9330,5158,1807,412,137031,350,672,1494,793,770,554,358,146,46,5184,192,479,1682,1327,2372,1916,1335,583,183,10079,95,288,404,290,389,460,414,229,81,2659
CED143,938,2919,8212,9803,7838,5524,3717,1513,582,41046,85,142,345,329,365,235,222,141,51,1918,110,171,511,709,1328,984,828,512,216,5375,21,15,58,57,95,133,243,220,110,952,9,10,27,37,39,102,168,167,92,648,0,5,18,25,25,16,36,20,17,155,183,242,801,773,634,530,445,322,230,4150,1356,3500,9971,11725,10334,7522,5656,2889,1299,54252,959,3044,9910,10876,8581,5322,3493,1451,670,44304,83,75,260,285,419,348,375,210,92,2148,85,99,323,503,1341,1573,1526,970,490,6907,20,13,35,47,82,141,348,313,256,1252,0,3,18,24,44,116,158,223,219,796,0,0,9,17,15,24,37,41,32,172,161,233,816,754,631,527,513,435,485,4552,1316,3463,11367,12510,11108,8050,6444,3647,2232,60145,1900,5964,18119,20681,16423,10844,7209,2960,1253,85357,167,214,608,617,788,585,598,354,139,4067,196,271,837,1207,2665,2549,2353,1484,707,12284,46,26,94,101,177,274,592,531,362,2206
CED144,1703,5304,11451,8654,6249,4642,2125,898,259,41281,230,257,492,446,466,289,151,69,19,2411,335,505,1249,1384,2067,1561,1087,547,194,8926,64,84,256,323,399,397,438,242,97,2297,19,85,294,316,533,757,1042,911,398,4358,5,67,235,157,246,328,383,319,138,1882,313,393,1079,801,757,630,527,425,216,5127,2671,6684,15048,12087,10714,8606,5749,3407,1308,66278,1757,5304,11677,8809,6586,4129,1710,740,315,41026,143,175,415,424,403,276,145,70,40,2085,185,266,858,1116,2168,1917,1179,682,333,8701,39,47,200,252,399,475,444,318,217,2393,16,46,146,312,554,1012,1310,1184,558,5141,4,34,118,138,325,511,504,568,316,2520,263,407,934,763,712,661,570,502,340,5152,2409,6270,14353,11815,11152,8975,5855,4068,2119,67008,3460,10603,23126,17463,12836,8776,3831,1640,571,82312,369,429,906,869,868,564,295,138,57,4498,519,772,2106,2499,4232,3474,2265,1230,525,17622,109,124,456,574,802,866,881,565,309,4688
CED145,707,3039,11620,9940,7048,5123,3765,1613,685,43538,43,106,380,263,301,202,181,97,34,1610,55,104,397,447,734,623,615,360,156,3488,14,21,57,60,97,66,177,137,57,689,4,3,42,28,35,50,116,150,126,558,4,3,26,17,6,9,18,27,18,134,200,411,1707,1195,904,652,672,497,344,6578,1026,3682,14231,11937,9122,6730,5542,2884,1427,56593,750,3610,14062,10469,7358,5272,3798,1742,868,47943,61,91,270,234,256,250,271,179,73,1684,41,79,288,308,768,835,997,630,405,4349,13,21,28,37,49,91,235,168,156,802,6,12,23,22,21,74,130,230,251,761,0,0,9,24,13,20,32,45,20,159,175,462,1933,1168,864,746,737,711,714,7508,1051,4271,16615,12255,9335,7280,6201,3702,2494,63204,1462,6648,25681,20405,14413,10397,7558,3361,1552,91477,103,196,647,491,555,454,452,280,115,3296,96,182,682,755,1499,1461,1604,983,569,7835,25,43,92,94,145,154,413,300,217,1488
CED146,1886,4480,7401,7162,5460,3883,1714,512,106,32605,334,326,627,627,559,319,131,49,10,2986,474,751,1784,2014,3130,2214,1096,446,94,12005,113,137,313,428,623,602,464,225,52,2957,20,47,183,335,554,824,902,542,172,3590,16,24,116,165,307,406,272,169,60,1531,408,420,755,770,807,683,523,358,141,4864,3258,6179,11179,11501,11444,8934,5097,2307,641,60532,1978,4842,9032,8346,5476,3332,1224,388,92,34710,205,244,546,627,571,299,112,57,11,2673,240,498,1249,1784,3127,2365,1223,552,145,11176,62,104,315,455,675,717,555,312,97,3288,15,39,182,386,628,1107,1090,695,301,4434,8,26,142,218,446,577,429,358,168,2376,335,364,783,792,767,721,587,476,343,5171,2847,6109,12238,12609,11687,9122,5224,2838,1156,63828,3864,9316,16436,15510,10938,7215,2934,902,196,67322,542,566,1170,1257,1130,617,248,101,18,5661,709,1243,3034,3790,6259,4584,2320,997,237,23176,173,237,628,881,1296,1317,1011,540,147,6241
CED147,948,2489,4071,4340,2897,2897,2384,1137,319,21483,368,437,726,747,576,467,332,177,45,3874,593,981,2379,2673,4620,3636,2287,1145,240,18556,131,135,325,378,635,898,1223,601,153,4476,27,23,86,127,245,579,916,705,287,2988,4,6,13,26,30,43,88,70,46,322,201,230,488,529,673,645,761,671,311,4513,2271,4300,8087,8815,9673,9168,7988,4508,1400,56215,1138,2770,5232,5486,3517,2839,2080,965,278,24307,266,358,646,697,656,469,365,239,66,3757,406,707,1913,2316,4681,4102,3117,1580,436,19260,94,86,251,336,697,1233,1370,762,329,5154,18,22,64,110,238,712,883,839,488,3376,0,0,8,22,36,53,92,140,59,415,220,210,422,520,640,697,849,813,584,4946,2149,4161,8543,9490,10456,10099,8755,5334,2240,61217,2090,5261,9304,9820,6413,5736,4465,2104,595,45789,637,795,1377,1446,1229,939,704,413,105,7630,1002,1690,4294,4991,9296,7738,5403,2725,669,37814,222,218,577,720,1328,2134,2591,1367,481,9629
CED194,85,356,679,376,234,254,167,42,10,2199,26,52,92,68,57,48,25,3,3,380,34,105,225,227,269,237,190,22,8,1323,18,35,67,67,77,61,86,23,3,436,3,22,42,29,41,58,67,18,3,286,0,0,3,3,17,9,4,4,0,41,80,166,499,497,446,319,173,52,12,2245,241,744,1609,1269,1148,985,719,162,32,6910,80,379,647,296,220,206,108,21,4,1964,17,27,38,30,48,41,22,3,0,237,29,58,80,80,138,232,157,27,8,811,11,19,32,28,38,65,58,11,8,270,11,5,6,11,17,37,33,14,9,130,0,3,4,3,4,3,3,4,0,22,50,134,279,182,185,141,95,37,17,1120,200,613,1091,629,646,732,472,120,48,4549,164,734,1328,670,459,457,274,59,11,4161,46,83,133,98,109,91,52,8,3,614,65,157,305,306,412,475,350,49,17,2136,25,54,97,95,121,127,145,34,7,701
CED197,0,0,8,3,8,10,15,10,0,52,0,0,3,5,0,0,4,0,0,12,0,3,3,3,14,3,11,4,0,42,0,0,0,4,0,0,4,0,0,8,0,0,0,0,3,3,5,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,14,3,0,26,3,9,11,18,25,22,48,16,3,152,3,4,17,10,8,22,11,7,3,76,0,0,0,0,3,3,0,0,0,12,0,0,0,4,10,8,19,5,0,50,0,0,0,3,4,5,3,3,3,22,0,0,0,0,0,0,9,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,4,14,6,0,40,4,4,24,14,31,46,60,24,7,217,3,3,21,7,16,29,27,18,4,125,0,0,0,4,6,4,3,0,0,25,0,3,4,3,20,18,35,9,0,87,0,0,0,4,3,4,7,3,3,34
