CED_CODE_2016,FOL_Korean_NS,FOL_Korean_Tot,FOL_Macedonian_SEO,FOL_Macedonian_SOLSE_VWorW,FOL_Macedonian_SOLSE_NWorNAA,FOL_Macedonian_SOLSE_Tot,FOL_Macedonian_NS,FOL_Macedonian_Tot,FOL_Maltese_SEO,FOL_Maltese_SOLSE_VWorW,FOL_Maltese_SOLSE_NWorNAA,FOL_Maltese_SOLSE_Tot,FOL_Maltese_NS,FOL_Maltese_Tot,FOL_Persian_ED_SEO,FOL_Persian_ED_SOLSE_VWorW,FOL_Persian_ED_SOLSE_NWorNAA,FOL_Persian_ED_SOLSE_Tot,FOL_Persian_ED_NS,FOL_Persian_ED_Tot,FOL_Polish_SEO,FOL_Polish_SOLSE_VWorW,FOL_Polish_SOLSE_NWorNAA,FOL_Polish_SOLSE_Tot,FOL_Polish_NS,FOL_Polish_Tot,FOL_Russian_SEO,FOL_Russian_SOLSE_VWorW,FOL_Russian_SOLSE_NWorNAA,FOL_Russian_SOLSE_Tot,FOL_Russian_NS,FOL_Russian_Tot,FOL_Samoan_SEO,FOL_Samoan_SOLSE_VWorW,FOL_Samoan_SOLSE_NWorNAA,FOL_Samoan_SOLSE_Tot,FOL_Samoan_NS,FOL_Samoan_Tot,FOL_Serbian_SEO,FOL_Serbian_SOLSE_VWorW,FOL_Serbian_SOLSE_NWorNAA,FOL_Serbian_SOLSE_Tot,FOL_Serbian_NS,FOL_Serbian_Tot,FOL_SAL_Filipino_SEO,FOL_SAL_Filipino_SOLSE_VWorW,FOL_SAL_Filipin_SOLSE_NWorNAA,FOL_SAL_Filipino_SOLSE_Tot,FOL_SAL_Filipino_NS,FOL_SAL_Filipino_Tot,FOL_SAL_Indonesian_SEO,FOL_SAL_Indonesia_SOLSE_VWorW,FOL_SAL_Indones_SOLSE_NWorNAA,FOL_SAL_Indonesian_SOLSE_Tot,FOL_SAL_Indonesian_NS,FOL_SAL_Indonesian_Tot,FOL_SAL_Tagalog_SEO,FOL_SAL_Tagalog_SOLSE_VWorW,FOL_SAL_Tagalog_SOLSE_NWorNAA,FOL_SAL_Tagalog_SOLSE_Tot,FOL_SAL_Tagalog_NS,FOL_SAL_Tagalog_Tot,FOL_SAL_Oth_SEO,FOL_SAL_Oth_SOLSE_VWorW,FOL_SAL_Oth_SOLSE_NWorNAA,FOL_SAL_Oth_SOLSE_Tot,FOL_SAL_Oth_NS,FOL_SAL_Oth_Tot,FOL_SAL_Tot_SEO,FOL_SAL_Tot_SOLSE_VWorW,FOL_SAL_Tot_SOLSE_NWorNAA,FOL_SAL_Tot_SOLSE_Tot,FOL_SAL_Tot_NS,FOL_SAL_Tot_Tot,FOL_Spanish_SEO,FOL_Spanish_SOLSE_VWorW,FOL_Spanish_SOLSE_NWorNAA,FOL_Spanish_SOLSE_Tot,FOL_Spanish_NS,FOL_Spanish_Tot,FOL_Tamil_SEO,FOL_Tamil_SOLSE_VWorW,FOL_Tamil_SOLSE_NWorNAA,FOL_Tamil_SOLSE_Tot,FOL_Tamil_NS,FOL_Tamil_Tot,FOL_Thai_SEO,FOL_Thai_SOLSE_VWorW,FOL_Thai_SOLSE_NWorNAA,FOL_Thai_SOLSE_Tot,FOL_Thai_NS,FOL_Thai_Tot,FOL_Turkish_SEO,FOL_Turkish_SOLSE_VWorW,FOL_Turkish_SOLSE_NWorNAA,FOL_Turkish_SOLSE_Tot,FOL_Turkish_NS,FOL_Turkish_Tot,FOL_Vietnamese_SEO,FOL_Vietnamese_SOLSE_VWorW,FOL_Vietnamese_SOLSE_NWorNAA,FOL_Vietnamese_SOLSE_Tot,FOL_Vietnamese_NS,FOL_Vietnamese_Tot,FOL_Oth_SEO,FOL_Oth_SOLSE_VWorW,FOL_Oth_SOLSE_NWorNAA,FOL_Oth_SOLSE_Tot,FOL_Oth_NS,FOL_Oth_Tot,FOL_Tot_SEO,FOL_Tot_SOLSE_VWorW,FOL_Tot_SOLSE_NWorNAA,FOL_Tot_SOLSE_Tot,FOL_Tot_NS,FOL_Tot_Tot,F_LSatH_NS_SEO,F_LSatH_NS_SOLSE_VWorW,F_LSatH_NS_SOLSE_NWorNAA,F_LSatH_NS_SOLSE_Tot,F_LSatH_NS_NS,F_LSatH_NS_Tot,F_Tot_SEO,F_Tot_SOLSE_VWorW,F_Tot_SOLSE_NWorNAA,F_Tot_SOLSE_Tot,F_Tot_NS,F_Tot_Tot,PSEO_SEO,PSEO_SOLSE_VWorW,PSEO_SOLSE_NWorNAA,PSEO_SOLSE_Tot,PSEO_NS,PSEO_Tot,POL_Afrikaans_SEO,POL_Afrikaans_SOLSE_VWorW,POL_Afrikaans_SOLSE_NWorNAA,POL_Afrikaans_SOLSE_Tot,POL_Afrikaans_NS,POL_Afrikaans_Tot,POL_Arabic_SEO,POL_Arabic_SOLSE_VWorW,POL_Arabic_SOLSE_NWorNAA,POL_Arabic_SOLSE_Tot,POL_Arabic_NS,POL_Arabic_Tot,POL_AIndLng_SEO,POL_AIndLng_SOLSE_VWorW,POL_AIndLng_SOLSE_NWorNAA,POL_AIndLng_SOLSE_Tot,POL_AIndLng_NS,POL_AIndLng_Tot,POL_CL_Cantones_SEO,POL_CL_Cantones_SOLSE_VWorW,POL_CL_Cantones_SOLSE_NWorNAA,POL_CL_Cantones_SOLSE_Tot,POL_CL_Cantones_NS,POL_CL_Cantones_Tot,POL_CL_Mandarin_SEO,POL_CL_Mandarin_SOLSE_VWorW,POL_CL_Mandarin_SOLSE_NWorNAA,POL_CL_Mandarin_SOLSE_Tot,POL_CL_Mandarin_NS,POL_CL_Mandarin_Tot,POL_CL_Oth_SEO,POL_CL_Oth_SOLSE_VWorW,POL_CL_Oth_SOLSE_NWorNAA,POL_CL_Oth_SOLSE_Tot,POL_CL_Oth_NS,POL_CL_Oth_Tot,POL_CL_Tot_SEO,POL_CL_Tot_SOLSE_VWorW,POL_CL_Tot_SOLSE_NWorNAA,POL_CL_Tot_SOLSE_Tot,POL_CL_Tot_NS,POL_CL_Tot_Tot,POL_Croatian_SEO,POL_Croatian_SOLSE_VWorW,POL_Croatian_SOLSE_NWorNAA,POL_Croatian_SOLSE_Tot,POL_Croatian_NS,POL_Croatian_Tot,POL_Dutch_SEO,POL_Dutch_SOLSE_VWorW,POL_Dutch_SOLSE_NWorNAA,POL_Dutch_SOLSE_Tot,POL_Dutch_NS,POL_Dutch_Tot,POL_French_SEO,POL_French_SOLSE_VWorW,POL_French_SOLSE_NWorNAA,POL_French_SOLSE_Tot,POL_French_NS,POL_French_Tot,POL_German_SEO,POL_German_SOLSE_VWorW,POL_German_SOLSE_NWorNAA,POL_German_SOLSE_Tot,POL_German_NS,POL_German_Tot
CED111,0,151,..,1253,479,1732,19,1753,..,72,4,77,3,82,..,154,28,178,3,185,..,154,22,173,7,180,..,80,9,93,0,91,..,26,0,26,0,26,..,463,141,604,4,608,..,99,6,108,0,113,..,114,21,134,0,136,..,223,10,230,0,233,..,53,3,61,0,61,..,492,39,534,3,533,..,568,80,652,3,652,..,57,0,61,0,62,..,220,52,273,0,275,..,284,66,352,3,353,..,359,141,501,0,501,..,1479,418,1890,37,1933,..,11262,2812,14074,183,14251,..,182,48,239,3741,3978,60281,11444,2860,14307,3922,78513,119478,..,..,..,..,119478,..,109,0,109,0,107,..,1621,452,2071,10,2080,..,21,0,21,0,23,..,420,146,566,0,567,..,2213,617,2836,13,2847,..,258,115,367,0,367,..,2893,882,3773,13,3789,..,498,95,594,13,606,..,254,3,261,10,271,..,286,16,301,7,308,..,522,21,544,8,549
CED112,0,109,..,5,5,8,0,8,..,111,3,113,0,111,..,19,0,22,0,22,..,69,0,71,0,72,..,81,17,93,0,93,..,31,10,41,0,41,..,43,8,51,0,51,..,130,3,131,0,133,..,62,3,66,0,66,..,217,8,223,0,223,..,34,3,36,0,33,..,441,20,463,7,467,..,327,32,356,3,364,..,22,0,26,0,26,..,119,32,155,3,155,..,19,3,17,0,17,..,61,26,89,0,89,..,690,131,822,14,835,..,3761,575,4333,48,4380,..,233,25,255,4634,4889,70364,3989,602,4588,4681,79629,136629,..,..,..,..,136629,..,174,3,172,0,177,..,243,30,267,3,274,..,25,0,25,0,25,..,232,114,343,3,343,..,353,142,496,7,500,..,23,10,29,0,29,..,606,260,869,9,878,..,74,7,88,5,86,..,173,0,177,0,174,..,220,14,233,3,232,..,290,18,310,0,310
CED113,0,49,..,357,80,437,4,438,..,27,0,27,0,27,..,17,4,21,0,25,..,94,10,100,3,100,..,56,9,63,0,67,..,32,0,34,0,34,..,126,20,142,0,146,..,117,4,118,0,118,..,53,10,62,0,68,..,193,3,193,3,197,..,35,0,36,0,39,..,402,12,417,8,417,..,140,12,153,3,155,..,37,0,35,0,35,..,102,27,129,8,133,..,21,3,21,0,21,..,70,23,88,0,88,..,693,110,803,28,832,..,4543,617,5159,89,5248,..,177,13,196,5286,5475,63037,4720,626,5352,5376,73764,125950,..,..,..,..,125950,..,159,4,167,0,167,..,188,28,214,0,214,..,43,0,47,0,47,..,137,58,197,4,197,..,326,129,455,9,463,..,27,7,33,0,33,..,494,199,686,11,694,..,305,28,333,8,340,..,231,6,237,4,242,..,258,8,271,6,272,..,617,17,632,11,643
CED114,0,49,..,15,0,15,0,15,..,12,0,15,0,15,..,10,7,18,0,18,..,16,5,19,0,22,..,23,0,20,0,20,..,124,18,141,3,144,..,26,4,27,0,27,..,157,4,166,0,167,..,25,0,25,0,25,..,190,5,196,4,201,..,39,4,50,0,50,..,415,15,432,3,437,..,99,18,117,0,115,..,52,4,53,0,60,..,108,15,122,0,124,..,21,32,57,0,60,..,23,10,32,3,32,..,768,168,938,19,959,..,4722,1140,5860,92,5949,..,230,16,246,6601,6844,70002,4947,1151,6103,6693,82797,138456,..,..,..,..,138456,..,165,3,168,0,172,..,155,26,180,3,179,..,109,3,113,5,120,..,162,60,224,4,230,..,273,296,567,0,569,..,12,9,15,0,15,..,441,363,802,8,815,..,61,7,65,0,65,..,149,3,157,4,157,..,113,6,121,0,123,..,239,15,249,3,257
CED115,0,81,..,483,132,611,6,622,..,193,16,207,3,212,..,138,91,228,3,232,..,276,71,352,7,353,..,148,103,251,3,250,..,811,85,893,22,923,..,1586,674,2259,25,2278,..,310,22,332,4,329,..,173,37,205,0,209,..,701,29,728,10,736,..,70,18,89,3,90,..,1248,106,1351,18,1366,..,1745,485,2230,21,2248,..,186,40,229,0,229,..,295,192,493,5,495,..,324,95,427,4,429,..,9318,7716,17032,101,17135,..,7882,3609,11491,160,11652,..,38270,19578,57854,543,58397,..,216,109,318,4648,4969,19930,38489,19684,58172,5193,83295,41569,..,..,..,..,41569,..,14,0,14,0,14,..,9086,3619,12704,141,12845,..,7,0,10,0,10,..,4300,2874,7173,39,7211,..,2317,1870,4187,29,4214,..,1637,853,2492,15,2506,..,8254,5595,13850,87,13933,..,1678,493,2172,15,2187,..,32,0,32,0,32,..,192,16,213,0,215,..,248,6,255,3,257
CED116,0,17,..,34,6,43,0,43,..,63,0,61,0,63,..,8,0,8,0,8,..,62,4,72,0,68,..,39,10,47,0,49,..,8,0,8,0,8,..,34,7,42,0,42,..,63,0,63,0,63,..,47,3,53,0,53,..,144,6,144,0,146,..,23,0,24,0,23,..,279,7,288,3,289,..,169,16,182,0,186,..,12,0,14,0,14,..,94,31,130,0,126,..,6,0,6,0,6,..,46,15,62,0,69,..,446,66,511,10,520,..,2856,369,3224,40,3262,..,218,9,226,4906,5126,67873,3073,375,3443,4947,76266,133423,..,..,..,..,133423,..,81,0,81,0,84,..,112,22,130,4,136,..,61,3,62,9,70,..,133,66,206,0,206,..,186,64,252,3,261,..,20,5,20,0,20,..,345,135,482,3,484,..,253,40,291,3,294,..,202,3,207,0,203,..,214,9,219,3,220,..,483,22,502,3,510
CED117,5,354,..,108,33,145,3,146,..,83,10,97,3,96,..,75,12,86,0,85,..,202,22,223,0,222,..,182,19,198,0,197,..,20,3,23,0,23,..,174,23,196,5,196,..,268,7,277,4,281,..,304,36,341,3,341,..,370,6,370,4,377,..,57,0,62,0,62,..,999,56,1051,10,1062,..,1043,131,1171,12,1185,..,109,9,117,0,113,..,484,211,698,0,698,..,184,49,234,0,234,..,898,483,1376,6,1388,..,1855,436,2287,45,2337,..,16276,4205,20480,203,20679,..,170,41,207,5231,5435,50570,16446,4237,20690,5433,76684,99453,..,..,..,..,99453,..,91,4,96,0,96,..,1331,285,1611,16,1627,..,34,3,38,0,38,..,1581,580,2160,16,2174,..,3342,1066,4413,26,4435,..,254,101,353,4,354,..,5172,1756,6927,43,6967,..,300,40,340,3,344,..,258,8,263,3,270,..,890,39,925,11,940,..,653,23,680,10,693
CED118,9,678,..,50,5,50,0,55,..,564,53,621,11,629,..,497,110,611,4,608,..,235,28,261,3,266,..,207,28,235,9,243,..,169,17,185,7,188,..,212,40,252,3,252,..,1035,30,1063,9,1066,..,446,51,502,0,502,..,1982,60,2043,22,2066,..,96,4,102,0,104,..,3560,140,3700,28,3736,..,661,75,736,3,737,..,2068,300,2372,16,2384,..,140,39,182,4,186,..,425,142,565,6,573,..,177,47,226,0,226,..,3803,780,4584,108,4692,..,30011,4751,34758,338,35096,..,222,61,280,3346,3631,45923,30228,4807,35041,3688,84650,92120,..,..,..,..,92120,..,270,5,270,3,270,..,3330,448,3773,22,3797,..,9,4,10,0,10,..,1678,658,2335,9,2345,..,2393,1076,3467,21,3490,..,151,43,192,0,192,..,4224,1776,5997,29,6031,..,604,79,685,9,688,..,117,0,119,3,120,..,417,10,426,3,429,..,274,4,283,0,281
CED119,0,78,..,414,54,463,3,473,..,71,10,74,0,74,..,39,0,41,0,41,..,193,22,214,0,219,..,252,46,297,0,298,..,65,0,60,3,65,..,91,10,105,0,105,..,177,6,180,0,186,..,277,32,307,3,307,..,335,6,345,0,346,..,40,6,47,0,47,..,833,47,875,6,880,..,571,51,624,3,627,..,164,3,163,3,169,..,145,23,173,0,173,..,64,12,78,0,78,..,353,111,457,3,462,..,1216,185,1404,36,1440,..,10795,1534,12333,125,12458,..,147,17,160,2121,2275,58483,10943,1547,12494,2243,73218,116015,..,..,..,..,116015,..,162,3,162,0,162,..,2403,202,2607,19,2627,..,4,0,9,0,9,..,1015,304,1321,8,1328,..,1395,542,1933,6,1945,..,117,22,143,0,147,..,2532,867,3404,15,3417,..,337,34,371,8,379,..,183,0,186,3,184,..,397,11,412,0,412,..,465,8,477,4,483
CED120,0,50,..,45,7,54,0,54,..,176,11,185,10,199,..,30,4,35,0,35,..,97,5,104,0,104,..,66,9,75,0,75,..,57,0,57,0,57,..,96,9,101,0,101,..,79,0,80,0,80,..,29,9,34,0,34,..,130,4,127,3,133,..,30,0,29,0,29,..,263,14,275,3,283,..,386,42,427,7,431,..,20,0,18,0,18,..,95,12,106,0,111,..,36,4,36,0,41,..,71,16,89,4,93,..,653,130,779,23,798,..,4332,558,4889,85,4972,..,218,17,240,3765,4004,66896,4545,576,5121,3847,75869,132494,..,..,..,..,132494,..,150,0,149,0,154,..,693,65,764,19,782,..,8,0,8,0,7,..,196,92,288,3,292,..,326,107,433,10,442,..,32,15,44,0,42,..,552,208,757,15,772,..,309,28,337,7,338,..,151,4,155,3,159,..,187,11,195,0,199,..,352,3,357,9,364
CED121,0,54,..,37,7,43,0,43,..,16,4,19,0,17,..,8,0,12,0,14,..,63,10,70,0,75,..,32,9,40,0,40,..,64,3,66,0,66,..,24,3,24,0,24,..,91,6,101,3,103,..,29,0,29,3,27,..,153,9,165,0,165,..,30,0,27,0,27,..,305,13,316,4,322,..,106,9,119,3,125,..,28,5,36,0,36,..,111,34,147,3,146,..,8,3,11,0,11,..,34,21,59,0,61,..,457,109,565,13,581,..,2441,386,2825,52,2880,..,177,12,191,4391,4587,71603,2618,396,3016,4443,79068,141220,..,..,..,..,141220,..,212,4,214,0,214,..,116,19,133,3,135,..,42,0,44,3,47,..,139,49,184,3,185,..,242,70,309,3,320,..,16,0,16,0,16,..,389,117,510,11,516,..,67,9,70,0,70,..,159,0,159,3,163,..,123,3,120,0,120,..,233,8,237,7,245
CED122,0,420,..,59,10,70,0,70,..,161,20,177,4,185,..,235,25,257,4,263,..,332,39,372,3,370,..,1060,232,1291,9,1297,..,40,0,39,0,39,..,244,47,292,3,293,..,344,12,359,5,366,..,1938,255,2196,12,2204,..,572,23,595,7,604,..,299,12,311,0,311,..,3155,306,3460,18,3484,..,1567,249,1817,16,1833,..,139,3,139,0,140,..,537,125,662,7,664,..,360,87,452,3,449,..,428,87,511,3,515,..,3119,480,3603,61,3664,..,28277,4990,33264,308,33565,..,203,32,234,5861,6097,49350,28481,5022,33497,6162,89009,98153,..,..,..,..,98153,..,140,0,138,3,144,..,1651,269,1915,25,1943,..,45,0,43,9,51,..,4385,1033,5415,15,5435,..,10488,2220,12708,69,12780,..,907,305,1213,4,1220,..,15775,3564,19338,88,19425,..,473,74,544,3,551,..,228,9,237,4,244,..,1871,102,1973,14,1985,..,882,25,913,16,922
CED123,3,172,..,55,14,71,0,75,..,515,37,552,3,555,..,136,37,169,0,169,..,189,34,218,8,228,..,94,12,110,0,110,..,417,28,442,8,452,..,153,28,181,0,181,..,418,9,425,3,432,..,127,10,141,0,141,..,872,21,897,9,904,..,97,5,97,0,97,..,1514,53,1565,16,1582,..,470,52,524,3,527,..,173,22,200,0,200,..,175,52,223,0,224,..,135,26,156,0,161,..,155,48,205,0,205,..,1970,362,2334,46,2384,..,11943,1729,13678,167,13844,..,175,26,194,4722,4917,65666,12120,1758,13869,4892,84430,129819,..,..,..,..,129819,..,82,0,82,0,87,..,1962,219,2180,26,2211,..,29,0,26,0,33,..,371,169,545,3,548,..,874,297,1168,7,1172,..,57,22,84,0,84,..,1301,487,1790,14,1803,..,603,84,686,9,695,..,191,7,196,4,201,..,253,9,267,0,266,..,323,18,340,5,346
CED124,0,24,..,5,0,5,0,5,..,24,0,27,0,27,..,6,0,3,0,3,..,28,0,33,0,33,..,16,0,21,0,21,..,0,0,0,0,0,..,12,0,17,0,17,..,57,3,62,0,62,..,30,0,33,0,33,..,89,0,89,0,92,..,12,0,12,0,12,..,189,3,193,0,195,..,97,5,103,0,103,..,9,0,5,0,5,..,71,7,82,3,85,..,3,0,3,0,3,..,23,3,31,3,33,..,271,43,310,17,325,..,1607,157,1761,40,1798,..,174,4,174,4687,4860,67552,1779,159,1932,4722,74208,132469,..,..,..,..,132469,..,87,3,94,0,94,..,76,3,80,4,83,..,72,4,76,4,85,..,96,40,133,3,138,..,98,33,131,3,137,..,3,3,7,0,4,..,193,76,271,7,277,..,41,3,43,5,52,..,168,3,171,0,172,..,123,6,129,0,131,..,347,9,352,10,359
CED125,0,108,..,152,14,169,0,172,..,165,11,178,0,180,..,94,22,123,0,123,..,223,33,264,0,260,..,165,36,204,0,204,..,1350,115,1471,38,1505,..,267,32,293,10,300,..,500,13,516,0,516,..,240,29,272,0,272,..,1125,45,1167,7,1174,..,113,4,122,0,121,..,1979,94,2074,12,2085,..,1239,187,1430,12,1445,..,195,11,205,0,207,..,228,77,301,6,307,..,84,13,99,0,99,..,379,156,534,5,533,..,2789,681,3471,77,3551,..,18695,3076,21778,241,22019,..,200,43,241,4210,4455,55775,18898,3122,22014,4451,82244,110488,..,..,..,..,110488,..,198,0,199,0,199,..,4339,707,5043,28,5073,..,33,0,32,7,42,..,677,347,1022,9,1034,..,906,447,1351,13,1360,..,88,32,121,3,121,..,1670,819,2494,24,2513,..,638,68,703,3,708,..,92,3,95,4,100,..,444,12,456,3,455,..,299,10,309,5,312
CED126,0,247,..,32,3,36,0,36,..,18,0,16,0,16,..,185,21,197,0,198,..,154,11,167,0,167,..,155,24,183,0,183,..,22,0,22,0,21,..,416,71,482,3,487,..,162,5,166,0,167,..,119,12,137,0,137,..,314,14,325,6,322,..,30,3,33,0,33,..,627,31,658,4,662,..,547,42,582,7,588,..,25,3,28,0,28,..,236,39,277,3,279,..,38,3,43,0,42,..,116,34,153,0,156,..,2269,274,2537,39,2578,..,9986,1314,11297,97,11400,..,212,10,225,3532,3759,60929,10203,1325,11524,3630,76091,120138,..,..,..,..,120138,..,296,8,307,0,307,..,252,16,270,3,267,..,9,0,9,0,9,..,717,195,914,4,917,..,1383,429,1814,9,1827,..,60,20,84,0,84,..,2165,644,2814,17,2827,..,446,54,506,7,509,..,495,11,502,12,517,..,833,25,853,9,861,..,1204,16,1222,9,1234
CED127,0,76,..,89,7,92,3,99,..,264,23,286,5,291,..,20,3,29,0,29,..,128,4,131,0,131,..,99,7,105,0,104,..,13,0,13,0,13,..,37,0,36,0,36,..,80,0,80,0,82,..,61,3,67,0,66,..,141,3,143,3,143,..,26,0,25,0,25,..,307,5,318,3,321,..,293,28,317,5,322,..,12,0,10,0,10,..,109,15,122,0,124,..,8,0,13,0,13,..,91,6,102,0,102,..,607,81,689,9,696,..,4088,414,4499,42,4545,..,164,19,180,3462,3639,64204,4254,428,4684,3498,72392,125664,..,..,..,..,125664,..,102,4,109,0,109,..,287,27,319,0,323,..,41,0,41,5,42,..,241,110,355,0,355,..,362,87,450,7,461,..,30,6,36,0,36,..,634,210,843,7,848,..,177,19,198,3,200,..,260,4,269,0,269,..,320,4,332,0,331,..,592,14,603,3,605
CED128,0,168,..,161,45,206,5,215,..,820,94,910,7,922,..,444,213,661,11,674,..,195,31,230,0,230,..,118,22,143,0,145,..,445,41,488,9,498,..,467,126,594,6,596,..,546,16,562,7,567,..,207,35,242,0,247,..,1041,49,1085,12,1099,..,86,11,96,0,96,..,1877,110,1986,18,2009,..,1505,380,1886,30,1917,..,333,40,373,3,381,..,190,65,261,5,266,..,854,227,1082,17,1096,..,2551,1683,4236,25,4260,..,6922,3398,10323,157,10479,..,33003,11028,44030,492,44526,..,205,92,298,3780,4075,34864,33206,11120,44332,4269,83470,70008,..,..,..,..,70008,..,40,0,40,0,40,..,16812,4155,20962,203,21169,..,4,0,4,0,4,..,1906,1023,2931,17,2949,..,2052,1468,3523,17,3538,..,491,205,703,5,709,..,4452,2704,7155,40,7195,..,1493,261,1754,5,1758,..,58,5,62,0,66,..,302,10,318,3,320,..,216,9,221,4,223
CED129,15,1739,..,26,9,33,0,33,..,201,15,210,3,210,..,932,136,1066,10,1077,..,268,11,279,3,284,..,241,34,275,0,278,..,7,0,10,0,10,..,143,16,163,0,163,..,447,10,454,3,460,..,439,37,474,4,476,..,686,14,698,3,700,..,66,0,66,0,66,..,1632,59,1692,8,1697,..,733,64,802,3,799,..,869,33,905,6,914,..,159,45,204,0,202,..,213,20,235,0,235,..,227,50,275,3,274,..,1892,284,2182,43,2222,..,22651,3936,26588,208,26797,..,167,24,186,1933,2114,49436,22815,3961,26777,2137,78347,98152,..,..,..,..,98152,..,571,8,581,8,586,..,2743,174,2922,23,2942,..,0,0,0,0,0,..,4128,958,5091,16,5101,..,7224,2667,9889,73,9963,..,361,81,443,0,443,..,11709,3713,15422,90,15510,..,597,56,651,6,657,..,174,7,183,0,183,..,345,16,356,0,359,..,454,8,465,4,470
CED130,0,70,..,0,0,0,0,0,..,7,0,7,0,11,..,21,5,24,0,24,..,16,0,22,0,22,..,33,0,35,0,35,..,4,0,3,0,3,..,4,0,9,0,9,..,132,0,129,3,133,..,24,3,30,0,30,..,224,12,230,8,240,..,21,3,24,0,24,..,401,15,419,9,431,..,59,9,62,0,66,..,27,3,27,0,27,..,56,10,70,0,70,..,4,0,4,0,4,..,69,38,105,0,109,..,443,86,529,16,544,..,2555,446,2996,54,3048,..,197,7,210,6084,6295,69448,2754,455,3204,6142,78795,135430,..,..,..,..,135430,..,148,0,148,0,152,..,313,81,394,4,391,..,61,11,74,0,76,..,156,57,214,4,215,..,408,246,658,9,672,..,31,16,53,0,53,..,599,327,925,13,937,..,11,0,10,0,10,..,99,0,99,4,98,..,139,4,148,3,153,..,267,9,280,0,281
CED131,6,207,..,439,133,567,6,573,..,4,0,7,0,7,..,90,12,110,0,110,..,151,20,171,4,170,..,76,0,82,0,82,..,52,0,61,0,61,..,88,35,119,0,119,..,126,6,134,3,135,..,63,3,70,0,72,..,221,8,232,3,235,..,92,5,95,0,95,..,502,22,529,6,532,..,210,18,234,0,233,..,84,7,91,0,91,..,111,35,151,0,150,..,17,3,21,0,21,..,176,86,258,4,263,..,1094,266,1352,27,1385,..,6512,1305,7818,81,7903,..,163,45,210,3852,4068,65501,6677,1352,8032,3935,77466,129610,..,..,..,..,129610,..,104,0,105,3,111,..,486,199,683,3,693,..,32,0,31,3,38,..,451,120,569,3,572,..,1487,339,1822,3,1834,..,155,65,223,0,219,..,2095,525,2619,10,2624,..,183,34,215,0,221,..,111,0,111,0,111,..,291,13,308,4,310,..,384,11,391,8,400
CED132,15,1295,..,88,16,102,0,102,..,11,0,15,0,15,..,514,62,577,3,581,..,276,18,289,3,294,..,380,79,463,3,471,..,10,0,10,0,10,..,137,15,151,0,151,..,306,0,307,3,314,..,354,26,381,5,386,..,423,4,423,0,428,..,75,0,75,0,76,..,1163,33,1195,13,1206,..,867,70,934,6,943,..,187,9,196,3,203,..,493,116,606,5,609,..,73,9,84,0,82,..,302,38,340,0,340,..,2120,279,2398,49,2446,..,21282,3861,25138,218,25364,..,179,26,206,4462,4668,53694,21467,3883,25352,4683,83725,106259,..,..,..,..,106259,..,298,0,296,0,296,..,669,79,749,3,753,..,9,0,9,0,15,..,5540,1092,6632,31,6667,..,7701,2284,9988,60,10048,..,415,104,519,0,519,..,13662,3479,17139,90,17230,..,474,55,532,5,535,..,275,6,280,0,286,..,1141,43,1183,18,1201,..,810,26,838,10,846
CED133,0,27,..,3,0,3,0,3,..,10,0,10,0,10,..,0,0,0,0,0,..,20,0,24,0,24,..,20,0,24,0,24,..,8,0,4,3,8,..,3,0,3,0,3,..,86,3,84,0,85,..,41,0,44,0,44,..,150,11,159,0,159,..,37,0,37,0,37,..,314,13,324,3,326,..,137,6,144,4,151,..,10,0,10,0,10,..,97,8,104,0,104,..,4,0,4,0,4,..,32,22,52,0,51,..,376,64,439,15,455,..,2718,380,3099,67,3162,..,223,18,238,5606,5840,71691,2936,393,3334,5669,80694,141219,..,..,..,..,141219,..,96,5,103,0,103,..,49,3,48,0,52,..,174,3,183,6,191,..,111,56,170,0,169,..,192,115,305,3,306,..,13,9,23,0,23,..,317,178,491,9,503,..,21,0,21,0,21,..,197,3,205,7,208,..,213,7,222,0,221,..,471,8,480,11,487
CED134,0,27,..,7,0,7,0,7,..,16,0,17,0,17,..,11,0,11,0,11,..,13,0,13,0,13,..,23,0,23,0,23,..,3,0,3,0,3,..,37,13,41,0,41,..,79,4,82,5,85,..,17,4,16,0,16,..,162,7,166,4,172,..,37,0,37,0,37,..,292,18,303,7,315,..,42,6,48,0,48,..,35,3,42,0,42,..,47,17,61,0,65,..,6,0,6,0,6,..,57,0,54,0,57,..,428,61,487,7,493,..,2247,271,2521,38,2557,..,227,24,243,7086,7338,67488,2472,297,2765,7132,77385,133878,..,..,..,..,133878,..,165,3,166,0,164,..,127,10,137,4,137,..,183,15,200,12,209,..,133,60,194,0,192,..,216,76,293,4,302,..,7,3,14,0,14,..,363,141,498,11,508,..,52,4,53,0,53,..,55,0,58,0,58,..,83,3,82,0,84,..,197,4,202,4,205
