CED_CODE_2016,CF_C_BPBO_DC_0_4,CF_C_BPBO_DC_5_9,CF_C_BPBO_DC_10_12,CF_C_BPBO_DC_13_14,CF_C_BPBO_DC_15_17,CF_C_BPBO_DC_18_20,CF_C_BPBO_DC_21_24,CF_C_BPBO_Tot,CF_C_FBO_DC_0_4,CF_C_FBO_DC_5_9,CF_C_FBO_DC_10_12,CF_C_FBO_DC_13_14,CF_C_FBO_DC_15_17,CF_C_FBO_DC_18_20,CF_C_FBO_DC_21_24,CF_C_FBO_Tot,CF_C_MBO_DC_0_4,CF_C_MBO_DC_5_9,CF_C_MBO_DC_10_12,CF_C_MBO_DC_13_14,CF_C_MBO_DC_15_17,CF_C_MBO_DC_18_20,CF_C_MBO_DC_21_24,CF_C_MBO_Tot,CF_C_BPBAu_DC_0_4,CF_C_BPBAu_DC_5_9,CF_C_BPBAu_DC_10_12,CF_C_BPBAu_DC_13_14,CF_C_BPBAu_DC_15_17,CF_C_BPBAu_DC_18_20,CF_C_BPBAu_DC_21_24,CF_C_BPBAu_Tot,CF_C_BP_NS_DC_0_4,CF_C_BP_NS_DC_5_9,CF_C_BP_NS_DC_10_12,CF_C_BP_NS_DC_13_14,CF_C_BP_NS_DC_15_17,CF_C_BP_NS_DC_18_20,CF_C_BP_NS_DC_21_24,CF_C_BP_NS_Tot,CF_C_Tot_DC_0_4,CF_C_Tot_DC_5_9,CF_C_Tot_DC_10_12,CF_C_Tot_DC_13_14,CF_C_Tot_DC_15_17,CF_C_Tot_DC_18_20,CF_C_Tot_DC_21_24,CF_C_Tot_Tot,One_PF_BPBO_DC_0_4,One_PF_BPBO_DC_5_9,One_PF_BPBO_DC_10_12,One_PF_BPBO_DC_13_14,One_PF_BPBO_DC_15_17,One_PF_BPBO_DC_18_20,One_PF_BPBO_DC_21_24,One_PF_BPBO_Tot,One_PF_FBO_DC_0_4,One_PF_FBO_DC_5_9,One_PF_FBO_DC_10_12,One_PF_FBO_DC_13_14,One_PF_FBO_DC_15_17,One_PF_FBO_DC_18_20,One_PF_FBO_DC_21_24,One_PF_FBO_Tot,One_PF_MBO_DC_0_4,One_PF_MBO_DC_5_9,One_PF_MBO_DC_10_12,One_PF_MBO_DC_13_14,One_PF_MBO_DC_15_17,One_PF_MBO_DC_18_20,One_PF_MBO_DC_21_24,One_PF_MBO_Tot,One_PF_BPBAu_DC_0_4,One_PF_BPBAu_DC_5_9,One_PF_BPBAu_DC_10_12,One_PF_BPBAu_DC_13_14,One_PF_BPBAu_DC_15_17,One_PF_BPBAu_DC_18_20,One_PF_BPBAu_DC_21_24,One_PF_BPBAu_Tot,One_PF_BP_NS_DC_0_4,One_PF_BP_NS_DC_5_9,One_PF_BP_NS_DC_10_12,One_PF_BP_NS_DC_13_14,One_PF_BP_NS_DC_15_17,One_PF_BP_NS_DC_18_20,One_PF_BP_NS_DC_21_24,One_PF_BP_NS_Tot,One_PF_Tot_DC_0_4,One_PF_Tot_DC_5_9,One_PF_Tot_DC_10_12,One_PF_Tot_DC_13_14,One_PF_Tot_DC_15_17,One_PF_Tot_DC_18_20,One_PF_Tot_DC_21_24,One_PF_Tot_Tot,Tot_DC_0_4,Tot_DC_5_9,Tot_DC_10_12,Tot_DC_13_14,Tot_DC_15_17,Tot_DC_18_20,Tot_DC_21_24,Tot_Tot
CED111,1103,1096,520,345,525,288,180,4059,672,730,394,264,383,168,101,2714,666,724,413,219,330,161,76,2589,4744,4820,2758,1633,2165,969,467,17563,33,51,17,11,10,6,3,128,7220,7417,4107,2473,3411,1591,821,27048,65,144,112,77,152,80,55,689,119,182,122,103,173,67,28,786,52,99,78,56,88,50,30,446,782,1045,690,525,647,250,117,4059,49,41,27,23,25,5,3,174,1071,1506,1030,785,1075,457,233,6152,8291,8931,5140,3256,4488,2045,1051,33203
CED112,471,574,340,242,294,117,69,2106,623,670,383,232,336,124,47,2414,510,573,315,213,255,95,45,2008,5319,5541,3173,1989,2488,797,360,19670,37,31,28,12,22,4,0,136,6955,7391,4234,2695,3393,1138,518,26325,35,94,72,55,69,22,16,362,152,231,153,98,133,42,16,826,87,124,95,64,84,13,10,473,1494,1897,1246,794,1044,263,107,6849,85,71,46,19,28,6,0,258,1853,2413,1606,1029,1361,356,151,8767,8811,9805,5849,3723,4751,1488,669,35093
CED113,531,511,289,182,265,110,42,1934,378,485,288,196,264,75,28,1713,474,498,281,179,228,61,29,1753,4986,5560,3258,1998,2694,593,193,19285,31,41,22,20,15,3,0,135,6399,7096,4146,2570,3462,842,297,24816,41,49,43,34,44,23,14,246,73,132,88,75,80,13,7,469,44,74,59,46,54,19,3,300,881,1228,779,529,675,139,40,4266,55,40,25,17,26,0,6,172,1094,1521,999,704,876,195,72,5459,7492,8613,5146,3281,4340,1037,365,30272
CED114,727,639,351,225,264,81,30,2314,306,300,191,111,153,31,6,1085,306,285,162,96,125,19,4,994,6164,6496,3774,2294,2941,553,132,22355,34,40,33,25,12,0,0,153,7534,7760,4507,2756,3493,687,172,26909,60,60,41,34,38,12,7,265,116,109,87,61,53,11,8,442,39,52,43,29,26,5,11,197,1342,1713,1080,711,888,144,36,5915,81,93,60,37,25,8,0,301,1640,2031,1314,871,1033,182,56,7125,9172,9787,5821,3625,4524,866,226,34033
CED115,5105,5167,3187,2185,3170,2328,1266,22414,646,497,283,167,223,111,57,1992,626,465,228,109,158,59,48,1688,1309,1088,594,330,514,231,122,4188,75,74,50,22,23,5,3,263,7766,7294,4337,2817,4087,2737,1499,30538,993,1447,1036,739,1101,728,403,6453,201,221,105,85,92,33,22,760,152,171,81,59,65,41,17,586,442,421,213,179,181,77,35,1545,128,124,85,59,55,32,11,491,1910,2383,1533,1124,1503,899,497,9844,9677,9681,5869,3937,5589,3635,1990,40384
CED116,237,251,178,120,138,51,18,993,338,444,240,178,227,55,13,1482,394,363,195,121,180,66,18,1348,4461,4811,2833,1742,2242,561,188,16837,21,32,28,15,8,3,0,106,5457,5902,3477,2173,2798,734,233,20780,13,33,40,29,40,12,3,179,71,118,111,71,98,17,13,501,43,86,65,45,65,30,3,331,1176,1586,1025,724,854,157,55,5574,44,55,43,28,18,3,0,199,1346,1881,1287,891,1079,225,75,6789,6804,7781,4765,3066,3878,961,306,27565
CED117,1918,1522,697,392,555,339,172,5594,1236,1133,496,285,330,142,74,3692,1077,896,378,219,274,95,62,3007,3512,3004,1407,790,879,412,223,10225,37,40,8,5,0,0,0,102,7782,6593,2980,1698,2040,985,534,22614,152,204,156,132,221,110,77,1044,104,155,113,79,110,57,36,660,60,135,78,69,94,34,23,494,226,367,256,180,234,112,77,1449,20,31,12,5,16,6,3,98,560,894,620,464,671,322,212,3743,8341,7490,3599,2158,2709,1311,751,26353
CED118,6008,6022,2885,1686,2471,1684,865,21618,943,823,464,252,338,151,53,3029,860,721,315,198,268,100,62,2523,4140,3840,2058,1204,1532,570,201,13558,65,62,19,12,8,7,4,178,12010,11459,5743,3360,4620,2520,1187,40896,248,388,249,192,343,231,142,1794,153,209,124,87,132,38,17,751,84,112,84,57,93,42,16,495,589,841,558,363,504,177,65,3094,49,41,27,14,24,3,3,159,1116,1587,1042,717,1096,495,247,6295,13132,13048,6782,4070,5714,3015,1433,47197
CED119,1380,1440,759,523,807,588,298,5797,930,941,534,338,442,220,104,3497,878,844,362,251,333,186,100,2949,5554,5752,3151,2005,2530,1234,595,20828,18,30,10,12,11,7,0,95,8760,9013,4817,3132,4118,2233,1096,33166,87,110,81,83,116,86,51,616,105,153,101,76,102,44,29,604,55,114,74,59,85,45,22,450,438,602,499,375,528,209,122,2775,24,32,14,6,15,4,3,109,712,1015,771,598,837,390,227,4556,9472,10021,5586,3729,4955,2624,1326,37724
CED120,491,562,329,233,357,162,80,2213,570,634,380,285,328,109,49,2356,521,592,314,213,224,76,30,1976,6588,6688,3869,2382,2860,846,376,23603,54,55,23,14,9,6,0,158,8217,8532,4916,3124,3783,1194,541,30308,33,72,54,34,69,23,20,301,102,147,103,90,115,30,24,596,46,76,67,40,74,21,9,329,1008,1368,904,587,795,195,66,4925,50,50,26,21,9,4,0,161,1237,1712,1155,769,1062,273,117,6322,9448,10243,6073,3893,4843,1469,658,36628
CED121,378,398,222,140,186,74,31,1441,360,396,204,139,186,62,24,1368,410,389,213,150,183,62,25,1426,6325,6061,3421,2305,2905,747,261,22031,24,45,22,23,18,3,4,138,7494,7287,4087,2756,3476,947,344,26401,36,52,38,31,37,14,7,212,111,142,92,55,87,15,9,513,42,66,60,36,43,9,8,256,1769,2122,1225,858,962,225,68,7233,64,66,44,29,20,5,0,218,2022,2441,1457,1011,1150,263,101,8438,9518,9729,5545,3768,4629,1215,450,34843
CED122,3223,2673,1330,757,1146,780,486,10398,981,993,450,258,301,152,73,3204,1083,917,418,242,305,137,64,3158,2917,2705,1566,887,1150,581,292,10095,38,33,15,16,9,3,0,113,8243,7321,3773,2162,2908,1648,918,26974,196,299,214,174,258,220,152,1519,115,199,130,111,115,44,26,749,81,138,84,57,94,39,26,525,339,479,326,226,303,140,66,1878,48,35,30,18,24,6,3,168,782,1152,790,584,790,456,277,4836,9026,8473,4564,2743,3701,2102,1200,31810
CED123,1905,1828,954,583,864,490,262,6890,807,787,430,285,370,164,70,2909,658,624,300,198,281,97,66,2232,6094,5534,2968,1835,2284,713,296,19724,72,48,30,14,12,3,0,183,9543,8823,4686,2910,3804,1476,694,31924,194,241,175,109,182,102,67,1072,209,291,162,103,153,39,18,974,122,182,105,77,98,49,9,630,1557,1815,1003,728,836,239,95,6276,109,82,31,29,20,4,0,271,2188,2609,1482,1037,1288,427,192,9223,11729,11428,6168,3945,5095,1903,885,41149
CED124,139,194,91,74,99,30,12,641,242,306,169,116,160,37,8,1039,223,300,176,119,145,33,15,1022,4228,5009,2952,2045,2620,539,147,17546,37,45,29,16,21,10,6,156,4879,5862,3422,2367,3048,646,186,20406,3,20,20,20,22,0,0,85,57,106,81,61,73,11,7,400,27,60,53,44,50,6,6,247,1312,1758,1153,750,975,162,39,6146,71,82,47,23,29,3,0,253,1468,2028,1352,903,1148,178,56,7129,6346,7884,4775,3272,4198,824,239,27538
CED125,3027,3153,1637,1150,1544,970,505,11980,899,818,497,293,365,123,61,3064,775,700,346,219,288,96,51,2468,4674,4152,2211,1363,1642,608,284,14928,41,72,46,36,12,16,3,233,9415,8902,4730,3061,3856,1807,904,32677,286,382,271,215,310,179,113,1756,267,318,208,157,182,60,26,1209,158,178,122,90,115,35,19,710,1426,1727,984,603,755,173,87,5751,105,112,44,29,17,6,0,319,2239,2719,1629,1095,1375,454,240,9747,11655,11619,6356,4153,5230,2266,1144,42425
CED126,1586,1941,1026,686,1025,484,260,7012,1078,1230,685,414,503,207,90,4210,1166,1165,596,310,477,220,103,4029,4065,4551,2552,1663,2089,945,459,16321,14,23,14,7,15,4,0,78,7910,8910,4880,3079,4107,1857,906,31655,64,133,104,86,153,79,49,660,98,202,134,76,110,61,38,721,56,125,89,69,115,45,28,524,235,457,338,266,415,162,92,1969,21,34,20,7,11,0,4,87,473,949,681,504,800,348,206,3958,8382,9863,5562,3583,4900,2202,1115,35608
CED127,284,417,257,176,268,109,75,1582,614,783,466,299,401,151,71,2776,541,617,359,216,315,129,51,2229,5296,5480,3210,2010,2594,891,388,19866,33,49,12,11,18,0,0,120,6763,7347,4296,2708,3603,1287,581,26581,24,54,56,39,87,24,13,295,100,172,129,106,138,39,29,710,62,111,103,69,94,24,22,487,819,1087,733,530,713,212,108,4201,31,31,23,9,19,3,0,120,1032,1459,1039,763,1043,309,167,5814,7797,8805,5335,3469,4644,1597,749,32397
CED128,4834,4726,2559,1706,2399,1765,1048,19030,1173,1041,523,332,397,179,88,3743,812,666,331,195,243,139,46,2428,2905,2654,1313,837,985,422,168,9282,72,67,33,25,33,3,0,236,9794,9148,4762,3095,4057,2508,1356,34725,510,814,571,442,642,429,251,3657,257,304,176,111,113,61,16,1035,102,162,105,71,72,39,21,571,579,707,413,272,361,103,56,2487,100,74,33,28,30,13,5,278,1540,2061,1288,921,1226,639,350,8022,11334,11216,6056,4017,5282,3142,1704,42747
CED129,3869,4353,2234,1405,2072,1509,814,16255,827,972,588,337,468,225,115,3532,869,910,423,297,355,186,79,3118,3756,4579,2651,1658,2029,1043,435,16154,30,36,11,14,11,4,0,108,9351,10843,5907,3710,4937,2963,1452,39168,130,253,196,162,271,197,125,1338,66,119,93,83,104,55,14,533,35,93,57,44,70,33,28,358,235,429,377,272,358,149,64,1886,14,16,20,11,13,3,0,84,482,907,750,571,817,441,234,4196,9831,11751,6651,4285,5755,3407,1684,43364
CED130,441,385,214,140,200,32,4,1408,245,292,142,75,102,19,11,879,276,221,175,81,113,33,8,907,5470,6009,3536,2177,2667,432,76,20367,55,42,24,9,13,3,0,145,6483,6958,4094,2479,3096,514,93,23713,30,43,26,20,30,14,3,159,75,95,60,53,61,12,3,359,18,57,38,32,65,17,4,226,1711,2082,1310,861,956,128,30,7083,71,90,46,46,27,5,4,292,1907,2361,1484,1010,1144,173,41,8123,8391,9322,5579,3486,4238,687,143,31836
CED131,857,799,382,202,281,122,60,2698,531,513,305,166,211,86,30,1837,627,513,227,155,205,77,43,1845,5242,4881,2691,1630,2195,803,431,17875,44,20,18,8,7,0,0,97,7303,6724,3622,2154,2893,1093,558,24350,70,103,75,50,72,36,28,434,105,154,108,71,116,43,17,620,51,105,76,45,87,33,14,420,935,1335,865,643,803,268,146,5002,49,33,31,21,19,4,0,166,1212,1736,1154,827,1106,391,209,6631,8517,8455,4776,2976,4000,1483,774,30979
CED132,3386,2785,1198,708,974,660,359,10058,1107,1062,579,302,422,237,131,3832,1219,1061,504,287,347,198,115,3731,3146,3072,1726,1025,1307,748,484,11505,25,29,16,5,10,3,6,88,8886,7997,4025,2328,3051,1853,1084,29219,163,327,236,174,258,201,134,1497,75,115,92,63,106,60,38,553,66,129,68,57,87,54,31,496,127,298,204,143,210,159,102,1241,8,26,10,5,4,0,8,60,440,892,623,443,658,475,315,3847,9323,8893,4643,2769,3711,2327,1402,33070
CED133,294,344,177,102,165,45,7,1136,290,399,227,153,180,49,5,1299,407,385,208,126,176,39,10,1357,4896,5478,3225,2094,2807,583,104,19185,45,30,14,15,18,0,0,126,5927,6635,3858,2495,3338,709,128,23095,21,31,52,39,42,13,6,207,91,166,106,87,112,25,7,598,47,115,71,61,96,18,10,407,1500,2136,1336,885,1144,212,53,7261,70,79,60,36,24,6,0,277,1727,2529,1620,1100,1418,270,84,8749,7655,9164,5479,3593,4762,981,213,31847
CED134,360,325,136,81,88,21,4,1027,195,188,84,75,69,12,10,629,282,243,103,54,81,10,0,764,6149,6383,3405,1860,2318,333,63,20516,48,69,33,19,17,3,0,190,7031,7212,3762,2090,2573,379,79,23129,22,34,26,9,21,5,0,124,57,64,39,30,41,6,0,248,23,40,17,9,21,0,3,114,2293,2581,1393,930,993,132,25,8358,113,120,66,48,19,3,3,365,2511,2837,1543,1034,1090,149,32,9195,9540,10052,5306,3125,3668,533,111,32327
CED135,9075,6791,2855,1672,2291,1714,909,25314,823,722,392,254,273,119,68,2655,784,630,282,170,179,109,38,2187,1941,1712,880,528,702,352,154,6269,55,63,27,10,10,3,4,174,12686,9919,4436,2637,3445,2303,1182,36604,473,655,436,339,568,415,264,3151,175,160,107,72,93,38,22,654,92,136,71,61,86,28,14,497,350,394,248,161,205,104,52,1518,41,40,26,7,15,9,5,152,1130,1394,894,644,967,593,356,5973,13819,11314,5329,3282,4412,2899,1533,42583
CED136,407,408,230,182,210,68,33,1531,385,417,244,148,201,73,19,1475,392,395,178,131,167,41,24,1327,6309,6361,3361,2160,2814,755,304,22057,28,43,20,12,12,0,0,116,7512,7627,4032,2623,3400,935,381,26514,31,40,33,18,32,18,3,168,137,120,77,69,95,20,3,527,44,72,61,58,56,14,10,307,1807,2216,1350,832,1038,230,108,7577,68,57,39,22,20,3,0,210,2081,2506,1554,1002,1242,274,122,8787,9596,10134,5592,3627,4643,1210,499,35299
CED137,4938,3409,1596,1043,1598,1345,759,14691,861,705,430,218,305,184,88,2779,892,774,365,213,286,152,79,2755,2518,2526,1363,804,1093,704,350,9350,39,19,14,16,3,11,3,107,9249,7429,3765,2282,3276,2401,1275,29682,304,414,301,284,459,381,239,2378,78,139,95,64,83,53,42,547,61,115,65,52,65,41,26,416,202,326,210,126,227,120,61,1263,21,32,15,3,5,4,3,82,664,1015,684,530,842,598,365,4693,9905,8451,4447,2816,4115,3002,1644,34381
CED138,490,568,313,193,268,57,15,1903,646,671,362,220,259,43,25,2221,650,652,300,186,227,60,21,2096,4156,4376,2465,1623,2201,558,185,15562,40,44,17,14,17,4,0,140,5982,6308,3458,2241,2971,717,243,21919,33,106,73,62,87,27,7,392,168,245,181,103,164,50,14,922,71,126,113,73,122,37,13,552,810,1363,924,676,914,232,68,4994,54,56,36,36,19,4,0,194,1139,1892,1325,956,1304,344,100,7062,7120,8201,4784,3189,4269,1066,344,28978
CED139,515,512,258,149,188,57,10,1695,218,260,145,95,103,25,3,858,257,240,118,101,116,14,6,843,6108,6635,3783,2391,2840,545,151,22448,38,48,26,21,22,3,0,156,7129,7696,4325,2755,3266,647,177,25993,50,62,38,21,33,8,5,213,93,108,62,37,61,9,3,374,26,47,39,27,35,6,0,177,1543,1990,1173,827,1043,149,40,6765,82,75,52,24,25,0,0,260,1794,2276,1354,938,1197,175,52,7786,8924,9978,5683,3691,4455,821,228,33783
CED140,788,823,453,279,375,195,85,2996,663,750,425,257,337,134,73,2644,646,632,349,190,258,111,53,2236,4319,4291,2504,1527,2136,791,367,15931,36,47,22,17,15,0,0,137,6446,6547,3750,2268,3124,1238,576,23947,33,89,78,58,93,46,25,419,134,187,140,104,139,50,11,772,64,140,92,67,107,30,18,529,838,1195,748,555,755,209,110,4407,41,48,29,20,21,3,0,160,1115,1655,1089,799,1112,337,169,6282,7565,8202,4834,3069,4238,1578,738,30229
CED141,252,316,176,117,183,83,53,1190,415,500,260,163,217,82,40,1670,423,481,232,135,193,74,31,1577,5444,5365,3046,1992,2572,1025,469,19915,33,29,25,11,14,3,0,117,6568,6689,3735,2426,3181,1278,596,24465,9,38,33,19,45,14,7,161,104,146,85,79,93,28,11,547,47,92,52,51,79,28,15,366,1167,1643,1053,738,946,272,125,5935,41,40,33,17,21,3,0,156,1364,1962,1257,896,1176,347,161,7169,7928,8646,4992,3317,4361,1627,749,31626
CED142,2307,1081,385,228,340,249,165,4754,680,368,153,88,118,55,23,1474,784,387,146,79,94,57,24,1581,1626,955,445,263,305,170,82,3847,29,11,9,5,0,0,0,56,5425,2801,1136,664,858,537,295,11713,157,200,164,120,225,182,128,1186,96,100,72,46,54,35,27,426,49,75,50,25,56,26,17,301,210,302,161,112,141,60,40,1041,31,31,13,8,12,3,3,107,553,714,461,309,490,314,215,3065,5977,3518,1596,975,1344,855,510,14772
CED143,2469,2573,1292,753,968,500,225,8785,1218,1240,668,357,497,235,118,4339,1176,1210,595,307,441,242,126,4100,3201,3556,1955,1217,1563,764,400,12656,20,27,15,11,5,7,3,90,8090,8605,4535,2643,3473,1752,879,29967,90,214,181,122,191,100,60,963,76,165,100,88,135,55,48,664,62,128,86,58,108,61,37,544,167,353,304,198,317,150,87,1576,13,17,4,7,9,4,0,51,411,875,673,476,760,373,228,3794,8497,9479,5208,3117,4236,2123,1101,33767
