CED_CODE_2016,M_15_19y_DUDW_LT_5_h,M_15_19y_DUDW_5_14_h,M_15_19y_DUDW_15_29_h,M_15_19y_DUDW_30_h_mo,M_15_19y_DNUDW,M_15_19y_UDW_NS,M_15_19y_Total,M_20_24y_DUDW_LT_5_h,M_20_24y_DUDW_5_14_h,M_20_24y_DUDW_15_29_h,M_20_24y_DUDW_30_h_mo,M_20_24y_DNUDW,M_20_24y_UDW_NS,M_20_24y_Total,M_25_34y_DUDW_LT_5_h,M_25_34y_DUDW_5_14_h,M_25_34y_DUDW_15_29_h,M_25_34y_DUDW_30_h_mo,M_25_34y_DNUDW,M_25_34y_UDW_NS,M_25_34y_Total,M_35_44y_DUDW_LT_5_h,M_35_44y_DUDW_5_14_h,M_35_44y_DUDW_15_29_h,M_35_44y_DUDW_30_h_mo,M_35_44y_DNUDW,M_35_44y_UDW_NS,M_35_44y_Total,M_45_54y_DUDW_LT_5_h,M_45_54y_DUDW_5_14_h,M_45_54y_DUDW_15_29_h,M_45_54y_DUDW_30_h_mo,M_45_54y_DNUDW,M_45_54y_UDW_NS,M_45_54y_Total,M_55_64y_DUDW_LT_5_h,M_55_64y_DUDW_5_14_h,M_55_64y_DUDW_15_29_h,M_55_64y_DUDW_30_h_mo,M_55_64y_DNUDW,M_55_64y_UDW_NS,M_55_64y_Total,M_65_74y_DUDW_LT_5_h,M_65_74y_DUDW_5_14_h,M_65_74y_DUDW_15_29_h,M_65_74y_DUDW_30_h_mo,M_65_74y_DNUDW,M_65_74y_UDW_NS,M_65_74y_Total,M_75_84y_DUDW_LT_5_h,M_75_84y_DUDW_5_14_h,M_75_84y_DUDW_15_29_h,M_75_84y_DUDW_30_h_mo,M_75_84y_DNUDW,M_75_84y_UDW_NS,M_75_84y_Total,M_85y_ov_DUDW_LT_5_h,M_85y_ov_DUDW_5_14_h,M_85y_ov_DUDW_15_29_h,M_85y_ov_DUDW_30_h_mo,M_85y_ov_DNUDW,M_85y_ov_UDW_NS,M_85y_ov_Total,M_Tot_DUDW_LT_5_h,M_Tot_DUDW_5_14_h,M_Tot_DUDW_15_29_h,M_Tot_DUDW_30_h_mo,M_Tot_DNUDW,M_Tot_UDW_NS,M_Tot_Total,F_15_19y_DUDW_LT_5_h,F_15_19y_DUDW_5_14_h,F_15_19y_DUDW_15_29_h,F_15_19y_DUDW_30_h_mo,F_15_19y_DNUDW,F_15_19y_UDW_NS,F_15_19y_Total,F_20_24y_DUDW_LT_5_h,F_20_24y_DUDW_5_14_h,F_20_24y_DUDW_15_29_h,F_20_24y_DUDW_30_h_mo,F_20_24y_DNUDW,F_20_24y_UDW_NS,F_20_24y_Total,F_25_34y_DUDW_LT_5_h,F_25_34y_DUDW_5_14_h,F_25_34y_DUDW_15_29_h,F_25_34y_DUDW_30_h_mo,F_25_34y_DNUDW,F_25_34y_UDW_NS,F_25_34y_Total,F_35_44y_DUDW_LT_5_h,F_35_44y_DUDW_5_14_h,F_35_44y_DUDW_15_29_h,F_35_44y_DUDW_30_h_mo,F_35_44y_DNUDW,F_35_44y_UDW_NS,F_35_44y_Total,F_45_54y_DUDW_LT_5_h,F_45_54y_DUDW_5_14_h,F_45_54y_DUDW_15_29_h,F_45_54y_DUDW_30_h_mo,F_45_54y_DNUDW,F_45_54y_UDW_NS,F_45_54y_Total,F_55_64y_DUDW_LT_5_h,F_55_64y_DUDW_5_14_h,F_55_64y_DUDW_15_29_h,F_55_64y_DUDW_30_h_mo,F_55_64y_DNUDW,F_55_64y_UDW_NS,F_55_64y_Total,F_65_74y_DUDW_LT_5_h,F_65_74y_DUDW_5_14_h,F_65_74y_DUDW_15_29_h,F_65_74y_DUDW_30_h_mo,F_65_74y_DNUDW,F_65_74y_UDW_NS,F_65_74y_Total,F_75_84y_DUDW_LT_5_h,F_75_84y_DUDW_5_14_h,F_75_84y_DUDW_15_29_h,F_75_84y_DUDW_30_h_mo,F_75_84y_DNUDW,F_75_84y_UDW_NS,F_75_84y_Total,F_85y_ov_DUDW_LT_5_h,F_85y_ov_DUDW_5_14_h,F_85y_ov_DUDW_15_29_h,F_85y_ov_DUDW_30_h_mo,F_85y_ov_DNUDW,F_85y_ov_UDW_NS,F_85y_ov_Total,F_Tot_DUDW_LT_5_h,F_Tot_DUDW_5_14_h,F_Tot_DUDW_15_29_h,F_Tot_DUDW_30_h_mo,F_Tot_DNUDW,F_Tot_UDW_NS,F_Tot_Total,P_15_19y_DUDW_LT_5_h,P_15_19y_DUDW_5_14_h,P_15_19y_DUDW_15_29_h,P_15_19y_DUDW_30_h_mo,P_15_19y_DNUDW,P_15_19y_UDW_NS,P_15_19y_Total,P_20_24y_DUDW_LT_5_h,P_20_24y_DUDW_5_14_h,P_20_24y_DUDW_15_29_h,P_20_24y_DUDW_30_h_mo,P_20_24y_DNUDW,P_20_24y_UDW_NS,P_20_24y_Total,P_25_34y_DUDW_LT_5_h,P_25_34y_DUDW_5_14_h,P_25_34y_DUDW_15_29_h,P_25_34y_DUDW_30_h_mo,P_25_34y_DNUDW,P_25_34y_UDW_NS,P_25_34y_Total,P_35_44y_DUDW_LT_5_h,P_35_44y_DUDW_5_14_h,P_35_44y_DUDW_15_29_h,P_35_44y_DUDW_30_h_mo,P_35_44y_DNUDW,P_35_44y_UDW_NS,P_35_44y_Total,P_45_54y_DUDW_LT_5_h,P_45_54y_DUDW_5_14_h,P_45_54y_DUDW_15_29_h,P_45_54y_DUDW_30_h_mo,P_45_54y_DNUDW,P_45_54y_UDW_NS,P_45_54y_Total,P_55_64y_DUDW_LT_5_h,P_55_64y_DUDW_5_14_h,P_55_64y_DUDW_15_29_h,P_55_64y_DUDW_30_h_mo,P_55_64y_DNUDW,P_55_64y_UDW_NS,P_55_64y_Total,P_65_74y_DUDW_LT_5_h,P_65_74y_DUDW_5_14_h,P_65_74y_DUDW_15_29_h,P_65_74y_DUDW_30_h_mo,P_65_74y_DNUDW,P_65_74y_UDW_NS,P_65_74y_Total,P_75_84y_DUDW_LT_5_h,P_75_84y_DUDW_5_14_h,P_75_84y_DUDW_15_29_h,P_75_84y_DUDW_30_h_mo,P_75_84y_DNUDW,P_75_84y_UDW_NS,P_75_84y_Total,P_85y_ov_DUDW_LT_5_h,P_85y_ov_DUDW_5_14_h,P_85y_ov_DUDW_15_29_h,P_85y_ov_DUDW_30_h_mo
CED131,1994,353,37,8,1835,265,4501,2844,1163,123,52,2264,346,6801,4474,3503,577,212,2455,739,11952,2886,3519,916,355,1561,553,9795,2670,3285,770,360,1839,687,9619,2322,2796,845,382,1873,642,8862,977,1692,782,461,1565,593,6069,407,699,350,238,935,501,3133,154,168,128,57,463,344,1316,18728,17182,4532,2137,14790,4668,62033,2006,488,53,23,1500,236,4310,2840,1731,272,166,1407,349,6765,3006,3825,1419,1447,1229,571,11502,1210,3347,2346,1984,789,440,10121,1358,3668,2136,1279,984,517,9942,1162,3114,1907,1145,1245,589,9162,492,1455,1462,1184,1308,572,6464,407,703,549,568,1114,718,4070,278,325,191,118,783,952,2647,12764,18654,10335,7915,10356,4933,64966,4003,845,88,33,3328,508,8805,5684,2897,396,218,3671,698,13563,7475,7329,1998,1657,3684,1305,23451,4101,6867,3257,2339,2354,992,19916,4028,6950,2906,1641,2820,1203,19552,3476,5906,2754,1529,3121,1228,18016,1471,3140,2248,1649,2868,1165,12538,816,1398,898,808,2055,1217,7197,434,497,319,175
CED132,1827,200,7,10,2005,220,4274,1788,577,36,21,1482,287,4183,5955,3396,408,108,2946,1100,13909,4733,4414,833,252,1990,857,13084,3407,3573,763,236,1533,622,10135,2519,2644,643,258,1299,521,7883,1498,1974,640,250,1242,435,6044,563,824,345,149,825,240,2941,193,208,90,43,618,142,1288,22470,17812,3766,1318,13951,4426,63743,1626,235,25,8,1294,184,3361,2073,898,96,42,1225,332,4663,5154,4648,1141,1066,2192,1142,15345,2660,4395,2409,2481,1232,825,14008,1790,3839,2432,1468,911,581,11017,1447,3230,1848,953,927,557,8953,782,2093,1528,919,1037,472,6833,395,860,682,459,987,349,3729,240,376,168,118,1246,314,2459,16163,20581,10329,7504,11047,4760,70382,3445,434,30,10,3299,407,7635,3859,1475,129,62,2708,619,8855,11105,8049,1556,1168,5142,2238,29260,7390,8812,3246,2735,3226,1688,27089,5195,7406,3193,1706,2446,1203,21153,3963,5878,2489,1209,2222,1078,16834,2282,4073,2173,1167,2276,910,12884,960,1683,1023,603,1815,586,6673,433,579,261,159
CED133,2011,481,40,19,1738,705,4986,1305,699,124,69,1100,427,3728,2047,1995,494,296,1412,761,7007,1990,2740,905,506,1350,815,8307,2519,3319,1085,632,1887,1031,10470,2628,3786,1484,859,2575,1256,12586,1414,2554,1510,1042,2447,1128,10100,562,896,579,604,1508,841,4996,166,215,131,119,712,325,1665,14643,16690,6356,4147,14729,7273,63841,2088,627,99,52,1336,587,4790,1011,933,315,325,648,325,3545,935,2108,1234,1769,695,626,7369,811,2792,2003,2051,702,768,9131,1247,3895,2409,1721,1078,914,11271,1258,3974,2731,2174,1535,1116,12797,615,1950,2098,2209,1848,1071,9797,423,864,779,984,1571,997,5608,279,316,183,187,1384,480,2833,8670,17455,11860,11478,10796,6880,67136,4097,1108,138,70,3078,1291,9777,2314,1628,440,398,1749,751,7277,2979,4105,1728,2073,2104,1385,14375,2795,5536,2912,2556,2057,1578,17437,3769,7214,3493,2349,2967,1945,21741,3891,7764,4213,3029,4109,2373,25385,2030,4508,3609,3253,4293,2197,19895,989,1757,1355,1587,3081,1838,10599,443,534,317,309
CED134,1535,404,61,36,1785,696,4515,1344,776,144,76,1399,571,4305,2603,2459,565,268,1997,1055,8946,2193,2534,722,407,1620,1039,8511,2544,2822,767,388,2285,1229,10031,2339,2639,825,512,2818,1329,10460,1273,1643,858,658,2399,1236,8064,529,672,365,378,1467,836,4247,143,158,63,54,575,302,1300,14498,14099,4380,2778,16336,8280,60377,1522,577,95,45,1344,636,4215,973,1120,402,423,907,455,4279,1232,2817,1519,2102,1102,1000,9769,701,2523,1824,1991,903,894,8831,972,3146,2131,1518,1300,1112,10189,899,2808,1968,1597,1555,1131,9969,505,1369,1388,1602,1669,1107,7639,347,742,584,754,1473,973,4871,208,224,141,127,1076,457,2228,7363,15318,10061,10157,11335,7766,61996,3058,978,161,85,3122,1327,8727,2314,1893,546,499,2301,1019,8586,3833,5276,2086,2370,3098,2054,18720,2891,5059,2545,2397,2525,1930,17344,3514,5969,2901,1907,3588,2344,20224,3246,5449,2797,2109,4376,2465,20434,1772,3009,2245,2260,4072,2348,15701,875,1415,950,1133,2938,1812,9117,355,379,207,181
CED135,1772,365,22,17,2296,443,4915,2119,817,127,52,3179,606,6904,5883,4355,831,287,7461,1761,20570,4133,4244,1033,439,4563,1284,15695,2713,2694,701,321,2986,784,10195,1928,2230,676,329,2521,680,8361,895,1265,544,311,1815,462,5289,440,564,279,179,1117,341,2914,112,122,53,48,513,183,1034,19981,16650,4276,1986,26442,6549,75881,1696,516,74,27,1720,319,4351,1901,1149,251,192,1919,464,5872,3464,4788,2470,3192,4911,1643,20470,1520,3378,2399,2915,2461,971,13647,1258,2871,1869,1651,2061,758,10467,946,2331,1623,1419,1899,618,8838,465,1166,1047,1049,1421,515,5653,363,593,472,416,1158,433,3438,168,189,105,63,879,302,1708,11785,16995,10306,10925,18421,6019,74448,3466,884,97,41,4016,765,9264,4013,1968,382,248,5093,1069,12775,9345,9143,3298,3479,12368,3398,41038,5653,7617,3437,3357,7015,2262,29341,3977,5564,2570,1968,5052,1538,20671,2875,4561,2296,1750,4414,1299,17198,1353,2436,1590,1353,3237,971,10944,804,1156,754,595,2270,778,6357,274,316,156,114
CED136,1943,335,39,14,2127,415,4879,1646,708,98,68,1612,351,4493,2903,2708,594,289,1984,685,9159,2544,3148,877,426,1731,664,9385,2629,3160,861,356,1961,737,9704,2154,2788,951,529,2187,787,9389,1171,1997,1150,800,2300,847,8274,449,729,478,372,1284,697,4013,132,121,91,74,466,250,1134,15569,15702,5146,2920,15657,5444,60428,2055,547,67,47,1504,389,4604,1398,1214,359,296,1029,276,4570,1374,2940,1716,2142,972,619,9761,844,2974,2101,2340,808,523,9590,1055,3462,2317,1617,1081,637,10168,974,2944,2218,1777,1465,738,10119,500,1673,1795,1882,1916,980,8743,372,751,612,657,1424,817,4627,197,239,119,108,973,426,2056,8755,16747,11293,10857,11172,5403,64233,4001,883,107,61,3632,808,9483,3044,1924,460,362,2641,630,9056,4272,5651,2313,2432,2958,1306,18921,3391,6124,2977,2762,2535,1187,18972,3683,6625,3181,1970,3037,1378,19874,3120,5727,3169,2304,3659,1521,19513,1672,3668,2947,2681,4221,1836,17015,820,1483,1089,1027,2707,1513,8638,326,362,204,180
CED137,1659,278,19,9,2094,349,4410,2351,841,101,47,3929,878,8147,6414,3927,587,241,7117,2291,20579,4185,3685,772,331,3000,1396,13363,3156,2945,696,269,2373,911,10354,2343,2466,665,301,2188,662,8621,1249,1525,582,278,1565,489,5687,572,703,301,159,1187,306,3220,167,179,77,53,731,148,1351,22082,16561,3798,1691,24179,7422,75739,1858,419,44,10,1865,302,4490,2532,1153,220,88,3157,641,7792,4894,4803,1554,1687,4960,1687,19585,1983,3828,2247,2283,1805,964,13114,1501,3503,2372,1733,1596,756,11456,1217,2803,1873,1333,1603,625,9453,604,1536,1331,1019,1231,472,6195,404,790,627,512,1225,382,3938,282,254,148,109,1245,249,2296,15278,19093,10413,8770,18688,6073,78308,3513,698,66,22,3956,647,8898,4884,1992,324,137,7088,1520,15934,11313,8728,2142,1933,12070,3976,40163,6163,7514,3018,2615,4811,2358,26475,4654,6448,3074,2003,3967,1664,21809,3563,5273,2532,1637,3792,1288,18076,1854,3066,1912,1294,2796,961,11880,974,1491,928,671,2413,683,7162,451,439,224,159
CED138,1805,282,22,9,1569,531,4211,1265,438,67,35,1116,322,3238,2325,1804,380,170,1435,732,6847,2456,2800,765,347,1302,800,8464,2670,3189,909,411,1665,989,9824,2613,3544,1098,589,2236,1192,11275,1466,2507,1332,769,2386,1136,9600,614,938,613,465,1629,836,5099,211,265,149,132,885,540,2173,15422,15755,5336,2927,14230,7075,60746,1828,393,49,21,1243,467,4000,1105,741,194,124,605,284,3058,1513,2148,1067,1342,716,630,7423,1029,2994,2115,2003,623,795,9558,1469,3945,2323,1430,956,979,11099,1495,4166,2541,1552,1529,1151,12426,663,2164,2076,1797,1939,1125,9761,464,988,847,839,1751,1122,6017,315,329,184,151,1460,944,3391,9893,17872,11392,9264,10816,7502,66735,3633,671,73,35,2809,999,8212,2372,1184,259,154,1724,604,6301,3840,3956,1449,1514,2148,1360,14273,3485,5794,2885,2346,1927,1595,18028,4138,7132,3230,1841,2620,1965,20930,4107,7710,3633,2147,3763,2339,23705,2124,4670,3409,2570,4326,2263,19363,1080,1926,1458,1307,3378,1967,11113,532,595,331,279
CED139,2003,418,39,21,1985,671,5133,1668,869,136,79,1527,530,4810,2742,2395,532,275,1759,994,8697,2254,2771,783,390,1542,987,8732,2602,2965,832,384,1902,1028,9717,2423,2813,917,488,2322,1116,10080,1401,1809,890,712,2391,1090,8292,535,815,464,402,1431,801,4446,167,183,83,100,694,307,1535,15789,15031,4684,2856,15556,7525,61443,2023,633,98,64,1498,569,4886,1418,1384,359,351,831,360,4707,1312,2604,1481,2019,853,643,8904,679,2703,1999,2100,718,642,8835,959,3285,2289,1611,1000,832,9977,880,2952,2196,1829,1324,892,10065,538,1545,1645,1783,1704,1031,8245,372,772,713,878,1598,1004,5333,233,342,164,151,1246,570,2703,8408,16212,10938,10779,10767,6544,63652,4025,1047,133,87,3481,1241,10014,3087,2254,496,426,2352,897,9515,4056,4998,2011,2293,2613,1641,17599,2938,5474,2783,2488,2259,1628,17561,3554,6251,3125,1993,2905,1859,19692,3301,5765,3111,2319,3647,2003,20150,1935,3355,2538,2497,4098,2130,16545,905,1589,1174,1280,3026,1806,9775,398,526,251,250
CED140,1914,266,24,10,1638,378,4235,1544,531,81,30,1445,269,3908,2824,1927,355,190,1612,501,7410,2672,2976,683,313,1284,572,8498,2732,3292,847,338,1568,608,9390,2302,3014,890,430,1812,650,9097,1325,2225,1060,616,1964,671,7858,570,924,532,383,1253,561,4226,215,255,123,103,772,325,1786,16094,15415,4602,2411,13347,4534,56400,2006,409,55,21,1327,320,4141,1464,833,183,120,766,233,3591,1573,2358,1068,1396,776,434,7600,930,2819,1971,2154,599,490,8962,1248,3715,2280,1493,869,564,10172,1233,3404,2164,1453,1222,605,10077,673,2004,1926,1598,1745,740,8694,427,939,780,766,1631,855,5400,308,391,196,154,1236,685,2960,9869,16865,10613,9157,10177,4923,61599,3919,678,80,31,2968,699,8376,3011,1358,269,150,2211,500,7499,4404,4280,1420,1585,2395,932,15008,3596,5793,2651,2468,1888,1060,17459,3984,7012,3128,1829,2431,1170,19553,3528,6418,3047,1884,3034,1259,19177,1992,4230,2985,2216,3706,1415,16549,999,1866,1310,1154,2884,1414,9626,524,642,319,256
CED141,2003,334,23,7,1956,297,4625,1577,556,109,24,1646,232,4141,2692,2160,479,198,1671,379,7581,2300,3032,769,343,1339,448,8222,2643,3267,819,369,1811,519,9430,2165,3008,1006,477,1975,536,9165,1196,2118,1097,707,2079,622,7818,584,905,589,445,1400,574,4500,164,224,104,82,583,302,1463,15320,15599,4992,2650,14463,3922,56937,2042,470,58,19,1426,244,4255,1398,911,252,197,910,192,3869,1457,2565,1283,1520,752,373,7956,823,2826,2117,1978,648,377,8773,1077,3677,2356,1474,958,458,9997,1104,3131,2182,1593,1348,529,9887,598,1839,1961,1866,1842,756,8857,414,933,802,807,1572,783,5316,241,341,180,137,958,514,2373,9159,16692,11192,9594,10415,4231,61273,4047,805,78,30,3380,543,8882,2975,1461,362,223,2555,425,8006,4154,4722,1760,1717,2421,756,15533,3126,5860,2883,2316,1983,829,17000,3718,6938,3175,1849,2765,975,19421,3262,6136,3187,2071,3323,1074,19055,1796,3955,3056,2569,3922,1375,16678,994,1841,1392,1251,2974,1360,9814,399,567,285,220
CED142,1007,260,24,11,1902,553,3752,3466,1431,169,58,5961,2005,13100,12920,6211,649,243,9416,4818,34256,6565,4532,754,282,3624,2449,18214,3691,3170,585,207,2391,1682,11727,2158,2157,508,176,1832,1214,8038,1026,1232,364,133,1453,800,5012,327,384,159,70,790,409,2128,86,70,30,14,268,133,599,31238,19453,3250,1193,27636,14065,96831,1362,415,45,20,2157,556,4554,4394,2281,226,96,6370,1823,15181,11211,7497,1301,918,7299,3940,32168,3828,4168,1351,1085,2096,1608,14139,1897,2866,1102,587,1230,1063,8744,1284,2259,956,495,1201,910,7099,605,1323,699,394,947,630,4599,283,444,280,179,697,415,2301,89,107,55,27,369,209,856,24952,21353,6018,3800,22370,11156,89643,2366,674,74,35,4061,1111,8310,7857,3714,394,150,12327,3832,28283,24131,13706,1954,1159,16714,8761,66424,10388,8699,2106,1372,5724,4062,32353,5581,6029,1683,794,3627,2749,20469,3442,4417,1463,670,3030,2120,15144,1631,2557,1065,524,2406,1431,9616,609,830,441,248,1481,827,4433,172,181,85,43
CED143,1755,164,12,3,1622,263,3815,1562,360,35,26,1243,280,3509,4464,2205,236,85,2161,840,9983,4530,3888,682,222,1596,811,11731,3604,3696,745,248,1378,668,10334,2450,2557,610,185,1192,530,7526,1412,1774,597,244,1204,418,5660,531,765,326,178,779,308,2890,165,244,121,59,474,229,1299,20472,15658,3367,1247,11647,4352,56742,1819,221,18,3,1385,248,3696,1626,625,69,26,867,261,3476,3994,3390,866,812,1474,841,11385,2241,3945,2388,2339,799,791,12514,1665,4058,2470,1619,676,626,11111,1262,2973,1633,865,794,537,8058,696,1890,1474,958,946,496,6449,380,859,657,486,855,409,3649,261,336,171,139,836,505,2238,13939,18301,9745,7251,8631,4718,62578,3571,387,26,8,3005,515,7518,3187,988,98,51,2117,541,6981,8454,5595,1098,897,3640,1677,21365,6779,7834,3072,2564,2397,1603,24241,5265,7755,3218,1867,2058,1293,21450,3710,5527,2249,1049,1980,1069,15582,2103,3665,2072,1204,2144,914,12107,917,1626,983,666,1637,715,6545,433,581,290,197
CED144,1757,406,36,20,2906,493,5622,1981,725,140,57,3357,491,6744,4288,2687,491,253,6095,1276,15081,3373,2839,767,341,3901,913,12130,2733,2491,652,346,3684,838,10752,1986,1977,567,290,3217,595,8639,1057,1168,448,280,2317,491,5765,509,632,295,158,1475,356,3415,171,155,63,52,722,154,1317,17850,13078,3458,1802,27673,5602,69464,1910,650,96,28,2154,432,5266,1874,1139,324,284,2228,471,6313,2665,3152,1567,2262,3702,1057,14407,1283,2777,1844,2739,2408,812,11874,1196,2928,1932,1999,2365,776,11195,996,2162,1551,1422,2254,617,9013,540,1229,948,979,1651,516,5862,439,747,526,469,1472,431,4079,216,242,140,87,1164,273,2117,11119,15034,8926,10264,19404,5390,70134,3666,1053,138,51,5064,923,10896,3856,1864,456,342,5580,962,13064,6947,5840,2053,2518,9798,2332,29494,4650,5621,2607,3086,6313,1727,24001,3932,5424,2588,2347,6051,1608,21946,2987,4145,2120,1713,5470,1215,17647,1595,2393,1399,1258,3963,1009,11626,946,1375,814,620,2954,784,7494,386,399,201,137
CED145,1194,127,3,4,1260,289,2875,1496,370,22,20,1352,429,3690,6313,2596,218,79,3265,1762,14238,4785,3411,557,160,1805,1232,11945,3283,2723,563,175,1451,928,9128,2217,2008,396,138,1295,687,6733,1418,1478,419,163,1444,624,5542,576,610,212,83,933,475,2891,202,225,64,42,581,306,1427,21488,13546,2460,861,13388,6729,58467,1317,167,11,6,1146,250,2893,1974,687,81,24,1046,473,4282,6742,4045,777,653,2426,1979,16623,2817,3644,1856,1809,951,1187,12260,1639,3293,1761,1070,704,873,9343,1304,2651,1228,637,757,716,7284,834,1899,1148,634,972,721,6206,405,821,523,389,904,673,3708,255,332,134,87,1068,623,2492,17278,17530,7516,5311,9978,7482,65092,2511,288,15,13,2407,540,5772,3468,1056,102,36,2399,904,7972,13057,6640,999,732,5696,3736,30859,7597,7053,2410,1967,2756,2419,24204,4922,6012,2328,1245,2155,1805,18477,3515,4653,1624,776,2054,1404,14023,2251,3378,1565,795,2415,1344,11753,975,1436,731,472,1835,1146,6598,458,557,195,135
CED146,2241,571,56,38,3314,657,6870,1907,703,121,53,2956,487,6219,3298,2072,399,194,4344,895,11203,3082,2767,693,353,3790,845,11525,2879,2814,652,366,3903,873,11487,2056,2067,571,329,3221,710,8950,877,1014,431,261,2018,515,5109,326,352,171,138,954,365,2308,59,54,32,16,336,133,641,16728,12413,3120,1743,24839,5470,64307,2211,860,158,49,2505,547,6334,1953,1172,300,204,2102,424,6147,2224,2896,1421,2063,2819,846,12269,1102,3072,2149,2800,2703,828,12655,1129,3133,2137,2040,2470,811,11725,978,2221,1487,1537,2240,686,9143,518,966,767,811,1595,584,5233,282,440,262,297,1090,467,2842,104,102,53,39,574,285,1156,10496,14857,8738,9852,18090,5476,67510,4453,1431,211,85,5819,1202,13198,3856,1871,420,255,5058,907,12370,5523,4969,1824,2256,7166,1743,23480,4187,5837,2846,3155,6485,1673,24179,4010,5946,2786,2409,6372,1688,23207,3032,4294,2056,1867,5457,1397,18094,1391,1977,1196,1070,3616,1096,10341,609,794,441,432,2046,831,5151,167,159,85,59
CED147,2079,329,30,12,2202,422,5074,1630,544,83,33,1753,263,4305,2714,2176,446,191,2037,526,8092,2526,2949,786,335,1678,552,8823,2673,3107,867,347,2011,672,9682,2175,2784,923,494,2153,651,9173,1204,2048,1141,672,2170,756,7999,550,935,509,463,1393,656,4507,155,173,100,90,621,266,1400,15696,15042,4892,2644,16018,4765,59060,2298,484,61,29,1771,382,5026,1463,986,273,188,1006,251,4167,1371,2705,1389,1682,959,432,8545,852,2960,2220,2156,805,510,9500,1063,3586,2436,1690,1093,603,10470,1077,3016,2127,1810,1413,667,10111,552,1786,1866,1866,1819,883,8767,441,919,779,835,1562,801,5331,243,263,141,114,1027,456,2240,9360,16708,11290,10368,11452,4985,64155,4377,811,93,42,3974,804,10102,3089,1536,361,218,2754,515,8474,4085,4878,1837,1871,2999,959,16638,3373,5909,3008,2490,2482,1066,18323,3735,6685,3302,2043,3108,1280,20148,3254,5798,3049,2302,3560,1317,19278,1751,3836,3009,2539,3991,1642,16766,993,1858,1288,1295,2954,1452,9841,393,434,240,208
CED194,60,22,3,0,122,73,285,156,69,21,4,326,166,746,292,161,43,23,584,510,1615,194,145,40,22,365,501,1269,154,136,44,29,321,462,1148,138,144,37,26,317,329,986,103,111,51,23,256,177,719,20,12,5,4,67,53,162,0,0,0,0,19,10,32,1122,807,243,131,2373,2284,6958,74,23,8,3,66,53,232,157,92,19,18,199,137,615,243,191,58,65,255,285,1091,96,107,65,54,124,186,629,96,144,62,41,123,183,646,116,143,95,62,173,149,732,59,92,64,32,126,103,477,5,9,11,10,41,40,120,10,0,0,0,22,10,48,856,800,385,278,1123,1150,4590,138,48,13,5,187,124,517,312,158,41,23,520,301,1358,538,348,98,88,836,798,2703,293,248,107,81,483,685,1900,256,283,104,63,443,648,1798,259,288,127,83,484,475,1722,160,200,110,62,387,278,1196,29,27,17,10,109,89,282,10,3,0,0
CED197,0,0,0,0,3,0,3,0,0,0,0,0,0,9,0,0,0,0,9,4,11,0,3,0,0,5,7,18,3,0,0,3,14,3,25,0,0,3,3,11,5,22,0,6,0,4,22,6,48,0,3,0,0,6,8,16,3,0,0,0,3,0,3,11,16,3,9,71,41,157,0,3,0,0,6,0,7,0,0,0,0,3,0,4,3,3,0,4,3,5,24,0,0,0,6,11,3,14,0,3,3,0,11,9,31,3,8,5,6,18,9,53,0,6,7,9,33,16,60,0,3,0,0,6,12,24,0,0,0,0,4,0,7,7,23,16,23,90,56,220,0,3,0,0,5,0,12,0,0,0,0,5,0,9,6,3,0,6,12,11,32,3,3,0,6,14,9,34,3,8,3,3,26,10,50,4,9,9,13,28,16,74,0,8,5,16,54,24,108,0,8,0,0,12,19,42,0,0,0,0
