CED_CODE_2016,Tot_P_M,Tot_P_F,Tot_P_P,Age_0_4_yr_M,Age_0_4_yr_F,Age_0_4_yr_P,Age_5_14_yr_M,Age_5_14_yr_F,Age_5_14_yr_P,Age_15_19_yr_M,Age_15_19_yr_F,Age_15_19_yr_P,Age_20_24_yr_M,Age_20_24_yr_F,Age_20_24_yr_P,Age_25_34_yr_M,Age_25_34_yr_F,Age_25_34_yr_P,Age_35_44_yr_M,Age_35_44_yr_F,Age_35_44_yr_P,Age_45_54_yr_M,Age_45_54_yr_F,Age_45_54_yr_P,Age_55_64_yr_M,Age_55_64_yr_F,Age_55_64_yr_P,Age_65_74_yr_M,Age_65_74_yr_F,Age_65_74_yr_P,Age_75_84_yr_M,Age_75_84_yr_F,Age_75_84_yr_P,Age_85ov_M,Age_85ov_F,Age_85ov_P,Counted_Census_Night_home_M,Counted_Census_Night_home_F,Counted_Census_Night_home_P,Count_Census_Nt_Ewhere_Aust_M,Count_Census_Nt_Ewhere_Aust_F,Count_Census_Nt_Ewhere_Aust_P,Indigenous_psns_Aboriginal_M,Indigenous_psns_Aboriginal_F,Indigenous_psns_Aboriginal_P,Indig_psns_Torres_Strait_Is_M,Indig_psns_Torres_Strait_Is_F,Indig_psns_Torres_Strait_Is_P,Indig_Bth_Abor_Torres_St_Is_M,Indig_Bth_Abor_Torres_St_Is_F,Indig_Bth_Abor_Torres_St_Is_P,Indigenous_P_Tot_M,Indigenous_P_Tot_F,Indigenous_P_Tot_P,Birthplace_Australia_M,Birthplace_Australia_F,Birthplace_Australia_P,Birthplace_Elsewhere_M,Birthplace_Elsewhere_F,Birthplace_Elsewhere_P,Lang_spoken_home_Eng_only_M,Lang_spoken_home_Eng_only_F,Lang_spoken_home_Eng_only_P,Lang_spoken_home_Oth_Lang_M,Lang_spoken_home_Oth_Lang_F,Lang_spoken_home_Oth_Lang_P,Australian_citizen_M,Australian_citizen_F,Australian_citizen_P,Age_psns_att_educ_inst_0_4_M,Age_psns_att_educ_inst_0_4_F,Age_psns_att_educ_inst_0_4_P,Age_psns_att_educ_inst_5_14_M,Age_psns_att_educ_inst_5_14_F,Age_psns_att_educ_inst_5_14_P,Age_psns_att_edu_inst_15_19_M,Age_psns_att_edu_inst_15_19_F,Age_psns_att_edu_inst_15_19_P,Age_psns_att_edu_inst_20_24_M,Age_psns_att_edu_inst_20_24_F,Age_psns_att_edu_inst_20_24_P,Age_psns_att_edu_inst_25_ov_M,Age_psns_att_edu_inst_25_ov_F,Age_psns_att_edu_inst_25_ov_P,High_yr_schl_comp_Yr_12_eq_M,High_yr_schl_comp_Yr_12_eq_F,High_yr_schl_comp_Yr_12_eq_P,High_yr_schl_comp_Yr_11_eq_M,High_yr_schl_comp_Yr_11_eq_F,High_yr_schl_comp_Yr_11_eq_P,High_yr_schl_comp_Yr_10_eq_M,High_yr_schl_comp_Yr_10_eq_F,High_yr_schl_comp_Yr_10_eq_P,High_yr_schl_comp_Yr_9_eq_M,High_yr_schl_comp_Yr_9_eq_F,High_yr_schl_comp_Yr_9_eq_P,High_yr_schl_comp_Yr_8_belw_M,High_yr_schl_comp_Yr_8_belw_F,High_yr_schl_comp_Yr_8_belw_P,High_yr_schl_comp_D_n_g_sch_M,High_yr_schl_comp_D_n_g_sch_F,High_yr_schl_comp_D_n_g_sch_P,Count_psns_occ_priv_dwgs_M,Count_psns_occ_priv_dwgs_F,Count_psns_occ_priv_dwgs_P,Count_Persons_other_dwgs_M,Count_Persons_other_dwgs_F,Count_Persons_other_dwgs_P
CED133,78413,80694,159107,4318,4061,8378,10250,9496,19747,4986,4790,9777,3728,3545,7277,7007,7369,14375,8307,9131,17437,10470,11271,21741,12586,12797,25385,10100,9797,19895,4996,5608,10599,1665,2833,4499,73895,76571,150473,4513,4123,8642,4204,4195,8404,99,101,195,87,101,197,4396,4401,8800,64828,66393,131224,6780,7469,14246,69519,71691,141219,2752,3162,5913,69779,72227,142009,1072,1068,2142,9223,8576,17807,3239,3382,6625,731,1036,1764,1512,3188,4695,20980,24151,45133,4482,4877,9359,20589,21406,41996,6370,5927,12303,4315,3812,8132,256,196,449,70931,73402,144338,8526,8242,16770
CED134,76385,77385,153769,5449,5312,10761,10561,10070,20634,4515,4215,8727,4305,4279,8586,8946,9769,18720,8511,8831,17344,10031,10189,20224,10460,9969,20434,8064,7639,15701,4247,4871,9117,1300,2228,3535,70838,72430,143271,5551,4951,10496,11568,12331,23902,121,131,257,156,199,355,11845,12664,24506,63853,64684,128536,4105,4424,8530,66388,67488,133878,2444,2557,5004,66824,67996,134821,1286,1298,2587,9171,8777,17949,2647,2671,5311,547,831,1379,1076,2572,3649,17359,22107,39462,4303,4553,8852,19242,17945,37189,6202,5594,11795,4998,3653,8652,319,202,526,66934,68151,135087,11599,10064,21663
CED135,94404,91916,186320,7481,7304,14782,11042,10169,21210,4915,4351,9264,6904,5872,12775,20570,20470,41038,15695,13647,29341,10195,10467,20671,8361,8838,17198,5289,5653,10944,2914,3438,6357,1034,1708,2743,91837,89614,181451,2566,2302,4869,602,601,1204,24,17,40,11,24,36,639,637,1274,37637,36615,74254,50426,49172,99602,32440,30839,63279,55879,55259,111138,63520,62587,126104,1384,1291,2670,9994,9202,19200,3908,3610,7520,3410,2842,6254,4206,5572,9780,49969,48721,98690,3153,2812,5966,9609,9342,18950,2843,2809,5652,2772,3169,5935,1443,1616,3053,87256,85107,172361,8489,7698,16193
CED136,76430,79208,155634,5272,5071,10344,10727,9901,20625,4879,4604,9483,4493,4570,9056,9159,9761,18921,9385,9590,18972,9704,10168,19874,9389,10119,19513,8274,8743,17015,4013,4627,8638,1134,2056,3193,71933,75455,147384,4495,3757,8245,3998,4086,8081,112,104,219,91,90,183,4205,4280,8485,64345,66463,130811,6842,7352,14198,69032,71374,140404,2635,3030,5667,69224,71603,140824,1267,1218,2485,9873,9096,18965,3289,3200,6489,902,1229,2137,1418,2838,4257,19409,22637,42040,4932,4593,9533,21270,21209,42474,6292,7001,13296,3117,3129,6251,208,150,357,70232,73311,143539,5156,5187,10343
CED137,89626,91718,181347,5530,5154,10677,8358,8256,16614,4410,4490,8898,8147,7792,15934,20579,19585,40163,13363,13114,26475,10354,11456,21809,8621,9453,18076,5687,6195,11880,3220,3938,7162,1351,2296,3644,86503,88880,175388,3122,2843,5957,591,399,986,20,28,47,9,5,14,615,434,1052,39719,39591,79306,43909,46232,90141,36722,36593,73322,45771,49345,95110,60184,63063,123248,1113,1029,2140,7721,7623,15343,3688,3930,7620,4547,4499,9041,4824,5861,10690,53078,54533,107607,2801,2545,5345,7251,8197,15445,2053,2419,4464,2458,3309,5767,913,1221,2135,81067,84557,165631,8144,6942,15087
CED138,73762,79145,152913,4021,3778,7804,8996,8634,17634,4211,4000,8212,3238,3058,6301,6847,7423,14273,8464,9558,18028,9824,11099,20930,11275,12426,23705,9600,9761,19363,5099,6017,11113,2173,3391,5565,69394,75172,144564,4372,3976,8350,2140,2273,4417,185,159,342,188,177,358,2511,2609,5123,56222,59953,116175,10594,11858,22455,64372,68745,133124,3210,3930,7141,63802,68473,132273,954,849,1801,8035,7738,15772,2939,2959,5897,748,913,1657,1497,3237,4732,24758,28266,53029,4775,4754,9525,16901,18311,35211,4516,4804,9325,2867,2932,5799,157,153,316,66177,71500,137675,9096,9674,18766
CED139,77163,78628,155793,5004,4688,9696,10718,10282,21002,5133,4886,10014,4810,4707,9515,8697,8904,17599,8732,8835,17561,9717,9977,19692,10080,10065,20150,8292,8245,16545,4446,5333,9775,1535,2703,4237,72158,74138,146295,5007,4484,9496,4629,4618,9244,84,77,159,82,58,138,4786,4755,9547,65216,66572,131789,5428,5503,10935,67425,69921,137346,3308,3164,6472,68250,70582,138834,1177,1115,2288,9690,9311,19006,3269,3366,6630,1014,1600,2617,1395,2870,4261,19676,24618,44291,4458,4589,9047,19622,18743,38364,6051,5607,11664,4329,3414,7739,261,204,467,67950,70404,138351,9403,7743,17144
CED140,69297,73802,143103,4184,3882,8064,8715,8322,17036,4235,4141,8376,3908,3591,7499,7410,7600,15008,8498,8962,17459,9390,10172,19553,9097,10077,19177,7858,8694,16549,4226,5400,9626,1786,2960,4747,65707,70481,136189,3591,3320,6910,1960,1969,3923,54,53,101,17,20,44,2032,2042,4067,53232,56242,109472,11773,12821,24599,60856,64246,125100,4597,5512,10106,61299,65207,126505,1085,1050,2134,8055,7757,15812,3140,3134,6275,1249,1286,2533,1596,2955,4547,25708,28011,53719,4018,3770,7788,15585,17297,32879,4337,4962,9297,2106,2393,4494,168,159,332,64282,68624,132904,4133,4495,8629
CED141,70552,73937,144482,4395,4039,8431,9214,8618,17837,4625,4255,8882,4141,3869,8006,7581,7956,15533,8222,8773,17000,9430,9997,19421,9165,9887,19055,7818,8857,16678,4500,5316,9814,1463,2373,3838,66504,70489,136992,4045,3450,7493,2719,2781,5497,51,56,101,47,47,97,2821,2875,5697,60246,62751,123000,6819,7419,14236,64667,67372,132036,2815,3304,6120,65122,68125,133239,1160,1127,2288,8686,8102,16788,3324,3166,6492,1227,1336,2560,1332,2611,3945,20940,23545,44483,4272,3883,8155,19258,19962,39221,5685,6588,12273,2784,2882,5670,148,162,311,66369,69743,136105,2597,2984,5581
CED142,103705,96474,200181,3403,3403,6807,3471,3431,6904,3752,4554,8310,13100,15181,28283,34256,32168,66424,18214,14139,32353,11727,8744,20469,8038,7099,15144,5012,4599,9616,2128,2301,4433,599,856,1456,98965,92304,191270,4741,4177,8911,1123,1086,2211,48,44,95,42,48,93,1218,1180,2398,41853,36685,78540,47883,48614,96500,55383,46713,102094,34746,39002,73747,58861,52618,111470,569,584,1149,3005,3025,6029,2876,3724,6600,7460,9534,16994,9088,10613,19702,70305,67206,137507,3219,2511,5730,5769,4833,10606,1596,1464,3063,1447,1625,3068,596,758,1360,84835,81315,166150,29783,21729,51515
CED143,71036,76296,147333,4664,4483,9147,9627,9228,18859,3815,3696,7518,3509,3476,6981,9983,11385,21365,11731,12514,24241,10334,11111,21450,7526,8058,15582,5660,6449,12107,2890,3649,6545,1299,2238,3536,67772,73171,140941,3265,3126,6394,269,271,542,15,19,32,7,3,11,295,298,590,43753,46269,90021,22885,25389,48270,55839,58639,114478,10877,13100,23978,56776,60944,117715,1258,1225,2477,9033,8671,17698,3209,3179,6396,1628,1721,3353,2162,3581,5740,41205,44493,85697,2635,2896,5536,6047,7595,13646,1622,1837,3461,886,977,1860,155,172,331,65087,70097,135186,4661,5176,9837
CED144,87610,87194,174806,6460,6084,12542,11688,10983,22666,5622,5266,10896,6744,6313,13064,15081,14407,29494,12130,11874,24001,10752,11195,21946,8639,9013,17647,5765,5862,11626,3415,4079,7494,1317,2117,3434,85258,84975,170233,2352,2222,4572,384,481,863,21,27,42,12,13,23,414,517,931,39000,38604,77605,43099,43041,86140,25318,24420,49744,57256,57781,115034,65666,66621,132285,1306,1167,2477,10500,9919,20421,4468,4402,8864,3340,2887,6227,4110,4774,8883,41837,41580,83418,3302,2999,6298,9832,9616,19447,2911,2950,5862,4489,5222,9713,1884,2523,4405,82272,81683,163951,4956,5137,10095
CED145,69848,76100,145949,4176,3968,8142,7205,7030,14239,2875,2893,5772,3690,4282,7972,14238,16623,30859,11945,12260,24204,9128,9343,18477,6733,7284,14023,5542,6206,11753,2891,3708,6598,1427,2492,3919,66534,72854,139393,3312,3243,6556,269,223,492,17,17,29,10,14,16,289,250,541,38146,41220,79363,24671,27174,51845,50914,54223,105137,12142,14488,26626,52289,56981,109266,1143,1032,2174,6520,6412,12931,2444,2482,4922,1692,2022,3713,2809,4115,6919,43687,48097,91780,2179,2233,4412,3997,4908,8910,1160,1263,2420,697,875,1572,134,159,294,60801,66382,127187,8361,9286,17649
CED146,84312,86593,170909,6402,6017,12414,13601,13074,26676,6870,6334,13198,6219,6147,12370,11203,12269,23480,11525,12655,24179,11487,11725,23207,8950,9143,18094,5109,5233,10341,2308,2842,5151,641,1156,1801,82050,84582,166635,2264,2013,4276,1350,1506,2851,22,35,51,15,15,37,1386,1556,2939,44297,43929,88229,34287,36633,70918,34543,33791,68336,44770,47627,92396,71378,72649,144027,1286,1217,2509,12248,11708,23958,5175,5065,10240,2233,2482,4720,1912,3287,5203,33134,35311,68442,4089,3741,7832,13072,12249,25323,3740,3993,7726,3741,4533,8276,1535,2389,3919,79812,81825,161639,4292,4561,8857
CED147,73932,78347,152280,4736,4418,9155,10140,9771,19914,5074,5026,10102,4305,4167,8474,8092,8545,16638,8823,9500,18323,9682,10470,20148,9173,10111,19278,7999,8767,16766,4507,5331,9841,1400,2240,3641,70277,75132,145408,3663,3215,6873,2361,2590,4954,58,54,117,44,56,100,2464,2704,5168,56827,59717,116546,12599,13901,26501,62687,66225,128915,7460,8283,15743,66194,70121,136317,1338,1260,2601,9389,9060,18450,3585,3759,7343,1049,1269,2321,1297,2593,3884,21709,24597,46306,4574,4562,9136,19331,20113,39442,5265,5846,11120,3230,3563,6796,318,419,737,68880,72790,141670,3899,4671,8569
CED194,7351,4939,12288,188,149,338,202,200,402,285,232,517,746,615,1358,1615,1091,2703,1269,629,1900,1148,646,1798,986,732,1722,719,477,1196,162,120,282,32,48,78,0,0,0,7351,4939,12288,503,289,789,17,8,26,20,3,25,538,301,839,4304,2726,7028,1663,1346,3012,4175,3038,7212,997,821,1822,4199,3009,7203,24,19,43,148,158,304,90,82,172,137,141,283,179,254,430,2208,1965,4169,385,247,633,1339,826,2159,454,274,731,286,135,420,41,24,65,0,0,0,0,0,0
CED197,171,239,412,10,4,14,7,14,22,3,7,12,9,4,9,11,24,32,18,14,34,25,31,50,22,53,74,48,60,108,16,24,42,3,7,10,173,234,409,3,3,6,4,10,10,0,0,0,0,0,0,5,10,13,102,135,232,60,86,142,119,154,279,36,55,92,137,184,325,0,0,0,10,10,22,0,5,5,0,3,3,0,6,8,52,76,125,12,15,22,38,57,93,9,22,35,13,12,27,0,0,4,0,0,0,1415,1860,3279
