CED_CODE_2016,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Ag_For_Fshg_15_19,F_Ag_For_Fshg_20_24,F_Ag_For_Fshg_25_34,F_Ag_For_Fshg_35_44,F_Ag_For_Fshg_45_54,F_Ag_For_Fshg_55_64,F_Ag_For_Fshg_65_74,F_Ag_For_Fshg_75_84,F_Ag_For_Fshg_85ov,F_Ag_For_Fshg_Tot,F_Mining_15_19,F_Mining_20_24,F_Mining_25_34,F_Mining_35_44,F_Mining_45_54,F_Mining_55_64,F_Mining_65_74,F_Mining_75_84,F_Mining_85ov,F_Mining_Tot,F_Manufact_15_19,F_Manufact_20_24,F_Manufact_25_34,F_Manufact_35_44,F_Manufact_45_54,F_Manufact_55_64,F_Manufact_65_74,F_Manufact_75_84,F_Manufact_85ov,F_Manufact_Tot,F_El_Gas_Wt_Waste_15_19,F_El_Gas_Wt_Waste_20_24,F_El_Gas_Wt_Waste_25_34,F_El_Gas_Wt_Waste_35_44,F_El_Gas_Wt_Waste_45_54,F_El_Gas_Wt_Waste_55_64,F_El_Gas_Wt_Waste_65_74,F_El_Gas_Wt_Waste_75_84,F_El_Gas_Wt_Waste_85ov,F_El_Gas_Wt_Waste_Tot,F_Constru_15_19,F_Constru_20_24,F_Constru_25_34,F_Constru_35_44,F_Constru_45_54,F_Constru_55_64,F_Constru_65_74,F_Constru_75_84,F_Constru_85ov,F_Constru_Tot,F_WhlesaleTde_15_19,F_WhlesaleTde_20_24,F_WhlesaleTde_25_34,F_WhlesaleTde_35_44,F_WhlesaleTde_45_54,F_WhlesaleTde_55_64,F_WhlesaleTde_65_74,F_WhlesaleTde_75_84,F_WhlesaleTde_85ov,F_WhlesaleTde_Tot,F_RetTde_15_19,F_RetTde_20_24,F_RetTde_25_34,F_RetTde_35_44,F_RetTde_45_54,F_RetTde_55_64,F_RetTde_65_74,F_RetTde_75_84,F_RetTde_85ov,F_RetTde_Tot,F_Accom_food_15_19,F_Accom_food_20_24,F_Accom_food_25_34,F_Accom_food_35_44,F_Accom_food_45_54,F_Accom_food_55_64,F_Accom_food_65_74,F_Accom_food_75_84,F_Accom_food_85ov,F_Accom_food_Tot,F_Trans_post_wrehsg_15_19,F_Trans_post_wrehsg_20_24,F_Trans_post_wrehsg_25_34,F_Trans_post_wrehsg_35_44,F_Trans_post_wrehsg_45_54,F_Trans_post_wrehsg_55_64,F_Trans_post_wrehsg_65_74,F_Trans_post_wrehsg_75_84,F_Trans_post_wrehsg_85ov,F_Trans_post_wrehsg_Tot,F_Info_media_teleco_15_19,F_Info_media_teleco_20_24,F_Info_media_teleco_25_34,F_Info_media_teleco_35_44,F_Info_media_teleco_45_54,F_Info_media_teleco_55_64,F_Info_media_teleco_65_74,F_Info_media_teleco_75_84,F_Info_media_teleco_85ov,F_Info_media_teleco_Tot,F_Fin_Insur_15_19,F_Fin_Insur_20_24,F_Fin_Insur_25_34,F_Fin_Insur_35_44,F_Fin_Insur_45_54,F_Fin_Insur_55_64,F_Fin_Insur_65_74,F_Fin_Insur_75_84,F_Fin_Insur_85ov,F_Fin_Insur_Tot,F_RtnHir_REst_15_19,F_RtnHir_REst_20_24,F_RtnHir_REst_25_34,F_RtnHir_REst_35_44,F_RtnHir_REst_45_54,F_RtnHir_REst_55_64,F_RtnHir_REst_65_74,F_RtnHir_REst_75_84,F_RtnHir_REst_85ov,F_RtnHir_REst_Tot,F_Pro_scien_tec_15_19,F_Pro_scien_tec_20_24,F_Pro_scien_tec_25_34,F_Pro_scien_tec_35_44,F_Pro_scien_tec_45_54,F_Pro_scien_tec_55_64,F_Pro_scien_tec_65_74,F_Pro_scien_tec_75_84,F_Pro_scien_tec_85ov,F_Pro_scien_tec_Tot,F_Admin_supp_15_19,F_Admin_supp_20_24,F_Admin_supp_25_34,F_Admin_supp_35_44,F_Admin_supp_45_54,F_Admin_supp_55_64,F_Admin_supp_65_74,F_Admin_supp_75_84,F_Admin_supp_85ov,F_Admin_supp_Tot,F_Public_admin_sfty_15_19,F_Public_admin_sfty_20_24,F_Public_admin_sfty_25_34,F_Public_admin_sfty_35_44,F_Public_admin_sfty_45_54,F_Public_admin_sfty_55_64,F_Public_admin_sfty_65_74,F_Public_admin_sfty_75_84,F_Public_admin_sfty_85ov,F_Public_admin_sfty_Tot,F_Educ_trng_15_19,F_Educ_trng_20_24,F_Educ_trng_25_34,F_Educ_trng_35_44,F_Educ_trng_45_54,F_Educ_trng_55_64,F_Educ_trng_65_74,F_Educ_trng_75_84,F_Educ_trng_85ov,F_Educ_trng_Tot,F_HlthCare_SocAs_15_19,F_HlthCare_SocAs_20_24,F_HlthCare_SocAs_25_34,F_HlthCare_SocAs_35_44,F_HlthCare_SocAs_45_54,F_HlthCare_SocAs_55_64,F_HlthCare_SocAs_65_74,F_HlthCare_SocAs_75_84,F_HlthCare_SocAs_85ov,F_HlthCare_SocAs_Tot,F_Art_recn_15_19,F_Art_recn_20_24,F_Art_recn_25_34,F_Art_recn_35_44,F_Art_recn_45_54,F_Art_recn_55_64,F_Art_recn_65_74,F_Art_recn_75_84,F_Art_recn_85ov,F_Art_recn_Tot,F_Oth_scs_15_19,F_Oth_scs_20_24,F_Oth_scs_25_34,F_Oth_scs_35_44,F_Oth_scs_45_54,F_Oth_scs_55_64,F_Oth_scs_65_74,F_Oth_scs_75_84,F_Oth_scs_85ov,F_Oth_scs_Tot
CED137,1132,4254,15414,10832,8209,5770,1709,244,36,47598,0,5,14,8,10,8,3,0,0,57,0,0,27,11,6,0,0,0,0,51,27,68,477,374,340,207,31,7,0,1537,4,3,52,49,38,18,0,0,0,172,15,73,293,258,225,90,17,5,0,984,16,90,463,332,310,174,32,0,0,1429,340,748,1273,710,646,426,86,13,0,4246,420,649,976,430,356,228,44,4,3,3105,11,51,241,192,232,147,17,3,0,897,33,92,373,294,167,80,11,0,0,1037,13,175,1372,1037,655,241,42,5,0,3535,5,93,391,226,204,99,29,5,0,1054,50,431,1703,1036,743,400,102,10,0,4468,19,154,528,364,361,177,40,0,0,1636,26,94,531,482,486,330,53,0,0,2008,126,388,1118,939,1007,827,195,22,0,4621,105,558,2203,1534,1488,1154,309,26,0,7372,52,95,176,123,99,55,13,0,0,606,46,142,400,283,295,158,43,0,0,1382
CED138,1662,2205,5146,6572,7155,6241,1792,250,43,31061,13,20,50,77,138,127,73,27,0,519,0,0,16,4,3,3,0,0,0,25,67,45,141,168,203,134,29,7,0,788,0,4,10,21,27,20,0,0,0,83,4,32,110,181,162,135,29,3,0,656,6,21,58,78,115,82,18,3,0,374,655,429,598,648,856,666,137,5,0,3998,722,501,663,605,571,474,95,8,0,3643,15,29,74,94,149,139,29,3,0,533,16,21,31,77,68,53,21,0,0,287,3,22,102,154,146,106,16,0,0,547,18,51,121,162,173,151,32,5,0,715,22,80,307,472,451,286,85,10,0,1697,20,54,217,325,386,293,80,7,0,1376,4,30,189,340,413,258,28,0,0,1269,39,131,602,1015,1153,919,145,10,0,4012,71,328,1065,1511,2080,2041,274,16,0,7384,29,53,85,118,113,75,23,3,0,501,43,104,204,262,264,158,35,0,3,1063
CED139,2153,3339,6744,6699,7309,6372,2168,486,78,35349,52,120,227,308,476,518,399,144,15,2258,3,13,54,38,21,11,3,0,0,142,95,114,210,206,217,120,20,0,0,986,0,3,14,20,25,11,3,0,0,79,9,28,83,139,119,89,19,3,0,493,15,46,83,78,111,68,15,7,0,425,690,569,719,683,768,557,117,10,3,4106,732,489,480,359,428,322,74,8,0,2899,10,37,92,130,167,144,43,0,0,610,11,35,57,35,41,20,4,0,0,209,16,72,170,149,165,84,10,0,0,674,17,57,74,69,76,65,9,0,0,371,34,114,329,350,276,192,58,3,0,1353,16,64,162,231,274,234,59,7,5,1056,70,148,459,468,507,285,53,3,0,1991,64,286,870,1119,1221,872,140,13,3,4587,140,603,1452,1515,1841,1572,240,12,0,7385,34,44,42,41,32,28,10,3,0,243,56,149,228,225,208,151,44,3,0,1065
CED140,1611,2808,6004,7061,7438,5703,1542,208,24,32399,5,16,24,26,52,36,29,8,3,189,0,0,4,11,10,4,0,0,0,25,44,58,145,233,250,159,22,0,0,912,0,3,16,21,26,14,3,0,0,85,17,36,138,190,207,139,27,3,0,753,8,28,93,159,147,88,17,3,0,538,565,544,593,564,708,608,105,12,0,3704,877,462,410,318,370,212,37,4,0,2679,13,23,59,72,138,130,27,0,0,470,34,39,88,123,109,75,22,0,0,484,5,75,256,313,309,179,20,3,0,1160,26,55,120,144,161,109,32,4,0,651,26,132,339,519,458,298,98,4,0,1874,25,77,187,280,317,221,64,3,0,1177,20,55,300,453,503,316,41,0,0,1694,68,182,693,786,1009,798,130,13,0,3673,114,473,1350,1560,2106,1713,336,14,3,7668,50,55,96,114,89,59,21,3,0,489,72,136,269,273,284,220,48,5,0,1302
CED141,1941,2983,6261,6751,7417,5322,1081,120,8,31883,7,3,9,15,21,6,3,0,0,68,3,8,40,24,34,15,0,0,0,113,52,56,164,189,236,154,22,3,0,876,3,5,25,50,54,40,0,0,0,173,26,46,139,198,200,132,17,0,0,760,11,33,69,93,104,73,15,3,0,410,582,613,675,591,821,557,109,5,0,3960,870,487,379,321,316,202,39,0,0,2624,5,23,67,112,130,101,18,4,0,468,26,32,53,33,40,18,4,0,0,206,8,79,395,322,361,191,9,3,3,1382,17,50,91,119,95,76,18,3,0,462,28,109,380,406,346,229,52,3,3,1548,33,63,206,262,288,223,34,4,0,1118,7,53,329,524,488,250,20,0,0,1673,69,198,694,980,1052,810,106,5,0,3911,139,597,1580,1758,2245,1619,220,12,0,8174,46,51,55,61,68,44,13,0,0,337,87,142,257,252,251,137,30,0,0,1151
CED142,778,5820,25464,14114,8217,4540,1380,198,25,60541,4,14,21,10,8,8,6,0,0,68,0,3,37,22,3,0,0,0,0,62,20,129,445,270,118,75,17,4,0,1077,0,12,69,42,15,7,0,0,0,144,0,73,340,180,104,40,14,3,0,758,12,94,576,260,123,69,25,0,0,1158,242,981,1806,638,362,242,79,9,0,4357,407,1658,2966,750,318,191,44,5,3,6336,5,86,377,259,185,92,16,3,0,1030,15,240,1160,545,272,137,27,4,0,2409,19,250,1897,1180,513,140,33,3,0,4048,8,105,455,209,134,78,37,8,0,1027,40,809,4134,1597,806,434,114,15,3,7949,27,289,1185,498,248,152,36,3,0,2448,29,167,1037,686,471,320,57,3,0,2767,115,448,1723,1025,717,592,177,15,0,4810,42,568,2690,1209,756,645,204,22,0,6139,44,194,579,284,182,110,32,3,0,1427,43,185,679,342,187,123,26,5,0,1585
CED143,1279,2623,8617,10362,8800,5482,2050,367,47,39640,0,14,16,13,8,14,11,0,0,86,0,0,11,13,19,7,0,0,0,53,39,55,253,303,237,130,40,5,0,1055,0,3,26,47,35,8,3,0,0,126,11,28,173,233,174,98,29,5,0,747,14,66,292,355,310,129,35,4,0,1196,366,464,760,508,578,419,128,18,3,3241,453,419,595,287,242,149,32,3,0,2182,9,20,107,149,194,112,27,0,0,620,22,88,422,484,298,114,34,0,0,1467,3,77,812,1130,746,294,65,12,4,3152,28,73,281,255,243,131,62,12,5,1085,37,308,1601,1620,1302,583,207,20,4,5681,13,103,418,415,367,181,64,4,0,1569,16,53,348,422,377,255,57,12,0,1550,120,243,888,1005,1062,780,234,25,0,4344,89,361,1305,1222,1394,1170,396,38,3,5981,42,89,180,179,165,95,14,6,0,779,90,132,363,345,260,147,47,6,0,1387
CED144,1405,4005,11101,9364,7834,5157,1108,127,9,40107,0,0,16,4,9,7,0,0,0,38,0,0,9,0,7,0,0,0,0,14,15,75,240,272,349,249,25,0,0,1221,0,7,16,27,19,10,4,0,0,79,7,43,158,192,157,81,8,0,0,650,17,58,220,209,181,101,9,0,0,794,382,783,959,592,622,337,44,3,0,3728,438,416,626,354,378,194,32,0,0,2435,14,54,195,211,257,139,14,0,0,883,21,77,173,121,90,43,5,0,0,525,17,171,640,473,359,145,21,0,0,1819,14,59,138,126,101,44,9,0,0,490,35,226,629,513,366,157,36,5,0,1977,12,122,412,360,380,234,29,0,0,1548,15,83,301,396,361,226,34,3,0,1415,89,366,891,766,748,430,92,8,0,3389,100,591,1618,1357,1368,896,186,17,0,6132,36,76,114,76,65,26,3,3,0,402,39,145,333,298,265,148,21,0,0,1257
CED145,604,2452,11652,10034,7357,4763,2358,497,85,39809,3,6,12,10,14,10,13,4,0,73,0,0,6,10,7,7,0,0,0,30,14,41,268,191,136,89,34,8,0,785,0,7,37,37,11,7,0,0,0,96,3,48,249,178,120,51,27,4,3,674,8,61,340,271,145,105,41,12,0,973,210,472,962,601,444,316,165,30,4,3196,216,489,909,347,246,118,39,18,3,2384,0,30,195,149,140,86,21,3,0,629,19,125,806,594,345,133,44,7,0,2073,5,120,1092,969,543,205,77,18,10,3043,8,81,330,271,215,139,78,19,3,1148,30,424,2799,1649,1055,530,221,23,0,6737,9,142,709,420,256,168,71,16,4,1788,4,71,449,368,319,246,82,4,0,1534,81,221,1016,896,803,774,276,19,3,4094,46,291,1571,1154,1075,958,419,35,3,5556,32,84,340,267,193,110,47,13,5,1083,42,141,457,272,220,133,54,5,0,1327
CED146,1790,3972,8560,8933,8621,5433,1033,71,6,38410,0,3,29,68,84,55,10,0,0,257,0,0,0,6,4,0,0,0,0,15,40,126,353,529,700,396,35,3,0,2171,0,4,37,57,45,18,4,0,0,163,13,88,205,218,197,108,17,0,3,849,15,69,249,283,253,102,12,0,0,991,493,780,750,779,754,373,43,3,0,3979,655,431,334,289,307,172,18,0,0,2217,22,118,273,317,342,186,27,0,0,1277,13,63,108,80,47,26,3,0,0,334,32,205,651,482,320,136,16,0,0,1843,15,57,122,103,73,28,4,0,0,404,42,279,445,343,249,109,19,4,0,1491,29,129,274,313,318,198,41,0,0,1307,17,105,416,453,411,222,31,0,0,1650,70,357,864,803,732,439,50,3,0,3320,126,623,1450,1508,1477,951,148,4,0,6280,43,71,72,56,50,27,3,0,0,317,40,119,292,279,225,93,9,0,0,1055
CED147,1991,3169,6600,7216,7529,5517,1362,190,29,33618,14,9,23,30,52,56,36,6,0,225,0,6,29,21,20,7,3,0,0,81,38,72,107,176,207,110,23,3,0,728,3,5,13,34,21,13,3,0,0,96,10,41,135,175,189,108,14,0,0,679,11,36,93,117,99,69,14,0,0,437,654,591,810,842,988,596,104,16,0,4589,845,481,458,383,423,275,53,0,0,2916,12,48,82,136,156,96,28,3,0,554,22,23,49,51,36,25,8,0,0,210,12,98,337,357,277,154,27,5,0,1261,24,73,136,132,104,66,23,3,0,553,44,113,287,356,310,177,68,6,0,1360,29,85,239,336,371,255,55,7,0,1381,12,72,391,551,487,251,24,0,0,1784,81,254,712,878,995,781,121,13,0,3840,141,608,1463,1608,2007,1483,214,12,0,7541,54,45,63,69,79,56,16,0,0,390,83,154,312,267,261,144,30,0,0,1261
CED194,63,284,637,441,319,228,61,3,5,2042,3,21,30,4,3,4,0,0,0,64,0,0,3,3,0,0,0,0,0,7,0,4,20,6,3,3,0,0,0,41,0,0,3,0,0,0,0,0,0,3,0,4,13,0,10,0,0,0,0,27,0,3,3,3,3,3,0,0,0,23,3,27,42,9,15,13,0,0,0,108,17,65,81,14,10,17,3,0,0,196,0,3,5,6,0,0,0,0,0,23,0,3,13,4,3,0,0,0,0,27,0,3,17,12,15,3,0,0,0,44,0,3,11,3,4,4,3,0,0,20,0,16,38,13,8,11,4,0,0,84,3,9,24,20,10,4,0,0,0,72,5,11,20,10,16,12,0,0,0,74,3,20,29,20,25,20,4,0,0,124,3,13,61,26,42,38,5,0,0,186,5,11,17,8,9,0,0,0,0,49,0,16,13,9,0,3,0,0,0,42
CED197,0,3,9,11,20,10,6,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,4,0,0,0,0,9,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,3,6,6,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
