CED_CODE_2016,M_0_299_DS_DS_Sept_house,M_0_299_DS_DS_sd_row_tce_hs_t,M_0_299_DS_DS_Flat_apart,M_0_299_DS_DS_Other_dwg,M_0_299_DS_ns,M_0_299_Tot,M_300_449_DS_Separate_hse,M_300_449_DS_sd_row_tc_hse_th,M_300_449_DS_Flat_apart,M_300_449_DS_Other_dwg,M_300_449_DS_ns,M_300_449_Tot,M_450_599_DS_Separate_hse,M_450_599_DS_sd_row_tce_hs_th,M_450_599_DS_Flat_apart,M_450_599_DS_Other_dwg,M_450_599_DS_ns,M_450_599_Tot,M_600_799_DS_Separate_hse,M_600_799_DS_sd_row_tc_hs_th,M_600_799_DS_Flat_apart,M_600_799_DS_Other_dwg,M_600_799_DS_ns,M_600_799_Tot,M_800_999_DS_Separate_hse,M_800_999_DS_sd_row_tc_hs_th,M_800_999_DS_Flat_apart,M_800_999_DS_Other_dwg,M_800_999_DS_ns,M_800_999_Tot,M_1000_1399_DS_Separate_hse,M_1000_1399_DS_sd_rw_tc_h_th,M_1000_1399_DS_Flat_apart,M_1000_1399_DS_Other_dwg,M_1000_1399_DS_ns,M_1000_1399_Tot,M_1400_1799_DS_Separate_hse,M_1400_1799_DS_sd_rw_tc_h_th,M_1400_1799_DS_Flat_apart,M_1400_1799_DS_Other_dwg,M_1400_1799_DS_ns,M_1400_1799_Tot,M_1800_2399_DS_Separate_hse,M_1800_2399_DS_sd_rw_tc_h_th,M_1800_2399_DS_Flat_apart,M_1800_2399_DS_Other_dwg,M_1800_2399_DS_ns,M_1800_2399_Tot,M_2400_2999_DS_Separate_hse,M_2400_2999_DS_sd_rw_tc_h_th,M_2400_2999_DS_Flat_apart,M_2400_2999_DS_Other_dwg,M_2400_2999_DS_ns,M_2400_2999_Tot,M_3000_3999_DS_Separate_hse,M_3000_3999_DS_sd_rw_tc_h_th,M_3000_3999_DS_Flt_apart,M_3000_3999_DS_Other_dwg,M_3000_3999_DS_ns,M_3000_3999_Tot,M_4000_over_DS_Separate_hse,M_4000_ov_DS_sd_rw_tce_hs_th,M_4000_over_DS_Flat_apart,M_4000_over_DS_Other_dwg,M_4000_DS_over_ns,M_4000_over_Tot,Mort_Rpmnt_ns_DS_Separat_hs,Mrt_Rpmt_ns_DS_sd_rw_tc_hs_th,Mrt_Rpmt_ns_DS_Flat_apart,Mort_Rpmnt_ns_DS_Other_dwg,Mort_Rpmnt_ns_DS_ns,Mort_Rpmnt_ns_Total,Tot_DS_Separate_hse,Tot_DS_sd_row_tce_hse_thse,Tot_DS_Flat_apartment,Tot_DS_Other_dwg,Tot_DS_ns,Tot_Tot
CED111,597,67,75,3,4,738,265,24,42,0,0,334,193,29,26,3,0,244,375,55,61,0,3,489,465,77,107,0,4,649,1400,206,276,3,0,1888,1728,272,340,8,8,2354,3221,349,385,8,17,3979,2004,164,139,3,5,2313,1957,109,119,0,5,2188,961,47,53,3,3,1074,513,46,53,0,3,614,13662,1439,1679,34,49,16859
CED112,721,45,28,3,3,801,319,42,10,4,0,380,260,30,12,0,0,301,516,62,18,0,4,594,791,78,28,6,3,907,2470,192,74,0,0,2738,3527,231,71,16,3,3844,4798,167,32,16,9,5021,1937,39,14,3,3,1990,1231,30,7,0,0,1275,620,13,7,4,0,644,709,32,21,7,0,772,17894,961,320,66,30,19269
CED113,822,46,11,6,12,898,407,35,14,0,3,463,345,25,20,3,8,403,735,49,34,7,6,834,1049,63,56,6,8,1192,2555,137,183,17,18,2903,2553,242,88,16,15,2913,3226,275,54,11,20,3594,1795,66,18,3,11,1884,1791,56,23,7,3,1877,962,24,5,3,7,1007,762,30,19,9,12,826,16994,1045,530,90,132,18792
CED114,1081,21,8,6,6,1112,565,29,8,6,0,605,547,23,7,4,0,583,1208,55,17,0,0,1285,1689,75,21,3,12,1800,3938,110,34,4,15,4108,3235,53,17,11,10,3324,2563,19,6,9,15,2611,754,15,0,5,4,782,524,6,3,5,3,539,362,5,0,7,6,383,917,17,7,3,3,948,17378,428,131,56,74,18076
CED115,645,74,100,4,0,827,224,46,46,0,0,315,173,31,42,3,0,252,309,38,93,3,4,441,423,75,154,3,0,653,1201,214,468,3,5,1895,1339,286,463,10,3,2102,2284,352,308,19,4,2968,1185,142,83,3,4,1414,1129,83,35,5,0,1256,549,50,29,3,0,626,552,76,67,5,0,695,10011,1474,1884,64,21,13455
CED116,932,35,20,6,6,997,432,16,10,0,0,455,379,11,7,7,3,411,672,19,19,0,0,711,936,27,13,3,3,985,2522,94,47,14,20,2694,2670,106,34,6,9,2828,2888,92,16,3,10,3014,1186,40,6,0,7,1239,878,18,0,3,0,897,474,13,3,3,7,503,710,22,9,3,4,743,14674,497,179,55,79,15484
CED117,254,353,185,12,0,810,62,89,46,0,0,195,59,73,50,0,0,185,80,140,93,0,0,311,116,165,118,5,0,400,300,469,416,6,3,1195,309,485,553,9,4,1360,550,915,996,23,4,2485,469,819,637,12,11,1946,855,1577,611,23,6,3070,1275,2234,299,18,17,3843,205,267,97,9,0,570,4534,7579,4091,119,48,16378
CED118,672,208,27,0,0,908,229,68,7,0,0,306,183,54,5,0,0,242,306,90,14,0,0,409,428,136,17,0,0,583,1368,458,119,3,7,1946,1848,680,206,3,6,2746,4008,1377,213,10,14,5621,3121,1016,79,9,12,4230,3321,828,26,3,7,4195,1328,318,26,0,3,1678,669,195,25,0,3,887,17473,5432,772,24,53,23750
CED119,759,74,47,0,0,880,253,26,14,0,0,294,213,19,25,0,0,256,332,40,37,0,0,409,446,64,59,0,0,566,1391,157,161,3,0,1716,1589,237,248,3,0,2081,3263,505,427,10,3,4210,2713,376,217,7,5,3315,3801,335,121,3,13,4274,2056,118,42,3,7,2234,719,68,37,0,3,825,17530,2025,1438,30,27,21055
CED120,743,10,0,4,3,766,351,17,3,0,0,372,327,7,3,0,0,336,567,17,4,4,0,588,878,17,5,6,3,909,2397,75,11,10,7,2490,3207,87,5,10,3,3314,5160,120,13,8,16,5316,3154,37,3,4,5,3208,2480,12,3,7,8,2508,1192,0,0,0,7,1202,952,11,0,3,5,977,21398,419,59,62,47,21986
CED121,780,17,7,0,9,808,425,8,0,0,0,433,362,9,0,0,0,371,663,14,5,3,0,680,983,21,4,0,3,1015,3175,100,19,3,3,3293,3947,88,13,5,15,4071,4673,52,13,3,15,4752,1902,15,4,3,0,1918,1230,3,0,0,3,1244,551,5,0,0,4,557,822,8,0,0,3,840,19498,332,66,22,57,19980
CED122,359,155,326,3,3,846,89,35,69,3,0,199,73,34,75,3,0,177,99,51,104,0,0,255,148,92,174,3,0,414,394,204,522,4,0,1126,339,202,686,7,0,1233,701,391,1244,6,7,2349,548,365,953,5,4,1873,980,726,1031,6,9,2756,1761,825,581,10,14,3195,369,146,223,6,0,746,5860,3218,5981,67,47,15175
CED123,649,52,14,0,3,722,282,26,6,0,0,307,249,23,10,0,0,279,435,57,25,0,0,520,609,88,51,0,0,745,1930,274,142,0,7,2358,2883,444,112,9,0,3444,5206,521,78,0,15,5815,3124,145,23,3,0,3297,2145,70,8,3,9,2241,881,27,0,0,4,918,816,65,13,0,0,893,19207,1793,482,17,43,21539
CED124,794,45,17,8,3,864,458,23,13,3,3,495,422,15,7,8,0,447,800,27,19,6,7,865,1059,46,15,17,11,1141,2767,83,48,24,7,2928,2701,60,20,7,10,2797,2796,31,13,8,16,2860,1095,8,10,3,3,1116,875,3,4,0,0,885,411,0,3,0,4,420,693,11,8,8,5,722,14863,351,176,90,72,15555
CED125,690,43,15,0,3,751,293,23,5,0,0,318,242,25,14,0,0,277,434,51,11,3,0,497,710,66,7,0,0,784,2221,278,52,0,0,2549,3144,346,83,3,4,3581,5249,331,91,10,3,5677,2855,100,23,3,0,2982,2096,50,10,0,5,2169,853,28,12,0,3,890,811,53,7,0,0,870,19595,1399,320,23,27,21364
CED126,693,54,130,0,0,883,188,15,40,0,0,239,160,21,52,0,0,230,199,24,69,0,0,292,304,17,89,0,0,407,886,79,289,0,3,1264,913,84,405,12,3,1424,1766,136,777,8,3,2699,1595,152,564,3,3,2318,2950,225,518,5,7,3701,4000,186,221,3,7,4408,721,36,113,0,3,876,14375,1028,3267,35,31,18741
CED127,853,22,4,3,10,880,373,15,3,0,0,388,337,5,3,0,0,343,571,23,7,3,0,603,765,24,12,0,0,805,2234,86,18,3,4,2348,2967,136,17,3,7,3136,4808,135,17,4,8,4971,2550,36,4,0,13,2606,2093,19,3,0,4,2118,1135,11,3,3,9,1155,782,21,7,3,3,819,19475,531,89,32,58,20184
CED128,620,86,54,3,0,765,248,31,18,0,0,300,202,18,21,0,0,242,320,37,36,0,0,396,463,56,64,5,0,586,1476,205,223,9,3,1921,1853,319,301,7,6,2484,3430,542,261,9,6,4253,2044,274,88,3,7,2421,1790,179,45,9,3,2025,835,78,29,6,0,946,704,68,38,3,0,817,13998,1890,1186,58,29,17163
CED129,888,117,23,0,0,1035,252,21,9,0,0,282,211,26,7,0,0,242,327,44,8,0,0,380,445,67,11,0,0,520,1388,193,56,0,0,1632,1496,242,106,0,0,1853,3165,546,200,0,5,3927,2638,443,131,0,3,3211,4003,477,89,0,3,4577,3003,217,38,0,7,3267,825,79,32,0,0,940,18637,2474,716,3,23,21855
CED130,893,9,3,9,11,922,502,10,0,9,0,520,510,10,5,0,3,528,1009,13,9,5,3,1044,1354,24,12,15,16,1410,3353,47,14,21,20,3462,2936,36,3,12,12,2999,2552,12,8,10,24,2607,902,3,0,7,3,913,650,3,0,3,5,660,389,3,0,3,8,403,744,6,3,4,4,763,15800,171,56,97,98,16223
CED131,743,85,43,0,0,878,329,38,14,0,0,383,309,25,19,0,0,360,530,42,32,0,0,610,729,85,35,0,0,854,2118,255,125,5,3,2505,2846,305,180,4,6,3343,4002,336,175,3,6,4525,1909,132,67,0,4,2110,1343,110,53,0,0,1510,794,82,55,0,0,932,584,43,36,0,0,665,16233,1544,837,19,30,18669
CED132,629,131,372,0,3,1136,94,22,87,0,0,200,83,27,79,0,0,194,91,35,115,0,0,239,135,52,180,0,0,368,399,137,570,3,3,1117,333,125,724,0,3,1184,736,288,1363,3,3,2391,513,214,1054,0,3,1780,1096,413,1293,0,3,2802,3293,662,875,3,14,4835,409,92,220,0,4,725,7819,2201,6921,6,26,16973
CED133,951,34,18,11,3,1024,602,18,17,8,0,650,558,18,8,4,0,590,1003,38,18,18,4,1084,1342,32,12,14,5,1406,3503,133,50,30,13,3728,3258,78,19,25,16,3404,2785,40,12,23,18,2875,1005,12,7,15,3,1034,616,11,8,3,0,638,338,7,3,7,3,364,744,16,6,11,0,775,16704,439,170,181,74,17566
CED134,1061,18,5,6,16,1110,588,9,9,5,9,610,590,9,6,5,6,612,1133,16,6,14,7,1181,1496,20,16,4,8,1537,3190,43,15,7,29,3291,2507,32,18,8,12,2574,2003,11,3,11,11,2042,668,15,0,3,3,689,500,0,0,3,4,509,375,0,3,5,6,386,849,9,8,10,10,889,14955,187,95,76,114,15433
CED135,541,150,214,0,4,908,139,46,60,3,0,246,131,36,58,0,0,231,195,53,124,0,0,374,252,86,177,3,0,516,774,312,651,5,8,1757,895,440,981,6,5,2333,1668,846,1380,14,10,3915,1113,507,549,9,5,2181,1366,449,303,7,12,2137,916,196,148,3,5,1259,431,115,137,0,3,685,8415,3234,4784,57,51,16543
CED136,696,44,6,3,3,758,382,29,10,3,0,421,332,33,4,0,0,371,645,28,5,5,6,692,953,75,7,0,0,1046,3086,194,24,5,9,3330,3836,174,16,9,0,4039,4339,112,14,10,11,4488,1649,30,3,3,3,1691,1017,18,3,3,3,1051,461,11,6,7,0,482,707,31,3,3,5,756,18112,794,108,55,48,19112
CED137,558,103,430,8,3,1100,111,27,78,0,0,222,94,24,94,0,0,208,127,21,146,0,0,296,215,67,222,0,0,499,561,134,726,14,4,1438,465,152,895,10,10,1536,910,302,2051,12,17,3299,616,239,1257,24,3,2136,1128,400,1232,15,6,2779,2166,356,659,9,13,3198,410,65,248,0,0,731,7356,1897,8046,98,53,17445
CED138,761,108,42,3,8,929,362,69,30,0,7,466,257,46,21,7,3,327,481,90,35,18,3,635,684,126,44,7,3,871,1811,330,151,16,11,2315,2052,424,117,12,13,2616,3095,326,86,13,15,3532,1574,134,33,0,12,1756,1143,78,21,7,8,1250,618,30,7,8,7,668,673,81,29,0,4,790,13513,1842,621,77,88,16153
CED139,965,15,5,9,7,1006,558,10,8,7,7,586,549,4,3,3,3,567,1096,7,28,3,7,1144,1631,16,23,6,3,1676,3801,45,45,18,14,3923,3146,28,19,11,10,3217,2445,7,10,14,7,2489,823,3,3,3,4,834,571,3,7,3,0,583,361,3,0,5,9,377,851,15,6,5,12,886,16807,157,162,78,82,17285
CED140,764,71,45,6,3,891,309,27,22,0,0,366,249,55,26,4,0,332,481,44,28,0,0,555,637,54,45,3,3,741,1834,191,136,4,0,2172,2581,227,165,6,8,2993,3967,217,145,3,0,4335,2116,57,70,0,3,2241,1626,54,46,0,4,1737,840,16,12,3,0,872,622,36,25,3,0,695,16019,1065,769,39,28,17921
CED141,795,49,16,0,0,864,390,27,8,3,0,425,338,21,4,0,0,362,619,42,11,0,0,669,867,23,10,3,0,904,2536,129,55,6,0,2725,3416,142,55,5,5,3621,4518,141,42,6,6,4710,1851,47,20,0,0,1920,1303,17,10,0,3,1335,612,6,0,5,0,621,701,20,8,0,0,735,17957,665,228,36,16,18896
CED142,39,265,600,4,0,903,5,53,127,0,0,184,8,45,99,0,0,153,11,69,165,0,0,248,5,87,263,0,0,365,36,262,884,0,0,1183,39,301,1190,4,3,1540,74,574,2341,5,15,3007,36,489,1687,3,0,2214,66,975,1952,11,7,3009,145,1337,1509,8,15,3009,28,180,310,3,4,528,489,4632,11122,45,51,16336
CED143,572,106,275,0,5,958,113,27,73,0,0,215,106,22,66,0,0,187,129,15,96,0,0,251,140,31,144,0,0,326,512,99,465,0,0,1074,472,96,556,0,0,1121,912,166,1134,3,3,2227,683,120,809,3,0,1610,1559,302,1073,7,4,2938,3646,575,767,4,16,5004,535,75,190,0,4,801,9373,1629,5657,17,36,16712
CED144,542,185,168,0,5,907,148,54,70,0,0,269,135,43,55,0,0,231,192,70,105,0,0,367,289,96,179,0,0,571,774,301,587,4,6,1664,890,413,693,10,7,2012,1606,695,787,11,7,3101,1099,472,261,3,9,1840,1408,490,185,7,3,2097,991,270,88,5,4,1365,543,154,118,3,3,822,8612,3242,3301,37,45,15242
CED145,332,237,365,8,3,935,24,46,77,3,3,152,33,29,61,0,0,119,28,50,102,0,0,182,38,69,135,0,0,245,140,191,445,8,7,793,104,152,505,7,3,769,230,385,984,8,8,1609,146,248,726,9,3,1127,319,591,1140,13,7,2066,1705,1848,1098,20,22,4692,268,202,261,3,7,734,3360,4036,5898,78,59,13427
CED146,751,60,0,0,0,818,266,26,0,0,0,290,237,29,0,0,0,270,355,47,0,0,0,399,593,76,0,0,0,676,1896,273,5,0,0,2175,2395,450,3,0,6,2856,4508,606,6,4,12,5130,2940,232,3,3,8,3182,2499,105,4,0,4,2614,1093,39,4,0,3,1146,900,84,0,0,7,989,18436,2026,32,6,47,20549
CED147,735,40,6,0,3,783,385,26,3,0,0,413,281,15,3,3,0,302,546,72,8,3,0,630,793,50,14,0,3,859,2263,165,37,3,3,2467,3180,201,47,7,5,3435,4489,235,36,5,12,4784,2006,74,3,0,3,2090,1404,37,7,3,3,1450,712,16,3,0,7,742,665,42,8,3,3,719,17451,975,176,32,49,18679
CED194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
