SAL_CODE_2021,P_NS_0_14,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_over,P_NS_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_over,P_Tot_Tot
SAL12541,0,0,0,0,4,0,0,0,0,5,0,0,0,0,4,0,0,0,0,3
SAL12542,0,0,0,0,0,3,0,0,0,8,15,4,3,7,4,17,0,6,0,57
SAL12543,0,0,0,0,0,7,0,0,0,6,6,7,0,0,3,8,6,0,0,36
SAL12544,10,6,29,9,6,14,0,3,0,86,303,181,370,299,176,205,139,72,56,1794
SAL12545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12546,47,31,49,23,25,14,15,5,5,210,352,268,384,270,239,196,159,93,33,1993
SAL12547,7,0,3,0,3,8,0,0,0,26,50,16,21,22,22,28,5,3,0,171
SAL12548,21,8,37,23,9,3,6,0,0,111,394,184,575,406,146,97,53,26,15,1902
SAL12549,3,0,0,4,0,0,0,0,0,6,7,0,0,0,0,4,0,4,0,19
SAL12550,4,0,3,0,0,4,0,5,0,19,47,23,22,39,39,36,21,12,4,262
SAL12551,0,0,0,0,10,6,3,0,0,14,20,6,7,19,31,25,15,9,0,131
SAL12552,37,24,33,35,26,23,11,8,0,194,595,299,396,373,318,281,169,86,19,2537
SAL12553,6,7,4,0,0,0,0,0,0,28,57,39,29,34,49,40,34,14,3,295
SAL12554,7,0,7,0,3,0,0,0,0,22,44,17,39,17,28,24,25,17,0,210
SAL12555,11,4,3,12,11,6,8,0,0,49,142,83,78,99,119,135,117,31,10,808
SAL12556,7,9,3,0,4,0,0,0,0,21,21,6,12,9,23,7,20,4,0,113
SAL12557,7,8,16,26,15,13,21,11,3,130,175,186,460,340,304,343,280,185,28,2315
SAL12558,0,4,0,0,0,0,0,0,0,10,13,4,8,10,9,12,9,0,0,68
SAL12559,10,11,5,4,12,4,4,0,0,46,71,43,26,33,63,58,41,23,0,356
SAL12560,33,24,83,66,19,20,11,11,4,273,611,429,1649,1131,461,381,281,130,26,5089
SAL12561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12562,3,0,0,6,3,3,0,0,0,20,8,6,0,9,12,3,12,3,0,61
SAL12563,5,0,4,3,6,0,12,3,0,36,53,55,60,62,73,106,93,49,15,569
SAL12564,160,93,80,78,105,59,47,33,7,658,2515,1298,1229,1460,1489,1317,1018,478,82,10879
SAL12565,0,0,0,3,3,3,5,0,0,10,26,8,18,15,21,22,14,9,3,143
SAL12566,4,4,0,0,5,5,0,4,0,22,51,51,30,46,66,68,42,15,0,372
SAL12567,0,3,0,0,4,6,0,0,0,5,28,16,6,10,31,36,19,10,0,148
SAL12568,4,4,0,0,3,9,4,3,0,31,19,10,8,15,20,47,29,15,0,168
SAL12569,0,6,0,0,0,0,0,0,0,7,6,6,4,4,0,0,0,0,0,19
SAL12570,9,0,6,0,0,7,0,0,0,14,13,12,10,10,17,30,8,4,6,112
SAL12571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
SAL12572,0,0,0,0,0,0,0,0,0,3,5,0,5,4,4,5,6,8,0,43
SAL12573,18,3,9,14,0,5,0,0,0,52,419,110,343,367,95,63,26,3,0,1439
SAL12574,18,16,21,20,7,11,4,3,0,99,392,258,298,329,274,239,165,81,25,2059
SAL12575,3,0,0,3,0,0,0,0,0,5,8,4,0,14,7,8,12,4,0,64
SAL12576,5,0,3,0,3,0,0,0,0,8,20,13,5,8,14,14,12,3,0,96
SAL12577,5,0,0,10,0,0,0,0,0,22,39,22,3,21,28,32,15,11,0,186
SAL12578,109,68,58,63,75,69,38,27,9,517,2060,1429,1179,1290,1498,1542,905,415,107,10419
SAL12579,17,11,7,7,18,15,18,41,65,203,174,142,77,105,122,131,162,206,121,1252
SAL12580,0,6,7,4,5,0,5,3,0,30,33,34,26,31,23,35,18,9,7,224
SAL12581,9,3,0,9,14,9,8,3,0,65,124,58,57,69,69,87,98,49,10,626
SAL12582,13,13,10,7,11,20,28,15,3,119,74,50,60,43,74,87,95,47,10,537
SAL12583,7,0,5,0,4,7,0,3,0,24,26,8,29,6,17,24,10,14,0,129
SAL12584,128,119,110,99,112,91,52,35,8,758,1927,1667,1634,1461,1640,1567,1159,512,215,11788
SAL12585,10,5,5,10,10,11,7,7,9,74,357,165,100,207,224,138,102,112,75,1495
SAL12586,37,36,37,13,37,51,57,28,9,308,447,291,409,329,427,640,660,430,174,3821
SAL12587,0,0,0,0,0,3,4,0,0,16,31,10,4,18,17,34,23,6,0,143
SAL12588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12589,0,0,4,0,0,0,0,0,0,7,6,0,13,0,6,9,6,0,0,46
SAL12590,4,6,0,0,7,4,3,7,0,28,87,38,35,53,76,61,81,49,3,474
SAL12591,0,0,0,0,0,0,0,0,0,5,6,0,0,3,5,3,5,0,0,24
SAL12592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,12
SAL12593,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,14
SAL12594,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,10
SAL12595,0,0,0,0,0,0,0,0,0,0,8,0,0,6,5,7,6,0,0,38
SAL12596,35,16,24,30,23,40,30,16,4,216,361,179,178,192,212,248,244,131,69,1825
SAL12597,4,0,3,0,0,0,7,3,0,23,23,7,12,12,12,19,28,7,0,124
SAL12598,0,0,0,0,0,0,0,0,0,5,15,8,12,4,9,11,9,4,0,79
SAL12599,837,500,718,606,410,340,187,90,37,3722,6734,4335,6087,4825,3579,3267,2105,1128,410,32472
SAL12600,172,101,149,123,85,62,38,22,13,772,1400,926,1073,991,827,725,541,341,228,7054
SAL12601,0,6,3,0,0,5,3,0,0,13,54,22,33,26,26,42,32,22,7,258
SAL12602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9
SAL12603,101,52,64,58,41,43,18,8,9,405,942,624,739,596,574,579,429,168,56,4707
SAL12604,4,0,6,0,0,0,3,0,0,8,14,8,3,7,10,8,17,0,0,60
SAL12605,6,6,0,0,0,6,0,0,0,19,25,13,21,12,12,22,7,11,0,117
SAL12606,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,12
SAL12607,3,0,0,0,4,4,0,0,0,11,8,0,3,4,3,4,0,0,0,23
SAL12608,0,0,0,5,4,0,0,0,0,12,4,5,0,3,5,4,11,8,0,45
SAL12609,11,9,17,9,10,16,0,0,0,72,145,56,75,109,79,108,45,22,4,642
SAL12610,13,3,5,3,0,0,0,0,0,23,58,43,18,58,40,68,53,29,4,377
SAL12611,7,0,0,0,8,7,0,0,0,36,57,26,18,36,45,33,26,16,3,260
SAL12612,0,0,0,0,0,0,3,0,0,9,3,3,9,7,0,15,12,7,3,52
SAL12613,13,6,4,5,12,9,3,4,0,54,267,176,62,143,229,214,131,76,33,1327
SAL12614,7,15,12,3,8,17,6,0,0,66,181,152,98,80,153,144,124,76,24,1040
SAL12615,5,0,0,0,0,0,0,0,0,7,12,8,0,14,17,9,13,8,0,73
SAL12616,0,0,0,0,0,0,0,0,0,0,0,5,3,0,7,10,5,5,0,41
SAL12617,14,0,3,0,3,0,3,0,0,30,35,4,13,23,21,24,21,3,0,141
SAL12618,144,65,74,72,68,45,15,12,4,505,2141,834,1016,1410,791,465,269,87,25,7043
SAL12619,0,0,0,0,0,0,0,0,0,0,5,0,3,0,6,3,4,0,0,22
SAL12620,0,0,0,4,0,4,0,0,0,10,11,11,3,10,17,12,11,9,0,84
SAL12621,0,0,0,0,0,3,0,0,0,5,4,6,4,5,6,10,0,0,0,32
SAL12622,0,0,3,0,0,4,4,0,0,5,13,0,12,3,7,8,11,9,0,55
SAL12623,6,9,0,0,12,3,0,0,0,27,29,17,14,11,39,21,16,4,0,149
SAL12624,0,0,0,0,0,0,0,0,0,7,24,10,9,8,13,25,24,3,0,119
SAL12625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,3
SAL12626,0,0,0,0,0,0,0,0,0,4,6,0,6,0,6,3,0,0,0,23
SAL12627,0,0,0,0,0,3,3,0,0,17,11,11,8,7,12,34,21,7,0,113
SAL12628,99,67,61,43,57,53,28,21,6,437,763,500,413,372,409,449,259,160,46,3374
SAL12629,5,7,0,7,0,3,7,0,0,27,47,39,39,34,51,60,50,25,6,357
SAL12630,10,20,35,17,19,20,14,6,0,140,126,165,332,272,240,254,205,111,25,1735
SAL12631,38,20,17,17,15,15,14,0,0,135,260,167,143,192,168,163,138,36,17,1282
SAL12632,0,0,0,0,0,0,5,0,0,5,0,6,0,0,6,6,3,0,0,14
SAL12633,3,5,4,3,10,8,11,3,0,52,57,27,29,37,53,76,139,81,10,519
SAL12634,27,15,8,8,34,23,26,7,0,160,310,124,108,161,211,178,163,70,17,1347
SAL12635,3,0,0,6,0,0,0,0,0,12,26,6,11,14,5,3,0,0,0,67
SAL12636,50,26,17,27,30,19,18,13,0,205,850,517,456,521,550,417,442,269,43,4074
SAL12637,0,0,0,0,0,0,0,0,0,0,15,4,8,7,6,21,11,0,0,72
SAL12638,0,0,0,3,0,0,0,0,0,4,11,12,4,7,11,0,12,0,0,61
SAL12639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,13,9,0,32
SAL12640,9,17,40,20,29,44,29,21,4,210,162,163,532,415,315,371,331,202,37,2529
SAL12641,15,10,14,13,14,34,24,10,10,144,277,133,118,170,188,273,333,180,132,1801
SAL12642,7,6,0,5,3,0,0,0,0,17,20,10,8,13,11,9,9,6,3,89
SAL12643,0,0,0,0,0,0,0,0,0,0,14,5,5,13,15,5,5,3,0,70
SAL12644,78,70,56,53,63,42,20,3,4,388,1203,833,789,766,766,810,428,154,24,5778
SAL12645,0,0,0,0,0,0,0,0,0,4,21,7,3,8,14,24,16,5,0,97
SAL12646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,7
SAL12647,0,3,0,0,3,4,0,6,0,20,28,21,15,14,38,44,29,15,4,199
SAL12648,4,0,0,3,0,0,0,0,0,6,15,0,0,15,6,5,4,4,0,55
SAL12649,20,10,8,3,3,3,3,0,0,59,155,98,95,84,94,87,54,30,7,700
SAL12650,4,16,0,8,7,14,7,3,0,62,130,78,40,105,86,127,134,80,24,804
SAL12651,4,0,0,4,3,0,0,0,0,20,26,16,9,26,16,40,55,15,4,212
SAL12652,0,0,6,6,4,8,0,0,0,23,38,20,22,31,30,28,17,7,3,194
SAL12653,311,144,188,172,157,109,67,25,3,1171,3366,1699,1892,2267,1681,1427,1083,420,110,13940
SAL12654,14,4,0,3,3,3,3,0,0,35,75,56,33,39,48,49,46,43,3,384
SAL12655,0,0,3,3,0,0,6,5,0,23,82,32,42,43,62,78,135,34,5,519
SAL12656,204,151,176,183,157,106,98,98,45,1211,3162,1816,2599,2679,2199,1838,1561,1274,820,17942
SAL12657,0,0,0,0,0,0,0,0,0,0,5,5,7,4,5,13,7,3,0,55
SAL12658,23,9,16,11,5,7,12,0,0,85,140,103,90,87,110,122,90,55,13,809
SAL12659,0,0,0,0,0,0,0,5,0,3,17,6,3,9,4,16,9,8,3,79
SAL12660,5,0,0,0,0,0,0,0,0,14,39,28,12,25,42,51,37,12,0,246
SAL12661,3,125,287,219,103,14,8,4,0,757,36,360,334,248,122,45,17,11,0,1179
SAL12662,9,8,4,6,12,0,0,0,0,40,45,42,14,37,59,27,21,8,0,242
SAL12663,11,11,0,10,16,13,8,3,0,72,54,43,18,40,78,89,103,36,11,462
SAL12664,84,50,43,52,59,36,54,43,21,441,901,582,617,632,767,798,879,641,279,6090
SAL12665,102,60,46,60,61,89,86,76,27,609,1228,634,642,729,840,981,1205,735,219,7213
SAL12666,7,6,8,4,5,8,6,3,5,46,92,70,41,63,106,100,89,42,13,614
SAL12667,0,0,0,0,0,4,0,6,0,10,5,11,4,0,6,15,12,8,4,67
SAL12668,3,8,0,0,11,0,6,3,0,31,25,29,18,11,38,40,48,19,8,238
SAL12669,0,0,0,0,0,0,0,0,0,0,8,0,3,0,4,5,0,4,0,19
SAL12670,0,0,0,0,0,0,0,0,0,0,15,10,6,8,8,27,32,4,0,100
SAL12671,15,6,4,5,10,7,5,7,0,56,59,40,29,41,43,46,54,17,6,332
SAL12672,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,0,0,0,0,9
SAL12673,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,10
SAL12674,0,0,0,0,0,3,0,0,0,6,0,7,0,5,0,5,5,0,0,21
SAL12675,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,11,15,0,0,34
SAL12676,3,0,3,4,0,5,0,0,0,9,20,17,13,9,16,20,17,4,5,122
SAL12677,0,3,0,0,0,3,4,0,0,4,4,6,6,4,9,23,28,3,0,89
SAL12678,0,0,0,0,0,0,0,0,0,0,9,5,3,0,9,6,5,0,0,42
SAL12679,0,0,0,0,0,5,0,0,0,8,3,3,0,4,11,7,11,3,0,48
SAL12680,9,7,10,6,14,15,13,3,3,75,156,79,111,111,139,203,228,130,36,1195
SAL12681,42,18,17,23,27,35,41,12,7,220,358,145,158,271,256,400,574,281,86,2531
SAL12682,66,17,13,36,31,33,36,25,24,281,522,316,223,285,305,358,299,203,90,2595
SAL12683,134,87,82,95,109,89,98,84,60,830,1798,1228,945,1181,1530,1472,1390,914,419,10877
SAL12684,0,0,0,0,0,3,0,0,0,7,10,7,7,10,9,9,6,0,0,60
SAL12685,7,0,0,6,5,0,0,0,0,24,34,24,25,18,37,40,29,16,8,235
SAL12686,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,9
SAL12687,0,0,0,0,0,0,4,0,0,11,32,10,16,13,16,23,38,11,4,167
SAL12688,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,5,13,0,0,27
SAL12689,0,0,0,0,0,5,0,0,0,7,16,10,6,11,18,29,25,8,0,121
SAL12690,8,0,0,0,5,0,0,0,0,19,18,8,3,6,11,26,4,8,0,85
SAL12691,0,4,0,0,0,0,0,3,0,9,9,5,0,3,9,0,0,3,0,22
SAL12692,0,0,0,0,0,0,0,0,0,3,6,0,5,5,3,0,5,0,0,30
SAL12693,3,0,3,0,0,0,5,0,0,18,20,8,9,8,16,15,16,9,0,102
SAL12694,5,3,0,4,3,4,0,0,0,20,49,16,24,15,29,43,30,4,0,213
SAL12695,0,0,0,0,3,0,0,0,0,6,7,3,0,7,11,15,13,4,0,67
SAL12696,14,6,7,6,3,8,5,7,3,66,145,62,84,71,53,77,66,61,14,630
SAL12697,38,33,47,32,43,42,26,21,18,301,666,489,554,622,708,582,473,377,141,4619
SAL12698,3,6,3,4,0,0,6,5,0,26,38,22,29,18,21,30,21,13,8,193
SAL12699,0,4,0,0,0,0,0,0,0,9,36,27,17,28,16,26,20,3,0,168
SAL12700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12701,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,8,10,3,0,24
SAL12702,0,0,0,0,0,0,0,0,0,4,3,6,5,9,8,3,5,0,0,43
SAL12703,0,0,0,0,0,0,0,0,0,0,3,0,4,0,4,0,0,0,0,10
SAL12704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12705,0,0,0,0,0,0,0,0,0,4,8,4,5,0,0,0,0,0,0,18
SAL12706,0,0,0,0,0,0,0,0,0,0,8,5,0,3,5,3,0,0,0,26
SAL12707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,6,0,19
SAL12708,0,0,0,0,0,0,0,0,0,5,32,5,10,17,16,11,26,10,0,131
SAL12709,5,4,0,13,8,0,0,0,0,25,107,76,35,64,102,90,63,28,3,564
SAL12710,15,11,10,4,24,21,17,11,0,115,187,101,113,122,153,182,157,111,68,1201
SAL12711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8
SAL12712,0,0,0,0,5,0,0,3,0,7,10,6,4,6,5,13,8,12,0,71
SAL12713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12714,25,6,10,18,22,14,21,6,0,123,481,216,213,282,310,286,259,103,22,2176
SAL12715,9,7,6,9,9,0,7,0,0,41,41,36,22,39,50,70,57,26,4,350
SAL12716,0,0,0,0,0,0,0,0,0,0,7,0,4,5,0,3,3,0,0,27
SAL12717,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,5,3,4,0,21
SAL12718,3,4,0,0,0,4,0,0,0,20,14,12,11,7,17,26,18,0,0,105
SAL12719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12720,5,4,0,0,3,0,0,5,0,15,42,36,18,24,34,35,25,26,8,251
SAL12721,45,18,20,34,15,23,13,10,0,176,756,323,275,467,412,291,241,79,21,2868
SAL12722,0,0,0,0,0,0,0,0,0,0,5,4,4,0,3,4,0,0,0,18
SAL12723,193,92,84,123,107,58,49,34,13,751,2765,1270,1427,1959,1453,1031,858,520,117,11408
SAL12724,0,0,6,0,0,0,3,0,0,11,0,6,7,0,3,8,9,0,0,38
SAL12725,10,4,13,6,8,5,0,4,0,43,90,65,55,44,66,81,75,32,7,516
SAL12726,0,0,0,0,0,5,0,0,0,7,51,27,5,23,32,23,15,3,4,175
SAL12727,0,0,0,0,3,4,0,0,0,5,3,10,3,9,6,23,4,7,4,60
SAL12728,5,0,0,0,4,5,0,3,0,15,19,11,6,9,22,25,16,5,4,123
SAL12729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,8
SAL12730,6,5,0,0,0,4,0,0,0,8,5,6,0,6,13,10,3,7,0,50
SAL12731,0,0,0,0,0,7,4,0,0,9,0,4,5,0,5,11,0,4,0,34
SAL12732,0,0,0,0,0,0,0,0,0,0,13,9,7,6,14,4,5,3,0,55
SAL12733,445,246,257,276,231,215,166,79,34,1945,1867,1022,1203,1102,1100,1141,875,498,157,8962
SAL12734,57,36,38,34,26,30,33,39,24,332,573,387,408,378,352,445,546,606,373,4078
SAL12735,18,12,9,6,0,0,8,0,6,61,246,123,128,130,134,111,136,70,16,1085
SAL12736,0,5,4,0,0,0,0,0,0,9,0,6,9,0,8,10,4,0,0,31
SAL12737,3,6,0,0,5,5,6,0,0,22,28,9,9,16,19,23,15,0,0,115
SAL12738,19,11,17,12,14,6,13,17,0,109,253,122,135,153,174,202,304,258,75,1686
SAL12739,110,73,103,100,81,74,59,26,17,635,1832,1231,1614,1689,1409,1285,940,462,281,10745
SAL12740,23,20,40,6,15,11,3,3,0,115,286,157,531,368,235,187,128,51,5,1954
SAL12741,0,0,4,0,4,4,0,0,0,20,46,22,18,26,29,47,37,0,0,225
SAL12742,4,3,5,0,0,6,0,0,0,14,59,31,22,34,35,53,51,20,0,309
SAL12743,0,8,0,8,10,8,5,4,0,39,74,69,66,48,68,74,81,43,14,545
SAL12744,0,0,4,0,4,6,5,0,0,22,13,8,10,11,16,15,11,3,0,81
SAL12745,84,64,38,50,61,75,57,28,27,479,629,377,366,403,516,778,697,370,158,4295
SAL12746,21,15,13,14,14,28,33,7,9,145,166,101,96,111,141,197,214,69,22,1125
SAL12747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12748,3,0,0,0,0,0,0,0,0,10,26,12,11,14,24,18,19,4,0,125
SAL12749,232,188,153,193,232,225,163,155,48,1596,4611,2963,2935,3649,4238,3727,3073,2216,916,28329
SAL12750,139,93,47,85,88,83,81,77,79,777,1661,1000,990,995,1127,1213,1236,824,261,9310
SAL12751,6,0,0,8,3,0,0,0,0,15,6,0,0,8,9,3,0,0,0,26
SAL12752,0,4,0,0,3,5,4,0,3,33,68,72,28,43,103,136,108,44,12,608
SAL12753,0,0,0,0,0,0,4,0,0,8,24,17,8,17,20,26,27,7,0,144
SAL12754,14,13,4,7,8,17,12,10,4,88,92,38,57,41,44,82,76,38,20,489
SAL12755,0,0,5,0,0,0,0,0,0,3,4,8,4,0,13,0,7,3,0,49
SAL12756,160,89,75,113,79,71,40,9,3,651,2788,1765,1336,1730,1831,1292,724,261,58,11784
SAL12757,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,6
SAL12758,0,4,0,0,3,0,0,0,0,5,5,18,3,5,14,21,30,14,3,109
SAL12759,101,70,68,46,51,50,36,27,15,466,828,526,544,478,366,438,390,287,179,4035
SAL12760,14,10,4,10,12,22,10,0,0,76,35,32,9,30,35,77,46,11,0,276
SAL12761,65,44,32,35,72,46,30,9,6,340,1555,951,834,1148,1193,1088,621,332,94,7816
SAL12762,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,3,0,0,11
SAL12763,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,0,0,8
SAL12764,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,12,7,3,0,25
SAL12765,6,3,0,0,0,0,3,0,0,16,4,5,5,0,10,9,7,8,0,51
SAL12766,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,3,5,0,14
SAL12767,396,210,236,234,215,156,89,36,12,1591,4010,2282,2601,2717,1963,1654,1110,495,159,16986
SAL12768,0,0,0,0,0,0,3,0,0,7,31,19,14,16,15,31,27,7,7,169
SAL12769,0,0,3,0,3,0,0,0,0,9,41,14,29,31,38,42,28,14,0,244
SAL12770,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,4,0,0,0,18
SAL12771,0,0,0,0,0,0,0,0,0,6,29,15,10,15,14,24,10,0,0,120
SAL12772,17,5,6,4,9,6,3,0,0,48,49,48,38,30,54,54,41,16,0,337
SAL12773,4,0,0,0,0,0,0,0,0,4,9,0,6,8,8,5,0,0,0,33
SAL12774,4,0,0,0,0,0,0,0,0,3,6,0,6,3,0,0,6,0,0,16
SAL12775,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,5,5,0,0,22
SAL12776,17,3,6,14,10,10,10,3,0,67,156,107,77,93,106,97,83,31,4,749
SAL12777,44,21,31,30,30,29,17,17,14,240,610,376,535,386,424,472,333,308,255,3712
SAL12778,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,4,7,6,0,22
SAL12779,20,15,17,12,10,14,9,0,0,94,326,246,161,222,251,215,164,82,31,1691
SAL12780,10,9,6,7,9,4,3,0,0,60,225,143,82,131,152,171,104,54,14,1083
SAL12781,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,3,0,0,0,14
SAL12782,3,0,0,0,6,0,0,0,0,11,10,7,0,0,8,5,8,4,0,40
SAL12783,19,10,8,14,19,18,4,6,0,99,373,210,143,238,284,235,163,91,21,1766
SAL12784,6,0,0,0,0,3,0,0,0,12,13,3,0,5,12,16,6,0,5,65
SAL12785,8,12,15,4,7,19,4,0,4,69,235,165,183,127,148,168,106,68,18,1234
SAL12786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12787,0,0,6,0,3,0,3,0,0,13,8,8,3,3,14,11,13,5,0,54
SAL12788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12789,4,0,0,3,4,6,0,0,0,20,16,8,12,3,12,27,15,3,0,106
SAL12790,0,0,0,0,3,6,5,0,0,12,6,4,5,0,5,22,8,4,4,53
SAL12791,0,0,0,0,5,0,0,0,0,8,0,4,0,0,4,5,11,0,0,28
SAL12792,0,4,0,0,0,3,0,0,0,7,16,19,18,5,19,30,20,6,0,135
SAL12793,12,4,8,10,7,16,0,7,8,82,288,218,161,195,216,219,143,96,71,1611
SAL12794,0,3,0,0,0,0,0,0,0,9,15,14,10,10,12,11,23,8,8,101
SAL12795,28,6,8,17,8,7,3,12,3,89,325,153,113,203,195,166,116,93,27,1397
SAL12796,214,136,145,129,122,119,63,33,22,986,2063,1506,1384,1308,1340,1318,857,478,169,10426
SAL12797,8,4,0,0,6,4,3,0,0,27,82,63,28,41,75,61,51,24,3,428
SAL12798,0,0,0,0,0,0,0,0,0,0,8,12,6,7,13,12,5,5,0,60
SAL12799,23,16,10,29,18,15,7,8,0,133,651,351,295,423,398,353,349,225,21,3074
SAL12800,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,4,0,0,25
SAL12801,0,0,3,0,0,3,0,0,0,9,6,20,14,12,20,21,9,5,4,111
SAL12802,30,15,14,17,10,10,4,0,0,95,285,177,198,211,187,188,116,65,23,1449
SAL12803,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,10,3,0,0,28
SAL12804,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,9,0,0,24
SAL12805,3,5,0,0,5,0,0,0,0,15,22,11,10,17,15,15,4,4,0,86
SAL12806,5,0,0,5,0,0,3,0,0,10,4,0,5,7,16,22,15,9,0,68
SAL12807,10,6,9,8,12,18,0,4,0,73,225,212,115,116,198,179,109,62,21,1235
SAL12808,10,0,3,5,10,5,8,9,0,47,134,85,84,107,125,156,149,76,12,945
SAL12809,0,0,0,4,3,0,3,0,0,12,18,9,9,20,17,20,22,7,3,114
SAL12810,3,3,6,0,4,7,0,0,0,22,55,47,43,39,67,59,42,21,0,380
SAL12811,5,7,4,0,7,14,6,9,0,55,19,9,6,9,23,38,20,11,0,148
SAL12812,100,56,53,46,38,38,29,27,36,427,899,562,559,527,583,615,585,433,120,4880
SAL12813,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
SAL12814,3,0,6,0,0,3,6,0,0,27,13,20,13,6,22,41,39,10,3,171
SAL12815,0,0,0,6,5,5,3,4,0,24,6,0,6,3,11,15,18,17,0,81
SAL12816,0,0,4,0,3,0,0,0,0,13,7,6,4,8,9,12,8,5,0,65
SAL12817,0,0,0,0,0,0,0,0,0,0,7,8,3,0,15,23,7,9,5,78
SAL12818,0,0,3,0,0,0,0,0,0,3,0,7,6,9,7,8,4,0,0,45
SAL12819,10,0,0,3,3,0,0,0,0,25,49,25,21,24,26,38,23,11,6,208
SAL12820,5,0,0,3,3,0,0,3,0,17,16,3,13,6,8,8,10,7,0,75
SAL12821,0,6,0,0,0,5,0,0,0,12,13,16,9,9,22,12,9,0,0,94
SAL12822,0,0,0,0,0,0,0,0,0,7,8,0,3,7,9,10,15,3,0,58
SAL12823,236,108,149,123,119,108,96,61,42,1048,2423,1246,1688,1423,1306,1245,1038,761,331,11457
SAL12824,8,7,0,6,6,20,9,0,0,58,121,81,49,86,98,108,97,39,12,682
SAL12825,21,19,9,15,21,30,14,6,0,138,388,311,183,235,310,261,212,115,21,2044
SAL12826,0,4,4,0,0,0,0,0,0,8,8,14,11,5,3,11,10,7,0,78
SAL12827,0,0,0,0,0,0,0,0,0,0,7,0,0,0,5,5,3,0,0,19
SAL12828,5,0,13,0,6,12,0,0,0,39,14,7,20,3,12,24,0,4,0,90
SAL12829,0,0,0,0,0,0,0,0,0,3,7,0,0,6,0,4,0,0,0,21
SAL12830,0,0,0,3,0,3,0,0,0,8,23,0,3,12,13,18,18,3,5,87
SAL12831,6,3,0,0,8,0,5,6,0,30,31,27,15,17,26,20,21,18,7,174
SAL12832,3,0,0,0,0,0,3,0,0,12,21,14,5,5,20,8,11,6,0,95
SAL12833,7,4,4,9,10,7,6,0,0,47,123,59,74,88,75,94,82,13,7,607
SAL12834,0,0,3,0,3,0,0,0,0,9,20,10,18,8,23,20,8,11,0,122
SAL12835,0,0,0,3,0,0,0,0,0,6,8,5,5,4,6,5,6,0,0,38
