SAL_CODE_2021,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Ptn_in_RM_0_14,P_Ptn_in_RM_15_24,P_Ptn_in_RM_25_34,P_Ptn_in_RM_35_44,P_Ptn_in_RM_45_54,P_Ptn_in_RM_55_64,P_Ptn_in_RM_65_74,P_Ptn_in_RM_75_84,P_Ptn_in_RM_85ov,P_Ptn_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
SAL12596,..,0,4,0,0,0,0,0,0,13,..,0,9,7,6,17,22,24,17,101,3,8,0,0,0,4,7,0,0,14,166,86,92,84,93,109,106,55,24,822,..,9,55,82,107,117,138,59,12,576,..,29,48,41,24,32,8,0,0,176,..,0,12,20,19,11,8,3,0,70,324,..,..,..,..,..,..,..,..,324,..,60,..,..,..,..,..,..,..,60,..,31,18,8,7,3,0,0,0,67,..,4,0,0,4,7,5,6,3,25,..,3,3,3,0,0,3,0,0,16,..,0,13,3,3,0,6,0,0,30,..,7,14,13,22,40,47,42,24,201,7,15,0,5,3,8,4,4,0,45,333,162,158,164,191,216,221,115,42,1598
SAL12597,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,9,6,5,3,4,8,3,6,0,45,..,0,9,8,6,7,7,7,0,43,..,0,3,0,0,0,0,0,0,4,..,4,0,0,0,0,0,0,0,3,20,..,..,..,..,..,..,..,..,20,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,3,0,0,6,11,0,0,15,0,0,0,0,0,0,0,0,0,0,20,11,9,7,13,16,16,6,0,101
SAL12598,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,6,5,5,4,4,8,0,0,0,36,..,4,3,0,5,7,4,3,0,24,..,0,0,0,0,0,0,0,0,4,..,0,3,0,0,0,0,0,0,6,15,..,..,..,..,..,..,..,..,15,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,5,0,0,9,0,6,0,0,0,0,0,0,0,6,15,10,12,4,13,11,9,4,0,75
SAL12599,..,88,122,37,41,53,34,6,0,381,..,49,130,105,164,194,212,172,102,1120,29,23,27,18,12,16,15,14,9,158,2994,1897,2645,2047,1687,1536,1003,572,248,14620,..,205,2314,2733,1962,1844,1167,525,104,10853,..,95,353,199,134,83,36,17,0,916,..,19,188,264,333,273,138,123,56,1391,6109,..,..,..,..,..,..,..,..,6109,..,1734,..,..,..,..,..,..,..,1734,..,1148,1211,352,200,85,14,0,0,3014,..,215,265,119,99,161,144,109,67,1180,..,119,232,111,54,43,7,0,0,568,..,294,628,233,131,118,75,25,3,1510,..,93,319,314,350,419,376,256,131,2253,49,50,56,48,34,28,21,19,14,321,6156,3976,5566,4375,3299,3047,1984,1070,379,29849
SAL12600,..,4,16,7,12,7,3,0,0,46,..,0,28,22,36,57,69,73,66,356,8,5,11,4,3,0,5,7,4,49,656,430,461,449,404,352,249,167,103,3272,..,18,351,530,456,394,296,130,28,2206,..,21,102,48,42,22,15,5,0,257,..,10,33,90,87,72,25,24,13,351,1275,..,..,..,..,..,..,..,..,1275,..,420,..,..,..,..,..,..,..,420,..,285,256,77,28,20,4,0,0,669,..,35,46,15,23,23,35,20,15,206,..,14,28,12,7,6,0,0,0,68,..,38,84,34,25,24,9,3,4,214,..,13,57,73,89,116,105,98,83,629,10,13,18,12,7,6,5,11,4,81,1286,865,968,895,767,677,491,287,151,6381
SAL12601,..,0,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,24,11,20,14,14,19,8,11,0,123,..,0,13,21,16,31,23,17,3,126,..,0,7,3,0,0,0,0,0,14,..,0,0,0,5,0,0,0,0,9,54,..,..,..,..,..,..,..,..,54,..,8,..,..,..,..,..,..,..,8,..,8,4,0,0,0,0,0,0,10,..,0,0,0,0,0,0,0,0,6,..,0,4,0,0,0,0,0,0,6,..,0,0,0,0,5,0,0,0,0,..,0,0,0,0,3,6,3,0,12,0,0,0,0,0,0,0,0,0,0,54,16,39,29,25,42,29,22,7,255
SAL12602,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4
SAL12603,..,9,17,13,12,8,10,0,0,64,..,9,15,10,35,57,52,27,14,221,8,11,8,0,4,0,4,5,0,37,443,289,361,281,308,292,219,86,30,2318,..,13,168,283,279,292,243,91,16,1385,..,84,216,99,53,41,17,0,0,515,..,11,70,64,84,48,19,14,3,302,882,..,..,..,..,..,..,..,..,882,..,158,..,..,..,..,..,..,..,158,..,213,90,28,21,0,0,0,0,354,..,38,30,5,19,32,16,13,5,142,..,27,26,11,6,7,7,0,0,80,..,18,44,28,24,26,18,0,0,163,..,23,44,44,69,98,92,42,21,424,19,16,18,8,7,8,3,5,0,76,898,595,697,558,554,549,416,161,52,4488
SAL12604,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,25,..,0,0,6,7,7,11,0,0,32,..,5,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,6,..,..,..,..,..,..,..,..,6,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,6,8,0,3,8,7,12,0,0,50
SAL12605,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,8,5,8,7,4,0,0,58,..,0,6,7,11,15,4,4,0,56,..,0,4,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,24,..,..,..,..,..,..,..,..,24,..,3,..,..,..,..,..,..,..,3,..,4,0,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,4,6,0,0,6,0,0,0,0,0,0,0,0,0,0,24,13,16,7,10,24,6,11,0,112
SAL12606,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,3,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,12
SAL12607,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,3,..,0,3,4,0,0,0,0,0,8,..,0,0,0,0,4,0,0,0,4,..,0,0,0,0,0,0,0,0,0,5,..,..,..,..,..,..,..,..,5,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,4,0,4,0,0,0,19
SAL12608,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,14,..,0,0,0,0,6,3,0,0,10,..,0,0,0,0,0,6,0,0,5,..,0,0,0,0,0,0,0,0,0,4,..,..,..,..,..,..,..,..,4,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,4,8,5,4,0,29
SAL12609,..,0,0,0,0,3,0,0,0,9,..,0,0,0,0,0,0,0,0,13,0,3,0,0,0,0,0,0,0,4,75,31,30,51,34,45,19,10,6,284,..,0,28,69,42,55,25,14,0,235,..,4,23,19,6,19,3,0,0,72,..,0,5,0,3,3,0,0,0,18,135,..,..,..,..,..,..,..,..,135,..,17,..,..,..,..,..,..,..,17,..,26,9,0,0,0,0,0,0,34,..,5,0,0,0,5,0,0,0,11,..,0,0,0,0,4,0,0,0,4,..,0,0,0,3,3,0,0,0,15,..,0,0,3,3,6,5,5,0,33,0,3,0,4,0,0,0,0,0,14,136,55,64,99,72,85,40,22,4,582
SAL12610,..,3,0,0,0,0,0,0,0,0,..,0,0,0,0,0,4,0,0,8,0,0,0,0,0,3,0,0,0,5,27,14,12,30,20,34,26,8,3,169,..,0,7,33,24,40,35,18,0,156,..,5,5,11,3,9,7,0,0,33,..,0,0,4,0,0,0,0,0,11,58,..,..,..,..,..,..,..,..,58,..,18,..,..,..,..,..,..,..,18,..,12,8,5,4,0,0,0,0,26,..,0,0,4,0,0,0,0,3,8,..,0,3,0,0,0,4,0,0,3,..,7,0,0,0,3,4,0,0,13,..,0,0,0,3,9,10,3,0,23,0,4,0,3,0,0,0,0,0,6,58,41,19,53,41,66,54,26,4,353
SAL12611,..,0,0,0,0,0,0,0,0,0,..,0,6,0,0,0,0,5,0,9,0,3,0,0,0,0,0,0,0,6,21,13,11,22,18,16,12,11,0,117,..,0,7,23,27,28,20,11,0,114,..,0,4,13,3,0,4,0,0,24,..,0,0,0,0,0,0,0,0,0,52,..,..,..,..,..,..,..,..,52,..,10,..,..,..,..,..,..,..,10,..,10,0,0,0,0,0,0,0,11,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,8,0,7,4,4,5,0,16,0,3,0,0,0,0,3,0,0,8,52,25,18,34,34,27,26,16,0,237
SAL12612,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,12,5,6,0,22,..,0,6,0,0,9,9,5,0,27,..,0,0,5,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,7,0,15,12,7,3,52
SAL12613,..,0,3,0,0,0,0,0,0,4,..,0,0,0,0,10,11,10,3,38,0,0,5,0,0,0,0,3,0,6,113,79,26,74,111,117,57,40,16,639,..,0,9,110,178,161,90,47,20,615,..,0,0,6,7,19,10,0,0,50,..,0,0,4,14,14,6,8,0,40,252,..,..,..,..,..,..,..,..,252,..,119,..,..,..,..,..,..,..,119,..,35,27,10,3,7,0,0,0,79,..,0,0,0,0,3,4,4,4,19,..,0,3,6,0,0,0,0,0,7,..,0,9,0,0,0,0,0,0,15,..,0,3,0,0,8,15,14,11,55,3,3,7,0,3,0,0,3,0,15,254,169,62,141,211,211,119,77,35,1273
SAL12614,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,8,4,3,17,0,4,0,0,0,6,0,0,0,14,92,60,43,44,76,65,62,32,7,495,..,0,20,55,117,108,93,53,11,454,..,7,21,4,13,5,3,0,0,54,..,0,3,6,9,10,0,4,0,28,180,..,..,..,..,..,..,..,..,180,..,74,..,..,..,..,..,..,..,74,..,49,36,4,0,3,0,0,0,99,..,3,0,6,3,0,7,4,9,29,..,0,11,0,0,3,6,6,0,28,..,0,0,0,0,0,6,0,3,5,..,0,0,0,0,4,16,6,3,35,0,9,0,0,0,5,0,3,0,16,181,146,95,80,152,135,127,72,23,1013
SAL12615,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,4,5,5,5,0,0,35,..,0,0,3,5,0,9,8,0,32,..,0,0,4,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,10,..,..,..,..,..,..,..,..,10,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,3,..,5,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,8,0,14,17,9,13,8,0,70
SAL12616,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,3,0,14,..,0,0,0,5,11,5,4,0,21,..,0,3,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,4,0,0,0,5,0,0,0,3,0,0,0,3,0,8,3,0,7,10,5,5,0,36
SAL12617,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,3,17,0,4,12,3,12,8,0,0,59,..,0,0,6,0,9,8,0,0,30,..,0,4,8,6,7,3,0,0,28,..,0,0,0,0,0,0,0,0,5,21,..,..,..,..,..,..,..,..,21,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,8,..,0,0,0,0,0,6,0,0,3,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,4,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,21,4,4,21,17,19,21,3,0,117
SAL12618,..,4,3,0,4,4,0,0,0,15,..,8,10,19,10,16,9,4,0,71,0,0,9,0,0,3,0,0,0,16,982,401,547,689,392,219,122,39,15,3400,..,12,564,1070,569,301,184,47,8,2753,..,22,78,85,50,25,8,0,0,256,..,3,33,73,71,41,14,6,0,247,2053,..,..,..,..,..,..,..,..,2053,..,466,..,..,..,..,..,..,..,466,..,225,212,45,18,6,0,0,0,508,..,33,29,19,14,34,28,20,7,181,..,5,11,9,3,4,3,0,0,38,..,8,7,3,3,6,4,0,0,37,..,11,26,46,22,22,20,7,0,153,7,3,12,10,0,13,0,0,0,41,2061,790,973,1359,749,441,260,83,19,6741
SAL12619,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,11,..,0,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,5,..,..,..,..,..,..,..,..,5,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,3,0,6,3,0,0,0,12
SAL12620,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,11,3,9,0,0,30,..,0,0,0,3,5,13,3,0,27,..,0,3,0,6,0,4,0,0,13,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,8,..,..,..,..,..,..,..,8,..,0,0,4,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,11,3,4,17,7,11,3,3,70
SAL12621,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,4,0,0,0,12,..,0,4,6,0,10,0,0,0,20,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,4,..,..,..,..,..,..,..,..,4,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,6,4,5,6,10,0,0,0,32
SAL12622,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,8,0,9,0,7,0,7,0,0,25,..,0,5,3,5,0,4,9,0,24,..,0,3,0,0,0,0,0,0,10,..,0,0,0,0,0,0,0,0,0,13,..,..,..,..,..,..,..,..,13,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,13,0,10,3,7,6,6,9,0,48
SAL12623,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,5,10,0,8,15,9,0,0,60,..,0,3,4,16,15,12,0,0,48,..,3,6,6,0,5,0,0,0,20,..,0,0,3,4,0,0,0,0,7,20,..,..,..,..,..,..,..,..,20,..,6,..,..,..,..,..,..,..,6,..,0,3,0,0,0,0,0,0,3,..,0,0,0,0,0,3,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,4,25,7,14,12,27,18,11,4,0,121
SAL12624,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7,9,6,5,11,7,0,0,51,..,0,0,7,6,22,15,4,0,55,..,4,0,0,0,0,0,0,0,10,..,0,0,0,0,0,0,0,0,4,20,..,..,..,..,..,..,..,..,20,..,7,..,..,..,..,..,..,..,7,..,0,4,0,0,0,0,0,0,3,..,0,0,0,0,4,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,5,..,0,3,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,20,10,9,9,9,27,20,3,0,111
SAL12625,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,..,0,0,0,0,4,0,4,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,3
SAL12626,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,3,0,0,0,0,0,0,15,..,0,0,0,6,3,0,0,0,10,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,6,..,..,..,..,..,..,..,..,6,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,6,3,0,0,0,23
SAL12627,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,6,0,0,6,0,5,0,4,0,0,0,0,0,3,3,3,3,8,3,15,9,0,0,47,..,0,0,0,5,3,6,4,0,23,..,0,7,0,4,15,3,0,0,21,..,0,0,3,0,3,0,0,0,5,9,..,..,..,..,..,..,..,..,9,..,0,..,..,..,..,..,..,..,0,..,5,4,0,0,0,0,0,0,10,..,0,0,0,0,0,4,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,4,0,0,0,0,..,0,0,0,0,7,6,3,0,22,0,5,0,4,0,0,0,0,0,7,9,10,8,7,12,34,19,6,0,98
SAL12628,..,0,0,5,0,8,0,4,0,15,..,0,7,11,16,43,37,28,11,165,6,7,6,0,4,0,6,0,0,23,346,209,183,167,190,186,125,85,25,1522,..,16,111,151,145,151,109,63,19,761,..,20,22,26,30,18,4,3,0,131,..,14,44,49,66,58,22,15,5,274,691,..,..,..,..,..,..,..,..,691,..,174,..,..,..,..,..,..,..,174,..,180,116,42,16,14,0,0,0,371,..,25,29,17,19,18,20,14,4,147,..,11,3,5,3,7,4,0,0,35,..,4,3,5,9,13,8,4,0,40,..,12,30,36,66,122,69,47,16,390,6,12,6,11,14,7,7,0,0,56,697,460,371,338,374,401,240,143,48,3070
SAL12629,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,24,22,17,16,32,24,18,10,4,169,..,0,11,17,34,44,26,19,3,162,..,6,11,3,9,3,8,0,0,36,..,0,5,7,4,0,0,0,0,16,47,..,..,..,..,..,..,..,..,47,..,18,..,..,..,..,..,..,..,18,..,21,12,0,0,0,0,0,0,30,..,0,0,4,0,3,0,0,0,13,..,0,0,0,0,3,0,0,0,9,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,6,5,0,12,0,0,5,0,0,0,0,0,0,8,47,39,38,31,51,60,45,25,6,342
SAL12630,..,17,15,5,0,0,0,0,0,35,..,8,30,23,17,25,26,17,3,145,3,3,4,6,0,0,3,0,0,26,60,65,146,131,100,102,88,45,9,742,..,0,43,119,110,125,124,66,15,610,..,14,98,44,35,19,7,3,3,223,..,0,0,8,13,11,0,0,0,32,113,..,..,..,..,..,..,..,..,113,..,42,..,..,..,..,..,..,..,42,..,11,14,6,7,0,0,0,0,37,..,5,12,0,5,0,0,0,0,21,..,0,6,5,0,0,0,0,0,13,..,42,49,10,6,0,0,0,0,101,..,13,66,56,49,63,43,23,3,331,5,14,10,6,0,3,5,0,0,50,113,140,302,256,222,225,189,96,21,1569
SAL12631,..,0,0,0,0,5,5,3,0,11,..,0,5,3,3,17,9,0,4,44,4,7,0,0,0,0,0,0,0,14,121,84,70,87,82,91,55,22,10,615,..,0,50,113,93,83,64,26,9,448,..,17,33,31,20,8,3,0,0,118,..,3,6,8,10,11,7,0,0,52,236,..,..,..,..,..,..,..,..,236,..,47,..,..,..,..,..,..,..,47,..,59,16,11,4,0,0,0,0,94,..,3,5,0,0,0,3,6,0,23,..,8,0,5,0,4,3,0,0,24,..,0,4,0,5,7,12,3,3,31,..,0,10,4,7,30,26,0,3,77,9,6,5,5,0,0,0,0,0,29,244,146,124,175,149,154,123,36,17,1174
