SAL_CODE_2021,P_EducTrain_GD_GC,P_EducTrain_BD,P_EducTrain_AdD_D,P_EducTrain_Cert,P_EducTrain_ID_NS,P_EducTrain_ToT,P_HealthCareSocA_PD,P_HealthCareSocA_GD_GC,P_HealthCareSocA_BD,P_HealthCareSocA_AdD_D,P_HealthCareSocA_Cert,P_HealthCareSocA_ID_NS,P_HealthCareSocA_ToT,P_ArtRecServ_PD,P_ArtRecServ_GD_GC,P_ArtRecServ_BD,P_ArtRecServ_AdD_D,P_ArtRecServ_Cert,P_ArtRecServ_ID_NS,P_ArtRecServ_ToT,P_OthServ_PD,P_OthServ_GD_GC,P_OthServ_BD,P_OthServ_AdD_D,P_OthServ_Cert,P_OthServ_ID_NS,P_OthServ_ToT,P_ID_NS_PD,P_ID_NS_GD_GC,P_ID_NS_BD,P_ID_NS_AdD_D,P_ID_NS_Cert,P_ID_NS_ID_NS,P_ID_NS_ToT,P_ToT_PD,P_ToT_GD_GC,P_ToT_BD,P_ToT_AdD_D,P_ToT_Cert,P_ToT_ID_NS,P_ToT_ToT
SAL12103,0,3,0,5,0,6,0,0,8,10,14,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,5,22,17,47,4,98
SAL12104,4,14,5,6,0,34,0,5,27,17,26,4,74,0,0,0,0,0,0,3,0,0,0,3,18,0,17,0,0,0,0,5,5,5,0,13,61,58,199,11,336
SAL12105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
SAL12106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12107,27,225,34,31,9,608,172,38,346,77,54,9,701,19,0,58,22,30,0,124,9,0,61,24,39,3,137,44,5,68,19,25,33,184,1094,180,2195,566,609,128,4771
SAL12108,12,81,30,24,0,193,37,15,108,30,41,9,236,3,0,12,3,3,0,25,4,0,19,15,49,5,100,11,0,18,18,36,7,94,207,56,608,331,678,47,1921
SAL12109,4,13,0,0,5,23,6,6,24,6,8,0,47,0,0,0,0,0,0,0,0,0,3,0,10,0,11,0,0,3,0,3,0,6,15,10,72,33,76,5,208
SAL12110,0,5,0,0,0,11,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,3,0,18,13,28,4,70
SAL12111,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7,18,0,43
SAL12112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL12114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
SAL12115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12116,0,5,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,9,0,22
SAL12117,4,23,7,14,0,53,3,0,24,20,33,0,78,0,0,0,0,0,0,5,0,0,0,4,16,0,19,0,0,3,0,7,3,10,14,7,61,56,211,15,361
SAL12118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12119,0,0,0,0,0,6,0,4,0,0,0,0,13,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,18,15,48,5,89
SAL12120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12121,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,0,8,0,13
SAL12122,0,5,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,5,0,19
SAL12123,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,6,8,10,3,28
SAL12124,47,168,38,36,3,387,76,42,197,73,70,8,464,0,3,9,10,5,0,26,0,4,12,18,50,0,80,8,4,20,9,28,4,69,299,145,817,442,794,56,2552
SAL12125,35,123,36,45,0,303,50,24,127,65,70,3,335,0,0,6,0,4,0,16,0,0,5,6,34,0,52,0,0,15,4,18,4,45,168,94,530,330,669,48,1828
SAL12126,0,16,3,4,0,37,9,5,26,11,5,0,69,0,0,0,0,0,0,5,0,0,0,3,7,0,5,0,0,4,0,3,0,9,35,12,104,59,90,8,300
SAL12127,0,10,7,4,0,25,4,0,7,8,15,5,41,0,0,0,0,0,0,3,0,0,0,0,4,0,8,0,0,0,0,4,0,4,11,4,39,27,88,16,180
SAL12128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12129,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,18,0,30
SAL12130,0,3,0,0,0,9,0,0,3,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,21,12,43,0,88
SAL12131,0,0,0,0,0,5,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,3,7,0,0,6,8,19,6,38
SAL12132,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,7,0,19
SAL12133,4,30,9,11,0,72,18,7,24,23,27,3,94,0,0,0,0,0,0,6,0,0,0,0,16,0,16,0,0,0,6,10,3,17,49,20,138,106,218,14,537
SAL12134,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,14,0,18
SAL12135,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,10,6,19
SAL12136,0,0,4,3,0,10,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,33,0,55
SAL12137,26,179,22,22,8,388,220,25,333,47,23,12,672,5,0,24,3,0,3,37,18,8,40,16,12,3,94,48,0,73,21,11,14,165,1217,184,2029,394,261,96,4177
SAL12138,10,75,17,18,9,181,48,7,97,20,25,7,200,0,0,3,0,4,0,14,3,0,14,15,21,3,55,17,0,29,12,7,3,66,380,69,762,251,241,40,1748
SAL12139,23,108,28,42,8,236,26,22,138,113,192,15,495,0,0,6,6,8,0,21,4,0,5,8,71,3,93,0,0,8,13,36,5,67,76,66,433,344,1122,74,2112
SAL12140,0,0,3,0,0,4,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,10,12,24,7,47
SAL12141,6,9,0,0,0,15,8,9,12,5,5,0,34,0,0,0,0,0,0,4,0,0,6,0,0,0,6,0,0,0,3,5,0,11,21,18,68,29,40,4,183
SAL12142,9,15,0,0,0,33,11,3,11,0,3,0,40,0,0,4,0,0,0,4,0,0,3,0,5,0,13,0,0,0,0,6,0,5,35,21,100,39,82,0,273
SAL12143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8
SAL12145,0,10,7,9,0,24,7,0,7,5,18,4,38,0,0,0,0,0,0,0,0,0,0,0,17,0,17,0,0,0,0,3,0,5,8,0,37,31,160,9,250
SAL12146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,7
SAL12147,0,0,0,0,0,9,0,0,3,4,7,0,12,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,3,0,11,6,22,0,46
SAL12148,0,4,0,4,0,7,0,0,4,5,4,0,19,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,4,0,6,0,0,15,15,39,8,76
SAL12149,11,105,34,45,7,235,48,28,159,83,143,8,467,0,0,3,9,9,0,18,4,0,16,16,56,0,92,0,3,11,10,30,12,68,143,63,540,364,884,58,2057
SAL12150,3,7,4,0,0,23,0,0,10,4,6,4,18,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,4,7,4,32,17,45,8,117
SAL12151,0,0,0,3,0,3,0,0,4,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,0,22,0,29
SAL12152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL12153,11,46,11,14,0,93,5,9,56,29,44,4,142,0,0,0,0,3,0,3,0,0,4,3,23,0,36,3,0,0,4,6,7,8,34,33,161,122,291,17,650
SAL12154,0,8,0,0,0,9,0,0,4,3,4,0,12,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,15,11,32,0,61
SAL12155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12156,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,14
SAL12157,32,216,47,53,4,446,78,30,184,97,87,16,490,5,0,3,0,9,3,21,3,0,21,16,69,6,117,17,0,35,12,49,12,124,459,133,1130,540,990,113,3373
SAL12158,18,67,21,30,4,172,15,14,59,27,39,3,161,0,0,4,3,10,0,22,0,0,0,9,31,0,40,3,0,12,8,14,3,47,141,54,354,220,440,41,1246
SAL12159,0,0,0,0,0,7,0,0,5,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,3,4,6,19,0,43
SAL12160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,0,10
SAL12161,5,13,0,4,0,21,4,0,6,4,5,0,22,0,0,0,0,3,0,5,0,0,0,0,16,0,14,0,0,0,0,5,0,5,10,9,27,28,112,0,192
SAL12162,41,191,62,54,4,414,89,35,202,88,106,9,528,4,0,17,10,16,3,47,3,3,15,22,42,3,88,6,0,32,21,24,15,109,246,117,858,494,890,110,2713
SAL12163,0,5,0,3,0,10,0,0,3,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,4,15,8,35,4,72
SAL12164,48,257,55,36,6,776,213,53,402,96,71,21,844,14,3,46,17,22,6,107,21,0,51,22,52,5,148,47,3,74,26,28,20,198,1345,185,2263,659,720,152,5316
SAL12165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL12166,29,175,60,40,3,409,93,19,220,70,73,18,477,10,0,26,7,9,0,54,10,0,31,18,85,6,154,12,5,60,32,32,27,171,493,116,1580,695,931,116,3936
SAL12167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7
SAL12168,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,9,0,18
SAL12169,0,0,0,3,0,6,0,4,0,0,6,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,30,9,32,4,84
SAL12170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SAL12171,15,93,37,43,4,292,94,38,258,105,184,11,682,6,0,7,10,9,0,33,6,0,19,13,55,0,91,10,5,24,13,45,25,124,373,81,841,470,1078,103,2946
SAL12172,4,26,10,9,0,62,10,4,22,13,16,6,63,0,0,0,0,0,0,0,0,0,3,4,23,0,27,0,0,0,3,5,3,14,18,17,82,74,190,8,385
SAL12173,0,3,0,0,0,10,3,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,7,6,4,19,15,23,7,73
SAL12174,0,0,0,4,0,4,0,0,0,0,5,0,9,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,13,9,36,3,67
SAL12175,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,10
SAL12176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5
SAL12178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL12179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,4,0,20
SAL12180,0,12,3,3,0,25,3,5,11,7,7,0,31,0,0,0,0,0,0,3,0,0,0,0,13,0,13,0,0,7,0,4,0,11,25,7,79,43,95,3,259
SAL12181,43,220,45,60,3,471,86,27,262,126,96,12,616,8,0,22,13,24,0,72,11,4,36,30,95,4,176,20,9,49,35,68,21,193,465,150,1427,773,1279,115,4216
SAL12182,11,67,7,0,4,151,56,22,98,9,14,3,198,6,0,15,0,0,0,31,9,0,8,5,6,0,27,8,0,49,3,6,3,74,477,107,889,151,134,40,1793
SAL12183,0,3,0,0,0,14,0,0,8,4,10,0,24,0,0,0,0,3,0,3,0,0,0,0,8,0,6,0,0,0,0,5,4,7,10,0,16,23,114,11,175
SAL12184,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5
SAL12185,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,8,10,0,27
SAL12186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,9
SAL12187,4,8,0,0,0,10,0,0,6,3,5,0,11,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,32,13,20,0,74
SAL12188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,8
SAL12189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12190,20,155,47,29,6,382,325,57,675,201,146,45,1450,9,0,43,13,13,0,85,25,3,46,30,57,13,167,44,5,93,70,45,37,292,1423,182,2753,1028,944,240,6573
SAL12191,5,33,10,4,0,70,30,3,49,12,11,5,104,0,0,3,4,0,0,9,4,0,6,6,12,0,30,0,0,6,7,4,3,21,107,26,288,110,159,22,713
SAL12192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9
SAL12193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL12194,4,16,7,5,0,41,5,4,24,14,13,0,59,0,0,0,0,0,0,5,0,0,3,0,5,0,9,0,0,4,0,4,0,7,33,18,103,66,99,11,322
SAL12195,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7
SAL12196,0,28,3,22,0,76,8,7,39,55,93,5,211,0,0,0,3,4,0,4,0,0,4,4,38,0,44,0,0,0,5,27,8,37,39,13,120,128,526,26,857
SAL12197,4,4,0,0,0,20,0,0,6,4,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,10,10,27,19,43,6,116
SAL12198,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL12199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12200,0,7,4,0,0,13,0,0,7,0,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,13,7,23,6,52
SAL12201,0,0,5,0,0,3,0,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,14,27,47,6,92
SAL12202,36,154,41,61,9,365,49,28,174,103,147,15,512,0,0,3,0,0,0,6,0,0,9,19,78,0,117,3,0,10,5,52,6,81,169,96,627,322,1009,63,2288
SAL12203,8,37,13,25,0,97,8,9,43,26,66,3,158,0,0,0,0,3,0,6,0,4,0,0,19,0,33,0,0,3,3,12,4,22,23,24,117,104,413,18,696
SAL12204,0,0,0,4,0,4,0,0,0,6,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,14,46,5,72
SAL12205,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,4,0,10,0,24
SAL12206,18,79,14,18,3,144,22,25,97,34,52,0,233,0,0,6,3,0,0,12,0,0,0,8,24,0,47,4,0,4,6,11,12,36,76,56,331,177,338,23,1005
SAL12207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12208,25,109,18,18,3,220,53,14,149,72,63,3,351,4,0,9,4,0,0,15,0,0,8,14,31,0,60,4,0,11,7,11,5,34,169,71,546,259,466,30,1545
SAL12209,4,28,3,13,6,73,21,3,44,24,8,0,100,0,0,0,0,4,0,4,0,0,0,3,14,0,21,0,3,0,0,6,0,12,65,24,156,86,138,8,470
SAL12210,0,6,0,0,0,5,0,0,6,4,8,0,22,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,3,0,8,5,3,20,8,59,5,105
SAL12211,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,5,0,7,0,13,3,27
SAL12212,0,4,0,0,0,3,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,4,0,5,11,7,32,0,54
SAL12213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,7
SAL12214,0,3,4,0,4,16,0,0,11,7,6,0,28,0,0,0,0,0,0,0,0,0,0,0,6,0,10,0,0,5,0,4,0,4,12,0,39,38,80,9,176
SAL12215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12216,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,23
SAL12217,0,10,7,5,0,24,8,5,12,10,17,0,48,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,3,9,3,7,13,8,35,35,103,8,198
SAL12218,0,0,0,5,0,4,0,0,0,3,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,22,5,28
SAL12219,0,3,0,5,0,10,0,0,4,0,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,11,0,39,3,57
SAL12220,0,5,0,0,0,4,0,0,0,0,4,0,12,0,0,0,0,0,0,0,0,0,0,0,7,0,8,0,0,0,0,0,0,0,0,0,6,7,29,0,46
SAL12221,0,4,0,0,0,10,0,0,5,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,9,3,21,0,34
SAL12222,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,6,10,0,15
SAL12223,0,14,4,5,0,38,3,4,18,13,6,0,48,0,0,0,0,0,0,0,0,0,0,0,16,0,18,0,0,5,0,0,0,3,18,8,75,48,135,11,295
SAL12224,10,35,15,16,0,82,6,6,23,25,24,6,95,0,0,3,5,13,0,18,4,0,9,4,35,0,43,0,0,5,3,35,8,45,32,23,144,187,425,34,849
SAL12225,3,25,0,0,0,47,27,6,36,11,0,0,80,10,0,10,4,7,0,25,0,0,5,5,3,0,20,7,0,13,0,6,6,29,195,37,343,94,49,24,738
SAL12226,22,69,17,30,4,165,18,10,55,31,23,5,141,0,0,5,4,7,0,14,3,3,10,5,23,0,49,0,0,13,12,26,0,54,95,44,284,197,503,42,1164
SAL12227,9,27,9,16,3,81,6,10,34,12,23,0,81,0,0,3,3,0,0,7,0,0,0,4,16,0,24,0,0,4,4,14,0,26,51,31,142,98,207,23,545
SAL12228,8,11,0,0,0,28,9,0,18,3,8,0,37,0,0,0,0,0,0,3,0,0,0,3,10,0,7,0,0,4,6,0,0,11,21,9,76,49,113,6,276
SAL12229,15,43,17,30,0,122,8,10,70,50,177,19,329,0,0,0,0,4,0,6,0,0,4,15,75,6,95,0,0,3,6,34,5,52,31,34,214,196,985,56,1512
SAL12230,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,8,4,15,5,27
SAL12231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,4
SAL12232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,8
SAL12233,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,17,0,23
SAL12234,3,8,4,4,0,27,3,0,12,0,10,3,27,0,0,0,0,0,0,6,0,0,5,8,7,0,16,3,0,4,0,4,0,17,19,3,87,44,85,17,258
SAL12235,0,16,3,0,0,34,14,0,19,6,3,0,45,0,0,5,0,0,0,9,4,0,0,0,3,0,10,0,0,3,0,4,0,14,44,15,179,58,67,13,371
SAL12236,0,0,0,0,0,3,0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,16,3,30
SAL12237,5,20,6,16,0,53,5,5,34,27,43,6,122,0,0,0,0,0,0,7,0,0,0,6,16,0,26,0,0,0,0,7,0,12,16,20,87,69,235,21,442
SAL12238,0,7,0,0,0,20,4,3,0,3,7,0,11,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3,5,13,0,38,14,35,3,106
SAL12239,7,3,0,0,0,6,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,6,5,5,5,34,0,61
SAL12240,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,12,12,24,0,57
SAL12241,0,3,5,4,0,18,0,0,11,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,6,0,11,0,0,0,0,3,0,11,7,3,19,16,52,4,105
SAL12242,3,0,0,0,0,5,0,0,5,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,15,3,21,0,48
SAL12243,0,6,0,0,0,9,0,0,11,4,4,4,25,0,0,0,0,0,0,0,0,0,0,0,9,0,6,0,0,0,0,0,0,0,11,0,21,27,60,13,137
SAL12244,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,4,6,0,19
SAL12245,0,7,0,0,0,10,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,3,25,14,34,4,97
SAL12246,43,142,41,68,3,344,43,14,147,86,153,13,462,0,0,7,0,9,0,15,0,0,5,21,83,0,119,3,0,10,5,50,9,71,125,93,516,346,1065,59,2208
SAL12247,0,3,0,0,0,13,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,14,16,28,4,81
SAL12248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SAL12249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12250,6,31,7,15,0,67,3,4,10,13,10,0,37,0,0,0,0,0,0,0,0,0,0,5,10,0,15,0,0,0,0,5,9,8,13,12,59,39,148,17,292
SAL12251,14,86,20,35,5,186,16,13,66,47,93,15,233,0,0,4,3,0,0,8,0,0,9,14,46,0,64,5,0,6,5,13,5,33,56,31,273,195,600,36,1192
SAL12252,4,0,5,0,0,12,5,3,5,4,8,0,26,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,4,0,0,7,3,11,25,20,64,5,127
SAL12253,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0,10
SAL12254,0,6,0,0,0,5,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,4,28,10,12,0,57
