SAL_CODE_2021,P_EducTrain_GD_GC,P_EducTrain_BD,P_EducTrain_AdD_D,P_EducTrain_Cert,P_EducTrain_ID_NS,P_EducTrain_ToT,P_HealthCareSocA_PD,P_HealthCareSocA_GD_GC,P_HealthCareSocA_BD,P_HealthCareSocA_AdD_D,P_HealthCareSocA_Cert,P_HealthCareSocA_ID_NS,P_HealthCareSocA_ToT,P_ArtRecServ_PD,P_ArtRecServ_GD_GC,P_ArtRecServ_BD,P_ArtRecServ_AdD_D,P_ArtRecServ_Cert,P_ArtRecServ_ID_NS,P_ArtRecServ_ToT,P_OthServ_PD,P_OthServ_GD_GC,P_OthServ_BD,P_OthServ_AdD_D,P_OthServ_Cert,P_OthServ_ID_NS,P_OthServ_ToT,P_ID_NS_PD,P_ID_NS_GD_GC,P_ID_NS_BD,P_ID_NS_AdD_D,P_ID_NS_Cert,P_ID_NS_ID_NS,P_ID_NS_ToT,P_ToT_PD,P_ToT_GD_GC,P_ToT_BD,P_ToT_AdD_D,P_ToT_Cert,P_ToT_ID_NS,P_ToT_ToT
SAL11034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5
SAL11035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL11036,31,80,37,44,5,222,25,17,87,51,93,4,283,0,0,6,6,8,3,18,4,0,8,8,62,0,75,0,0,4,12,28,11,67,154,80,478,322,934,71,2036
SAL11037,0,0,4,0,0,6,0,0,3,6,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,13,8,15,0,36
SAL11038,0,0,0,0,0,4,5,0,0,4,6,0,14,0,0,0,0,0,0,4,0,0,0,0,3,0,9,0,0,0,0,7,4,11,11,3,17,24,57,3,116
SAL11039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL11040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL11041,0,3,5,0,0,19,0,0,3,8,0,0,17,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,3,0,4,0,4,28,17,87,3,136
SAL11042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,9
SAL11043,14,55,21,25,7,133,8,0,43,33,56,0,150,0,0,9,0,9,0,11,3,0,3,5,23,4,33,0,0,0,0,14,4,19,51,20,170,124,407,29,796
SAL11044,5,42,15,26,3,107,0,4,32,23,39,3,99,0,0,0,0,0,0,0,0,0,0,0,22,0,20,0,0,3,0,12,10,19,31,11,124,76,259,25,529
SAL11045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL11046,0,3,6,0,0,11,5,0,4,3,5,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,3,10,7,19,17,43,0,90
SAL11047,0,6,4,4,0,15,0,0,4,16,17,0,42,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,8,0,9,5,4,15,35,91,12,158
SAL11048,0,0,0,0,0,0,0,0,0,4,7,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,8,10,30,0,52
SAL11049,0,9,0,0,0,11,4,0,16,3,5,0,21,0,0,0,0,0,0,4,0,0,0,0,3,0,6,0,0,12,0,0,6,13,15,5,80,19,30,6,147
SAL11050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL11051,0,3,0,0,0,10,14,0,16,0,0,6,39,0,0,3,0,0,0,8,0,0,0,0,0,0,3,0,0,0,3,3,0,5,22,8,72,35,28,3,165
SAL11052,18,145,31,45,5,329,58,30,168,92,143,22,513,0,0,9,3,8,0,23,6,3,32,18,72,5,132,12,0,14,5,33,12,70,197,66,544,347,980,60,2200
SAL11053,18,76,27,42,9,184,15,18,63,71,132,20,312,0,0,0,6,6,0,13,0,3,3,3,49,5,67,0,0,6,10,41,12,69,47,52,281,263,889,95,1631
SAL11054,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,16,22,0,39
SAL11055,0,3,0,0,0,7,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,3,28,8,47
SAL11056,9,79,22,12,0,155,29,19,86,31,36,5,204,4,0,9,3,6,0,21,0,3,4,9,20,0,31,4,0,9,9,21,0,44,111,50,360,187,334,25,1072
SAL11057,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,19,0,23
SAL11058,0,0,0,0,0,5,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,3,14,0,25
SAL11059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,12
SAL11060,0,0,0,0,0,3,0,0,0,3,11,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,9,35,3,49
SAL11061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,5
SAL11062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL11063,0,12,6,5,0,26,0,0,15,18,36,5,74,0,0,0,0,0,0,0,0,0,0,0,12,0,17,0,0,4,0,9,0,11,3,9,38,39,168,14,280
SAL11064,0,0,0,0,0,3,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,18,0,31
SAL11065,0,17,3,4,0,30,3,0,16,18,24,0,68,0,0,5,0,0,0,7,0,0,0,0,9,0,9,0,0,0,0,3,0,7,8,10,72,45,142,9,282
SAL11066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL11067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SAL11068,0,0,0,5,0,8,0,0,4,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,3,3,0,7,10,29,4,50
SAL11069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL11070,29,117,42,38,5,297,59,19,114,72,54,8,317,0,0,3,0,9,0,14,10,0,18,5,40,0,74,8,0,15,8,22,4,52,238,79,531,315,586,41,1790
SAL11071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3,0,11
SAL11072,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,11,0,28
SAL11073,9,33,8,17,0,71,7,4,38,21,32,8,104,0,0,3,0,0,0,3,0,0,0,6,9,0,19,0,0,0,4,9,9,15,29,20,124,96,256,42,572
SAL11074,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,11,0,32
SAL11075,20,69,34,30,4,186,24,13,76,56,63,16,250,0,3,3,0,12,0,16,4,5,5,13,40,3,70,0,0,4,8,20,3,40,121,68,358,334,655,50,1589
SAL11076,0,5,3,0,0,18,3,5,6,3,3,0,24,0,0,0,0,0,0,0,0,0,0,0,7,0,8,0,0,0,4,0,0,4,13,7,36,18,42,8,124
SAL11077,0,0,0,3,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,11
SAL11078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9
SAL11079,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,10,0,18
SAL11080,21,62,19,32,0,148,10,18,57,51,106,4,252,0,0,0,6,8,0,8,0,0,7,14,61,0,85,3,5,6,8,33,7,56,45,51,234,213,826,50,1424
SAL11081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL11082,33,124,27,40,0,303,55,17,169,93,130,13,473,3,0,20,11,5,0,31,5,0,13,14,76,0,104,4,0,14,12,38,6,77,213,84,649,397,943,53,2344
SAL11083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL11084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,12
SAL11085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,4,9,7,4,33
SAL11086,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,3,9,0,13,5,8,0,31
SAL11087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4
SAL11088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,5
SAL11089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,12
SAL11090,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,9,0,29
SAL11091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4
SAL11092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL11093,4,3,0,0,0,10,3,0,7,4,9,0,17,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,6,0,3,8,0,16,12,57,3,99
SAL11094,0,6,4,6,0,25,0,0,9,13,31,5,53,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,10,4,9,0,3,25,45,155,16,243
SAL11095,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,5,5,9,0,23
SAL11096,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,12
SAL11097,3,16,3,6,0,40,8,3,13,6,17,0,51,0,0,6,0,0,0,4,0,0,0,0,13,0,20,0,0,5,3,5,0,9,28,14,85,27,88,5,246
SAL11098,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,4,21,0,27
SAL11099,29,141,40,64,7,317,11,24,111,111,211,33,497,0,0,5,0,6,4,17,0,0,11,12,89,6,112,4,0,5,5,51,25,82,81,82,445,369,1344,168,2492
SAL11100,0,5,0,0,0,5,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,4,14
SAL11101,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
SAL11102,0,10,3,0,0,22,0,0,3,11,6,0,19,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,3,3,12,5,3,21,16,62,10,115
SAL11103,0,6,0,0,0,6,0,0,0,0,0,0,3,0,0,5,0,3,0,9,0,0,0,0,0,0,0,3,0,0,0,0,4,5,11,3,31,11,32,3,92
SAL11104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,13
SAL11105,37,221,91,107,4,585,57,42,229,151,261,16,760,0,0,12,9,26,5,59,4,0,22,23,196,0,251,11,0,20,22,102,21,175,319,140,1030,840,2515,144,4991
SAL11106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL11107,0,0,0,0,0,3,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,5,4,12,7,27
SAL11108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,8
SAL11109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,5,0,0,4,3,3,18
SAL11110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,13
SAL11111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL11112,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,9
SAL11113,36,196,35,23,6,458,170,35,311,62,42,14,637,13,3,41,9,15,0,82,19,9,43,33,36,3,136,35,4,109,19,19,18,208,1245,281,2716,660,497,124,5528
SAL11114,9,25,12,6,3,85,41,9,74,14,6,4,153,10,0,8,8,0,0,26,6,0,8,4,6,0,22,4,0,30,3,0,3,46,273,56,537,131,67,16,1079
SAL11115,6,51,16,14,0,91,11,0,29,21,21,4,87,4,0,3,4,0,0,5,0,0,0,0,9,0,14,0,0,0,0,9,6,18,31,20,139,82,206,23,496
SAL11116,15,58,10,15,0,133,54,12,96,50,55,5,283,3,5,8,0,11,3,34,7,0,7,12,38,3,67,12,0,24,9,29,9,85,335,76,526,330,587,67,1918
SAL11117,0,4,3,8,0,27,8,0,22,17,38,7,89,0,0,0,0,0,0,0,0,0,4,4,12,0,18,0,0,10,0,13,11,37,21,11,71,64,179,28,374
SAL11118,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,9
SAL11119,23,142,49,46,6,313,50,27,126,71,109,13,397,0,5,9,11,7,0,37,11,0,15,25,63,4,116,3,0,38,25,34,12,115,274,108,1014,555,903,80,2940
SAL11120,81,403,102,97,16,856,151,49,456,200,156,39,1043,10,6,62,25,33,0,142,22,4,52,50,127,8,272,18,6,86,51,92,22,274,801,290,2685,1378,2325,245,7724
SAL11121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,0,10
SAL11122,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,13,24,4,59
SAL11123,0,0,0,0,0,0,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,13,5,27
SAL11124,9,31,5,14,0,75,4,0,30,32,58,3,129,0,0,0,0,3,0,5,0,0,8,10,34,0,49,0,0,0,0,4,0,11,24,20,110,110,369,23,648
SAL11125,3,0,0,0,0,8,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,7,7,23,0,36
SAL11126,0,0,0,0,0,7,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,11,0,42
SAL11127,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,9
SAL11128,0,13,0,8,0,22,0,0,7,11,13,0,33,0,0,0,0,0,0,0,0,0,3,0,11,0,11,0,0,0,0,6,0,6,4,8,32,31,88,6,166
SAL11129,4,13,0,4,0,26,0,0,16,14,13,0,37,0,0,0,0,0,0,0,0,0,0,0,7,0,11,0,0,3,0,0,0,6,14,5,64,38,90,5,211
SAL11130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL11131,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,11,0,28
SAL11132,23,89,14,9,0,210,102,23,174,31,31,3,357,8,0,16,0,8,0,35,10,3,27,9,21,0,77,18,5,59,15,7,9,110,667,144,1390,303,240,54,2805
SAL11133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,11,3,9,0,22
SAL11134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL11135,38,195,34,41,8,514,106,31,259,74,74,19,573,8,0,34,3,8,4,58,13,0,41,16,33,0,113,27,6,62,24,25,16,161,890,181,1782,489,567,118,4022
SAL11136,36,235,45,46,8,518,98,30,253,100,80,6,570,8,4,23,8,7,0,48,7,6,39,19,66,9,148,14,3,28,28,30,21,124,573,136,1444,613,804,125,3702
SAL11137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,9,4,16
SAL11138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
SAL11139,0,3,0,4,0,5,0,0,7,0,3,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,3,4,4,0,7,0,0,24,11,34,0,77
SAL11140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,9
SAL11141,0,11,4,3,0,17,0,0,5,6,6,0,21,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,8,3,12,8,4,36,34,103,7,181
SAL11142,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,23
SAL11143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL11144,4,25,8,4,0,47,13,8,20,17,15,0,68,0,0,0,0,0,0,5,0,0,0,4,0,0,10,0,0,5,0,10,0,15,22,13,93,58,136,8,333
SAL11145,0,0,0,0,0,9,0,0,8,3,6,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,10,0,4,28,17,51,5,102
SAL11146,5,3,0,0,0,9,0,0,6,0,10,0,11,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,5,5,13,8,49,5,81
SAL11147,21,38,18,14,5,115,14,9,54,31,50,9,157,0,0,0,0,10,0,9,0,0,4,0,19,0,32,0,0,5,0,16,0,26,58,43,173,140,401,14,834
SAL11148,4,23,9,12,0,54,0,0,15,11,22,9,63,0,0,0,0,0,0,0,0,0,0,0,15,0,12,0,0,0,3,9,0,13,16,6,76,67,192,22,372
SAL11149,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,31,4,36
SAL11150,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,9,0,20
SAL11151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,10
SAL11152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,5,0,20
SAL11153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5
SAL11154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,9
SAL11155,5,65,13,21,0,118,22,15,75,37,38,0,182,0,0,0,3,4,0,6,0,0,7,6,39,0,48,0,0,6,0,14,3,26,52,31,253,136,336,23,840
SAL11156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7
SAL11157,0,3,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,5,9,47,3,71
SAL11158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SAL11159,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,16,0,27
SAL11160,3,7,0,5,4,29,0,0,4,4,3,0,11,0,0,0,0,0,0,0,0,0,5,0,3,0,8,0,0,0,0,0,0,0,9,7,21,24,61,5,119
SAL11161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL11162,7,23,17,22,0,67,4,4,33,24,66,3,142,0,0,0,0,5,0,5,0,0,4,3,23,4,32,0,0,0,4,9,0,18,20,18,80,85,310,18,530
SAL11163,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,5,3,12,0,20
SAL11164,0,0,0,0,0,5,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,14,9,10,0,39
SAL11165,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,9,9,13,0,45
SAL11166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4
SAL11167,0,3,0,0,0,10,0,0,9,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,6,26,0,51
SAL11168,8,42,8,7,0,95,25,11,55,15,8,3,115,0,0,10,7,3,0,21,4,0,5,9,12,0,29,5,0,8,4,7,3,36,163,41,426,124,177,24,947
SAL11169,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3
SAL11170,0,15,0,6,0,24,0,3,7,10,12,5,32,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,5,6,9,3,3,30,24,101,14,182
SAL11171,3,7,3,3,0,14,5,0,6,4,12,0,18,0,0,0,0,0,0,0,0,0,0,5,3,0,11,0,0,0,0,0,0,0,10,4,22,21,75,4,136
SAL11172,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,10
SAL11173,0,4,3,3,0,10,0,0,3,11,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,4,7,0,18,14,54,5,102
SAL11174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL11175,0,0,0,0,0,3,0,3,3,0,3,0,12,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,3,10,0,19,7,30,0,62
SAL11176,16,89,26,38,0,219,20,20,95,68,85,8,301,0,0,8,5,7,0,21,0,0,10,10,74,0,89,0,0,10,11,34,4,55,113,50,363,345,911,44,1826
SAL11177,5,6,3,0,0,14,0,3,4,5,3,0,11,0,0,0,0,0,0,3,0,0,0,0,4,0,4,0,0,0,0,4,0,3,15,12,25,26,71,0,142
SAL11178,0,3,0,3,0,8,0,0,4,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,20,8,29,3,78
SAL11179,0,0,0,0,0,10,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,13,8,27,0,51
SAL11180,0,0,0,0,0,0,0,0,4,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,12,0,27
SAL11181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL11182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,12,0,11
SAL11183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,0,13
SAL11184,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,13
SAL11185,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,11
