SAL_CODE_2021,P_OthServ_0,P_OthServ_1_19,P_OthServ_20_29,P_OthServ_30_34,P_OthServ_35_39,P_OthServ_40_44,P_OthServ_45_49,P_OthServ_50_over,P_OthServ_hours_NS,P_OthServ_Tot,P_ID_NS_0,P_ID_NS_1_19,P_ID_NS_20_29,P_ID_NS_30_34,P_ID_NS_35_39,P_ID_NS_40_44,P_ID_NS_45_49,P_ID_NS_50_over,P_ID_NS_hours_NS,P_ID_NS_Tot,P_Tot_0,P_Tot_1_19,P_Tot_20_29,P_Tot_30_34,P_Tot_35_39,P_Tot_40_44,P_Tot_45_49,P_Tot_50_over,P_Tot_hours_NS,P_Tot_Tot
SAL10842,8,9,9,16,56,28,7,19,3,161,12,11,13,14,58,38,4,22,33,207,205,469,497,486,950,627,169,390,104,3893
SAL10843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,17,11,4,12,24,14,34,9,121
SAL10844,0,13,3,0,0,7,0,6,0,41,8,9,11,0,5,9,0,6,4,47,96,176,136,74,137,257,63,236,10,1176
SAL10845,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,11,3,8,17,13,15,13,3,91
SAL10846,107,106,44,25,80,94,17,42,8,526,65,91,61,30,156,213,39,81,102,843,1709,2729,1913,1045,3747,4790,1033,2158,226,19349
SAL10847,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,10,6,3,17,4,4,17,0,68
SAL10848,4,6,3,3,4,0,0,7,0,28,4,4,11,0,3,10,4,15,3,53,100,234,170,94,136,289,102,326,18,1449
SAL10849,3,9,7,3,6,10,0,4,0,37,3,6,5,0,8,0,0,4,8,24,69,116,64,53,86,108,17,76,13,602
SAL10850,4,11,11,10,14,9,0,3,0,59,3,10,3,3,8,13,0,12,11,68,87,300,225,164,214,305,83,243,19,1638
SAL10851,64,26,25,9,40,35,11,13,3,227,50,28,30,17,66,52,9,12,59,326,961,814,619,380,1502,1175,255,429,138,6266
SAL10852,0,6,4,3,7,5,3,0,0,31,0,10,3,0,4,7,0,0,10,42,57,153,107,100,160,127,34,60,24,815
SAL10853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL10854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,10,0,8,11,0,8,0,47
SAL10855,12,12,9,4,7,9,3,6,4,64,9,13,7,5,12,11,0,4,15,70,139,180,166,88,251,254,63,134,28,1299
SAL10856,7,3,4,0,6,0,3,0,0,20,0,4,0,0,0,0,0,3,0,15,36,68,55,39,94,105,27,52,4,482
SAL10857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,10,0,22
SAL10858,13,3,4,0,8,8,0,6,0,34,3,3,0,0,0,10,0,3,4,23,86,102,45,34,76,120,23,85,13,580
SAL10859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,3,0,8
SAL10860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,3,0,8,0,27
SAL10861,3,15,8,9,12,10,4,0,0,56,3,11,4,0,13,7,4,3,13,63,116,292,238,152,339,316,102,142,27,1726
SAL10862,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,6,28,26,25,9,28,51,18,43,5,220
SAL10863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,12,11,8,11,8,0,10,0,70
SAL10864,29,20,13,7,18,15,7,4,0,122,11,16,13,12,26,20,4,6,22,129,509,398,273,211,694,602,102,235,66,3083
SAL10865,8,4,0,0,0,0,4,3,0,24,0,5,0,0,9,8,0,0,0,19,77,54,36,10,57,63,13,39,5,362
SAL10866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,12,10,3,4,13,6,10,0,60
SAL10867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,13
SAL10868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10869,0,0,0,0,4,3,0,0,0,3,0,0,0,0,4,0,0,0,0,7,5,28,24,17,26,23,10,9,0,133
SAL10870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,3,10,15,17,18,7,18,7,95
SAL10871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10872,7,11,0,0,6,0,0,0,0,29,0,12,6,0,5,13,6,7,11,57,110,169,108,72,230,343,84,224,16,1362
SAL10873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,3,0,18
SAL10874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,8,0,0,0,24
SAL10875,0,0,0,0,0,0,0,0,0,6,0,0,6,4,0,0,0,0,0,12,12,24,22,7,15,22,5,26,5,139
SAL10876,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10,34,23,9,24,21,8,17,4,139
SAL10877,25,41,27,18,57,48,9,15,0,241,14,19,17,17,50,39,13,20,60,260,475,873,632,459,1114,995,291,542,127,5499
SAL10878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10879,13,4,0,0,12,6,6,3,0,35,7,5,0,0,11,9,0,3,7,38,89,123,78,64,183,141,35,70,10,793
SAL10880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,5,8,0,37
SAL10881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,4,0,3,0,23
SAL10882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,4,9,0,0,0,0,21
SAL10883,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,28,116,34,10,11,4,0,0,4,198
SAL10884,20,41,31,24,62,44,15,23,5,259,11,14,23,11,37,53,12,22,33,215,448,996,884,597,1499,1482,401,648,74,7029
SAL10885,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,9,4,6,0,3,4,7,0,30
SAL10886,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,19,11,8,7,11,0,13,0,76
SAL10887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8
SAL10888,9,8,3,0,12,7,5,4,0,35,4,10,7,4,8,8,0,4,10,50,131,158,114,96,243,188,35,88,26,1069
SAL10889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,5,4,3,0,5,0,27
SAL10890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,3,0,4,17,13,0,8,0,48
SAL10891,102,58,31,14,52,40,8,23,6,326,44,65,52,28,127,127,24,40,108,613,1046,1605,1231,634,2530,3080,594,1265,189,12177
SAL10892,6,0,7,0,8,3,0,4,0,25,0,9,7,0,6,6,0,0,3,33,50,108,90,32,112,184,37,115,16,735
SAL10893,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,15,5,11,7,17,5,9,0,78
SAL10894,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,12,4,10,0,9,10,9,3,0,65
SAL10895,3,7,5,0,5,4,0,3,0,20,3,0,4,0,3,7,0,6,0,28,65,186,105,58,175,234,73,186,4,1085
SAL10896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,5,4,8,0,14,0,31
SAL10897,46,48,25,15,42,49,16,22,0,256,21,40,27,20,92,82,13,23,46,354,680,1248,877,526,1896,2454,492,986,83,9248
SAL10898,45,32,9,10,22,15,5,6,3,152,42,39,24,15,59,32,8,7,74,294,695,527,398,255,916,694,122,222,137,3975
SAL10899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,10
SAL10900,5,19,6,0,13,9,0,3,0,56,3,13,3,4,14,16,5,8,10,74,136,239,175,116,270,361,90,173,23,1585
SAL10901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,9
SAL10902,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,6,3,12,12,10,35,21,10,14,0,130
SAL10903,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,9,13,6,4,10,16,0,16,0,83
SAL10904,4,4,0,3,0,0,0,0,0,15,3,5,0,0,9,3,0,0,12,22,26,97,62,43,91,81,14,49,10,475
SAL10905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,10
SAL10906,21,17,9,4,13,16,4,5,5,87,8,33,16,7,44,51,7,20,37,224,446,619,429,206,876,1043,210,412,68,4306
SAL10907,47,22,12,12,21,28,5,18,0,161,31,23,13,12,42,35,10,14,23,194,605,523,375,241,859,771,179,367,80,4002
SAL10908,6,18,16,10,11,21,3,8,0,87,9,6,6,6,18,21,3,11,9,92,147,275,264,166,540,559,183,316,19,2472
SAL10909,13,4,5,3,10,11,0,3,0,47,0,5,12,3,14,21,3,13,8,83,124,165,156,81,310,386,110,243,19,1592
SAL10910,10,12,5,0,9,6,0,0,0,41,8,5,6,0,3,3,3,0,11,37,89,142,132,71,185,180,43,83,20,957
SAL10911,4,4,0,0,3,4,0,0,0,18,0,5,0,0,5,4,0,0,3,17,53,79,54,35,78,85,23,49,0,449
SAL10912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,4,0,0,0,0,11
SAL10913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10914,0,0,3,0,0,4,0,0,0,9,0,0,5,3,0,5,0,7,0,26,36,89,62,27,49,117,20,76,0,484
SAL10915,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,7,9,3,8,8,0,6,0,45
SAL10916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,3,0,3,0,16
SAL10917,27,13,5,8,22,23,4,6,0,105,7,5,9,8,34,22,3,10,24,123,281,307,252,175,662,592,139,242,42,2689
SAL10918,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,14,13,9,11,26,5,9,5,95
SAL10919,5,6,0,0,13,17,5,6,0,51,0,8,3,3,15,13,0,3,8,60,70,134,97,91,213,228,64,149,28,1086
SAL10920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,7,3,14,3,4,15,3,69
SAL10921,5,0,3,0,0,3,0,9,0,15,0,0,0,0,0,0,0,0,5,5,16,49,34,26,76,42,18,55,7,316
SAL10922,0,0,3,0,5,0,0,0,0,9,0,3,0,0,3,0,0,3,3,17,23,63,49,21,29,65,27,57,4,340
SAL10923,3,4,0,0,4,4,6,0,0,19,7,12,7,4,9,13,0,0,12,53,83,105,77,46,153,108,20,24,25,637
SAL10924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,7,4,10,4,6,11,0,68
SAL10925,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,5,0,0,24
SAL10926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10927,4,5,3,3,7,0,0,0,0,27,10,0,0,0,7,5,0,4,5,27,118,79,72,43,121,113,24,53,8,624
SAL10928,0,0,0,0,0,0,0,3,0,6,0,0,0,0,3,0,0,0,0,3,3,11,17,3,26,26,0,21,4,110
SAL10929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,3,0,0,0,11
SAL10930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,9
SAL10931,4,9,6,4,11,7,5,0,0,51,5,8,0,4,20,7,0,7,8,59,78,145,131,88,285,251,72,121,20,1196
SAL10932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,4,0,3,0,22
SAL10933,6,3,0,0,0,4,0,9,0,21,0,0,0,0,0,0,0,0,0,4,22,71,45,32,83,102,37,82,3,486
SAL10934,10,6,0,4,3,6,0,0,0,31,0,5,7,0,4,16,0,6,3,39,75,140,95,53,70,168,54,191,12,856
SAL10935,0,0,0,4,0,0,0,4,0,16,4,4,0,0,0,0,0,0,0,13,11,40,19,13,31,20,4,21,3,167
SAL10936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10937,9,13,13,4,15,11,0,8,0,75,14,11,12,4,11,36,10,35,13,133,181,311,264,160,370,654,202,581,26,2737
SAL10938,0,9,0,0,3,4,0,0,0,18,9,0,4,0,8,3,4,3,4,29,39,74,70,56,73,87,21,53,8,474
SAL10939,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8,0,14,14,10,53,17,9,9,0,123
SAL10940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL10941,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,9,9,3,0,11,8,16,3,57
SAL10942,7,7,7,5,11,5,0,3,0,31,3,4,7,0,0,4,0,4,0,30,72,122,107,65,137,129,57,105,5,800
SAL10943,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,4,8,21,12,4,13,21,3,19,0,106
SAL10944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,9,5,0,7,0,32
SAL10945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,10
SAL10946,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,12,9,16,6,12,26,0,10,0,88
SAL10947,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,5,4,3,12,4,0,4,0,31
SAL10948,3,6,3,3,5,14,3,17,0,61,3,5,4,0,9,9,3,11,10,60,97,152,147,81,201,273,134,488,41,1610
SAL10949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,11
SAL10950,0,6,0,5,4,0,0,0,0,17,0,3,0,0,0,0,0,0,0,15,24,73,43,35,49,43,8,28,3,308
SAL10951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,5,0,4,3,0,3,0,21
SAL10952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,15,3,3,3,4,0,21,0,52
SAL10953,14,13,8,0,12,15,3,9,0,76,11,7,3,0,18,23,5,4,19,101,242,291,190,122,439,430,111,251,39,2116
SAL10954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,3,0,0,0,12
SAL10955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,8,0,17
SAL10956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,8
SAL10957,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,7,0,6,8,9,0,7,0,38
SAL10958,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,3,0,7,10,15,13,8,5,10,3,9,0,72
SAL10959,17,82,52,38,123,91,29,48,13,483,21,94,46,30,82,74,15,28,101,479,547,1906,1537,1077,2489,1784,574,1029,242,11184
SAL10960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
SAL10962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,3,0,14
SAL10963,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,7,0,3,0,17
SAL10964,0,0,0,0,0,6,4,0,0,15,0,3,0,0,0,5,0,0,4,15,24,71,70,33,88,122,43,172,13,635
SAL10965,18,13,4,0,16,14,0,6,0,71,13,10,3,6,31,16,4,5,20,98,254,249,218,128,710,604,116,211,37,2525
SAL10966,0,4,4,3,0,6,0,3,0,16,0,3,7,0,0,6,0,8,0,24,61,111,100,51,75,116,46,107,4,676
SAL10967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,3,5,0,8,0,23
SAL10968,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,15,4,8,11,13,0,17,6,68
SAL10969,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,3,3,6,11,15,16,32,41,3,66,11,198
SAL10970,38,24,16,11,17,27,5,10,0,149,9,25,22,5,27,59,12,24,30,196,394,648,414,270,674,939,243,553,44,4182
SAL10971,12,21,8,3,10,21,4,6,0,87,7,14,8,4,23,29,8,12,17,117,213,424,285,172,342,585,164,338,32,2551
SAL10972,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,14,32,21,21,42,47,17,21,0,214
SAL10973,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,5,8,5,5,15,8,13,0,64
SAL10974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7
SAL10975,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,6,8,3,5,12,6,32,3,90
SAL10976,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,5,9,3,9,18,6,21,21,3,30,11,118
SAL10977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,8,6,0,4,0,30
SAL10978,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,5,13,15,3,8,4,3,11,0,64
SAL10979,0,0,3,0,4,0,0,0,0,14,0,0,3,0,0,0,0,0,8,9,4,42,44,33,40,40,16,32,7,258
SAL10980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,12
SAL10982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL10983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,3,3,3,4,0,4,4,37
SAL10984,0,4,0,0,0,3,0,0,0,6,0,0,3,0,0,3,0,0,0,8,26,27,20,8,15,29,4,12,8,157
SAL10985,6,16,6,3,10,10,0,11,0,58,6,4,3,3,8,5,0,4,0,35,67,140,105,66,160,193,71,104,10,909
SAL10986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10987,28,14,9,4,33,19,11,3,0,117,12,20,8,16,58,46,9,12,39,222,409,426,328,229,905,673,159,275,76,3484
SAL10988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,3,0,0,3,0,8
SAL10989,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,6,6,0,3,17,9,18,0,59
SAL10990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,7,0,10
SAL10991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,14
SAL10992,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,5,12,0,34,23,17,28,41,5,45,4,195
SAL10993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,5,0,13,0,29
SAL10994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,8
SAL10995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,3,0,0,0,16
SAL10996,10,11,6,5,16,8,0,4,0,60,3,9,3,4,13,13,0,9,0,72,189,274,208,147,333,489,138,302,11,2088
SAL10997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,10,0,6,0,21
SAL10998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,9,3,7,7,3,22,0,63
SAL10999,47,45,21,15,44,43,3,22,0,237,19,39,21,18,48,55,12,26,44,276,652,1063,752,448,1218,1477,365,910,94,6986
SAL11000,10,13,3,5,26,13,6,7,0,83,11,17,6,3,26,21,4,13,15,115,272,398,268,169,584,652,158,341,42,2885
SAL11001,67,32,28,7,25,27,4,8,0,209,55,32,25,12,51,44,3,12,79,316,732,560,430,240,835,797,137,278,123,4136
SAL11002,0,10,3,7,6,17,5,6,0,53,3,13,10,11,10,10,5,8,12,78,48,149,137,105,189,267,86,270,28,1285
SAL11003,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,6,11,22,24,14,31,24,6,19,3,147
SAL11004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,10
SAL11005,0,0,0,0,7,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,23,23,18,32,26,9,27,0,153
SAL11006,0,3,0,0,0,0,0,0,0,12,0,0,3,0,0,5,0,0,0,13,3,32,27,17,32,30,9,21,3,174
SAL11007,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,20,10,7,11,25,3,16,4,104
SAL11008,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,4,0,0,6,10,11,23,19,12,19,29,4,12,6,125
SAL11009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,16
SAL11010,13,3,4,3,4,7,0,0,0,40,7,10,3,0,5,5,0,5,5,37,103,158,109,69,227,216,60,83,6,1033
SAL11011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,13,16,3,4,19,0,12,0,78
SAL11012,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,21,22,13,18,25,6,16,0,125
SAL11013,17,5,4,3,16,4,3,6,0,56,5,3,5,0,15,3,0,7,6,44,186,216,157,86,197,286,68,176,12,1384
SAL11014,17,19,5,0,14,11,0,0,0,69,4,6,3,6,8,27,0,4,12,68,229,242,148,116,327,381,72,141,30,1687
SAL11015,53,39,23,16,47,47,14,23,0,265,12,42,17,12,59,107,21,62,53,383,650,942,747,486,1605,2398,669,1575,120,9205
SAL11016,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,5,6,3,9,14,3,15,4,65
SAL11017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,4,0,0,8,4,16,7,49
SAL11018,0,0,0,3,3,9,3,5,0,16,0,0,0,0,3,0,0,7,0,5,11,29,27,25,37,48,16,38,4,248
SAL11019,3,14,7,0,7,8,5,9,0,53,5,4,7,5,12,15,3,7,11,66,126,374,242,158,420,484,120,255,18,2203
SAL11020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,3,0,7,0,31
SAL11021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,0,13
SAL11022,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,4,3,16,15,8,17,34,9,20,8,128
SAL11023,0,0,0,0,0,0,0,0,0,4,0,0,3,0,6,4,4,0,3,18,9,21,17,19,20,16,3,21,3,137
SAL11024,0,0,0,0,0,4,0,4,0,9,5,0,4,0,3,4,0,0,5,28,14,80,57,36,58,94,30,103,15,491
SAL11025,0,7,7,3,8,10,0,0,0,40,0,0,10,0,9,5,0,4,11,38,40,119,112,81,261,214,62,140,18,1047
SAL11026,0,0,0,0,3,0,0,0,0,4,0,3,5,0,0,0,0,0,0,7,11,39,25,9,38,28,4,17,6,179
SAL11027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL11028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,4,0,15,4,21,0,50
SAL11029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL11030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
SAL11031,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,6,12,7,10,9,5,11,0,56
SAL11032,0,0,0,0,0,0,0,5,0,6,0,5,0,0,0,0,0,0,3,8,9,15,17,10,27,19,4,14,6,125
SAL11033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,3,9,9,0,5,3,49
SAL11034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL11035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL11036,4,8,6,7,23,32,6,17,0,104,5,11,7,3,18,18,5,18,26,108,129,401,329,260,688,571,161,437,60,3020
SAL11037,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,17,5,3,7,3,0,6,0,56
SAL11038,0,0,0,0,4,0,0,0,0,9,0,6,0,0,0,4,0,0,3,15,6,44,21,15,34,24,8,3,7,159
SAL11039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL11040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3
SAL11041,0,3,0,0,4,4,0,0,0,11,0,0,0,0,3,0,0,0,4,12,10,34,33,25,62,51,16,43,13,288
SAL11042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,3,0,10
SAL11043,0,5,0,0,8,10,6,8,0,40,4,8,0,6,9,7,0,3,5,53,40,202,155,119,235,200,70,183,22,1232
SAL11044,3,6,0,4,5,3,0,3,0,27,0,9,6,3,10,9,0,0,13,49,42,109,80,101,167,191,54,153,28,916
SAL11045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL11046,0,0,0,0,0,5,0,0,0,4,0,0,0,5,4,0,0,0,0,9,8,22,13,9,17,32,6,19,6,129
