SAL_CODE_2021,Intct_fam_no_otr_chld_pre_Fam,Step_fam_no_otr_chld_pre_Fam,Blnd_fam_no_otr_chld_pre_Fam,Intct_fam_othr_child_pres_Fam,Step_fam_othr_child_pres_Fam,Blnd_fam_othr_child_pres_Fam,Otr_cpl_fam_otr_chld_only_Fam,Tot_Families
SAL11868,57,7,3,0,0,0,0,66
SAL11869,4,0,0,0,0,0,0,7
SAL11870,0,0,0,0,0,0,0,0
SAL11871,0,0,0,0,0,0,0,0
SAL11872,27,6,0,0,0,0,0,32
SAL11873,587,40,28,10,0,0,7,669
SAL11874,0,0,0,0,0,0,0,0
SAL11875,20,4,0,0,0,0,0,22
SAL11876,24,0,0,0,0,0,0,25
SAL11877,5,0,0,0,0,0,0,5
SAL11878,6,0,0,0,0,0,0,6
SAL11879,57,5,6,0,0,0,0,74
SAL11880,55,11,6,0,0,0,0,77
SAL11881,147,28,10,3,0,0,3,201
SAL11882,24,3,0,0,0,0,0,26
SAL11883,0,0,0,0,0,0,0,0
SAL11884,232,17,0,3,0,0,7,260
SAL11885,0,0,0,0,0,0,0,0
SAL11886,0,0,0,0,0,0,0,4
SAL11887,163,13,16,0,0,0,0,198
SAL11888,538,48,33,8,3,0,10,633
SAL11889,10,0,0,0,0,0,0,5
SAL11890,760,64,21,6,0,0,4,853
SAL11891,23,12,8,0,0,0,0,42
SAL11892,10,0,0,0,0,0,0,10
SAL11893,541,49,35,14,6,4,4,645
SAL11894,285,26,18,3,0,0,4,341
SAL11895,304,47,29,4,0,0,11,397
SAL11896,0,0,0,0,0,0,0,0
SAL11897,921,93,30,13,0,0,0,1058
SAL11898,66,3,0,0,0,0,0,68
SAL11899,83,8,3,4,0,0,3,102
SAL11900,0,0,0,0,0,0,0,0
SAL11901,13,0,3,0,0,0,0,15
SAL11902,13,5,4,0,0,0,0,18
SAL11903,12,0,0,0,0,0,0,18
SAL11904,21,0,3,0,0,0,0,28
SAL11905,6,0,0,0,0,0,0,5
SAL11906,7,0,0,0,0,0,0,14
SAL11907,57,7,4,0,0,0,0,64
SAL11908,0,0,0,0,0,0,0,0
SAL11909,121,17,0,0,0,0,0,131
SAL11910,6,0,0,0,0,0,0,6
SAL11911,17,4,0,0,0,0,0,18
SAL11912,324,29,22,0,0,0,7,380
SAL11913,22,0,0,0,0,0,0,25
SAL11914,12,0,0,0,0,0,0,12
SAL11915,0,0,0,0,0,0,0,0
SAL11916,73,10,0,0,0,0,0,83
SAL11917,3,0,0,0,0,0,0,6
SAL11918,590,46,13,3,0,0,0,654
SAL11919,115,14,10,0,0,0,0,133
SAL11920,27,6,0,0,0,0,0,41
SAL11921,544,98,39,3,0,0,7,696
SAL11922,1564,103,52,22,8,0,6,1752
SAL11923,54,3,7,0,0,0,0,63
SAL11924,253,40,21,3,4,0,3,320
SAL11925,7,0,0,0,0,0,0,7
SAL11926,4,0,0,0,0,0,0,4
SAL11927,105,18,10,0,0,0,0,128
SAL11928,149,12,0,0,0,0,0,166
SAL11929,5,0,0,0,0,0,0,5
SAL11930,4,0,0,0,0,0,0,4
SAL11931,150,22,7,5,3,0,4,189
SAL11932,155,7,3,0,0,0,0,169
SAL11933,799,47,19,12,0,0,0,880
SAL11934,0,0,0,0,0,0,0,0
SAL11935,0,0,0,0,0,0,0,9
SAL11936,1207,62,12,6,0,0,0,1291
SAL11937,915,61,10,16,0,0,6,1003
SAL11938,3,0,0,0,0,0,0,3
SAL11939,5,0,0,0,0,0,0,4
SAL11940,13,0,0,0,0,0,0,18
SAL11941,13,0,0,0,0,0,0,13
SAL11942,569,38,14,3,0,0,0,625
SAL11943,2757,157,39,21,0,0,6,2982
SAL11944,962,61,12,11,0,0,0,1054
SAL11945,18,0,0,0,0,0,0,15
SAL11946,31,3,0,0,0,0,0,40
SAL11947,11,0,0,0,0,0,0,9
SAL11948,59,10,0,0,0,0,0,72
SAL11949,1144,141,65,11,4,0,5,1381
SAL11950,228,10,0,0,0,0,0,246
SAL11951,26,4,0,0,0,0,0,30
SAL11952,5,0,0,0,0,0,0,5
SAL11953,14,0,0,0,0,0,0,14
SAL11954,4,0,0,0,0,0,0,4
SAL11955,0,0,0,0,0,0,0,0
SAL11956,0,0,0,0,0,0,0,0
SAL11957,234,33,15,0,0,0,5,288
SAL11958,659,29,22,8,0,0,4,714
SAL11959,13,4,0,0,0,0,0,15
SAL11960,0,0,0,0,0,0,0,0
SAL11961,1137,81,18,5,0,0,0,1244
SAL11962,374,63,24,5,0,0,0,471
SAL11963,14,0,0,0,0,0,0,14
SAL11964,0,0,0,0,0,0,0,0
SAL11965,23,6,0,0,0,0,0,24
SAL11966,3,0,0,0,0,0,0,3
SAL11967,69,8,0,0,0,0,0,76
SAL11968,18,0,0,0,0,0,0,17
SAL11969,4,0,0,0,0,0,0,4
SAL11970,555,38,9,5,0,0,5,609
SAL11971,3063,222,50,38,9,0,10,3391
SAL11972,391,32,8,3,0,0,0,442
SAL11973,54,3,0,0,0,0,0,55
SAL11974,4,0,0,0,0,0,0,3
SAL11975,11,0,0,0,0,0,0,23
SAL11976,32,3,0,0,0,0,0,38
SAL11977,5,0,0,0,0,0,0,5
SAL11978,22,0,0,0,0,0,0,23
SAL11979,10,0,0,0,0,0,0,12
SAL11980,6,0,0,0,0,0,0,6
SAL11981,5,0,0,0,0,0,0,3
SAL11982,1023,80,17,11,0,0,0,1138
SAL11983,64,16,3,0,0,0,0,88
SAL11984,4,0,0,0,0,0,0,4
SAL11985,14,0,0,0,0,0,0,12
SAL11986,0,0,0,0,0,0,0,0
SAL11987,1795,154,51,43,4,0,8,2056
SAL11988,130,12,3,0,0,0,0,146
SAL11989,0,0,0,0,0,0,0,0
SAL11990,826,129,70,7,4,0,21,1049
SAL11991,0,0,0,0,0,0,0,0
SAL11992,91,9,7,0,0,0,0,112
SAL11993,3,0,0,0,0,0,0,3
SAL11994,3,0,0,0,0,0,0,0
SAL11995,0,0,0,0,0,0,0,0
SAL11996,12,4,0,0,0,0,0,11
SAL11997,0,0,0,0,0,0,0,0
SAL11998,7,0,0,0,0,0,0,7
SAL11999,130,26,0,3,0,0,0,164
SAL12000,21,0,0,0,0,0,0,22
SAL12001,5,0,0,0,0,0,0,10
SAL12002,17,0,0,0,0,0,0,15
SAL12003,0,0,0,0,0,0,0,0
SAL12004,4,0,0,0,0,0,0,7
SAL12005,0,0,0,0,0,0,0,0
SAL12006,0,0,0,0,0,0,0,0
SAL12007,205,23,10,3,0,0,5,247
SAL12008,27,7,3,0,0,0,0,32
SAL12009,445,63,27,5,0,0,7,548
SAL12010,815,61,17,0,0,0,0,887
SAL12011,34,0,0,0,0,0,0,33
SAL12012,0,0,0,0,0,0,0,0
SAL12013,36,6,0,0,0,0,0,38
SAL12014,8,0,0,0,0,0,0,11
SAL12015,7,0,0,0,0,0,0,7
SAL12016,10,0,0,0,0,0,0,10
SAL12017,6,3,0,0,0,0,0,6
SAL12018,4,0,0,0,0,0,0,4
SAL12019,0,0,0,0,0,0,0,0
SAL12020,5,0,0,0,0,0,0,11
SAL12021,16,9,0,0,0,0,0,25
SAL12022,0,0,0,0,0,0,0,0
SAL12023,64,4,0,0,0,0,5,68
SAL12024,0,0,0,0,0,0,0,0
SAL12025,1424,127,52,11,0,0,6,1619
SAL12026,18,0,0,0,0,0,0,22
SAL12027,6,0,0,0,0,0,0,14
SAL12028,4,0,0,0,0,0,0,7
SAL12029,0,0,0,0,0,0,0,0
SAL12030,38,5,4,0,0,0,0,47
SAL12031,8,0,0,0,0,0,0,14
SAL12032,206,22,7,0,0,0,0,236
SAL12033,261,29,14,3,0,0,3,306
SAL12034,0,0,0,0,0,0,0,0
SAL12035,33,7,3,0,0,0,0,41
SAL12036,214,24,6,0,0,3,0,248
SAL12037,5,0,0,0,0,0,0,5
SAL12038,0,0,0,0,0,0,0,0
SAL12039,216,21,5,0,0,0,0,247
SAL12040,0,0,0,0,0,0,0,0
SAL12041,319,26,9,4,0,0,0,364
SAL12042,8,0,0,0,0,0,0,8
SAL12043,0,0,0,0,0,0,0,0
SAL12044,9,0,0,0,0,0,0,15
SAL12045,0,0,0,0,0,0,0,0
SAL12046,24,3,0,0,0,0,0,28
SAL12047,0,0,0,0,0,0,0,0
SAL12048,0,0,0,0,0,0,0,0
SAL12049,10,0,0,0,0,0,0,8
SAL12050,1686,168,99,23,0,3,6,1994
SAL12051,5,0,0,0,0,0,0,5
SAL12052,20,0,0,0,0,0,0,23
SAL12053,130,14,8,0,0,0,0,156
SAL12054,332,36,27,5,0,0,3,406
SAL12055,14,0,0,0,0,0,0,10
SAL12056,288,25,17,0,0,0,0,326
SAL12057,20,0,0,0,0,0,0,24
SAL12058,17,0,6,0,0,0,0,25
SAL12059,83,3,9,0,0,0,3,94
SAL12060,22,3,5,0,0,0,0,32
SAL12061,11,0,0,0,0,0,0,11
SAL12062,16,0,0,0,0,0,0,22
SAL12063,512,70,38,10,0,3,3,642
SAL12064,0,0,0,0,0,0,0,0
SAL12065,55,6,0,0,0,0,0,69
SAL12066,17,4,0,0,0,0,0,24
SAL12067,4,0,0,0,0,0,0,3
SAL12068,81,3,0,0,0,0,0,90
SAL12069,72,6,0,0,0,0,0,81
SAL12070,10,0,0,0,0,0,0,10
SAL12071,4,0,0,0,0,0,0,4
SAL12072,26,0,3,0,0,0,0,32
SAL12073,12,3,0,0,0,0,0,17
SAL12074,14,0,0,0,0,0,0,15
SAL12075,294,43,26,5,0,4,6,378
SAL12076,22,3,4,0,0,0,0,28
SAL12077,0,0,0,0,0,0,0,0
SAL12078,4,0,0,0,0,0,0,4
SAL12079,846,103,63,10,0,0,8,1025
SAL12080,60,4,8,0,0,0,0,69
SAL12081,531,38,21,7,0,0,0,593
SAL12082,821,64,40,10,0,0,0,942
SAL12083,5,0,0,0,0,0,0,5
SAL12084,106,16,12,0,0,0,0,129
SAL12085,530,99,27,3,0,0,4,665
SAL12086,3,0,0,0,0,0,0,10
SAL12087,359,36,9,0,0,0,3,412
SAL12088,84,12,0,4,0,0,0,96
SAL12089,3,0,0,0,0,0,0,3
SAL12090,10,0,0,0,0,0,0,10
SAL12091,21,0,0,0,0,0,0,20
SAL12092,7,0,0,0,0,0,0,12
SAL12093,293,20,7,0,0,0,0,319
SAL12094,15,3,0,0,0,0,0,21
SAL12095,15,4,0,0,0,0,0,18
SAL12096,4391,286,97,36,0,3,4,4816
SAL12097,1844,96,44,26,0,0,7,2013
SAL12098,900,147,73,9,4,0,7,1142
SAL12099,21,0,0,0,0,0,0,27
SAL12100,196,16,9,0,0,0,0,232
SAL12101,8,0,0,0,0,0,0,5
SAL12102,223,17,9,7,0,0,0,253
SAL12103,12,12,6,0,0,0,0,28
SAL12104,99,12,4,0,0,0,3,121
SAL12105,0,0,0,0,0,0,0,0
SAL12106,0,0,0,0,0,0,0,0
SAL12107,930,65,11,3,0,0,0,1021
SAL12108,742,41,22,3,0,0,0,813
SAL12109,74,7,5,0,0,0,0,87
SAL12110,14,4,0,0,0,0,0,25
SAL12111,6,0,0,0,0,0,0,10
SAL12112,0,0,0,0,0,0,0,0
SAL12113,0,0,0,0,0,0,0,0
SAL12114,0,0,0,0,0,0,0,0
SAL12115,0,0,0,0,0,0,0,0
SAL12116,3,5,0,0,0,0,0,3
SAL12117,129,20,9,0,0,0,0,151
SAL12118,0,0,0,0,0,0,0,0
SAL12119,17,4,0,0,0,0,0,21
SAL12120,0,0,0,0,0,0,0,0
SAL12121,6,0,0,0,0,0,0,4
SAL12122,12,0,0,0,0,0,0,9
SAL12123,5,0,0,0,0,0,0,10
SAL12124,655,83,33,4,0,0,0,772
SAL12125,601,52,22,3,0,0,3,675
SAL12126,86,3,3,0,0,0,0,100
SAL12127,53,5,0,0,0,0,0,57
SAL12128,7,0,0,0,0,0,0,7
SAL12129,7,0,0,0,0,0,0,9
SAL12130,26,4,0,0,0,0,0,33
SAL12131,15,0,0,0,0,0,0,15
SAL12132,11,0,0,0,0,0,0,11
SAL12133,158,24,7,3,0,0,0,191
SAL12134,12,0,0,0,0,0,0,12
SAL12135,4,0,5,0,0,0,0,8
SAL12136,14,6,0,0,0,0,0,21
SAL12137,1453,124,26,15,0,0,0,1610
SAL12138,731,33,15,6,0,0,0,787
SAL12139,652,99,46,3,0,0,7,806
SAL12140,14,0,0,0,0,0,0,13
SAL12141,54,0,0,0,0,0,0,58
SAL12142,89,12,0,0,0,0,0,100
SAL12143,0,0,0,0,0,0,0,0
SAL12144,3,0,0,0,0,0,0,3
SAL12145,87,12,6,0,0,0,0,106
SAL12146,3,0,0,0,0,0,0,3
SAL12147,19,3,0,0,0,0,0,21
SAL12148,23,5,0,3,0,0,0,26
SAL12149,681,67,38,13,0,0,6,808
SAL12150,31,0,0,0,0,0,0,33
SAL12151,6,0,0,0,0,0,0,7
SAL12152,0,0,0,0,0,0,0,0
SAL12153,237,33,9,3,0,0,0,278
SAL12154,15,0,0,0,0,0,0,13
SAL12155,0,0,0,0,0,0,0,0
SAL12156,4,0,0,0,0,0,0,3
SAL12157,1322,91,40,5,0,0,0,1462
SAL12158,454,37,22,4,0,0,0,524
SAL12159,8,0,0,0,0,0,0,13
SAL12160,0,0,0,0,0,0,0,0
SAL12161,48,10,0,0,0,0,0,62
SAL12162,748,73,36,3,0,0,6,871
SAL12163,27,0,0,0,0,0,0,27
SAL12164,1332,85,17,0,0,0,4,1441
SAL12165,0,0,0,0,0,0,0,0
SAL12166,1643,72,28,16,0,0,3,1762
SAL12167,3,0,0,0,0,0,0,3
SAL12168,5,0,0,0,0,0,0,10
SAL12169,27,3,3,0,0,0,0,29
SAL12170,0,0,0,0,0,0,0,0
SAL12171,829,112,39,12,0,0,5,996
SAL12172,125,15,0,0,0,0,0,149
SAL12173,9,5,0,0,0,0,0,16
SAL12174,15,3,6,0,0,0,0,25
SAL12175,4,0,0,0,0,0,0,4
SAL12176,0,0,0,0,0,0,0,0
SAL12177,0,0,0,0,0,0,0,0
SAL12178,0,0,0,0,0,0,0,0
SAL12179,3,0,0,0,0,0,0,4
SAL12180,94,6,0,0,0,0,0,100
SAL12181,1270,123,33,11,0,0,6,1434
SAL12182,149,26,0,0,0,0,0,170
SAL12183,80,13,4,3,0,0,0,95
SAL12184,0,0,0,0,0,0,0,0
SAL12185,3,0,0,0,0,0,0,7
SAL12186,3,0,0,0,0,0,0,3
SAL12187,13,3,0,0,0,0,0,12
SAL12188,3,0,0,0,0,0,0,3
SAL12189,0,0,0,0,0,0,0,0
SAL12190,1742,102,17,20,0,0,4,1886
SAL12191,284,13,10,5,0,0,0,314
SAL12192,0,0,0,0,0,0,0,0
SAL12193,0,0,0,0,0,0,0,0
SAL12194,95,7,0,0,0,0,0,103
SAL12195,6,0,0,0,0,0,0,6
SAL12196,266,51,29,3,0,0,8,363
SAL12197,30,7,0,0,0,0,0,37
SAL12198,4,0,0,0,0,0,0,4
SAL12199,0,0,0,0,0,0,0,0
SAL12200,20,0,0,0,0,0,0,19
SAL12201,16,7,4,0,0,0,0,29
SAL12202,598,62,39,7,0,0,4,721
SAL12203,210,35,14,4,0,0,0,264
SAL12204,23,3,8,3,0,0,0,33
SAL12205,9,0,0,0,0,0,0,8
SAL12206,246,31,6,0,0,0,0,286
SAL12207,0,0,0,0,0,0,0,0
SAL12208,457,39,18,0,0,0,0,509
SAL12209,164,21,5,0,0,0,0,189
SAL12210,30,3,0,0,0,0,0,38
SAL12211,12,0,0,0,0,0,0,7
SAL12212,11,3,0,0,0,0,0,18
SAL12213,0,0,0,0,0,0,0,0
SAL12214,58,7,8,0,0,0,0,67
SAL12215,0,0,0,0,0,0,0,5
SAL12216,4,0,0,0,0,0,0,4
SAL12217,56,6,4,0,0,6,0,72
SAL12218,6,0,0,0,0,0,0,12
SAL12219,21,4,6,0,0,0,0,22
SAL12220,14,3,0,0,0,0,0,18
SAL12221,12,0,0,0,0,0,0,13
SAL12222,4,0,0,0,0,0,0,4
SAL12223,96,9,3,0,0,0,0,113
SAL12224,307,24,26,7,0,0,0,362
SAL12225,101,3,3,0,0,0,4,110
SAL12226,377,41,6,0,0,0,4,433
SAL12227,156,22,4,0,0,0,0,185
SAL12228,94,7,5,0,0,0,0,107
SAL12229,454,81,44,3,0,5,9,595
SAL12230,10,0,0,0,0,0,0,10
SAL12231,0,0,0,0,0,0,0,0
SAL12232,3,0,0,0,0,0,0,5
SAL12233,12,0,0,0,0,0,0,12
SAL12234,103,8,0,0,0,0,0,118
SAL12235,160,0,0,0,0,0,0,162
SAL12236,4,0,0,0,0,0,0,3
SAL12237,121,26,16,0,0,0,0,162
SAL12238,22,4,3,0,0,0,0,31
SAL12239,19,0,0,0,0,0,0,23
SAL12240,11,6,0,0,0,0,0,17
SAL12241,32,6,7,0,0,0,0,42
SAL12242,12,3,0,0,0,0,0,15
SAL12243,37,0,3,0,0,0,0,53
SAL12244,5,0,0,0,0,0,0,9
SAL12245,17,0,0,0,0,0,0,18
SAL12246,646,101,36,4,0,0,4,793
SAL12247,16,0,0,0,0,0,0,18
SAL12248,0,0,0,0,0,0,0,0
SAL12249,0,0,0,0,0,0,0,0
SAL12250,113,7,3,6,0,0,4,131
SAL12251,354,47,16,0,0,0,9,417
SAL12252,34,4,0,0,0,0,0,31
SAL12253,5,0,0,0,0,0,0,5
SAL12254,15,0,0,0,0,0,0,14
SAL12255,192,38,18,3,0,0,3,256
SAL12256,411,36,18,7,0,0,3,474
SAL12257,0,0,0,0,0,0,0,0
SAL12258,0,0,0,0,0,0,0,0
SAL12259,212,29,20,0,0,0,0,261
SAL12260,47,3,3,0,0,0,0,60
SAL12261,0,0,0,0,0,0,0,0
SAL12262,376,70,19,8,0,0,0,472
SAL12263,40,12,0,0,0,0,5,53
SAL12264,111,9,3,0,0,0,0,125
SAL12265,198,19,3,0,0,0,0,230
SAL12266,2087,92,26,35,4,0,0,2251
SAL12267,60,12,0,0,0,0,0,68
SAL12268,89,13,4,0,0,0,0,104
SAL12269,8,0,0,0,0,0,0,8
SAL12270,758,62,35,13,0,3,3,881
SAL12271,9,0,0,0,0,0,0,8
SAL12272,39,3,0,0,0,0,0,48
SAL12273,513,60,18,10,0,0,0,599
SAL12274,3,0,0,0,0,0,0,3
SAL12275,1500,87,21,5,0,0,0,1614
SAL12276,1366,92,12,3,0,0,7,1478
SAL12277,441,18,10,0,0,0,0,467
SAL12278,4,0,0,0,0,0,0,7
SAL12279,23,4,4,0,0,0,0,34
SAL12280,5,0,0,0,0,0,0,8
SAL12281,0,0,0,0,0,0,0,0
SAL12282,33,12,3,3,0,0,0,48
SAL12283,0,0,0,0,0,0,0,0
SAL12284,262,20,11,12,0,0,0,305
SAL12285,118,13,4,0,0,0,0,125
SAL12286,6,0,0,0,0,0,0,6
SAL12287,214,24,13,3,0,0,4,257
SAL12288,30,6,0,0,0,0,0,37
SAL12289,8,0,0,0,0,0,0,9
SAL12290,4,0,0,0,0,0,0,8
SAL12291,3,0,0,0,0,0,0,3
SAL12292,60,7,5,0,0,0,0,76
SAL12293,8,0,0,0,0,0,0,7
SAL12294,46,7,0,0,0,0,0,57
SAL12295,0,0,0,0,0,0,0,6
SAL12296,857,139,82,6,4,0,15,1106
SAL12297,83,15,4,4,0,0,0,104
SAL12298,260,33,12,3,0,0,6,305
SAL12299,8,0,0,0,0,0,0,10
SAL12300,13,3,4,0,0,0,0,20
SAL12301,0,0,0,0,0,0,0,0
SAL12302,752,96,47,15,0,0,6,917
SAL12303,4,0,0,0,0,0,0,8
SAL12304,22,5,0,0,0,0,0,29
SAL12305,9,6,0,0,0,0,0,17
SAL12306,1675,116,42,11,0,0,5,1847
SAL12307,0,0,0,0,0,0,0,0
SAL12308,11,0,0,0,0,0,0,7
SAL12309,150,32,17,5,3,0,6,216
SAL12310,0,0,0,0,0,0,0,0
SAL12311,13,0,0,0,0,0,0,10
SAL12312,802,85,25,12,0,0,6,921
SAL12313,335,42,13,4,0,0,0,400
SAL12314,1342,94,40,15,0,0,0,1498
SAL12315,5,0,0,0,0,0,0,5
SAL12316,305,33,33,9,0,0,8,386
SAL12317,1051,81,60,17,4,0,8,1221
SAL12318,310,25,13,4,0,0,3,359
SAL12319,0,0,0,0,0,0,0,7
SAL12320,6,0,0,0,0,0,0,6
SAL12321,14,4,0,0,0,0,0,21
SAL12322,341,35,4,0,0,0,0,379
SAL12323,10,0,4,0,0,0,0,14
SAL12324,297,20,7,0,0,0,0,327
SAL12325,2441,148,38,34,3,0,9,2679
SAL12326,0,0,0,0,0,0,0,0
SAL12327,53,10,5,0,0,0,0,74
SAL12328,39,0,0,0,0,0,0,41
SAL12329,72,21,6,0,0,0,4,102
SAL12330,46,5,5,0,0,0,0,52
SAL12331,220,13,9,0,0,0,0,239
SAL12332,15,0,3,0,0,0,0,18
SAL12333,0,0,0,0,0,0,0,0
SAL12334,935,82,11,5,0,0,3,1031
SAL12335,0,0,0,0,0,0,0,0
SAL12336,6,4,0,0,0,0,0,9
SAL12337,33,3,3,0,0,0,0,39
SAL12338,6,0,0,0,0,0,0,3
SAL12339,12,0,0,0,0,0,0,12
SAL12340,3,0,0,0,0,0,0,3
SAL12341,0,0,0,0,0,0,0,4
SAL12342,16,0,0,0,0,0,0,18
SAL12343,7,0,0,0,0,0,0,7
SAL12344,47,3,6,0,0,0,0,55
SAL12345,22,4,0,0,0,0,0,27
SAL12346,4,0,0,0,0,0,0,4
SAL12347,0,0,0,0,0,0,0,0
SAL12348,1559,95,26,4,0,0,0,1682
SAL12349,3,0,0,0,0,0,0,3
SAL12350,51,0,0,0,0,0,0,58
SAL12351,4,0,0,0,0,0,0,4
SAL12352,655,66,31,10,0,0,8,767
SAL12353,173,27,14,5,0,0,0,221
SAL12354,135,23,17,0,0,0,0,178
SAL12355,4,0,0,0,0,0,0,11
SAL12356,268,49,17,3,0,4,4,347
SAL12357,0,0,0,0,0,0,0,3
SAL12358,524,44,16,0,0,0,0,585
SAL12359,15,0,0,0,0,0,0,15
SAL12360,14,6,0,0,0,0,0,16
SAL12361,59,7,3,0,0,0,0,78
SAL12362,6,0,0,0,0,0,0,6
SAL12363,6,0,0,0,0,0,0,12
SAL12364,0,0,0,0,0,0,0,0
SAL12365,13,0,0,0,0,0,0,17
SAL12366,6,0,0,0,0,0,0,6
SAL12367,0,0,0,0,0,0,0,0
SAL12368,0,0,0,0,0,0,0,0
SAL12369,49,6,5,0,0,0,0,65
SAL12370,3139,201,66,38,0,0,10,3456
SAL12371,266,27,6,0,0,0,0,306
SAL12372,190,12,8,0,0,0,4,218
SAL12373,12,0,0,0,0,0,0,13
SAL12374,174,26,6,0,0,0,0,214
SAL12375,0,0,0,0,0,0,0,0
SAL12376,42,5,0,0,0,0,0,55
SAL12377,117,19,10,0,0,0,0,144
SAL12378,69,9,4,0,0,0,0,86
SAL12379,5,3,0,0,0,0,0,8
SAL12380,613,22,16,3,0,0,0,656
SAL12381,5,0,0,0,0,0,0,7
SAL12382,11,0,0,0,0,0,0,11
SAL12383,0,0,0,0,0,0,0,0
SAL12384,470,42,32,7,0,0,5,554
SAL12385,143,14,4,3,0,0,0,166
SAL12386,11,0,0,0,0,0,0,11
SAL12387,464,80,24,8,0,0,5,579
SAL12388,4,0,0,0,0,0,0,4
SAL12389,0,0,0,0,0,0,0,0
SAL12390,24,0,0,0,0,0,0,22
SAL12391,3,3,0,0,0,0,0,5
SAL12392,0,0,0,0,0,0,0,0
SAL12393,9,0,0,0,0,0,0,7
SAL12394,318,20,10,5,0,0,0,345
SAL12395,69,8,3,0,0,0,0,84
SAL12396,35,4,0,0,0,0,0,37
SAL12397,4,0,0,0,0,0,0,4
SAL12398,169,17,9,0,0,0,0,189
SAL12399,23,10,0,0,0,0,0,29
SAL12400,13,0,0,0,0,0,0,13
SAL12401,5,0,0,0,0,0,0,6
SAL12402,0,0,0,0,0,0,0,0
SAL12403,4,0,0,0,0,0,0,3
SAL12404,150,11,0,3,0,0,0,166
SAL12405,50,5,0,3,0,0,0,59
SAL12406,4,0,0,0,0,0,0,6
SAL12407,16,0,4,0,0,0,0,22
SAL12408,5,0,0,0,0,0,0,5
SAL12409,0,0,0,0,0,0,0,0
SAL12410,48,12,0,0,0,0,0,60
SAL12411,16,4,0,0,0,0,0,20
SAL12412,6,0,0,0,0,0,0,3
SAL12413,7,0,0,0,0,0,0,8
SAL12414,0,0,0,0,0,0,0,0
SAL12415,0,0,0,0,0,0,0,5
SAL12416,0,0,0,0,0,0,0,8
SAL12417,16,6,0,0,0,0,0,23
SAL12418,3,0,0,0,0,0,0,0
SAL12419,12,3,0,0,0,0,0,15
SAL12420,0,0,0,0,0,0,0,0
SAL12421,81,6,0,0,0,0,0,94
SAL12422,9,3,0,0,0,0,0,13
SAL12423,12,0,0,0,0,0,0,14
SAL12424,0,4,0,0,0,0,0,10
SAL12425,0,3,0,0,0,0,0,0
SAL12426,0,0,0,0,0,0,0,0
SAL12427,27,4,3,0,0,0,0,33
SAL12428,271,16,15,3,0,0,0,308
SAL12429,19,5,0,0,0,0,0,26
SAL12430,842,48,19,3,0,0,0,918
SAL12431,1127,58,29,23,0,0,8,1244
SAL12432,28,3,3,0,0,0,0,36
SAL12433,7,0,0,0,0,0,0,11
SAL12434,0,0,0,0,0,0,0,5
SAL12435,23,6,0,0,0,0,0,36
SAL12436,22,5,0,0,0,0,0,29
SAL12437,0,0,0,0,0,0,0,0
SAL12438,0,0,0,0,0,0,0,0
SAL12439,174,33,10,5,0,0,0,228
SAL12440,138,17,16,6,0,0,4,187
SAL12441,160,13,4,0,0,0,0,176
SAL12442,1587,106,55,34,0,0,14,1796
SAL12443,444,64,21,3,0,0,0,542
SAL12444,217,13,5,4,0,0,0,244
SAL12445,0,0,0,0,0,0,0,0
SAL12446,781,44,10,3,0,0,0,834
SAL12447,0,0,0,0,0,0,0,0
SAL12448,0,0,0,0,0,0,0,0
SAL12449,0,0,0,0,0,0,0,0
SAL12450,21,5,0,0,0,0,0,24
SAL12451,0,0,0,0,0,0,0,4
SAL12452,56,4,3,0,0,0,0,60
SAL12453,12,0,0,0,0,0,0,17
SAL12454,48,3,4,0,0,0,0,59
SAL12455,4,0,0,0,0,0,0,8
SAL12456,4,0,0,0,0,0,0,4
SAL12457,21,3,0,0,0,0,0,24
SAL12458,108,16,9,6,0,0,0,148
SAL12459,0,0,0,0,0,0,0,0
SAL12460,36,8,0,0,0,0,0,44
SAL12461,15,3,3,0,0,0,0,25
SAL12462,441,34,6,6,0,0,3,485
SAL12463,0,0,0,0,0,0,0,0
SAL12464,0,0,0,0,0,0,0,0
SAL12465,63,14,5,0,0,0,3,87
SAL12466,0,0,0,0,0,0,0,4
SAL12467,6,0,0,0,0,0,0,11
SAL12468,0,0,0,0,0,0,0,0
SAL12469,6,0,0,0,0,0,0,8
SAL12470,21,6,0,0,0,0,0,35
SAL12471,146,17,7,0,0,0,3,181
SAL12472,5,0,0,0,0,0,0,6
SAL12473,0,0,0,0,0,0,0,0
SAL12474,6,0,0,0,0,0,0,8
SAL12475,51,3,0,0,0,0,0,55
SAL12476,6,0,0,0,0,0,0,11
SAL12477,23,6,0,0,0,0,0,29
SAL12478,345,25,7,0,0,0,0,385
SAL12479,6,0,0,0,0,0,0,5
SAL12480,39,3,0,0,0,0,0,39
SAL12481,3,0,0,0,0,0,0,5
SAL12482,72,7,3,0,0,0,0,82
SAL12483,69,10,11,0,0,0,0,89
SAL12484,150,13,12,6,0,0,3,179
SAL12485,1385,121,20,4,0,0,5,1529
SAL12486,735,57,5,3,0,0,0,800
SAL12487,174,42,25,5,0,0,3,257
SAL12488,3,5,0,0,0,0,0,4
SAL12489,10,0,0,0,0,0,0,9
SAL12490,9,0,0,0,0,0,0,6
SAL12491,42,5,0,0,0,0,0,49
SAL12492,44,4,0,0,0,0,0,49
