SAL_CODE_2021,P_Oth_scs_15_19,P_Oth_scs_20_24,P_Oth_scs_25_34,P_Oth_scs_35_44,P_Oth_scs_45_54,P_Oth_scs_55_64,P_Oth_scs_65_74,P_Oth_scs_75_84,P_Oth_scs_85ov,P_Oth_scs_Tot,P_ID_NS_15_19,P_ID_NS_20_24,P_ID_NS_25_34,P_ID_NS_35_44,P_ID_NS_45_54,P_ID_NS_55_64,P_ID_NS_65_74,P_ID_NS_75_84,P_ID_NS_85ov,P_ID_NS_Tot,P_Tot_15_19,P_Tot_20_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
SAL13700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,5,9,10,9,0,0,30
SAL13701,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,5,14,12,14,5,0,0,53
SAL13702,4,4,36,26,19,7,8,0,0,111,0,12,42,50,24,13,10,0,0,150,75,329,1386,1066,806,501,143,13,0,4318
SAL13703,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,15,9,18,23,32,24,8,0,0,137
SAL13704,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,8,13,0,8,9,16,10,3,0,0,60
SAL13705,0,0,16,13,9,9,5,0,0,47,8,6,10,9,10,3,0,0,0,47,75,99,189,207,264,195,35,4,0,1069
SAL13706,0,0,0,0,3,0,0,0,0,5,0,0,0,4,0,0,0,0,0,4,4,13,3,27,33,16,13,0,0,122
SAL13707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,8,6,9,7,5,0,0,36
SAL13708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,7
SAL13709,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,10,6,22,26,29,58,40,14,5,0,200
SAL13710,0,4,0,8,8,4,6,0,0,30,0,0,8,0,4,6,0,0,0,23,32,32,97,86,112,123,44,0,0,521
SAL13711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,3,15,4,0,0,0,34
SAL13712,0,0,4,4,12,6,3,0,0,27,4,5,3,3,7,6,0,0,0,26,35,39,93,144,165,164,55,4,0,699
SAL13713,5,0,5,3,5,9,0,0,0,31,4,5,3,8,3,0,0,0,0,27,38,31,113,103,121,105,38,3,0,555
SAL13714,5,19,93,67,43,26,7,0,0,259,8,58,213,116,49,30,4,0,0,480,73,940,4153,2476,1401,822,200,25,0,10096
SAL13715,4,0,5,3,4,12,0,0,0,36,0,8,3,11,4,6,5,0,0,39,55,76,195,189,244,289,90,7,0,1150
SAL13716,7,12,74,46,35,34,8,3,0,220,0,13,75,51,27,28,4,4,0,200,156,513,2036,1574,1150,821,169,26,0,6451
SAL13717,4,3,3,5,6,13,4,0,0,29,6,4,5,4,4,6,0,0,0,19,61,94,121,128,190,165,60,9,0,834
SAL13718,0,0,0,0,6,6,0,0,0,9,3,0,0,0,5,0,3,0,0,18,20,15,19,40,69,52,30,6,0,249
SAL13719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,11,4,10,17,41,27,14,0,0,128
SAL13720,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,19,10,19,35,42,23,10,0,0,155
SAL13721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,3,8,5,6,7,0,0,46
SAL13722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,4,3,0,0,18
SAL13723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6
SAL13724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,11,19,7,0,0,49
SAL13725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13726,5,6,18,19,27,4,4,0,0,83,6,8,9,19,28,12,0,0,0,87,103,147,308,318,478,379,64,9,0,1810
SAL13727,0,0,0,0,0,0,0,0,0,8,0,0,5,0,0,0,0,0,0,12,25,27,32,67,59,59,17,4,0,288
SAL13728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,6,3,4,0,0,0,22
SAL13729,0,0,8,3,5,0,3,0,0,27,0,0,11,0,3,8,0,0,0,20,6,69,218,162,100,61,21,0,0,635
SAL13730,0,17,77,50,27,12,0,5,0,197,8,60,267,137,34,29,11,3,0,545,102,1072,4284,2343,1008,598,239,55,3,9708
SAL13731,0,8,35,20,6,5,0,0,0,66,0,18,91,48,14,6,0,0,0,178,19,226,1373,745,233,137,31,0,0,2766
SAL13732,7,9,37,42,41,28,13,4,0,182,5,16,28,53,55,35,12,0,3,210,253,365,740,1058,1160,823,272,41,9,4719
SAL13733,0,8,14,13,13,25,5,0,0,78,0,7,26,13,17,15,4,0,0,79,87,139,266,279,385,271,80,33,0,1544
SAL13734,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,12,4,5,0,0,0,27
SAL13735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,15
SAL13736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,9,9,12,5,9,0,0,50
SAL13737,6,4,4,3,8,4,0,0,0,20,4,0,4,11,7,11,4,0,0,35,65,61,60,175,224,198,41,10,0,831
SAL13738,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,6,5,8,18,15,23,46,13,3,0,127
SAL13739,0,0,4,0,0,4,0,0,0,12,0,0,6,5,0,0,0,0,0,16,18,19,42,66,59,55,17,0,0,269
SAL13740,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,4,0,0,0,3,3,15,26,16,26,34,6,0,0,125
SAL13741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9
SAL13742,8,10,27,24,19,14,4,0,0,104,10,14,25,32,23,19,3,0,0,131,181,262,671,537,556,364,85,6,0,2664
SAL13743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,12,12,13,33,19,8,4,0,104
SAL13744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,12
SAL13745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,9,22,4,0,0,57
SAL13746,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,14,20,14,16,3,6,0,76
SAL13747,3,8,38,21,6,3,0,0,0,89,3,17,66,64,12,5,0,0,0,180,132,297,1125,1203,434,166,38,4,0,3400
SAL13748,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,11,3,15,23,10,14,0,0,82
SAL13749,0,0,3,4,10,10,0,0,0,30,0,0,0,8,8,6,0,0,0,14,37,16,56,76,98,93,22,3,0,394
SAL13750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,8
SAL13752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,6,11,11,4,0,44
SAL13753,0,3,3,4,3,0,0,0,0,19,0,0,0,0,6,5,0,0,0,12,21,23,61,50,88,97,38,4,0,382
SAL13754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,6,9,8,0,0,22
SAL13755,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,12,13,6,12,14,10,0,0,65
SAL13756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,8,6,0,0,0,27
SAL13757,0,0,6,5,5,0,0,0,0,26,0,4,12,16,0,0,0,0,0,35,13,53,271,219,160,108,30,5,0,854
SAL13758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,13,11,0,0,0,38
SAL13759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,18,16,14,24,13,7,0,103
SAL13760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL13761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,3,3,8,4,0,0,26
SAL13762,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,9,17,16,12,4,0,0,0,55
SAL13763,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,6,11,13,14,14,4,0,0,58
SAL13764,7,3,8,8,9,12,0,0,0,48,3,3,17,9,16,10,5,0,0,57,77,103,212,231,257,242,45,0,0,1171
SAL13765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,12,25,32,4,0,0,81
SAL13766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,6,5,0,5,0,23
SAL13767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13768,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,3,0,7,12,21,18,7,0,0,78
SAL13769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,11
SAL13770,0,0,0,0,3,4,0,0,0,13,4,0,0,3,0,0,0,0,0,11,27,24,32,43,61,81,22,6,0,298
SAL13771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,6,0,3,8,0,27
SAL13772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,15
SAL13773,0,0,3,3,3,6,0,0,0,11,0,0,0,0,0,3,3,0,0,8,16,16,53,55,57,44,21,5,0,258
SAL13774,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,4,11,17,14,24,54,37,16,8,0,183
SAL13775,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,4,7,12,9,21,23,24,13,5,0,101
SAL13776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
SAL13777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,9,12,19,17,8,0,0,75
SAL13778,0,3,0,0,3,0,0,0,0,8,0,0,0,0,7,0,0,0,0,6,10,22,40,35,34,41,29,0,0,209
SAL13779,11,19,44,46,51,41,17,0,0,233,14,23,39,38,50,32,12,4,0,219,415,534,1097,1005,1105,1040,284,42,3,5512
SAL13780,0,0,0,0,5,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,12,7,17,10,38,24,5,0,0,113
SAL13781,0,0,8,7,0,5,0,0,0,24,0,3,11,12,10,6,0,4,3,43,20,54,102,115,158,105,32,16,4,618
SAL13782,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,0,5,8,13,23,16,6,0,0,79
SAL13783,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,4,0,0,0,4,8,12,32,26,44,42,16,0,0,179
SAL13784,0,3,9,9,11,8,0,0,0,42,0,7,5,12,9,5,0,0,0,33,58,88,175,183,214,165,23,3,0,906
SAL13785,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,3,0,0,0,3,5,4,0,13,12,11,7,0,0,60
SAL13786,5,3,9,10,6,5,0,0,0,33,3,4,9,9,9,0,4,0,0,34,35,71,169,141,151,119,29,3,0,718
SAL13787,0,0,11,3,4,4,0,0,0,24,0,0,7,8,6,7,0,0,0,29,43,51,129,196,204,150,31,4,0,812
SAL13788,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,4,4,0,0,14,13,6,20,28,18,19,9,5,0,122
SAL13789,0,0,4,3,9,8,0,0,0,15,0,0,0,0,4,9,0,0,0,13,31,36,104,115,143,190,52,4,0,658
SAL13790,0,8,9,7,8,10,3,0,0,52,6,3,9,12,10,8,6,0,0,41,133,103,158,320,346,222,71,9,3,1360
SAL13791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,7,7,5,4,0,0,33
SAL13792,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,6,7,8,14,15,12,4,0,0,59
SAL13793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,8,0,0,0,18
SAL13794,0,0,0,6,5,9,0,0,0,24,0,0,4,3,13,7,9,3,0,41,39,27,67,105,150,241,109,16,0,758
SAL13795,0,7,15,16,4,10,0,0,0,55,3,5,9,13,7,5,0,0,0,37,70,126,292,212,168,143,31,3,0,1043
SAL13796,0,0,0,5,7,9,0,0,0,21,4,0,0,0,0,8,0,0,0,12,19,16,39,47,69,74,14,3,0,285
SAL13797,0,5,14,20,20,13,8,0,0,78,3,5,25,34,26,23,3,0,0,123,68,160,476,571,498,358,98,8,3,2240
SAL13798,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,3,0,0,0,3,8,6,5,11,29,35,0,0,0,103
SAL13799,12,8,23,20,15,12,3,0,0,88,9,7,11,9,9,11,0,7,0,68,155,169,345,339,394,434,171,21,0,2025
SAL13800,0,0,17,16,12,13,4,0,0,67,3,4,29,22,6,12,4,0,0,82,39,116,414,539,409,251,66,10,0,1850
SAL13801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13802,0,4,14,13,7,7,0,0,0,49,0,13,14,8,8,9,0,0,0,49,72,115,298,234,239,242,53,0,0,1258
SAL13803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,7,15,0,0,0,40
SAL13804,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,25,32,27,42,43,14,0,0,193
SAL13805,0,0,4,0,6,4,0,0,0,22,0,7,3,5,5,7,0,6,0,30,24,66,79,138,151,119,27,10,0,603
SAL13806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,5,0,3,0,0,19
SAL13807,6,4,3,14,8,7,3,5,0,53,19,5,14,11,21,25,0,3,3,94,98,93,208,233,290,360,169,40,9,1505
SAL13808,4,11,11,16,6,5,0,0,0,53,0,4,18,11,14,3,0,0,0,54,72,100,355,300,219,198,23,0,0,1266
SAL13809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,21,14,16,6,0,0,75
SAL13810,0,0,0,0,0,0,0,0,0,6,0,0,5,0,4,0,0,0,0,6,8,0,15,9,25,22,8,5,0,99
SAL13811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,5,0,0,0,15
SAL13812,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,6,8,11,13,21,25,41,9,0,0,128
SAL13813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,5,0,0,13
SAL13814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,14
SAL13815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,6,6,10,3,0,0,36
SAL13816,0,0,0,4,6,3,0,0,0,10,0,0,0,0,3,0,6,0,0,11,6,3,30,37,41,29,14,0,0,159
SAL13817,8,5,11,19,18,20,4,0,0,81,5,4,11,16,12,4,0,0,0,59,137,146,222,359,417,306,73,9,4,1672
SAL13818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13819,7,11,13,12,27,11,3,0,0,79,0,6,10,8,12,13,9,0,0,58,95,119,169,255,423,295,106,34,0,1497
SAL13820,13,13,31,46,46,31,11,3,0,194,10,17,31,54,55,26,21,4,0,221,400,518,1000,1273,1469,1042,317,52,3,6064
SAL13821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,0,6,5,0,31
SAL13822,0,3,0,8,0,0,0,0,0,10,0,3,0,0,0,4,0,0,0,8,14,15,20,25,38,37,14,3,0,161
SAL13823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,3,7,12,0,0,0,29
SAL13824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,5,0,0,0,12
SAL13825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,3,14,19,17,20,12,0,0,90
SAL13826,0,0,6,0,5,0,0,0,0,11,0,3,0,0,3,7,6,0,0,11,16,23,31,48,37,54,15,0,0,235
SAL13827,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,5,5,6,12,3,3,0,0,48
SAL13828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,6,3,13,0,0,0,27
SAL13830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,6,10,24,20,4,0,0,71
SAL13831,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,7,3,0,0,0,18
SAL13832,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,10,7,18,27,42,39,17,4,0,155
SAL13833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13834,5,5,9,12,3,8,0,0,0,51,5,6,15,11,15,15,6,6,0,83,56,118,286,288,317,296,93,18,3,1486
SAL13835,0,0,3,4,7,4,0,0,0,26,0,5,4,3,9,8,0,0,0,21,39,56,104,133,158,126,33,4,0,652
SAL13836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4
SAL13837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13838,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,3,3,11,7,7,0,0,0,44
SAL13839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL13840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,3,0,0,0,18
SAL13842,0,5,11,3,6,3,4,0,0,31,0,0,8,9,3,0,4,0,0,30,56,220,440,222,204,141,58,4,0,1344
SAL13843,0,0,0,3,0,0,0,0,0,15,0,3,8,0,7,0,0,0,0,18,28,62,127,86,107,92,28,5,0,540
SAL13844,0,0,0,0,0,4,0,0,0,5,4,0,0,0,0,0,0,0,0,3,10,15,25,25,25,44,11,6,0,149
SAL13845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,3,17,8,6,0,0,50
SAL13846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,6,0,0,0,0,15
SAL13847,6,9,14,23,17,5,9,0,0,77,8,5,9,8,20,13,0,4,0,73,105,132,309,342,335,223,72,7,0,1525
SAL13848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,15,0,0,0,31
SAL13850,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,13,5,5,21,21,19,19,11,5,0,99
SAL13851,5,16,27,64,24,15,3,0,0,156,12,19,73,170,76,29,0,0,0,386,288,462,1197,3480,1692,565,134,12,0,7836
SAL13852,0,0,3,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,9,0,7,15,18,19,14,3,3,0,79
SAL13853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,10,0,0,0,19
SAL13854,0,0,6,4,7,0,0,0,0,19,0,0,3,5,6,0,0,0,0,22,40,31,92,119,118,113,33,6,0,544
SAL13855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,4,4,6,4,6,5,0,35
SAL13856,0,0,0,0,0,0,0,0,0,9,0,0,7,8,3,3,0,0,0,22,7,19,119,93,61,69,33,4,0,398
SAL13857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13858,0,0,0,0,0,3,0,0,0,7,0,0,0,0,3,0,4,0,0,7,19,18,25,29,43,38,11,0,0,189
SAL13859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,12,17,9,12,3,4,0,76
SAL13860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,8,5,7,11,0,0,35
SAL13861,0,0,0,0,4,0,0,0,0,5,0,3,4,3,3,0,0,0,0,19,21,20,33,62,65,38,29,5,0,273
SAL13862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,8
SAL13863,10,16,14,20,22,19,5,0,0,98,7,4,23,11,20,12,5,0,0,84,137,266,567,419,440,354,85,3,0,2289
SAL13864,0,11,20,18,16,19,5,0,0,88,4,5,16,20,24,17,0,0,0,84,158,223,453,753,762,576,141,13,0,3079
SAL13865,0,0,4,0,0,0,0,0,0,5,0,0,3,4,0,4,0,0,0,13,8,9,22,21,25,42,11,3,3,139
SAL13866,4,13,21,29,46,23,6,3,0,145,5,13,34,46,49,25,11,0,0,180,199,372,707,1109,1220,697,182,29,4,4517
SAL13867,16,43,65,56,28,33,11,0,0,237,13,34,56,56,33,19,0,0,0,205,408,680,1554,1141,1080,716,131,12,0,5720
SAL13868,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,9,5,23,56,36,49,37,5,3,0,218
SAL13869,0,5,12,11,7,5,0,0,0,46,0,10,7,5,3,3,0,0,0,28,83,130,338,288,216,108,21,3,0,1185
SAL13870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,13,5,18,19,3,0,0,69
SAL13871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,0,17
SAL13872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL13873,5,21,51,58,31,11,4,0,0,191,9,19,50,41,31,16,7,0,0,176,377,565,1333,1341,1084,714,183,17,0,5616
SAL13874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,7
SAL13875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3
SAL13876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,4,3,0,0,0,17
SAL13877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,5,9,18,9,3,5,0,56
SAL13878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,12,17,8,11,4,0,0,42
SAL13879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13880,5,7,13,0,7,15,0,0,0,43,0,3,10,10,5,0,0,0,0,30,39,117,293,234,184,142,22,0,0,1025
SAL13881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,9,0,9,19,9,0,0,53
SAL13882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,11,0,0,0,28
SAL13883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13884,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,0,3,0,3,3,3,0,0,0,23
SAL13885,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,5,3,0,3,0,0,0,20
SAL13886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
SAL13887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,6,9,25,23,4,6,0,73
SAL13888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,13,5,0,0,0,27
SAL13889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,8,0,0,0,16
SAL13890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,0,0,23
SAL13891,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,11,18,28,36,31,61,47,8,0,0,237
SAL13892,6,7,12,12,12,4,5,0,0,57,0,0,8,5,8,12,0,0,0,33,76,114,210,175,244,180,42,5,0,1049
SAL13893,0,0,8,10,8,6,0,0,0,31,0,8,3,3,4,3,0,0,0,21,40,33,99,94,106,104,23,0,0,511
SAL13894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SAL13895,0,0,0,5,0,5,0,0,0,11,0,6,0,3,3,0,5,0,0,23,26,22,40,61,77,62,25,0,0,303
SAL13896,0,3,3,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,10,16,25,18,52,55,33,8,5,0,208
SAL13897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL13898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,13
SAL13899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3
SAL13900,0,0,3,0,0,3,0,0,0,3,0,0,0,4,0,0,0,0,0,6,14,3,21,16,37,33,13,5,0,137
SAL13901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,16
SAL13902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,11
SAL13903,0,6,6,13,5,7,4,0,0,40,3,3,7,6,4,4,8,0,0,43,48,51,163,194,193,215,94,30,0,988
SAL13904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
