SAL_CODE_2021,Tot_OcMngr,Tot_OcProf,Tot_OcTechTrdW,Tot_OcComPerS,Tot_OcClericAdm,Tot_OcSalesWk,Tot_OcMacOp_Driv,Tot_OcLab,Tot_OcID_NS,Tot_Tot
SAL12101,3,8,13,3,5,3,4,7,0,42
SAL12102,162,106,115,69,129,66,82,76,20,828
SAL12103,3,20,21,38,9,19,11,33,0,156
SAL12104,39,67,100,69,57,42,35,54,7,483
SAL12105,6,0,0,0,0,0,0,0,0,13
SAL12106,0,0,0,0,0,0,0,0,0,0
SAL12107,879,2341,521,539,768,474,162,303,93,6080
SAL12108,587,576,397,207,404,223,80,150,50,2678
SAL12109,46,74,48,14,50,20,27,17,12,305
SAL12110,29,16,8,6,10,8,8,13,3,104
SAL12111,24,6,6,5,5,0,3,8,0,58
SAL12112,0,0,0,0,0,0,0,0,0,0
SAL12113,5,0,0,0,0,0,0,0,0,5
SAL12114,3,0,0,0,0,0,0,0,0,3
SAL12115,8,0,0,0,0,0,0,0,0,8
SAL12116,7,8,5,0,0,0,5,0,0,32
SAL12117,49,76,87,98,74,51,31,50,4,528
SAL12118,0,0,0,0,0,0,0,0,0,0
SAL12119,28,17,28,15,19,4,3,25,0,141
SAL12120,0,0,0,0,0,0,0,0,0,0
SAL12121,3,3,0,0,0,0,0,0,3,12
SAL12122,13,6,0,0,0,0,0,0,0,25
SAL12123,7,8,5,3,3,5,3,8,0,47
SAL12124,504,978,430,384,342,212,132,187,48,3222
SAL12125,305,638,393,298,273,180,118,150,34,2390
SAL12126,60,108,52,48,47,15,9,21,0,364
SAL12127,34,41,61,42,37,22,9,24,0,258
SAL12128,3,0,8,0,3,0,6,0,0,18
SAL12129,25,6,0,0,0,3,0,0,0,37
SAL12130,23,15,22,7,21,11,9,14,0,128
SAL12131,24,3,5,4,3,5,4,8,3,56
SAL12132,26,5,0,6,0,0,0,0,0,33
SAL12133,95,160,117,73,102,64,35,48,6,710
SAL12134,11,3,3,3,3,0,9,0,0,30
SAL12135,7,5,6,3,7,3,0,12,5,34
SAL12136,20,12,7,13,4,4,10,15,3,88
SAL12137,1026,2133,210,285,648,343,68,133,93,4944
SAL12138,484,813,143,164,289,170,46,80,33,2225
SAL12139,310,538,541,458,422,291,200,398,56,3221
SAL12140,12,8,11,8,10,10,0,10,6,69
SAL12141,44,74,23,17,30,16,0,15,7,227
SAL12142,75,123,53,22,29,13,11,17,6,342
SAL12143,0,0,0,0,0,0,0,0,0,0
SAL12144,4,0,0,0,0,0,3,6,0,13
SAL12145,31,42,102,43,49,30,43,36,3,378
SAL12146,0,4,3,0,0,0,0,3,0,15
SAL12147,20,15,8,8,9,9,10,12,0,82
SAL12148,16,18,11,12,11,10,7,22,3,125
SAL12149,363,624,444,432,408,253,129,260,51,2959
SAL12150,22,49,13,11,27,17,11,17,11,176
SAL12151,13,4,6,3,0,0,0,8,0,45
SAL12152,4,0,0,0,0,0,0,4,0,12
SAL12153,125,198,145,125,116,90,36,60,14,911
SAL12154,8,14,20,10,8,10,3,6,0,80
SAL12155,0,0,0,0,0,0,0,0,0,0
SAL12156,3,0,8,0,0,0,0,0,0,18
SAL12157,735,1260,623,390,750,331,202,232,76,4590
SAL12158,254,374,248,139,280,128,147,120,27,1725
SAL12159,14,8,8,12,3,4,8,13,0,63
SAL12160,4,0,0,0,0,0,0,0,0,14
SAL12161,36,39,61,33,31,31,16,28,0,276
SAL12162,569,974,453,476,459,324,107,296,71,3721
SAL12163,14,19,23,9,13,5,9,14,3,98
SAL12164,862,2416,615,630,810,517,266,425,110,6659
SAL12165,0,0,0,5,0,0,0,6,0,5
SAL12166,788,1421,591,415,890,528,315,359,111,5417
SAL12167,7,3,0,0,0,0,0,3,0,14
SAL12168,9,0,4,5,3,0,0,4,0,23
SAL12169,30,17,10,9,12,10,3,17,0,110
SAL12170,0,0,0,0,0,0,0,0,0,3
SAL12171,365,869,509,508,613,362,542,498,79,4343
SAL12172,93,105,102,76,78,40,40,52,15,592
SAL12173,27,16,16,8,10,6,3,9,0,105
SAL12174,13,12,16,11,13,6,6,24,3,103
SAL12175,0,4,0,0,4,0,0,5,0,17
SAL12176,0,0,0,0,0,0,0,0,0,0
SAL12177,0,0,0,0,0,0,0,0,0,4
SAL12178,0,0,0,0,0,0,0,0,0,4
SAL12179,3,0,9,3,0,0,0,7,0,24
SAL12180,80,72,50,36,73,35,15,19,6,377
SAL12181,813,1532,724,575,871,434,210,301,80,5534
SAL12182,464,983,75,74,210,112,16,35,32,2004
SAL12183,19,25,72,38,39,26,37,35,3,295
SAL12184,0,0,0,4,0,0,0,0,0,5
SAL12185,11,7,5,0,5,0,5,4,0,36
SAL12186,6,0,3,0,0,0,0,0,0,17
SAL12187,29,24,12,14,12,5,0,7,0,104
SAL12188,0,0,0,4,0,0,0,3,0,15
SAL12189,0,0,0,0,0,0,0,0,0,0
SAL12190,840,2386,842,985,992,683,397,887,156,8172
SAL12191,179,280,92,51,185,104,32,42,17,977
SAL12192,6,0,0,0,0,5,3,0,0,19
SAL12193,0,0,0,0,0,0,0,0,0,5
SAL12194,60,109,42,44,61,43,20,36,4,421
SAL12195,4,3,0,3,4,0,3,0,0,12
SAL12196,104,158,228,229,146,127,149,210,37,1396
SAL12197,28,38,16,12,18,16,12,20,5,164
SAL12198,0,3,0,4,0,0,0,0,0,5
SAL12199,0,0,0,0,0,0,0,0,0,0
SAL12200,16,16,16,9,8,3,3,8,0,77
SAL12201,50,12,15,10,11,10,9,28,5,161
SAL12202,356,649,536,511,387,344,165,401,54,3414
SAL12203,84,154,179,161,141,117,96,143,22,1100
SAL12204,29,13,18,14,16,7,10,22,0,134
SAL12205,19,3,8,3,0,0,4,3,0,39
SAL12206,163,370,167,170,171,112,50,117,33,1342
SAL12207,0,0,0,0,0,0,0,0,0,0
SAL12208,272,634,248,244,263,192,80,149,22,2114
SAL12209,94,190,84,69,67,53,29,28,3,620
SAL12210,28,19,35,14,21,15,13,19,5,166
SAL12211,11,3,3,4,6,0,0,7,0,38
SAL12212,16,7,8,9,10,9,5,10,3,79
SAL12213,3,0,3,0,0,0,0,0,0,9
SAL12214,83,36,37,22,26,8,13,43,8,285
SAL12215,12,0,0,0,0,0,0,0,0,12
SAL12216,14,0,4,0,7,4,0,8,0,31
SAL12217,34,45,46,38,31,33,14,35,10,283
SAL12218,5,10,14,4,3,0,0,0,0,38
SAL12219,14,15,11,14,17,5,12,10,3,95
SAL12220,9,8,9,11,11,0,6,8,0,59
SAL12221,6,8,14,5,3,5,0,6,0,52
SAL12222,5,4,5,4,4,0,0,4,0,21
SAL12223,74,77,72,43,55,31,29,32,6,422
SAL12224,152,201,245,158,185,70,75,106,23,1207
SAL12225,206,376,32,48,107,51,4,9,14,848
SAL12226,244,322,295,143,228,117,91,140,22,1606
SAL12227,117,173,111,73,85,47,35,60,12,714
SAL12228,86,73,54,37,59,28,28,20,3,378
SAL12229,154,245,480,358,267,265,323,386,51,2523
SAL12230,23,0,3,0,3,0,4,6,5,50
SAL12231,0,3,0,4,0,0,0,0,0,10
SAL12232,10,0,3,0,0,0,0,0,0,16
SAL12233,19,4,3,0,0,0,0,0,0,31
SAL12234,67,71,51,37,58,33,18,24,9,365
SAL12235,113,154,41,31,79,47,10,15,11,508
SAL12236,9,8,6,3,8,0,3,6,0,41
SAL12237,56,108,111,120,86,67,59,118,18,738
SAL12238,31,29,19,13,25,8,10,13,7,152
SAL12239,20,11,11,10,18,4,7,7,0,88
SAL12240,22,8,16,3,14,6,3,8,0,83
SAL12241,30,24,33,15,20,11,15,25,3,172
SAL12242,10,16,11,6,8,3,6,4,0,58
SAL12243,88,27,26,14,11,11,17,19,8,222
SAL12244,4,4,4,3,3,0,0,3,0,20
SAL12245,29,36,24,6,10,8,4,15,0,132
SAL12246,417,628,509,377,448,276,167,270,60,3149
SAL12247,23,15,22,7,8,0,7,5,0,103
SAL12248,3,0,0,0,0,0,0,3,0,7
SAL12249,0,0,0,0,0,0,0,0,0,0
SAL12250,153,75,71,79,59,31,48,66,10,584
SAL12251,164,353,250,242,226,145,89,163,34,1680
SAL12252,24,23,31,32,28,12,8,20,0,177
SAL12253,14,4,0,3,0,0,7,0,0,24
SAL12254,14,22,6,7,4,0,0,0,0,72
SAL12255,95,134,153,163,155,123,124,164,18,1131
SAL12256,144,261,286,226,214,147,136,180,41,1638
SAL12257,0,0,0,0,0,0,0,0,0,0
SAL12258,10,4,3,6,0,0,4,0,0,30
SAL12259,105,188,201,192,140,124,111,172,24,1249
SAL12260,38,66,33,28,35,13,13,28,9,262
SAL12261,0,0,0,0,0,0,0,0,0,0
SAL12262,204,281,327,264,280,204,167,225,33,1986
SAL12263,19,35,55,38,37,23,20,36,7,252
SAL12264,110,82,69,41,66,35,25,50,14,487
SAL12265,101,227,99,108,107,73,29,42,3,779
SAL12266,321,906,499,619,497,547,555,634,150,4734
SAL12267,36,40,47,13,33,18,21,27,5,241
SAL12268,37,63,77,59,38,33,33,50,3,391
SAL12269,19,8,6,3,0,0,4,6,0,42
SAL12270,307,602,417,359,474,247,347,328,65,3149
SAL12271,18,6,10,3,5,0,0,5,0,50
SAL12272,22,30,25,15,22,7,20,15,0,163
SAL12273,303,840,302,305,317,227,118,197,28,2635
SAL12274,13,5,0,0,0,0,0,0,0,14
SAL12275,1437,2894,403,427,817,427,82,151,101,6742
SAL12276,1293,2879,490,452,808,413,133,210,97,6763
SAL12277,365,671,116,117,197,103,19,52,30,1670
SAL12278,0,0,0,0,6,6,0,5,3,19
SAL12279,21,22,30,13,4,4,10,8,0,116
SAL12280,13,7,7,0,4,0,0,7,0,33
SAL12281,0,0,5,0,0,0,0,0,0,3
SAL12282,25,25,33,39,16,17,11,27,4,196
SAL12283,0,0,0,0,0,0,0,0,0,0
SAL12284,94,141,110,83,129,78,135,79,18,880
SAL12285,84,153,53,45,60,27,6,26,5,454
SAL12286,3,0,0,0,0,3,3,4,0,20
SAL12287,123,167,161,120,121,91,87,94,18,978
SAL12288,21,37,19,35,15,14,9,13,4,161
SAL12289,16,0,0,0,5,0,0,5,0,26
SAL12290,7,5,5,5,10,8,3,0,0,48
SAL12291,0,0,0,4,0,0,0,0,0,6
SAL12292,46,65,72,81,45,42,28,64,11,452
SAL12293,0,3,0,0,0,0,5,5,0,14
SAL12294,120,227,26,25,56,32,3,18,12,516
SAL12295,8,9,0,0,0,0,0,0,0,16
SAL12296,442,664,920,876,616,627,518,770,106,5536
SAL12297,43,74,63,58,33,26,38,45,10,393
SAL12298,146,365,148,181,149,95,59,106,13,1273
SAL12299,23,10,7,0,0,0,0,11,0,48
SAL12300,11,16,11,4,11,5,14,3,0,71
SAL12301,0,0,0,0,0,0,0,0,0,0
SAL12302,532,558,613,470,460,305,357,745,91,4134
SAL12303,3,0,7,0,0,0,0,4,0,19
SAL12304,31,3,18,19,17,19,7,21,3,133
SAL12305,26,9,3,6,7,5,3,9,0,66
SAL12306,1818,3592,586,598,926,504,145,225,115,8511
SAL12307,0,0,0,0,0,0,0,0,0,7
SAL12308,10,7,3,3,4,3,6,7,0,39
SAL12309,98,116,180,137,101,85,74,113,21,923
SAL12310,0,0,0,0,0,0,0,0,0,0
SAL12311,7,9,11,5,5,0,0,5,0,42
SAL12312,626,1193,546,442,384,372,106,248,49,3964
SAL12313,231,322,190,138,210,87,72,59,24,1333
SAL12314,568,1067,506,378,642,328,377,298,85,4258
SAL12315,18,4,0,0,3,0,0,3,0,35
SAL12316,80,92,140,152,127,116,304,231,53,1293
SAL12317,313,701,516,458,559,348,528,502,108,4036
SAL12318,325,635,160,195,211,115,58,110,31,1844
SAL12319,6,0,3,0,3,0,0,0,0,14
SAL12320,10,9,0,0,0,0,0,0,0,20
SAL12321,12,14,12,5,8,5,5,13,0,75
SAL12322,431,1091,156,158,319,114,46,84,24,2425
SAL12323,4,10,9,8,12,3,9,9,0,63
SAL12324,184,427,106,74,156,68,17,33,15,1079
SAL12325,1112,2915,1324,1080,1340,850,677,1212,345,10854
SAL12326,0,0,0,0,0,0,0,0,0,0
SAL12327,14,24,54,32,37,17,38,28,4,236
SAL12328,61,37,17,13,18,6,3,6,0,166
SAL12329,86,79,45,114,63,46,44,61,10,550
SAL12330,42,61,32,30,16,25,11,15,15,246
SAL12331,177,240,66,59,105,57,12,32,5,761
SAL12332,14,18,7,9,7,9,0,3,0,74
SAL12333,0,0,0,0,0,0,0,0,0,8
SAL12334,947,1585,264,264,421,257,65,111,46,3958
SAL12335,0,0,0,0,0,0,0,0,0,3
SAL12336,9,8,8,7,4,4,0,10,0,54
SAL12337,16,17,29,15,9,6,11,15,0,128
SAL12338,0,0,0,4,0,3,0,4,0,19
SAL12339,15,8,10,4,8,3,4,8,4,63
SAL12340,9,0,3,0,0,0,0,0,0,15
SAL12341,3,0,0,0,0,0,0,0,0,8
SAL12342,11,11,13,8,14,0,5,14,3,85
SAL12343,6,0,3,3,0,0,7,0,0,20
SAL12344,38,77,31,39,31,11,11,18,0,240
SAL12345,46,27,10,14,5,7,10,13,0,140
SAL12346,7,4,0,0,0,0,0,4,0,16
SAL12347,3,0,0,0,3,0,0,0,3,10
SAL12348,1138,2330,238,313,606,326,64,126,98,5242
SAL12349,5,3,0,0,0,0,0,6,0,21
SAL12350,49,77,3,5,28,15,0,9,4,192
SAL12351,4,0,0,0,0,0,0,3,0,7
SAL12352,363,596,373,312,358,237,128,223,41,2626
SAL12353,118,294,183,234,135,127,55,252,24,1423
SAL12354,83,268,125,175,120,95,48,112,5,1026
SAL12355,16,17,3,0,3,3,0,3,0,51
SAL12356,162,271,311,270,246,166,197,214,31,1874
SAL12357,0,4,4,0,0,5,0,3,0,20
SAL12358,492,745,239,215,301,140,59,101,41,2333
SAL12359,51,10,3,5,8,0,4,5,0,82
SAL12360,15,19,12,8,7,4,4,6,0,73
SAL12361,47,71,44,35,40,24,19,25,7,302
SAL12362,9,0,0,0,0,0,0,0,0,15
SAL12363,3,3,8,6,0,6,0,0,0,38
SAL12364,0,0,0,0,0,0,0,0,0,3
SAL12365,22,8,3,0,6,4,8,7,0,65
SAL12366,16,3,0,0,3,0,0,9,0,28
SAL12367,11,0,0,0,0,0,0,0,0,10
SAL12368,0,4,0,0,0,4,0,3,0,12
SAL12369,26,28,56,48,48,25,42,42,7,328
SAL12370,792,1992,1158,1351,1376,800,1227,1118,275,10090
SAL12371,175,297,137,165,162,99,71,90,16,1208
SAL12372,104,68,140,47,121,82,93,65,16,738
SAL12373,21,3,13,0,11,0,0,4,0,57
SAL12374,115,197,110,121,119,86,41,59,4,861
SAL12375,5,3,0,0,0,0,4,3,0,14
SAL12376,33,38,41,19,12,19,13,24,3,188
SAL12377,46,79,107,60,67,42,71,50,8,541
SAL12378,94,52,55,57,40,35,39,43,5,417
SAL12379,5,6,4,0,0,0,0,4,0,26
SAL12380,296,601,286,213,299,163,70,128,14,2072
SAL12381,7,4,8,9,7,4,3,26,0,76
SAL12382,7,12,8,9,13,12,0,0,0,56
SAL12383,23,0,0,0,4,0,4,4,0,37
SAL12384,251,177,374,208,307,136,295,195,44,1986
SAL12385,92,109,113,104,96,84,30,59,9,697
SAL12386,0,4,8,6,9,5,8,13,3,56
SAL12387,315,520,445,404,340,252,141,306,62,2783
SAL12388,7,3,3,0,0,0,3,6,0,23
SAL12389,0,0,0,0,0,0,0,0,0,0
SAL12390,17,15,17,3,16,10,4,10,3,85
SAL12391,0,5,3,6,3,3,5,6,0,25
SAL12392,4,0,0,0,0,0,0,0,0,8
SAL12393,13,16,7,4,3,0,0,0,0,39
SAL12394,263,458,39,61,123,60,3,25,19,1052
SAL12395,79,47,49,24,41,24,8,31,6,316
SAL12396,63,24,37,14,30,17,4,44,11,241
SAL12397,7,4,0,0,0,0,0,3,0,21
SAL12398,120,224,95,88,85,64,44,39,8,762
SAL12399,37,30,18,16,16,16,11,13,0,139
SAL12400,26,6,5,3,0,0,0,12,0,55
SAL12401,4,0,3,4,0,5,0,3,0,18
SAL12402,0,0,0,0,0,0,0,0,0,3
SAL12403,14,3,3,0,3,0,3,9,8,37
SAL12404,91,101,87,56,78,49,41,24,6,524
SAL12405,60,49,27,18,27,23,28,19,5,257
SAL12406,14,28,9,0,3,0,0,8,6,57
SAL12407,12,16,15,17,8,12,12,26,4,124
SAL12408,5,0,0,3,3,0,6,3,0,14
SAL12409,0,0,0,0,0,0,0,0,0,3
SAL12410,51,37,45,11,24,12,38,32,3,246
SAL12411,21,17,24,12,16,5,7,14,0,114
SAL12412,0,0,4,0,8,0,3,3,0,18
SAL12413,6,0,0,3,6,0,0,0,0,23
SAL12414,5,6,0,0,3,0,0,0,0,12
SAL12415,3,0,0,0,0,0,0,5,0,11
SAL12416,8,5,3,0,0,0,0,0,0,22
SAL12417,7,16,24,9,13,10,11,11,5,108
SAL12418,7,8,7,4,0,0,4,8,0,27
SAL12419,12,10,11,4,4,3,7,0,0,46
SAL12420,0,0,0,0,0,0,0,0,0,5
SAL12421,52,53,64,26,47,25,40,29,13,341
SAL12422,23,7,6,6,0,5,8,5,0,63
SAL12423,18,11,7,0,0,0,0,10,0,45
SAL12424,9,6,4,0,3,0,3,3,0,31
SAL12425,0,6,5,3,0,0,0,6,0,24
SAL12426,0,0,0,0,0,0,0,0,0,0
SAL12427,22,23,28,17,17,7,12,17,5,157
SAL12428,210,148,156,82,173,67,78,81,24,1018
SAL12429,22,10,19,6,10,3,10,16,3,105
SAL12430,484,885,333,217,497,219,98,98,34,2866
SAL12431,198,383,342,300,365,207,389,316,78,2575
SAL12432,26,16,17,8,17,3,9,11,3,119
SAL12433,9,13,5,4,5,3,0,0,6,48
SAL12434,14,0,0,0,0,0,0,6,0,24
SAL12435,28,9,29,14,25,4,23,33,7,163
SAL12436,19,24,13,8,11,15,7,9,0,109
SAL12437,0,0,0,0,0,0,0,0,0,3
SAL12438,0,0,0,0,0,0,0,0,0,3
SAL12439,99,110,112,184,112,78,62,143,13,916
SAL12440,91,158,102,136,102,79,58,139,24,883
SAL12441,103,219,79,71,89,41,15,28,11,662
SAL12442,335,865,533,682,706,419,611,608,110,4870
SAL12443,220,402,289,244,320,165,134,138,24,1944
SAL12444,158,212,68,65,119,67,42,41,16,779
SAL12445,0,0,0,0,0,0,0,0,0,0
SAL12446,786,2724,446,438,786,541,155,263,100,6242
SAL12447,0,0,0,0,0,0,0,0,0,0
SAL12448,0,0,0,0,0,0,0,0,0,0
SAL12449,4,0,0,0,0,0,0,6,0,5
SAL12450,30,30,11,8,16,12,3,9,4,126
SAL12451,12,0,0,0,0,0,0,0,0,17
SAL12452,58,76,43,35,36,10,6,13,0,280
SAL12453,23,3,12,11,10,13,7,12,4,87
SAL12454,37,59,37,34,19,22,13,30,8,254
SAL12455,6,8,0,8,3,5,8,6,0,43
SAL12456,16,0,3,0,0,0,4,0,0,29
SAL12457,10,9,17,7,9,4,20,7,0,83
SAL12458,108,160,126,132,72,81,55,97,16,859
SAL12459,0,0,0,0,0,0,0,0,0,10
SAL12460,26,33,24,9,13,8,14,19,4,144
SAL12461,14,21,16,5,15,9,12,24,0,118
SAL12462,281,462,164,149,207,120,50,74,31,1544
SAL12463,0,0,0,0,0,0,0,4,0,6
SAL12464,3,0,0,0,0,0,0,5,0,7
SAL12465,23,38,75,57,43,39,36,65,8,385
SAL12466,14,0,4,0,4,0,6,0,0,25
SAL12467,9,0,0,3,6,0,5,3,0,37
SAL12468,4,0,0,0,0,0,0,0,0,5
SAL12469,22,3,0,3,11,0,6,9,0,54
SAL12470,12,16,22,21,17,21,5,9,5,131
SAL12471,96,163,131,115,103,79,30,78,18,809
SAL12472,14,12,6,3,3,5,6,10,4,58
SAL12473,3,0,0,0,0,0,0,0,0,13
SAL12474,15,9,8,0,5,0,3,7,0,41
SAL12475,37,36,35,23,25,8,17,20,3,214
SAL12476,4,7,3,4,4,3,0,5,0,37
SAL12477,46,19,23,15,10,7,12,34,3,171
SAL12478,221,468,143,160,172,94,51,65,21,1402
SAL12479,3,0,9,3,0,0,3,4,0,28
SAL12480,59,29,16,9,4,7,17,17,0,160
SAL12481,0,5,4,3,0,0,0,0,0,10
SAL12482,97,50,52,26,42,20,25,41,10,355
SAL12483,69,43,56,35,39,20,38,67,12,378
SAL12484,78,102,131,137,74,73,112,127,18,845
SAL12485,2346,3986,567,585,858,613,133,212,161,9451
SAL12486,662,1082,386,315,452,292,137,149,52,3527
SAL12487,93,108,201,148,112,110,96,170,21,1060
SAL12488,3,11,7,13,4,0,8,3,0,62
SAL12489,14,7,0,4,0,3,4,3,0,37
SAL12490,18,3,3,0,3,0,3,4,0,36
SAL12491,49,37,21,9,31,9,8,11,3,177
SAL12492,24,57,41,41,26,14,9,26,0,235
SAL12493,15,6,7,5,0,0,3,6,0,44
SAL12494,142,105,158,57,99,36,34,62,6,695
SAL12495,263,571,366,339,480,258,469,336,74,3169
SAL12496,9,7,11,8,5,4,4,0,0,54
SAL12497,34,30,13,14,16,7,3,12,3,131
SAL12498,204,334,246,216,250,169,128,166,30,1742
SAL12499,0,0,0,0,0,0,0,0,0,4
SAL12500,0,0,0,0,0,0,0,0,0,0
SAL12501,21,6,0,0,4,0,0,0,0,30
SAL12502,55,136,123,114,97,64,63,77,18,738
SAL12503,15,6,12,9,9,4,3,14,0,70
SAL12504,12,15,7,14,7,6,12,18,4,97
SAL12505,6,7,0,4,0,0,0,6,0,24
SAL12506,0,4,0,0,4,0,0,0,0,9
SAL12507,0,0,0,0,0,0,0,0,0,0
SAL12508,44,83,55,51,54,35,23,23,0,378
SAL12509,24,12,8,11,11,10,7,7,0,95
SAL12510,69,37,58,11,39,15,25,38,5,296
SAL12511,2644,5105,1485,1331,1903,1015,491,813,271,15055
SAL12512,36,36,49,30,43,21,29,15,3,261
SAL12513,45,24,27,18,27,20,22,17,0,199
SAL12514,2383,5749,1312,1076,1728,831,442,698,256,14477
SAL12515,866,2152,651,604,1119,457,659,413,140,7053
SAL12516,807,2299,483,486,847,430,183,255,109,5899
SAL12517,20,10,16,11,7,9,12,13,0,96
SAL12518,0,5,6,3,3,0,0,0,0,24
SAL12519,27,0,0,0,6,0,0,6,0,49
SAL12520,29,7,18,5,10,3,10,9,4,104
SAL12521,16,25,38,21,21,7,8,13,4,153
SAL12522,31,53,31,12,29,12,11,12,3,192
SAL12523,71,44,134,54,72,58,95,74,16,620
SAL12524,328,684,626,562,535,372,329,405,60,3897
SAL12525,12,4,6,4,5,0,0,6,0,37
SAL12526,16,19,6,3,0,3,4,4,0,57
SAL12527,15,17,12,14,5,10,6,12,0,103
SAL12528,143,335,90,128,94,46,25,62,16,952
SAL12529,1536,3538,1420,1231,1672,976,635,994,279,12287
SAL12530,99,155,47,33,64,46,17,28,8,497
SAL12531,13,3,0,0,3,0,0,0,4,24
SAL12532,72,36,51,47,33,21,37,58,8,358
SAL12533,27,7,3,0,4,3,5,10,0,63
SAL12534,695,1172,537,459,719,378,260,310,71,4600
SAL12535,23,4,0,3,8,0,5,9,0,49
SAL12536,19,3,5,6,0,4,3,7,0,41
SAL12537,10,10,3,5,10,0,0,0,9,48
SAL12538,10,5,0,4,3,0,4,3,0,27
SAL12539,3,3,6,0,0,7,0,5,0,24
SAL12540,475,1376,636,705,587,348,267,429,80,4901
SAL12541,0,0,0,0,0,0,0,0,0,0
SAL12542,8,5,5,3,3,0,3,0,4,27
SAL12543,0,3,0,0,0,0,0,3,0,12
SAL12544,94,314,117,145,119,71,53,61,15,991
SAL12545,0,0,0,0,0,0,0,0,0,0
SAL12546,111,256,126,131,92,87,61,100,21,983
SAL12547,41,7,5,9,6,3,0,18,0,80
SAL12548,101,316,76,74,117,70,86,52,26,923
SAL12549,0,0,0,0,0,0,0,0,0,6
SAL12550,18,13,29,13,22,4,25,18,0,151
SAL12551,6,3,5,4,3,0,20,8,0,58
SAL12552,176,176,278,135,217,104,140,89,31,1345
SAL12553,13,17,21,14,21,25,15,15,3,152
SAL12554,3,15,11,13,18,12,5,12,0,96
SAL12555,69,131,47,48,47,29,14,40,4,424
SAL12556,16,13,3,10,0,7,4,4,0,48
SAL12557,341,658,88,67,150,50,9,22,25,1400
SAL12558,20,0,3,0,3,0,3,7,3,39
SAL12559,24,35,24,25,20,9,15,16,3,168
SAL12560,449,1337,253,208,436,188,90,140,48,3150
SAL12561,0,0,0,0,0,0,0,0,0,0
SAL12562,10,0,4,0,0,0,0,3,0,25
SAL12563,29,71,40,36,29,14,10,20,12,261
SAL12564,569,861,988,721,729,470,387,515,107,5343
SAL12565,9,5,16,6,13,7,6,6,0,73
SAL12566,26,39,34,25,25,8,12,21,3,198
SAL12567,22,13,4,3,10,3,0,9,3,65
SAL12568,16,10,10,9,13,3,0,12,0,60
SAL12569,3,0,0,0,0,0,0,0,0,5
SAL12570,3,11,7,5,8,3,5,6,0,47
SAL12571,0,0,0,0,0,0,0,0,0,7
SAL12572,11,3,0,0,3,0,0,0,0,20
SAL12573,89,261,60,79,122,49,74,29,16,776
SAL12574,176,334,116,80,167,84,30,53,19,1056
SAL12575,7,10,0,4,0,0,0,0,0,22
SAL12576,29,7,3,5,4,0,0,5,0,61
SAL12577,16,14,15,7,7,4,6,9,5,90
SAL12578,893,1430,704,511,983,507,182,266,84,5560
SAL12579,78,98,75,37,81,35,30,36,7,472
SAL12580,5,11,17,13,15,3,11,17,0,91
SAL12581,64,32,15,18,13,12,24,32,4,206
SAL12582,38,29,7,29,15,3,12,34,3,168
SAL12583,36,12,0,3,9,0,4,16,0,71
SAL12584,1023,2433,629,768,699,490,178,301,69,6581
SAL12585,134,269,63,60,78,52,19,36,13,717
SAL12586,208,316,266,244,176,205,70,165,19,1668
SAL12587,12,15,14,0,3,3,0,8,6,69
SAL12588,0,0,0,0,0,0,0,0,0,0
SAL12589,4,7,4,0,0,0,0,3,0,22
SAL12590,51,49,42,29,21,21,10,10,0,229
SAL12591,9,3,0,0,0,3,0,0,0,19
SAL12592,0,0,3,0,0,0,0,0,0,3
SAL12593,0,0,0,0,3,0,0,0,0,3
SAL12594,0,0,0,0,0,0,0,0,0,3
SAL12595,15,0,0,0,0,0,0,4,0,24
SAL12596,146,68,82,77,69,42,110,119,20,736
SAL12597,28,0,0,5,0,0,10,5,6,61
SAL12598,13,0,5,7,0,3,4,6,0,36
SAL12599,1018,2201,1271,1183,1564,919,963,1166,319,10609
SAL12600,238,449,301,248,364,210,213,196,67,2288
SAL12601,28,21,24,13,15,8,6,27,5,134
SAL12602,0,0,0,0,0,0,0,0,0,0
SAL12603,169,256,343,325,262,212,224,323,51,2162
SAL12604,21,3,0,0,0,0,0,8,0,34
SAL12605,30,17,4,9,0,3,0,3,0,61
SAL12606,5,0,0,0,0,0,0,0,0,12
SAL12607,9,0,0,0,0,0,0,0,0,6
SAL12608,0,3,0,4,0,0,0,0,0,12
SAL12609,67,75,51,30,50,14,19,11,13,329
SAL12610,32,37,21,21,20,22,11,13,4,183
SAL12611,32,15,33,11,14,7,10,11,0,132
SAL12612,4,3,7,0,0,0,0,8,0,27
SAL12613,155,280,33,40,80,42,6,10,12,654
SAL12614,117,115,75,32,77,47,17,28,8,509
SAL12615,3,5,8,4,4,0,6,5,0,30
SAL12616,11,5,6,0,5,0,0,3,0,32
SAL12617,15,12,5,6,9,8,3,3,0,55
SAL12618,372,633,347,278,494,221,276,193,51,2869
SAL12619,3,3,0,0,0,0,0,0,0,11
SAL12620,8,3,5,0,3,3,4,6,0,31
SAL12621,10,7,0,0,0,0,0,3,0,17
SAL12622,15,5,3,0,0,0,4,5,0,25
SAL12623,14,7,14,4,6,4,12,15,3,70
SAL12624,28,8,4,10,10,0,6,10,0,66
SAL12625,0,0,0,0,0,0,0,0,0,0
SAL12626,0,0,0,0,0,0,0,3,0,11
SAL12627,8,3,0,7,3,3,0,5,3,38
