SAL_CODE_2021,P15_19_Managers,P15_19_Professionals,P15_19_TechnicTrades_Wrs,P15_19_CommunPersnlSvc_W,P15_19_ClericalAdminis_W,P15_19_Sales_W,P15_19_Mach_oper_drivers,P15_19_Labourers,P15_19_Occu_ID_NS,P15_19_Tot,P20_24_Managers,P20_24_Professionals,P20_24_TechnicTrades_W,P20_24_CommunPersnlSvc_W,P20_24_ClericalAdminis_W,P20_24_Sales_W,P20_24_Mach_oper_drivers,P20_24_Labourers,P20_24_Occu_ID_NS,P20_24_Tot,P25_34_Managers,P25_34_Professionals,P25_34_TechnicTrades_W,P25_34_CommunPersnlSvc_W,P25_34_ClericalAdminis_W,P25_34_Sales_W,P25_34_Mach_oper_drivers,P25_34_Labourers,P25_34_Occu_ID_NS,P25_34_Tot,P35_44_Managers,P35_44_Professionals,P35_44_TechnicTrades_W,P35_44_CommunPersnlSvc_W,P35_44_ClericalAdminis_W,P35_44_Sales_W,P35_44_Mach_oper_drivers,P35_44_Labourers,P35_44_Occu_ID_NS,P35_44_Tot,P45_54_Managers,P45_54_Professionals,P45_54_TechnicTrades_W,P45_54_CommunPersnlSvc_W,P45_54_ClericalAdminis_W,P45_54_Sales_W,P45_54_Mach_oper_drivers,P45_54_Labourers,P45_54_Occu_ID_NS,P45_54_Tot,P55_64_Managers,P55_64_Professionals,P55_64_TechnicTrades_W,P55_64_CommunPersnlSvc_W,P55_64_ClericalAdminis_W,P55_64_Sales_W,P55_64_Mach_oper_drivers,P55_64_Labourers,P55_64_Occu_ID_NS,P55_64_Tot,P65_74_Managers,P65_74_Professionals,P65_74_TechnicTrades_W,P65_74_CommunPersnlSvc_W,P65_74_ClericalAdminis_W,P65_74_Sales_W,P65_74_Mach_oper_drivers,P65_74_Labourers,P65_74_Occu_ID_NS,P65_74_Tot,P75_84_Managers,P75_84_Professionals,P75_84_TechnicTrades_W,P75_84_CommunPersnlSvc_W,P75_84_ClericalAdminis_W,P75_84_Sales_W,P75_84_Mach_oper_drivers,P75_84_Labourers,P75_84_Occu_ID_NS,P75_84_Tot,P85_ov_Managers,P85_ov_Professionals,P85_ov_TechnicTrades_W,P85_ov_CommunPersnlSvc_W,P85_ov_ClericalAdminis_W,P85_ov_Sales_W,P85_ov_Mach_oper_drivers,P85_ov_Labourers,P85_ov_Occu_ID_NS,P85_ov_Tot,P_Tot_Managers,P_Tot_Professionals,P_Tot_TechnicTrades_W,P_Tot_CommunPersnlSvc_W,P_Tot_ClericalAdminis_W,P_Tot_Sales_W,P_Tot_Mach_oper_drivers,P_Tot_Labourers,P_Tot_Occu_ID_NS,P_Tot_Tot
SAL13193,4,6,6,6,15,33,3,12,3,85,6,60,24,24,39,45,40,42,10,291,51,280,77,74,112,58,113,87,31,879,114,334,78,69,131,38,92,71,24,946,66,134,72,58,100,24,27,62,9,549,28,93,39,38,76,20,45,48,7,393,13,22,17,9,17,4,4,20,4,104,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,282,931,307,279,488,222,345,337,90,3267
SAL13194,0,7,10,27,14,62,3,25,0,153,6,104,45,60,66,47,5,24,3,375,58,220,56,54,63,36,11,16,8,528,161,387,58,50,108,32,9,16,12,838,220,352,44,62,122,28,22,20,7,878,153,251,50,43,114,33,10,46,11,706,29,90,15,9,33,9,4,13,0,210,3,10,4,0,10,0,0,0,0,23,0,0,0,0,0,0,0,0,0,3,635,1431,277,308,536,251,65,160,56,3716
SAL13195,5,13,47,39,15,80,10,50,4,253,55,155,200,193,160,137,108,127,20,1160,260,682,344,295,384,213,193,217,50,2628,253,439,166,161,246,104,160,119,40,1686,162,273,131,147,201,82,162,123,28,1304,100,130,88,110,178,78,118,103,27,926,28,36,19,16,49,20,28,21,4,214,7,4,0,0,7,0,3,0,0,24,0,0,0,0,0,0,0,0,0,3,868,1726,990,954,1247,707,775,765,173,8209
SAL13196,0,0,5,4,0,6,0,5,0,17,0,0,0,0,0,0,0,0,0,4,0,4,0,3,4,0,0,0,0,9,5,0,6,4,0,0,0,0,0,16,0,0,3,3,0,0,0,4,0,14,4,14,8,7,3,0,0,0,0,34,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,14,25,21,18,8,5,8,12,4,111
SAL13197,4,11,20,35,10,60,8,23,0,176,29,139,64,110,59,94,29,102,8,631,118,505,179,188,168,123,60,177,29,1555,185,432,134,119,196,90,58,82,24,1315,176,324,117,84,235,75,61,73,10,1161,109,209,106,94,172,67,68,85,10,922,22,47,30,28,46,15,18,23,5,236,0,3,0,0,9,0,0,0,0,20,0,4,0,0,0,0,0,0,0,6,648,1683,646,655,899,528,300,568,96,6024
SAL13198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,3,0,0,0,0,18,0,27,7,0,0,0,0,0,0,0,0,14,5,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,4,3,7,4,0,5,22,0,74
SAL13200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SAL13201,0,0,0,4,0,8,0,7,0,14,0,0,3,3,0,3,3,0,0,17,6,9,16,7,0,6,0,3,0,53,8,6,11,8,10,0,6,4,0,62,15,12,4,7,8,6,3,5,0,65,15,13,7,3,7,3,10,4,0,64,8,0,5,0,4,5,3,5,0,22,3,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,53,51,48,40,32,28,30,28,0,302
SAL13202,0,3,6,34,7,35,7,17,0,111,22,117,39,84,60,50,11,34,3,420,189,728,112,106,184,79,27,44,18,1497,242,510,94,64,100,36,15,40,19,1126,242,407,52,43,115,33,16,24,5,946,72,220,35,37,71,32,25,22,4,514,13,51,11,7,21,10,7,10,0,130,0,5,0,0,0,0,0,4,0,14,0,0,0,0,0,0,0,0,0,0,801,2047,358,372,565,267,102,192,50,4755
SAL13203,0,0,11,5,0,8,0,9,0,34,6,3,12,3,0,4,4,7,0,32,6,6,18,4,3,6,0,8,0,46,12,8,12,5,11,0,3,0,4,60,28,13,14,5,18,12,7,6,0,103,9,7,10,10,11,6,8,10,4,71,0,8,0,4,9,0,4,0,0,23,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,62,48,78,33,50,32,32,33,12,376
SAL13204,0,0,0,5,0,0,0,3,0,12,0,0,0,4,0,0,0,3,0,12,7,14,8,6,5,0,0,0,0,39,16,11,5,0,0,4,0,0,0,35,11,27,6,3,3,3,3,3,0,53,12,19,10,4,11,9,6,0,0,60,0,6,0,0,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,72,29,16,24,13,6,15,0,224
SAL13205,0,0,9,6,0,6,0,6,0,18,0,7,8,8,7,5,0,0,0,36,4,17,5,7,3,3,4,4,0,51,24,17,11,7,10,0,0,0,3,66,21,21,11,4,8,4,0,4,0,73,9,15,10,9,17,3,5,0,0,61,0,9,0,3,8,0,0,3,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,83,55,39,45,25,12,14,7,334
SAL13206,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,3,0,11,3,0,0,0,3,0,0,0,0,13,0,3,0,0,0,0,6,0,0,9,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,5,0,7,0,3,4,0,42
SAL13207,0,0,0,0,0,5,0,7,0,9,0,0,0,0,0,3,0,0,0,8,0,4,0,0,3,0,0,0,0,12,4,13,3,0,4,0,0,4,0,34,15,4,12,5,0,0,0,0,0,42,5,4,4,4,7,0,0,0,0,24,3,0,4,0,0,0,0,0,0,14,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,29,27,21,12,16,13,8,14,4,143
SAL13208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,8,3,0,0,7,5,0,0,0,0,18,11,0,6,0,0,0,0,0,0,18,9,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,6,7,7,13,0,3,5,0,74
SAL13209,0,0,0,0,0,5,0,4,0,0,0,0,0,3,0,0,3,0,0,8,4,5,0,0,0,0,0,0,0,11,0,3,0,0,0,0,0,0,3,15,3,7,0,8,0,0,0,3,0,21,8,3,0,0,3,0,0,3,0,26,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,24,16,9,7,8,8,4,12,3,91
SAL13210,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6,3,0,7,4,0,3,0,0,0,18,3,6,0,0,4,0,0,0,0,15,11,8,0,0,9,0,0,6,0,25,3,3,0,0,5,0,0,0,0,15,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,18,10,11,20,4,0,10,0,93
SAL13211,0,10,25,34,3,47,5,19,0,150,15,54,30,44,40,29,16,14,5,252,71,210,83,45,73,32,12,16,13,551,189,217,75,37,131,41,19,22,13,745,152,183,65,57,163,43,35,23,16,732,100,105,53,44,128,31,28,28,11,519,18,33,18,10,33,9,6,5,3,138,3,3,3,4,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,553,805,346,277,571,230,120,133,55,3093
SAL13212,3,4,43,22,11,53,8,39,3,182,17,21,63,37,36,25,16,31,4,251,66,115,109,62,73,28,28,50,12,533,108,118,78,39,80,27,42,29,11,528,115,140,96,64,94,32,52,40,9,637,83,78,69,41,91,29,33,34,9,474,17,23,13,3,12,16,10,5,0,112,4,0,0,0,0,0,0,0,3,19,0,0,0,0,0,0,0,0,0,0,411,498,475,273,394,204,194,230,54,2740
SAL13213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,10
SAL13214,0,0,3,5,0,4,0,3,0,11,0,0,5,0,0,4,0,4,0,22,3,0,6,3,6,4,0,4,0,20,8,8,6,6,5,0,0,0,0,29,5,11,7,0,3,3,8,4,0,39,3,9,6,4,4,0,3,5,0,37,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,21,25,36,19,17,12,11,12,0,162
SAL13215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL13216,0,0,0,0,0,5,0,0,0,3,0,4,3,0,0,0,0,0,0,11,0,3,0,0,7,0,0,4,0,16,3,12,3,3,0,0,0,3,0,27,5,5,12,3,4,4,0,7,4,42,5,5,5,11,5,5,0,5,0,41,6,3,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,31,24,24,16,14,5,19,7,161
SAL13217,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,6,0,11,5,0,0,0,4,0,3,4,0,18,10,3,0,3,0,0,0,7,0,22,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,3,4,3,5,0,3,15,0,69
SAL13218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13219,0,0,0,3,0,3,0,0,0,9,0,0,3,0,4,3,5,3,0,14,5,6,0,3,4,6,3,6,0,28,3,6,8,0,5,3,0,3,0,35,4,7,3,3,3,0,3,7,0,35,6,3,5,3,4,0,3,4,0,29,8,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,23,17,21,18,18,18,20,24,4,164
SAL13220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,0,5,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,8,3,3,0,0,0,0,9,0,30
SAL13223,0,0,4,0,0,0,0,6,0,5,0,0,4,0,0,3,0,0,0,8,0,0,3,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,10,4,4,4,3,8,3,6,8,0,34,5,7,12,3,6,5,3,7,0,48,3,3,4,0,4,0,0,0,0,19,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,22,18,22,15,19,12,5,20,0,141
SAL13224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6
SAL13225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
SAL13226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
SAL13227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,0,0,0,0,0,0,0,22
SAL13228,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,15,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,0,0,8,6,3,6,0,40
SAL13229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,12
SAL13230,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,5,0,9,4,0,0,0,0,0,0,0,0,9,0,5,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,0,0,11,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,23,9,0,4,0,0,3,3,0,48
SAL13231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,5,0,12,5,0,5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,4,0,3,0,0,12,4,41
SAL13232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,4,0,18
SAL13233,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,5,0,0,0,0,4,0,25
SAL13234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,3,0,0,0,0,0,14,4,0,0,6,0,0,0,4,0,13,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,5,5,3,3,3,0,42
SAL13236,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,8,0,0,0,4,3,0,0,0,0,16,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,13,3,6,0,5,3,0,43
SAL13237,0,0,0,0,0,4,0,0,0,6,0,0,3,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,3,8,5,4,4,0,4,0,38
SAL13238,0,4,54,15,11,38,8,26,4,156,10,27,60,36,18,15,10,18,0,186,47,64,50,21,58,14,14,14,0,286,110,100,85,31,89,18,18,16,10,489,118,65,80,32,109,32,30,33,8,499,56,42,46,18,65,19,27,26,8,310,18,19,16,0,21,3,9,0,0,87,3,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,364,320,383,158,366,150,116,137,34,2026
SAL13239,0,0,3,0,0,0,0,0,0,3,0,0,4,0,0,0,3,0,0,11,0,0,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,4,0,4,0,4,0,0,3,0,11,0,0,0,0,3,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,17,0,8,0,6,4,3,44
SAL13240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,12,3,0,0,0,0,0,0,3,0,9,3,0,0,3,0,0,0,0,0,12,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,5,5,7,5,4,0,12,0,56
SAL13241,0,0,6,0,0,8,0,5,0,20,0,6,0,4,0,0,0,5,0,22,12,14,3,4,3,0,0,0,0,45,23,23,6,4,16,7,0,0,0,80,23,16,11,7,17,0,3,0,0,82,12,13,8,3,13,8,0,0,0,51,6,3,0,0,5,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,69,81,35,30,62,21,5,11,4,320
SAL13242,8,6,16,21,11,76,22,43,3,198,15,74,56,62,57,71,56,60,9,464,79,234,100,104,137,63,131,68,15,938,102,247,94,107,185,62,126,89,24,1038,80,153,112,111,165,48,164,133,13,969,47,95,93,65,136,39,136,117,10,739,10,17,17,17,30,10,22,21,0,148,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,346,822,486,491,719,354,667,533,83,4501
SAL13243,0,5,8,23,7,40,4,23,0,115,8,20,21,27,5,18,7,20,4,133,33,83,46,30,31,22,12,23,5,284,71,129,47,28,47,14,5,23,6,376,72,133,56,38,60,24,21,20,4,422,43,89,28,40,60,21,31,20,4,331,8,24,6,6,15,6,4,0,3,71,0,4,0,0,10,4,0,0,0,8,0,0,0,0,0,0,0,0,0,3,231,476,217,195,238,151,81,129,22,1742
SAL13244,0,0,0,3,0,8,0,6,0,25,3,16,15,23,7,24,4,9,0,94,23,74,18,16,17,16,9,4,5,188,26,55,18,21,38,10,7,5,6,186,34,44,10,17,42,10,7,15,0,179,35,58,19,14,41,9,6,14,4,196,16,33,8,7,10,5,0,3,5,85,4,10,0,0,0,0,0,0,5,19,0,0,0,0,0,0,0,0,0,5,150,290,79,107,154,87,36,58,14,970
SAL13245,0,0,0,4,0,6,0,0,0,14,3,20,0,7,4,9,0,0,0,46,28,52,3,0,12,3,0,0,3,107,30,40,4,3,4,11,0,0,4,100,51,40,0,5,7,11,0,0,0,108,38,52,5,7,13,4,3,5,10,125,39,43,0,3,11,8,0,0,11,114,19,11,0,0,0,0,0,0,3,39,0,4,0,0,0,0,0,0,0,11,211,260,9,25,59,46,8,7,31,664
SAL13246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8
SAL13248,0,0,0,10,0,3,0,4,0,21,4,0,3,3,0,3,0,3,0,21,8,13,11,0,3,0,3,0,0,38,31,26,9,5,13,0,3,9,0,95,44,20,6,3,9,5,5,8,0,103,65,43,15,10,25,12,4,3,0,168,30,14,9,0,10,3,3,3,0,80,3,3,0,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,187,122,49,32,66,38,18,27,5,546
SAL13249,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,4,0,4,8,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,4,0,0,6,0,0,0,0,5,0,0,0,0,3,6,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,4,0,7,3,4,3,0,41
SAL13250,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,8
SAL13251,0,0,0,3,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,15,0,0,0,4,0,0,0,0,0,12,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,3,9,3,3,0,5,3,50
SAL13252,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,3,0,0,0,0,0,0,13,5,7,0,0,0,3,3,6,0,17,4,0,7,4,0,0,0,8,0,21,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,14,3,4,8,4,17,0,71
SAL13253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,6,5,0,0,0,0,3,0,30
