SAL_CODE_2021,P15_19_Managers,P15_19_Professionals,P15_19_TechnicTrades_Wrs,P15_19_CommunPersnlSvc_W,P15_19_ClericalAdminis_W,P15_19_Sales_W,P15_19_Mach_oper_drivers,P15_19_Labourers,P15_19_Occu_ID_NS,P15_19_Tot,P20_24_Managers,P20_24_Professionals,P20_24_TechnicTrades_W,P20_24_CommunPersnlSvc_W,P20_24_ClericalAdminis_W,P20_24_Sales_W,P20_24_Mach_oper_drivers,P20_24_Labourers,P20_24_Occu_ID_NS,P20_24_Tot,P25_34_Managers,P25_34_Professionals,P25_34_TechnicTrades_W,P25_34_CommunPersnlSvc_W,P25_34_ClericalAdminis_W,P25_34_Sales_W,P25_34_Mach_oper_drivers,P25_34_Labourers,P25_34_Occu_ID_NS,P25_34_Tot,P35_44_Managers,P35_44_Professionals,P35_44_TechnicTrades_W,P35_44_CommunPersnlSvc_W,P35_44_ClericalAdminis_W,P35_44_Sales_W,P35_44_Mach_oper_drivers,P35_44_Labourers,P35_44_Occu_ID_NS,P35_44_Tot,P45_54_Managers,P45_54_Professionals,P45_54_TechnicTrades_W,P45_54_CommunPersnlSvc_W,P45_54_ClericalAdminis_W,P45_54_Sales_W,P45_54_Mach_oper_drivers,P45_54_Labourers,P45_54_Occu_ID_NS,P45_54_Tot,P55_64_Managers,P55_64_Professionals,P55_64_TechnicTrades_W,P55_64_CommunPersnlSvc_W,P55_64_ClericalAdminis_W,P55_64_Sales_W,P55_64_Mach_oper_drivers,P55_64_Labourers,P55_64_Occu_ID_NS,P55_64_Tot,P65_74_Managers,P65_74_Professionals,P65_74_TechnicTrades_W,P65_74_CommunPersnlSvc_W,P65_74_ClericalAdminis_W,P65_74_Sales_W,P65_74_Mach_oper_drivers,P65_74_Labourers,P65_74_Occu_ID_NS,P65_74_Tot,P75_84_Managers,P75_84_Professionals,P75_84_TechnicTrades_W,P75_84_CommunPersnlSvc_W,P75_84_ClericalAdminis_W,P75_84_Sales_W,P75_84_Mach_oper_drivers,P75_84_Labourers,P75_84_Occu_ID_NS,P75_84_Tot,P85_ov_Managers,P85_ov_Professionals,P85_ov_TechnicTrades_W,P85_ov_CommunPersnlSvc_W,P85_ov_ClericalAdminis_W,P85_ov_Sales_W,P85_ov_Mach_oper_drivers,P85_ov_Labourers,P85_ov_Occu_ID_NS,P85_ov_Tot,P_Tot_Managers,P_Tot_Professionals,P_Tot_TechnicTrades_W,P_Tot_CommunPersnlSvc_W,P_Tot_ClericalAdminis_W,P_Tot_Sales_W,P_Tot_Mach_oper_drivers,P_Tot_Labourers,P_Tot_Occu_ID_NS,P_Tot_Tot
SAL10908,0,3,18,27,7,51,3,38,0,150,4,11,29,33,15,26,10,10,0,138,74,210,114,69,93,47,38,24,16,683,123,231,107,65,115,49,67,32,17,805,69,85,55,51,65,26,43,31,3,426,35,30,27,24,47,18,35,9,0,224,4,8,0,3,11,3,7,4,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316,578,352,277,352,219,201,145,37,2472
SAL10909,0,0,0,3,5,5,0,4,0,24,6,21,0,14,12,14,0,3,4,72,77,159,30,27,40,23,5,5,4,367,139,192,30,26,65,28,6,0,14,504,94,104,23,11,49,16,4,4,9,317,61,59,8,10,32,15,12,11,4,213,19,18,6,0,17,4,0,3,0,78,5,11,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,399,562,102,96,236,105,29,29,30,1592
SAL10910,0,0,12,10,0,17,3,13,0,65,0,9,22,15,7,7,4,15,6,80,9,43,29,23,19,15,9,19,0,174,28,33,34,27,34,13,6,10,3,190,33,29,27,31,36,18,16,17,4,212,11,33,14,34,30,14,23,28,3,186,5,6,8,7,10,7,0,4,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,154,142,141,140,103,56,113,16,957
SAL10911,0,0,0,3,0,11,0,4,0,19,0,9,8,15,3,5,0,4,0,41,4,21,15,16,11,4,3,3,0,88,15,18,11,11,12,6,6,7,0,84,5,27,17,11,18,11,10,5,0,102,7,16,17,11,13,9,6,6,0,84,5,4,3,3,6,3,3,0,0,23,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,48,92,77,69,57,39,25,37,4,449
SAL10912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,11
SAL10913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10914,0,0,8,4,4,7,0,9,0,34,0,11,10,9,3,3,0,3,0,36,8,19,4,6,0,3,0,0,0,35,19,24,4,3,4,4,0,0,0,59,41,35,5,12,17,12,0,5,0,130,48,40,5,0,15,10,0,3,0,130,16,20,3,0,5,6,0,0,0,56,0,8,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,134,157,36,31,59,43,3,23,9,484
SAL10915,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,6,0,5,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,5,0,0,7,0,3,0,0,0,0,9,0,3,4,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,9,8,13,6,5,7,3,6,0,45
SAL10916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,16
SAL10917,0,3,20,23,10,51,16,36,0,158,7,34,65,41,30,24,28,34,3,272,65,125,85,60,87,28,48,32,16,552,85,145,74,72,128,35,69,32,22,663,80,92,59,74,126,49,72,48,17,623,33,45,37,32,83,10,57,38,7,353,4,12,11,9,16,8,11,7,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278,471,358,305,477,205,297,229,71,2689
SAL10918,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,5,0,11,0,0,0,0,0,0,3,0,0,9,6,9,7,8,3,0,9,0,0,31,4,0,0,0,6,0,7,3,0,24,0,0,0,0,0,0,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,17,10,17,3,15,9,5,95
SAL10919,0,0,12,5,6,16,0,11,0,56,0,3,21,6,7,7,5,11,0,67,28,25,61,22,30,10,16,21,8,232,37,43,54,13,38,12,27,15,3,225,26,37,43,24,33,16,39,12,4,243,25,39,33,19,31,8,19,22,5,196,6,6,0,5,4,0,10,11,4,49,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,121,161,229,104,147,81,119,99,25,1086
SAL10920,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,7,0,0,5,0,0,0,0,0,0,7,3,3,6,0,0,0,0,3,0,17,0,0,3,0,7,0,0,0,0,12,3,0,0,0,7,0,5,3,0,18,5,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,15,0,13,0,3,10,3,69
SAL10921,0,0,6,3,6,14,0,3,0,25,0,0,7,0,3,0,0,4,0,21,0,7,11,12,3,0,3,0,0,36,12,16,5,0,0,3,0,4,0,51,13,9,13,14,16,3,6,4,0,76,14,11,13,5,7,5,9,5,0,79,14,3,0,0,0,0,0,3,0,20,6,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,53,51,54,42,42,28,21,30,3,316
SAL10922,0,0,0,4,0,4,0,0,0,5,0,6,4,7,0,4,0,4,0,21,11,10,3,0,3,0,0,0,0,27,10,20,0,3,7,4,0,0,0,40,29,32,5,3,5,0,0,0,0,83,21,33,4,0,12,10,0,0,6,93,21,29,8,0,8,0,0,0,0,61,5,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,92,135,24,24,37,23,0,4,9,340
SAL10923,0,0,13,6,4,12,4,11,5,47,5,7,14,12,3,10,9,11,9,72,13,25,14,24,16,12,31,14,14,160,28,34,13,24,20,28,17,20,5,193,3,9,4,16,11,8,24,27,0,107,0,0,0,11,6,5,12,9,4,47,4,0,0,3,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,78,59,86,49,79,103,96,26,637
SAL10924,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,7,0,5,5,0,0,0,0,0,0,10,0,3,3,3,0,0,0,0,0,9,5,8,0,0,6,3,0,0,0,19,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,9,18,11,12,7,3,0,4,0,68
SAL10925,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,5,3,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,6,0,0,0,0,24
SAL10926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10927,0,0,0,4,3,9,0,8,0,34,4,6,6,7,14,9,4,0,0,47,11,42,3,12,8,9,0,4,3,93,29,34,20,15,21,13,8,4,0,147,36,37,16,23,45,17,10,11,0,191,14,19,5,6,18,6,7,10,5,89,8,0,4,3,4,0,0,3,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,141,57,61,111,63,38,40,11,624
SAL10928,0,0,6,0,0,0,0,0,0,9,0,0,3,0,0,0,0,6,0,15,0,7,5,4,0,0,0,0,0,12,7,6,9,0,0,0,0,0,0,24,3,4,7,3,5,0,0,6,0,32,0,3,0,0,8,0,3,0,0,14,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,16,24,21,13,14,9,7,7,0,110
SAL10929,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,11
SAL10930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,9
SAL10931,0,0,8,13,3,23,4,16,0,66,0,12,33,30,18,18,10,15,0,146,45,81,93,68,63,44,62,52,10,524,23,43,44,50,29,20,30,18,8,260,7,18,19,9,19,4,17,15,0,124,0,8,9,9,11,9,9,12,0,62,0,0,0,0,3,0,0,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,170,206,189,144,113,127,130,18,1196
SAL10932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,3,0,5,0,0,0,0,22
SAL10933,0,0,3,13,0,6,0,8,0,35,0,0,13,7,9,3,5,5,0,37,3,21,8,6,0,0,4,3,0,42,13,46,12,5,9,0,0,5,0,106,20,38,19,10,19,8,8,7,0,136,17,20,6,7,25,5,7,3,0,90,12,14,3,0,4,4,3,0,0,35,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,70,137,65,55,71,29,32,31,0,486
SAL10934,0,11,3,7,0,8,0,12,0,48,4,30,9,15,12,15,0,5,0,95,9,39,6,3,8,4,0,0,0,78,35,47,6,7,5,10,0,0,0,108,83,107,6,4,24,16,0,4,7,252,78,73,8,13,27,6,4,0,7,214,16,22,0,0,4,0,0,0,5,50,5,6,0,0,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,234,337,36,53,94,58,3,22,19,856
SAL10935,0,0,4,0,0,4,0,4,0,17,0,0,0,4,0,0,0,0,0,11,6,0,7,3,0,0,0,0,3,21,3,7,4,4,8,0,0,0,0,29,7,12,0,0,4,0,0,0,0,34,5,5,6,0,4,4,3,3,0,33,3,3,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,31,33,22,12,19,14,7,22,3,167
SAL10936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10937,0,3,7,24,9,13,7,9,0,67,7,39,21,30,24,18,4,8,4,156,135,362,51,34,64,43,0,16,8,725,197,305,29,13,37,33,7,5,15,637,194,289,24,17,59,24,6,5,10,634,94,176,19,17,46,12,7,3,4,380,21,51,10,3,20,9,3,3,3,124,0,3,0,0,5,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,652,1230,163,141,251,159,31,51,44,2737
SAL10938,0,0,4,7,0,9,0,5,0,27,0,8,10,5,0,6,0,0,3,32,7,18,17,6,7,3,0,4,0,59,13,40,19,11,10,4,0,4,4,101,14,40,15,9,13,5,0,8,0,115,23,28,9,12,8,3,0,13,0,97,8,3,5,4,5,0,4,5,0,34,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,71,138,73,53,45,33,8,40,9,474
SAL10939,0,0,0,0,0,8,0,0,0,6,0,0,3,0,0,0,0,0,0,8,3,0,0,0,0,0,0,3,0,14,3,0,3,0,0,0,0,9,0,20,0,3,3,4,0,3,3,17,0,36,7,5,0,0,0,3,5,16,0,33,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,10,18,8,10,12,11,47,0,123
SAL10940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5
SAL10941,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,9,0,6,4,3,3,0,4,0,0,22,0,6,5,3,0,0,0,0,0,13,4,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,14,10,6,5,11,4,0,57
SAL10942,0,0,4,12,0,15,4,9,0,46,0,3,19,12,3,12,0,0,0,52,12,37,12,10,19,5,5,3,5,94,37,51,27,11,28,4,8,5,0,159,46,59,25,10,25,9,14,3,0,194,36,37,20,14,29,16,13,7,3,175,13,26,6,0,16,3,0,6,0,67,8,4,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,147,221,113,67,115,60,37,29,11,800
SAL10943,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,8,0,9,5,0,0,0,0,0,0,15,6,10,0,4,0,0,0,0,0,17,12,14,0,0,3,0,0,0,0,31,6,7,0,0,3,0,0,0,0,21,0,5,0,0,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,43,9,14,9,7,4,0,3,106
SAL10944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,5,0,0,0,5,6,0,3,0,0,11,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,5,10,0,4,7,0,32
SAL10945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,10
SAL10946,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,7,4,0,0,0,0,0,13,4,4,6,3,0,0,0,0,0,18,0,3,4,0,0,0,0,4,0,15,0,7,3,3,0,0,4,5,0,24,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,19,13,12,13,7,4,10,0,88
SAL10947,0,0,0,3,0,0,0,0,0,5,0,4,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,6,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6,0,6,7,0,4,0,31
SAL10948,0,0,22,7,3,22,6,23,5,92,0,12,38,16,11,16,23,18,0,130,23,69,90,38,47,11,76,35,4,387,40,44,74,29,35,17,58,18,3,324,35,29,57,20,28,12,63,29,10,283,45,27,50,16,36,23,61,38,8,304,17,7,8,4,11,4,15,12,4,83,0,0,0,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,165,195,337,133,175,105,306,180,27,1610
SAL10949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,11
SAL10950,0,0,10,4,0,4,0,6,0,22,0,0,9,6,0,0,0,8,0,28,0,7,9,4,5,4,0,7,0,31,15,4,5,6,4,3,3,10,0,51,8,8,10,0,4,3,3,4,0,49,17,14,14,15,16,3,6,11,0,90,13,3,6,5,4,0,0,0,0,28,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,56,39,56,37,24,24,18,42,7,308
SAL10951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,12,3,0,0,0,0,0,5,0,21
SAL10952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,3,0,0,0,0,0,0,0,22,6,0,0,0,3,0,0,0,0,6,4,4,0,0,0,0,0,0,0,10,9,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,4,0,0,4,6,0,0,0,52
SAL10953,0,3,24,23,9,37,3,34,0,132,6,29,41,30,30,31,6,13,0,185,60,163,92,81,74,31,33,35,18,572,91,112,64,46,71,30,22,21,7,458,105,67,55,42,66,24,27,20,6,418,46,43,33,27,53,21,28,16,9,265,26,13,7,0,10,5,6,7,0,81,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,336,429,318,246,303,174,125,146,41,2116
SAL10954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,3,0,12
SAL10955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,17
SAL10956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,8
SAL10957,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,6,3,0,0,0,0,0,0,13,0,4,5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,8,10,0,0,0,12,0,38
SAL10958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,11,0,0,6,4,0,0,0,3,0,10,0,4,3,3,0,0,0,5,0,16,0,3,0,4,4,0,0,4,0,21,0,0,0,0,0,0,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,15,11,14,3,8,0,10,6,72
SAL10959,9,10,100,147,22,286,27,171,17,788,49,105,180,218,96,165,34,143,19,1008,186,469,382,362,246,173,94,294,49,2253,284,513,301,310,299,167,92,268,49,2279,302,483,256,325,364,170,92,255,48,2293,240,391,191,269,289,183,116,237,24,1929,84,118,46,55,84,58,37,59,5,552,23,11,0,3,11,4,4,4,9,71,4,0,0,0,0,4,0,0,4,9,1166,2112,1451,1690,1420,1211,498,1427,217,11184
SAL10960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9
SAL10962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,3,0,0,0,0,14
SAL10963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,0,0,0,0,0,17
SAL10964,0,0,7,0,0,0,3,4,0,25,4,3,10,10,9,3,3,9,5,58,29,24,8,10,4,3,8,11,0,95,46,11,8,7,23,3,10,5,4,114,47,14,8,13,17,0,8,21,0,124,66,14,12,7,23,4,17,12,0,153,27,0,0,0,7,0,8,6,0,45,7,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,4,0,229,78,57,47,75,13,54,68,11,635
SAL10965,0,9,15,13,7,30,14,25,0,109,6,40,20,34,26,30,19,17,4,202,77,176,49,39,85,37,31,30,15,533,176,273,47,48,140,48,61,23,20,822,91,157,44,43,96,25,42,38,3,539,37,59,37,18,49,17,35,33,0,284,5,10,5,5,7,6,4,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384,715,211,209,408,187,203,162,41,2525
SAL10966,0,0,6,6,0,10,0,12,0,46,4,8,5,23,3,5,0,3,0,45,11,49,10,3,3,4,0,4,0,87,22,64,8,9,9,5,3,4,4,130,35,76,26,12,21,8,4,7,0,181,35,58,18,4,14,7,0,4,0,145,14,10,0,3,3,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,269,80,59,59,31,9,39,7,676
SAL10967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,0,0,3,4,0,0,0,23
SAL10968,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,10,0,3,0,0,4,0,0,0,0,13,7,0,0,0,4,0,0,0,0,15,9,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,12,12,5,9,0,0,8,0,68
