SAL_CODE_2021,P_AdvDi_Di_AdvDi_AsDe_Mng,P_AdvDi_Di_AdvDi_AsDe_Pro,P_AdvDi_Di_AdvDi_AsDe_TTW,P_AdvDi_Di_AdvDi_AsDe_CPS,P_AdvDi_Di_AdvDi_AsDe_CA,P_AdvDi_Di_AdvDi_AsDe_Sal,P_AdvDi_Di_AdvDi_AsDe_MOD,P_AdvDi_Di_AdvDi_AsDe_Lab,P_AdvDi_Di_AdvDi_AsDe_IDNS,P_AdvDi_Di_AdvDi_AsDe_Tot,P_AdvDi_Di_Dip_Mng,P_AdvDi_Di_Dip_Pro,P_AdvDi_Di_Dip_TTW,P_AdvDi_Di_Dip_CPS,P_AdvDi_Di_Dip_CA,P_AdvDi_Di_Dip_Sal,P_AdvDi_Di_Dip_MOD,P_AdvDi_Di_Dip_Lab,P_AdvDi_Di_Dip_IDNS,P_AdvDi_Di_Dip_Tot,P_Cert_CertIII_IV_Mng,P_Cert_CertIII_IV_Pro,P_Cert_CertIII_IV_TTW,P_Cert_CertIII_IV_CPS,P_Cert_CertIII_IV_CA,P_Cert_CertIII_IV_Sal,P_Cert_CertIII_IV_MOD,P_Cert_CertIII_IV_Lab,P_Cert_CertIII_IV_IDNS,P_Cert_CertIII_IV_Tot,P_Cert_CertI_II_Mng,P_Cert_CertI_II_Pro,P_Cert_CertI_II_TTW,P_Cert_CertI_II_CPS,P_Cert_CertI_II_CA,P_Cert_CertI_II_Sal,P_Cert_CertI_II_MOD,P_Cert_CertI_II_Lab,P_Cert_CertI_II_IDNS,P_Cert_CertI_II_Tot,P_Cert_Cert_nfd_Mng,P_Cert_Cert_nfd_Pro,P_Cert_Cert_nfd_TTW,P_Cert_Cert_nfd_CPS,P_Cert_Cert_nfd_CA,P_Cert_Cert_nfd_Sal,P_Cert_Cert_nfd_MOD,P_Cert_Cert_nfd_Lab,P_Cert_Cert_nfd_IDNS,P_Cert_Cert_nfd_Tot,P_LE_ID_Mng,P_LE_ID_Pro,P_LE_ID_TTW,P_LE_ID_CPS,P_LE_ID_CA,P_LE_ID_Sal,P_LE_ID_MOD,P_LE_ID_Lab,P_LE_ID_IDNS,P_LE_ID_Tot,P_LE_NS_Mng,P_LE_NS_Pro,P_LE_NS_TTW,P_LE_NS_CPS,P_LE_NS_CA,P_LE_NS_Sal,P_LE_NS_MOD,P_LE_NS_Lab,P_LE_NS_IDNS,P_LE_NS_Tot,P_Tot_Mng,P_Tot_Pro,P_Tot_TTW,P_Tot_CPS,P_Tot_CA,P_Tot_Sal,P_Tot_MOD,P_Tot_Lab,P_Tot_IDNS,P_Tot_Tot
SAL13515,5,6,0,0,0,0,0,0,0,12,0,0,0,3,4,4,0,0,0,16,6,0,9,0,0,3,7,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,30,33,12,13,12,7,7,0,0,120
SAL13516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL13517,41,48,30,29,42,18,20,11,0,237,70,61,57,97,97,22,35,15,12,467,79,64,273,128,117,53,77,65,18,877,10,4,12,11,14,3,3,5,0,51,6,14,4,11,28,9,5,6,0,78,14,26,13,7,11,9,4,3,0,87,9,24,4,6,14,0,7,7,35,106,882,2541,577,545,885,270,291,200,139,6332
SAL13518,25,19,3,12,12,3,9,5,0,91,31,19,17,41,30,9,11,20,5,181,74,26,301,84,78,46,142,93,12,845,6,0,0,8,7,7,5,10,0,45,6,6,0,11,10,3,6,13,0,50,0,3,4,0,0,0,5,4,0,22,6,7,13,8,0,3,15,13,3,65,208,387,369,195,166,78,193,193,21,1805
SAL13519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13520,4,5,3,0,6,0,0,0,0,21,0,13,5,0,4,0,0,0,0,26,5,0,17,4,5,3,0,0,0,42,0,3,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,61,113,36,22,29,12,3,11,10,292
SAL13521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,9
SAL13522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,13
SAL13523,3,0,0,0,0,0,0,0,0,11,3,0,4,9,4,0,0,0,0,23,9,4,33,17,7,6,0,15,5,103,0,0,0,4,0,0,0,0,0,3,4,0,0,6,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9,37,78,38,39,20,11,6,20,8,263
SAL13524,54,52,11,17,26,17,3,5,0,184,52,46,7,15,29,21,3,0,5,178,64,29,81,26,32,24,11,7,0,270,3,5,0,6,4,0,0,0,0,23,19,5,4,9,19,3,0,3,0,64,10,4,5,3,3,0,0,0,0,27,13,15,0,5,10,4,0,0,14,60,878,1153,149,146,272,141,23,27,44,2824
SAL13525,3,7,0,5,0,0,0,0,0,17,5,9,0,8,12,0,0,0,0,36,18,12,69,17,28,5,22,14,3,186,0,0,0,8,3,3,4,0,0,15,0,0,0,0,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,44,87,71,49,52,14,28,20,0,374
SAL13526,0,4,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,5,4,20,7,12,3,10,3,0,63,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,25,26,10,12,10,10,3,4,102
SAL13527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,17
SAL13528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,4,3,0,19
SAL13529,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,9,7,16,6,4,3,9,0,5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,20,23,14,5,3,11,0,5,88
SAL13530,3,0,0,0,0,0,0,0,0,5,10,0,4,0,3,0,0,0,0,22,4,0,16,8,4,4,4,3,0,45,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,17,20,19,18,15,8,4,3,3,112
SAL13531,14,6,9,11,18,3,5,10,0,75,17,25,17,30,32,6,6,3,0,151,18,10,81,34,37,20,27,18,7,249,0,0,0,7,9,4,0,0,0,22,4,0,4,13,4,4,6,5,3,43,0,4,3,0,3,0,5,0,0,20,0,3,3,3,6,0,7,4,8,43,126,424,141,144,189,66,86,62,34,1281
SAL13532,4,0,0,0,0,0,0,3,0,3,0,0,0,0,7,0,0,4,0,7,7,0,3,0,0,0,5,6,0,24,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,23,17,7,0,8,0,5,20,3,80
SAL13533,51,75,38,39,47,20,29,40,6,344,73,98,77,132,105,39,78,43,9,665,123,72,490,189,173,66,135,97,15,1360,6,4,10,12,33,15,12,9,0,104,18,9,10,26,44,15,13,23,0,161,9,18,10,7,9,3,12,3,4,81,10,26,6,15,13,3,13,15,20,126,741,2061,818,660,891,300,472,344,106,6397
SAL13534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,3,0,18
SAL13535,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,8
SAL13536,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,10,0,3,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,11,0,6,0,0,0,0,40
SAL13537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,7
SAL13538,3,9,0,3,0,0,9,0,0,17,9,13,3,10,7,5,4,3,4,56,14,9,62,34,28,16,33,13,7,207,3,0,4,0,7,4,3,0,0,16,3,0,0,3,3,0,4,5,0,22,0,0,0,0,0,0,3,0,0,5,3,0,0,0,0,0,5,4,5,18,39,81,78,72,62,28,60,34,12,471
SAL13539,0,0,0,0,0,0,0,0,0,4,0,0,3,0,3,0,0,0,0,11,4,0,19,0,8,0,9,9,0,48,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,22,4,12,4,6,13,0,89
SAL13540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,10,0,3,0,3,3,0,27,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,10,3,9,0,3,10,0,44
SAL13541,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,3,0,6,0,0,5,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,4,3,3,9,0,0,4,0,50
SAL13542,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,0,0,0,0,0,20
SAL13543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,6,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,4,0,0,0,0,34
SAL13544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,9
SAL13545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL13546,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,6,0,6,0,0,0,5,4,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,4,6,9,4,5,7,0,44
SAL13547,35,47,20,32,23,14,4,3,0,175,54,74,40,76,69,18,7,10,4,352,97,49,275,120,120,62,96,60,13,896,0,4,4,5,9,7,0,5,0,33,19,10,0,10,21,11,11,0,0,86,7,10,0,5,0,0,0,0,3,27,8,10,3,9,3,3,0,4,9,48,425,810,373,331,364,134,122,99,37,2698
SAL13548,12,21,19,13,11,0,0,0,0,75,23,23,15,33,17,8,7,4,0,136,40,29,143,67,59,26,45,31,11,458,0,6,0,3,4,3,0,4,0,26,0,3,5,11,12,12,0,6,0,41,0,0,0,0,3,0,0,0,0,5,0,5,0,3,8,0,6,3,3,30,128,301,195,171,142,54,66,53,19,1129
SAL13549,0,3,0,0,0,0,0,0,0,8,0,0,5,4,4,0,0,0,0,13,3,0,8,11,5,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,24,18,20,15,6,3,5,0,98
SAL13550,6,5,3,0,4,3,0,0,0,30,12,10,10,11,11,6,0,0,0,58,21,5,55,22,17,7,9,12,3,158,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,5,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,60,111,74,43,56,23,11,22,5,405
SAL13551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,10
SAL13552,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,12,8,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,4,11,14,0,0,0,0,0,41
SAL13553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,9
SAL13554,0,5,3,4,7,3,0,3,0,31,13,3,7,14,3,0,0,7,0,44,15,6,58,33,13,4,6,21,5,156,0,0,0,0,4,0,0,4,0,9,0,0,3,0,6,4,0,0,0,12,0,0,0,0,0,0,0,0,0,3,6,0,3,4,0,0,0,0,0,16,48,95,89,70,37,15,10,35,5,414
SAL13555,17,12,6,10,11,0,0,0,0,65,15,17,8,27,8,4,4,3,0,93,40,12,141,47,34,8,30,32,3,344,4,0,0,0,0,3,0,0,0,9,0,4,0,3,5,0,0,0,0,27,0,0,0,0,0,0,0,0,0,5,13,3,0,8,0,3,0,6,0,29,117,242,173,121,88,30,40,49,17,871
SAL13556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,4,6,0,0,0,0,0,0,0,8
SAL13557,5,10,4,10,11,3,0,6,0,52,10,20,19,42,29,6,4,11,0,141,35,33,191,110,74,32,56,46,0,575,3,0,0,6,3,3,0,6,0,33,3,0,5,5,4,9,0,3,0,29,0,0,0,0,0,5,0,0,0,10,3,0,5,0,5,5,0,3,3,26,79,357,239,242,195,81,78,103,15,1380
SAL13558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13559,18,20,5,22,16,6,3,0,0,90,37,26,13,38,35,16,6,0,0,173,91,27,313,52,117,32,79,55,13,770,9,0,0,0,22,3,9,3,0,47,7,7,0,6,10,7,5,0,0,52,3,0,0,0,3,0,0,0,0,10,3,4,3,4,10,0,0,5,3,37,233,311,348,157,260,78,109,74,21,1587
SAL13560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,3,0,16
SAL13561,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,12,5,5,15,3,7,0,0,3,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,17,11,11,9,6,4,3,0,75
SAL13562,6,4,5,4,6,3,0,4,0,38,15,5,12,17,24,7,7,3,0,93,20,6,43,11,22,10,7,12,3,130,0,0,0,0,4,0,0,0,0,9,0,0,0,0,4,0,0,3,0,11,0,0,0,0,3,4,0,5,0,10,4,0,5,0,0,0,0,5,11,21,113,257,109,77,110,34,44,35,19,802
SAL13563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,6,0,0,0,0,12
SAL13564,12,6,7,12,13,4,7,0,0,59,16,11,16,36,28,9,14,4,0,142,62,26,291,100,87,42,152,52,9,819,0,3,9,4,8,0,10,6,0,37,0,0,4,5,8,4,3,6,3,36,0,0,0,0,0,0,0,0,0,13,4,3,8,10,8,5,6,6,3,45,171,293,344,196,176,74,198,85,23,1559
SAL13565,7,16,11,11,4,0,5,0,0,60,17,16,11,31,19,4,15,3,3,126,42,42,297,95,81,26,172,48,6,804,0,0,0,12,6,9,12,12,0,47,4,0,5,9,14,0,9,3,0,41,0,3,3,0,3,0,0,5,0,16,3,3,4,4,3,7,9,8,9,39,98,232,351,178,169,53,225,91,20,1417
SAL13566,0,0,0,6,0,0,0,0,0,7,0,0,0,4,0,0,0,0,0,10,3,0,0,66,0,0,0,0,0,70,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,15,0,0,108,0,0,0,0,5,126
SAL13567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13569,9,4,0,10,3,4,0,0,0,38,11,5,4,13,11,5,0,0,0,45,19,6,42,27,19,11,6,14,0,144,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,3,0,9,0,0,0,0,0,6,0,0,0,3,0,0,0,5,6,0,0,3,0,8,89,157,59,66,58,32,7,23,0,483
SAL13570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,4,9,3,8,0,0,4,0,0,25
SAL13571,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,8,7,0,3,0,0,3,47
SAL13572,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,4,3,10,3,0,0,0,4,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,8,3,3,0,0,4,3,45
SAL13573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4
SAL13574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
SAL13575,20,20,16,26,22,14,10,13,0,132,28,36,33,73,56,19,13,26,3,287,54,24,246,103,76,34,66,69,5,676,3,0,7,3,7,4,4,4,0,41,0,8,10,15,28,3,8,7,0,80,0,5,3,4,4,0,4,3,0,26,6,3,3,7,10,3,9,5,17,65,217,504,367,308,317,121,153,147,43,2179
SAL13576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,4,0,0,0,0,18
SAL13578,3,0,0,0,0,0,0,0,0,8,0,0,0,6,4,0,0,0,0,13,7,0,9,8,0,4,0,6,0,34,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,20,15,14,15,6,0,12,0,99
SAL13579,0,5,0,5,3,3,0,6,0,29,4,5,6,10,0,3,0,0,0,29,20,10,62,31,14,7,9,17,5,166,0,0,5,4,0,4,0,0,0,9,4,0,0,0,6,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,0,4,0,13,45,95,80,55,27,18,15,30,9,376
SAL13580,0,0,0,0,0,0,5,0,0,11,0,0,7,6,3,0,0,0,0,11,10,6,30,16,4,9,4,16,0,94,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,10,14,24,35,29,12,9,13,22,0,157
SAL13581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL13584,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,11,11,0,0,6,0,0,3,0,38
SAL13585,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,18
SAL13586,8,11,0,3,8,4,0,0,0,34,16,8,6,7,8,0,0,0,0,51,23,5,62,24,11,7,4,13,3,163,0,0,0,0,0,0,0,0,0,3,3,0,0,5,0,6,0,0,0,14,0,0,0,0,0,0,0,0,0,7,0,0,3,0,3,0,0,0,0,7,74,94,83,57,40,23,8,29,12,416
SAL13587,3,3,3,0,0,8,0,3,0,22,6,6,8,9,7,0,0,0,0,39,32,3,51,7,12,4,14,10,9,144,0,0,4,0,5,0,0,0,0,11,4,0,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,4,3,0,0,3,0,3,3,5,18,89,91,63,25,47,16,25,26,14,397
SAL13588,10,0,0,0,0,0,0,0,0,6,5,0,0,4,3,3,0,0,0,11,6,0,11,7,0,6,3,10,0,38,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,10,31,18,9,15,10,4,3,7,0,97
SAL13589,3,3,6,3,0,0,0,0,0,22,9,15,3,12,6,0,3,3,3,54,17,8,60,29,19,5,11,18,7,179,0,0,0,9,5,0,0,0,0,14,0,0,0,0,8,0,0,0,0,9,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,3,13,60,130,87,73,48,23,28,36,14,490
SAL13590,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,4,0,3,6,0,0,4,3,0,29,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,7,6,5,0,4,8,0,56
