SAL_CODE_2021,P_AdvDi_Di_AdvDi_AsDe_Mng,P_AdvDi_Di_AdvDi_AsDe_Pro,P_AdvDi_Di_AdvDi_AsDe_TTW,P_AdvDi_Di_AdvDi_AsDe_CPS,P_AdvDi_Di_AdvDi_AsDe_CA,P_AdvDi_Di_AdvDi_AsDe_Sal,P_AdvDi_Di_AdvDi_AsDe_MOD,P_AdvDi_Di_AdvDi_AsDe_Lab,P_AdvDi_Di_AdvDi_AsDe_IDNS,P_AdvDi_Di_AdvDi_AsDe_Tot,P_AdvDi_Di_Dip_Mng,P_AdvDi_Di_Dip_Pro,P_AdvDi_Di_Dip_TTW,P_AdvDi_Di_Dip_CPS,P_AdvDi_Di_Dip_CA,P_AdvDi_Di_Dip_Sal,P_AdvDi_Di_Dip_MOD,P_AdvDi_Di_Dip_Lab,P_AdvDi_Di_Dip_IDNS,P_AdvDi_Di_Dip_Tot,P_Cert_CertIII_IV_Mng,P_Cert_CertIII_IV_Pro,P_Cert_CertIII_IV_TTW,P_Cert_CertIII_IV_CPS,P_Cert_CertIII_IV_CA,P_Cert_CertIII_IV_Sal,P_Cert_CertIII_IV_MOD,P_Cert_CertIII_IV_Lab,P_Cert_CertIII_IV_IDNS,P_Cert_CertIII_IV_Tot,P_Cert_CertI_II_Mng,P_Cert_CertI_II_Pro,P_Cert_CertI_II_TTW,P_Cert_CertI_II_CPS,P_Cert_CertI_II_CA,P_Cert_CertI_II_Sal,P_Cert_CertI_II_MOD,P_Cert_CertI_II_Lab,P_Cert_CertI_II_IDNS,P_Cert_CertI_II_Tot,P_Cert_Cert_nfd_Mng,P_Cert_Cert_nfd_Pro,P_Cert_Cert_nfd_TTW,P_Cert_Cert_nfd_CPS,P_Cert_Cert_nfd_CA,P_Cert_Cert_nfd_Sal,P_Cert_Cert_nfd_MOD,P_Cert_Cert_nfd_Lab,P_Cert_Cert_nfd_IDNS,P_Cert_Cert_nfd_Tot,P_LE_ID_Mng,P_LE_ID_Pro,P_LE_ID_TTW,P_LE_ID_CPS,P_LE_ID_CA,P_LE_ID_Sal,P_LE_ID_MOD,P_LE_ID_Lab,P_LE_ID_IDNS,P_LE_ID_Tot,P_LE_NS_Mng,P_LE_NS_Pro,P_LE_NS_TTW,P_LE_NS_CPS,P_LE_NS_CA,P_LE_NS_Sal,P_LE_NS_MOD,P_LE_NS_Lab,P_LE_NS_IDNS,P_LE_NS_Tot,P_Tot_Mng,P_Tot_Pro,P_Tot_TTW,P_Tot_CPS,P_Tot_CA,P_Tot_Sal,P_Tot_MOD,P_Tot_Lab,P_Tot_IDNS,P_Tot_Tot
SAL12444,7,15,0,0,6,0,6,0,3,42,17,11,5,6,11,6,3,4,0,54,22,9,28,17,24,4,9,11,0,114,0,0,0,0,0,0,0,0,0,4,0,3,0,4,0,3,0,0,0,12,0,4,0,0,0,4,0,0,0,11,4,0,0,0,0,0,0,3,8,16,126,198,46,42,85,38,22,24,16,599
SAL12445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12446,37,35,14,18,17,7,8,7,0,147,33,51,40,47,46,34,18,26,3,295,41,30,90,37,43,29,18,16,9,294,0,0,3,0,5,0,4,0,0,15,3,3,9,8,16,3,4,3,0,42,7,12,8,4,7,4,4,5,3,46,4,25,8,3,6,3,4,4,14,66,711,2603,388,296,629,348,110,170,88,5333
SAL12447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL12449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6
SAL12450,0,3,0,0,4,0,0,0,0,10,3,0,0,0,0,0,0,0,0,9,3,0,0,4,6,5,0,0,0,22,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,28,6,3,12,9,3,0,0,81
SAL12451,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,12
SAL12452,7,0,0,0,4,0,0,0,0,12,6,8,3,10,4,0,0,0,0,26,5,7,27,10,3,0,0,0,0,57,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,52,73,34,30,22,5,0,0,0,223
SAL12453,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,4,0,7,0,0,0,5,3,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,7,7,9,5,5,3,0,46
SAL12454,0,3,3,3,0,0,0,0,0,18,4,0,0,3,0,0,4,0,0,13,6,3,19,3,6,4,0,5,0,47,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,4,0,0,11,30,58,32,25,12,11,11,11,3,187
SAL12455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,8,3,0,0,0,0,27
SAL12456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,4,0,0,20
SAL12457,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,6,0,0,11,4,4,0,3,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,9,12,7,4,0,3,0,0,45
SAL12458,10,15,0,8,3,0,0,3,0,39,10,8,11,12,8,7,5,5,0,70,25,12,74,43,17,12,33,17,0,238,0,0,0,0,0,4,3,0,0,8,5,5,0,3,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,7,0,4,0,3,0,0,0,0,5,14,83,153,93,102,45,31,37,32,6,580
SAL12459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
SAL12460,0,3,0,0,0,0,0,0,0,10,6,5,0,4,4,0,0,0,0,15,3,0,18,3,4,0,3,4,3,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,32,21,11,7,0,5,5,4,114
SAL12461,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,0,11,3,0,0,6,9,0,28,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,17,13,4,10,0,10,5,0,72
SAL12462,23,20,6,11,10,0,3,5,0,88,25,14,4,11,26,11,0,3,0,97,26,11,94,34,25,17,8,22,3,255,0,3,0,0,6,0,0,0,0,18,7,6,0,7,17,6,3,5,0,39,6,4,5,0,0,0,0,0,0,16,0,3,0,0,0,0,0,0,3,12,249,431,134,95,139,71,22,30,25,1198
SAL12463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL12464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7
SAL12465,3,0,0,0,0,0,0,0,0,5,0,5,3,7,8,0,0,0,0,29,14,6,47,23,12,7,12,12,0,137,0,0,0,3,0,3,0,3,0,12,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,13,19,37,56,43,29,19,17,23,4,245
SAL12466,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,0,4,0,6,0,0,18
SAL12467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,11,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,4,0,5,0,0,23
SAL12468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SAL12469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,0,3,3,0,0,6,0,37
SAL12470,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,12,0,0,13,4,0,5,0,10,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,3,7,7,16,26,15,9,13,0,6,5,92
SAL12471,12,9,3,11,11,0,0,3,0,43,9,8,6,17,8,3,0,4,0,57,24,16,76,34,29,21,12,25,4,229,4,0,4,0,5,4,0,0,0,15,0,0,0,0,5,7,0,0,0,16,0,0,0,0,0,0,0,0,0,0,5,3,0,3,5,0,0,4,3,28,75,157,96,82,71,34,15,45,10,576
SAL12472,0,0,0,0,0,0,0,0,0,6,4,0,0,0,3,0,0,0,0,6,0,4,9,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,9,3,3,0,6,0,4,39
SAL12473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6
SAL12474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,3,0,3,0,0,3,0,34
SAL12475,5,3,0,0,3,0,0,0,0,12,5,0,0,3,0,0,0,0,0,10,14,3,30,5,0,0,4,9,0,69,0,0,0,4,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,34,34,31,16,18,4,6,5,0,153
SAL12476,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,7,0,0,0,0,0,0,0,25
SAL12477,3,3,0,4,0,0,0,0,0,13,5,0,0,0,6,0,0,0,0,5,0,0,15,7,8,4,4,10,0,40,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,30,17,17,7,11,4,7,12,5,108
SAL12478,13,20,7,3,10,0,3,0,0,55,11,23,12,18,15,4,0,0,0,88,25,16,68,31,24,9,17,12,4,212,0,0,0,3,8,0,0,0,0,20,0,0,0,0,7,0,6,0,0,23,0,6,0,0,0,0,0,0,0,7,0,3,0,0,0,3,4,9,0,20,192,444,118,115,125,33,32,29,15,1095
SAL12479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,15
SAL12480,4,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,12,17,0,13,5,6,4,9,0,0,48,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,40,22,12,3,3,6,7,4,0,102
SAL12481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,0,0,0,0,0,10
SAL12482,7,0,0,0,0,0,0,0,0,10,5,4,0,4,5,0,0,0,0,18,26,8,29,5,9,3,11,3,0,90,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,4,0,0,10,54,44,39,19,30,8,11,15,4,218
SAL12483,7,0,0,0,0,0,0,0,0,13,6,6,3,5,0,0,0,0,0,23,27,5,35,10,12,8,10,17,3,121,0,0,0,4,8,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,3,0,14,47,41,42,25,30,16,13,28,6,246
SAL12484,4,3,0,5,3,0,0,0,0,23,4,9,5,22,8,0,0,4,0,52,22,17,73,38,26,19,48,31,3,264,0,0,5,0,5,7,7,7,0,30,3,0,0,7,3,0,0,3,0,21,0,0,0,3,3,0,0,0,4,15,0,0,5,7,0,0,0,7,3,19,51,90,90,92,50,28,60,50,10,521
SAL12485,97,118,19,26,47,27,6,4,6,361,109,116,49,55,58,42,7,4,4,453,120,53,228,53,63,33,11,25,3,590,9,5,4,14,5,5,0,0,0,45,26,26,4,11,32,18,3,9,8,132,28,37,10,9,7,9,5,0,0,98,26,34,10,9,12,8,4,5,22,125,2113,3731,450,394,668,430,86,108,131,8112
SAL12486,38,43,25,20,30,10,6,3,0,176,65,57,35,37,45,21,5,9,3,279,57,38,175,50,55,23,22,21,6,440,0,3,0,6,8,3,0,0,0,20,4,5,9,4,14,0,0,0,0,52,6,4,11,3,8,5,5,0,0,32,12,14,0,3,7,0,3,5,3,56,572,1009,310,247,349,164,80,73,32,2829
SAL12487,0,10,0,6,0,0,0,3,0,25,7,7,5,20,8,5,4,5,0,55,28,17,135,54,37,24,27,35,6,364,3,0,0,4,3,3,0,0,0,16,0,0,0,3,7,3,3,0,0,24,0,5,0,0,0,0,0,0,0,7,0,0,3,5,3,0,3,3,6,20,60,103,145,107,66,36,37,48,11,624
SAL12488,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,4,0,0,4,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,11,0,8,3,0,3,0,0,38
SAL12489,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,0,0,0,0,0,0,18
SAL12490,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,3,4,0,24
SAL12491,6,5,0,0,0,0,0,0,0,8,6,3,0,0,0,0,0,0,0,14,7,0,10,0,11,7,4,0,0,37,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,37,33,18,4,26,8,3,3,3,138
SAL12492,0,0,0,4,0,0,0,0,0,14,0,0,0,10,0,5,0,0,0,11,0,6,31,13,8,0,3,8,0,66,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,8,19,53,31,36,20,6,3,7,0,189
SAL12493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,3,5,0,0,0,7,0,25
SAL12494,10,7,8,0,6,5,0,0,0,31,12,10,11,9,7,0,0,0,3,50,29,9,107,17,22,0,8,20,0,219,0,0,0,0,0,0,0,0,0,7,8,0,4,0,5,0,0,0,0,18,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,106,99,133,33,66,10,15,28,6,488
SAL12495,14,18,26,23,19,8,23,9,3,135,26,31,26,47,44,15,29,22,4,246,38,30,173,80,73,32,61,61,9,554,3,0,7,4,11,5,8,5,0,43,3,0,11,9,10,4,12,13,0,63,0,4,5,3,7,0,7,8,0,36,4,6,5,5,4,3,5,7,11,51,194,543,291,268,318,126,230,183,45,2193
SAL12496,0,3,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,6,3,0,7,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,9,5,5,0,0,0,0,36
SAL12497,0,3,0,0,4,0,0,0,0,5,3,0,0,9,5,0,0,0,0,12,0,0,6,0,0,0,0,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,23,12,13,13,3,0,7,3,99
SAL12498,13,11,9,21,11,5,3,3,0,74,30,22,13,38,26,12,3,3,3,148,41,32,137,51,65,27,35,37,10,429,5,4,0,0,6,7,0,4,0,30,6,0,0,4,8,4,4,0,0,32,3,0,0,0,0,6,0,0,0,11,4,4,3,0,4,0,5,3,0,24,149,313,188,164,170,75,56,62,18,1189
SAL12499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12501,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,14,6,0,0,0,0,0,0,0,14
SAL12502,0,10,3,0,6,0,0,0,0,21,5,10,5,7,10,5,6,3,0,43,22,11,76,36,19,12,20,19,4,230,0,0,0,0,3,4,0,6,0,9,0,0,0,5,8,6,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,3,0,0,17,42,122,93,77,55,26,33,29,7,490
SAL12503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,0,0,0,0,3,0,25,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,6,7,6,0,0,0,10,3,46
SAL12504,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,11,5,0,3,5,0,0,5,3,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,16,3,5,4,0,7,11,4,65
SAL12505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,15
SAL12506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,11
SAL12507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12508,0,9,0,0,0,0,0,0,0,18,4,10,0,7,5,0,0,0,0,24,8,5,36,20,17,4,9,3,0,108,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,30,84,45,42,37,9,12,12,0,271
SAL12509,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,8,0,10,3,3,5,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,10,7,7,5,3,5,0,58
SAL12510,7,0,0,0,4,0,0,0,0,17,3,3,0,0,4,0,0,0,0,20,11,3,30,5,12,9,10,7,0,78,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,40,40,10,23,8,8,10,3,183
SAL12511,136,176,75,87,120,54,15,37,8,710,168,153,99,151,155,61,31,42,11,874,211,88,662,190,155,82,79,155,35,1651,8,7,8,25,26,14,6,10,0,103,42,27,22,39,60,20,11,24,0,248,23,54,24,12,23,10,5,8,0,163,23,50,15,19,36,23,5,12,35,228,2293,4826,1204,957,1380,585,286,481,201,12219
SAL12512,7,4,0,0,0,0,0,0,0,11,0,5,5,7,5,0,0,0,0,20,8,3,37,3,9,3,20,6,0,95,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,4,0,3,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,5,7,0,0,0,0,6,26,35,46,16,22,12,21,7,0,180
SAL12513,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,13,10,0,17,3,7,0,8,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,27,18,24,7,19,0,11,8,4,119
SAL12514,110,179,57,70,82,37,17,21,4,568,147,225,105,126,153,63,35,39,12,898,158,125,494,148,164,82,74,99,30,1373,15,18,10,13,16,12,3,6,6,98,34,37,15,23,48,19,4,21,5,209,14,22,10,14,11,7,0,3,8,84,14,32,16,12,15,8,6,13,26,142,2029,5445,1021,788,1265,489,223,335,186,11780
SAL12515,43,30,28,26,46,16,35,13,0,247,72,72,50,88,103,33,55,21,6,505,86,39,230,96,124,37,80,66,6,767,3,0,3,7,14,3,5,3,4,49,17,9,8,9,25,13,14,13,3,100,10,17,0,9,9,5,0,5,0,56,9,26,5,13,13,3,7,6,21,103,747,2044,552,510,878,275,394,226,112,5734
SAL12516,40,54,23,28,35,20,22,9,0,231,44,68,25,58,51,22,12,14,5,295,51,39,163,54,70,22,29,23,10,460,0,5,0,3,12,4,0,5,0,29,9,19,6,17,25,9,4,6,0,91,4,11,9,10,7,8,0,8,0,50,3,17,6,3,13,0,0,0,14,62,699,2171,403,375,672,279,126,131,90,4956
SAL12517,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,5,4,0,12,0,5,0,9,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8,14,6,7,3,6,3,0,66
SAL12518,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,3,0,0,0,0,18
SAL12519,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,0,0,0,4,0,0,7,0,27
