SAL_CODE_2021,P_650_799_15_19_yrs,P_650_799_20_24_yrs,P_650_799_25_34_yrs,P_650_799_35_44_yrs,P_650_799_45_54_yrs,P_650_799_55_64_yrs,P_650_799_65_74_yrs,P_650_799_75_84_yrs,P_650_799_85ov,P_650_799_Tot,P_800_999_15_19_yrs,P_800_999_20_24_yrs,P_800_999_25_34_yrs,P_800_999_35_44_yrs,P_800_999_45_54_yrs,P_800_999_55_64_yrs,P_800_999_65_74_yrs,P_800_999_75_84_yrs,P_800_999_85ov,P_800_999_Tot,P_1000_1249_15_19_yrs,P_1000_1249_20_24_yrs,P_1000_1249_25_34_yrs,P_1000_1249_35_44_yrs,P_1000_1249_45_54_yrs,P_1000_1249_55_64_yrs,P_1000_1249_65_74_yrs,P_1000_1249_75_84_yrs,P_1000_1249_85ov,P_1000_1249_Tot,P_1250_1499_15_19_yrs,P_1250_1499_20_24_yrs,P_1250_1499_25_34_yrs,P_1250_1499_35_44_yrs,P_1250_1499_45_54_yrs,P_1250_1499_55_64_yrs,P_1250_1499_65_74_yrs,P_1250_1499_75_84_yrs,P_1250_1499_85ov,P_1250_1499_Tot,P_1500_1749_15_19_yrs,P_1500_1749_20_24_yrs,P_1500_1749_25_34_yrs,P_1500_1749_35_44_yrs,P_1500_1749_45_54_yrs,P_1500_1749_55_64_yrs,P_1500_1749_65_74_yrs,P_1500_1749_75_84_yrs,P_1500_1749_85ov,P_1500_1749_Tot,P_1750_1999_15_19_yrs,P_1750_1999_20_24_yrs,P_1750_1999_25_34_yrs,P_1750_1999_35_44_yrs,P_1750_1999_45_54_yrs,P_1750_1999_55_64_yrs,P_1750_1999_65_74_yrs,P_1750_1999_75_84_yrs,P_1750_1999_85ov,P_1750_1999_Tot,P_2000_2999_15_19_yrs,P_2000_2999_20_24_yrs,P_2000_2999_25_34_yrs,P_2000_2999_35_44_yrs,P_2000_2999_45_54_yrs,P_2000_2999_55_64_yrs,P_2000_2999_65_74_yrs,P_2000_2999_75_84_yrs,P_2000_2999_85ov,P_2000_2999_Tot,P_3000_3499_15_19_yrs,P_3000_3499_20_24_yrs,P_3000_3499_25_34_yrs,P_3000_3499_35_44_yrs,P_3000_3499_45_54_yrs,P_3000_3499_55_64_yrs,P_3000_3499_65_74_yrs,P_3000_3499_75_84_yrs,P_3000_3499_85ov,P_3000_3499_Tot,P_3500_more_15_19_yrs,P_3500_more_20_24_yrs,P_3500_more_25_34_yrs,P_3500_more_35_44_yrs,P_3500_more_45_54_yrs,P_3500_more_55_64_yrs,P_3500_more_65_74_yrs,P_3500_more_75_84_yrs,P_3500_more_85ov,P_3500_more_Tot,P_PI_NS_15_19_yrs,P_PI_NS_ns_20_24_yrs,P_PI_NS_ns_25_34_yrs,P_PI_NS_ns_35_44_yrs,P_PI_NS_ns_45_54_yrs,P_PI_NS_ns_55_64_yrs,P_PI_NS_ns_65_74_yrs,P_PI_NS_ns_75_84_yrs,P_PI_NS_ns_85_yrs_ovr,P_PI_NS_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
SAL13780,0,0,6,4,5,0,4,3,0,23,0,0,4,0,5,0,4,0,0,19,0,0,5,4,0,5,5,5,0,20,0,0,3,0,0,0,0,0,0,10,0,0,0,0,3,3,0,0,0,11,0,0,0,0,3,0,0,0,0,4,0,0,0,0,6,0,6,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,8,8,4,0,24,23,8,23,22,54,51,63,31,3,289
SAL13781,3,8,11,3,10,13,15,33,12,108,0,8,8,15,15,11,11,18,7,103,0,8,12,18,23,19,14,19,11,127,0,10,15,14,13,9,21,10,7,91,0,0,9,10,13,15,10,10,8,76,0,0,10,8,12,16,3,9,4,63,0,0,17,15,27,13,8,5,4,102,0,0,0,6,14,8,5,3,4,36,0,0,7,11,30,14,0,7,6,78,5,0,17,14,19,15,22,29,114,229,77,77,141,156,208,183,203,311,301,1653
SAL13782,0,0,0,0,3,3,0,0,0,6,0,3,0,0,4,8,0,5,0,14,0,0,5,3,6,5,0,0,0,19,0,0,4,0,0,0,0,0,0,6,0,0,0,0,3,0,4,0,0,11,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,3,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,4,0,3,0,0,13,8,11,13,12,27,35,26,14,0,149
SAL13783,0,4,3,0,3,5,7,0,3,28,0,0,3,4,8,5,0,3,0,32,0,3,10,4,3,13,5,0,0,30,0,0,4,9,6,7,0,0,0,19,0,0,0,0,3,5,0,0,0,8,0,0,4,0,0,8,0,0,0,8,0,0,0,6,11,4,4,0,0,30,0,0,0,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,3,4,0,0,14,14,10,39,30,46,61,49,33,8,299
SAL13784,10,18,22,16,23,18,13,17,8,143,0,15,14,20,15,15,22,4,7,115,0,11,29,20,26,22,13,8,0,138,0,9,18,24,20,14,8,3,0,93,0,8,25,14,26,20,9,3,0,101,0,0,24,18,21,12,3,0,0,76,0,0,35,35,35,28,3,3,0,130,0,0,5,8,14,10,0,0,0,35,0,0,4,4,15,8,6,0,5,39,6,3,0,7,8,9,15,37,56,143,108,107,209,232,274,279,217,258,161,1846
SAL13785,0,3,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,7,0,0,0,0,3,0,3,0,0,5,0,0,0,0,4,0,0,0,0,10,0,0,0,0,6,3,0,0,0,10,0,0,0,5,3,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,8,12,20,15,12,5,0,86
SAL13786,0,14,17,20,15,27,25,12,0,133,4,15,32,18,26,29,13,3,0,135,0,6,36,26,29,15,9,0,0,128,0,3,22,17,19,17,7,0,0,87,0,3,17,10,17,9,0,0,0,59,0,0,7,14,9,7,0,0,0,37,0,5,12,19,13,11,0,0,0,56,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,3,0,3,11,12,3,7,15,9,13,82,71,101,219,178,191,217,254,163,43,1436
SAL13787,3,13,18,9,14,21,18,6,0,108,0,8,23,21,16,22,9,5,0,113,0,4,18,23,26,24,14,3,0,117,0,4,17,12,14,20,10,3,0,75,0,0,13,21,25,20,16,3,0,102,0,3,14,24,19,9,0,4,0,73,0,0,16,47,34,17,6,0,0,119,0,0,0,11,13,11,0,0,0,27,0,0,4,12,19,9,5,0,0,49,8,5,5,12,8,9,3,0,6,54,87,72,164,247,261,223,198,107,27,1382
SAL13788,3,3,0,0,0,3,0,0,0,10,0,4,5,7,0,4,3,0,0,22,0,0,3,0,4,5,0,0,0,18,0,0,0,3,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,8,0,0,3,6,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,10,0,3,5,5,5,0,0,0,22,21,12,21,36,24,31,26,12,0,188
SAL13789,0,5,10,13,8,24,34,14,5,120,0,9,13,16,20,50,25,8,0,137,0,3,14,19,26,32,25,9,0,137,0,0,17,20,20,36,5,3,0,102,0,0,12,8,14,9,8,5,3,66,0,0,5,3,8,5,8,3,0,33,0,0,6,24,15,14,7,0,0,73,0,0,0,0,4,9,3,0,0,11,0,3,3,7,7,11,3,0,0,33,6,0,13,3,9,13,15,12,10,79,64,47,126,132,178,301,308,153,61,1363
SAL13790,17,13,16,23,18,17,16,6,10,132,5,16,16,27,18,20,32,14,0,150,0,20,22,33,38,42,6,6,0,175,0,10,24,28,35,28,11,7,0,139,0,6,19,38,43,37,9,0,0,147,0,0,18,38,59,23,3,0,3,151,0,0,26,73,74,31,18,0,0,230,0,0,0,14,15,7,0,0,0,42,0,0,0,27,35,16,6,3,0,91,7,10,3,12,4,8,15,6,0,72,214,133,192,344,375,301,246,144,44,1999
SAL13791,0,0,4,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,11,0,0,5,0,0,4,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,10,0,0,21,3,0,8,15,13,34,24,6,4,108
SAL13792,0,0,0,0,0,4,0,6,4,15,0,0,0,5,0,4,5,0,0,11,0,0,3,0,4,0,0,0,0,10,0,0,0,0,0,3,0,0,0,5,0,0,0,0,4,3,0,0,0,9,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,5,3,0,0,0,10,11,7,5,15,22,25,20,9,4,113
SAL13793,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,5,9,4,23,5,0,0,51
SAL13794,0,4,9,13,21,45,101,66,16,273,0,6,10,17,26,45,69,32,9,223,0,0,11,10,18,29,56,31,9,170,0,0,4,6,14,23,42,17,3,116,0,0,7,10,11,29,29,13,0,108,0,0,0,6,10,14,16,6,0,68,0,0,4,14,18,31,9,9,4,90,0,0,0,0,3,7,0,4,0,17,0,4,5,5,3,7,11,7,0,44,6,3,6,10,16,17,54,70,68,248,85,45,93,160,202,474,1037,775,239,3100
SAL13795,3,26,38,25,25,29,25,8,0,186,0,31,56,34,18,23,16,5,0,190,0,19,52,29,37,38,12,3,0,183,0,10,41,27,27,12,6,0,0,130,0,0,21,22,11,14,0,0,0,74,0,3,24,11,20,11,0,0,0,68,0,0,15,34,18,14,4,0,0,80,0,0,7,8,0,0,0,0,0,18,0,0,3,0,0,0,0,0,0,6,12,15,22,24,16,9,16,5,0,126,130,177,384,301,263,267,239,104,42,1899
SAL13796,0,4,11,8,12,8,5,0,0,49,0,3,9,8,5,6,4,0,0,34,0,3,11,8,16,27,4,0,0,68,0,0,0,7,7,4,3,0,0,24,0,0,3,5,7,6,0,0,0,26,0,0,5,3,3,3,3,0,0,16,0,0,0,11,10,0,0,0,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,6,4,9,9,8,0,0,41,40,19,51,73,89,122,82,28,6,505
SAL13797,3,20,38,63,61,33,21,12,12,262,3,29,75,65,72,53,34,9,7,337,5,19,81,103,60,75,24,9,0,371,0,17,74,69,70,35,13,4,0,281,0,10,82,55,58,54,20,0,0,280,0,5,43,57,40,22,9,0,0,169,0,0,57,83,84,55,6,0,0,288,0,0,11,15,20,15,0,0,0,62,0,0,5,39,27,9,6,0,0,83,9,20,59,48,39,47,28,19,14,297,250,254,687,833,761,731,489,257,136,4389
SAL13798,0,0,4,0,4,3,5,4,0,19,0,0,0,0,5,8,0,5,0,19,0,0,0,0,4,8,0,0,0,16,0,0,0,3,4,3,0,0,0,12,0,0,0,0,5,0,0,0,0,7,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,9,5,12,3,3,43,16,7,19,19,41,63,47,16,5,235
SAL13799,18,31,40,39,52,59,76,20,6,334,11,48,57,50,70,60,45,25,3,360,0,25,70,55,70,94,38,8,0,359,0,15,35,30,30,42,27,4,0,189,0,7,43,38,33,31,17,9,0,173,0,4,22,26,30,33,7,0,4,134,0,0,33,42,43,23,11,0,0,166,0,0,6,6,5,5,3,0,0,31,5,0,0,3,11,17,8,9,0,53,21,9,17,29,24,47,39,39,27,241,271,219,440,424,509,682,657,452,214,3874
SAL13800,6,16,36,20,21,13,14,10,0,138,4,15,51,30,33,31,7,5,0,180,0,17,60,45,49,45,20,0,0,235,0,9,56,60,45,31,19,4,0,228,0,8,39,61,44,36,13,7,0,207,0,0,38,45,40,17,8,0,0,153,0,3,76,150,107,61,10,4,0,406,0,0,13,36,17,7,0,0,0,83,0,0,20,64,45,16,4,0,0,143,14,11,37,17,17,14,9,10,0,121,172,174,524,619,517,383,306,165,46,2902
SAL13801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6
SAL13802,8,20,41,22,22,29,15,13,3,177,0,25,55,36,39,33,20,14,4,219,3,12,53,44,37,54,20,7,6,234,0,9,38,30,25,30,14,0,0,151,0,3,33,24,24,21,11,3,0,114,0,0,17,18,22,17,10,3,0,87,0,0,23,29,38,34,4,3,0,136,0,0,0,0,7,3,4,0,0,12,0,0,3,4,3,12,8,0,0,31,16,17,29,23,18,13,21,15,5,154,179,163,408,325,342,407,375,253,63,2513
SAL13803,0,0,0,5,0,0,0,0,0,4,0,3,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,5,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,5,6,12,7,15,0,3,0,52
SAL13804,0,4,0,0,0,5,8,0,0,24,0,5,7,0,0,5,3,0,0,27,0,4,8,3,5,9,3,0,0,31,0,0,0,6,10,3,0,0,0,24,0,0,3,4,3,12,4,4,0,25,0,0,0,9,5,0,0,0,0,22,0,0,8,9,7,9,4,0,0,32,0,0,0,0,5,0,0,0,0,4,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,23,29,37,27,52,55,61,21,11,319
SAL13805,6,13,5,3,11,9,5,9,0,54,0,4,9,7,13,10,8,0,0,55,0,8,14,12,9,14,13,8,0,71,0,5,6,12,13,17,6,4,0,68,0,7,19,9,14,19,3,3,0,69,0,0,13,15,4,10,6,0,0,50,0,4,10,24,30,21,8,0,0,97,0,0,6,5,14,5,0,5,0,35,0,0,0,34,49,33,9,5,4,124,0,7,9,5,3,11,5,3,3,46,87,92,103,154,183,175,123,79,26,1014
SAL13806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,5,3,0,0,8,5,0,3,3,3,31
SAL13807,9,26,26,30,42,57,48,38,10,270,5,25,31,45,58,69,35,10,0,293,0,11,41,33,44,50,35,13,0,229,0,9,19,19,33,35,16,0,3,135,0,6,23,23,28,17,12,6,0,117,0,0,24,14,20,17,9,5,0,77,0,3,13,21,25,23,7,3,0,98,0,0,0,3,9,3,0,0,0,22,0,0,0,7,0,6,11,9,0,38,16,10,22,30,42,45,53,54,20,297,202,155,291,335,441,624,822,443,160,3467
SAL13808,8,15,44,21,19,22,13,15,3,155,5,22,53,31,26,29,17,3,3,187,0,13,57,42,30,35,21,3,0,203,0,10,53,37,26,36,10,0,0,173,0,5,58,44,25,21,7,0,0,160,0,0,16,38,15,16,0,0,0,88,0,0,48,56,43,22,6,0,0,176,0,0,7,10,8,10,0,0,0,27,0,0,7,15,11,9,0,0,0,37,10,4,15,16,14,12,24,17,8,105,137,128,424,373,287,310,225,148,101,2122
SAL13809,0,0,0,0,7,0,0,0,0,12,0,0,0,7,9,4,0,0,0,19,0,0,0,4,3,0,3,0,0,15,0,0,0,0,0,3,0,0,0,7,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,10,0,0,7,0,23,3,9,17,27,35,35,40,14,3,185
SAL13810,0,5,7,3,0,0,5,5,0,23,0,5,0,0,0,3,0,0,0,7,3,0,0,4,7,3,8,0,0,23,0,0,0,0,0,5,0,0,0,5,0,0,0,3,0,4,0,4,0,10,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,11,5,0,31,6,6,29,19,35,62,72,39,10,266
SAL13811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,5,0,0,0,15
SAL13812,0,3,0,0,5,6,0,0,0,10,0,0,4,0,0,7,0,0,0,24,0,0,0,0,6,6,0,0,0,23,0,0,0,0,0,4,0,3,0,12,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,3,0,0,0,7,0,0,0,3,3,7,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,5,4,11,3,0,0,29,13,15,20,22,37,70,44,10,0,233
SAL13813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,5,0,0,11
SAL13814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,3,0,5,6,3,0,32
SAL13815,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,6,0,0,0,13,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,10,10,13,24,5,10,0,77
SAL13816,0,0,3,0,4,4,4,0,0,20,0,0,0,0,5,7,0,0,0,18,0,0,6,0,9,4,0,0,0,22,0,0,3,4,4,3,4,0,0,23,0,0,6,0,4,0,0,0,0,13,0,0,5,6,0,0,0,0,0,10,0,0,7,9,13,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,8,5,0,6,0,0,0,4,0,0,18,17,4,39,39,41,40,40,8,7,231
SAL13817,9,35,25,27,29,41,42,5,0,215,4,25,26,33,42,51,21,10,0,221,0,12,40,46,57,42,32,22,5,252,0,13,36,54,52,37,5,5,0,197,0,0,20,48,49,46,3,0,3,181,0,4,12,51,40,31,9,5,0,155,0,0,21,50,74,33,7,6,0,191,0,0,9,13,11,7,4,0,0,46,0,0,4,14,29,15,3,0,0,56,9,16,19,13,17,24,20,8,11,132,226,178,268,428,495,454,375,156,63,2652
SAL13818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3
SAL13819,8,21,17,10,22,32,28,23,5,165,4,20,22,17,39,29,24,22,6,176,0,17,38,24,44,24,30,15,7,198,0,21,20,20,40,36,14,10,5,169,0,3,15,41,35,34,12,15,8,167,0,0,8,19,39,26,16,0,3,116,0,0,27,64,81,59,18,11,0,264,0,0,6,21,33,20,3,3,0,83,0,0,3,47,74,41,21,5,5,201,4,10,13,9,9,20,17,21,39,132,210,169,193,305,506,422,367,274,131,2577
SAL13820,23,107,84,107,94,102,164,90,18,789,14,96,123,111,139,108,139,47,12,790,12,77,158,131,169,157,146,48,13,896,3,38,167,141,151,128,81,31,4,753,0,15,130,128,144,104,50,20,3,594,0,0,107,123,123,104,54,15,0,522,0,3,135,250,301,183,58,27,0,961,0,0,26,63,90,48,18,8,0,251,0,0,27,155,190,130,41,14,3,566,37,36,84,94,87,82,95,80,36,616,801,654,1255,1562,1779,1651,1614,905,233,10453
SAL13821,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,4,0,0,0,0,6,0,3,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,3,0,0,26,4,0,4,11,25,9,9,8,0,68
SAL13822,3,4,4,6,3,3,3,0,0,22,0,4,4,0,4,6,5,0,0,17,0,0,3,4,0,3,7,0,0,24,0,0,0,3,7,4,3,0,0,24,0,0,0,5,0,6,0,0,0,12,0,0,0,3,0,0,0,0,0,5,0,0,3,6,8,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,6,0,0,7,4,0,0,0,6,0,18,16,18,34,33,40,54,39,15,0,256
SAL13823,0,0,3,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,3,8,3,4,4,3,10,22,13,5,3,67
SAL13824,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,5,3,3,0,19
SAL13825,0,0,0,0,0,7,0,0,0,10,0,0,4,0,3,3,3,0,0,13,0,4,0,8,0,4,0,0,0,8,0,0,3,4,0,0,0,0,0,7,0,0,0,0,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,12,20,17,30,16,4,0,121
SAL13826,0,5,3,5,5,8,5,0,0,37,0,3,8,8,8,5,0,0,0,34,0,3,6,10,6,9,4,0,0,40,0,6,0,4,10,5,0,0,0,29,0,0,3,4,0,6,0,0,0,10,0,0,0,4,0,5,0,0,0,13,0,0,3,0,5,6,0,0,0,14,0,0,0,0,0,6,0,0,0,3,0,0,0,5,0,4,4,0,0,10,9,0,3,5,11,7,12,6,5,53,38,29,43,62,54,71,39,29,9,377
SAL13827,0,0,0,0,7,0,3,5,0,13,0,0,0,0,0,3,0,0,0,10,0,0,0,0,4,5,0,0,0,5,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,5,3,0,0,9,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,8,6,12,9,15,5,0,75
SAL13828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,5,6,7,20,3,7,4,53
SAL13830,0,0,0,0,3,0,0,0,0,13,0,0,0,5,0,4,0,0,0,10,0,0,0,0,3,6,0,0,0,8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,8,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,9,7,4,0,0,0,16,14,3,12,17,26,26,13,4,0,108
SAL13831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,5,0,7,5,0,0,0,24
SAL13832,0,0,5,0,10,9,0,0,0,26,0,0,6,3,4,4,0,0,0,20,0,0,4,9,9,4,4,0,0,29,0,0,0,7,9,0,0,0,0,10,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,4,0,0,0,4,0,0,0,4,3,5,0,0,0,16,0,0,0,0,3,0,0,0,0,3,0,0,0,0,5,0,0,0,0,5,0,0,0,6,4,0,0,3,0,27,16,7,28,39,51,63,44,14,3,276
SAL13833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
