SAL_CODE_2021,P_650_799_15_19_yrs,P_650_799_20_24_yrs,P_650_799_25_34_yrs,P_650_799_35_44_yrs,P_650_799_45_54_yrs,P_650_799_55_64_yrs,P_650_799_65_74_yrs,P_650_799_75_84_yrs,P_650_799_85ov,P_650_799_Tot,P_800_999_15_19_yrs,P_800_999_20_24_yrs,P_800_999_25_34_yrs,P_800_999_35_44_yrs,P_800_999_45_54_yrs,P_800_999_55_64_yrs,P_800_999_65_74_yrs,P_800_999_75_84_yrs,P_800_999_85ov,P_800_999_Tot,P_1000_1249_15_19_yrs,P_1000_1249_20_24_yrs,P_1000_1249_25_34_yrs,P_1000_1249_35_44_yrs,P_1000_1249_45_54_yrs,P_1000_1249_55_64_yrs,P_1000_1249_65_74_yrs,P_1000_1249_75_84_yrs,P_1000_1249_85ov,P_1000_1249_Tot,P_1250_1499_15_19_yrs,P_1250_1499_20_24_yrs,P_1250_1499_25_34_yrs,P_1250_1499_35_44_yrs,P_1250_1499_45_54_yrs,P_1250_1499_55_64_yrs,P_1250_1499_65_74_yrs,P_1250_1499_75_84_yrs,P_1250_1499_85ov,P_1250_1499_Tot,P_1500_1749_15_19_yrs,P_1500_1749_20_24_yrs,P_1500_1749_25_34_yrs,P_1500_1749_35_44_yrs,P_1500_1749_45_54_yrs,P_1500_1749_55_64_yrs,P_1500_1749_65_74_yrs,P_1500_1749_75_84_yrs,P_1500_1749_85ov,P_1500_1749_Tot,P_1750_1999_15_19_yrs,P_1750_1999_20_24_yrs,P_1750_1999_25_34_yrs,P_1750_1999_35_44_yrs,P_1750_1999_45_54_yrs,P_1750_1999_55_64_yrs,P_1750_1999_65_74_yrs,P_1750_1999_75_84_yrs,P_1750_1999_85ov,P_1750_1999_Tot,P_2000_2999_15_19_yrs,P_2000_2999_20_24_yrs,P_2000_2999_25_34_yrs,P_2000_2999_35_44_yrs,P_2000_2999_45_54_yrs,P_2000_2999_55_64_yrs,P_2000_2999_65_74_yrs,P_2000_2999_75_84_yrs,P_2000_2999_85ov,P_2000_2999_Tot,P_3000_3499_15_19_yrs,P_3000_3499_20_24_yrs,P_3000_3499_25_34_yrs,P_3000_3499_35_44_yrs,P_3000_3499_45_54_yrs,P_3000_3499_55_64_yrs,P_3000_3499_65_74_yrs,P_3000_3499_75_84_yrs,P_3000_3499_85ov,P_3000_3499_Tot,P_3500_more_15_19_yrs,P_3500_more_20_24_yrs,P_3500_more_25_34_yrs,P_3500_more_35_44_yrs,P_3500_more_45_54_yrs,P_3500_more_55_64_yrs,P_3500_more_65_74_yrs,P_3500_more_75_84_yrs,P_3500_more_85ov,P_3500_more_Tot,P_PI_NS_15_19_yrs,P_PI_NS_ns_20_24_yrs,P_PI_NS_ns_25_34_yrs,P_PI_NS_ns_35_44_yrs,P_PI_NS_ns_45_54_yrs,P_PI_NS_ns_55_64_yrs,P_PI_NS_ns_65_74_yrs,P_PI_NS_ns_75_84_yrs,P_PI_NS_ns_85_yrs_ovr,P_PI_NS_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
SAL10426,0,0,0,0,0,0,0,0,0,11,0,0,0,4,0,0,0,0,0,8,0,0,5,0,3,0,0,0,0,8,0,0,0,6,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,8,9,5,7,17,20,35,27,7,3,123
SAL10427,0,4,0,0,0,0,4,0,0,5,0,0,4,0,6,5,0,0,0,12,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,10,9,5,10,14,13,19,21,5,6,96
SAL10428,0,8,3,6,4,6,14,5,0,49,0,7,0,4,12,8,3,3,0,35,0,4,12,3,5,14,7,0,0,41,0,0,5,4,4,4,0,0,0,18,0,0,0,3,12,6,0,0,0,21,0,0,3,5,6,0,4,0,0,21,0,0,3,5,8,4,3,0,0,26,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,4,3,0,0,15,7,9,8,0,45,31,32,43,53,79,104,155,80,15,590
SAL10429,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,4,3,3,0,0,27
SAL10430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,3,0,0,0,0,14
SAL10431,0,0,0,0,4,0,3,0,0,10,0,0,0,0,6,3,0,0,0,6,0,0,3,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,11,5,4,6,21,22,20,25,12,0,109
SAL10432,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,9,7,12,12,10,0,0,53
SAL10433,0,6,5,7,6,5,10,3,0,55,6,3,7,7,12,14,10,7,0,68,0,5,8,12,10,15,5,0,0,54,0,9,8,8,10,9,0,0,0,48,0,0,0,7,5,5,3,4,0,25,0,0,0,3,9,8,0,0,0,19,0,0,0,6,4,4,5,0,0,16,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,12,0,7,3,12,14,12,18,9,3,82,47,35,60,82,106,146,160,64,5,705
SAL10434,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,4,0,0,0,8,0,0,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,11,4,0,14,4,6,17,8,7,3,66
SAL10435,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,10,0,0,0,0,6,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,8,5,8,9,14,14,7,3,0,72
SAL10436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,8,3,8,0,0,0,34
SAL10437,0,3,5,0,4,3,3,8,0,17,0,0,0,0,6,0,3,0,0,13,0,0,3,4,0,0,0,0,0,14,0,0,0,4,4,0,0,0,0,14,0,0,0,4,0,0,0,0,0,9,0,0,0,5,0,0,0,0,0,9,0,0,3,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,3,8,7,0,4,3,30,17,8,35,27,37,30,33,21,5,203
SAL10438,3,28,37,43,32,44,27,18,3,230,0,27,41,50,47,60,17,10,0,262,0,13,46,61,48,53,30,7,0,257,0,6,26,30,36,33,16,3,0,159,0,3,26,43,30,32,7,4,0,139,0,0,25,37,30,18,7,0,0,119,0,0,11,38,54,19,5,0,0,137,0,0,7,12,5,3,0,0,0,31,0,0,4,13,20,8,6,0,0,49,10,20,31,33,33,38,16,14,13,207,175,152,355,454,451,522,301,144,66,2622
SAL10439,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,9,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,14,3,5,5,5,14,14,12,7,4,71
SAL10440,0,0,10,9,7,7,5,0,0,39,0,3,6,3,8,11,6,0,0,35,0,0,3,5,7,9,0,3,0,41,0,4,0,3,3,3,0,0,0,18,0,0,4,5,0,9,0,0,0,17,0,0,0,0,3,7,3,0,0,22,0,0,3,0,4,4,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,7,31,29,32,46,53,48,33,8,6,288,96,67,108,118,140,143,92,33,9,797
SAL10441,3,3,7,9,12,0,13,3,0,52,0,8,14,6,22,8,8,3,0,59,0,7,18,9,10,7,4,6,0,60,0,8,7,4,11,9,0,3,0,48,0,6,8,9,10,10,3,0,0,52,0,0,6,9,13,5,0,0,0,37,0,0,23,23,20,10,4,0,0,87,0,0,3,4,0,3,7,0,0,16,0,0,0,9,3,3,0,0,0,19,9,10,19,24,19,27,20,15,13,161,63,82,142,132,157,139,138,101,50,986
SAL10442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10443,0,0,0,3,4,0,0,0,0,13,0,0,0,4,3,0,0,0,0,13,0,0,5,5,4,0,0,0,0,14,0,0,0,4,0,0,0,0,0,10,0,0,0,3,4,3,0,0,0,7,0,0,4,0,0,3,0,0,0,3,0,0,3,0,3,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,6,9,17,9,5,0,0,58,19,12,21,25,42,38,18,0,0,176
SAL10444,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,3,11,8,3,0,9,7,13,19,0,4,67
SAL10445,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,5,0,0,0,3,6,6,6,10,4,29
SAL10446,0,0,0,0,0,3,4,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,0,0,3,3,6,19,22,3,0,68
SAL10447,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,5,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,6,3,3,5,11,9,25,15,3,0,75
SAL10448,3,9,34,21,16,18,13,17,6,148,0,23,14,21,30,28,10,14,0,145,4,10,21,21,24,23,16,8,0,127,0,3,21,17,20,18,6,8,0,89,0,3,9,18,14,20,8,5,0,77,0,0,11,11,12,10,4,0,0,56,0,0,15,18,8,15,0,5,0,65,0,0,0,0,7,5,0,0,0,16,0,0,8,3,5,3,5,0,0,28,8,15,17,13,21,10,21,40,30,167,137,121,240,220,250,280,206,218,69,1740
SAL10449,6,7,15,14,6,7,6,3,0,64,0,10,7,4,10,14,15,10,0,71,0,5,16,17,11,19,12,0,0,87,0,0,19,15,9,16,8,0,0,70,0,0,11,18,10,16,10,0,0,73,0,4,10,10,8,14,0,0,0,51,0,0,14,27,36,22,10,3,0,117,0,0,0,12,9,3,4,0,0,31,0,0,3,13,8,16,8,0,0,54,3,0,4,11,6,13,3,0,0,56,94,49,140,167,158,190,157,97,15,1061
SAL10450,11,13,22,35,23,30,20,8,3,149,8,23,34,39,36,41,29,12,0,214,3,28,32,47,42,35,34,13,0,231,0,11,45,34,37,21,12,0,0,164,0,9,29,42,48,23,11,4,0,169,0,0,20,53,38,19,0,0,0,135,0,0,63,127,107,51,6,0,0,356,0,0,0,24,21,12,3,0,0,66,0,0,3,24,44,32,3,0,0,111,9,7,13,17,6,12,7,9,0,80,263,164,332,516,477,376,280,153,29,2580
SAL10451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10452,16,55,93,63,55,61,77,72,24,523,8,46,107,64,100,93,53,22,5,505,4,39,101,74,90,83,51,21,0,460,0,20,63,64,58,59,16,3,3,292,0,6,68,46,44,53,14,7,4,231,0,0,30,45,33,34,13,0,0,157,0,4,39,65,66,32,9,5,0,213,0,0,0,16,8,4,4,0,0,28,0,0,4,8,15,14,8,3,3,48,39,23,70,56,66,42,58,48,24,423,364,341,795,701,758,856,970,612,220,5622
SAL10453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,9,4,0,0,5,5,11,0,0,0,22
SAL10454,4,10,12,11,14,18,24,12,9,113,4,7,18,14,13,25,14,9,0,99,7,4,17,20,14,16,19,0,0,91,0,7,20,17,18,10,6,0,0,74,0,0,10,19,16,10,3,5,0,70,0,3,9,10,13,8,5,0,0,52,0,0,9,14,9,10,6,0,0,43,0,0,0,5,0,0,0,0,0,10,0,0,0,0,3,0,0,0,0,10,4,8,12,11,20,22,21,21,5,121,60,65,138,146,160,184,212,127,49,1132
SAL10455,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,11,0,0,0,0,5,0,4,0,0,11,0,0,0,0,3,3,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,6,0,0,0,0,10,0,0,0,3,3,0,0,0,0,7,0,0,0,3,4,0,0,0,0,8,0,0,0,0,0,4,6,9,0,18,5,4,7,6,30,17,21,10,0,115
SAL10456,0,0,8,4,4,4,3,4,0,25,0,0,6,3,6,9,0,0,0,21,0,4,3,9,8,8,11,0,0,34,0,0,0,9,9,0,4,0,0,23,0,0,4,7,5,3,0,0,0,16,0,0,0,4,4,9,0,0,0,17,0,0,4,16,17,11,0,0,0,51,0,0,5,3,0,7,0,0,0,14,0,0,3,10,18,10,0,5,0,44,3,0,0,0,8,0,0,3,0,24,29,5,39,74,78,68,49,20,9,376
SAL10457,0,0,0,0,0,0,4,0,0,3,0,4,4,0,0,3,0,0,0,11,0,0,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,0,0,0,3,0,0,3,11,10,0,0,0,0,22,0,0,0,3,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,8,18,9,21,21,35,13,20,3,4,148
SAL10458,0,0,0,0,0,4,7,0,0,21,0,0,0,0,9,0,3,0,0,24,0,0,0,3,5,8,0,0,0,24,0,0,0,4,0,3,6,0,0,15,0,3,0,0,3,4,0,0,0,15,0,0,4,0,0,3,0,0,0,8,0,0,0,0,8,4,0,0,0,18,0,0,0,0,5,3,0,0,0,5,0,0,0,5,0,0,0,0,0,6,3,0,0,3,5,0,4,0,0,18,29,13,14,28,54,43,57,18,9,257
SAL10459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,5,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,5,5,0,0,0,8,8,3,3,5,9,9,7,4,0,44
SAL10460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,4,10,6,3,3,6,0,6,0,32
SAL10461,0,5,3,7,4,7,0,0,0,17,0,0,0,0,0,0,3,0,0,13,0,0,0,0,0,7,3,0,0,15,0,3,7,0,4,5,0,0,0,11,0,0,0,0,0,5,0,0,0,10,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,3,5,3,5,3,20,13,4,20,22,49,88,65,38,8,301
SAL10462,12,69,194,70,33,51,45,43,15,528,0,50,269,81,58,51,38,31,13,600,0,72,344,114,71,60,52,31,3,749,0,53,358,120,69,57,42,19,8,724,0,23,373,128,74,42,25,11,0,680,0,4,293,117,84,37,22,12,4,585,0,14,575,322,168,92,25,10,0,1206,0,0,163,127,69,39,12,0,0,411,0,6,232,394,230,80,27,7,3,973,16,51,263,146,63,43,51,54,27,718,284,511,3365,1836,1085,737,626,463,185,9091
SAL10463,9,59,187,75,47,50,39,19,8,490,6,81,296,109,57,51,44,26,11,670,5,72,409,135,98,61,40,15,4,839,0,53,392,115,75,51,15,5,3,712,0,27,402,169,98,65,25,3,3,784,0,9,378,169,70,58,26,3,0,716,0,11,854,435,181,85,34,9,0,1620,0,0,197,170,77,27,6,6,0,484,0,5,406,507,291,114,28,7,4,1368,28,43,332,146,92,66,42,41,54,833,269,537,4148,2213,1274,809,534,317,152,10253
SAL10464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10465,8,74,158,73,45,46,50,49,15,513,3,63,247,90,59,51,55,34,11,615,3,101,372,119,67,77,78,41,8,858,3,68,332,107,58,45,45,20,9,681,5,39,285,115,72,54,40,20,6,626,0,16,213,123,70,53,34,16,7,523,0,11,464,326,152,91,40,28,12,1129,0,5,109,132,71,39,14,11,9,386,0,4,166,364,238,106,44,23,8,955,22,68,276,140,76,68,56,64,41,820,287,635,2879,1767,1107,859,773,532,255,9096
SAL10466,5,30,46,38,46,42,41,21,3,270,5,28,69,54,42,51,39,11,7,297,3,28,68,67,62,59,26,12,3,329,0,23,45,37,37,23,14,3,0,179,0,6,31,42,33,33,10,4,0,161,0,3,22,27,24,25,5,0,0,117,0,5,37,53,51,44,9,0,0,189,0,0,5,10,17,14,3,0,0,44,0,0,3,13,14,11,0,0,0,44,19,7,19,24,27,24,28,23,4,180,230,226,463,467,454,522,521,347,85,3310
SAL10467,11,11,14,10,12,19,28,6,5,108,4,17,8,28,9,25,31,11,6,140,0,18,14,29,23,29,26,16,0,150,0,10,23,27,28,22,18,8,0,126,0,3,19,30,45,21,16,4,0,135,0,3,14,23,21,23,10,3,0,95,0,0,26,66,76,39,20,0,0,232,0,0,7,27,25,14,4,0,0,75,0,0,3,42,46,32,14,0,0,141,6,3,5,10,3,0,13,4,0,44,140,113,154,310,327,307,309,136,23,1817
SAL10468,10,19,17,24,38,29,43,28,4,227,9,24,25,34,50,54,22,21,3,243,8,6,32,37,52,43,27,10,0,201,0,7,15,37,40,41,13,7,0,166,0,8,9,31,41,35,12,3,0,131,0,0,10,30,26,34,7,3,0,109,0,0,5,31,63,45,10,10,0,156,0,0,0,7,10,8,3,0,0,30,0,0,0,6,16,3,0,4,0,37,3,7,12,9,12,12,15,18,6,94,208,123,173,298,441,488,493,310,68,2602
SAL10469,14,81,91,104,117,105,34,10,0,551,10,68,143,134,139,95,33,10,4,630,5,75,186,139,117,93,23,0,3,628,3,37,121,97,67,55,23,0,0,408,0,12,93,93,61,49,14,0,0,319,0,7,62,61,26,26,7,0,0,187,0,4,50,63,40,30,7,0,0,203,0,0,0,9,8,4,0,0,0,26,0,0,4,11,0,3,0,0,0,27,54,43,103,77,70,83,57,37,78,596,714,688,1260,1219,1231,1335,927,361,187,7920
SAL10470,10,59,69,59,80,75,43,7,4,409,3,55,107,76,107,98,32,7,0,483,3,65,144,107,104,107,43,8,0,576,0,30,105,63,62,67,11,0,0,349,0,26,120,56,61,53,17,0,0,331,0,3,54,31,46,35,8,0,0,185,0,5,65,63,67,51,6,0,0,248,0,0,10,13,12,8,7,0,0,46,0,0,3,8,11,3,5,0,0,28,35,27,59,64,46,56,42,18,3,333,572,537,1012,803,970,1055,780,274,85,6088
SAL10471,0,0,0,0,0,5,0,0,0,9,0,0,3,0,0,4,0,0,0,9,0,0,0,0,3,0,0,3,0,10,0,0,0,0,3,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,3,0,25,7,5,6,9,25,22,20,13,0,110
SAL10472,6,27,29,22,31,41,33,16,4,218,0,23,24,36,41,46,20,5,0,208,0,6,34,48,40,46,28,10,3,221,0,0,35,30,32,31,14,8,3,160,0,0,27,23,28,24,11,4,0,121,0,0,13,19,31,27,13,0,0,103,0,0,22,43,52,23,9,0,0,152,0,0,5,3,8,9,4,0,0,32,0,0,3,11,10,11,4,0,0,46,6,16,11,8,18,17,15,16,0,104,191,138,278,329,392,425,373,196,47,2375
SAL10473,0,0,5,0,0,4,0,0,0,15,0,0,0,0,6,3,0,0,0,17,0,0,0,0,0,3,0,0,0,7,0,0,0,0,3,0,0,5,0,7,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,4,6,15,12,19,30,17,15,0,114
SAL10474,0,0,0,0,0,0,0,7,0,9,0,0,0,0,0,3,0,0,0,3,0,0,7,0,7,0,0,3,0,15,0,0,5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,5,0,0,0,4,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,4,0,5,6,3,0,32,10,5,8,13,18,18,7,17,0,95
SAL10475,0,0,8,6,6,10,23,14,4,80,3,5,13,18,12,19,20,11,0,99,0,3,11,16,14,23,9,13,0,95,0,0,6,12,12,14,6,5,0,57,0,0,10,17,12,8,10,0,0,54,0,0,13,22,11,5,4,3,0,66,0,0,7,27,16,8,6,0,0,57,0,0,0,13,0,7,0,4,0,17,0,0,0,11,5,11,13,6,0,49,3,4,5,14,14,14,13,23,8,94,46,36,106,194,142,196,265,216,45,1238
SAL10476,0,4,0,0,4,0,3,4,0,15,0,0,0,4,3,3,0,0,0,14,0,0,4,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,5,3,4,3,0,10,3,8,16,11,18,23,15,16,0,105
SAL10477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10479,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,4,0,0,0,5,3,0,0,0,0,14,4,4,3,9,13,17,17,4,0,73
