SAL_CODE_2021,Num_Psns_UR_1_FamHhold,Num_Psns_UR_1_NonFamHhold,Num_Psns_UR_1_Total,Num_Psns_UR_2_FamHhold,Num_Psns_UR_2_NonFamHhold,Num_Psns_UR_2_Total,Num_Psns_UR_3_FamHhold,Num_Psns_UR_3_NonFamHhold,Num_Psns_UR_3_Total,Num_Psns_UR_4_FamHhold,Num_Psns_UR_4_NonFamHhold,Num_Psns_UR_4_Total,Num_Psns_UR_5_FamHhold,Num_Psns_UR_5_NonFamHhold,Num_Psns_UR_5_Total,Num_Psns_UR_6mo_FamHhold,Num_Psns_UR_6mo_NonFamHhold,Num_Psns_UR_6mo_Total,Total_FamHhold,Total_NonFamHhold,Total_Total
SAL13790,..,176,176,256,12,263,145,0,145,161,0,161,78,0,83,29,0,29,678,183,863
SAL13791,..,14,14,14,8,20,5,0,5,6,0,6,0,0,0,0,0,0,31,18,49
SAL13792,..,11,11,26,0,26,9,0,9,4,0,4,0,0,0,0,0,0,39,11,55
SAL13793,..,6,6,12,0,9,6,0,6,0,0,0,0,0,0,0,0,0,17,7,23
SAL13794,..,420,420,906,30,929,91,4,92,47,0,47,29,0,29,14,0,14,1088,454,1541
SAL13795,..,308,308,297,32,329,163,0,165,103,0,103,50,0,50,15,0,15,626,336,963
SAL13796,..,38,38,70,3,78,26,4,29,31,0,31,9,0,9,13,0,13,150,49,196
SAL13797,..,640,640,549,44,598,343,7,354,283,5,286,128,0,126,70,0,70,1363,700,2069
SAL13798,..,36,36,25,4,33,18,0,18,11,0,11,9,0,9,4,0,4,61,38,97
SAL13799,..,659,659,681,23,705,208,0,208,195,0,195,83,0,83,69,0,69,1236,678,1913
SAL13800,..,234,234,365,51,417,243,25,264,229,6,236,60,3,68,38,0,40,937,326,1263
SAL13801,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13802,..,369,369,419,18,434,178,8,182,164,0,162,51,0,51,46,0,46,850,386,1235
SAL13803,..,4,4,4,0,4,0,0,0,7,0,7,0,0,0,0,0,0,20,4,21
SAL13804,..,23,23,46,4,49,19,0,19,24,0,24,12,0,12,8,0,8,104,28,132
SAL13805,..,56,56,114,0,114,62,0,68,104,0,104,38,0,38,23,0,23,343,54,400
SAL13806,..,3,3,4,0,4,0,0,0,0,0,0,3,0,3,0,0,0,13,3,15
SAL13807,..,620,620,680,38,719,173,4,179,139,0,139,63,0,63,31,0,31,1090,661,1755
SAL13808,..,211,211,284,19,306,159,0,158,170,0,170,56,0,56,28,0,28,700,230,929
SAL13809,..,26,26,20,7,32,15,0,15,5,0,5,5,0,5,0,0,0,51,34,79
SAL13810,..,76,76,41,7,46,8,0,8,5,0,5,8,0,8,4,0,4,66,81,148
SAL13811,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5
SAL13812,..,21,21,40,0,42,13,0,13,17,0,17,5,0,5,4,0,4,74,24,98
SAL13813,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SAL13814,..,8,8,10,0,10,4,0,4,0,0,0,0,0,0,0,0,0,11,8,17
SAL13815,..,5,5,4,0,9,6,0,11,7,0,7,0,0,0,9,0,9,22,12,34
SAL13816,..,15,15,29,6,32,23,0,23,22,0,22,13,0,13,0,0,0,82,16,98
SAL13817,..,137,137,355,22,377,172,3,180,231,0,231,90,0,90,63,0,62,916,159,1074
SAL13818,..,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
SAL13819,..,145,145,310,11,316,145,5,154,216,0,217,100,0,105,52,0,51,825,165,991
SAL13820,..,1048,1048,1583,91,1679,726,42,769,758,15,767,331,0,331,112,0,112,3510,1195,4707
SAL13821,..,0,0,9,0,9,3,0,3,3,0,3,0,0,0,0,0,0,17,0,15
SAL13822,..,19,19,32,3,37,16,0,22,11,0,13,10,0,10,6,0,6,80,22,102
SAL13823,..,11,11,9,0,10,4,0,4,9,0,9,6,0,6,0,0,0,16,12,33
SAL13824,..,5,5,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,5,8
SAL13825,..,13,13,18,0,19,0,0,0,14,0,14,8,0,8,4,0,4,43,18,60
SAL13826,..,21,21,37,0,39,28,0,34,15,0,15,9,0,9,11,0,11,108,32,137
SAL13827,..,10,10,14,0,14,4,0,4,4,0,4,3,0,3,3,0,3,23,10,29
SAL13828,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13829,..,3,3,13,0,13,4,0,4,0,0,0,0,0,0,0,0,0,19,3,25
SAL13830,..,11,11,10,0,10,4,0,8,3,0,3,12,0,12,3,0,3,29,11,41
SAL13831,..,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,5,0,7
SAL13832,..,28,28,49,4,53,23,0,20,16,0,16,4,0,4,3,0,3,90,36,124
SAL13833,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13834,..,941,941,646,82,720,221,8,228,108,4,114,39,0,39,26,0,26,1041,1028,2068
SAL13835,..,199,199,211,22,237,100,9,107,58,0,59,33,0,33,20,0,20,414,232,647
SAL13836,..,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
SAL13837,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13838,..,3,3,7,0,7,4,0,4,3,0,3,5,0,5,0,0,0,24,3,25
SAL13839,..,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
SAL13840,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13841,..,5,5,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,10,3,20
SAL13842,..,363,363,296,81,377,85,32,113,62,5,72,28,0,29,3,6,8,479,485,963
SAL13843,..,111,111,141,16,153,48,9,55,45,8,50,24,0,24,5,0,5,264,145,409
SAL13844,..,12,12,36,5,34,11,0,11,11,0,11,6,0,6,5,0,5,70,18,88
SAL13845,..,7,7,6,0,6,0,0,0,3,0,3,0,0,0,5,0,5,17,7,24
SAL13846,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3
SAL13847,..,134,134,271,9,281,165,0,166,205,0,205,109,0,109,61,0,61,807,142,953
SAL13848,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13849,..,4,4,14,0,12,12,0,12,3,0,3,0,0,0,0,0,0,24,7,35
SAL13850,..,10,10,24,0,30,12,0,8,3,4,4,11,0,11,5,0,5,54,16,71
SAL13851,..,297,297,723,28,750,951,16,962,1684,11,1688,530,0,535,282,0,282,4167,350,4513
SAL13852,..,0,0,25,0,30,10,0,10,10,0,10,0,0,0,0,0,0,53,4,55
SAL13853,..,0,0,8,0,3,4,0,4,0,0,0,0,0,0,0,0,0,7,0,12
SAL13854,..,127,127,156,11,161,60,0,60,63,0,63,28,0,28,34,0,34,338,134,472
SAL13855,..,4,4,3,0,3,0,0,0,0,0,0,3,0,3,5,0,5,15,4,17
SAL13856,..,135,135,87,5,89,28,0,30,10,0,10,0,0,0,0,0,0,130,145,275
SAL13857,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL13858,..,12,12,33,3,32,24,0,24,19,0,19,7,0,7,8,0,8,93,15,105
SAL13859,..,7,7,23,4,25,11,0,11,3,0,3,3,0,3,3,0,3,47,8,57
SAL13860,..,13,13,7,0,11,3,0,3,3,0,3,5,0,5,0,0,0,22,9,28
SAL13861,..,13,13,65,0,65,17,0,17,27,5,29,23,0,23,26,0,26,154,14,170
SAL13862,..,0,0,4,0,4,0,0,0,0,0,0,6,0,6,0,0,0,4,0,6
SAL13863,..,396,396,598,22,620,252,0,252,275,0,272,136,0,136,78,0,78,1339,421,1759
SAL13864,..,485,485,752,26,778,336,18,353,447,8,455,165,0,168,55,4,58,1759,542,2298
SAL13865,..,24,24,38,6,43,13,0,13,11,0,11,12,0,12,5,0,5,83,27,109
SAL13866,..,481,481,799,35,835,571,15,586,703,5,710,258,5,262,94,0,92,2430,549,2970
SAL13867,..,556,556,1188,90,1280,696,23,715,749,6,753,257,3,255,129,3,133,3015,683,3699
SAL13868,..,38,38,26,5,30,12,3,11,8,0,11,4,0,4,0,0,0,47,53,91
SAL13869,..,116,116,265,16,277,142,0,145,148,0,149,71,0,71,36,0,36,662,137,800
SAL13870,..,9,9,21,0,18,5,0,5,10,0,10,3,0,3,0,0,0,38,5,47
SAL13871,..,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,6,0,10
SAL13872,..,6,6,3,0,3,0,0,0,4,0,4,0,0,0,0,0,0,4,6,12
SAL13873,..,648,648,1210,74,1281,627,40,666,733,15,743,311,7,319,118,0,118,2993,778,3772
SAL13874,..,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,6,0,6
SAL13875,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13876,..,0,0,10,0,10,4,0,4,0,0,0,0,0,0,0,0,0,11,0,11
SAL13877,..,5,5,15,0,15,3,0,10,3,0,3,0,0,6,0,0,0,25,11,33
SAL13878,..,7,7,10,0,10,4,0,4,6,0,6,0,0,0,0,0,0,27,7,33
SAL13879,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13880,..,160,160,221,34,251,115,16,136,95,4,102,22,0,21,12,4,15,459,226,683
SAL13881,..,7,7,14,0,11,7,0,7,3,0,3,0,0,0,5,0,5,27,10,36
SAL13882,..,0,0,7,0,7,3,0,3,0,0,0,3,0,3,0,0,0,17,0,14
SAL13883,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13884,..,3,3,3,0,3,5,0,5,0,0,0,0,0,0,0,0,0,6,3,11
SAL13885,..,0,0,4,0,4,0,0,0,5,0,5,0,0,0,0,0,0,8,0,9
SAL13886,..,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8
SAL13887,..,9,9,14,0,18,9,0,9,4,0,4,3,0,3,0,0,0,35,11,40
SAL13888,..,0,0,8,0,8,5,0,5,0,0,0,0,0,0,3,0,3,14,0,19
SAL13889,..,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,8,0,8
SAL13890,..,3,3,7,0,7,3,0,3,4,0,4,0,0,0,0,0,0,20,3,18
SAL13891,..,76,76,104,5,114,35,0,40,36,0,36,19,0,19,8,0,8,202,85,285
SAL13892,..,130,130,224,9,233,155,6,154,133,0,132,56,0,56,16,0,16,588,139,728
SAL13893,..,106,106,161,6,171,70,0,65,61,0,61,25,0,25,17,0,17,335,118,448
SAL13894,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13895,..,30,30,73,0,75,38,4,39,34,0,34,18,0,16,11,0,11,172,36,210
SAL13896,..,36,36,46,3,46,12,0,12,24,0,28,19,0,19,10,0,10,110,40,151
SAL13897,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6
SAL13898,..,6,6,5,4,8,0,0,0,5,0,5,0,0,0,0,0,0,5,7,17
SAL13899,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13900,..,25,25,43,0,43,16,0,16,4,0,4,7,0,7,0,0,0,75,25,95
SAL13901,..,0,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12
SAL13902,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13903,..,360,360,450,21,475,118,6,117,84,0,84,51,0,51,17,0,17,719,388,1110
SAL13904,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13905,..,377,377,399,42,442,167,12,176,157,0,155,88,0,90,47,0,47,859,433,1288
SAL13906,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13907,..,74,74,36,3,33,11,0,11,3,0,3,7,0,7,0,0,0,50,78,127
SAL13908,..,155,155,207,8,217,48,0,46,55,0,60,24,0,24,8,0,8,344,168,513
SAL13909,..,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL13910,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13911,..,6,6,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,11,6,21
SAL13912,..,66,66,140,3,148,68,0,68,57,0,57,26,0,26,18,0,18,320,63,381
SAL13913,..,6,6,15,0,15,3,0,3,3,0,3,4,0,4,0,0,0,24,6,33
SAL13914,..,22,22,48,0,51,9,0,9,10,0,10,8,0,8,4,0,4,85,29,109
SAL13915,..,8,8,3,0,3,8,0,8,3,0,3,3,0,3,0,0,0,23,8,28
SAL13916,..,6,6,4,0,5,0,0,0,4,0,4,0,0,0,0,0,0,9,11,13
SAL13917,..,9,9,14,0,14,0,0,0,10,0,10,0,0,0,0,0,0,33,9,38
SAL13918,..,3,3,16,0,16,16,0,16,11,0,11,0,0,0,5,0,5,41,3,43
SAL13919,..,7,7,5,0,8,4,0,4,4,0,4,3,0,3,0,0,0,19,8,20
SAL13920,..,32,32,40,5,44,14,0,14,11,5,16,8,0,8,0,0,0,71,38,111
SAL13921,..,9,9,13,0,16,5,0,5,0,0,0,4,0,4,3,0,3,28,9,39
SAL13922,..,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,11
SAL13923,..,0,0,8,0,8,4,0,4,0,0,0,0,0,0,0,0,0,11,0,15
SAL13924,..,5,5,17,0,17,0,0,0,0,0,0,0,0,0,0,0,0,20,5,24
SAL13925,..,897,897,1266,114,1377,1089,43,1136,1129,28,1152,393,20,418,247,16,255,4125,1117,5242
SAL13926,..,8,8,8,0,8,0,0,0,4,0,4,4,0,4,0,0,0,15,8,21
SAL13927,..,5,5,3,0,9,4,0,4,0,0,0,0,0,0,0,0,0,10,11,18
SAL13928,..,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5
SAL13929,..,28,28,34,0,40,12,0,12,5,0,5,3,0,3,0,0,0,59,30,94
SAL13930,..,866,866,786,72,861,331,4,336,239,4,241,119,0,119,67,0,67,1548,947,2493
SAL13931,..,9,9,3,0,3,3,0,3,3,0,3,0,0,0,0,0,0,12,9,22
SAL13932,..,11,11,38,0,37,7,0,7,11,0,11,5,0,5,0,0,0,62,12,70
SAL13933,..,0,0,5,0,5,0,0,0,4,0,4,0,0,0,5,0,5,14,0,14
SAL13934,..,95,95,106,3,114,22,0,22,15,0,16,6,0,6,3,0,3,155,98,252
SAL13935,..,0,0,10,0,8,0,0,0,3,0,3,0,0,0,0,0,0,17,3,19
SAL13936,..,774,774,873,40,910,322,10,330,239,0,237,87,0,86,65,0,65,1580,826,2407
SAL13937,..,20,20,12,0,15,0,0,0,0,0,0,0,0,0,0,0,0,18,18,40
SAL13938,..,7,7,24,5,25,10,0,10,8,0,8,4,0,4,0,0,0,40,11,52
SAL13939,..,6,6,0,0,0,4,0,4,0,0,0,5,0,5,0,0,0,8,6,10
SAL13940,..,0,0,8,0,8,3,0,3,0,0,0,0,0,0,0,0,0,9,0,9
SAL13941,..,69,69,67,0,73,15,0,15,16,0,16,13,0,13,0,0,0,114,76,187
SAL13942,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13943,..,745,745,648,63,708,242,5,254,174,0,173,64,0,64,32,0,32,1160,814,1978
SAL13944,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13945,..,39,39,32,3,32,8,0,8,10,0,10,0,0,0,7,0,7,57,36,96
SAL13946,..,114,114,125,14,140,55,0,56,47,0,47,25,0,25,11,0,11,272,130,401
SAL13947,..,389,389,349,39,389,177,18,195,197,6,196,66,8,71,29,0,29,816,452,1272
SAL13948,..,11,11,18,0,19,14,0,12,7,0,7,3,0,3,0,0,0,41,10,57
SAL13949,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13950,..,143,143,122,8,131,48,0,48,46,0,48,23,0,23,9,0,9,249,146,395
SAL13951,..,24,24,66,0,66,30,0,30,17,0,17,11,0,11,4,0,4,132,24,158
SAL13952,..,330,330,290,40,328,159,3,165,150,0,150,101,0,101,107,0,107,803,371,1178
SAL13953,..,9,9,9,0,9,3,0,3,3,0,3,0,0,0,0,0,0,22,9,31
SAL13954,..,3,3,11,0,11,4,0,3,0,0,0,3,0,3,0,0,0,21,5,25
SAL13955,..,0,0,7,0,7,5,0,5,0,0,0,0,0,0,0,0,0,9,0,9
SAL13956,..,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10
SAL13957,..,0,0,9,0,9,3,0,3,3,0,3,3,0,3,0,0,0,20,0,20
SAL13958,..,82,82,84,3,90,24,0,24,13,0,13,8,0,8,5,0,5,145,88,234
SAL13959,..,4,4,9,0,9,7,0,7,0,0,0,3,0,3,3,0,3,22,4,25
SAL13960,..,20,20,22,0,22,5,0,5,0,0,0,4,0,4,3,0,3,32,20,50
SAL13961,..,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7
SAL13962,..,3,3,5,0,5,5,0,5,0,0,0,0,0,0,6,0,6,11,3,17
SAL13963,..,36,36,70,4,74,20,0,20,4,0,4,8,0,8,4,0,4,109,43,150
SAL13964,..,7,7,13,0,13,12,0,12,3,0,3,4,0,4,3,0,3,33,10,44
SAL13965,..,13,13,22,0,26,13,0,16,17,0,17,8,0,8,8,0,4,75,16,89
SAL13966,..,8,8,11,0,11,3,0,3,3,0,3,7,0,7,5,0,5,26,8,34
SAL13967,..,14,14,13,0,13,0,0,0,4,0,4,0,0,0,0,0,0,19,14,30
SAL13968,..,99,99,106,15,118,80,4,79,45,0,48,21,0,24,5,0,5,257,113,365
SAL13969,..,133,133,146,15,157,76,4,82,61,0,61,26,0,26,20,0,20,332,148,481
SAL13970,..,5,5,10,0,10,3,0,3,0,0,0,5,0,5,0,0,0,26,5,24
SAL13971,..,3,3,14,0,14,4,0,4,0,0,0,0,0,0,3,0,3,21,3,25
SAL13972,..,50,50,40,0,42,16,0,16,17,0,17,4,0,4,0,0,0,80,52,133
SAL13973,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13974,..,13,13,36,3,40,16,0,16,7,0,7,3,0,3,13,0,13,74,17,93
SAL13975,..,31,31,31,0,32,6,0,6,10,0,10,9,0,9,6,0,6,62,32,94
SAL13976,..,85,85,210,4,217,124,0,124,132,0,132,55,0,54,17,0,17,539,91,631
SAL13977,..,0,0,6,0,6,3,0,3,0,0,0,0,0,0,0,0,0,9,0,14
SAL13978,..,7,7,15,0,16,5,0,5,5,0,5,0,0,0,0,0,0,28,12,41
SAL13979,..,230,230,299,14,310,89,0,89,76,0,80,43,0,43,21,0,21,524,240,765
SAL13980,..,412,412,678,23,702,256,10,266,314,0,317,141,0,141,84,0,84,1478,446,1922
SAL13981,..,17,17,20,6,21,12,0,12,9,0,9,0,0,0,3,0,3,60,18,72
SAL13982,..,29,29,65,6,69,20,0,23,24,0,24,10,0,6,9,0,9,119,40,156
SAL13983,..,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,8
SAL13984,..,821,821,863,43,903,344,4,354,320,0,320,129,3,131,60,0,60,1720,866,2592
SAL13985,..,3,3,3,0,8,7,0,7,3,0,3,5,0,5,0,0,0,15,6,19
SAL13986,..,3,3,12,3,13,5,0,5,0,0,0,0,0,0,0,0,0,13,3,17
SAL13987,..,1212,1212,1166,73,1240,251,3,258,169,4,173,75,0,75,39,0,39,1697,1290,2988
SAL13988,..,5,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,5,13
SAL13989,..,27,27,24,8,30,10,0,10,11,0,6,6,0,6,0,0,0,49,34,84
SAL13990,..,4,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,4,9
SAL13991,..,401,401,672,23,696,155,5,153,114,3,119,49,0,49,27,0,27,1022,430,1456
SAL13992,..,10,10,7,0,7,3,0,3,3,0,3,6,0,6,0,0,0,19,10,35
SAL13993,..,15,15,18,0,21,8,0,8,5,0,5,3,0,3,0,0,0,36,10,52
SAL13994,..,4,4,18,0,18,14,0,14,8,0,8,9,0,9,0,0,0,45,4,53
SAL13995,..,6,6,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,22,6,30
SAL13996,..,0,0,5,0,5,0,0,0,0,0,0,3,0,3,0,0,0,8,0,7
SAL13997,..,368,368,532,23,561,82,0,85,53,0,53,29,0,29,4,0,4,707,396,1107
SAL13998,..,791,791,1311,47,1356,814,12,825,946,0,946,382,0,383,118,5,120,3575,851,4427
SAL13999,..,0,0,19,0,19,7,0,7,7,0,7,3,0,3,0,0,0,29,0,28
SAL14000,..,160,160,239,30,271,141,10,156,115,7,126,74,4,75,70,3,71,632,223,858
SAL14001,..,384,384,430,34,464,199,16,207,183,3,182,69,0,74,48,0,51,932,437,1365
SAL14002,..,1590,1590,1487,169,1660,412,37,451,292,9,299,100,3,103,42,0,42,2338,1810,4149
SAL14003,..,1280,1280,1085,134,1223,421,17,438,291,5,297,131,3,135,56,4,58,1983,1440,3424
SAL14004,..,966,966,849,115,958,345,11,358,248,5,250,82,0,82,38,0,38,1557,1098,2654
SAL14005,..,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,9,0,13
SAL14006,..,30,30,21,4,27,6,0,6,0,0,0,4,0,4,0,0,0,33,36,66
SAL14007,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL14008,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL14009,..,6,6,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,5,6,9
SAL14010,..,6,6,8,0,8,3,0,3,5,0,5,3,0,3,0,0,0,15,6,20
SAL14011,..,14,14,14,7,14,10,0,10,3,3,6,6,0,6,3,0,10,29,23,54
SAL14012,..,47,47,56,12,67,19,3,26,25,0,27,7,0,7,9,0,9,119,64,184
SAL14013,..,19,19,27,0,24,10,0,10,0,0,0,0,0,0,3,0,3,41,15,56
SAL14014,..,5,5,13,0,16,7,0,7,8,0,8,0,0,0,0,0,0,31,3,32
SAL14015,..,24,24,29,0,32,12,0,14,12,0,12,0,0,0,0,0,0,57,22,81
SAL14016,..,10,10,13,0,13,4,0,4,0,0,0,6,0,6,0,0,0,28,15,39
SAL14017,..,3,3,5,0,5,0,0,4,0,0,0,0,0,0,0,0,0,12,4,12
SAL14018,..,51,51,73,19,90,31,0,31,32,0,34,14,0,14,10,0,10,156,73,226
SAL14019,..,13,13,28,4,30,4,0,4,5,0,5,3,0,3,0,0,0,46,14,66
SAL14020,..,8,8,7,0,7,0,0,0,0,0,0,4,0,4,0,0,0,11,7,17
SAL14021,..,967,967,1133,65,1196,378,12,389,306,3,304,126,3,125,58,0,58,1994,1049,3040
SAL14022,..,78,78,123,6,135,25,0,25,28,0,28,11,0,11,15,0,15,200,87,289
SAL14023,..,22,22,28,3,33,12,0,12,11,0,11,4,0,4,3,0,3,52,33,80
SAL14024,..,1071,1071,790,268,1059,296,162,453,179,57,241,39,31,68,21,9,32,1329,1601,2926
SAL14025,..,1991,1991,2133,195,2333,1000,20,1020,940,7,943,355,0,355,149,0,149,4581,2208,6791
SAL14026,..,677,677,641,35,677,342,18,357,243,0,248,113,3,115,56,0,56,1395,738,2131
SAL14027,..,0,0,7,0,7,3,0,3,0,0,0,0,0,0,0,0,0,4,0,7
SAL14028,..,4,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,4,11
SAL14029,..,65,65,59,3,66,22,0,22,10,0,10,3,0,3,8,0,8,103,71,166
SAL14030,..,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
SAL14031,..,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,3
SAL14032,..,4,4,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,4,4,9
SAL14033,..,34,34,40,8,48,11,0,13,11,0,13,3,0,3,0,0,0,74,42,113
SAL14034,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL14035,..,5,5,3,0,3,6,0,6,3,0,3,0,0,0,0,0,0,16,5,21
SAL14036,..,7,7,6,0,10,3,0,3,5,0,5,0,0,0,0,0,0,15,7,25
SAL14037,..,7,7,15,6,18,3,0,3,3,0,3,0,0,0,0,0,0,27,13,40
SAL14038,..,17,17,21,0,26,8,0,8,3,0,3,3,0,3,3,0,3,42,17,53
SAL14039,..,13,13,27,9,28,9,0,9,12,0,12,0,0,0,5,0,5,46,20,67
SAL14040,..,14,14,29,0,29,4,0,4,6,0,6,5,0,5,0,0,0,51,14,62
SAL14041,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL14042,..,8,8,18,0,18,3,0,3,0,0,0,3,0,3,0,0,0,31,8,43
SAL14043,..,4,4,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,13,4,17
SAL14044,..,3,3,4,0,4,0,0,0,0,0,0,3,0,3,0,0,0,9,3,15
SAL14045,..,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
SAL14046,..,10,10,19,0,18,4,0,4,8,0,8,0,0,0,0,0,0,27,9,41
SAL14047,..,8,8,18,0,22,12,0,12,4,0,4,6,0,6,0,0,0,42,12,49
SAL14048,..,17,17,31,0,30,8,0,8,3,0,3,4,0,4,3,0,3,52,17,66
SAL14049,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL14050,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL14051,..,48,48,92,3,98,23,0,23,19,0,19,8,0,8,8,0,8,150,54,204
SAL14052,..,6,6,11,0,11,3,0,3,0,0,0,0,0,0,0,0,0,14,6,21
SAL14053,..,50,50,19,3,21,11,3,8,14,0,16,4,0,3,5,0,5,49,60,102
SAL14054,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL14055,..,9,9,16,0,19,5,0,5,5,0,5,0,0,0,0,0,0,26,11,40
SAL14056,..,3,3,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8
SAL14057,..,0,0,4,0,3,4,0,4,0,0,0,0,0,0,0,0,0,11,3,13
SAL14058,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
SAL14059,..,34,34,100,8,108,38,0,38,46,0,46,25,0,25,14,0,14,227,44,272
SAL14060,..,0,0,10,0,10,0,0,0,7,0,7,0,0,0,0,0,0,13,0,19
SAL14061,..,9,9,15,0,15,10,0,10,6,0,6,9,0,9,4,0,4,37,9,47
SAL14062,..,10,10,10,0,10,4,0,4,3,0,3,0,0,0,0,0,0,20,10,30
SAL14063,..,18,18,13,0,10,9,0,9,4,0,4,3,0,3,3,0,3,29,19,52
SAL14064,..,3,3,8,0,11,0,0,0,4,0,4,0,0,0,0,0,0,17,0,21
SAL14065,..,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
SAL14066,..,7,7,5,4,10,5,0,5,4,0,4,0,0,0,0,0,0,18,12,23
SAL14067,..,13,13,7,0,9,7,0,7,8,0,8,6,0,6,0,0,0,25,16,43
SAL14068,..,20,20,45,5,49,10,0,10,15,0,15,3,0,3,3,0,3,78,21,101
SAL14069,..,354,354,408,27,436,135,0,135,106,0,106,54,0,54,33,0,33,736,375,1117
SAL14070,..,42,42,55,3,54,19,0,17,9,0,9,8,0,8,3,0,3,91,50,136
