SAL_CODE_2021,Num_Psns_UR_1_FamHhold,Num_Psns_UR_1_NonFamHhold,Num_Psns_UR_1_Total,Num_Psns_UR_2_FamHhold,Num_Psns_UR_2_NonFamHhold,Num_Psns_UR_2_Total,Num_Psns_UR_3_FamHhold,Num_Psns_UR_3_NonFamHhold,Num_Psns_UR_3_Total,Num_Psns_UR_4_FamHhold,Num_Psns_UR_4_NonFamHhold,Num_Psns_UR_4_Total,Num_Psns_UR_5_FamHhold,Num_Psns_UR_5_NonFamHhold,Num_Psns_UR_5_Total,Num_Psns_UR_6mo_FamHhold,Num_Psns_UR_6mo_NonFamHhold,Num_Psns_UR_6mo_Total,Total_FamHhold,Total_NonFamHhold,Total_Total
SAL11175,..,10,10,25,5,29,8,0,8,12,0,14,7,0,7,4,0,4,59,9,71
SAL11176,..,295,295,469,22,492,350,0,349,389,0,395,172,0,169,104,0,104,1480,319,1803
SAL11177,..,68,68,99,0,105,24,0,24,6,0,6,5,0,5,4,0,4,142,69,214
SAL11178,..,10,10,31,0,31,12,0,12,10,0,10,0,0,0,0,0,0,56,10,61
SAL11179,..,12,12,25,0,22,10,0,10,15,0,15,7,0,7,6,0,6,54,13,65
SAL11180,..,5,5,15,0,15,3,0,3,3,0,3,0,0,0,0,0,0,20,5,22
SAL11181,..,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3
SAL11182,..,5,5,9,0,9,7,0,7,0,0,0,0,0,0,0,0,0,19,5,16
SAL11183,..,0,0,0,0,0,4,0,4,3,0,3,0,0,0,0,0,0,9,0,14
SAL11184,..,11,11,14,0,15,5,0,5,0,0,0,0,0,0,0,0,0,18,7,30
SAL11185,..,6,6,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,8,6,9
SAL11186,..,281,281,117,22,134,41,5,44,38,0,38,9,0,9,8,0,8,215,312,520
SAL11187,..,5,5,7,0,7,5,0,5,0,0,0,0,0,0,0,0,0,10,5,18
SAL11188,..,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,13
SAL11189,..,14,14,23,0,23,12,0,12,7,0,7,7,0,7,0,0,0,51,14,67
SAL11190,..,97,97,129,3,132,32,0,32,26,0,27,9,0,9,3,0,3,202,99,298
SAL11191,..,18,18,41,4,41,24,0,24,8,0,8,4,0,4,0,0,0,72,23,95
SAL11192,..,255,255,374,21,394,72,4,75,71,0,71,35,0,35,13,0,13,566,275,843
SAL11193,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL11194,..,6,6,8,0,12,0,0,0,5,0,5,4,0,4,0,0,0,13,6,25
SAL11195,..,18,18,29,0,28,15,0,15,7,0,7,4,0,4,5,0,5,58,20,79
SAL11196,..,17,17,38,0,39,10,0,10,15,0,15,5,0,5,5,0,5,69,16,86
SAL11197,..,3,3,10,0,10,9,0,9,4,0,4,5,0,5,3,0,3,25,3,29
SAL11198,..,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,14
SAL11199,..,7,7,7,0,8,0,0,0,0,0,3,0,0,0,0,0,0,7,5,18
SAL11200,..,48,48,48,3,55,16,0,18,16,0,16,3,0,3,5,0,5,87,52,136
SAL11201,..,6,6,23,0,23,9,0,9,0,0,0,4,0,4,0,0,0,37,6,49
SAL11202,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3
SAL11203,..,1045,1045,1344,92,1432,675,9,682,665,8,663,228,0,228,125,0,125,3027,1152,4180
SAL11204,..,38,38,52,8,55,16,0,16,19,0,19,9,0,9,9,0,9,108,45,158
SAL11205,..,8,8,0,0,0,3,0,3,4,0,4,0,0,0,0,0,0,18,8,18
SAL11206,..,23,23,45,0,51,9,0,9,8,0,8,3,0,3,3,0,3,67,26,98
SAL11207,..,64,64,55,0,55,15,0,15,14,0,14,5,0,5,10,0,10,99,62,160
SAL11208,..,15,15,19,0,21,9,0,9,0,0,0,4,0,4,0,0,0,29,22,48
SAL11209,..,6,6,4,0,6,5,0,5,0,0,0,4,0,4,0,0,0,13,9,19
SAL11210,..,3,3,10,0,10,3,0,3,0,0,0,0,0,0,4,0,4,20,3,26
SAL11211,..,31,31,30,5,35,9,0,8,12,0,12,4,0,4,0,0,0,52,31,91
SAL11212,..,699,699,693,60,759,182,27,206,121,0,121,35,0,35,16,0,16,1043,793,1832
SAL11213,..,2785,2785,1610,306,1911,308,111,419,145,58,202,40,14,53,14,6,15,2109,3275,5384
SAL11214,..,46,46,55,3,61,17,0,19,20,0,20,6,0,6,5,0,5,103,57,163
SAL11215,..,242,242,231,59,290,74,66,138,50,57,111,19,16,30,4,4,11,384,433,820
SAL11216,..,131,131,142,13,159,49,0,50,37,0,37,20,0,20,15,0,15,262,145,406
SAL11217,..,4,4,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,4,11
SAL11218,..,11,11,14,0,14,0,0,0,0,0,0,0,0,0,5,0,5,25,11,32
SAL11219,..,8,8,18,0,18,3,0,3,6,0,6,4,0,4,0,0,0,29,8,40
SAL11220,..,32,32,108,5,119,37,0,37,42,0,42,23,0,23,16,0,16,235,35,264
SAL11221,..,80,80,264,3,268,154,0,151,247,5,250,90,0,90,28,0,28,782,88,869
SAL11222,..,0,0,3,0,3,0,0,0,5,0,5,0,0,0,0,0,0,11,0,14
SAL11223,..,299,299,352,27,377,133,4,138,148,0,148,46,0,46,34,0,34,712,330,1039
SAL11224,..,44,44,93,3,90,18,0,20,12,0,12,0,0,0,0,0,5,125,47,170
SAL11225,..,19,19,12,0,12,3,0,3,0,0,0,0,0,0,0,0,0,22,19,39
SAL11226,..,167,167,275,12,286,209,3,209,192,0,192,80,0,82,61,0,61,804,181,980
SAL11227,..,0,0,8,0,11,0,0,0,0,0,0,0,0,0,0,0,0,7,0,16
SAL11228,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL11229,..,2907,2907,3154,440,3597,1588,88,1673,1195,27,1226,286,14,297,157,8,163,6372,3485,9863
SAL11230,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SAL11231,..,10,10,12,0,12,4,0,4,3,0,3,4,0,4,0,0,0,24,10,35
SAL11232,..,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0,3
SAL11233,..,67,67,77,4,84,16,0,16,12,0,12,0,0,0,5,0,5,118,79,196
SAL11234,..,20,20,16,0,14,5,0,5,10,0,10,4,0,4,0,0,0,31,19,52
SAL11235,..,50,50,45,0,50,6,0,6,11,0,11,7,0,7,5,0,5,71,55,130
SAL11236,..,47,47,83,0,83,26,0,26,31,0,31,12,0,12,4,0,4,157,47,205
SAL11237,..,332,332,658,25,681,550,0,550,615,0,615,295,0,295,193,0,193,2313,359,2674
SAL11238,..,63,63,94,7,97,24,0,24,31,0,31,4,0,4,8,0,8,160,73,225
SAL11239,..,1023,1023,1071,65,1139,308,3,317,315,0,313,131,0,132,64,0,65,1889,1104,2990
SAL11240,..,172,172,392,28,416,210,3,212,254,4,259,118,0,119,55,0,56,1034,206,1240
SAL11241,..,111,111,172,0,175,142,5,144,186,0,191,70,0,70,35,0,40,603,120,723
SAL11242,..,35,35,77,0,80,64,0,63,76,0,76,27,0,29,18,0,18,260,42,301
SAL11243,..,227,227,238,4,241,101,0,101,88,0,88,46,0,46,22,0,22,487,232,718
SAL11244,..,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,10,0,13
SAL11245,..,4,4,6,0,6,0,0,0,0,0,0,3,0,3,0,0,0,11,4,14
SAL11246,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL11247,..,9,9,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,10,9,19
SAL11248,..,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8
SAL11249,..,4,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6
SAL11250,..,162,162,224,18,237,165,7,171,129,0,129,77,0,77,81,0,81,676,187,864
SAL11251,..,4,4,3,0,3,0,0,0,3,0,3,3,0,3,0,0,0,12,4,15
SAL11252,..,4,4,4,0,4,0,0,0,3,0,3,0,0,0,0,0,0,13,4,9
SAL11253,..,91,91,169,4,178,42,5,45,40,0,38,21,0,21,10,0,10,284,100,379
SAL11254,..,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SAL11255,..,17,17,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,8,17,25
SAL11256,..,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,12
SAL11257,..,13,13,14,0,14,3,0,3,0,0,0,0,0,0,0,0,0,18,15,36
SAL11258,..,3,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,5,17
SAL11259,..,0,0,4,0,4,3,0,3,0,0,0,0,0,0,0,0,0,11,0,11
SAL11260,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL11261,..,7,7,8,0,8,0,0,0,6,0,6,5,0,5,0,0,0,15,7,18
SAL11262,..,0,0,13,0,14,5,0,5,3,0,3,0,0,0,0,0,0,24,0,31
SAL11263,..,14,14,6,0,6,0,0,5,6,0,6,4,0,4,3,0,3,18,13,32
SAL11264,..,12,12,16,0,16,3,0,3,5,0,5,3,0,3,4,0,4,29,12,37
SAL11265,..,12,12,10,0,10,0,0,0,3,0,3,0,0,0,0,0,0,18,12,24
SAL11266,..,8,8,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,8,16
SAL11267,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL11268,..,23,23,51,0,51,38,0,38,52,0,52,35,0,35,7,0,7,185,23,208
SAL11269,..,292,292,223,23,244,101,0,98,64,0,64,18,0,22,11,0,11,420,314,738
SAL11270,..,6,6,9,0,9,6,0,6,6,0,6,0,0,0,3,0,3,20,6,26
SAL11271,..,28,28,61,7,61,17,0,20,12,0,12,0,0,0,4,0,4,101,32,134
SAL11272,..,3,3,22,3,25,11,0,11,5,0,5,8,0,8,0,0,0,41,6,46
SAL11273,..,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,9,0,9
SAL11274,..,59,59,92,5,97,51,0,51,24,0,24,17,0,17,10,0,10,191,68,259
SAL11275,..,8,8,12,0,12,5,0,5,0,0,0,4,0,4,0,0,0,23,8,36
SAL11276,..,48,48,69,3,77,6,0,8,9,0,9,3,0,3,0,0,0,94,56,144
SAL11277,..,842,842,1077,97,1171,834,31,865,783,9,790,384,5,391,256,0,263,3338,981,4321
SAL11278,..,13,13,32,0,33,22,0,22,17,0,17,6,0,6,12,0,12,82,10,99
SAL11279,..,191,191,260,22,282,93,7,103,77,0,77,32,0,32,18,0,18,478,221,705
SAL11280,..,211,211,198,10,207,56,0,56,43,0,43,22,0,22,5,0,5,321,225,545
SAL11281,..,8,8,30,0,23,0,0,0,3,0,3,0,0,0,0,0,0,31,14,44
SAL11282,..,15,15,21,5,22,12,0,11,8,0,9,0,0,0,0,0,0,41,18,61
SAL11283,..,726,726,708,135,843,269,47,318,175,10,181,54,0,56,7,0,7,1218,911,2130
SAL11284,..,15,15,20,0,20,9,0,9,9,0,9,6,0,6,3,0,3,44,15,61
SAL11285,..,64,64,130,7,135,58,0,62,85,0,85,48,0,48,32,0,32,359,66,427
SAL11286,..,201,201,392,21,412,188,3,193,274,0,275,189,0,192,37,0,44,1086,228,1314
SAL11287,..,5,5,17,0,17,5,0,11,9,0,9,0,0,0,0,0,0,33,9,37
SAL11288,..,32,32,20,4,29,13,0,14,17,0,17,8,0,8,8,0,8,69,35,104
SAL11289,..,114,114,92,5,92,5,0,5,9,0,9,0,0,0,0,0,0,101,119,218
SAL11290,..,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,12,0,10
SAL11291,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL11292,..,45,45,35,9,43,3,0,3,7,0,7,3,0,3,0,0,0,52,50,103
SAL11293,..,16,16,12,0,10,7,0,8,0,0,0,0,0,0,3,0,3,19,24,42
SAL11294,..,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8
SAL11295,..,4,4,8,0,13,3,0,3,0,0,0,0,0,0,0,0,0,21,8,26
SAL11296,..,1410,1410,1698,141,1841,757,40,793,616,8,620,206,4,209,51,0,51,3322,1602,4919
SAL11297,..,4,4,4,0,4,0,0,6,3,0,3,0,0,0,0,0,0,9,5,11
SAL11298,..,3,3,13,0,13,0,0,0,4,0,4,0,0,0,0,0,0,11,3,16
SAL11299,..,4163,4163,4714,391,5106,2338,101,2435,2116,30,2155,1065,11,1085,544,9,557,10787,4713,15498
SAL11300,..,5,5,5,0,11,8,0,8,0,0,0,0,0,0,3,0,3,9,5,18
SAL11301,..,9,9,15,0,15,4,0,4,3,0,3,0,0,0,6,0,6,25,9,33
SAL11302,..,0,0,5,0,5,5,0,5,0,0,0,0,0,0,0,0,0,15,0,12
SAL11303,..,163,163,290,5,298,129,0,129,197,0,197,70,0,70,17,0,17,708,168,871
SAL11304,..,18,18,40,4,42,24,0,24,47,0,47,11,0,11,13,0,13,133,21,152
SAL11305,..,3,3,18,0,18,7,0,7,8,0,8,5,0,5,4,0,4,38,3,40
SAL11306,..,2062,2062,1793,285,2079,816,64,881,697,32,723,174,10,178,70,0,71,3544,2457,5999
SAL11307,..,3,3,26,0,24,6,0,6,0,0,0,4,0,4,0,0,0,40,3,42
SAL11308,..,10,10,10,0,9,3,0,3,4,0,4,0,0,0,0,0,0,23,6,27
SAL11309,..,4,4,7,0,9,7,0,7,3,0,3,0,0,0,0,0,0,20,7,25
SAL11310,..,6,6,5,0,8,0,0,0,0,0,0,3,0,3,0,0,0,7,3,10
SAL11311,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL11312,..,17,17,53,4,56,15,0,15,24,0,24,7,0,7,10,0,10,103,20,130
SAL11313,..,134,134,238,16,253,40,0,40,27,0,27,8,0,8,4,0,4,322,148,471
SAL11314,..,6,6,9,0,9,6,0,6,6,0,6,0,0,0,0,0,0,17,6,27
SAL11315,..,310,310,416,35,453,339,3,342,338,0,334,128,0,127,61,0,60,1273,360,1631
SAL11316,..,426,426,463,51,517,372,15,385,377,3,380,174,0,175,83,0,86,1474,496,1964
SAL11317,..,16,16,22,0,22,10,0,10,4,0,4,4,0,4,0,0,0,41,23,61
SAL11318,..,30,30,10,0,15,4,0,4,5,0,5,4,0,4,0,0,0,25,31,59
SAL11319,..,161,161,168,6,177,48,0,46,32,0,32,25,0,25,10,0,10,282,172,451
SAL11320,..,0,0,4,0,4,0,0,0,5,0,5,0,0,0,7,0,7,13,0,14
SAL11321,..,11,11,34,4,39,9,0,8,13,0,13,3,0,3,4,0,4,61,18,77
SAL11322,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL11323,..,309,309,301,16,318,93,0,93,82,0,81,43,0,43,15,0,15,534,328,855
SAL11324,..,21,21,44,0,44,22,0,22,28,0,28,13,0,13,4,0,4,107,21,124
SAL11325,..,3,3,4,0,4,5,0,5,0,0,0,0,0,0,0,0,0,10,3,14
SAL11326,..,13,13,55,0,57,18,0,16,18,0,18,6,0,6,4,0,4,96,15,111
SAL11327,..,23,23,23,3,24,5,0,9,3,0,3,5,0,5,0,0,0,39,25,59
SAL11328,..,62,62,77,14,93,44,0,43,54,0,54,18,0,18,7,0,7,201,78,279
SAL11329,..,19,19,62,6,70,43,0,43,30,0,30,15,0,15,12,0,12,166,24,187
SAL11330,..,3,3,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,3,7
SAL11331,..,446,446,701,26,726,389,5,396,528,5,532,237,0,237,164,0,164,2021,482,2498
SAL11332,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL11333,..,12,12,39,3,42,13,0,13,13,0,13,8,0,8,5,0,5,70,14,87
SAL11334,..,17,17,26,0,27,13,0,11,9,0,9,7,0,7,6,0,6,53,25,75
SAL11335,..,36,36,69,3,73,23,0,23,27,0,27,10,0,10,3,0,3,137,38,178
SAL11336,..,10,10,11,0,15,3,0,3,3,0,3,0,0,0,0,0,0,19,14,31
SAL11337,..,9,9,21,0,21,0,0,0,5,0,5,0,0,0,0,0,0,30,9,38
SAL11338,..,3,3,8,0,11,0,0,0,3,0,3,0,0,0,0,0,0,10,5,16
SAL11339,..,4,4,12,0,9,6,0,6,5,0,5,0,0,0,3,0,3,22,3,27
SAL11340,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL11341,..,32,32,58,6,59,13,0,13,11,0,7,6,0,6,7,0,7,94,40,132
SAL11342,..,5,5,20,5,23,5,0,5,4,0,4,0,0,0,3,0,3,31,6,39
SAL11343,..,4,4,7,0,7,4,0,4,14,0,14,0,0,0,0,0,0,25,4,30
SAL11344,..,254,254,499,38,543,365,3,367,345,0,345,169,0,167,122,0,122,1500,299,1797
SAL11345,..,16,16,35,0,35,4,0,4,12,0,12,4,0,4,8,0,8,58,16,77
SAL11346,..,1181,1181,1742,117,1860,1058,27,1086,1239,15,1252,497,6,501,259,3,259,4792,1342,6138
SAL11347,..,920,920,826,86,910,314,20,330,290,11,297,135,0,136,40,0,40,1596,1027,2627
SAL11348,..,631,631,935,85,1024,311,13,322,293,4,291,107,0,107,36,0,36,1675,735,2409
SAL11349,..,144,144,207,10,209,120,0,117,114,0,114,51,0,55,27,0,27,510,152,659
SAL11350,..,13,13,26,6,31,14,0,14,12,0,12,4,0,4,0,0,0,59,16,78
SAL11351,..,430,430,462,52,513,189,5,197,196,0,196,62,0,61,27,0,27,931,486,1422
SAL11352,..,793,793,570,40,612,264,5,273,195,6,198,81,0,86,21,0,21,1128,845,1975
SAL11353,..,30,30,48,0,50,19,0,19,19,0,19,11,0,11,0,0,0,95,35,131
SAL11354,..,320,320,333,22,349,208,4,217,213,0,209,76,0,76,56,0,56,880,348,1234
SAL11355,..,71,71,100,12,115,49,9,59,67,3,65,33,0,33,11,0,14,250,97,349
SAL11356,..,3,3,9,3,11,3,0,3,6,0,6,5,0,5,0,0,0,18,4,27
SAL11357,..,200,200,169,3,178,81,0,78,50,0,48,25,0,25,19,0,19,339,208,547
SAL11358,..,92,92,218,3,225,175,0,175,223,0,223,108,0,111,51,0,51,781,94,882
SAL11359,..,58,58,173,5,176,105,0,105,147,0,147,100,0,100,56,0,56,583,63,648
SAL11360,..,197,197,265,6,270,180,0,177,315,0,315,147,0,143,57,0,57,963,208,1169
SAL11361,..,673,673,542,88,631,270,19,287,206,8,208,97,0,100,50,4,52,1174,786,1953
SAL11362,..,6,6,21,0,21,6,0,6,7,0,7,0,0,0,0,0,0,32,6,39
SAL11363,..,1628,1628,1504,102,1603,680,15,698,613,6,613,232,0,231,114,0,114,3144,1752,4895
SAL11364,..,110,110,225,10,234,149,6,151,216,0,221,79,3,76,20,0,20,697,121,818
SAL11365,..,16,16,37,0,37,21,0,21,24,0,24,11,0,11,6,0,6,90,17,113
SAL11366,..,676,676,752,46,798,280,13,289,267,4,267,116,0,117,46,0,46,1451,738,2192
SAL11367,..,28,28,17,6,29,12,0,14,14,0,14,0,0,0,3,0,3,54,37,86
SAL11368,..,24,24,44,8,49,16,0,16,14,0,14,8,0,8,9,0,9,93,26,112
SAL11369,..,36,36,47,8,59,40,0,42,41,0,41,34,0,34,26,0,26,192,48,244
SAL11370,..,360,360,513,94,606,269,43,312,189,13,197,63,5,63,32,0,32,1064,504,1569
SAL11371,..,779,779,650,94,746,395,18,411,348,6,353,144,0,145,52,0,52,1592,902,2499
SAL11372,..,1300,1300,1804,199,2003,1220,60,1283,1133,27,1163,444,11,459,281,12,297,4886,1618,6504
SAL11373,..,17,17,30,4,37,3,0,3,9,0,9,5,0,5,0,0,0,60,23,74
SAL11374,..,39,39,68,12,82,45,0,45,67,0,63,46,0,46,28,0,28,256,48,305
SAL11375,..,17,17,21,3,28,7,0,7,0,0,0,3,0,3,5,0,5,42,15,58
SAL11376,..,3,3,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,9,3,13
SAL11377,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL11378,..,455,455,519,30,547,138,3,142,110,0,109,60,0,60,34,0,34,853,490,1342
SAL11379,..,22,22,25,0,27,7,0,7,0,0,0,0,0,0,0,0,0,35,24,58
SAL11380,..,306,306,696,19,710,531,6,539,662,3,668,369,0,369,297,0,304,2558,330,2890
SAL11381,..,11,11,11,4,13,6,0,6,0,0,0,0,0,0,0,0,0,17,13,32
SAL11382,..,512,512,409,51,462,115,30,145,73,3,74,22,0,22,3,0,3,620,592,1215
SAL11383,..,5,5,4,0,4,5,0,5,6,0,6,4,0,4,0,0,0,19,10,24
SAL11384,..,701,701,802,49,851,386,6,395,345,0,342,121,0,126,73,0,73,1725,765,2484
SAL11385,..,18,18,18,0,18,8,0,8,3,0,3,8,0,8,0,0,0,31,18,47
SAL11386,..,364,364,613,36,656,645,5,653,955,9,961,431,8,438,289,0,289,2929,417,3349
SAL11387,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL11388,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
SAL11389,..,153,153,323,12,338,181,3,189,228,0,228,84,0,84,33,0,33,856,167,1026
SAL11390,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL11391,..,39,39,22,5,27,7,0,7,5,0,5,0,0,0,0,0,0,36,45,78
SAL11392,..,166,166,366,16,380,250,4,250,360,4,357,191,3,196,61,0,63,1227,189,1413
SAL11393,..,3,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,10,3,7
SAL11394,..,531,531,759,37,792,462,5,470,560,0,559,270,0,270,97,0,97,2149,567,2720
SAL11395,..,0,0,18,0,18,10,0,10,3,0,3,7,0,7,0,0,0,37,0,37
SAL11396,..,413,413,806,26,831,328,0,328,472,3,475,181,0,181,61,0,61,1844,441,2292
SAL11397,..,615,615,735,52,788,359,24,377,320,0,317,142,5,148,55,0,57,1605,691,2298
SAL11398,..,1789,1789,794,113,904,124,17,141,40,0,40,7,0,7,0,0,0,968,1918,2885
SAL11399,..,17,17,45,0,48,16,0,19,14,0,14,3,0,3,0,0,0,80,19,98
SAL11400,..,54,54,123,4,126,146,0,146,256,0,259,156,0,156,81,0,81,767,58,823
SAL11401,..,70,70,132,7,141,69,0,69,78,0,78,43,0,43,31,0,31,356,76,437
SAL11402,..,24,24,53,4,60,10,0,10,16,0,16,5,0,5,3,0,3,92,30,123
SAL11403,..,20,20,37,0,41,16,0,14,14,0,14,6,0,6,4,0,4,77,22,96
SAL11404,..,27,27,19,3,23,6,0,6,5,0,5,5,0,5,6,0,6,31,32,64
SAL11405,..,0,0,0,0,0,4,0,4,5,0,5,0,0,0,5,0,5,12,0,13
SAL11406,..,3,3,4,0,6,0,0,0,0,0,0,3,0,3,0,0,0,11,6,17
SAL11407,..,17,17,17,3,19,3,0,3,4,0,4,3,0,3,0,0,0,27,26,52
SAL11408,..,33,33,83,0,83,48,0,48,49,0,49,40,0,40,21,0,21,233,36,265
SAL11409,..,18,18,19,0,19,8,0,8,7,0,7,3,0,3,0,0,0,39,18,56
SAL11410,..,6,6,22,0,22,4,0,4,10,0,10,6,0,6,3,0,3,49,6,55
SAL11411,..,13,13,23,3,24,5,0,5,3,0,3,5,0,5,3,0,3,42,19,55
SAL11412,..,12,12,41,5,46,22,4,22,12,0,12,12,0,12,9,0,9,92,15,110
SAL11413,..,12,12,13,0,13,8,0,8,8,0,8,0,0,0,0,0,0,26,12,41
SAL11414,..,149,149,344,12,356,146,10,150,168,0,168,81,0,81,24,0,24,764,175,934
SAL11415,..,8,8,20,0,24,7,0,7,8,0,8,0,0,0,0,0,0,38,8,50
SAL11416,..,171,171,177,24,199,129,3,134,92,0,92,45,0,52,74,0,74,522,193,716
SAL11417,..,94,94,89,4,93,19,0,19,9,0,9,9,0,9,3,0,3,125,93,225
SAL11418,..,169,169,296,10,301,134,3,137,157,0,154,82,0,82,30,0,30,689,187,880
SAL11419,..,15,15,21,0,21,14,0,14,3,0,3,10,0,10,0,0,3,53,15,69
SAL11420,..,177,177,324,10,339,204,0,204,237,0,237,83,0,83,48,0,48,902,187,1093
SAL11421,..,736,736,926,39,965,493,4,500,474,4,478,223,4,230,85,0,85,2198,784,2989
SAL11422,..,9,9,25,0,25,5,0,5,7,0,7,0,0,0,3,0,3,44,9,51
SAL11423,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL11424,..,245,245,293,41,332,226,4,227,162,0,167,73,0,73,39,0,39,798,292,1085
SAL11425,..,1007,1007,1794,64,1858,994,9,1003,1368,5,1364,588,3,591,196,0,196,4939,1081,6017
SAL11426,..,29,29,50,3,52,26,0,26,23,0,23,7,0,7,0,0,0,110,35,145
SAL11427,..,0,0,4,0,4,0,0,0,3,0,3,0,0,0,0,0,0,15,0,13
SAL11428,..,509,509,498,95,592,177,58,238,154,44,199,44,12,58,9,4,10,878,725,1599
SAL11429,..,19,19,12,0,12,5,0,5,5,0,5,6,0,6,5,0,5,37,19,54
SAL11430,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL11431,..,1802,1802,2938,313,3260,2083,86,2162,2055,35,2095,656,17,672,350,7,356,8071,2265,10336
SAL11432,..,14,14,44,0,48,5,0,5,8,0,12,4,0,4,6,0,6,69,17,88
SAL11433,..,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,11,0,11
SAL11434,..,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,8
SAL11435,..,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,10
SAL11436,..,895,895,701,36,737,180,5,184,202,0,202,88,0,88,52,0,52,1223,930,2147
SAL11437,..,15,15,41,0,40,29,0,32,22,0,25,16,0,16,15,0,15,114,19,135
SAL11438,..,931,931,1080,81,1159,816,21,841,827,5,831,329,0,327,184,0,186,3235,1040,4274
SAL11439,..,72,72,103,12,108,43,0,43,32,0,32,7,0,7,3,0,3,185,80,262
SAL11440,..,11,11,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,9,11,19
SAL11441,..,231,231,530,24,551,383,4,380,477,5,474,205,0,205,128,0,128,1720,257,1976
SAL11442,..,1478,1478,1713,305,2024,510,96,608,322,39,360,56,9,64,11,4,14,2613,1926,4540
SAL11443,..,3,3,10,0,10,0,0,0,9,0,9,7,0,7,0,0,0,32,3,31
SAL11444,..,160,160,242,23,259,189,0,190,146,0,146,78,0,78,43,0,43,701,179,884
SAL11445,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL11446,..,8,8,13,0,13,3,0,3,8,0,8,0,0,0,0,0,0,32,8,33
SAL11447,..,212,212,258,30,281,142,17,155,144,8,156,63,0,61,19,0,27,621,273,893
SAL11448,..,1033,1033,859,89,946,251,17,269,177,0,178,56,0,56,21,0,21,1365,1142,2507
SAL11449,..,4,4,10,0,10,3,0,3,6,0,6,4,0,4,0,0,0,19,4,26
SAL11450,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL11451,..,9,9,27,0,27,10,0,10,8,0,8,4,0,4,0,0,0,48,9,55
SAL11452,..,17,17,10,0,15,3,0,3,4,0,4,3,0,3,0,0,0,27,26,52
SAL11453,..,3,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
