SAL_CODE_2021,P_85y_ov_DNUDW,P_85y_ov_UDW_NS,P_85y_ov_Total,P_Tot_DUDW_LT_5_h,P_Tot_DUDW_5_14_h,P_Tot_DUDW_15_29_h,P_Tot_DUDW_30_h_mo,P_Tot_DNUDW,P_Tot_UDW_NS,P_Tot_Total
SAL13624,0,0,0,7,7,8,6,10,6,49
SAL13625,0,0,0,9,15,9,3,3,0,32
SAL13626,0,0,0,38,81,53,21,26,28,246
SAL13627,0,0,0,24,29,14,14,19,10,110
SAL13628,14,0,28,1432,2152,901,707,1594,225,7006
SAL13629,0,0,9,61,74,42,39,38,5,253
SAL13630,3,0,8,66,130,53,41,67,59,417
SAL13631,6,0,3,68,123,60,42,65,43,401
SAL13632,0,0,0,14,20,3,7,19,12,73
SAL13633,0,0,0,0,6,0,0,0,4,15
SAL13634,0,0,0,13,11,6,4,3,11,55
SAL13635,0,0,0,39,43,28,23,54,30,222
SAL13636,0,0,0,10,40,17,12,7,9,99
SAL13637,0,0,3,17,31,9,10,17,17,110
SAL13638,13,0,37,398,552,247,181,552,153,2080
SAL13639,20,14,51,731,1059,485,329,727,122,3450
SAL13640,0,0,0,6,6,3,0,3,0,22
SAL13641,0,0,11,97,113,70,48,66,14,402
SAL13642,0,0,0,49,72,50,37,22,25,249
SAL13643,7,0,10,328,471,207,118,223,58,1408
SAL13644,248,79,461,1341,2229,1173,776,1245,273,7037
SAL13645,0,0,0,15,39,24,32,19,10,142
SAL13646,19,0,26,816,1076,527,460,1408,262,4558
SAL13647,79,14,136,2909,3952,1898,1600,4599,828,15779
SAL13648,0,0,0,0,8,0,0,7,4,12
SAL13649,0,0,3,32,58,28,33,41,18,206
SAL13650,0,0,0,0,0,0,0,0,0,0
SAL13651,67,8,134,449,707,367,312,765,168,2769
SAL13652,15,4,38,956,1289,540,575,1500,230,5085
SAL13653,25,3,52,164,255,170,126,195,35,949
SAL13654,304,47,683,3045,4431,2333,1439,2991,358,14602
SAL13655,27,0,79,481,755,452,285,492,46,2515
SAL13656,77,87,203,780,933,481,501,2230,370,5290
SAL13657,10,6,32,1525,1995,619,322,1608,363,6429
SAL13658,88,35,181,1580,2127,946,966,3607,1199,10438
SAL13659,22,0,42,780,1174,359,153,555,138,3151
SAL13660,0,0,0,4,29,9,6,24,0,75
SAL13661,0,0,5,24,36,8,7,36,36,147
SAL13662,4,0,10,75,131,61,38,146,17,467
SAL13663,3,0,7,27,34,14,16,28,6,124
SAL13664,25,5,51,1398,2035,1005,660,1907,222,7229
SAL13665,52,16,130,1715,2381,765,368,1073,331,6626
SAL13666,0,0,0,11,19,7,11,17,4,66
SAL13667,0,0,0,8,11,10,3,6,0,47
SAL13668,4,35,52,242,398,220,138,183,86,1270
SAL13669,3,0,4,75,131,64,64,49,17,400
SAL13670,0,0,0,0,4,7,0,4,0,8
SAL13671,0,0,0,0,0,0,0,0,0,0
SAL13672,0,0,0,9,5,6,3,4,0,23
SAL13673,0,0,0,0,4,0,3,10,5,21
SAL13674,0,0,0,13,36,17,12,23,4,112
SAL13675,3,0,5,62,63,53,31,74,22,298
SAL13676,0,0,0,18,12,10,11,25,0,68
SAL13677,37,68,137,659,963,485,294,761,272,3430
SAL13678,0,0,0,4,5,9,14,6,13,54
SAL13679,0,0,0,81,179,98,61,74,74,572
SAL13680,0,0,0,29,33,20,12,20,16,127
SAL13681,0,0,5,5,5,9,0,0,4,21
SAL13682,0,0,5,22,40,27,16,24,14,142
SAL13683,0,0,0,25,33,22,17,18,10,127
SAL13684,0,0,0,9,11,3,15,10,8,49
SAL13685,0,0,0,3,5,0,0,6,0,22
SAL13686,0,0,0,0,4,0,0,0,0,7
SAL13687,3,0,3,19,32,16,17,36,8,136
SAL13688,0,0,0,12,15,6,5,16,5,67
SAL13689,0,0,6,31,47,25,30,35,12,179
SAL13690,409,48,704,4134,4849,2179,1703,8737,1397,22989
SAL13691,40,0,72,556,781,402,288,815,118,2961
SAL13692,21,3,37,141,202,119,112,166,64,814
SAL13693,0,0,0,0,7,11,0,4,3,23
SAL13694,0,0,5,32,45,34,17,52,21,205
SAL13695,4,0,0,25,48,24,27,51,30,203
SAL13696,10,0,16,97,153,110,77,174,54,658
SAL13697,0,0,0,30,61,34,28,45,17,209
SAL13698,0,0,0,12,5,4,8,6,0,38
SAL13699,50,0,76,818,1062,395,240,710,289,3517
SAL13700,0,0,0,11,22,8,7,6,5,55
SAL13701,0,0,4,20,35,8,10,11,16,98
SAL13702,97,22,145,1460,2210,825,301,1177,309,6290
SAL13703,0,0,3,44,52,40,24,30,5,186
SAL13704,0,0,0,11,28,3,11,12,7,74
SAL13705,34,9,62,435,581,326,244,564,125,2276
SAL13706,3,0,3,45,57,35,35,19,5,191
SAL13707,0,0,0,6,22,15,4,19,18,86
SAL13708,0,0,0,0,13,8,4,10,0,38
SAL13709,6,0,16,72,87,60,44,114,21,400
SAL13710,24,10,47,195,385,178,123,284,78,1243
SAL13711,0,0,0,9,21,4,4,8,0,46
SAL13712,30,6,57,239,426,274,188,364,157,1650
SAL13713,12,0,17,186,312,141,119,326,105,1185
SAL13714,131,46,231,3841,4640,1090,446,3685,1251,14950
SAL13715,104,54,234,494,799,495,395,1001,306,3486
SAL13716,178,55,333,2118,3152,1131,613,2275,477,9771
SAL13717,7,3,11,292,354,200,120,200,153,1316
SAL13718,0,0,9,78,114,74,42,67,49,430
SAL13719,0,0,3,49,61,42,45,63,32,284
SAL13720,5,0,6,58,88,31,25,53,41,296
SAL13721,0,0,0,10,19,11,15,25,4,85
SAL13722,0,0,6,3,5,6,3,3,8,32
SAL13723,0,0,0,0,3,0,0,4,0,9
SAL13724,0,3,3,17,42,34,23,51,16,191
SAL13725,0,0,0,0,0,0,0,0,0,0
SAL13726,122,41,237,756,980,556,467,1322,285,4362
SAL13727,0,0,15,92,152,75,58,111,23,507
SAL13728,0,0,0,3,8,8,4,13,4,39
SAL13729,13,0,23,214,282,104,48,287,27,971
SAL13730,49,19,115,2765,3200,914,544,7054,1340,15816
SAL13731,4,0,13,681,1045,367,236,1604,306,4234
SAL13732,322,53,549,1694,2315,1249,853,2400,389,8895
SAL13733,42,4,87,561,644,307,282,744,122,2670
SAL13734,0,0,0,7,13,4,4,12,0,40
SAL13735,0,0,0,4,9,5,8,4,0,34
SAL13736,0,0,0,10,19,7,4,14,0,57
SAL13737,4,3,4,278,358,211,120,147,60,1174
SAL13738,0,0,0,46,83,61,47,140,66,440
SAL13739,0,0,5,92,145,61,75,89,14,475
SAL13740,5,0,4,47,62,32,31,47,3,216
SAL13741,0,0,0,6,5,5,3,8,3,29
SAL13742,36,9,91,849,1207,596,475,1104,197,4435
SAL13743,0,0,0,36,60,25,31,39,19,213
SAL13744,0,0,0,0,8,0,0,8,3,17
SAL13745,5,3,8,18,48,27,25,49,30,198
SAL13746,0,0,0,19,37,22,16,20,3,116
SAL13747,6,0,12,809,1238,551,462,1437,319,4814
SAL13748,0,0,0,31,29,15,13,29,13,135
SAL13749,7,4,10,105,213,111,122,129,59,743
SAL13750,0,0,0,0,0,0,0,0,0,0
SAL13751,0,0,0,4,8,7,4,0,5,21
SAL13752,0,0,6,17,21,4,8,8,6,65
SAL13753,6,0,5,144,254,146,87,211,44,888
SAL13754,0,0,0,12,12,9,0,10,6,35
SAL13755,0,0,5,8,29,9,15,14,9,95
SAL13756,0,0,0,7,21,15,9,18,6,78
SAL13757,0,0,12,333,409,124,101,207,74,1248
SAL13758,0,0,0,12,20,16,11,26,5,88
SAL13759,4,0,9,31,43,26,27,65,39,225
SAL13760,0,0,0,0,3,4,3,11,3,30
SAL13761,0,0,0,5,9,0,6,12,13,42
SAL13762,15,11,36,19,24,9,7,58,33,164
SAL13763,0,0,0,18,40,9,5,4,9,89
SAL13764,51,12,98,458,689,365,283,754,153,2697
SAL13765,0,0,0,24,54,34,15,11,17,155
SAL13766,0,0,0,5,12,6,0,7,0,38
SAL13767,0,0,0,0,0,0,0,0,0,0
SAL13768,0,0,0,25,37,28,14,10,23,135
SAL13769,0,0,0,7,3,0,0,0,3,15
SAL13770,0,0,7,94,162,108,76,76,19,534
SAL13771,0,0,0,14,7,9,6,9,0,33
SAL13772,0,0,0,3,6,4,0,5,3,29
SAL13773,0,0,0,79,128,64,30,70,32,402
SAL13774,16,4,21,51,101,46,38,87,31,348
SAL13775,0,0,0,33,41,22,22,20,18,150
SAL13776,0,0,0,0,4,5,0,0,0,13
SAL13777,3,0,4,27,40,31,19,27,19,160
SAL13778,4,0,13,61,98,38,52,66,26,339
SAL13779,392,128,776,2162,3098,1620,1329,4261,1297,13761
SAL13780,3,0,3,44,80,41,38,61,22,289
SAL13781,65,117,301,295,381,222,150,390,215,1653
SAL13782,0,0,0,22,58,20,17,29,8,149
SAL13783,0,0,8,45,91,56,32,52,14,299
SAL13784,61,56,161,314,458,250,199,482,139,1846
SAL13785,0,0,0,22,16,16,9,19,0,86
SAL13786,22,6,43,242,336,176,126,492,60,1436
SAL13787,6,0,27,289,426,221,144,262,47,1382
SAL13788,0,0,0,32,41,37,17,44,18,188
SAL13789,17,7,61,244,445,237,131,240,67,1363
SAL13790,27,0,44,437,637,277,141,438,68,1999
SAL13791,3,0,4,18,21,16,13,22,20,108
SAL13792,0,0,4,25,28,8,13,21,12,113
SAL13793,0,0,0,10,14,3,7,8,9,51
SAL13794,63,64,239,408,886,533,375,673,227,3100
SAL13795,20,3,42,362,508,242,176,504,106,1899
SAL13796,3,0,6,97,142,83,53,80,44,505
SAL13797,58,15,136,778,1042,535,379,1380,276,4389
SAL13798,0,0,5,31,59,33,23,43,42,235
SAL13799,124,25,214,669,983,506,389,1096,221,3874
SAL13800,17,4,46,590,917,360,202,706,133,2902
SAL13801,0,0,0,0,8,0,0,0,0,6
SAL13802,32,3,63,432,666,317,245,726,126,2513
SAL13803,0,0,0,11,13,6,3,4,6,52
SAL13804,3,0,11,47,111,51,37,62,8,319
SAL13805,17,0,26,218,286,162,105,201,35,1014
SAL13806,0,0,3,6,9,6,3,9,4,31
SAL13807,86,17,160,517,873,510,410,864,292,3467
SAL13808,78,5,101,396,616,280,171,557,98,2122
SAL13809,0,0,3,30,56,41,19,14,21,185
SAL13810,6,0,10,43,61,40,20,75,31,266
SAL13811,0,0,0,0,0,0,8,6,0,15
SAL13812,5,0,0,32,66,37,30,53,19,233
SAL13813,0,0,0,3,0,4,0,5,0,11
SAL13814,0,0,0,7,14,0,4,4,4,32
SAL13815,0,0,0,18,17,12,14,14,8,77
SAL13816,0,0,7,43,63,42,21,39,15,231
SAL13817,23,4,63,567,808,428,243,485,118,2652
SAL13818,0,0,0,0,0,0,0,3,0,3
SAL13819,89,8,131,567,778,394,276,493,77,2577
SAL13820,91,33,233,2137,3185,1511,969,2084,566,10453
SAL13821,0,0,0,11,3,10,4,15,26,68
SAL13822,4,0,0,46,69,35,34,49,19,256
SAL13823,0,3,3,14,20,12,14,9,8,67
SAL13824,0,0,0,4,13,0,0,0,0,19
SAL13825,0,0,0,24,38,17,24,16,5,121
SAL13826,8,0,9,81,85,32,34,96,49,377
SAL13827,0,0,0,11,27,15,10,11,0,75
SAL13828,0,0,0,0,0,0,0,0,0,0
SAL13829,0,0,4,8,8,12,10,8,3,53
SAL13830,0,0,0,10,37,17,6,18,16,108
SAL13831,0,0,0,10,10,5,0,0,4,24
SAL13832,0,0,3,54,79,47,42,41,18,276
SAL13833,0,0,0,0,0,0,0,0,0,0
SAL13834,57,25,135,606,823,401,319,1265,320,3738
SAL13835,21,9,41,260,345,163,137,378,95,1380
SAL13836,0,0,0,0,0,0,0,0,0,5
SAL13837,0,0,0,0,0,0,0,0,0,0
SAL13838,0,0,0,19,10,6,7,10,5,58
SAL13839,0,0,0,0,3,0,0,0,0,5
SAL13840,0,0,0,0,0,0,0,0,0,0
SAL13841,0,0,4,4,9,5,5,10,0,38
SAL13842,8,0,24,517,678,191,85,311,78,1868
SAL13843,13,0,27,198,281,121,63,161,32,859
SAL13844,0,0,4,32,63,30,26,45,10,213
SAL13845,0,0,0,21,12,6,6,10,3,62
SAL13846,0,0,0,3,4,0,0,3,0,20
SAL13847,12,3,33,499,639,372,298,430,100,2339
SAL13848,0,0,0,0,0,0,0,0,0,0
SAL13849,0,0,0,14,22,12,11,20,0,83
SAL13850,0,0,0,36,55,28,18,32,28,201
SAL13851,91,10,142,1996,3152,1689,1270,3027,379,11518
SAL13852,0,0,0,36,51,25,13,10,13,146
SAL13853,0,0,3,4,7,4,6,7,11,31
SAL13854,26,9,49,167,284,162,112,231,73,1032
SAL13855,0,0,4,12,12,10,3,14,0,58
SAL13856,0,0,4,133,178,50,30,162,42,590
SAL13857,0,0,0,0,0,0,0,0,0,0
SAL13858,0,0,7,55,102,42,36,37,3,274
SAL13859,0,0,0,21,45,24,18,21,14,132
SAL13860,0,0,0,17,15,5,9,6,10,59
SAL13861,9,3,5,90,130,73,69,95,16,480
SAL13862,0,0,0,0,9,5,4,5,6,24
SAL13863,42,84,171,751,1056,500,483,900,318,4018
SAL13864,51,22,137,1107,1686,809,500,809,174,5083
SAL13865,0,0,4,57,59,51,39,36,11,250
SAL13866,89,10,161,1445,2273,1089,716,1349,178,7038
SAL13867,29,0,65,1725,2554,1059,780,1996,271,8383
SAL13868,0,0,5,71,83,15,5,69,126,367
SAL13869,5,4,8,368,542,231,191,341,88,1760
SAL13870,0,0,0,24,32,13,11,17,11,112
SAL13871,0,0,0,0,9,5,8,7,5,25
SAL13872,0,0,0,6,0,6,4,4,13,29
SAL13873,45,20,107,1737,2554,1171,776,1784,349,8380
SAL13874,0,0,0,0,3,0,4,5,0,13
SAL13875,0,0,0,0,0,0,4,0,0,7
SAL13876,0,0,0,4,5,6,10,4,4,34
SAL13877,0,0,0,12,28,12,6,24,4,80
SAL13878,0,0,0,16,21,12,8,8,5,69
SAL13879,0,0,0,0,0,0,0,0,0,0
SAL13880,12,6,21,379,485,186,83,287,74,1502
SAL13881,0,0,0,10,26,9,7,17,10,91
SAL13882,0,0,3,7,14,7,7,5,0,45
SAL13883,0,0,0,0,0,0,0,0,0,0
SAL13884,0,0,0,5,13,3,5,9,12,40
SAL13885,0,0,0,7,3,3,3,3,3,32
SAL13886,0,0,0,0,6,0,3,0,0,9
SAL13887,0,0,0,15,33,23,12,12,10,101
SAL13888,0,0,0,10,13,11,7,5,3,37
SAL13889,0,0,0,0,5,5,0,5,13,25
SAL13890,0,0,0,3,15,14,9,0,12,56
SAL13891,8,0,20,83,119,80,65,225,63,642
SAL13892,11,0,25,371,474,243,146,372,58,1652
SAL13893,10,6,21,175,280,173,89,172,74,962
SAL13894,0,0,0,0,3,5,0,0,0,4
SAL13895,3,5,11,76,154,96,61,81,28,505
SAL13896,0,0,5,60,105,61,39,70,13,342
SAL13897,0,0,0,0,3,0,0,0,0,4
SAL13898,0,0,0,6,14,0,5,5,0,33
SAL13899,0,0,0,0,0,0,0,0,0,3
SAL13900,0,0,5,47,59,30,22,34,16,203
SAL13901,0,0,0,5,6,3,3,0,0,23
SAL13902,0,0,0,14,3,0,0,22,5,42
SAL13903,59,19,116,378,624,325,255,608,275,2460
SAL13904,0,0,0,0,0,0,0,0,0,0
SAL13905,28,4,45,491,655,270,236,779,248,2671
SAL13906,0,0,0,0,0,0,0,0,0,0
SAL13907,5,0,5,32,39,22,21,71,49,247
SAL13908,11,0,29,195,294,155,106,231,75,1050
SAL13909,0,0,0,4,5,0,0,5,0,7
SAL13910,0,0,0,0,0,0,0,0,0,0
SAL13911,0,0,0,4,4,8,10,9,4,35
SAL13912,3,5,15,198,270,143,128,135,101,970
SAL13913,0,0,7,14,28,12,11,8,17,89
SAL13914,0,3,5,54,61,30,16,61,65,290
SAL13915,0,0,3,9,12,9,4,15,0,60
SAL13916,0,0,0,10,4,5,5,4,0,31
SAL13917,0,0,0,20,23,14,6,11,12,88
SAL13918,0,0,0,21,42,16,24,23,9,125
SAL13919,3,4,5,11,11,13,11,9,18,60
SAL13920,0,6,10,62,47,32,27,79,45,286
SAL13921,0,0,5,30,22,21,6,6,0,89
SAL13922,0,0,0,0,3,0,5,0,0,14
SAL13923,0,0,0,7,10,4,3,6,3,36
SAL13924,0,0,0,16,21,12,0,3,3,58
SAL13925,94,22,209,2051,3062,1579,1222,4183,828,12923
SAL13926,0,0,4,3,14,7,7,14,3,49
SAL13927,0,0,0,6,0,8,3,5,0,22
SAL13928,0,0,0,4,0,0,0,3,0,9
SAL13929,0,0,4,42,49,25,23,32,33,203
SAL13930,155,58,336,880,1282,626,410,1481,419,5096
SAL13931,0,0,0,3,10,5,6,10,10,45
SAL13932,0,0,5,37,64,23,23,13,16,178
SAL13933,0,0,0,8,16,7,5,10,3,46
SAL13934,15,0,20,92,114,75,50,127,28,485
SAL13935,0,0,0,7,15,9,4,0,11,49
SAL13936,166,42,294,857,1280,606,494,1538,323,5099
SAL13937,0,0,0,0,14,4,18,20,17,75
SAL13938,0,0,3,23,37,16,9,16,7,108
SAL13939,0,0,0,7,9,4,3,5,10,32
SAL13940,0,0,0,3,3,4,10,3,7,29
SAL13941,10,5,29,68,72,42,49,93,54,382
SAL13942,0,0,0,0,0,0,0,0,0,0
SAL13943,113,16,205,600,945,425,389,1182,293,3840
SAL13944,0,0,0,0,0,0,0,0,0,0
SAL13945,0,0,9,28,48,35,42,35,30,214
SAL13946,15,4,30,155,201,104,84,195,50,792
SAL13947,37,14,89,579,773,363,230,653,144,2735
SAL13948,5,0,5,20,31,29,12,27,25,138
SAL13949,0,0,0,0,0,0,0,0,0,0
SAL13950,8,15,46,150,215,96,76,221,112,878
SAL13951,5,0,6,63,116,63,50,58,6,357
SAL13952,18,5,34,350,453,230,244,1097,357,2739
SAL13953,0,0,0,8,21,9,9,23,3,64
SAL13954,0,0,0,19,17,13,4,7,4,69
SAL13955,0,0,0,6,5,3,0,10,0,23
SAL13956,0,0,0,3,9,0,0,4,0,15
SAL13957,0,0,0,5,15,8,11,9,0,49
SAL13958,14,6,26,84,125,59,47,119,46,475
SAL13959,0,0,0,13,19,3,10,9,0,54
SAL13960,0,0,0,14,21,10,19,20,10,99
SAL13961,0,0,3,0,5,0,8,6,0,18
SAL13962,0,0,0,13,8,5,9,11,5,54
SAL13963,0,0,5,50,88,53,34,74,15,306
SAL13964,0,0,0,19,30,15,11,24,4,102
SAL13965,0,0,9,33,69,43,35,41,5,232
SAL13966,3,0,4,19,25,15,16,10,5,86
SAL13967,0,0,0,6,21,5,14,11,20,75
SAL13968,3,0,7,173,215,92,79,180,23,761
SAL13969,11,0,27,170,272,153,102,279,66,1047
SAL13970,0,0,0,7,16,13,13,6,8,68
SAL13971,0,0,5,14,12,12,7,3,3,56
SAL13972,0,12,16,48,61,32,31,68,56,300
SAL13973,0,0,0,0,0,0,0,0,0,0
SAL13974,3,0,7,40,72,34,24,37,18,225
SAL13975,0,0,7,32,40,24,33,40,28,197
SAL13976,3,0,9,262,429,205,151,294,34,1372
SAL13977,0,0,0,11,8,4,0,4,30,59
SAL13978,0,0,0,13,30,16,3,8,19,91
SAL13979,39,9,73,270,389,218,179,386,130,1574
SAL13980,85,16,200,855,1189,613,483,1045,213,4401
SAL13981,0,0,10,39,35,27,24,33,10,170
SAL13982,4,0,8,73,116,55,26,73,25,358
SAL13983,0,0,0,4,5,0,0,3,0,15
SAL13984,125,18,199,907,1327,626,520,1542,401,5326
SAL13985,0,0,5,6,11,3,4,13,18,55
SAL13986,0,0,0,12,8,9,6,17,0,47
SAL13987,250,118,508,914,1353,662,544,1865,432,5766
SAL13988,0,0,0,9,8,5,3,7,0,32
SAL13989,0,0,0,35,50,27,27,14,23,172
SAL13990,0,0,0,3,7,0,0,0,0,15
SAL13991,36,42,145,538,923,525,315,539,166,2999
SAL13992,0,0,0,8,24,3,10,13,22,82
SAL13993,3,0,5,15,35,29,13,27,9,128
SAL13994,0,0,0,18,28,17,25,24,21,134
SAL13995,0,0,0,14,19,6,9,21,17,92
SAL13996,0,0,0,3,4,4,0,0,3,17
SAL13997,34,3,82,330,637,365,260,411,152,2157
SAL13998,183,39,432,2256,3267,1719,1026,1879,248,10401
SAL13999,0,0,5,12,17,9,15,11,7,68
SAL14000,8,0,23,378,503,161,152,882,164,2238
SAL14001,29,4,81,668,890,401,219,582,112,2870
SAL14002,283,66,551,1564,2083,908,616,2279,726,8170
SAL14003,323,56,514,1209,1586,767,499,2312,492,6861
SAL14004,122,72,276,873,1324,606,423,1543,523,5289
SAL14005,0,0,0,4,7,0,3,4,4,21
SAL14006,0,0,5,20,31,16,6,36,28,133
SAL14007,0,0,0,0,0,0,0,0,0,0
SAL14008,0,0,0,0,0,0,0,0,0,0
SAL14009,0,0,0,3,9,0,0,4,15,32
SAL14010,0,0,0,10,12,4,5,12,3,46
SAL14011,0,0,0,41,53,15,11,27,24,179
SAL14012,0,0,5,84,114,59,44,88,38,431
SAL14013,0,0,0,15,31,30,17,18,5,114
SAL14014,0,0,0,18,26,12,7,15,9,84
SAL14015,0,0,0,25,44,32,19,38,4,163
SAL14016,0,0,0,20,23,11,7,9,15,91
SAL14017,0,0,0,5,9,0,4,4,12,35
SAL14018,6,5,11,100,138,90,66,79,91,563
SAL14019,0,3,3,29,32,20,21,29,25,155
SAL14020,0,0,4,8,17,3,0,9,31,72
SAL14021,126,37,283,1046,1622,895,631,1557,415,6158
SAL14022,24,0,36,98,165,79,71,183,35,627
SAL14023,3,0,3,26,48,31,18,34,32,187
SAL14024,26,16,56,1338,1590,425,226,2778,576,6930
SAL14025,256,135,580,2570,3929,1918,1442,3401,961,14226
SAL14026,181,56,317,729,1087,497,482,1417,331,4548
SAL14027,0,0,0,5,3,0,3,6,0,16
SAL14028,0,0,0,4,8,3,7,0,4,28
SAL14029,3,0,8,65,74,44,56,65,32,336
SAL14030,0,0,0,0,0,6,3,10,0,14
SAL14031,0,0,0,0,4,0,0,6,0,14
SAL14032,0,0,0,8,9,5,3,4,0,18
SAL14033,0,0,0,41,69,44,28,41,37,255
SAL14034,0,0,0,0,0,0,0,0,0,5
SAL14035,0,0,0,5,19,10,10,4,0,45
SAL14036,0,0,0,6,14,8,9,7,14,62
SAL14037,0,0,0,11,20,10,19,18,0,82
SAL14038,0,0,0,27,39,23,13,12,17,135
SAL14039,0,0,6,30,54,23,27,16,28,177
SAL14040,0,0,3,21,35,27,11,12,4,116
SAL14041,0,0,0,0,0,0,0,0,0,0
SAL14042,0,0,4,17,24,20,19,17,8,106
SAL14043,0,0,0,6,14,9,4,5,7,42
SAL14044,0,0,0,5,14,0,4,11,3,37
SAL14045,0,0,0,0,0,0,0,0,0,4
SAL14046,0,0,3,16,22,16,19,18,15,101
SAL14047,0,0,0,16,27,15,14,32,4,111
SAL14048,0,0,0,23,48,21,25,11,7,141
SAL14049,0,0,0,0,0,0,0,0,0,0
SAL14050,0,0,0,0,0,0,0,0,0,3
SAL14051,0,0,4,52,145,71,74,70,42,452
SAL14052,0,0,0,4,17,7,5,3,3,39
SAL14053,0,0,3,36,70,37,19,34,49,239
SAL14054,0,0,0,0,0,0,0,0,0,0
SAL14055,0,0,0,10,28,10,10,19,16,94
SAL14056,0,0,3,4,7,0,0,0,8,20
SAL14057,0,0,0,9,3,8,5,4,4,31
SAL14058,0,0,0,4,0,0,8,0,0,13
SAL14059,0,0,3,120,214,102,84,120,66,698
SAL14060,0,0,0,3,3,8,0,7,9,37
SAL14061,0,0,3,18,27,18,15,23,10,116
SAL14062,0,0,0,13,10,8,3,12,5,65
SAL14063,0,0,3,16,29,14,16,19,10,102
SAL14064,0,0,0,9,18,10,4,6,7,52
SAL14065,0,0,0,0,3,0,0,0,4,13
SAL14066,0,0,0,8,17,17,11,11,11,68
SAL14067,0,0,0,19,20,13,13,17,20,103
SAL14068,3,0,8,46,75,46,32,26,11,225
SAL14069,29,13,65,405,588,340,253,512,119,2225
SAL14070,8,0,18,52,84,33,23,79,25,302
SAL14071,0,0,0,3,9,4,5,8,0,27
SAL14072,0,0,0,6,0,3,4,4,5,26
SAL14073,3,0,10,154,192,107,74,138,49,709
SAL14074,0,0,0,0,0,0,0,0,0,7
SAL14075,12,3,14,37,57,30,38,91,35,284
SAL14076,0,0,0,10,6,0,3,0,0,27
SAL14077,0,0,0,21,21,17,11,7,23,105
SAL14078,0,0,0,29,54,26,27,22,6,168
SAL14079,53,13,119,449,735,433,300,596,227,2738
SAL14080,0,0,4,32,43,32,17,25,14,159
SAL14081,3,0,9,107,159,113,78,92,18,569
SAL14082,4,0,8,65,101,46,32,112,21,384
SAL14083,49,4,120,972,1474,806,447,856,123,4670
SAL14084,0,0,0,10,15,10,5,3,5,46
SAL14085,0,3,11,166,259,157,121,112,53,869
SAL14086,7,4,26,198,396,194,146,232,87,1253
SAL14087,10,0,17,202,305,197,99,147,27,975
SAL14088,0,0,0,13,25,8,19,33,10,95
SAL14089,145,58,330,1810,2165,967,652,1683,436,7711
SAL14090,3,0,4,30,60,39,35,53,27,248
SAL14091,0,0,0,47,70,42,48,27,19,250
SAL14092,61,15,100,681,761,359,427,2320,1067,5616
SAL14093,42,18,116,641,1048,539,306,590,156,3275
SAL14094,20,9,36,143,209,111,110,297,124,992
SAL14095,0,0,0,0,0,0,0,0,0,0
SAL14096,0,0,0,5,18,15,5,5,5,50
SAL14097,3,0,8,298,404,209,139,287,32,1355
SAL14098,27,0,35,576,857,391,308,811,161,3100
SAL14099,0,0,0,0,0,0,0,0,0,0
SAL14100,0,0,0,23,38,25,19,28,9,150
SAL14101,173,28,335,1395,1764,601,361,1760,431,6317
SAL14102,0,0,3,39,77,35,25,39,3,208
SAL14103,517,133,949,3034,4208,2275,1417,3060,531,14525
SAL14104,71,35,190,1025,1656,821,541,1776,355,6169
SAL14105,0,0,0,11,24,17,7,14,7,80
SAL14106,0,0,0,11,24,35,18,17,0,102
SAL14107,58,12,84,666,720,335,333,1802,194,4063
SAL14108,0,0,0,29,62,23,29,55,17,213
SAL14109,0,0,0,18,26,15,6,11,11,87
SAL14110,0,0,3,20,35,12,17,29,4,120
SAL14111,39,8,70,373,521,267,229,453,208,2047
SAL14112,0,4,7,6,9,9,6,12,18,63
SAL14113,0,0,0,12,3,8,0,0,4,26
SAL14114,0,12,14,174,252,102,65,295,518,1406
SAL14115,8,0,13,133,144,86,74,153,75,665
SAL14116,4,0,7,51,77,42,40,84,44,337
SAL14117,0,0,3,136,223,117,76,108,83,747
SAL14118,0,0,0,0,0,0,0,0,5,5
SAL14119,11,0,15,246,322,221,172,329,79,1372
SAL14120,3,0,8,78,166,110,54,86,34,530
SAL14121,4,0,11,80,149,89,59,69,33,480
SAL14122,5,0,13,194,259,120,86,135,20,814
SAL14123,0,0,0,15,17,12,7,12,5,64
SAL14124,0,0,0,8,16,8,8,3,10,57
SAL14125,0,0,5,11,14,14,11,13,10,66
SAL14126,0,0,0,9,14,0,8,3,5,41
SAL14127,0,0,4,34,66,47,38,77,18,274
SAL14128,0,0,0,0,4,4,0,0,0,13
SAL14129,0,0,3,29,39,24,18,25,7,154
SAL14130,0,0,0,101,158,75,56,57,21,465
SAL14131,3,3,7,46,73,26,15,64,20,249
SAL14132,13,0,26,280,417,217,152,441,76,1582
SAL14133,0,0,0,10,4,7,6,4,6,41
SAL14134,0,0,0,0,0,0,0,0,4,4
SAL14135,0,0,0,0,3,0,0,0,0,6
SAL14136,293,146,568,2176,2946,1286,815,3181,778,11189
SAL14137,0,0,0,12,9,8,3,11,0,42
SAL14138,0,0,0,14,35,15,16,16,9,102
SAL14139,0,0,3,11,12,6,8,10,11,57
SAL14140,43,16,131,1138,1681,878,621,995,240,5560
SAL14141,3,0,11,327,492,282,150,180,45,1481
SAL14142,0,0,0,7,16,9,0,8,0,39
SAL14143,0,0,0,6,9,3,7,6,4,37
SAL14144,0,0,0,6,13,11,7,11,8,54
