SAL_CODE_2021,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_over,P_Tot_Tot
SAL12588,0,0,0,0,0,0,0,0,0,0
SAL12589,6,0,13,0,6,9,6,0,0,46
SAL12590,87,38,35,53,76,61,81,49,3,474
SAL12591,6,0,0,3,5,3,5,0,0,24
SAL12592,0,0,0,0,0,5,5,0,0,12
SAL12593,0,0,0,4,4,0,0,0,0,14
SAL12594,4,0,0,0,0,0,0,0,0,10
SAL12595,8,0,0,6,5,7,6,0,0,38
SAL12596,361,179,178,192,212,248,244,131,69,1825
SAL12597,23,7,12,12,12,19,28,7,0,124
SAL12598,15,8,12,4,9,11,9,4,0,79
SAL12599,6734,4335,6087,4825,3579,3267,2105,1128,410,32472
SAL12600,1400,926,1073,991,827,725,541,341,228,7054
SAL12601,54,22,33,26,26,42,32,22,7,258
SAL12602,0,0,0,0,0,3,0,0,0,9
SAL12603,942,624,739,596,574,579,429,168,56,4707
SAL12604,14,8,3,7,10,8,17,0,0,60
SAL12605,25,13,21,12,12,22,7,11,0,117
SAL12606,0,0,4,0,0,3,0,0,0,12
SAL12607,8,0,3,4,3,4,0,0,0,23
SAL12608,4,5,0,3,5,4,11,8,0,45
SAL12609,145,56,75,109,79,108,45,22,4,642
SAL12610,58,43,18,58,40,68,53,29,4,377
SAL12611,57,26,18,36,45,33,26,16,3,260
SAL12612,3,3,9,7,0,15,12,7,3,52
SAL12613,267,176,62,143,229,214,131,76,33,1327
SAL12614,181,152,98,80,153,144,124,76,24,1040
SAL12615,12,8,0,14,17,9,13,8,0,73
SAL12616,0,5,3,0,7,10,5,5,0,41
SAL12617,35,4,13,23,21,24,21,3,0,141
SAL12618,2141,834,1016,1410,791,465,269,87,25,7043
SAL12619,5,0,3,0,6,3,4,0,0,22
SAL12620,11,11,3,10,17,12,11,9,0,84
SAL12621,4,6,4,5,6,10,0,0,0,32
SAL12622,13,0,12,3,7,8,11,9,0,55
SAL12623,29,17,14,11,39,21,16,4,0,149
SAL12624,24,10,9,8,13,25,24,3,0,119
SAL12625,0,0,0,0,0,4,0,5,0,3
SAL12626,6,0,6,0,6,3,0,0,0,23
SAL12627,11,11,8,7,12,34,21,7,0,113
SAL12628,763,500,413,372,409,449,259,160,46,3374
SAL12629,47,39,39,34,51,60,50,25,6,357
SAL12630,126,165,332,272,240,254,205,111,25,1735
SAL12631,260,167,143,192,168,163,138,36,17,1282
SAL12632,0,6,0,0,6,6,3,0,0,14
SAL12633,57,27,29,37,53,76,139,81,10,519
SAL12634,310,124,108,161,211,178,163,70,17,1347
SAL12635,26,6,11,14,5,3,0,0,0,67
SAL12636,850,517,456,521,550,417,442,269,43,4074
SAL12637,15,4,8,7,6,21,11,0,0,72
SAL12638,11,12,4,7,11,0,12,0,0,61
SAL12639,0,0,0,0,7,5,13,9,0,32
SAL12640,162,163,532,415,315,371,331,202,37,2529
SAL12641,277,133,118,170,188,273,333,180,132,1801
SAL12642,20,10,8,13,11,9,9,6,3,89
SAL12643,14,5,5,13,15,5,5,3,0,70
SAL12644,1203,833,789,766,766,810,428,154,24,5778
SAL12645,21,7,3,8,14,24,16,5,0,97
SAL12646,0,0,0,0,4,0,4,0,0,7
SAL12647,28,21,15,14,38,44,29,15,4,199
SAL12648,15,0,0,15,6,5,4,4,0,55
SAL12649,155,98,95,84,94,87,54,30,7,700
SAL12650,130,78,40,105,86,127,134,80,24,804
SAL12651,26,16,9,26,16,40,55,15,4,212
SAL12652,38,20,22,31,30,28,17,7,3,194
SAL12653,3366,1699,1892,2267,1681,1427,1083,420,110,13940
SAL12654,75,56,33,39,48,49,46,43,3,384
SAL12655,82,32,42,43,62,78,135,34,5,519
SAL12656,3162,1816,2599,2679,2199,1838,1561,1274,820,17942
SAL12657,5,5,7,4,5,13,7,3,0,55
SAL12658,140,103,90,87,110,122,90,55,13,809
SAL12659,17,6,3,9,4,16,9,8,3,79
SAL12660,39,28,12,25,42,51,37,12,0,246
SAL12661,36,360,334,248,122,45,17,11,0,1179
SAL12662,45,42,14,37,59,27,21,8,0,242
SAL12663,54,43,18,40,78,89,103,36,11,462
SAL12664,901,582,617,632,767,798,879,641,279,6090
SAL12665,1228,634,642,729,840,981,1205,735,219,7213
SAL12666,92,70,41,63,106,100,89,42,13,614
SAL12667,5,11,4,0,6,15,12,8,4,67
SAL12668,25,29,18,11,38,40,48,19,8,238
SAL12669,8,0,3,0,4,5,0,4,0,19
SAL12670,15,10,6,8,8,27,32,4,0,100
SAL12671,59,40,29,41,43,46,54,17,6,332
SAL12672,0,0,0,4,3,0,0,0,0,9
SAL12673,3,0,0,6,0,0,0,0,0,10
SAL12674,0,7,0,5,0,5,5,0,0,21
SAL12675,0,4,0,0,7,11,15,0,0,34
SAL12676,20,17,13,9,16,20,17,4,5,122
SAL12677,4,6,6,4,9,23,28,3,0,89
SAL12678,9,5,3,0,9,6,5,0,0,42
SAL12679,3,3,0,4,11,7,11,3,0,48
SAL12680,156,79,111,111,139,203,228,130,36,1195
SAL12681,358,145,158,271,256,400,574,281,86,2531
SAL12682,522,316,223,285,305,358,299,203,90,2595
SAL12683,1798,1228,945,1181,1530,1472,1390,914,419,10877
SAL12684,10,7,7,10,9,9,6,0,0,60
SAL12685,34,24,25,18,37,40,29,16,8,235
SAL12686,0,0,4,0,0,0,0,0,0,9
SAL12687,32,10,16,13,16,23,38,11,4,167
SAL12688,0,0,3,4,3,5,13,0,0,27
SAL12689,16,10,6,11,18,29,25,8,0,121
SAL12690,18,8,3,6,11,26,4,8,0,85
SAL12691,9,5,0,3,9,0,0,3,0,22
SAL12692,6,0,5,5,3,0,5,0,0,30
SAL12693,20,8,9,8,16,15,16,9,0,102
SAL12694,49,16,24,15,29,43,30,4,0,213
SAL12695,7,3,0,7,11,15,13,4,0,67
SAL12696,145,62,84,71,53,77,66,61,14,630
SAL12697,666,489,554,622,708,582,473,377,141,4619
SAL12698,38,22,29,18,21,30,21,13,8,193
SAL12699,36,27,17,28,16,26,20,3,0,168
SAL12700,0,0,0,0,0,0,0,0,0,0
SAL12701,0,0,3,0,4,8,10,3,0,24
SAL12702,3,6,5,9,8,3,5,0,0,43
SAL12703,3,0,4,0,4,0,0,0,0,10
SAL12704,0,0,0,0,0,0,0,0,0,0
SAL12705,8,4,5,0,0,0,0,0,0,18
SAL12706,8,5,0,3,5,3,0,0,0,26
SAL12707,0,0,0,0,0,6,5,6,0,19
SAL12708,32,5,10,17,16,11,26,10,0,131
SAL12709,107,76,35,64,102,90,63,28,3,564
SAL12710,187,101,113,122,153,182,157,111,68,1201
SAL12711,0,0,0,0,0,3,0,0,0,8
SAL12712,10,6,4,6,5,13,8,12,0,71
SAL12713,0,0,0,0,0,0,0,0,0,0
SAL12714,481,216,213,282,310,286,259,103,22,2176
SAL12715,41,36,22,39,50,70,57,26,4,350
SAL12716,7,0,4,5,0,3,3,0,0,27
SAL12717,4,0,0,0,3,5,3,4,0,21
SAL12718,14,12,11,7,17,26,18,0,0,105
SAL12719,0,0,0,0,0,0,0,0,0,0
SAL12720,42,36,18,24,34,35,25,26,8,251
SAL12721,756,323,275,467,412,291,241,79,21,2868
SAL12722,5,4,4,0,3,4,0,0,0,18
SAL12723,2765,1270,1427,1959,1453,1031,858,520,117,11408
SAL12724,0,6,7,0,3,8,9,0,0,38
SAL12725,90,65,55,44,66,81,75,32,7,516
SAL12726,51,27,5,23,32,23,15,3,4,175
SAL12727,3,10,3,9,6,23,4,7,4,60
SAL12728,19,11,6,9,22,25,16,5,4,123
SAL12729,0,0,0,0,0,9,0,3,0,8
SAL12730,5,6,0,6,13,10,3,7,0,50
SAL12731,0,4,5,0,5,11,0,4,0,34
SAL12732,13,9,7,6,14,4,5,3,0,55
SAL12733,1867,1022,1203,1102,1100,1141,875,498,157,8962
SAL12734,573,387,408,378,352,445,546,606,373,4078
SAL12735,246,123,128,130,134,111,136,70,16,1085
SAL12736,0,6,9,0,8,10,4,0,0,31
SAL12737,28,9,9,16,19,23,15,0,0,115
SAL12738,253,122,135,153,174,202,304,258,75,1686
SAL12739,1832,1231,1614,1689,1409,1285,940,462,281,10745
SAL12740,286,157,531,368,235,187,128,51,5,1954
SAL12741,46,22,18,26,29,47,37,0,0,225
SAL12742,59,31,22,34,35,53,51,20,0,309
SAL12743,74,69,66,48,68,74,81,43,14,545
SAL12744,13,8,10,11,16,15,11,3,0,81
SAL12745,629,377,366,403,516,778,697,370,158,4295
SAL12746,166,101,96,111,141,197,214,69,22,1125
SAL12747,0,0,0,0,0,0,0,0,0,0
SAL12748,26,12,11,14,24,18,19,4,0,125
SAL12749,4611,2963,2935,3649,4238,3727,3073,2216,916,28329
SAL12750,1661,1000,990,995,1127,1213,1236,824,261,9310
SAL12751,6,0,0,8,9,3,0,0,0,26
SAL12752,68,72,28,43,103,136,108,44,12,608
SAL12753,24,17,8,17,20,26,27,7,0,144
SAL12754,92,38,57,41,44,82,76,38,20,489
SAL12755,4,8,4,0,13,0,7,3,0,49
SAL12756,2788,1765,1336,1730,1831,1292,724,261,58,11784
SAL12757,0,0,3,0,0,4,0,0,0,6
SAL12758,5,18,3,5,14,21,30,14,3,109
SAL12759,828,526,544,478,366,438,390,287,179,4035
SAL12760,35,32,9,30,35,77,46,11,0,276
SAL12761,1555,951,834,1148,1193,1088,621,332,94,7816
SAL12762,4,0,3,0,0,0,3,0,0,11
SAL12763,0,0,3,0,0,4,3,0,0,8
SAL12764,0,0,3,0,0,12,7,3,0,25
SAL12765,4,5,5,0,10,9,7,8,0,51
SAL12766,0,0,0,4,0,5,3,5,0,14
SAL12767,4010,2282,2601,2717,1963,1654,1110,495,159,16986
SAL12768,31,19,14,16,15,31,27,7,7,169
SAL12769,41,14,29,31,38,42,28,14,0,244
SAL12770,0,0,0,0,6,4,0,0,0,18
SAL12771,29,15,10,15,14,24,10,0,0,120
SAL12772,49,48,38,30,54,54,41,16,0,337
SAL12773,9,0,6,8,8,5,0,0,0,33
SAL12774,6,0,6,3,0,0,6,0,0,16
SAL12775,5,0,0,3,0,5,5,0,0,22
SAL12776,156,107,77,93,106,97,83,31,4,749
SAL12777,610,376,535,386,424,472,333,308,255,3712
SAL12778,0,0,0,0,0,4,7,6,0,22
SAL12779,326,246,161,222,251,215,164,82,31,1691
SAL12780,225,143,82,131,152,171,104,54,14,1083
SAL12781,0,6,0,6,0,3,0,0,0,14
SAL12782,10,7,0,0,8,5,8,4,0,40
SAL12783,373,210,143,238,284,235,163,91,21,1766
SAL12784,13,3,0,5,12,16,6,0,5,65
SAL12785,235,165,183,127,148,168,106,68,18,1234
SAL12786,0,0,0,0,0,0,0,0,0,0
SAL12787,8,8,3,3,14,11,13,5,0,54
SAL12788,0,0,0,0,0,0,0,0,0,0
SAL12789,16,8,12,3,12,27,15,3,0,106
SAL12790,6,4,5,0,5,22,8,4,4,53
SAL12791,0,4,0,0,4,5,11,0,0,28
SAL12792,16,19,18,5,19,30,20,6,0,135
SAL12793,288,218,161,195,216,219,143,96,71,1611
SAL12794,15,14,10,10,12,11,23,8,8,101
SAL12795,325,153,113,203,195,166,116,93,27,1397
SAL12796,2063,1506,1384,1308,1340,1318,857,478,169,10426
SAL12797,82,63,28,41,75,61,51,24,3,428
SAL12798,8,12,6,7,13,12,5,5,0,60
SAL12799,651,351,295,423,398,353,349,225,21,3074
SAL12800,3,0,0,0,0,9,4,0,0,25
SAL12801,6,20,14,12,20,21,9,5,4,111
SAL12802,285,177,198,211,187,188,116,65,23,1449
SAL12803,0,3,7,0,0,10,3,0,0,28
SAL12804,0,0,6,0,4,0,9,0,0,24
SAL12805,22,11,10,17,15,15,4,4,0,86
SAL12806,4,0,5,7,16,22,15,9,0,68
SAL12807,225,212,115,116,198,179,109,62,21,1235
SAL12808,134,85,84,107,125,156,149,76,12,945
SAL12809,18,9,9,20,17,20,22,7,3,114
SAL12810,55,47,43,39,67,59,42,21,0,380
SAL12811,19,9,6,9,23,38,20,11,0,148
SAL12812,899,562,559,527,583,615,585,433,120,4880
SAL12813,0,0,0,0,0,0,0,0,0,3
SAL12814,13,20,13,6,22,41,39,10,3,171
SAL12815,6,0,6,3,11,15,18,17,0,81
SAL12816,7,6,4,8,9,12,8,5,0,65
SAL12817,7,8,3,0,15,23,7,9,5,78
SAL12818,0,7,6,9,7,8,4,0,0,45
SAL12819,49,25,21,24,26,38,23,11,6,208
SAL12820,16,3,13,6,8,8,10,7,0,75
SAL12821,13,16,9,9,22,12,9,0,0,94
SAL12822,8,0,3,7,9,10,15,3,0,58
SAL12823,2423,1246,1688,1423,1306,1245,1038,761,331,11457
SAL12824,121,81,49,86,98,108,97,39,12,682
SAL12825,388,311,183,235,310,261,212,115,21,2044
SAL12826,8,14,11,5,3,11,10,7,0,78
SAL12827,7,0,0,0,5,5,3,0,0,19
SAL12828,14,7,20,3,12,24,0,4,0,90
SAL12829,7,0,0,6,0,4,0,0,0,21
SAL12830,23,0,3,12,13,18,18,3,5,87
SAL12831,31,27,15,17,26,20,21,18,7,174
SAL12832,21,14,5,5,20,8,11,6,0,95
SAL12833,123,59,74,88,75,94,82,13,7,607
SAL12834,20,10,18,8,23,20,8,11,0,122
SAL12835,8,5,5,4,6,5,6,0,0,38
SAL12836,7,14,0,4,17,23,17,11,0,89
SAL12837,123,67,43,80,74,82,66,27,0,561
SAL12838,20,8,16,12,19,28,16,10,0,129
SAL12839,737,411,417,526,642,577,524,244,112,4180
SAL12840,88,38,43,70,72,92,94,17,0,512
SAL12841,397,218,206,217,286,363,479,300,79,2557
SAL12842,4,0,0,9,8,4,10,0,0,38
SAL12843,56,24,20,37,40,47,51,19,5,298
SAL12844,0,0,0,5,3,0,0,5,0,9
SAL12845,0,0,0,0,0,0,0,0,0,0
SAL12846,16,17,8,10,30,16,22,4,0,129
SAL12847,20,20,3,9,11,20,11,10,0,105
SAL12848,6,4,8,8,18,19,19,9,0,85
SAL12849,8,4,4,0,8,13,3,3,0,51
SAL12850,10,3,3,5,10,8,18,4,0,58
SAL12851,55,21,24,31,35,51,20,6,3,246
SAL12852,24,7,11,20,10,28,15,3,5,133
SAL12853,0,0,0,0,0,0,0,0,0,0
SAL12854,81,56,50,70,63,84,37,31,8,487
SAL12855,0,0,0,0,0,0,0,0,0,0
SAL12856,0,0,0,0,0,0,0,0,0,0
SAL12857,4,8,0,0,4,7,8,0,0,38
SAL12858,23,9,5,12,3,8,6,6,0,72
SAL12859,9,9,0,4,13,14,5,6,0,58
SAL12860,10,7,8,11,8,26,24,4,0,82
SAL12861,75,37,24,32,57,39,20,11,5,288
SAL12862,8,0,5,0,3,0,0,0,0,29
SAL12863,39,41,14,30,38,46,40,16,4,274
SAL12864,0,0,0,0,0,0,0,0,0,0
SAL12865,204,49,48,146,120,122,149,40,3,882
SAL12866,4,15,8,6,26,42,30,9,4,140
SAL12867,0,0,0,0,0,0,0,0,0,0
SAL12868,10,10,7,7,7,15,5,7,0,57
SAL12869,77,29,37,35,64,61,57,24,3,390
SAL12870,15,8,7,10,7,11,0,7,0,61
SAL12871,792,444,295,504,660,462,320,105,22,3607
SAL12872,0,0,0,0,0,0,0,0,0,4
SAL12873,15,9,7,3,16,16,10,11,0,82
SAL12874,10,9,4,4,18,14,12,7,0,81
SAL12875,120,81,79,86,113,157,160,106,44,945
SAL12876,8,6,3,0,0,3,0,0,0,23
SAL12877,1386,731,669,894,940,1058,940,620,380,7616
SAL12878,73,35,28,54,61,44,19,6,0,313
SAL12879,2697,1463,1860,1603,1528,1404,1026,517,179,12272
SAL12880,3,3,7,0,7,0,0,3,0,30
SAL12881,40,11,17,8,16,20,16,4,0,140
SAL12882,0,4,0,3,3,0,3,3,0,27
SAL12883,0,0,0,0,0,0,0,0,0,0
SAL12884,34,39,14,24,51,38,21,15,0,226
SAL12885,0,0,0,0,0,0,0,0,0,4
SAL12886,42,30,29,29,49,61,56,25,11,336
SAL12887,12,5,12,4,9,9,12,5,0,78
SAL12888,204,101,125,150,174,201,200,47,22,1217
SAL12889,12,4,7,3,14,14,27,16,7,94
SAL12890,10,5,8,8,17,25,15,8,5,92
SAL12891,8,4,5,8,14,20,13,5,0,75
SAL12892,19,4,8,7,6,4,3,0,0,51
SAL12893,31,11,12,14,7,15,13,4,0,100
SAL12894,15,7,6,8,25,43,54,29,5,199
SAL12895,0,0,0,0,0,0,0,0,0,0
SAL12896,228,123,103,142,165,223,191,92,19,1294
SAL12897,0,0,0,0,0,0,0,0,0,0
SAL12898,909,526,493,543,661,1039,1235,880,376,6675
SAL12899,8,10,0,3,12,14,10,4,0,61
SAL12900,219,114,115,129,190,191,125,44,12,1132
SAL12901,48,28,23,22,42,28,26,17,3,240
SAL12902,49,45,15,22,53,30,30,10,0,252
SAL12903,16,10,9,3,20,30,23,13,3,130
SAL12904,12,4,6,4,14,18,10,0,0,63
SAL12905,1761,948,1054,1207,1149,1071,837,349,92,8471
SAL12906,694,383,526,438,397,403,326,144,43,3358
SAL12907,1521,1021,873,960,1018,782,496,215,46,6931
SAL12908,1186,442,850,1119,856,677,512,214,78,5924
SAL12909,324,197,192,201,312,466,677,271,99,2731
SAL12910,4,0,6,0,0,7,4,0,0,22
SAL12911,994,655,1079,1049,958,949,939,854,777,8255
SAL12912,1481,816,970,826,867,1007,744,458,171,7327
SAL12913,14,13,4,3,14,14,6,0,0,70
SAL12914,6,0,0,0,0,8,0,0,0,14
SAL12915,867,461,420,469,494,606,527,357,162,4369
SAL12916,0,0,0,0,0,0,0,0,0,9
SAL12917,21,8,8,9,18,26,15,10,3,112
SAL12918,243,127,118,148,160,238,256,153,39,1487
SAL12919,1333,794,638,900,1013,846,634,551,259,6971
SAL12920,1022,510,503,514,490,605,514,338,120,4608
SAL12921,912,591,777,793,668,678,542,316,133,5411
SAL12922,83,46,31,38,72,70,30,24,8,403
SAL12923,54,20,9,32,36,48,38,17,4,267
SAL12924,16,8,17,5,11,10,11,4,0,77
SAL12925,36,12,25,19,7,19,15,0,0,137
SAL12926,51,34,36,40,47,65,85,53,11,430
SAL12927,0,3,5,0,0,3,0,0,0,18
SAL12928,17,9,3,7,9,9,10,3,0,81
SAL12929,44,38,30,34,56,90,57,40,0,399
SAL12930,3,8,0,5,0,4,0,4,0,12
SAL12931,74,50,45,48,68,59,81,37,8,460
SAL12932,816,590,542,584,774,1024,1091,561,145,6141
SAL12933,67,37,16,33,46,55,51,12,7,326
SAL12934,15,10,12,9,4,6,9,0,0,47
SAL12935,138,68,58,88,96,113,84,50,12,705
SAL12936,66,26,32,20,35,42,34,5,8,278
SAL12937,3,0,0,0,0,4,9,0,0,17
SAL12938,16,8,7,16,15,44,42,17,0,168
SAL12939,7,3,6,5,14,18,6,11,0,77
SAL12940,0,4,0,0,9,10,9,4,0,40
SAL12941,55,29,28,30,42,69,56,16,3,332
SAL12942,17,10,12,16,24,31,13,6,3,129
SAL12943,1339,843,2229,1824,1220,1021,867,517,227,10090
SAL12944,0,0,0,0,0,0,0,0,0,0
SAL12945,20,24,14,10,21,21,16,9,0,135
SAL12946,56,24,22,21,23,46,25,10,3,229
SAL12947,123,74,85,75,90,72,56,18,4,598
SAL12948,58,28,41,55,48,56,58,23,5,368
SAL12949,0,0,0,0,0,9,14,4,0,31
SAL12950,49,21,23,39,26,41,30,10,4,249
SAL12951,1974,1325,1171,1407,1525,1351,1056,564,276,10651
SAL12952,566,325,206,360,391,336,271,119,39,2610
SAL12953,4,7,12,0,9,7,10,7,0,59
SAL12954,31,7,9,19,12,27,23,13,3,142
SAL12955,0,0,6,0,9,5,0,5,0,32
SAL12956,0,0,0,4,0,0,0,0,0,8
SAL12957,19,23,9,9,46,40,33,22,3,223
SAL12958,233,442,887,511,477,566,465,215,50,3852
SAL12959,116,122,135,120,157,172,145,78,16,1061
SAL12960,80,161,370,149,124,188,169,137,73,1453
SAL12961,80,34,31,50,42,75,64,35,7,418
SAL12962,1256,592,571,1076,958,576,434,160,31,5648
SAL12963,5,0,0,0,0,0,0,0,0,7
SAL12964,0,0,0,0,0,0,0,0,0,0
SAL12965,1541,1176,960,984,1453,1624,1148,612,164,9659
SAL12966,102,38,44,56,71,74,104,37,3,532
SAL12967,0,0,3,0,6,0,0,0,0,19
SAL12968,5,4,0,0,9,3,6,0,0,21
SAL12969,1410,1919,4238,2517,1987,1422,799,296,102,14690
SAL12970,565,359,366,378,378,335,262,108,31,2779
SAL12971,31,0,17,17,16,32,29,9,0,149
SAL12972,16,6,13,7,3,19,6,4,0,74
SAL12973,0,0,0,0,0,0,0,0,0,0
SAL12974,242,132,137,171,221,341,278,72,15,1607
SAL12975,46,38,36,23,32,52,68,27,4,324
SAL12976,5,0,5,0,0,5,6,0,0,24
SAL12977,410,163,436,393,112,57,51,8,6,1632
SAL12978,52,37,13,48,41,59,48,17,4,306
SAL12979,13,5,12,0,8,9,0,0,3,55
SAL12980,0,0,0,0,6,4,4,0,0,21
SAL12981,0,0,4,0,0,4,0,9,0,20
SAL12982,12,4,4,9,8,9,9,0,0,48
SAL12983,179,109,67,127,145,194,170,99,58,1149
SAL12984,552,323,372,351,368,418,331,190,100,3001
SAL12985,177,80,66,125,101,167,105,47,20,895
SAL12986,1087,697,392,773,780,661,470,344,187,5387
SAL12987,1153,846,889,706,763,805,578,365,125,6232
SAL12988,26,6,13,10,21,11,13,11,5,117
SAL12989,68,40,31,50,68,114,123,51,8,552
SAL12990,478,283,211,316,334,347,255,66,21,2318
SAL12991,1079,457,179,579,715,378,256,133,39,3816
SAL12992,108,77,73,93,107,129,121,69,22,794
SAL12993,360,187,183,237,257,225,274,366,241,2318
SAL12994,1858,918,1836,1634,1347,795,551,262,100,9290
SAL12995,35,19,26,24,31,24,21,18,4,200
SAL12996,0,0,0,0,0,0,0,0,0,0
SAL12997,195,140,67,109,184,115,123,52,8,1000
SAL12998,958,662,284,505,819,527,298,166,53,4288
SAL12999,26,11,10,19,20,36,47,17,3,186
SAL13000,880,637,325,525,741,676,419,323,125,4657
SAL13001,683,528,692,528,484,508,370,152,46,3986
SAL13002,161,115,84,102,179,292,377,220,87,1619
SAL13003,4806,1992,2433,3727,2089,1178,751,299,125,17401
SAL13004,574,695,674,422,340,277,230,175,65,3454
SAL13005,139,85,82,90,117,103,90,37,16,754
SAL13006,104,56,54,51,71,111,108,82,35,669
SAL13007,767,411,309,476,611,350,257,147,74,3396
SAL13008,98,36,51,70,60,104,174,79,14,683
SAL13009,1309,702,600,816,907,766,547,282,86,6016
SAL13010,1166,582,790,701,655,714,653,413,180,5856
SAL13011,2068,1253,1925,2307,1555,1314,904,487,250,12064
SAL13012,1217,706,892,782,767,607,697,515,171,6358
SAL13013,1793,1040,1007,1381,1256,1049,892,579,148,9136
SAL13014,699,284,511,398,240,206,127,47,6,2502
SAL13015,2383,1525,2399,2260,1732,1651,1123,637,329,14043
SAL13016,58,37,12,46,69,59,69,18,0,371
SAL13017,879,576,599,481,490,447,301,211,141,4123
SAL13018,56,12,29,30,33,30,18,6,0,214
SAL13019,765,654,988,761,583,432,233,133,64,4618
SAL13020,958,791,2362,1741,1012,840,620,462,188,8964
SAL13021,1143,640,1017,782,634,564,525,598,371,6273
SAL13022,50,27,27,29,30,34,30,10,0,238
SAL13023,591,422,159,333,506,464,429,694,595,4194
SAL13024,103,119,49,74,89,119,65,45,8,679
SAL13025,406,283,97,255,350,262,246,155,50,2100
SAL13026,902,439,385,655,633,465,349,227,100,4161
SAL13027,161,578,611,218,213,218,201,80,20,2299
SAL13028,26,16,11,30,20,19,12,8,0,142
SAL13029,16,10,0,10,10,12,4,9,0,77
SAL13030,19,10,3,11,11,16,15,7,0,95
SAL13031,10,0,0,0,0,17,8,0,0,44
SAL13032,1328,799,361,764,1041,850,669,412,270,6493
SAL13033,2169,1120,1479,1840,1510,1098,944,758,346,11261
SAL13034,177,131,52,79,151,154,85,64,16,916
SAL13035,0,3,0,8,9,12,23,4,0,58
SAL13036,704,549,830,782,401,410,501,331,179,4688
SAL13037,4,4,9,5,4,26,29,8,4,88
SAL13038,12,3,0,5,9,10,3,0,0,50
SAL13039,1835,1143,1353,1036,1104,1189,1081,771,444,9956
SAL13040,180,412,408,361,292,256,161,60,15,2141
SAL13041,12,5,4,4,17,14,9,11,0,77
SAL13042,135,85,62,89,118,113,63,31,9,715
SAL13043,36,27,17,12,33,20,13,12,0,171
SAL13044,0,3,0,0,5,0,3,0,0,17
SAL13045,0,0,3,0,5,3,6,0,0,20
SAL13046,29,12,6,18,13,21,19,12,0,122
SAL13047,4,0,4,6,5,9,7,0,0,27
SAL13048,6,4,6,3,6,11,4,0,0,43
SAL13049,13,22,5,9,21,23,22,11,5,129
SAL13050,33,31,3,27,47,38,39,22,4,254
SAL13051,13,10,4,11,11,21,6,4,0,89
SAL13052,30,19,15,11,40,50,27,9,3,207
SAL13053,102,72,49,62,94,138,114,38,18,696
SAL13054,67,43,32,30,71,94,87,54,11,482
SAL13055,0,0,0,0,0,0,0,0,0,4
SAL13056,0,0,0,0,0,0,0,0,0,0
SAL13057,5,0,0,6,0,0,0,0,0,10
SAL13058,9,11,8,14,19,18,10,19,0,96
SAL13059,25,23,9,29,39,86,47,17,0,268
SAL13060,363,242,259,181,248,239,178,178,62,1953
SAL13061,9,0,3,0,0,8,3,0,0,18
SAL13062,9,0,0,3,3,9,3,5,0,29
SAL13063,139,67,57,75,110,91,87,21,4,653
SAL13064,1192,801,857,757,801,999,828,449,157,6840
SAL13065,435,266,282,246,270,230,195,84,19,2028
SAL13066,49,29,23,32,38,61,45,19,3,305
SAL13067,10,6,9,9,9,24,22,38,32,165
SAL13068,24,17,4,11,33,24,5,13,3,139
SAL13069,1464,1042,993,899,979,881,491,148,40,6947
SAL13070,52,26,31,29,37,55,46,21,7,304
SAL13071,341,281,195,213,313,262,260,124,37,2027
SAL13072,51,9,17,23,20,29,23,8,3,178
SAL13073,12,3,17,11,20,39,20,15,6,145
SAL13074,1080,796,529,703,849,810,547,342,182,5833
SAL13075,1981,1258,927,1425,1483,1438,1203,656,291,10664
SAL13076,0,0,0,5,0,0,0,0,0,7
SAL13077,6,7,5,3,7,0,3,0,0,27
SAL13078,4,5,6,4,10,12,3,0,0,49
SAL13079,573,325,341,346,396,464,483,296,89,3319
SAL13080,19,0,14,4,6,18,13,17,0,94
SAL13081,976,534,647,822,870,837,714,281,91,5777
SAL13082,14,23,12,13,21,39,19,0,4,152
SAL13083,0,5,0,5,5,7,9,4,3,42
SAL13084,912,385,456,507,562,690,893,504,220,5126
SAL13085,12,0,3,0,5,13,17,7,0,73
SAL13086,215,122,118,142,130,140,139,63,5,1080
SAL13087,10,7,5,4,11,8,5,8,0,53
SAL13088,736,464,477,333,286,271,174,87,30,2857
SAL13089,44,21,15,20,31,45,44,26,5,254
SAL13090,5,3,0,3,0,3,0,0,0,16
SAL13091,8,5,5,3,0,9,4,3,0,32
SAL13092,683,378,394,456,463,390,262,197,53,3276
SAL13093,8,0,0,5,3,4,4,0,0,32
SAL13094,0,0,0,0,0,0,0,0,0,0
SAL13095,0,0,0,0,0,0,0,0,0,0
SAL13096,62,64,20,29,78,86,112,34,7,501
SAL13097,5,0,3,0,5,5,0,0,0,22
SAL13098,11,3,5,11,14,3,4,3,0,54
SAL13099,11,5,11,4,0,8,0,0,0,41
SAL13100,12,5,0,10,8,9,12,0,0,44
SAL13101,24,18,6,21,22,13,12,4,3,128
SAL13102,5283,1931,3618,3357,1566,944,622,227,71,17624
SAL13103,8912,4851,5708,5195,4791,4429,3930,2384,1038,41232
SAL13104,15,3,4,8,12,6,3,5,0,60
SAL13105,268,203,113,150,220,181,139,58,7,1354
SAL13106,250,275,169,157,270,298,190,144,40,1798
