SAL_CODE_2021,P_FoodHospPersServ_Occ_Mng,P_FoodHospPersServ_Occ_Pro,P_FoodHospPersServ_Occ_TTW,P_FoodHospPersServ_Occ_CPS,P_FoodHospPersServ_Occ_CA,P_FoodHospPersServ_Occ_Sal,P_FoodHospPersServ_Occ_MOD,P_FoodHospPersServ_Occ_Lab,P_FoodHospPersServ_Occ_IDNS,P_FoodHospPersServ_Total,P_MixFieldProg_Occ_Mng,P_MixFieldProg_Occ_Pro,P_MixFieldProg_Occ_TTW,P_MixFieldProg_Occ_CPS,P_MixFieldProg_Occ_CA,P_MixFieldProg_Occ_Sal,P_MixFieldProg_Occ_MOD,P_MixFieldProg_Occ_Lab,P_MixFieldProg_Occ_IDNS,P_MixFieldProg_Total,P_FS_ID_Occ_Mng,P_FS_ID_Occ_Pro,P_FS_ID_Occ_TTW,P_FS_ID_Occ_CPS,P_FS_ID_Occ_CA,P_FS_ID_Occ_Sal,P_FS_ID_Occ_MOD,P_FS_ID_Occ_Lab,P_FS_ID_Occ_IDNS,P_FS_ID_Total,P_FS_NS_Occ_Mng,P_FS_NS_Occ_Pro,P_FS_NS_Occ_TTW,P_FS_NS_Occ_CPS,P_FS_NS_Occ_CA,P_FS_NS_Occ_Sal,P_FS_NS_Occ_MOD,P_FS_NS_Occ_Lab,P_FS_NS_Occ_IDNS,P_FS_NS_Total,P_Tot_Occ_Mng,P_Tot_Occ_Pro,P_Tot_Occ_TTW,P_Tot_Occ_CPS,P_Tot_Occ_CA,P_Tot_Occ_Sal,P_Tot_Occ_MOD,P_Tot_Occ_Lab,P_Tot_Occ_IDNS,P_Total_Total
SAL10733,3,0,4,0,0,0,0,0,3,18,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,3,6,157,180,65,19,65,11,12,16,20,541
SAL10734,6,0,3,0,5,3,0,0,4,20,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,14,6,3,4,0,0,0,0,0,6,19,191,283,29,19,94,34,5,14,23,696
SAL10735,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,3,0,0,0,0,0,0,27
SAL10736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
SAL10737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10738,16,3,33,50,21,14,13,25,0,179,0,0,3,3,0,0,6,6,0,23,4,7,6,6,7,7,14,5,0,55,8,12,20,20,9,6,21,52,35,186,185,785,351,433,392,197,285,319,101,3043
SAL10739,3,0,10,10,5,9,6,7,0,49,0,0,0,0,0,0,0,0,0,3,3,3,0,3,3,0,3,0,0,14,0,4,0,0,0,0,6,9,14,41,105,357,147,124,170,71,87,68,36,1176
SAL10740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3
SAL10741,0,0,18,3,7,3,10,0,0,51,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,10,8,0,27,6,6,0,0,3,5,4,4,9,29,177,374,140,134,178,65,85,69,23,1249
SAL10742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,3
SAL10743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10744,0,0,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,7,5,3,0,5,0,0,42
SAL10745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,8
SAL10746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10747,12,8,36,14,6,5,7,11,0,102,0,0,0,0,0,0,0,0,0,0,5,7,3,0,0,0,4,0,0,23,7,0,8,0,5,0,0,3,0,31,207,440,269,222,195,68,67,75,12,1555
SAL10748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5
SAL10749,5,3,25,9,5,8,3,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,3,0,6,0,0,0,3,14,140,334,246,175,157,67,57,40,14,1228
SAL10750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,16
SAL10751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,11,3,5,0,0,0,0,48
SAL10752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7
SAL10753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,4,0,10
SAL10754,0,4,0,5,0,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,23,12,18,0,6,0,74
SAL10755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL10756,6,0,9,5,0,4,0,4,0,32,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,10,4,0,4,0,0,3,0,0,6,15,76,163,110,105,55,36,19,49,10,624
SAL10757,0,0,0,0,0,4,0,3,0,15,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,51,56,29,21,32,8,9,13,0,224
SAL10758,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,3,0,4,0,0,22
SAL10759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,3,0,6,3,0,4,0,25
SAL10760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4
SAL10761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,10
SAL10762,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,32,12,6,10,8,5,8,0,99
SAL10763,0,0,6,4,3,3,0,4,0,20,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,72,156,56,60,59,25,13,18,5,458
SAL10764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,3,0,0,0,0,0,19
SAL10765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
SAL10766,3,3,15,5,6,4,0,7,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,5,6,0,5,7,21,60,113,130,61,83,31,44,46,8,587
SAL10767,12,5,19,27,19,9,13,17,0,119,0,4,0,0,0,0,0,0,0,5,3,3,0,0,0,0,5,0,0,20,4,6,5,8,10,3,12,6,15,66,160,345,335,299,274,87,151,127,33,1808
SAL10768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10769,0,3,12,6,10,3,4,9,0,54,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,0,0,4,0,11,0,4,4,0,5,6,4,0,8,30,144,310,193,118,140,49,48,53,16,1079
SAL10770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,23,0,10,0,0,0,0,0,42
SAL10771,8,0,12,9,5,8,0,4,0,47,0,0,0,0,0,0,0,0,0,3,5,0,3,0,0,0,0,0,0,10,5,0,3,0,0,0,0,0,0,12,193,250,141,98,97,41,28,26,5,878
SAL10772,3,3,20,23,20,3,5,6,0,82,0,0,0,0,0,0,0,0,0,0,4,0,3,3,5,0,3,0,0,21,3,0,3,0,7,0,0,5,5,26,194,447,279,205,212,70,75,71,16,1572
SAL10773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10774,17,7,64,37,35,20,10,19,0,218,0,0,0,0,0,0,0,0,0,0,6,4,5,7,4,5,7,4,3,46,13,6,19,9,11,6,15,7,22,105,483,1068,640,508,491,214,202,133,60,3803
SAL10775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,8
SAL10776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8
SAL10777,19,12,16,15,15,11,0,4,0,86,0,0,0,0,0,0,0,0,0,3,24,18,4,3,12,5,0,0,0,54,6,7,0,0,0,0,0,0,0,24,880,1652,157,163,362,151,17,36,37,3458
SAL10778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
SAL10779,22,5,61,34,39,26,25,25,7,234,0,0,0,0,4,5,0,6,0,7,11,15,8,14,11,5,9,10,3,78,5,13,9,27,13,4,16,14,31,128,462,1391,587,630,628,282,308,259,104,4643
SAL10780,21,14,45,11,15,3,3,5,0,115,0,0,0,0,0,0,0,0,0,0,24,38,11,3,16,7,3,4,4,108,4,20,0,5,9,0,0,3,12,53,943,2556,302,256,453,194,50,53,60,4854
SAL10781,43,4,129,54,24,36,32,58,3,386,6,0,6,0,0,0,3,3,0,16,7,29,18,19,15,12,15,16,4,119,11,19,21,16,17,16,14,28,49,203,695,1948,780,1038,854,577,382,653,155,7092
SAL10782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10783,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,14,9,4,0,0,0,0,50
SAL10784,5,3,6,3,6,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,4,8,109,183,50,24,54,35,15,17,10,493
SAL10785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9
SAL10786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,9,0,0,10
SAL10787,0,0,5,5,0,0,0,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,6,40,73,34,29,21,6,3,12,10,234
SAL10788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SAL10789,0,0,5,7,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,4,0,0,0,0,10,37,65,48,38,48,17,11,18,4,290
SAL10790,17,0,22,17,11,11,9,15,0,104,0,0,0,0,0,0,5,4,0,10,3,11,0,3,9,3,5,3,0,37,8,5,9,5,7,3,12,12,28,89,175,524,212,206,324,122,141,143,54,1896
SAL10791,8,0,21,19,12,3,5,12,4,96,0,0,0,0,0,0,0,0,0,3,0,6,3,3,3,0,0,4,0,28,4,7,6,8,12,5,9,16,16,78,144,546,189,219,263,117,141,120,42,1787
SAL10792,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,6,73,60,9,7,20,0,6,8,0,189
SAL10793,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,14,19,3,9,3,0,4,0,74
SAL10794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7
SAL10795,0,4,3,4,0,0,5,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,13,0,0,5,9,0,0,0,8,3,26,146,140,91,83,66,33,31,57,8,651
SAL10796,21,3,49,27,12,15,5,17,0,162,0,0,0,4,0,0,0,0,0,9,11,11,7,3,7,0,4,3,6,62,3,17,4,6,14,5,7,7,17,82,463,1248,371,365,518,230,118,204,65,3575
SAL10797,0,0,4,4,0,0,0,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,14,33,50,31,17,11,10,27,0,184
SAL10798,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,44,32,26,13,22,6,20,16,0,170
SAL10799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,3,0,0,0,0,0,17
SAL10800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,9
SAL10801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,6,4,3,0,3,0,31
SAL10802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10803,3,0,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,5,0,0,12,31,42,38,14,22,10,10,8,3,181
SAL10804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,4,0,0,0,0,4,0,25
SAL10805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,21,9,6,0,4,0,3,0,4,46
SAL10806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,0,0,3,17
SAL10807,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,14,13,10,8,0,9,5,0,83
SAL10808,10,8,32,25,12,10,6,7,0,119,0,0,0,0,0,0,0,0,0,0,5,3,0,0,6,3,4,0,0,19,5,0,9,11,7,6,3,9,9,45,196,579,386,334,246,115,88,96,22,2059
SAL10809,3,0,3,5,9,7,0,4,0,27,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,10,66,194,65,49,69,13,13,29,6,507
SAL10810,3,4,26,12,3,3,4,8,0,55,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,0,0,4,3,0,0,0,4,4,15,113,247,189,184,132,47,53,53,9,1029
SAL10811,3,0,3,4,0,0,0,5,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,8,47,75,40,28,33,7,9,7,3,253
SAL10812,0,0,0,0,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,6,43,39,38,18,24,5,16,9,5,191
SAL10813,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,7,0,0,0,4,3,0,36
SAL10814,26,6,58,32,35,22,11,8,0,201,0,0,0,0,0,0,0,0,0,3,17,10,9,7,0,4,7,6,3,63,10,14,17,8,20,9,3,6,21,108,815,1438,776,531,645,270,144,171,70,4866
SAL10815,28,12,42,25,36,17,0,10,5,174,0,0,0,0,0,0,0,0,0,0,15,16,10,5,9,0,0,0,0,58,22,13,8,11,27,6,4,5,7,113,1181,1534,593,392,694,268,75,127,67,4922
SAL10816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,8
SAL10817,36,14,79,24,35,25,16,22,0,253,0,0,4,0,0,0,0,0,0,8,22,41,10,10,25,12,6,3,6,133,21,34,19,15,25,7,4,10,48,186,1520,4104,901,747,1441,547,262,309,193,10025
SAL10818,17,4,38,22,20,11,8,30,0,149,0,0,0,0,0,0,0,0,0,3,12,6,3,8,6,10,3,5,4,59,5,8,14,13,11,9,0,11,16,83,469,1221,388,391,557,264,148,245,76,3774
SAL10819,0,0,10,4,5,5,0,6,0,30,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,0,16,3,4,5,0,4,0,0,6,5,27,148,335,116,69,171,47,70,37,26,1012
SAL10820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,16,7,8,8,3,0,3,0,56
SAL10822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7,0,3,4,0,0,9,0,37
SAL10823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SAL10824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10825,0,0,0,8,4,4,3,0,0,22,0,0,0,0,5,0,0,0,0,5,0,0,0,5,0,0,4,0,0,10,0,0,0,0,0,0,3,4,6,19,39,149,71,103,81,33,61,44,24,604
SAL10826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,22,3,4,3,7,0,12,13,0,64
SAL10827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4,7,5,3,4,5,9,0,49
SAL10828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8
SAL10829,5,4,18,4,4,0,0,8,0,42,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,13,0,0,4,0,0,0,0,0,7,19,125,343,111,94,78,37,23,38,10,856
SAL10830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,9
SAL10831,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,24,14,16,3,8,5,9,4,0,84
SAL10832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,5,0,0,14
SAL10833,0,0,3,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,4,13,8,0,0,6,0,44
SAL10834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,6
SAL10835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,8
SAL10836,4,0,0,6,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,106,159,31,25,59,21,9,9,3,427
SAL10837,0,0,3,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,3,0,3,0,6,21,13,42,35,53,37,19,22,18,10,249
SAL10838,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,9,7,6,5,3,0,7,6,3,50
SAL10839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,8
SAL10840,0,0,3,0,8,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,3,5,0,0,4,0,0,0,0,23,0,4,11,0,5,3,0,6,6,29,151,163,99,41,86,14,13,18,18,615
SAL10841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10842,13,6,61,42,14,16,8,35,0,195,0,0,0,0,0,0,0,4,0,4,0,0,4,3,4,3,3,9,0,27,8,7,14,15,6,13,10,37,10,107,218,337,360,428,265,151,119,315,27,2223
SAL10843,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,6,25,13,3,8,4,0,6,10,0,72
SAL10844,0,0,6,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,0,0,0,0,17,3,5,0,0,0,0,0,0,3,9,280,421,48,30,101,58,3,15,18,980
SAL10845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,24,8,12,15,0,0,5,0,77
SAL10846,67,18,84,46,58,59,13,27,7,383,0,0,0,0,6,0,0,0,0,14,51,58,8,17,41,23,4,3,3,204,38,40,18,10,33,18,9,11,52,236,3280,6273,1214,978,2115,857,239,355,220,15539
SAL10847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,9,3,0,0,8,3,0,45
SAL10848,5,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,9,0,0,0,3,0,0,0,0,15,7,6,0,0,0,0,0,0,7,18,346,591,30,30,110,53,5,10,21,1194
SAL10849,5,0,6,7,12,0,4,3,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,10,62,69,79,33,65,19,33,23,9,395
SAL10850,7,3,21,22,7,8,0,6,0,68,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,7,13,3,9,4,0,0,0,3,3,34,244,407,167,117,148,57,24,48,18,1238
SAL10851,22,6,40,21,30,10,19,20,5,186,0,0,0,0,0,0,0,0,0,3,5,11,9,12,0,5,8,7,3,63,13,18,17,17,14,3,10,16,31,132,556,1243,551,488,622,251,275,217,82,4289
SAL10852,0,0,14,13,4,3,5,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,8,0,6,0,22,53,82,95,87,67,43,26,53,9,506
SAL10853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,10,5,0,3,0,0,8,0,29
SAL10855,5,0,8,5,11,6,6,5,0,47,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,10,9,0,0,5,4,0,0,0,5,23,108,215,148,91,113,39,53,51,16,842
