SAL_CODE_2021,OPDs_Separate_house_Dwellings,OPDs_Separate_house_Persons,OPDs_SD_r_t_h_th_1_sty_Dwgs,OPDs_SD_r_t_h_th_1_sty_Psns,OPDs_SD_r_t_h_th_2_m_sty_Dwgs,OPDs_SD_r_t_h_th_2_m_sty_Psns,OPDs_SD_r_t_h_th_Tot_Dwgs,OPDs_SD_r_t_h_th_Tot_Psns,OPDs_F_ap_I_1or2_sty_blk_Ds,OPDs_F_ap_I_1or2_sty_blk_Ps,OPDs_F_ap_I_3_sty_blk_Dwgs,OPDs_F_ap_I_3_sty_blk_Psns,OPDs_F_ap_I_4to8_sty_blk_Ds,OPDs_F_ap_I_4to8_sty_blk_Ps,OPDs_F_ap_I_9_m_sty_blk_Ds,OPDs_F_ap_I_9_m_sty_blk_Ps,OPDs_Flt_apt_Att_house_Ds,OPDs_Flt_apt_Att_house_Ps,OPDs_Flt_apart_Tot_Dwgs,OPDs_Flt_apart_Tot_Psns,OPDs_Oth_dwg_Cvn_Ds,OPDs_Oth_dw_Cvn_Ps,OPDs_Oth_dwg_cab_hboat_Ds,OPDs_Oth_dwg_cab_hboat_Ps,OPDs_Ot_dwg_Im_hm_tnt_SO_Ds,OPDs_Ot_dwg_Im_hm_tnt_SO_Ps,OPDs_Ot_dwg_Hs_f_att_sh_of_Ds,OPDs_Ot_dwg_Hs_f_att_sh_of_Ps,OPDs_Other_dwelling_Tot_Dwgs,OPDs_Other_dwelling_Tot_Psns,OPDs_Dwlling_structur_NS_Dwgs,OPDs_Dwlling_structur_NS_Psns,OPDs_Tot_OPDs_Dwellings,OPDs_Tot_OPDs_Persons,Unoccupied_PDs_Dwgs,Unoccupied_PDs_Psns,Total_PDs_Dwellings,Total_PDs_Persons
SAL13883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL13884,11,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,27,13,..,22,27
SAL13885,9,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,35,0,..,14,35
SAL13886,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,16,0,..,7,16
SAL13887,40,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,118,5,..,47,118
SAL13888,19,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,54,10,..,28,54
SAL13889,8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,17,17,..,18,17
SAL13890,18,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,46,4,..,26,46
SAL13891,278,701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,12,0,0,285,716,24,..,316,716
SAL13892,693,1928,19,28,0,5,19,33,15,16,0,0,0,0,0,0,0,0,15,16,0,0,0,0,0,0,5,0,5,0,0,0,728,1982,11,..,737,1982
SAL13893,430,1107,0,3,3,4,4,11,8,9,0,0,0,0,0,0,0,0,8,9,0,0,0,0,0,0,0,0,0,0,3,9,448,1137,41,..,484,1137
SAL13894,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,..,0,3
SAL13895,210,599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,599,16,..,223,599
SAL13896,151,427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,427,8,..,159,427
SAL13897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,4,0,0,6,10,0,..,6,10
SAL13898,17,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,37,7,..,25,37
SAL13899,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,..,4,3
SAL13900,96,223,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,225,12,..,106,225
SAL13901,12,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,21,9,..,17,21
SAL13902,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,..,0,5
SAL13903,1006,2233,64,108,0,0,64,108,9,10,0,0,0,0,0,0,0,0,11,18,8,43,0,0,0,0,3,10,14,48,12,21,1110,2423,176,..,1285,2423
SAL13904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL13905,1076,2818,9,15,0,0,9,15,197,337,0,0,0,0,0,0,0,0,197,337,0,0,0,0,0,0,0,9,0,9,0,0,1288,3182,118,..,1406,3182
SAL13906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL13907,66,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,75,0,0,0,0,4,0,64,79,0,0,127,212,3,..,131,212
SAL13908,406,958,9,21,7,17,17,33,17,26,0,0,0,0,0,0,0,0,14,26,32,61,32,49,0,0,0,4,69,108,5,11,513,1137,246,..,753,1137
SAL13909,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,16,..,22,12
SAL13910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL13911,21,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,31,12,..,24,31
SAL13912,382,1067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,381,1066,69,..,454,1066
SAL13913,29,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,33,79,6,..,35,79
SAL13914,110,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,109,265,26,..,137,265
SAL13915,28,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,69,0,..,31,69
SAL13916,12,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,13,33,0,..,13,33
SAL13917,38,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,94,9,..,49,94
SAL13918,43,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,138,10,..,52,138
SAL13919,26,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,55,6,..,28,55
SAL13920,92,230,6,21,0,0,6,21,0,3,0,0,0,0,0,0,0,0,0,3,6,4,0,0,0,0,0,0,6,4,6,7,111,264,13,..,125,264
SAL13921,39,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,101,0,..,37,101
SAL13922,11,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,4,..,12,14
SAL13923,15,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,34,4,..,18,34
SAL13924,24,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,61,0,..,29,61
SAL13925,3082,9335,358,879,815,2559,1175,3434,109,254,95,264,743,2028,0,0,30,69,965,2618,0,0,0,0,0,0,3,11,3,11,11,25,5242,15429,338,..,5579,15429
SAL13926,21,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,59,0,..,21,59
SAL13927,11,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,27,0,..,18,27
SAL13928,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,0,..,8,12
SAL13929,88,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,4,8,0,0,94,208,29,..,124,208
SAL13930,1624,4226,525,844,51,107,583,946,254,412,0,0,0,0,0,0,4,12,259,425,0,0,25,36,0,0,0,0,25,36,3,3,2493,5635,138,..,2629,5635
SAL13931,22,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,42,4,..,22,42
SAL13932,70,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,192,3,..,75,192
SAL13933,15,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,45,0,..,14,45
SAL13934,104,246,29,50,60,124,89,170,25,38,0,8,0,0,0,0,0,0,26,41,0,0,22,41,0,0,5,13,27,49,0,0,252,513,78,..,328,513
SAL13935,19,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,41,9,..,29,41
SAL13936,1871,4547,151,246,193,316,346,562,82,103,39,76,54,95,0,0,9,10,181,289,0,0,7,5,0,3,0,0,7,13,7,6,2407,5417,158,..,2565,5417
SAL13937,37,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,66,37,..,73,66
SAL13938,48,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,124,12,..,61,124
SAL13939,10,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,33,3,..,12,33
SAL13940,9,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,28,0,..,12,28
SAL13941,175,369,0,0,0,0,0,0,7,9,0,0,0,0,0,0,0,0,7,9,0,0,0,0,0,0,0,0,0,0,3,0,187,379,31,..,218,379
SAL13942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL13943,1402,3251,231,360,83,162,314,525,197,295,4,0,45,55,0,0,10,20,257,375,0,0,0,0,0,0,3,6,3,6,3,11,1978,4164,249,..,2228,4164
SAL13944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL13945,93,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,4,5,0,0,96,218,26,..,119,218
SAL13946,370,897,27,57,0,4,27,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,401,962,21,..,419,962
SAL13947,917,2501,102,184,169,231,267,418,52,89,18,23,0,0,0,0,8,18,75,126,0,4,0,0,0,0,5,23,5,27,0,6,1272,3074,81,..,1356,3074
SAL13948,57,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,141,7,..,67,141
SAL13949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL13950,364,856,0,0,0,0,0,0,26,32,0,0,0,0,0,0,0,0,26,32,9,18,0,0,0,0,0,0,9,18,3,8,395,912,62,..,462,912
SAL13951,158,423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,423,14,..,172,423
SAL13952,1064,3160,12,18,17,43,30,63,46,53,26,35,0,0,0,0,12,31,78,109,0,0,0,0,0,0,0,0,0,0,0,0,1178,3339,126,..,1300,3339
SAL13953,31,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,70,0,..,30,70
SAL13954,25,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,77,12,..,41,77
SAL13955,9,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,24,0,..,9,24
SAL13956,6,14,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,12,..,21,13
SAL13957,20,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,61,0,..,20,61
SAL13958,227,482,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,5,234,495,44,..,276,495
SAL13959,25,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,69,4,..,28,69
SAL13960,48,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,50,105,21,..,69,105
SAL13961,7,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,19,3,..,8,19
SAL13962,17,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,39,7,..,31,39
SAL13963,149,321,3,4,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,150,332,20,..,174,332
SAL13964,41,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,111,6,..,47,111
SAL13965,86,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,89,279,10,..,101,279
SAL13966,34,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,106,6,..,42,106
SAL13967,30,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,5,3,0,3,30,63,23,..,52,63
SAL13968,266,696,32,51,64,145,93,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,365,896,27,..,390,896
SAL13969,421,1136,21,23,0,4,20,32,5,3,0,0,0,0,0,0,0,0,5,9,0,0,37,49,0,0,0,0,35,57,0,0,481,1224,41,..,522,1224
SAL13970,24,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,76,7,..,30,76
SAL13971,25,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,70,7,..,35,70
SAL13972,125,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,7,10,133,295,5,..,135,295
SAL13973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL13974,93,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,258,4,..,98,258
SAL13975,91,224,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,225,34,..,129,225
SAL13976,540,1603,20,50,61,122,77,174,0,0,0,0,0,0,0,0,10,26,10,26,0,0,0,0,0,0,0,0,0,0,0,5,631,1806,17,..,650,1806
SAL13977,14,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,23,8,..,17,23
SAL13978,34,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,93,0,..,41,93
SAL13979,728,1693,24,30,0,0,22,29,0,4,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,3,5,3,5,0,0,765,1738,131,..,890,1738
SAL13980,1557,4525,333,530,20,57,356,587,0,0,0,0,0,0,0,0,4,6,4,6,0,0,0,0,0,0,0,0,0,0,3,0,1922,5126,73,..,1997,5126
SAL13981,72,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,192,0,..,79,192
SAL13982,155,407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,411,11,..,169,411
SAL13983,8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,17,0,..,7,17
SAL13984,2214,5444,305,443,7,13,308,455,44,56,6,5,0,0,0,0,5,5,50,70,0,7,0,0,0,4,4,8,13,18,12,14,2592,5994,245,..,2837,5994
SAL13985,19,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,52,6,..,25,52
SAL13986,17,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,47,0,..,22,47
SAL13987,1618,3603,581,947,120,220,699,1169,277,401,137,235,184,277,9,12,0,3,613,935,33,55,8,8,0,0,12,18,48,79,9,16,2988,5798,701,..,3682,5798
SAL13988,13,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,36,10,..,24,36
SAL13989,74,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,9,0,0,4,11,0,5,84,185,7,..,92,185
SAL13990,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,16,6,..,15,16
SAL13991,1152,2656,128,207,109,195,231,399,68,114,0,0,0,0,0,0,5,0,72,112,0,0,0,0,0,0,0,0,0,0,0,3,1456,3170,255,..,1713,3170
SAL13992,35,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,82,9,..,38,82
SAL13993,52,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,123,4,..,59,123
SAL13994,46,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,53,148,4,..,55,148
SAL13995,30,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,72,17,..,46,72
SAL13996,7,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,18,3,..,16,18
SAL13997,1060,2102,13,25,21,30,38,59,10,8,0,0,0,0,0,0,0,0,5,6,0,0,0,5,0,0,0,5,3,11,0,0,1107,2173,602,..,1708,2173
SAL13998,3014,9486,12,37,183,475,202,514,121,251,385,654,542,1177,145,316,10,20,1202,2417,0,0,0,0,0,0,6,6,6,6,0,0,4427,12425,394,..,4822,12425
SAL13999,28,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,74,0,..,28,74
SAL14000,402,1401,36,98,31,119,69,214,16,36,0,0,95,202,263,674,6,22,384,928,0,0,0,0,0,0,0,0,0,0,3,7,858,2552,64,..,923,2552
SAL14001,1277,3200,48,90,0,0,48,90,24,39,7,10,0,0,0,0,3,10,31,64,0,4,0,0,0,0,5,31,11,38,0,0,1365,3399,119,..,1487,3399
SAL14002,1033,2707,499,925,756,1499,1252,2427,431,695,496,825,440,759,472,812,0,3,1835,3104,0,0,6,9,0,0,0,9,5,11,17,26,4149,8281,679,..,4828,8281
SAL14003,1769,4133,676,1271,388,908,1068,2178,217,372,207,347,21,29,59,99,3,11,510,855,21,34,53,82,0,0,0,0,74,110,6,14,3424,7290,257,..,3682,7290
SAL14004,1497,3490,284,529,296,569,582,1099,338,613,188,364,23,33,0,0,0,4,549,1006,14,29,0,0,0,0,0,0,18,34,7,11,2654,5641,214,..,2862,5641
SAL14005,13,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,25,3,..,15,25
SAL14006,25,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,15,28,50,0,0,0,0,37,71,0,0,66,142,0,..,67,142
SAL14007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL14008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL14009,9,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,20,3,..,14,20
SAL14010,16,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,57,4,..,23,57
SAL14011,56,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,54,174,9,..,63,174
SAL14012,178,465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,4,7,0,0,184,477,13,..,202,477
SAL14013,57,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,121,5,..,59,121
SAL14014,32,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,107,10,..,48,107
SAL14015,66,160,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,10,3,11,0,0,0,0,12,15,0,3,81,180,11,..,96,180
SAL14016,34,78,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,39,85,16,..,50,85
SAL14017,12,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,27,4,..,14,27
SAL14018,225,554,0,0,4,15,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,569,29,..,258,569
SAL14019,63,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16,66,162,10,..,75,162
SAL14020,15,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,46,4,..,23,46
SAL14021,2447,5859,164,252,169,295,333,547,61,96,0,0,0,0,0,0,7,7,69,112,25,37,142,194,0,3,11,19,177,248,18,38,3040,6803,455,..,3503,6803
SAL14022,264,631,0,0,8,18,8,18,14,31,0,0,0,0,0,0,0,0,14,31,0,0,0,0,0,0,0,4,0,4,0,0,289,680,25,..,315,680
SAL14023,83,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,191,28,..,110,191
SAL14024,5,5,4,9,338,794,341,808,0,7,227,399,1274,2561,1046,2258,0,0,2556,5230,0,0,0,0,0,0,11,32,11,32,18,29,2926,6102,606,..,3536,6102
SAL14025,5211,13509,677,1188,246,510,926,1691,448,705,4,12,0,0,0,0,48,109,506,826,3,0,119,188,0,0,5,14,129,205,20,23,6791,16254,693,..,7486,16254
SAL14026,1663,4304,95,131,107,227,201,360,243,337,0,4,0,0,0,0,6,23,252,360,0,0,0,0,0,0,8,20,8,20,3,0,2131,5041,106,..,2236,5041
SAL14027,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,0,..,7,12
SAL14028,11,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,30,3,..,17,30
SAL14029,163,349,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,166,360,127,..,298,360
SAL14030,5,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,18,0,..,13,18
SAL14031,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,6,..,6,21
SAL14032,9,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,28,0,..,9,28
SAL14033,113,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,241,22,..,135,241
SAL14034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL14035,21,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,51,11,..,35,51
SAL14036,24,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,57,0,..,26,57
SAL14037,40,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,103,0,..,42,103
SAL14038,50,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,53,140,11,..,67,140
SAL14039,67,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,169,3,..,70,169
