SAL_CODE_2021,OPDs_Separate_house_Dwellings,OPDs_Separate_house_Persons,OPDs_SD_r_t_h_th_1_sty_Dwgs,OPDs_SD_r_t_h_th_1_sty_Psns,OPDs_SD_r_t_h_th_2_m_sty_Dwgs,OPDs_SD_r_t_h_th_2_m_sty_Psns,OPDs_SD_r_t_h_th_Tot_Dwgs,OPDs_SD_r_t_h_th_Tot_Psns,OPDs_F_ap_I_1or2_sty_blk_Ds,OPDs_F_ap_I_1or2_sty_blk_Ps,OPDs_F_ap_I_3_sty_blk_Dwgs,OPDs_F_ap_I_3_sty_blk_Psns,OPDs_F_ap_I_4to8_sty_blk_Ds,OPDs_F_ap_I_4to8_sty_blk_Ps,OPDs_F_ap_I_9_m_sty_blk_Ds,OPDs_F_ap_I_9_m_sty_blk_Ps,OPDs_Flt_apt_Att_house_Ds,OPDs_Flt_apt_Att_house_Ps,OPDs_Flt_apart_Tot_Dwgs,OPDs_Flt_apart_Tot_Psns,OPDs_Oth_dwg_Cvn_Ds,OPDs_Oth_dw_Cvn_Ps,OPDs_Oth_dwg_cab_hboat_Ds,OPDs_Oth_dwg_cab_hboat_Ps,OPDs_Ot_dwg_Im_hm_tnt_SO_Ds,OPDs_Ot_dwg_Im_hm_tnt_SO_Ps,OPDs_Ot_dwg_Hs_f_att_sh_of_Ds,OPDs_Ot_dwg_Hs_f_att_sh_of_Ps,OPDs_Other_dwelling_Tot_Dwgs,OPDs_Other_dwelling_Tot_Psns,OPDs_Dwlling_structur_NS_Dwgs,OPDs_Dwlling_structur_NS_Psns,OPDs_Tot_OPDs_Dwellings,OPDs_Tot_OPDs_Persons,Unoccupied_PDs_Dwgs,Unoccupied_PDs_Psns,Total_PDs_Dwellings,Total_PDs_Persons
SAL11108,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,0,..,5,9
SAL11109,24,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,52,5,..,28,52
SAL11110,18,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,39,11,..,25,39
SAL11111,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,..,12,8
SAL11112,14,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,23,24,..,40,23
SAL11113,876,2509,157,424,422,1056,574,1479,624,1307,1160,2145,1253,2109,613,1126,7,11,3658,6695,0,0,0,0,0,0,10,17,10,17,5,3,5124,10712,611,..,5738,10712
SAL11114,142,426,6,5,65,163,65,169,173,340,420,766,163,304,67,112,16,32,835,1553,0,0,0,0,0,0,0,0,0,0,0,3,1045,2156,211,..,1258,2156
SAL11115,534,1289,39,67,22,28,58,96,38,52,9,19,0,0,0,0,0,0,47,69,7,12,0,4,0,0,0,0,10,17,0,8,649,1472,104,..,747,1472
SAL11116,964,2565,237,494,205,411,441,904,173,280,136,242,340,579,43,66,14,25,704,1196,0,0,0,0,0,0,0,12,0,12,4,13,2113,4683,195,..,2307,4683
SAL11117,664,1893,3,16,0,0,3,16,20,52,0,0,0,0,0,0,12,47,39,99,0,0,0,0,0,0,3,16,3,16,0,0,710,2028,79,..,796,2028
SAL11118,17,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,29,4,..,18,29
SAL11119,2057,6615,15,29,312,614,324,642,104,204,13,19,79,94,0,0,34,97,238,420,0,0,0,0,0,0,0,9,0,9,10,20,2633,7706,123,..,2753,7706
SAL11120,1640,4931,40,77,446,1006,487,1084,1427,2374,2598,4773,1257,2363,523,933,8,25,5815,10475,0,0,0,0,0,0,65,129,65,129,9,19,8019,16631,1024,..,9045,16631
SAL11121,19,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,57,0,..,19,57
SAL11122,61,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,158,10,..,72,158
SAL11123,29,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,76,25,..,59,76
SAL11124,1052,2378,44,56,6,11,50,65,7,9,0,0,0,0,0,0,0,0,7,9,0,0,0,0,0,0,4,12,6,14,4,7,1110,2474,163,..,1272,2474
SAL11125,35,99,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,101,7,..,42,101
SAL11126,23,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,5,0,29,91,12,..,37,91
SAL11127,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,0,..,9,14
SAL11128,211,595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,214,595,14,..,220,595
SAL11129,213,597,8,22,0,0,8,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,622,9,..,236,622
SAL11130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,3,9,0,0,3,9,0,..,3,9
SAL11131,32,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,31,65,39,..,67,65
SAL11132,264,701,354,820,265,642,622,1462,302,585,551,893,408,707,185,314,0,0,1441,2500,0,0,0,0,0,0,26,58,26,58,3,8,2364,4724,294,..,2663,4724
SAL11133,28,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,79,15,..,44,79
SAL11134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL11135,2032,6243,316,820,311,935,636,1760,334,663,198,397,342,632,105,221,16,35,997,1945,0,0,0,0,0,0,34,66,34,66,4,4,3691,10013,226,..,3921,10013
SAL11136,1885,5699,313,827,796,2273,1110,3101,569,962,277,521,96,164,0,0,12,30,952,1678,0,0,0,0,0,0,18,40,18,40,4,3,3966,10522,294,..,4260,10522
SAL11137,22,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,49,14,..,37,49
SAL11138,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15,12,..,17,15
SAL11139,91,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,241,3,..,96,241
SAL11140,8,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,26,7,..,10,26
SAL11141,222,544,0,6,0,0,0,6,3,0,0,0,0,0,0,0,0,0,3,0,3,5,0,0,0,0,6,3,5,7,0,0,229,550,25,..,254,550
SAL11142,18,48,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,3,0,0,0,0,10,9,0,0,24,68,0,..,30,68
SAL11143,8,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,36,0,..,10,36
SAL11144,255,770,31,75,24,65,55,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310,915,12,..,325,915
SAL11145,110,295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,295,12,..,117,295
SAL11146,103,215,0,0,3,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,16,17,0,0,0,0,0,5,15,23,0,0,122,243,104,..,228,243
SAL11147,1132,2557,88,152,21,38,115,185,14,26,0,0,0,0,0,0,5,4,18,31,0,0,0,3,0,0,11,26,15,29,0,5,1278,2809,880,..,2159,2809
SAL11148,538,1343,12,18,0,0,16,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,4,552,1375,69,..,628,1375
SAL11149,56,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,60,156,4,..,62,156
SAL11150,17,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,51,0,..,14,51
SAL11151,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,11,..,18,10
SAL11152,14,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,35,0,..,15,35
SAL11153,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,..,4,10
SAL11154,9,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,21,5,..,12,21
SAL11155,670,2022,32,71,9,30,40,101,5,7,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,715,2129,26,..,743,2129
SAL11156,7,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,21,3,..,10,21
SAL11157,60,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,173,5,..,62,173
SAL11158,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,..,4,3
SAL11159,41,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,120,0,0,72,120,0,0,110,175,12,..,120,175
SAL11160,176,426,0,6,0,12,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,177,440,38,..,215,440
SAL11161,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,3,..,12,12
SAL11162,690,1769,17,20,5,0,12,23,5,9,0,0,0,0,0,0,0,0,3,10,0,0,22,38,0,0,0,5,20,37,3,5,741,1847,43,..,777,1847
SAL11163,9,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,11,34,3,..,18,34
SAL11164,53,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,112,103,..,161,112
SAL11165,64,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,146,16,..,80,146
SAL11166,6,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,24,4,..,15,24
SAL11167,47,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,120,10,..,57,120
SAL11168,560,1862,10,14,51,112,57,125,41,78,61,130,13,25,0,0,3,9,119,239,0,0,0,0,0,0,5,9,5,9,0,3,742,2240,57,..,801,2240
SAL11169,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,0,..,9,11
SAL11170,283,729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283,729,43,..,323,729
SAL11171,149,376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,0,0,3,0,0,12,9,0,4,159,397,18,..,171,397
SAL11172,21,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,39,0,..,21,39
SAL11173,117,310,6,14,0,0,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,324,27,..,146,324
SAL11174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL11175,71,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,209,6,..,79,209
SAL11176,1700,5219,31,63,46,107,74,171,0,0,0,0,22,29,0,0,5,5,23,43,0,0,0,0,0,0,0,0,0,0,0,0,1803,5428,52,..,1854,5428
SAL11177,205,421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,3,4,0,0,0,0,3,4,0,0,214,434,309,..,519,434
SAL11178,61,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,160,0,..,69,160
SAL11179,65,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,191,15,..,81,191
SAL11180,24,59,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,62,32,..,55,62
SAL11181,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,..,8,7
SAL11182,16,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,47,9,..,24,47
SAL11183,14,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,32,0,..,18,32
SAL11184,30,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,54,7,..,37,54
SAL11185,9,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,32,3,..,13,32
SAL11186,80,221,201,389,178,294,375,678,30,39,25,40,0,0,0,0,0,0,61,82,0,0,0,0,0,0,0,5,0,5,0,0,520,980,59,..,580,980
SAL11187,18,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,38,15,..,33,38
SAL11188,13,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,20,0,..,6,20
SAL11189,62,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,165,7,..,73,165
SAL11190,218,520,4,5,21,23,25,35,57,76,0,0,0,0,0,0,0,0,57,76,0,0,0,0,0,0,0,0,0,0,0,0,298,634,75,..,370,634
SAL11191,96,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,231,55,..,146,231
SAL11192,766,1687,4,10,6,10,10,22,67,110,0,0,0,0,0,0,0,0,67,110,0,3,0,0,0,0,0,0,0,3,0,0,843,1827,246,..,1090,1827
SAL11193,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,..,0,4
SAL11194,17,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,51,0,..,23,51
SAL11195,76,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,79,202,14,..,94,202
SAL11196,83,207,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,215,4,..,88,215
SAL11197,29,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,108,4,..,32,108
SAL11198,14,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,31,0,..,14,31
SAL11199,19,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,51,9,..,32,51
SAL11200,131,292,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,293,60,..,195,293
SAL11201,47,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,112,0,..,49,112
SAL11202,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,..,3,9
SAL11203,3542,9418,352,546,178,353,535,903,79,116,0,0,0,0,0,0,14,45,95,160,0,0,0,0,0,0,0,7,0,7,8,21,4180,10511,175,..,4355,10511
SAL11204,126,372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,49,0,0,0,0,32,49,0,0,158,423,9,..,168,423
SAL11205,18,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,57,3,..,26,57
SAL11206,98,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,226,23,..,120,226
SAL11207,134,318,27,36,0,0,27,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,356,40,..,202,356
SAL11208,48,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,84,10,..,52,84
SAL11209,19,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,38,8,..,29,38
SAL11210,24,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,84,0,..,33,84
SAL11211,90,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,91,194,47,..,131,194
SAL11212,119,345,3,8,107,252,109,261,113,259,271,547,574,1043,636,1071,0,3,1596,2922,0,0,0,0,0,0,0,0,0,0,13,19,1832,3541,497,..,2326,3541
SAL11213,48,120,330,695,724,1684,1054,2374,560,861,632,895,1516,2320,1525,2343,6,18,4243,6438,0,0,0,0,0,0,16,28,17,31,22,35,5384,9002,1125,..,6508,9002
SAL11214,117,298,28,39,15,32,40,75,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,163,377,3,..,166,377
SAL11215,31,83,36,84,583,1422,624,1512,15,15,99,160,38,72,3,4,4,6,157,252,0,0,0,0,0,0,4,15,4,15,5,4,820,1866,206,..,1026,1866
SAL11216,384,892,3,0,0,0,3,0,11,14,0,0,0,0,0,0,0,0,11,14,0,0,0,0,0,0,0,0,0,0,3,9,406,923,42,..,456,923
SAL11217,11,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,24,4,..,11,24
SAL11218,32,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,74,8,..,34,74
SAL11219,40,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,97,8,..,45,97
SAL11220,259,745,0,6,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,264,757,9,..,276,757
SAL11221,853,2639,0,5,6,13,4,25,0,5,0,0,0,0,0,0,5,11,8,12,0,0,0,0,0,0,0,0,0,0,0,0,869,2677,17,..,886,2677
SAL11222,14,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,40,0,..,17,40
SAL11223,764,2070,48,79,39,70,93,149,150,215,29,44,0,0,0,0,4,13,188,269,0,0,0,0,0,0,0,0,0,0,0,3,1039,2503,113,..,1160,2503
SAL11224,4,25,0,0,49,118,49,126,0,0,0,0,113,210,0,0,0,0,113,210,0,0,0,0,0,0,0,3,0,3,0,0,170,360,91,..,257,360
SAL11225,39,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,73,13,..,47,73
SAL11226,935,2766,18,25,21,49,36,79,0,0,0,0,0,0,0,0,12,32,14,30,0,0,0,0,0,0,0,0,0,0,0,4,980,2880,42,..,1023,2880
SAL11227,16,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,34,5,..,16,34
SAL11228,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,..,4,5
SAL11229,1512,4926,20,76,218,585,240,661,647,1299,4111,8728,2717,5539,571,1164,25,69,8073,16797,0,0,0,0,0,0,26,71,26,71,14,17,9863,22474,812,..,10673,22474
SAL11230,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,0,..,4,12
SAL11231,32,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,90,7,..,39,90
SAL11232,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,5,..,7,19
SAL11233,194,389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,196,393,53,..,249,393
SAL11234,52,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,117,16,..,69,117
SAL11235,127,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,130,259,63,..,186,259
SAL11236,205,503,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,514,36,..,249,514
SAL11237,2341,7933,17,42,80,221,96,265,0,0,0,0,218,322,0,0,9,31,222,353,0,0,0,0,0,0,0,0,0,0,16,25,2674,8583,96,..,2771,8583
SAL11238,161,379,11,27,28,49,39,79,27,48,0,0,0,0,0,0,0,0,27,48,0,0,0,0,0,0,0,0,0,0,0,0,225,512,153,..,383,512
SAL11239,2660,6093,273,379,13,11,279,385,16,34,0,0,0,0,0,0,0,0,16,34,7,5,0,4,0,4,5,12,13,16,18,32,2990,6573,412,..,3404,6573
SAL11240,987,3024,162,386,73,195,237,582,5,8,0,9,0,0,0,0,8,15,16,28,0,0,0,0,0,0,0,0,0,0,0,0,1240,3631,62,..,1299,3631
SAL11241,546,1726,113,289,64,198,174,490,0,5,0,0,0,0,0,0,0,12,3,13,0,0,0,0,0,0,0,0,0,0,0,0,723,2231,35,..,761,2231
SAL11242,289,907,0,0,6,21,6,21,0,7,0,0,0,0,0,0,4,3,7,13,0,0,0,0,0,0,0,0,0,0,0,0,301,935,8,..,307,935
SAL11243,610,1525,71,116,0,0,71,116,25,31,0,0,0,0,0,0,0,0,25,31,4,0,0,0,0,0,5,11,11,15,5,5,718,1687,93,..,809,1687
SAL11244,12,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,27,34,..,44,27
SAL11245,11,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,39,0,..,20,39
SAL11246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL11247,19,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,44,10,..,30,44
SAL11248,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,0,..,11,10
SAL11249,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,0,..,14,15
SAL11250,845,2582,6,10,7,14,11,30,0,0,0,0,0,0,0,0,12,25,12,25,0,0,0,0,0,0,0,0,0,0,0,0,864,2637,34,..,900,2637
SAL11251,13,44,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,15,45,5,..,17,45
SAL11252,9,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,34,4,..,12,34
SAL11253,333,814,5,14,31,72,37,82,3,13,0,0,0,0,0,0,0,0,3,13,4,0,0,0,0,0,0,0,8,6,0,0,379,912,100,..,476,912
SAL11254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,3,8,0,0,3,8,0,..,3,8
SAL11255,13,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,3,0,0,0,4,7,5,8,25,38,19,..,42,38
SAL11256,12,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,15,32,..,45,15
SAL11257,36,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,81,0,..,40,81
SAL11258,15,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,36,0,..,17,36
SAL11259,11,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,35,0,..,11,35
SAL11260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL11261,18,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,46,7,..,25,46
SAL11262,31,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,83,7,..,37,83
SAL11263,33,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,32,105,5,..,38,105
SAL11264,37,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,102,3,..,42,102
