SAL_CODE_2021,M15_19_Managers,M15_19_Professionals,M15_19_TechnicTrades_Wrs,M15_19_CommunPersnlSvc_W,M15_19_ClericalAdminis_W,M15_19_Sales_W,M15_19_Mach_oper_drivers,M15_19_Labourers,M15_19_Occu_ID_NS,M15_19_Tot,M20_24_Managers,M20_24_Professionals,M20_24_TechnicTrades_W,M20_24_CommunPersnlSvc_W,M20_24_ClericalAdminis_W,M20_24_Sales_W,M20_24_Mach_oper_drivers,M20_24_Labourers,M20_24_Occu_ID_NS,M20_24_Tot,M25_34_Managers,M25_34_Professionals,M25_34_TechnicTrades_W,M25_34_CommunPersnlSvc_W,M25_34_ClericalAdminis_W,M25_34_Sales_W,M25_34_Mach_oper_drivers,M25_34_Labourers,M25_34_Occu_ID_NS,M25_34_Tot,M35_44_Managers,M35_44_Professionals,M35_44_TechnicTrades_W,M35_44_CommunPersnlSvc_W,M35_44_ClericalAdminis_W,M35_44_Sales_W,M35_44_Mach_oper_drivers,M35_44_Labourers,M35_44_Occu_ID_NS,M35_44_Tot,M45_54_Managers,M45_54_Professionals,M45_54_TechnicTrades_W,M45_54_CommunPersnlSvc_W,M45_54_ClericalAdminis_W,M45_54_Sales_W,M45_54_Mach_oper_drivers,M45_54_Labourers,M45_54_Occu_ID_NS,M45_54_Tot,M55_64_Managers,M55_64_Professionals,M55_64_TechnicTrades_W,M55_64_CommunPersnlSvc_W,M55_64_ClericalAdminis_W,M55_64_Sales_W,M55_64_Mach_oper_drivers,M55_64_Labourers,M55_64_Occu_ID_NS,M55_64_Tot,M65_74_Managers,M65_74_Professionals,M65_74_TechnicTrades_W,M65_74_CommunPersnlSvc_W,M65_74_ClericalAdminis_W,M65_74_Sales_W,M65_74_Mach_oper_drivers,M65_74_Labourers,M65_74_Occu_ID_NS,M65_74_Tot,M75_84_Managers,M75_84_Professionals,M75_84_TechnicTrades_W,M75_84_CommunPersnlSvc_W,M75_84_ClericalAdminis_W,M75_84_Sales_W,M75_84_Mach_oper_drivers,M75_84_Labourers,M75_84_Occu_ID_NS,M75_84_Tot,M85_ov_Managers,M85_ov_Professionals,M85_ov_TechnicTrades_W,M85_ov_CommunPersnlSvc_W,M85_ov_ClericalAdminis_W,M85_ov_Sales_W,M85_ov_Mach_oper_drivers,M85_ov_Labourers,M85_ov_Occu_ID_NS,M85_ov_Tot,M_Tot_Managers,M_Tot_Professionals,M_Tot_TechnicTrades_W,M_Tot_CommunPersnlSvc_W,M_Tot_ClericalAdminis_W,M_Tot_Sales_W,M_Tot_Mach_oper_drivers,M_Tot_Labourers,M_Tot_Occu_ID_NS,M_Tot_Tot,F15_19_Managers,F15_19_Professionals,F15_19_TechnicTrades_Wrs,F15_19_CommunPersnlSvc_W,F15_19_ClericalAdminis_W,F15_19_Sales_W,F15_19_Mach_oper_drivers,F15_19_Labourers,F15_19_Occu_ID_NS,F15_19_Tot,F20_24_Managers,F20_24_Professionals,F20_24_TechnicTrades_W,F20_24_CommunPersnlSvc_W,F20_24_ClericalAdminis_W,F20_24_Sales_W,F20_24_Mach_oper_drivers,F20_24_Labourers,F20_24_Occu_ID_NS,F20_24_Tot,F25_34_Managers,F25_34_Professionals,F25_34_TechnicTrades_W,F25_34_CommunPersnlSvc_W,F25_34_ClericalAdminis_W,F25_34_Sales_W,F25_34_Mach_oper_drivers,F25_34_Labourers,F25_34_Occu_ID_NS,F25_34_Tot,F35_44_Managers,F35_44_Professionals,F35_44_TechnicTrades_W,F35_44_CommunPersnlSvc_W,F35_44_ClericalAdminis_W,F35_44_Sales_W,F35_44_Mach_oper_drivers,F35_44_Labourers,F35_44_Occu_ID_NS,F35_44_Tot,F45_54_Managers,F45_54_Professionals,F45_54_TechnicTrades_W,F45_54_CommunPersnlSvc_W,F45_54_ClericalAdminis_W,F45_54_Sales_W,F45_54_Mach_oper_drivers,F45_54_Labourers,F45_54_Occu_ID_NS,F45_54_Tot,F55_64_Managers,F55_64_Professionals,F55_64_TechnicTrades_W,F55_64_CommunPersnlSvc_W,F55_64_ClericalAdminis_W,F55_64_Sales_W,F55_64_Mach_oper_drivers,F55_64_Labourers,F55_64_Occu_ID_NS,F55_64_Tot,F65_74_Managers,F65_74_Professionals,F65_74_TechnicTrades_W,F65_74_CommunPersnlSvc_W,F65_74_ClericalAdminis_W,F65_74_Sales_W,F65_74_Mach_oper_drivers,F65_74_Labourers,F65_74_Occu_ID_NS,F65_74_Tot,F75_84_Managers,F75_84_Professionals,F75_84_TechnicTrades_W,F75_84_CommunPersnlSvc_W,F75_84_ClericalAdminis_W,F75_84_Sales_W,F75_84_Mach_oper_drivers,F75_84_Labourers,F75_84_Occu_ID_NS,F75_84_Tot,F85ov_Managers,F85ov_Professionals,F85ov_TechnicTrades_W,F85ov_CommunPersnlSvc_W,F85ov_ClericalAdminis_W,F85ov_Sales_W,F85ov_Mach_oper_drivers,F85ov_Labourers,F85ov_Occu_ID_NS,F85ov_Tot,F_Tot_Managers,F_Tot_Professionals,F_Tot_TechnicTrades_W,F_Tot_CommunPersnlSvc_W,F_Tot_ClericalAdminis_W,F_Tot_Sales_W,F_Tot_Mach_oper_drivers,F_Tot_Labourers,F_Tot_Occu_ID_NS,F_Tot_Tot
SAL12460,0,0,0,0,0,0,0,9,0,12,0,0,3,0,0,0,0,0,0,6,4,3,3,0,0,0,3,0,0,14,8,5,6,3,0,0,3,4,0,19,4,0,3,0,0,0,4,0,0,13,3,4,7,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,14,14,8,0,0,8,7,4,81,0,0,0,0,0,4,0,3,0,3,0,4,0,6,0,0,0,0,0,9,0,6,4,0,0,0,0,0,0,13,3,7,3,3,3,0,0,0,0,22,8,5,0,0,4,0,0,0,0,15,4,0,0,0,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,22,7,8,10,4,0,7,0,67
SAL12461,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,4,6,0,14,3,0,5,0,0,0,3,4,0,11,0,3,0,0,0,0,4,5,0,13,4,3,3,0,0,3,4,0,0,15,0,3,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,14,4,0,3,13,17,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,4,0,0,5,0,0,0,0,16,0,6,5,0,5,0,0,5,0,15,0,3,0,0,0,0,0,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,7,8,7,5,12,0,48
SAL12462,0,4,17,9,0,7,0,10,0,36,5,18,18,15,0,6,6,3,4,76,14,25,20,9,7,4,4,11,5,100,43,34,25,4,6,4,3,5,0,125,80,53,31,8,11,10,11,12,6,221,34,39,24,15,13,6,12,13,0,157,7,12,5,0,3,3,5,5,5,44,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,185,188,145,49,34,43,44,53,19,765,0,0,0,4,4,18,4,5,0,30,4,18,0,14,9,13,0,3,0,64,10,47,0,15,14,7,0,0,3,104,37,65,3,17,22,8,0,0,0,159,40,84,5,22,61,9,0,0,3,229,9,44,8,16,48,9,0,4,0,142,0,11,0,7,16,3,0,0,3,48,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,99,275,20,104,177,72,5,16,15,778
SAL12463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL12464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL12465,0,0,0,0,0,0,0,7,0,11,0,0,9,0,0,5,3,3,0,18,0,3,8,0,0,3,0,9,0,29,0,0,14,6,0,0,3,0,0,25,3,0,19,3,7,0,11,11,0,54,7,5,9,3,0,3,14,3,0,47,7,4,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,14,65,15,3,11,34,34,5,200,0,0,0,0,0,0,0,6,0,14,0,0,0,4,6,5,0,4,0,13,0,7,4,7,3,12,0,3,6,39,0,7,4,6,9,6,0,6,0,31,4,3,0,13,6,6,0,3,0,34,0,3,0,3,8,5,0,8,0,33,0,5,0,4,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,25,13,41,29,29,0,35,4,178
SAL12466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,15
SAL12467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,5,3,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,0,0,13
SAL12468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,0,0,0,0,4,3,0,7,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,5,10,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,11,0,0,0,0,24
SAL12470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,4,0,0,0,0,0,0,10,0,0,4,0,0,0,0,3,0,8,4,0,5,4,0,3,0,0,0,17,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,22,5,5,3,5,6,3,59,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,4,0,4,0,3,0,0,0,12,0,0,0,3,6,0,0,0,0,10,0,3,0,0,3,6,0,0,0,18,0,0,0,6,0,6,0,0,0,18,0,0,0,4,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,4,15,13,17,0,9,0,67
SAL12471,0,0,9,4,0,4,0,3,0,31,0,0,14,6,0,8,0,5,0,30,6,14,26,3,0,5,7,5,0,62,13,12,23,7,8,0,3,8,0,70,18,13,15,11,0,8,6,15,3,96,16,18,18,8,0,3,5,15,3,89,3,6,6,4,0,0,0,7,0,24,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,61,62,109,40,18,31,29,54,9,408,5,0,0,15,0,6,0,0,0,29,0,4,0,5,0,3,0,4,0,18,6,11,3,7,10,3,0,0,0,45,9,25,8,12,16,9,0,4,0,82,11,23,3,17,26,7,0,0,0,100,11,30,0,15,25,9,0,5,0,102,4,4,0,3,8,0,0,4,0,24,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,41,103,17,69,92,48,0,25,7,404
SAL12472,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,8,0,0,4,0,0,0,0,0,0,8,0,5,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,11,0,0,0,6,9,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,9,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,4,5,0,0,5,0,20
SAL12473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6
SAL12474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,5,7,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,7,0,0,0,3,3,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,5,0,0,0,0,17
SAL12475,0,0,3,0,0,0,0,5,0,10,0,0,6,0,0,0,0,0,0,9,3,8,3,0,0,0,0,0,0,19,0,0,6,0,0,0,7,0,0,14,15,9,6,0,0,0,0,0,0,34,8,0,9,0,4,3,5,5,0,21,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,31,14,33,0,4,7,13,12,3,113,0,0,0,0,0,0,0,0,0,11,0,0,0,3,0,0,0,0,0,11,0,3,0,7,0,0,0,3,0,13,0,5,0,6,0,0,0,5,0,18,4,5,0,4,6,0,0,0,0,27,0,5,3,6,3,0,0,6,0,22,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,22,3,27,25,8,0,11,0,97
SAL12476,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,3,0,14
SAL12477,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,7,0,6,0,0,0,6,3,0,21,0,0,0,0,0,0,0,4,0,9,0,3,5,0,0,0,3,6,0,18,9,0,8,0,0,0,0,5,0,21,8,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,30,0,19,0,0,3,11,25,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,15,0,0,0,3,3,5,0,0,0,11,0,3,0,5,0,0,0,0,0,17,4,6,0,3,6,0,0,4,4,20,5,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,16,19,0,9,8,4,0,9,3,77
SAL12478,0,6,8,5,5,9,0,14,0,41,3,13,12,9,4,14,5,5,0,69,21,38,27,11,0,8,6,8,3,125,33,51,29,8,12,0,10,11,5,151,37,55,24,6,6,6,14,3,7,156,28,42,18,9,9,4,7,5,0,111,3,18,10,3,0,0,3,7,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,215,116,54,33,34,48,47,17,694,0,3,0,4,4,24,0,6,0,43,0,10,3,21,9,14,0,0,0,63,17,60,7,24,31,3,0,0,0,142,34,64,9,16,26,9,0,0,0,155,26,67,0,23,35,12,0,0,0,176,15,38,4,14,28,6,0,5,4,103,0,8,0,6,4,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,249,30,105,137,56,0,20,3,701
SAL12479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,4,5,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10
SAL12480,0,0,0,0,0,3,0,0,0,8,0,0,3,0,0,0,0,5,0,11,0,4,3,0,0,0,8,0,0,15,4,0,0,0,0,0,0,0,0,15,10,0,0,0,0,0,6,3,0,21,5,0,0,0,0,4,0,5,0,20,10,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,4,13,5,0,3,17,10,0,93,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,3,3,0,0,0,0,0,0,0,13,3,4,0,0,0,0,0,0,0,8,7,7,0,0,0,0,0,0,0,23,6,4,0,0,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,17,3,4,3,5,3,7,0,71
SAL12481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5
SAL12482,0,0,3,0,0,0,0,5,0,12,3,0,5,0,0,0,0,3,0,18,3,3,9,0,3,0,0,8,0,29,11,3,6,0,0,0,3,0,0,34,10,0,7,0,0,0,9,0,0,32,18,8,5,0,8,0,4,5,0,48,6,0,0,0,0,0,0,0,0,13,5,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,66,13,40,3,12,6,19,24,4,183,0,0,0,0,0,0,0,7,0,15,0,3,4,3,0,4,0,0,0,25,3,9,0,3,0,0,0,0,0,23,3,4,0,6,3,0,0,3,0,23,12,9,3,4,14,4,0,5,3,41,12,9,4,0,7,0,4,6,0,41,0,5,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,34,13,24,31,14,3,12,4,171
SAL12483,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,4,0,15,0,0,12,0,0,0,0,9,0,29,11,5,6,0,3,0,13,8,0,52,4,0,11,0,3,0,11,18,0,56,13,0,4,0,0,0,8,6,0,33,12,0,3,0,0,0,9,4,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,13,43,5,7,4,38,52,10,213,0,0,0,0,0,0,0,0,0,6,0,0,6,9,0,0,0,3,0,15,0,8,0,4,8,7,0,4,0,30,6,7,0,7,8,0,0,0,0,39,8,6,5,3,9,3,0,0,0,43,0,14,0,0,3,0,0,0,0,29,9,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,38,10,29,30,13,0,17,5,169
SAL12484,6,0,14,0,0,5,0,15,0,33,0,0,17,4,0,0,9,11,0,42,5,5,23,3,5,0,29,11,0,78,5,5,18,0,0,9,21,12,0,66,16,4,19,10,0,3,23,15,0,89,10,8,20,7,0,0,21,19,0,85,11,4,4,4,0,3,5,3,0,36,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,51,28,116,26,10,18,102,75,8,431,0,0,0,8,0,10,0,3,0,31,4,8,0,13,0,5,0,3,0,31,4,17,4,19,5,10,3,5,0,74,0,12,0,21,13,14,0,10,0,86,11,18,3,19,18,18,3,11,3,95,4,11,3,24,25,7,0,7,0,80,9,10,0,5,9,0,0,0,0,22,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,33,74,17,104,65,57,9,45,6,413
SAL12485,5,4,23,20,5,24,7,23,0,106,28,59,47,45,14,25,13,9,7,245,300,689,173,69,71,82,29,44,22,1480,394,505,105,31,67,83,20,14,31,1255,282,359,68,28,43,41,16,13,17,865,253,244,34,23,30,27,9,16,15,653,63,96,12,11,17,15,7,12,3,234,14,22,0,0,3,6,0,0,0,52,4,0,0,0,0,0,0,0,0,10,1338,1976,462,226,247,303,108,141,104,4906,0,8,4,38,7,35,3,7,0,105,32,106,12,64,42,36,4,8,9,315,318,828,48,110,139,106,10,16,14,1589,314,483,24,58,124,47,3,13,9,1076,196,298,15,54,120,40,4,7,10,736,122,221,4,26,124,29,6,6,3,536,24,53,0,15,39,8,0,3,5,151,5,9,0,0,14,4,0,0,0,33,0,0,0,0,0,0,0,0,0,4,1009,2006,100,359,613,313,25,65,56,4547
SAL12486,0,3,10,3,4,21,8,16,0,68,0,16,23,13,10,25,3,8,3,104,53,129,104,26,29,29,24,22,4,428,126,175,66,27,26,28,16,14,9,473,116,99,56,11,31,16,28,11,7,380,56,53,39,11,11,13,23,26,4,232,6,20,14,3,5,6,12,4,0,72,5,5,3,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,361,493,323,96,123,128,118,97,26,1763,0,3,0,14,4,34,0,7,0,70,13,20,6,28,13,16,3,10,0,102,85,193,21,56,66,39,4,4,9,467,106,154,19,46,83,31,0,9,3,441,73,133,15,47,80,29,4,5,10,395,20,71,7,25,61,16,7,7,0,218,3,16,4,7,22,7,0,5,0,64,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,304,590,66,219,332,164,21,50,22,1760
