SAL_CODE_2021,CF_C_BPBO_DC_0_4,CF_C_BPBO_DC_5_9,CF_C_BPBO_DC_10_12,CF_C_BPBO_DC_13_14,CF_C_BPBO_DC_15_17,CF_C_BPBO_DC_18_20,CF_C_BPBO_DC_21_24,CF_C_BPBO_Tot,CF_C_FBO_DC_0_4,CF_C_FBO_DC_5_9,CF_C_FBO_DC_10_12,CF_C_FBO_DC_13_14,CF_C_FBO_DC_15_17,CF_C_FBO_DC_18_20,CF_C_FBO_DC_21_24,CF_C_FBO_Tot,CF_C_MBO_DC_0_4,CF_C_MBO_DC_5_9,CF_C_MBO_DC_10_12,CF_C_MBO_DC_13_14,CF_C_MBO_DC_15_17,CF_C_MBO_DC_18_20,CF_C_MBO_DC_21_24,CF_C_MBO_Tot,CF_C_BPBAu_DC_0_4,CF_C_BPBAu_DC_5_9,CF_C_BPBAu_DC_10_12,CF_C_BPBAu_DC_13_14,CF_C_BPBAu_DC_15_17,CF_C_BPBAu_DC_18_20,CF_C_BPBAu_DC_21_24,CF_C_BPBAu_Tot,CF_C_BP_NS_DC_0_4,CF_C_BP_NS_DC_5_9,CF_C_BP_NS_DC_10_12,CF_C_BP_NS_DC_13_14,CF_C_BP_NS_DC_15_17,CF_C_BP_NS_DC_18_20,CF_C_BP_NS_DC_21_24,CF_C_BP_NS_Tot,CF_C_Tot_DC_0_4,CF_C_Tot_DC_5_9,CF_C_Tot_DC_10_12,CF_C_Tot_DC_13_14,CF_C_Tot_DC_15_17,CF_C_Tot_DC_18_20,CF_C_Tot_DC_21_24,CF_C_Tot_Tot,One_PF_BPBO_DC_0_4,One_PF_BPBO_DC_5_9,One_PF_BPBO_DC_10_12,One_PF_BPBO_DC_13_14,One_PF_BPBO_DC_15_17,One_PF_BPBO_DC_18_20,One_PF_BPBO_DC_21_24,One_PF_BPBO_Tot,One_PF_FBO_DC_0_4,One_PF_FBO_DC_5_9,One_PF_FBO_DC_10_12,One_PF_FBO_DC_13_14,One_PF_FBO_DC_15_17,One_PF_FBO_DC_18_20,One_PF_FBO_DC_21_24,One_PF_FBO_Tot,One_PF_MBO_DC_0_4,One_PF_MBO_DC_5_9,One_PF_MBO_DC_10_12,One_PF_MBO_DC_13_14,One_PF_MBO_DC_15_17,One_PF_MBO_DC_18_20,One_PF_MBO_DC_21_24,One_PF_MBO_Tot,One_PF_BPBAu_DC_0_4,One_PF_BPBAu_DC_5_9,One_PF_BPBAu_DC_10_12,One_PF_BPBAu_DC_13_14,One_PF_BPBAu_DC_15_17,One_PF_BPBAu_DC_18_20,One_PF_BPBAu_DC_21_24,One_PF_BPBAu_Tot,One_PF_BP_NS_DC_0_4,One_PF_BP_NS_DC_5_9,One_PF_BP_NS_DC_10_12,One_PF_BP_NS_DC_13_14,One_PF_BP_NS_DC_15_17,One_PF_BP_NS_DC_18_20,One_PF_BP_NS_DC_21_24,One_PF_BP_NS_Tot,One_PF_Tot_DC_0_4,One_PF_Tot_DC_5_9,One_PF_Tot_DC_10_12,One_PF_Tot_DC_13_14,One_PF_Tot_DC_15_17,One_PF_Tot_DC_18_20,One_PF_Tot_DC_21_24,One_PF_Tot_Tot,Tot_DC_0_4,Tot_DC_5_9,Tot_DC_10_12,Tot_DC_13_14,Tot_DC_15_17,Tot_DC_18_20,Tot_DC_21_24,Tot_Tot
SAL14163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,5,4,0,0,0,0,0,13,0,0,0,0,0,0,0,0,9,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,4,0,0,0,0,0,18
SAL14164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,9
SAL14165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,0,3,0,12,0,0,0,0,0,0,0,0,0,3,5,6,0,3,0,12,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,4,4,5,9,0,3,0,20
SAL14166,9,14,3,3,4,0,0,37,14,12,3,3,6,5,0,38,12,18,7,0,5,5,0,48,50,43,22,22,24,8,4,177,0,0,0,0,0,0,0,0,83,85,34,31,42,18,3,305,0,6,0,0,5,0,5,14,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,3,6,7,4,3,3,6,0,18,0,0,0,0,0,0,0,0,6,11,9,5,9,7,5,39,84,96,46,41,49,21,10,347
SAL14167,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,3,41,73,29,18,20,8,0,187,0,0,0,0,0,0,0,0,42,78,31,20,23,8,0,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,20,15,9,3,12,3,0,67,0,0,0,0,0,0,0,0,22,19,14,9,15,3,0,78,65,96,46,28,37,4,0,270
SAL14168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,11,4,5,0,0,26,0,0,0,0,0,0,0,0,5,8,11,4,5,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,12,4,10,11,8,5,0,0,36
SAL14169,11,11,8,4,11,5,0,41,10,17,14,11,10,5,0,66,12,7,10,9,9,0,3,53,148,126,81,59,62,23,7,514,4,4,0,0,0,0,0,7,189,165,119,81,87,33,16,680,0,0,4,4,0,0,0,10,5,11,7,7,3,0,0,39,0,5,6,3,4,0,0,14,88,105,78,54,50,12,3,386,3,6,9,4,6,0,0,23,101,132,101,67,58,11,8,469,287,294,222,144,142,38,20,1151
SAL14170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,3,3,0,0,0,0,0,6
SAL14171,29,27,13,13,12,3,0,88,24,21,9,11,12,11,0,83,31,25,14,7,10,5,0,86,233,286,161,96,141,60,33,1011,0,0,0,0,0,0,0,3,318,354,199,125,170,75,36,1270,0,4,0,0,0,0,0,9,9,8,5,0,12,3,0,41,0,7,4,0,6,5,0,31,43,81,41,42,53,17,12,295,0,0,0,0,0,0,0,3,48,105,59,54,79,30,12,375,366,456,260,180,254,95,39,1650
SAL14172,6,3,4,0,0,5,0,9,4,0,0,3,0,0,0,8,0,0,0,0,5,0,0,7,25,20,21,16,13,3,0,89,0,0,0,0,0,0,0,0,34,19,22,17,16,7,0,117,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,3,0,0,0,0,0,3,16,8,6,3,3,0,0,39,0,0,0,0,0,0,0,0,12,13,9,4,3,0,0,48,51,30,28,20,22,7,0,161
SAL14173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL14174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,6,4,0,0,0,0,10,0,0,0,0,0,0,0,0,3,6,4,4,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,4,0,0,0,16
SAL14175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,6,4,3,0,14,0,0,0,0,0,0,0,0,4,4,0,6,4,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,4,3,0,6,4,3,0,20
SAL14176,0,0,3,0,0,0,0,11,4,4,0,0,0,0,0,11,0,0,3,0,3,0,0,15,70,50,26,8,11,3,0,172,0,0,0,0,0,0,0,4,77,61,35,13,17,7,0,209,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,17,14,16,0,7,4,0,58,0,0,0,0,0,0,0,0,18,17,16,0,7,4,0,66,100,76,49,18,29,6,0,271
SAL14177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,4,4,0,0,0,20,0,0,0,0,0,0,0,0,4,8,4,4,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,4,3,0,0,22
SAL14178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,6
SAL14179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3,4,0,0,0,20,0,0,0,0,0,0,0,0,7,5,3,4,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,5,3,4,0,3,0,21
SAL14180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,3,0,0,0,22,0,0,0,0,0,0,0,0,7,5,4,3,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,4,3,0,0,0,24
SAL14181,0,3,0,0,0,0,0,7,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,19,13,9,16,13,0,0,69,0,0,0,0,0,0,0,0,24,18,12,16,15,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,10,19,18,14,16,13,0,0,82
SAL14182,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4
SAL14183,54,91,46,29,52,40,19,332,16,14,17,11,5,16,10,87,16,26,14,9,9,4,5,84,34,49,38,21,45,36,17,241,0,0,0,0,0,0,0,0,118,183,108,76,111,98,51,745,4,14,14,8,20,4,0,66,0,0,0,4,0,0,0,8,0,0,0,0,3,3,0,8,6,5,4,3,4,7,4,35,0,0,0,0,0,0,0,3,5,16,18,21,29,21,6,117,129,197,130,95,142,109,60,864
SAL14184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,5,7,5,0,0,23,0,0,0,0,0,0,0,0,3,8,5,7,5,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,5,6,3,5,0,0,27
SAL14185,44,48,23,16,23,11,9,175,25,17,8,9,9,3,0,71,12,17,14,3,7,0,0,54,99,72,52,37,37,5,3,297,0,0,4,6,0,0,0,7,172,156,103,65,79,18,11,613,7,5,3,9,3,3,0,36,7,9,5,0,0,4,0,33,5,3,4,9,0,0,3,30,68,73,29,29,27,0,0,224,7,3,0,4,3,0,0,15,90,97,51,51,42,11,6,337,263,254,154,114,122,32,18,949
SAL14186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL14187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4
SAL14188,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,6,0,0,0,0,3,0,0,0,9,4,5,0,9,0,0,35,0,0,0,0,0,0,0,0,11,8,8,3,10,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,11,12,15,12,3,10,0,0,51
SAL14189,0,7,3,0,0,0,0,12,0,0,0,5,0,0,0,3,7,0,0,0,0,0,0,12,45,39,31,17,12,5,0,156,0,0,0,0,0,0,0,0,57,50,37,19,14,7,0,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,18,6,3,3,0,0,59,3,3,0,0,0,0,0,4,21,22,7,8,6,0,0,62,77,72,45,28,20,5,0,252
SAL14190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,3,8,6,7,8,0,0,31,0,0,0,0,0,0,0,0,5,7,6,7,8,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,13,10,4,10,8,0,0,40
SAL14191,97,126,81,43,55,27,19,443,55,56,40,24,28,9,3,219,69,83,48,33,25,6,6,275,249,275,160,101,149,50,12,1003,0,0,0,0,0,0,0,0,480,532,322,198,259,93,41,1937,3,7,7,3,15,4,0,41,11,15,13,14,10,3,3,60,3,4,7,5,4,0,5,35,9,33,36,36,39,15,6,174,0,0,0,0,0,0,0,0,27,62,63,59,64,25,12,311,508,595,382,261,323,122,57,2249
SAL14192,3,8,5,3,3,0,0,28,11,16,14,14,5,5,0,63,20,16,10,5,3,0,0,45,109,122,50,47,55,20,15,413,0,0,0,0,0,0,0,0,135,155,83,66,73,25,19,551,0,0,0,0,0,0,0,4,4,0,0,0,3,0,0,9,7,0,0,3,0,0,0,10,12,11,8,9,13,0,0,53,0,0,0,0,0,0,0,5,17,14,12,12,16,7,0,79,148,169,94,79,84,29,20,627
SAL14193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,6,7,6,0,0,0,28,0,0,0,0,0,0,0,0,10,6,8,3,4,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,8,3,4,0,0,28
SAL14194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL14195,260,213,81,67,71,34,23,759,32,13,7,0,3,0,0,57,15,8,8,3,0,0,0,31,12,14,6,8,6,3,0,49,4,12,0,0,0,0,0,13,320,251,102,76,82,41,24,903,33,39,22,19,24,17,11,160,5,13,0,3,5,3,0,36,4,13,4,4,0,0,0,29,27,19,6,10,8,5,0,80,13,8,4,3,4,0,0,30,80,101,45,34,43,24,14,348,403,351,155,111,122,65,35,1247
SAL14196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL14197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,9
SAL14198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,0,5,5,0,0,0,0,11
SAL14199,18,24,14,5,11,0,5,77,13,15,13,3,8,0,0,53,14,15,8,6,3,0,3,52,115,105,63,37,35,16,9,383,0,0,0,0,0,0,0,3,166,165,99,53,58,20,14,573,3,0,6,4,0,0,0,13,6,4,0,6,10,0,0,21,0,4,3,4,7,0,5,26,86,74,44,27,22,14,5,275,4,0,0,0,3,0,0,7,100,79,59,45,42,17,7,350,263,240,158,95,102,36,22,916
SAL14200,0,0,0,0,3,5,0,6,0,0,6,0,0,0,0,4,4,0,0,0,0,3,0,8,22,22,14,7,15,5,6,89,0,0,0,0,0,0,0,0,28,25,18,11,12,9,6,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,9,5,10,3,0,0,21,0,0,0,0,0,0,0,0,0,6,3,10,5,0,0,28,33,34,22,19,20,11,5,139
SAL14201,321,145,53,24,36,18,14,613,66,16,3,3,5,0,0,96,68,17,8,3,0,0,0,103,108,30,13,3,10,3,0,171,0,0,0,0,0,0,0,0,562,213,85,38,48,23,23,991,23,17,21,18,18,18,22,134,12,8,0,4,7,0,0,30,14,5,13,3,0,3,3,37,29,41,20,19,10,4,4,129,0,3,3,3,0,0,0,15,79,75,61,49,36,27,28,353,641,295,147,85,84,49,43,1341
SAL14202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,3,4,0,13
SAL14203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,4,0,5,0,0,0,12
SAL14204,4,3,0,0,0,0,0,6,0,0,0,0,3,0,0,7,3,0,0,0,3,0,0,6,52,49,41,34,33,7,0,210,0,0,0,0,0,0,0,0,56,56,39,35,43,7,0,229,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,5,12,9,5,9,0,0,35,0,0,0,0,0,0,0,6,5,13,8,5,11,0,0,42,56,68,53,42,51,7,0,271
SAL14205,0,4,7,4,4,3,5,35,0,0,3,3,9,0,5,20,4,3,0,3,6,3,4,26,15,19,8,0,10,8,0,57,0,0,0,0,0,0,0,0,22,30,23,15,23,16,13,138,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,6,0,0,0,0,5,0,0,4,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,4,0,3,0,3,22,19,36,27,15,29,16,17,161
SAL14206,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9
SAL14207,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3
SAL14208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,10,7,8,0,0,34,0,0,0,0,0,0,0,0,11,6,10,7,8,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,11,4,10,6,8,0,0,35
SAL14209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,4,0,6,0,0,34,0,0,4,0,0,0,0,4,5,13,9,0,6,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,13,12,5,5,0,0,40
SAL14210,129,187,112,72,88,73,60,723,39,72,42,27,26,11,5,224,59,48,29,15,14,6,8,189,344,308,149,90,106,64,23,1081,0,0,0,0,3,0,0,6,573,621,333,205,235,155,102,2223,0,15,14,6,13,7,5,70,8,19,9,7,10,3,0,56,6,11,3,3,3,0,7,35,38,50,30,17,21,13,5,170,0,0,0,0,0,0,0,5,56,93,61,38,44,27,14,338,635,711,395,238,282,185,115,2562
SAL14211,0,0,0,0,0,0,0,5,3,5,5,0,0,3,0,19,4,4,9,0,10,0,0,22,45,76,48,35,34,20,8,261,0,0,0,0,0,0,0,0,56,83,62,36,49,19,8,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,6,0,6,0,0,26,0,0,0,0,0,0,0,0,9,13,6,0,6,0,0,27,61,93,68,40,54,22,8,341
SAL14212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL14213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0,19,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,7,3,0,0,0,16
SAL14214,5,9,3,0,0,0,0,19,12,11,3,6,0,0,0,33,29,12,7,0,3,0,0,56,194,193,135,91,107,18,3,737,3,0,5,0,0,0,0,6,241,224,147,93,117,15,11,847,0,0,0,0,0,0,0,0,7,3,4,3,3,0,0,22,0,3,0,0,0,0,0,8,88,130,84,62,54,11,0,442,7,9,0,0,0,0,0,17,106,144,93,68,55,14,0,490,343,371,245,167,172,29,8,1340
SAL14215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL14216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,5,0,0,4,3,3,0,10
SAL14217,76,60,28,22,22,19,4,222,33,32,11,9,19,9,0,112,29,29,17,8,11,11,3,107,97,85,40,30,34,8,4,304,3,3,0,0,0,0,0,7,237,217,95,67,91,41,12,753,3,3,7,0,5,3,0,33,0,0,5,9,3,3,0,18,0,4,3,0,3,0,0,12,4,15,12,0,11,3,6,50,0,3,0,0,0,0,0,3,8,22,25,20,26,9,7,119,241,240,121,86,115,49,16,869
SAL14218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,6,4,0,5,0,0,0,13
SAL14219,40,28,23,7,12,14,8,131,16,23,11,4,4,0,0,62,32,11,6,3,7,5,0,61,47,31,23,10,12,8,6,134,0,0,0,0,0,0,0,0,135,101,51,28,38,27,12,387,0,4,0,4,3,7,4,21,0,0,4,0,5,3,3,16,0,0,5,0,0,0,0,8,0,0,5,7,3,0,0,17,0,0,0,0,0,0,0,0,6,11,16,10,8,11,7,65,140,106,65,36,43,40,21,458
