SAL_CODE_2021,CF_no_children_F,CF_no_children_P,CF_ChU15_a_DSs_a_NdCh_F,CF_ChU15_a_DSs_a_NdCh_P,CF_ChU15_a_DSs_a_no_NdCh_F,CF_ChU15_a_DSs_a_no_NdCh_P,CF_ChU15_a_no_DSs_a_NdCh_F,CF_ChU15_a_no_DSs_a_NdCh_P,CF_ChU15_a_no_DSs_a_no_NdCh_F,CF_ChU15_a_no_DSs_a_no_NdCh_P,CF_ChU15_a_Total_F,CF_ChU15_a_Total_P,CF_no_ChU15_a_DSs_a_NdCh_F,CF_no_ChU15_a_DSs_a_NdCh_P,CF_no_ChU15_a_DSs_a_no_NdCh_F,CF_no_ChU15_a_DSs_a_no_NdCh_P,CF_no_ChU15_a_no_DSs_a_NdCh_F,CF_no_ChU15_a_no_DSs_a_NdCh_P,CF_no_ChU15_a_Total_F,CF_no_ChU15_a_Total_P,CF_Total_F,CF_Total_P,OPF_ChU15_a_DSs_a_NdCh_F,OPF_ChU15_a_DSs_a_NdCh_P,OPF_ChU15_a_DSs_a_no_NdCh_F,OPF_ChU15_a_DSs_a_no_NdCh_P,OPF_ChU15_a_no_DSs_a_NdCh_F,OPF_ChU15_a_no_DSs_a_NdCh_P,OPF_ChU15_a_no_DSs_no_NdCh_F,OPF_ChU15_a_no_DSs_no_NdCh_P,OPF_ChU15_a_Total_F,OPF_ChU15_a_Total_P,OPF_no_ChU15_a_DSs_a_NdCh_F,OPF_no_ChU15_a_DSs_a_NdCh_P,OPF_no_ChU15_a_DSs_no_NdCh_F,OPF_no_ChU15_a_DSs_no_NdCh_P,OPF_no_ChU15_no_DSs_a_NdCh_F,OPF_no_ChU15_no_DSs_a_NdCh_P,OPF_no_ChU15_a_Total_F,OPF_no_ChU15_a_Total_P,OPF_Total_F,OPF_Total_P,Other_family_F,Other_family_P,Total_F,Total_P
SAL12489,12,19,0,0,3,8,0,0,5,15,4,26,0,0,0,3,0,3,0,10,9,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,56
SAL12490,14,34,0,0,0,0,0,0,6,12,6,12,0,0,0,3,4,8,0,12,6,24,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0,0,22,64
SAL12491,37,82,0,0,3,21,0,3,34,128,37,151,0,11,0,14,4,24,13,42,49,201,0,0,0,3,0,0,3,8,3,11,0,0,0,0,4,9,4,9,7,17,0,0,104,301
SAL12492,112,226,0,0,0,0,0,0,32,130,32,130,4,8,0,8,12,40,12,51,49,179,0,0,0,0,0,0,12,28,12,28,0,0,0,0,14,28,16,26,25,56,0,3,190,462
SAL12493,19,30,0,0,0,6,0,0,4,7,4,14,0,0,3,10,3,9,5,14,6,23,0,0,0,0,0,0,4,7,4,7,0,0,0,0,0,3,0,3,3,6,0,0,26,69
SAL12494,114,231,4,43,26,147,11,55,81,332,128,581,13,55,13,50,41,147,70,253,197,833,4,12,0,3,0,4,11,24,10,37,0,0,3,4,21,35,19,50,39,86,0,3,350,1154
SAL12495,631,1279,27,156,92,451,18,93,518,2032,658,2732,44,200,62,211,201,675,304,1079,963,3810,9,53,28,101,19,69,121,337,167,562,22,70,30,57,192,432,239,559,405,1116,46,97,2050,6305
SAL12496,11,25,0,15,3,8,0,3,7,27,11,47,0,5,0,0,4,11,3,11,16,58,0,0,0,0,0,0,0,4,0,11,0,0,0,0,0,4,0,4,3,13,0,0,29,95
SAL12497,29,53,0,0,9,26,4,13,24,99,35,133,4,8,6,10,4,13,6,32,40,171,0,0,0,0,0,0,4,11,4,11,0,0,3,4,5,7,0,12,7,20,0,0,77,244
SAL12498,307,612,7,45,53,249,16,85,232,925,318,1297,18,83,44,148,97,305,159,538,476,1831,5,24,11,33,5,38,71,197,94,292,13,43,19,55,87,193,118,283,214,578,10,22,1007,3044
SAL12499,0,0,0,0,0,3,0,0,0,5,3,10,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8
SAL12500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12501,5,14,0,0,0,0,0,0,6,10,6,10,0,3,0,0,0,5,0,13,6,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,35
SAL12502,212,419,4,6,13,55,7,17,92,349,114,429,6,26,16,47,35,117,54,189,165,617,0,0,0,7,4,11,50,148,57,164,8,17,0,10,41,90,45,113,110,275,11,24,498,1332
SAL12503,24,40,0,6,4,17,0,5,10,24,10,53,0,0,0,0,7,13,8,21,13,70,0,0,0,4,0,0,0,6,0,3,0,0,0,0,0,0,0,0,4,9,0,0,44,120
SAL12504,31,67,0,0,4,14,0,18,9,21,12,43,0,0,3,10,8,24,7,33,18,76,0,3,0,0,0,0,0,0,4,3,0,0,0,0,4,9,4,9,6,10,0,0,58,161
SAL12505,5,11,0,14,0,0,0,0,0,8,5,22,0,0,3,9,0,0,3,9,9,30,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,3,0,3,0,11,0,0,15,46
SAL12506,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,0,4,6,12
SAL12507,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6
SAL12508,80,170,0,8,10,55,0,4,48,177,60,239,9,26,10,32,27,83,39,133,99,376,0,0,0,0,0,5,13,33,15,37,0,0,0,3,16,29,13,31,26,69,3,3,213,618
SAL12509,22,39,0,0,0,8,0,4,6,20,8,26,0,3,6,16,6,25,10,43,18,69,0,0,0,0,0,0,0,3,0,3,0,6,0,3,0,6,3,7,3,10,0,0,43,120
SAL12510,57,113,3,22,4,11,9,26,39,174,54,232,0,11,3,17,21,79,35,110,80,343,0,5,0,0,0,0,3,21,11,26,4,6,0,0,12,27,12,30,26,51,5,9,164,521
SAL12511,3095,6225,25,133,358,1592,51,202,2029,7682,2460,9614,191,819,379,1355,602,1965,1180,4139,3636,13756,7,33,61,187,15,55,362,900,444,1173,44,138,158,353,601,1322,802,1807,1249,2978,169,351,8154,23306
SAL12512,58,126,0,13,10,32,0,0,22,98,38,149,11,56,6,15,20,55,37,125,69,277,0,0,0,0,0,0,6,13,6,13,0,0,0,0,5,10,3,13,7,23,0,0,143,422
SAL12513,48,87,0,0,8,23,3,11,27,110,32,143,7,19,4,8,9,20,14,49,48,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,0,3,0,4,97,290
SAL12514,2907,5809,21,132,208,924,30,160,1516,5572,1783,6792,98,426,177,612,470,1569,743,2603,2525,9394,7,45,58,180,17,54,347,817,425,1089,42,157,118,266,494,1114,656,1532,1078,2621,173,367,6678,18200
SAL12515,885,1819,23,132,242,1122,39,203,2078,7886,2385,9344,68,286,124,437,168,558,354,1283,2744,10627,8,43,21,74,14,55,131,383,175,557,16,50,17,44,102,243,140,344,314,899,37,82,3975,13428
SAL12516,1242,2510,5,46,103,468,15,67,901,3354,1027,3933,54,212,159,544,257,816,466,1576,1496,5510,0,11,30,94,11,36,149,351,188,492,13,31,81,182,145,325,239,539,430,1032,63,139,3238,9188
SAL12517,18,39,0,0,0,12,0,8,15,54,16,63,5,17,0,0,8,19,10,30,24,94,0,0,0,0,0,0,0,3,0,3,0,5,0,0,3,4,4,12,3,13,0,0,45,147
SAL12518,7,13,0,0,0,0,0,0,6,13,6,13,0,0,0,0,4,6,4,6,5,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,37
SAL12519,6,19,0,0,0,11,0,0,4,19,11,31,0,0,0,0,0,4,0,4,6,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,51
SAL12520,16,37,0,0,0,4,0,4,7,44,13,53,0,3,0,0,8,32,15,35,27,91,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,3,11,3,11,0,0,46,138
SAL12521,40,77,0,0,0,12,0,10,26,102,31,121,0,3,0,0,11,27,8,37,38,152,4,10,0,3,0,0,3,17,8,30,0,0,0,0,10,10,9,16,17,43,4,7,94,285
SAL12522,63,130,0,8,0,14,0,14,18,79,24,114,5,9,4,12,19,61,20,78,47,191,0,0,0,0,0,0,0,8,0,8,0,0,0,0,5,8,5,8,8,17,0,0,115,340
SAL12523,150,297,3,10,14,59,5,30,93,367,114,473,5,20,9,29,26,88,37,132,154,607,0,4,4,8,0,3,24,87,28,99,4,12,6,3,22,48,30,61,57,165,0,3,363,1066
SAL12524,756,1522,28,160,99,473,29,128,470,1809,627,2562,64,268,82,271,242,760,385,1303,1011,3868,8,31,21,91,23,96,179,446,232,672,15,35,27,56,142,328,180,418,412,1091,27,53,2204,6527
SAL12525,15,27,0,0,0,0,0,0,6,27,6,27,0,0,0,0,0,6,0,6,9,29,0,0,0,0,0,0,5,3,5,3,0,0,0,0,0,0,0,0,5,3,0,0,27,64
SAL12526,13,23,0,0,0,8,0,0,7,27,7,38,0,0,0,6,4,10,5,19,17,58,0,0,0,0,0,0,0,3,0,3,0,0,0,0,4,8,4,8,4,13,0,5,29,91
SAL12527,18,45,0,0,5,18,0,5,11,53,21,76,0,6,3,9,4,7,7,15,22,99,0,0,0,0,0,0,4,10,0,13,0,0,0,0,0,0,0,0,7,12,0,0,50,160
SAL12528,200,400,0,9,11,45,0,7,117,450,133,505,4,19,12,28,29,77,40,121,171,623,0,0,4,16,0,0,19,44,24,60,0,3,15,33,27,54,42,93,66,147,8,17,452,1192
SAL12529,2708,5510,10,55,135,609,32,161,1256,4532,1430,5365,73,302,133,450,323,1073,526,1822,1960,7182,6,18,23,75,7,22,180,448,208,556,20,70,66,143,283,634,363,838,578,1397,233,498,5478,14591
SAL12530,121,244,5,25,23,106,0,7,59,257,87,397,10,52,20,69,31,91,63,208,147,607,0,3,3,6,0,6,8,30,15,45,3,4,0,0,8,22,13,29,24,76,0,3,302,933
SAL12531,6,14,0,0,0,4,0,0,4,12,4,19,0,3,0,0,0,0,0,3,9,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,34
SAL12532,126,245,3,14,10,52,5,17,43,172,61,257,4,6,5,10,20,61,26,78,80,333,0,0,0,7,6,15,11,30,22,57,0,0,8,10,14,23,11,33,35,90,3,4,246,680
SAL12533,25,46,0,0,3,19,0,4,4,13,4,35,3,4,0,3,0,3,6,11,11,51,0,0,0,0,0,0,0,3,0,3,0,0,0,4,0,4,4,5,3,14,0,0,39,104
SAL12534,761,1535,12,67,106,490,25,117,651,2531,801,3212,89,368,150,530,322,1069,558,1968,1354,5178,4,25,35,108,11,47,148,379,196,555,29,89,60,133,218,475,306,705,498,1262,46,100,2663,8079
SAL12535,12,25,0,0,0,0,0,0,7,31,7,31,0,0,0,4,0,5,0,9,10,34,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,5,11,0,0,20,64
SAL12536,9,23,0,0,0,5,0,0,6,29,9,29,0,6,0,0,5,8,4,15,14,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,67
SAL12537,12,27,0,0,0,0,0,0,10,36,11,42,0,0,0,0,0,3,0,3,14,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,0,0,22,74
SAL12538,7,14,0,0,0,3,0,0,4,27,5,30,0,0,0,0,0,0,0,0,5,30,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,13,40
SAL12539,8,17,0,0,0,0,0,0,0,12,0,12,0,0,0,3,0,0,0,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,4,0,3,18,40
SAL12540,1002,2013,4,33,61,276,16,88,575,2154,656,2551,20,78,53,172,118,377,188,627,844,3174,3,15,24,69,14,42,187,462,227,587,12,31,45,107,188,421,250,564,475,1147,63,129,2389,6467
SAL12541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12542,7,19,0,0,0,0,0,5,3,20,7,28,0,0,0,0,0,3,0,3,7,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,47
SAL12543,9,9,0,0,0,4,0,0,0,0,0,4,0,3,0,0,0,0,0,3,0,5,0,0,0,0,0,0,3,9,3,9,0,0,0,0,0,0,0,0,3,9,0,0,9,28
SAL12544,182,365,0,3,13,56,4,10,126,456,141,527,10,27,7,27,19,56,33,105,178,634,0,0,6,11,0,4,43,104,49,115,0,9,6,20,41,89,50,108,99,225,16,28,469,1247
SAL12545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12546,191,384,0,4,9,49,3,16,118,470,132,537,6,41,17,47,30,102,56,184,187,724,0,0,8,33,0,10,40,101,49,142,0,10,9,19,47,94,55,118,103,264,12,23,495,1399
SAL12547,14,34,0,3,0,18,0,0,14,60,17,77,0,6,0,0,0,3,3,12,20,95,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,40,129
SAL12548,167,350,0,12,18,79,0,0,191,702,209,795,7,14,20,73,21,78,46,171,255,962,0,0,4,13,0,0,35,83,44,100,0,3,7,19,21,56,30,76,74,182,8,24,509,1512
SAL12549,0,3,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10
SAL12550,37,74,0,0,12,47,0,0,15,67,29,114,6,11,0,0,5,17,11,29,34,143,0,0,0,0,0,0,3,6,3,6,0,0,0,0,5,13,5,13,3,18,3,5,84,238
SAL12551,13,33,0,0,0,5,0,7,3,26,13,35,0,0,0,0,3,6,3,6,11,40,0,0,0,0,0,0,5,7,5,7,0,0,0,0,4,7,4,7,8,16,0,4,34,91
SAL12552,207,417,12,50,23,89,13,52,209,841,254,1037,21,70,19,60,84,263,117,395,367,1431,0,0,11,37,5,17,48,133,72,193,7,13,9,16,61,137,79,168,142,360,5,11,719,2218
SAL12553,34,69,0,4,3,15,0,6,15,62,23,94,7,21,4,10,13,34,15,62,38,152,0,0,0,0,0,5,6,15,7,21,0,0,0,0,5,7,5,7,8,28,0,0,86,249
SAL12554,24,53,0,0,0,11,0,0,13,62,17,68,0,0,0,0,3,7,3,7,19,81,0,0,0,0,0,0,3,8,6,6,0,0,0,0,9,15,9,15,9,20,0,3,54,157
SAL12555,111,229,5,20,21,83,0,4,47,189,67,293,4,13,9,31,27,86,37,128,105,423,0,0,0,0,0,4,3,3,0,3,0,6,0,5,13,27,16,28,16,35,3,5,240,695
SAL12556,14,22,0,0,0,0,0,0,5,31,5,31,0,0,0,0,0,3,0,3,8,32,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,9,0,9,0,3,25,66
SAL12557,399,791,0,14,12,52,0,0,82,292,95,349,12,39,20,70,29,97,61,209,154,559,0,0,5,4,0,3,16,39,18,53,0,4,9,24,19,38,30,67,52,113,11,28,623,1493
SAL12558,9,17,0,0,0,0,0,0,6,27,6,27,0,0,0,0,0,0,0,0,7,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,0,0,17,43
SAL12559,53,102,0,5,5,40,0,11,23,84,30,134,0,3,6,9,9,11,8,30,38,163,0,0,0,0,0,5,3,9,5,12,0,0,0,0,4,15,4,15,9,28,0,4,99,291
SAL12560,791,1600,0,0,19,86,5,3,361,1223,379,1312,7,29,35,122,39,117,84,274,459,1586,0,0,7,27,0,9,55,115,61,148,10,18,25,51,52,122,81,186,149,335,44,89,1442,3613
SAL12561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12562,10,12,0,0,0,7,0,0,0,7,0,10,0,0,0,0,5,9,5,9,10,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,14,39
SAL12563,92,183,0,8,5,6,5,11,22,78,26,97,5,12,5,18,8,24,18,49,39,145,0,0,0,13,0,0,8,18,11,28,0,8,0,3,11,19,8,25,25,60,7,6,160,391
SAL12564,1153,2319,31,170,147,695,55,255,843,3356,1083,4483,74,305,99,337,267,860,442,1495,1525,5977,8,42,41,146,12,49,190,537,252,779,19,51,41,87,151,328,205,461,462,1238,14,35,3154,9576
SAL12565,22,47,0,0,0,0,0,4,9,46,11,50,0,0,0,14,4,12,5,26,15,72,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,40,125
SAL12566,49,103,0,5,4,21,0,3,23,91,29,118,3,24,3,15,6,29,17,67,46,183,0,0,0,0,0,0,0,3,0,3,0,0,5,6,4,20,8,24,11,29,0,4,110,317
SAL12567,17,38,0,7,3,10,0,0,7,28,10,38,0,4,5,13,3,8,6,23,18,60,0,0,0,5,0,0,3,9,3,12,0,0,0,3,0,5,5,4,6,22,0,0,43,120
SAL12568,29,61,0,5,0,0,0,0,7,27,11,34,0,0,0,3,6,14,4,16,12,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,7,9,0,0,46,124
SAL12569,0,0,0,0,0,0,0,0,3,8,3,8,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
SAL12570,16,30,0,0,0,10,0,0,0,12,3,17,3,10,3,8,0,4,8,21,9,42,0,0,0,0,0,0,0,5,0,5,0,0,0,0,7,7,7,7,6,14,0,0,30,81
SAL12571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12572,7,20,0,0,0,0,0,0,4,14,4,14,0,0,0,0,0,0,0,0,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,29
SAL12573,120,245,0,3,22,101,0,9,226,836,254,944,8,35,12,43,12,37,30,110,278,1061,0,6,0,3,0,0,16,32,18,42,0,0,0,0,9,11,9,11,23,59,0,7,425,1369
SAL12574,205,411,3,10,36,170,3,16,153,567,193,769,27,92,34,113,57,187,114,393,307,1163,0,0,10,27,3,11,17,58,34,101,0,0,3,5,22,57,29,60,61,160,12,21,581,1759
SAL12575,14,26,0,0,0,0,0,0,5,13,3,14,0,0,0,0,0,3,0,3,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,17,44
SAL12576,8,18,0,0,0,13,0,0,6,20,8,38,0,0,0,0,0,4,4,5,12,43,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,6,0,0,25,68
SAL12577,18,38,0,0,3,14,4,9,13,40,14,73,0,3,0,10,3,10,7,28,25,92,0,0,0,0,0,0,0,7,0,7,0,0,0,3,0,5,3,6,3,13,0,3,52,147
SAL12578,904,1807,23,131,157,709,32,138,784,3065,983,4038,144,627,157,553,380,1264,683,2451,1667,6486,9,36,27,96,13,47,119,319,168,502,38,115,46,96,192,435,268,641,439,1140,21,41,3029,9485
SAL12579,162,322,5,25,22,86,0,0,50,229,77,344,12,48,7,28,47,159,67,240,142,583,0,0,0,0,0,0,7,13,7,13,0,0,5,4,8,8,5,15,9,31,0,0,316,931
SAL12580,18,42,0,3,4,9,0,3,10,37,12,57,0,8,0,0,3,13,8,27,19,84,0,0,0,0,0,3,3,16,8,24,0,5,0,0,0,5,5,10,15,35,0,0,53,162
SAL12581,55,109,6,8,5,9,3,18,36,158,44,201,0,6,5,12,11,45,22,66,63,260,0,0,0,0,0,5,12,27,12,35,0,4,9,16,9,13,16,33,26,66,3,9,145,438
SAL12582,56,118,0,0,0,8,0,6,20,72,22,83,0,0,0,0,10,30,10,30,30,109,0,0,0,5,0,7,18,45,22,62,0,5,0,0,8,21,9,19,29,83,0,5,118,310
SAL12583,17,27,0,0,5,15,0,0,7,20,8,36,0,0,0,5,5,6,4,10,9,46,0,0,0,0,0,0,0,8,0,8,0,0,0,0,5,3,5,3,0,12,0,4,33,87
SAL12584,1310,2604,14,82,171,783,18,61,690,2736,889,3664,82,337,180,621,202,617,457,1572,1345,5239,6,19,32,97,3,13,113,266,158,397,26,85,49,108,108,223,185,418,341,814,49,102,3047,8755
SAL12585,127,253,0,3,26,119,3,25,140,564,175,705,10,39,23,78,28,88,57,200,229,910,0,0,4,20,0,0,11,28,16,48,3,10,5,7,10,21,22,38,36,90,4,7,397,1256
SAL12586,562,1109,0,7,23,74,7,30,146,569,178,686,4,15,18,56,50,147,72,228,247,911,0,0,12,35,0,9,61,156,81,206,6,10,19,30,57,111,77,158,148,358,15,30,973,2408
SAL12587,18,39,0,0,6,17,0,0,7,41,13,57,6,9,0,4,0,4,7,11,16,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,39,108
SAL12588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12589,5,11,0,0,0,5,0,0,4,11,9,20,0,0,0,0,4,5,4,5,8,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,35
SAL12590,80,160,0,0,3,19,0,8,27,117,32,147,4,6,6,17,14,52,22,78,55,224,0,0,0,0,0,3,4,18,6,21,0,0,0,0,5,8,5,8,12,29,0,0,149,407
SAL12591,6,8,0,0,0,0,0,0,0,8,0,8,0,0,0,4,0,6,3,3,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,22
SAL12592,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
SAL12593,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
SAL12594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,5
SAL12595,8,16,0,0,0,0,0,0,6,15,6,15,0,0,0,0,0,0,0,0,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,29
SAL12596,215,423,4,31,19,87,5,43,95,377,123,529,9,19,14,43,23,79,45,141,170,673,0,0,5,20,6,7,38,108,49,138,0,4,3,17,18,44,22,64,70,204,4,7,457,1306
SAL12597,17,27,0,0,0,3,0,0,9,33,9,37,0,0,0,3,4,3,3,4,15,49,0,0,0,0,0,0,4,3,4,3,0,0,0,0,0,0,0,0,0,7,0,0,27,79
SAL12598,4,15,0,0,0,0,0,0,3,18,3,18,0,3,0,3,0,4,3,10,4,28,0,0,0,0,0,0,0,10,0,10,0,0,0,0,4,6,4,6,3,12,0,0,22,55
SAL12599,1913,3913,121,756,359,1913,114,582,2118,8624,2719,11885,234,1134,233,859,846,3038,1310,5031,4031,16913,30,154,73,300,32,146,410,1183,552,1774,86,292,125,291,637,1531,843,2113,1394,3890,216,479,7552,25197
SAL12600,432,895,21,145,96,511,32,181,370,1570,532,2408,45,217,53,190,179,626,276,1037,805,3443,3,33,23,93,12,50,106,290,147,463,24,89,35,76,148,348,207,520,353,979,33,68,1623,5388
SAL12601,41,84,0,0,0,23,0,3,12,57,21,81,0,7,0,4,3,20,12,36,27,111,0,0,0,0,0,3,8,19,5,26,0,0,0,0,0,8,0,8,9,28,0,0,81,226
SAL12602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12603,482,981,11,74,34,158,23,110,266,1036,337,1376,20,89,24,73,101,334,149,505,487,1876,0,15,17,64,22,76,138,370,177,533,8,24,21,50,100,224,125,298,303,831,27,54,1295,3742
SAL12604,13,25,0,0,0,4,0,0,4,13,4,15,0,0,0,0,0,4,0,4,4,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,43
SAL12605,18,28,0,4,0,0,0,8,10,37,13,50,0,3,0,0,4,8,0,10,14,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,33,96
SAL12606,5,9,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12
SAL12607,0,4,0,0,0,0,0,0,5,17,5,17,0,0,0,0,0,0,0,0,5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,18
SAL12608,8,18,0,0,0,0,0,0,0,4,0,4,0,0,0,6,0,0,0,6,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,21
SAL12609,72,140,3,27,9,35,5,15,49,206,62,278,3,7,4,7,12,41,21,57,79,338,0,0,0,0,0,3,4,15,8,22,0,6,0,0,6,16,5,19,12,37,0,5,170,519
SAL12610,49,102,0,0,6,32,0,16,16,65,24,117,5,16,6,15,10,37,19,61,45,175,0,0,0,10,0,0,3,8,4,14,0,0,0,0,8,15,9,15,10,29,0,4,111,306
SAL12611,38,70,0,4,0,16,0,11,22,77,25,109,0,9,3,9,4,14,11,33,39,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,212
SAL12612,12,24,0,0,0,3,0,5,0,6,5,11,0,0,0,3,0,0,0,4,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,5,3,5,0,0,19,46
SAL12613,111,224,0,0,26,124,0,6,102,401,136,536,14,59,36,131,38,129,87,316,224,853,0,0,3,9,0,7,10,25,13,43,0,4,10,33,10,28,28,61,41,102,0,4,379,1179
SAL12614,102,211,0,4,21,107,6,34,53,238,79,383,9,54,19,63,41,140,71,256,153,639,0,0,0,4,0,0,7,16,13,26,0,13,0,0,17,28,17,46,29,67,0,5,287,925
SAL12615,13,26,0,0,0,0,0,6,4,14,5,21,0,0,4,9,3,7,8,19,14,35,0,0,0,5,0,0,0,3,3,9,0,0,0,0,0,0,0,0,3,9,0,3,22,69
SAL12616,5,15,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,9,7,11,9,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,29
SAL12617,18,31,0,0,0,3,0,0,8,37,11,41,0,0,0,0,4,12,4,12,15,55,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,4,0,4,4,8,0,4,34,95
SAL12618,316,640,24,163,136,689,31,153,752,3089,946,4091,59,286,56,208,144,507,258,996,1204,5083,4,22,22,81,9,26,96,289,128,424,17,54,21,47,75,186,113,294,245,718,15,35,1780,6477
SAL12619,3,5,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12
