SAL_CODE_2021,P_85ov_DNPCC,P_85ov_UCC_NS,P_85ov_Total,P_Tot_CF_Own_CCO,P_Tot_CF_Oth_CCO,P_Tot_CF_Own_CC_Oth_CC,P_Tot_CF_Total,P_Tot_DNPCC,P_Tot_UCC_NS,P_Tot_Total
SAL13620,5,0,5,26,10,0,36,117,9,167
SAL13621,81,13,91,528,243,18,789,1923,128,2843
SAL13622,3,0,4,13,16,0,27,64,5,95
SAL13623,8,0,8,25,9,0,29,197,25,257
SAL13624,0,0,0,4,0,0,4,38,0,49
SAL13625,0,0,0,0,0,0,0,31,0,32
SAL13626,0,0,0,63,22,0,81,143,24,246
SAL13627,0,0,0,18,7,0,32,70,8,110
SAL13628,26,0,28,2604,304,65,2976,3824,210,7006
SAL13629,9,0,9,71,10,5,88,161,3,253
SAL13630,5,0,8,86,18,7,108,248,60,417
SAL13631,3,0,3,116,33,4,154,203,43,401
SAL13632,0,0,0,14,4,0,17,43,12,73
SAL13633,0,0,0,6,0,0,8,11,0,15
SAL13634,0,0,0,14,0,0,16,32,11,55
SAL13635,0,0,0,38,7,4,43,147,28,222
SAL13636,0,0,0,21,4,0,26,63,9,99
SAL13637,3,0,3,14,6,0,21,76,11,110
SAL13638,32,3,37,444,152,29,617,1314,154,2080
SAL13639,38,14,51,816,182,23,1026,2307,114,3450
SAL13640,0,0,0,7,3,0,10,15,0,22
SAL13641,9,0,11,75,40,3,120,277,13,402
SAL13642,0,0,0,46,23,0,69,157,21,249
SAL13643,10,0,10,372,145,9,529,828,59,1408
SAL13644,383,72,461,1397,405,39,1835,4937,263,7037
SAL13645,0,0,0,23,7,0,27,103,10,142
SAL13646,26,0,26,946,225,22,1197,3116,241,4558
SAL13647,124,18,136,3524,928,74,4530,10438,805,15779
SAL13648,0,0,0,5,0,0,5,8,4,12
SAL13649,3,0,3,39,8,0,49,144,18,206
SAL13650,0,0,0,0,0,0,0,0,0,0
SAL13651,127,9,134,393,187,24,602,2015,153,2769
SAL13652,30,4,38,1337,271,25,1634,3248,201,5085
SAL13653,48,6,52,126,62,6,192,719,40,949
SAL13654,640,41,683,4040,626,33,4703,9546,350,14602
SAL13655,80,0,79,802,110,6,921,1548,39,2515
SAL13656,115,86,203,789,202,6,1003,3926,370,5290
SAL13657,25,6,32,998,103,5,1114,4951,369,6429
SAL13658,145,33,181,2108,319,38,2463,6809,1164,10438
SAL13659,40,5,42,546,58,7,613,2405,136,3151
SAL13660,0,0,0,3,10,0,18,57,0,75
SAL13661,3,0,5,20,0,0,30,84,37,147
SAL13662,10,0,10,89,35,3,132,315,15,467
SAL13663,7,0,7,30,8,0,36,89,4,124
SAL13664,48,5,51,2138,266,23,2433,4573,221,7229
SAL13665,107,15,130,1204,136,10,1350,4953,327,6626
SAL13666,0,0,0,9,4,0,12,48,4,66
SAL13667,0,0,0,4,0,0,9,34,0,47
SAL13668,15,35,52,277,81,9,367,818,89,1270
SAL13669,4,0,4,109,44,6,151,233,15,400
SAL13670,0,0,0,0,0,0,0,8,0,8
SAL13671,0,0,0,0,0,0,0,3,0,0
SAL13672,0,0,0,10,4,0,9,10,0,23
SAL13673,0,0,0,8,0,0,8,16,5,21
SAL13674,0,0,0,16,3,0,19,84,4,112
SAL13675,3,0,5,40,21,5,63,214,23,298
SAL13676,0,0,0,23,9,0,27,41,0,68
SAL13677,61,68,137,551,314,26,891,2265,271,3430
SAL13678,0,0,0,7,0,0,6,30,13,54
SAL13679,0,0,0,91,39,3,132,364,75,572
SAL13680,0,0,0,6,6,0,17,99,16,127
SAL13681,5,0,5,3,0,0,7,11,4,21
SAL13682,5,0,5,14,9,0,25,106,14,142
SAL13683,0,0,0,34,10,0,49,68,10,127
SAL13684,0,0,0,14,0,0,15,26,8,49
SAL13685,0,0,0,3,4,0,8,17,0,22
SAL13686,0,0,0,0,0,0,3,4,0,7
SAL13687,0,0,3,29,12,0,34,85,16,136
SAL13688,0,0,0,17,8,0,22,42,4,67
SAL13689,3,0,6,29,19,4,47,121,16,179
SAL13690,650,45,704,2991,690,32,3712,17897,1382,22989
SAL13691,66,0,72,655,92,10,750,2092,117,2961
SAL13692,30,7,37,148,43,5,196,558,63,814
SAL13693,0,0,0,3,0,0,3,18,0,23
SAL13694,5,0,5,26,6,0,32,151,19,205
SAL13695,0,0,0,21,18,0,44,135,30,203
SAL13696,16,0,16,92,39,3,132,466,58,658
SAL13697,0,0,0,41,11,3,59,135,17,209
SAL13698,0,0,0,14,0,0,15,23,0,38
SAL13699,72,0,76,673,174,25,869,2358,291,3517
SAL13700,0,0,0,12,8,0,21,37,0,55
SAL13701,4,0,4,21,4,0,26,61,17,98
SAL13702,122,22,145,1193,145,8,1346,4644,297,6290
SAL13703,3,0,3,45,10,5,61,122,4,186
SAL13704,0,0,0,3,6,0,9,52,8,74
SAL13705,60,9,62,391,119,9,518,1622,131,2276
SAL13706,3,0,3,37,12,0,53,140,5,191
SAL13707,0,0,0,4,4,0,9,54,18,86
SAL13708,0,0,0,0,0,0,0,34,0,38
SAL13709,16,0,16,56,35,0,89,291,18,400
SAL13710,36,13,47,162,60,8,228,935,74,1243
SAL13711,0,0,0,12,6,0,23,27,0,46
SAL13712,52,7,57,212,101,11,323,1173,157,1650
SAL13713,17,0,17,186,85,8,286,810,92,1185
SAL13714,185,47,231,1037,226,15,1286,12440,1225,14950
SAL13715,177,58,234,347,180,14,547,2643,302,3486
SAL13716,279,55,333,2077,306,18,2402,6905,459,9771
SAL13717,10,3,11,213,109,12,329,836,146,1316
SAL13718,9,0,9,56,29,3,93,295,42,430
SAL13719,3,0,3,33,15,0,51,197,34,284
SAL13720,6,0,6,57,15,0,78,175,41,296
SAL13721,0,0,0,17,4,4,22,57,4,85
SAL13722,6,0,6,4,0,0,13,13,8,32
SAL13723,0,0,0,4,0,0,0,8,0,9
SAL13724,4,3,3,12,7,0,16,154,14,191
SAL13725,0,0,0,0,0,0,0,0,0,0
SAL13726,197,38,237,590,282,20,889,3206,267,4362
SAL13727,15,0,15,95,36,3,139,345,22,507
SAL13728,0,0,0,3,6,0,8,29,4,39
SAL13729,22,0,23,163,9,0,173,768,23,971
SAL13730,95,17,115,1131,169,3,1307,13197,1313,15816
SAL13731,5,0,13,747,99,7,847,3083,303,4234
SAL13732,497,46,549,1814,413,23,2255,6272,372,8895
SAL13733,81,4,87,523,144,7,673,1891,106,2670
SAL13734,0,0,0,15,3,0,19,18,0,40
SAL13735,0,0,0,6,4,0,10,21,0,34
SAL13736,0,0,0,22,0,0,26,30,0,57
SAL13737,8,3,4,277,88,12,380,737,61,1174
SAL13738,0,0,0,46,24,0,66,312,62,440
SAL13739,5,0,5,108,46,3,165,294,15,475
SAL13740,4,0,4,42,14,0,60,158,3,216
SAL13741,0,0,0,0,0,0,0,24,0,29
SAL13742,80,11,91,1099,210,41,1350,2890,197,4435
SAL13743,0,0,0,29,11,0,43,151,19,213
SAL13744,0,0,0,0,0,0,0,10,3,17
SAL13745,5,3,8,16,9,0,26,141,31,198
SAL13746,0,0,0,29,7,0,39,79,3,116
SAL13747,12,0,12,1617,145,29,1798,2706,316,4814
SAL13748,0,0,0,35,12,0,45,82,14,135
SAL13749,8,0,10,139,36,5,182,497,63,743
SAL13750,0,0,0,0,0,0,0,0,0,0
SAL13751,0,0,0,4,0,0,4,20,5,21
SAL13752,6,0,6,5,3,0,10,46,4,65
SAL13753,5,0,5,97,38,0,133,710,47,888
SAL13754,0,0,0,6,4,0,8,20,9,35
SAL13755,5,0,5,10,3,0,19,68,10,95
SAL13756,3,0,0,13,8,0,14,57,6,78
SAL13757,11,0,12,260,44,3,312,858,75,1248
SAL13758,0,0,0,10,3,0,14,69,5,88
SAL13759,9,0,9,37,8,0,40,144,41,225
SAL13760,0,0,0,0,0,0,0,25,8,30
SAL13761,0,0,0,3,4,0,11,22,13,42
SAL13762,23,11,36,12,4,0,21,106,34,164
SAL13763,0,0,0,21,4,0,28,57,10,89
SAL13764,85,10,98,440,158,23,623,1929,148,2697
SAL13765,0,0,0,22,7,0,33,105,17,155
SAL13766,0,0,0,7,3,0,10,26,0,38
SAL13767,0,0,0,0,0,0,0,0,0,0
SAL13768,0,0,0,25,12,0,33,81,23,135
SAL13769,0,0,0,0,4,0,4,9,3,15
SAL13770,7,0,7,80,60,0,145,377,19,534
SAL13771,0,0,0,6,6,0,16,20,0,33
SAL13772,0,0,0,7,0,0,7,17,3,29
SAL13773,0,0,0,85,23,5,116,255,32,402
SAL13774,19,0,21,44,34,0,85,242,23,348
SAL13775,0,0,0,25,11,0,34,94,15,150
SAL13776,0,0,0,0,0,0,0,13,5,13
SAL13777,4,0,4,29,4,0,37,106,17,160
SAL13778,13,0,13,53,29,4,88,227,25,339
SAL13779,648,125,776,1950,808,110,2867,9609,1283,13761
SAL13780,3,0,3,36,20,3,55,210,24,289
SAL13781,187,112,301,201,65,0,268,1166,216,1653
SAL13782,0,0,0,21,6,0,26,110,8,149
SAL13783,12,0,8,54,32,0,87,200,14,299
SAL13784,102,50,161,341,113,3,456,1259,128,1846
SAL13785,0,0,0,13,3,0,19,65,0,86
SAL13786,31,8,43,247,114,11,369,1007,61,1436
SAL13787,24,0,27,289,47,11,347,997,41,1382
SAL13788,0,0,0,33,4,0,38,130,16,188
SAL13789,52,7,61,188,116,6,314,984,65,1363
SAL13790,44,0,44,487,168,13,665,1265,66,1999
SAL13791,4,0,4,17,12,0,27,59,20,108
SAL13792,0,0,4,15,3,0,23,77,10,113
SAL13793,0,0,0,3,0,0,3,41,7,51
SAL13794,177,61,239,177,144,10,332,2549,222,3100
SAL13795,38,3,42,361,133,13,521,1271,108,1899
SAL13796,10,0,6,97,49,6,141,315,46,505
SAL13797,121,15,136,968,147,9,1118,2992,281,4389
SAL13798,3,0,5,27,11,0,40,152,38,235
SAL13799,193,26,214,607,280,22,909,2748,212,3874
SAL13800,38,0,46,680,75,8,766,2014,127,2902
SAL13801,0,0,0,0,0,0,0,6,0,6
SAL13802,58,5,63,462,224,23,713,1677,128,2513
SAL13803,0,0,0,16,3,0,19,27,0,52
SAL13804,11,0,11,53,24,0,74,236,5,319
SAL13805,22,0,26,233,45,0,274,700,41,1014
SAL13806,4,3,3,9,4,0,10,15,9,31
SAL13807,139,17,160,468,156,24,639,2550,280,3467
SAL13808,94,6,101,504,146,28,686,1337,109,2122
SAL13809,3,0,3,26,11,5,39,123,20,185
SAL13810,7,0,10,29,22,0,51,192,28,266
SAL13811,0,0,0,5,0,0,5,4,0,15
SAL13812,0,0,0,35,19,3,54,161,19,233
SAL13813,0,0,0,3,0,0,3,9,0,11
SAL13814,0,0,0,4,0,0,9,19,4,32
SAL13815,0,0,0,14,3,3,18,56,8,77
SAL13816,7,0,7,67,19,0,85,133,11,231
SAL13817,57,8,63,623,213,19,856,1676,113,2652
SAL13818,0,0,0,0,0,0,0,3,0,3
SAL13819,120,8,131,571,139,10,715,1790,70,2577
SAL13820,200,34,233,2251,634,34,2919,6963,573,10453
SAL13821,0,0,0,9,0,0,11,32,26,68
SAL13822,3,0,0,47,17,4,68,169,12,256
SAL13823,0,3,3,15,8,0,18,45,8,67
SAL13824,0,0,0,3,3,0,8,10,0,19
SAL13825,0,0,0,35,12,5,44,68,5,121
SAL13826,7,3,9,60,27,4,93,239,46,377
SAL13827,0,0,0,18,8,0,22,51,0,75
SAL13828,0,0,0,0,0,0,0,0,0,0
SAL13829,4,0,4,8,3,0,14,41,0,53
SAL13830,0,0,0,24,8,0,30,61,17,108
SAL13831,0,0,0,8,0,0,6,13,4,24
SAL13832,3,0,3,46,21,3,74,183,17,276
SAL13833,0,0,0,0,0,0,0,0,0,0
SAL13834,111,24,135,445,146,18,609,2807,327,3738
SAL13835,33,9,41,232,77,5,323,954,101,1380
SAL13836,0,0,0,0,0,0,0,4,0,5
SAL13837,0,0,0,0,0,0,0,0,0,0
SAL13838,0,0,0,20,7,0,30,28,5,58
SAL13839,0,0,0,0,0,0,0,3,0,5
SAL13840,0,0,0,0,0,0,0,0,0,0
SAL13841,4,0,4,7,6,0,9,24,0,38
SAL13842,23,0,24,233,110,15,359,1432,77,1868
SAL13843,31,0,27,136,67,7,201,616,40,859
SAL13844,4,0,4,50,13,0,64,131,15,213
SAL13845,0,0,0,15,6,0,22,32,3,62
SAL13846,0,0,0,5,0,0,5,15,0,20
SAL13847,27,0,33,631,139,12,779,1455,104,2339
SAL13848,0,0,0,0,0,0,0,0,0,0
SAL13849,0,0,0,6,0,0,6,70,3,83
SAL13850,0,0,0,25,13,0,43,126,28,201
SAL13851,134,8,142,4616,394,36,5047,6103,372,11518
SAL13852,0,0,0,18,9,0,30,102,13,146
SAL13853,3,0,3,5,0,0,5,22,7,31
SAL13854,43,4,49,221,76,13,311,663,65,1032
SAL13855,4,0,4,14,0,0,20,36,0,58
SAL13856,4,0,4,53,23,3,80,466,42,590
SAL13857,0,0,0,0,0,0,0,0,0,0
SAL13858,7,0,7,56,10,0,71,200,9,274
SAL13859,0,0,0,30,6,0,34,89,8,132
SAL13860,0,0,0,8,0,0,9,45,6,59
SAL13861,6,3,5,96,29,8,131,328,21,480
SAL13862,0,0,0,6,4,0,9,11,6,24
SAL13863,88,86,171,882,204,16,1101,2587,328,4018
SAL13864,112,21,137,1273,330,14,1622,3293,172,5083
SAL13865,4,0,4,48,15,4,59,172,13,250
SAL13866,150,11,161,1948,259,17,2231,4641,172,7038
SAL13867,62,5,65,2071,598,89,2760,5359,269,8383
SAL13868,3,0,5,40,9,0,50,194,125,367
SAL13869,8,4,8,530,102,34,661,1015,86,1760
SAL13870,0,0,0,19,13,0,35,65,12,112
SAL13871,0,0,0,0,4,0,8,17,5,25
SAL13872,0,0,0,0,5,0,5,18,13,29
SAL13873,87,22,107,2247,644,101,2996,5039,344,8380
SAL13874,0,0,0,6,0,0,6,10,0,13
SAL13875,0,0,0,0,0,0,0,7,0,7
SAL13876,0,0,0,5,9,0,9,20,4,34
SAL13877,0,0,0,18,8,0,22,60,0,80
SAL13878,0,0,0,22,3,0,27,43,5,69
SAL13879,0,0,0,0,0,0,0,0,0,0
SAL13880,20,6,21,303,72,15,389,1039,78,1502
SAL13881,0,0,0,5,4,0,9,69,10,91
SAL13882,3,0,3,4,4,0,13,33,0,45
SAL13883,0,0,0,0,0,0,0,0,0,0
SAL13884,0,0,0,5,0,0,5,26,12,40
SAL13885,0,0,0,12,0,0,11,13,3,32
SAL13886,0,0,0,4,0,0,5,9,0,9
SAL13887,4,0,0,21,7,0,29,59,10,101
SAL13888,0,0,0,14,0,0,15,25,3,37
SAL13889,0,0,0,3,3,0,9,6,13,25
SAL13890,0,0,0,9,4,0,12,26,12,56
SAL13891,16,0,20,91,55,0,146,424,66,642
SAL13892,25,0,25,367,144,11,522,1082,50,1652
SAL13893,23,3,21,182,66,11,259,636,72,962
SAL13894,0,0,0,0,0,0,0,4,0,4
SAL13895,10,4,11,114,42,4,159,313,27,505
SAL13896,5,0,5,85,32,6,114,217,13,342
SAL13897,0,0,0,0,0,0,5,3,0,4
SAL13898,0,0,0,3,3,0,10,21,0,33
SAL13899,0,0,0,0,0,0,0,3,0,3
SAL13900,3,0,5,41,14,0,59,128,14,203
SAL13901,0,0,0,0,0,0,0,20,0,23
SAL13902,0,0,0,0,3,0,3,40,5,42
SAL13903,92,20,116,316,142,26,483,1713,263,2460
SAL13904,0,0,0,0,0,0,0,0,0,0
SAL13905,43,4,45,478,193,28,699,1738,236,2671
SAL13906,0,0,0,0,0,0,0,0,0,0
SAL13907,5,0,5,19,11,0,29,166,56,247
SAL13908,29,0,29,147,64,10,225,754,71,1050
SAL13909,0,0,0,5,0,0,5,8,0,7
SAL13910,0,0,0,0,0,0,0,0,0,0
SAL13911,0,0,0,0,3,0,3,24,4,35
SAL13912,10,5,15,178,69,15,258,619,96,970
SAL13913,6,0,7,13,12,0,19,46,23,89
SAL13914,4,3,5,32,13,0,51,176,62,290
SAL13915,0,0,3,10,8,0,20,36,0,60
SAL13916,0,0,0,3,0,0,9,21,0,31
SAL13917,0,0,0,19,4,0,26,50,12,88
SAL13918,0,0,0,15,11,0,22,96,4,125
SAL13919,4,6,5,15,5,0,19,26,17,60
SAL13920,7,0,10,39,15,3,55,185,46,286
SAL13921,5,0,5,17,6,0,26,61,0,89
SAL13922,0,0,0,0,0,0,0,14,0,14
SAL13923,0,0,0,0,4,0,7,26,3,36
SAL13924,0,0,0,13,0,0,13,43,3,58
SAL13925,190,17,209,3147,425,23,3601,8514,805,12923
SAL13926,4,0,4,7,0,0,13,36,0,49
SAL13927,0,0,0,4,0,0,4,20,3,22
SAL13928,0,0,0,0,0,0,0,7,0,9
SAL13929,4,0,4,34,14,0,50,124,26,203
SAL13930,276,58,336,810,319,41,1170,3509,412,5096
SAL13931,0,0,0,7,0,0,10,29,10,45
SAL13932,0,0,5,29,18,3,52,107,15,178
SAL13933,0,0,0,10,3,0,17,29,3,46
SAL13934,21,0,20,65,29,0,101,362,23,485
SAL13935,0,0,0,9,0,0,12,29,11,49
SAL13936,247,43,294,694,374,29,1093,3689,316,5099
SAL13937,0,0,0,8,0,0,8,48,15,75
SAL13938,3,0,3,13,3,0,20,84,6,108
SAL13939,0,0,0,0,0,0,0,18,10,32
SAL13940,0,0,0,0,0,0,0,22,5,29
SAL13941,19,5,29,56,22,0,81,250,49,382
SAL13942,0,0,0,0,0,0,0,0,0,0
SAL13943,188,19,205,604,164,23,793,2759,290,3840
SAL13944,0,0,0,0,0,0,0,0,0,0
SAL13945,3,0,9,32,14,3,47,137,36,214
SAL13946,29,4,30,160,38,5,205,542,42,792
SAL13947,80,12,89,517,177,3,697,1918,127,2735
SAL13948,5,0,5,22,13,0,26,90,19,138
SAL13949,0,0,0,0,0,0,0,0,0,0
SAL13950,24,19,46,145,57,9,209,553,117,878
SAL13951,6,0,6,55,35,6,88,260,7,357
SAL13952,29,5,34,472,121,13,607,1773,355,2739
SAL13953,0,0,0,4,8,0,15,53,4,64
SAL13954,0,0,0,9,12,0,22,45,4,69
SAL13955,0,0,0,3,0,0,4,21,0,23
SAL13956,0,0,0,3,0,0,3,9,0,15
SAL13957,0,0,0,15,3,0,16,33,0,49
SAL13958,21,6,26,67,34,6,111,325,42,475
SAL13959,0,0,0,15,3,0,18,31,4,54
SAL13960,0,0,0,6,4,0,11,70,13,99
SAL13961,3,0,3,0,0,0,0,15,0,18
SAL13962,0,0,0,12,0,0,14,35,6,54
SAL13963,6,0,5,44,42,0,83,213,13,306
SAL13964,0,0,0,20,16,0,33,64,4,102
SAL13965,9,0,9,54,11,0,65,158,12,232
SAL13966,4,0,4,22,11,4,37,45,5,86
SAL13967,0,0,0,9,0,0,10,48,19,75
SAL13968,7,0,7,150,38,11,199,542,17,761
SAL13969,25,0,27,210,68,4,279,702,67,1047
SAL13970,0,0,0,11,10,0,18,32,8,68
SAL13971,5,0,5,9,8,0,19,37,3,56
SAL13972,5,12,16,55,9,0,61,185,50,300
SAL13973,0,0,0,0,0,0,0,0,0,0
SAL13974,7,0,7,43,21,3,69,140,17,225
SAL13975,7,0,7,38,15,9,60,117,25,197
SAL13976,9,0,9,441,64,13,523,815,38,1372
SAL13977,0,0,0,0,0,0,0,23,30,59
SAL13978,0,0,0,16,6,0,19,54,19,91
SAL13979,61,12,73,254,112,13,374,1070,126,1574
SAL13980,187,12,200,838,232,29,1095,3111,192,4401
SAL13981,10,0,10,30,11,3,48,118,10,170
SAL13982,6,0,8,82,25,0,109,221,21,358
SAL13983,0,0,0,0,0,0,6,16,0,15
SAL13984,185,9,199,956,378,40,1376,3576,371,5326
SAL13985,5,0,5,15,3,0,16,26,18,55
SAL13986,0,0,0,6,7,0,15,28,0,47
SAL13987,387,121,508,508,290,15,813,4522,427,5766
SAL13988,0,0,0,4,6,0,6,25,3,32
SAL13989,0,0,0,32,12,6,47,106,18,172
SAL13990,0,0,0,3,3,0,4,10,0,15
SAL13991,104,39,145,372,162,20,553,2289,156,2999
SAL13992,0,0,0,16,0,0,16,45,22,82
SAL13993,5,0,5,15,8,0,22,100,7,128
SAL13994,0,0,0,23,9,0,31,85,21,134
SAL13995,0,0,0,8,0,0,11,62,20,92
SAL13996,0,0,0,0,0,0,4,15,3,17
SAL13997,74,3,82,163,97,7,267,1741,146,2157
SAL13998,392,37,432,2705,490,23,3213,6942,250,10401
SAL13999,5,0,5,13,3,0,17,46,7,68
SAL14000,22,0,23,399,57,0,461,1630,150,2238
SAL14001,74,6,81,589,207,42,837,1930,109,2870
SAL14002,476,66,551,941,446,34,1422,6053,697,8170
SAL14003,464,56,514,918,337,35,1278,5111,471,6861
SAL14004,196,75,276,800,261,36,1099,3674,513,5289
SAL14005,0,0,0,0,0,0,0,17,4,21
SAL14006,3,0,5,12,4,0,22,88,22,133
SAL14007,0,0,0,0,0,0,0,0,0,0
SAL14008,0,0,0,0,0,0,0,0,0,0
SAL14009,0,0,0,5,0,0,6,15,15,32
SAL14010,0,0,0,9,0,0,14,29,3,46
SAL14011,0,0,0,10,7,0,16,138,24,179
SAL14012,0,0,5,70,16,4,90,295,36,431
SAL14013,0,0,0,11,7,0,19,88,10,114
SAL14014,0,0,0,28,8,0,34,43,9,84
SAL14015,0,0,0,19,11,0,34,127,9,163
SAL14016,0,0,0,12,13,0,26,53,17,91
SAL14017,0,0,0,0,3,0,5,23,12,35
SAL14018,4,5,11,88,37,3,127,351,86,563
SAL14019,0,0,3,17,9,0,32,105,21,155
SAL14020,0,0,4,7,4,0,14,28,29,72
SAL14021,241,40,283,918,410,41,1376,4352,432,6158
SAL14022,33,3,36,88,55,8,148,449,29,627
SAL14023,3,0,3,29,10,0,33,123,25,187
SAL14024,37,16,56,567,86,0,651,5707,568,6930
SAL14025,447,128,580,2880,742,72,3691,9580,953,14226
SAL14026,252,60,317,741,253,18,1012,3200,336,4548
SAL14027,0,0,0,0,0,0,0,20,0,16
SAL14028,0,0,0,0,0,0,3,15,4,28
SAL14029,12,0,8,47,16,0,68,234,31,336
SAL14030,0,0,0,0,0,0,0,14,0,14
SAL14031,0,0,0,3,0,0,3,9,0,14
SAL14032,0,0,0,3,4,0,5,16,0,18
SAL14033,0,0,0,34,14,0,44,173,37,255
SAL14034,0,0,0,0,0,0,0,5,0,5
SAL14035,0,0,0,10,0,0,10,35,0,45
SAL14036,0,0,0,13,7,0,22,25,14,62
SAL14037,0,0,0,10,6,3,16,67,0,82
SAL14038,0,0,0,20,14,5,35,84,17,135
SAL14039,6,0,6,25,11,0,37,116,29,177
SAL14040,3,0,3,26,5,0,32,80,4,116
SAL14041,0,0,0,0,0,0,0,0,0,0
SAL14042,4,0,4,9,9,0,17,82,10,106
SAL14043,0,0,0,4,0,0,4,30,7,42
SAL14044,0,0,0,0,3,0,3,31,3,37
SAL14045,0,0,0,0,0,0,0,5,0,4
SAL14046,3,0,3,16,0,0,23,72,12,101
SAL14047,0,0,0,27,7,0,30,73,4,111
SAL14048,0,0,0,13,7,0,20,105,7,141
SAL14049,0,0,0,0,0,0,0,0,0,0
SAL14050,0,0,0,0,0,0,0,3,0,3
SAL14051,0,0,4,64,30,0,97,317,36,452
SAL14052,0,0,0,0,0,0,5,38,3,39
SAL14053,0,0,3,50,13,0,63,126,49,239
SAL14054,0,0,0,0,0,0,0,0,0,0
SAL14055,0,0,0,7,3,0,14,57,16,94
SAL14056,0,0,3,0,0,0,3,9,8,20
SAL14057,0,0,0,0,0,0,0,27,4,31
SAL14058,0,0,0,8,3,0,10,0,0,13
SAL14059,3,0,3,129,47,3,179,457,59,698
SAL14060,0,0,0,8,0,0,8,20,9,37
SAL14061,0,0,3,20,10,9,34,70,10,116
SAL14062,3,0,0,10,7,0,16,37,11,65
SAL14063,3,0,3,10,7,3,28,70,3,102
SAL14064,0,0,0,10,0,0,10,39,7,52
SAL14065,0,0,0,0,0,0,0,6,4,13
SAL14066,0,0,0,12,6,0,23,35,11,68
SAL14067,4,0,0,17,0,0,24,67,13,103
SAL14068,3,0,8,34,23,0,62,159,9,225
SAL14069,55,13,65,417,169,25,610,1493,118,2225
SAL14070,18,0,18,28,14,3,51,226,20,302
SAL14071,0,0,0,3,4,0,5,12,0,27
SAL14072,0,0,0,10,3,0,10,7,5,26
SAL14073,10,0,10,161,71,3,234,421,54,709
SAL14074,0,0,0,3,0,0,3,0,0,7
SAL14075,11,0,14,23,8,0,38,218,31,284
SAL14076,0,0,0,11,0,0,12,16,0,27
SAL14077,0,0,0,11,6,0,23,58,25,105
SAL14078,0,0,0,25,22,0,49,116,3,168
SAL14079,109,13,119,383,178,29,585,1938,214,2738
SAL14080,5,0,4,24,15,0,41,111,13,159
SAL14081,8,0,9,140,58,6,199,350,20,569
SAL14082,8,0,8,66,29,0,94,274,20,384
SAL14083,114,7,120,1035,486,41,1558,2997,113,4670
SAL14084,0,0,0,3,5,0,5,35,3,46
SAL14085,11,3,11,158,79,4,246,581,47,869
SAL14086,22,3,26,173,81,5,264,913,76,1253
SAL14087,14,0,17,215,60,3,271,677,26,975
SAL14088,0,0,0,23,6,0,32,57,10,95
SAL14089,263,58,330,1915,358,17,2283,5005,421,7711
SAL14090,4,0,4,45,17,0,64,158,27,248
SAL14091,0,0,0,41,12,0,57,175,17,250
SAL14092,89,15,100,922,156,14,1088,3477,1055,5616
SAL14093,92,16,116,592,222,23,836,2280,160,3275
SAL14094,29,9,36,107,44,4,157,724,112,992
SAL14095,0,0,0,0,0,0,0,0,0,0
SAL14096,0,0,0,4,3,0,4,40,5,50
SAL14097,8,0,8,347,55,0,407,924,29,1355
SAL14098,31,0,35,949,147,28,1119,1821,160,3100
SAL14099,0,0,0,0,0,0,0,0,0,0
SAL14100,0,0,0,17,6,0,24,114,11,150
SAL14101,302,34,335,815,409,45,1271,4610,436,6317
SAL14102,3,0,3,28,9,0,39,169,3,208
SAL14103,815,127,949,3622,603,25,4248,9747,526,14525
SAL14104,157,34,190,1890,160,20,2068,3758,339,6169
SAL14105,0,0,0,16,4,0,14,57,3,80
SAL14106,0,0,0,40,12,0,50,48,0,102
SAL14107,76,12,84,643,134,6,778,3093,184,4063
SAL14108,3,0,0,30,12,0,49,148,17,213
SAL14109,0,0,0,18,6,3,26,51,9,87
SAL14110,3,0,3,31,9,0,41,74,4,120
SAL14111,61,8,70,333,128,23,489,1359,197,2047
SAL14112,0,0,7,4,5,0,13,36,20,63
SAL14113,0,0,0,0,0,3,0,19,4,26
SAL14114,7,12,14,179,58,5,239,660,509,1406
SAL14115,13,0,13,91,45,9,141,449,73,665
SAL14116,7,0,7,34,12,0,55,244,34,337
SAL14117,3,0,3,142,59,5,201,460,80,747
SAL14118,0,0,0,0,0,0,0,0,5,5
SAL14119,15,0,15,303,60,3,365,926,79,1372
SAL14120,8,0,8,60,25,0,82,412,31,530
SAL14121,6,0,11,86,28,6,119,328,30,480
SAL14122,13,0,13,219,47,6,274,518,20,814
SAL14123,0,0,0,11,8,0,24,44,3,64
SAL14124,0,0,0,10,0,0,10,32,10,57
SAL14125,5,0,5,12,6,0,17,42,11,66
SAL14126,0,0,0,8,12,0,22,21,0,41
SAL14127,0,0,4,48,18,3,69,192,20,274
SAL14128,0,0,0,0,0,0,0,8,0,13
SAL14129,0,0,3,23,13,0,41,106,8,154
SAL14130,0,0,0,102,39,3,150,297,20,465
SAL14131,6,3,7,38,9,3,48,185,22,249
SAL14132,29,0,26,320,100,17,439,1075,71,1582
SAL14133,0,0,0,8,3,0,10,26,6,41
SAL14134,0,0,0,0,0,0,0,0,4,4
SAL14135,0,0,0,0,0,0,0,8,0,6
SAL14136,423,141,568,1874,730,73,2670,7766,749,11189
SAL14137,0,0,0,8,5,0,10,33,6,42
SAL14138,0,0,0,10,4,0,18,70,9,102
SAL14139,3,0,3,4,3,0,10,44,11,57
