SAL_CODE_2021,P_15_19_Num_chld_evr_brn_Nne,P_15_19_Num_chld_evr_brn_1,P_15_19_Num_chld_evr_brn_2,P_15_19_Num_chld_evr_brn_3,P_15_19_Num_chld_evr_brn_4,P_15_19_Num_chld_evr_brn_5,P_15_19_Num_chd_evr_brn_6_mr,P_15_19_Num_chld_evr_brn_ns,P_15_19_yrs_Total,P_20_24_Num_chld_evr_brn_Nne,P_20_24_Num_chld_evr_brn_1,P_20_24_Num_chld_evr_brn_2,P_20_24_Num_chld_evr_brn_3,P_20_24_Num_chld_evr_brn_4,P_20_24_Num_chld_evr_brn_5,P_20_24_Num_chd_evr_brn_6_mr,P_20_24_Num_chld_evr_brn_ns,P_20_24_yrs_Total,P_25_29_Num_chld_evr_brn_Nne,P_25_29_Num_chld_evr_brn_1,P_25_29_Num_chld_evr_brn_2,P_25_29_Num_chld_evr_brn_3,P_25_29_Num_chld_evr_brn_4,P_25_29_Num_chld_evr_brn_5,P_25_29_Num_chd_evr_brn_6_mr,P_25_29_Num_chld_evr_brn_ns,P_25_29_yrs_Total,P_30_34_Num_chld_evr_brn_Nne,P_30_34_Num_chld_evr_brn_1,P_30_34_Num_chld_evr_brn_2,P_30_34_Num_chld_evr_brn_3,P_30_34_Num_chld_evr_brn_4,P_30_34_Num_chld_evr_brn_5,P_30_34_Num_chd_evr_brn_6_mr,P_30_34_Num_chld_evr_brn_ns,P_30_34_yrs_Total,P_35_39_Num_chld_evr_brn_Nne,P_35_39_Num_chld_evr_brn_1,P_35_39_Num_chld_evr_brn_2,P_35_39_Num_chld_evr_brn_3,P_35_39_Num_chld_evr_brn_4,P_35_39_Num_chld_evr_brn_5,P_35_39_Num_chd_evr_brn_6_mr,P_35_39_Num_chld_evr_brn_ns,P_35_39_yrs_Total,P_40_44_Num_chld_evr_brn_Nne,P_40_44_Num_chld_evr_brn_1,P_40_44_Num_chld_evr_brn_2,P_40_44_Num_chld_evr_brn_3,P_40_44_Num_chld_evr_brn_4,P_40_44_Num_chld_evr_brn_5,P_40_44_Num_chd_evr_brn_6_mr,P_40_44_Num_chld_evr_brn_ns,P_40_44_yrs_Total,P_45_49_Num_chld_evr_brn_Nne,P_45_49_Num_chld_evr_brn_1,P_45_49_Num_chld_evr_brn_2,P_45_49_Num_chld_evr_brn_3,P_45_49_Num_chld_evr_brn_4,P_45_49_Num_chld_evr_brn_5,P_45_49_Num_chd_evr_brn_6_mr,P_45_49_Num_chld_evr_brn_ns,P_45_49_yrs_Total,P_50_54_Num_chld_evr_brn_Nne,P_50_54_Num_chld_evr_brn_1,P_50_54_Num_chld_evr_brn_2,P_50_54_Num_chld_evr_brn_3,P_50_54_Num_chld_evr_brn_4,P_50_54_Num_chld_evr_brn_5,P_50_54_Num_chd_evr_brn_6_mr,P_50_54_Num_chld_evr_brn_ns,P_50_54_yrs_Total,P_55_59_Num_chld_evr_brn_Nne,P_55_59_Num_chld_evr_brn_1,P_55_59_Num_chld_evr_brn_2,P_55_59_Num_chld_evr_brn_3,P_55_59_Num_chld_evr_brn_4,P_55_59_Num_chld_evr_brn_5,P_55_59_Num_chd_evr_brn_6_mr,P_55_59_Num_chld_evr_brn_ns,P_55_59_yrs_Total,P_60_64_Num_chld_evr_brn_Nne,P_60_64_Num_chld_evr_brn_1,P_60_64_Num_chld_evr_brn_2,P_60_64_Num_chld_evr_brn_3,P_60_64_Num_chld_evr_brn_4,P_60_64_Num_chld_evr_brn_5,P_60_64_Num_chd_evr_brn_6_mr,P_60_64_Num_chld_evr_brn_ns,P_60_64_yrs_Total,P_65_69_Num_chld_evr_brn_Nne,P_65_69_Num_chld_evr_brn_1,P_65_69_Num_chld_evr_brn_2,P_65_69_Num_chld_evr_brn_3,P_65_69_Num_chld_evr_brn_4,P_65_69_Num_chld_evr_brn_5,P_65_69_Num_chd_evr_brn_6_mr,P_65_69_Num_chld_evr_brn_ns,P_65_69_yrs_Total,P_70_74_Num_chld_evr_brn_Nne,P_70_74_Num_chld_evr_brn_1,P_70_74_Num_chld_evr_brn_2,P_70_74_Num_chld_evr_brn_3,P_70_74_Num_chld_evr_brn_4,P_70_74_Num_chld_evr_brn_5,P_70_74_Num_chd_evr_brn_6_mr,P_70_74_Num_chld_evr_brn_ns,P_70_74_yrs_Total,P_75_79_Num_chld_evr_brn_Nne,P_75_79_Num_chld_evr_brn_1,P_75_79_Num_chld_evr_brn_2,P_75_79_Num_chld_evr_brn_3,P_75_79_Num_chld_evr_brn_4,P_75_79_Num_chld_evr_brn_5,P_75_79_Num_chd_evr_brn_6_mr,P_75_79_Num_chld_evr_brn_ns,P_75_79_yrs_Total,P_80_84_Num_chld_evr_brn_Nne,P_80_84_Num_chld_evr_brn_1,P_80_84_Num_chld_evr_brn_2,P_80_84_Num_chld_evr_brn_3,P_80_84_Num_chld_evr_brn_4,P_80_84_Num_chld_evr_brn_5,P_80_84_Num_chd_evr_brn_6_mr,P_80_84_Num_chld_evr_brn_ns,P_80_84_yrs_Total,P_85_ov_Num_chld_evr_brn_Nne,P_85_ov_Num_chld_evr_brn_1,P_85_ov_Num_chld_evr_brn_2,P_85_ov_Num_chld_evr_brn_3,P_85_ov_Num_chld_evr_brn_4,P_85_ov_Num_chld_evr_brn_5,P_85_ov_Num_chd_evr_brn_6_mr,P_85_ov_Num_chld_evr_brn_ns,P_85ov_Total,Tot_Nmbr_child_ever_born_None,Tot_Nmbr_children_ever_born_1,Tot_Nmbr_children_ever_born_2,Tot_Nmbr_children_ever_born_3,Tot_Nmbr_children_ever_born_4,Tot_Nmbr_children_ever_born_5,Tot_Nmbr_chidrn_ever_brn_6_mr,Tot_Nmbr_childrn_ever_born_Ns,Total_Total
SAL10011,7,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,3,8,3,5,0,0,0,0,0,15,4,0,0,0,0,0,0,0,4,0,6,0,5,0,0,0,0,12,0,0,0,0,0,0,0,0,9,0,0,0,5,0,0,0,0,14,0,0,11,0,0,0,0,0,18,4,0,0,3,0,0,0,0,8,4,0,6,0,3,0,0,0,11,0,0,0,3,0,0,0,0,5,0,0,0,3,0,0,0,0,5,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,30,11,32,27,12,0,4,5,116
SAL10012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,7,15
SAL10013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,6,15
SAL10014,105,0,0,0,0,0,0,4,109,96,0,3,0,3,0,0,3,105,77,8,10,0,0,0,0,0,99,55,56,36,4,0,0,0,0,153,24,57,87,20,0,0,0,0,182,15,26,80,27,8,0,0,3,158,16,17,74,24,3,3,0,3,138,17,4,70,26,7,0,0,0,130,5,12,59,29,3,0,0,0,115,8,15,44,16,10,0,0,0,96,8,4,32,20,9,0,4,0,70,3,0,17,18,9,0,0,0,54,4,0,8,3,5,3,0,0,23,0,0,7,5,0,0,0,0,17,0,0,5,3,0,4,0,0,15,420,213,528,187,65,20,11,19,1460
SAL10015,6,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,11,0,0,0,0,3,0,0,0,7,0,0,3,0,0,0,0,4,11,0,0,5,3,0,0,0,0,10,4,0,0,3,4,0,0,3,13,0,0,11,0,5,0,0,3,21,0,0,0,0,4,0,0,4,6,0,0,4,0,3,0,0,0,8,0,0,3,10,0,0,0,7,19,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,26,11,36,24,10,5,0,22,136
SAL10016,159,0,0,0,0,0,0,13,171,275,10,0,0,0,0,0,14,294,255,20,9,3,0,0,0,16,301,136,45,39,17,4,0,0,9,251,66,42,76,25,7,0,0,9,226,27,34,86,47,6,0,0,12,208,24,39,87,45,11,0,0,3,200,33,36,82,37,6,4,0,0,200,35,36,66,45,15,4,0,6,207,27,16,64,41,7,0,0,4,163,16,17,60,40,10,0,0,4,156,24,15,38,31,7,0,0,9,118,11,7,45,32,5,0,0,3,107,12,0,14,22,11,0,4,9,75,9,8,18,7,11,5,0,6,66,1102,311,677,377,103,19,11,137,2746
SAL10017,163,0,0,0,0,0,0,6,173,111,0,0,0,0,0,0,3,117,115,9,5,0,0,0,0,5,136,71,37,45,8,0,0,0,9,171,24,33,107,44,4,0,0,0,212,23,24,121,49,13,0,0,5,227,19,20,88,46,8,3,0,9,191,26,21,82,44,9,0,0,0,183,14,15,81,37,8,0,0,0,151,17,9,46,37,3,0,0,6,125,7,14,54,35,9,0,0,3,120,3,10,54,27,9,0,0,4,109,3,12,54,52,13,3,0,4,135,4,7,39,29,6,0,0,7,97,0,12,32,18,5,3,3,4,78,599,216,791,433,92,16,4,63,2222
SAL10018,21,0,0,0,0,0,0,0,25,15,3,0,0,0,0,0,0,23,9,3,0,0,3,0,0,0,13,5,3,9,7,0,0,0,6,33,3,0,8,6,0,0,0,3,21,7,0,11,4,5,0,0,3,30,3,0,11,11,5,0,0,0,33,6,3,9,4,5,0,0,0,24,0,0,8,5,3,3,0,0,33,5,5,17,12,5,0,0,5,54,4,4,7,12,3,0,0,5,36,0,0,12,8,4,0,0,4,30,0,0,11,3,6,4,0,0,29,0,0,4,3,4,0,0,0,11,3,0,0,0,3,0,3,0,11,90,38,98,73,48,18,5,25,400
SAL10019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,4,3,4,0,13,35
SAL10020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,9
SAL10021,42,0,0,0,0,0,0,7,53,28,0,0,0,0,0,0,0,25,15,6,5,0,0,0,0,0,32,16,3,9,4,0,0,0,0,30,3,0,15,3,0,0,0,4,25,0,0,11,9,0,5,0,0,25,4,4,9,19,5,0,0,0,39,5,6,9,5,9,0,3,0,35,4,0,16,6,6,0,0,3,34,0,0,14,6,6,0,0,4,33,4,0,6,10,0,0,0,0,19,0,0,7,6,6,0,0,3,22,0,0,9,3,0,0,0,0,8,0,0,3,4,0,0,0,0,5,0,0,0,0,0,3,0,0,0,119,30,108,73,30,12,4,22,396
SAL10022,103,4,3,0,0,0,0,24,137,61,16,3,6,5,0,0,18,113,48,24,29,12,3,0,0,13,133,33,21,32,12,10,4,7,20,131,20,15,27,16,16,15,5,20,133,14,16,34,14,8,14,11,13,128,9,11,24,14,17,8,5,14,108,9,5,15,12,10,5,7,8,82,4,7,17,22,15,4,14,11,102,11,9,17,13,17,9,9,8,81,0,3,22,17,9,3,3,20,76,4,0,8,11,9,3,6,9,51,0,5,5,10,6,4,4,4,37,0,0,0,3,3,3,3,4,22,0,0,0,0,0,5,0,3,8,313,134,245,170,122,77,70,197,1336
SAL10023,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,9,0,0,3,0,0,0,0,0,8,3,0,4,0,0,0,0,0,7,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,10,10,17,5,6,0,11,8,64
SAL10024,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,7,0,0,0,5,33
SAL10025,459,6,0,0,0,0,0,18,480,388,28,8,0,0,0,0,26,454,251,88,81,20,4,0,0,32,475,119,118,154,69,9,5,0,15,497,59,62,163,103,28,7,9,13,444,35,51,189,104,25,7,7,9,431,43,58,214,126,28,19,3,19,517,43,50,219,105,44,6,4,6,471,33,53,206,126,28,12,0,15,473,12,43,173,105,36,12,5,11,392,17,30,111,92,36,15,0,8,309,17,13,84,82,26,4,3,19,252,18,16,61,44,24,11,0,12,176,5,5,28,37,23,12,3,25,143,3,3,18,31,15,14,10,63,165,1524,618,1715,1043,341,117,44,288,5688
SAL10026,183,0,0,0,0,0,0,9,195,169,25,10,0,0,0,0,14,224,133,37,51,14,0,0,0,16,243,73,42,54,28,12,0,0,11,225,35,26,66,31,10,5,0,12,198,31,31,58,29,16,7,8,10,188,15,19,82,47,20,4,0,10,194,18,32,97,36,12,7,0,9,205,20,20,103,68,17,8,3,10,242,22,21,96,55,30,10,3,15,239,11,21,79,67,6,13,7,13,222,20,20,72,54,16,5,0,5,197,11,4,62,38,21,8,4,4,149,5,5,19,34,20,9,5,6,105,4,12,40,36,23,10,13,16,149,748,321,892,539,203,87,38,153,2983
SAL10027,143,0,0,0,0,0,0,18,159,123,4,0,4,0,0,0,9,136,121,15,3,0,0,0,0,3,151,79,24,16,11,0,0,0,4,140,40,32,42,20,0,0,0,8,146,23,29,50,22,7,4,0,6,141,32,23,58,44,7,3,0,7,161,36,22,64,46,13,0,0,18,201,24,23,66,40,10,0,0,8,171,26,16,58,50,14,4,0,3,180,26,19,65,47,16,5,0,7,190,31,17,52,49,27,4,0,4,177,13,18,40,31,19,0,0,9,125,7,4,17,28,12,5,3,3,86,11,9,26,21,15,0,7,6,97,734,252,557,409,137,41,23,114,2263
SAL10028,17,0,0,0,0,0,0,0,13,14,3,0,0,0,0,0,0,17,3,5,0,3,0,0,0,8,16,6,0,7,5,0,0,0,12,33,0,5,4,0,0,0,0,7,19,3,3,10,3,3,0,0,5,24,0,0,7,0,4,0,0,4,20,0,0,7,0,0,0,0,4,17,6,7,10,9,3,0,0,0,29,10,0,17,10,5,0,0,0,42,4,0,14,4,4,0,0,0,32,4,5,10,3,5,0,0,0,25,4,0,6,7,4,0,0,3,22,0,0,0,5,0,0,0,3,11,4,0,0,0,0,0,0,0,6,66,22,90,52,26,9,5,53,325
