SAL_CODE_2021,One_method_Train_M,One_method_Train_F,One_method_Train_P,One_method_Bus_M,One_method_Bus_F,One_method_Bus_P,One_method_Ferry_M,One_method_Ferry_F,One_method_Ferry_P,One_met_Tram_or_lt_rail_M,One_met_Tram_or_lt_rail_F,One_met_Tram_or_lt_rail_P,One_met_Taxi_or_Rideshare_M,One_met_Taxi_or_Rideshare_F,One_met_Taxi_or_Rideshare_P,One_method_Car_as_driver_M,One_method_Car_as_driver_F,One_method_Car_as_driver_P,One_method_Car_as_passenger_M,One_method_Car_as_passenger_F,One_method_Car_as_passenger_P,One_method_Truck_M,One_method_Truck_F,One_method_Truck_P,One_method_Motorbike_scootr_M,One_method_Motorbike_scootr_F,One_method_Motorbike_scootr_P,One_method_Bicycle_M,One_method_Bicycle_F,One_method_Bicycle_P,One_method_Other_M,One_method_Other_F,One_method_Other_P,One_method_Walked_only_M,One_method_Walked_only_F,One_method_Walked_only_P,One_method_Tot_one_method_M,One_method_Tot_one_method_F,One_method_Tot_one_method_P,Two_methods_Train_Bus_M,Two_methods_Train_Bus_F,Two_methods_Train_Bus_P,Two_methods_Train_Ferry_M,Two_methods_Train_Ferry_F,Two_methods_Train_Ferry_P,Two_mt_trn_Trm_or_lt_rail_M,Two_mt_trn_Trm_or_lt_rail_F,Two_mt_trn_Trm_or_lt_rail_P,Two_methods_Trn_Car_as_drvr_M,Two_methods_Trn_Car_as_drvr_F,Two_methods_Trn_Car_as_drvr_P,Two_methods_Trn_Car_as_pass_M,Two_methods_Trn_Car_as_pass_F,Two_methods_Trn_Car_as_pass_P,Two_methods_Train_Other_M,Two_methods_Train_Other_F,Two_methods_Train_Other_P,Two_methods_Train_Tot_M,Two_methods_Train_Tot_F,Two_methods_Train_Tot_P,Two_methods_Bus_Ferry_M,Two_methods_Bus_Ferry_F,Two_methods_Bus_Ferry_P,Two_mth_Bu_Trm_or_lt_rail_M,Two_mth_Bu_Trm_or_lt_rail_F,Two_mth_Bu_Trm_or_lt_rail_P,Two_methods_Bus_Car_as_drvr_M,Two_methods_Bus_Car_as_drvr_F,Two_methods_Bus_Car_as_drvr_P,Two_methods_Bus_Car_as_pass_M,Two_methods_Bus_Car_as_pass_F,Two_methods_Bus_Car_as_pass_P,Two_methods_Bus_Other_M,Two_methods_Bus_Other_F,Two_methods_Bus_Other_P,Two_methods_Bus_Tot_M,Two_methods_Bus_Tot_F,Two_methods_Bus_Tot_P,Two_methds_Othr_two_methds_M,Two_methds_Othr_two_methds_F,Two_methds_Othr_two_methds_P,Two_methods_Tot_two_methods_M,Two_methods_Tot_two_methods_F,Two_methods_Tot_two_methods_P,Three_meth_Tr_2_oth_meth_M,Three_meth_Tr_2_oth_meth_F,Three_meth_Tr_2_oth_meth_P,Three_met_Bs_2_ot_met_ex_tr_M,Three_met_Bs_2_ot_met_ex_tr_F,Three_met_Bs_2_ot_met_ex_tr_P,Three_meth_Othr_three_meth_M,Three_meth_Othr_three_meth_F,Three_meth_Othr_three_meth_P,Three_meth_Tot_three_meth_M,Three_meth_Tot_three_meth_F,Three_meth_Tot_three_meth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Method_travel_to_work_ns_M,Method_travel_to_work_ns_F,Method_travel_to_work_ns_P,Tot_M,Tot_F,Tot_P
SAL10048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,12,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,21
SAL10049,20,16,35,10,4,20,0,0,0,0,0,0,3,0,8,736,512,1244,57,87,139,23,0,23,14,0,13,0,0,0,8,4,9,5,19,24,874,639,1516,17,9,27,0,0,0,0,0,0,8,3,11,0,0,3,0,0,0,24,14,39,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,5,30,19,46,11,4,14,0,0,0,0,0,0,11,4,14,223,291,515,257,236,497,9,7,17,1405,1203,2605
SAL10050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,7,11
SAL10051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,5,0,7
SAL10052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,15,0,0,0,0,0,0,13,11,21
SAL10053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,13,9,24
SAL10054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,0,0,0,0,0,0,14,12,25
SAL10055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,17,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,8,13,0,0,0,0,0,0,23,19,37
SAL10056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,30,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,39,32,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,12,0,4,7,0,0,0,44,40,81
SAL10057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,11,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,6,10
SAL10058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,11,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,10,11,16
SAL10059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,25,48,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,23,31,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,15,5,4,12,0,0,0,35,48,87
SAL10060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,24,63,8,3,6,17,0,17,0,0,0,0,0,0,0,0,0,0,0,0,62,33,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,23,35,19,11,28,0,0,0,90,67,158
SAL10061,0,0,0,8,6,10,0,0,0,0,0,0,0,0,0,515,398,908,35,35,68,20,0,18,0,0,0,3,0,7,4,0,0,16,21,39,594,460,1053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,3,11,4,4,15,0,0,0,0,0,0,0,0,0,0,0,0,109,153,265,113,185,294,0,5,4,824,806,1633
SAL10062,12,4,20,52,67,118,0,0,0,10,7,19,8,12,19,600,442,1040,35,51,86,10,0,11,41,7,45,42,17,56,8,8,25,97,127,225,914,748,1664,23,25,45,0,0,0,0,5,5,4,0,3,0,0,0,0,0,0,21,27,50,0,0,0,4,0,8,0,3,5,0,0,6,3,6,0,8,11,21,12,3,13,40,37,78,5,0,5,0,0,0,0,0,0,6,0,8,1401,1636,3041,251,358,603,6,4,10,2614,2788,5403
SAL10063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,139,336,10,6,18,32,0,32,0,0,3,0,0,0,3,4,5,8,3,13,249,156,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,96,141,242,56,52,107,0,0,0,412,348,760
SAL10064,0,5,6,6,0,4,0,0,0,0,0,0,0,0,0,469,314,786,25,20,41,27,0,27,0,0,0,0,0,0,6,3,7,7,14,19,550,349,900,0,0,0,0,0,0,0,0,0,9,0,10,0,0,0,0,0,0,9,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,11,14,6,22,0,0,0,0,0,0,0,0,0,0,0,0,145,251,399,112,126,234,0,4,6,819,743,1559
SAL10065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,4,4,0,0,0,13,8,27
SAL10066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,14,8,21
SAL10067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,6,3,11
SAL10068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,17,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,18,21,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,6,12,0,3,4,0,0,0,19,28,52
SAL10069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,6
SAL10070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,52,100,4,3,7,8,0,8,0,0,0,0,0,5,0,0,0,0,0,0,63,60,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,18,35,4,18,19,0,0,0,76,89,169
SAL10071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,25,54,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,34,30,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,9,7,17,4,3,14,0,0,0,55,43,95
SAL10072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL10073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,123,280,6,11,20,7,0,7,0,0,0,5,0,5,0,5,3,4,7,17,190,141,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,149,173,319,35,44,79,0,3,0,376,365,743
SAL10074,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,233,154,390,12,7,17,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,253,163,415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,82,132,42,71,114,3,0,4,349,324,669
SAL10075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,9,7,20
SAL10076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,21,40,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,3,27,20,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,16,20,7,9,14,4,0,4,50,46,94
SAL10077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,33,83,4,5,6,4,0,4,0,0,0,0,0,0,0,0,0,11,15,25,69,50,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,11,25,4,6,12,6,0,9,94,64,157
SAL10078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,11
SAL10079,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,211,142,358,16,17,32,11,0,11,3,0,8,0,0,0,0,0,3,5,0,12,259,170,427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,3,6,7,0,0,0,0,0,0,0,0,0,0,0,0,26,39,64,33,52,85,3,0,3,317,269,585
SAL10080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,25,41,0,4,0,5,0,5,0,0,0,0,0,0,4,0,4,0,0,0,28,28,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,17,5,3,6,3,0,3,40,41,79
SAL10081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5
SAL10082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,38,85,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,9,9,20,59,55,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,25,24,46,3,12,17,0,0,0,89,90,176
SAL10083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,11,0,0,0,0,0,3,14,9,23
SAL10084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,6,0,12
SAL10085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,17,35,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,3,0,3,26,21,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,18,0,0,6,0,0,0,40,30,68
SAL10086,0,3,3,20,10,30,0,0,0,0,0,0,12,16,25,2819,2470,5284,207,270,474,57,0,65,37,10,50,49,18,61,21,18,45,176,184,367,3395,3005,6399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,0,5,31,21,53,35,27,59,0,0,0,0,0,0,0,0,3,0,4,6,997,1295,2292,689,895,1588,23,27,54,5147,5250,10396
SAL10087,187,207,399,13,10,30,0,0,0,0,0,0,11,6,10,1128,617,1743,56,134,186,33,0,33,35,0,37,15,5,16,28,14,40,36,39,76,1544,1030,2570,41,44,80,0,0,0,0,0,0,18,9,27,3,6,7,6,0,6,63,55,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,14,75,67,139,5,12,20,0,0,0,0,0,0,8,12,22,912,1091,2013,329,380,711,14,17,27,2887,2592,5480
SAL10088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
SAL10089,0,0,0,18,38,58,0,0,0,0,0,0,0,0,0,32,38,65,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,60,83,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,11,3,6,9,3,0,0,69,94,163
SAL10090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,100,191,3,14,19,0,0,0,0,0,0,0,0,0,0,0,0,3,6,7,99,119,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,15,22,38,16,23,41,0,0,0,138,169,305
SAL10091,114,158,270,6,23,31,0,0,0,0,0,0,5,8,13,558,341,901,27,73,99,5,0,5,17,3,23,18,0,16,8,4,16,86,100,185,841,716,1557,19,35,57,0,0,0,3,0,7,3,4,7,0,5,6,6,3,12,37,47,81,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,5,7,9,6,45,50,95,3,7,13,3,0,3,0,0,0,3,7,11,1410,1305,2715,188,304,495,3,9,11,2496,2390,4888
SAL10092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,19,9,23
SAL10093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,8,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,13,0,0,0,0,0,0,10,7,21
SAL10094,10,11,22,3,4,8,0,0,0,5,0,0,0,0,0,201,164,364,16,11,26,0,0,0,7,0,7,3,0,3,4,5,9,4,8,18,259,198,461,0,4,4,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,9,0,7,10,6,16,4,3,7,0,0,0,0,0,0,4,3,7,391,440,828,145,134,277,13,0,9,813,787,1601
SAL10095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,31,53,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,4,28,34,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,15,8,4,12,0,0,0,45,38,88
SAL10096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,33,78,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,45,36,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,11,3,9,10,0,0,0,61,47,110
SAL10097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,11
SAL10098,3,0,7,3,5,6,0,0,0,0,0,0,0,0,0,281,183,467,20,21,47,13,0,13,4,0,6,0,0,0,3,0,3,0,0,0,331,224,557,5,10,13,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,8,12,16,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,8,4,0,4,15,15,27,0,3,5,0,0,0,0,0,0,3,4,9,45,59,101,76,62,139,8,0,11,474,361,837
SAL10099,537,506,1045,54,96,152,0,0,3,0,0,0,17,19,36,1748,1006,2757,76,160,227,26,0,28,77,8,84,61,30,88,25,28,53,111,224,332,2737,2073,4807,135,182,312,0,0,0,5,5,16,17,6,27,3,15,24,10,6,21,181,220,398,0,0,0,0,5,6,0,3,3,3,8,10,0,7,9,4,18,24,16,9,26,197,248,444,28,32,63,0,0,0,0,0,0,33,32,60,2378,2610,4991,685,891,1569,29,17,47,6056,5873,11925
SAL10100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,70,119,6,4,4,0,0,0,0,0,3,0,0,0,10,0,8,11,12,20,71,83,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,12,34,16,7,28,5,5,5,113,108,219
SAL10101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,52,125,0,6,7,3,0,3,0,0,0,0,0,0,0,0,0,0,4,3,82,58,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,12,7,11,20,0,0,4,93,82,178
SAL10102,0,0,0,3,6,9,0,0,0,0,0,0,0,10,10,505,435,937,59,43,105,10,0,10,11,5,16,4,0,4,0,0,0,15,9,25,608,506,1116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,28,44,55,73,124,9,0,13,692,608,1295
