SSC_CODE_2016,M15_19_Managers,M15_19_Professionals,M15_19_TechnicTrades_Wrs,M15_19_CommunPersnlSvc_W,M15_19_ClericalAdminis_W,M15_19_Sales_W,M15_19_Mach_oper_drivers,M15_19_Labourers,M15_19_Occu_ID_NS,M15_19_Tot,M20_24_Managers,M20_24_Professionals,M20_24_TechnicTrades_W,M20_24_CommunPersnlSvc_W,M20_24_ClericalAdminis_W,M20_24_Sales_W,M20_24_Mach_oper_drivers,M20_24_Labourers,M20_24_Occu_ID_NS,M20_24_Tot,M25_34_Managers,M25_34_Professionals,M25_34_TechnicTrades_W,M25_34_CommunPersnlSvc_W,M25_34_ClericalAdminis_W,M25_34_Sales_W,M25_34_Mach_oper_drivers,M25_34_Labourers,M25_34_Occu_ID_NS,M25_34_Tot,M35_44_Managers,M35_44_Professionals,M35_44_TechnicTrades_W,M35_44_CommunPersnlSvc_W,M35_44_ClericalAdminis_W,M35_44_Sales_W,M35_44_Mach_oper_drivers,M35_44_Labourers,M35_44_Occu_ID_NS,M35_44_Tot,M45_54_Managers,M45_54_Professionals,M45_54_TechnicTrades_W,M45_54_CommunPersnlSvc_W,M45_54_ClericalAdminis_W,M45_54_Sales_W,M45_54_Mach_oper_drivers,M45_54_Labourers,M45_54_Occu_ID_NS,M45_54_Tot,M55_64_Managers,M55_64_Professionals,M55_64_TechnicTrades_W,M55_64_CommunPersnlSvc_W,M55_64_ClericalAdminis_W,M55_64_Sales_W,M55_64_Mach_oper_drivers,M55_64_Labourers,M55_64_Occu_ID_NS,M55_64_Tot,M65_74_Managers,M65_74_Professionals,M65_74_TechnicTrades_W,M65_74_CommunPersnlSvc_W,M65_74_ClericalAdminis_W,M65_74_Sales_W,M65_74_Mach_oper_drivers,M65_74_Labourers,M65_74_Occu_ID_NS,M65_74_Tot,M75_84_Managers,M75_84_Professionals,M75_84_TechnicTrades_W,M75_84_CommunPersnlSvc_W,M75_84_ClericalAdminis_W,M75_84_Sales_W,M75_84_Mach_oper_drivers,M75_84_Labourers,M75_84_Occu_ID_NS,M75_84_Tot,M85_ov_Managers,M85_ov_Professionals,M85_ov_TechnicTrades_W,M85_ov_CommunPersnlSvc_W,M85_ov_ClericalAdminis_W,M85_ov_Sales_W,M85_ov_Mach_oper_drivers,M85_ov_Labourers,M85_ov_Occu_ID_NS,M85_ov_Tot,M_Tot_Managers,M_Tot_Professionals,M_Tot_TechnicTrades_W,M_Tot_CommunPersnlSvc_W,M_Tot_ClericalAdminis_W,M_Tot_Sales_W,M_Tot_Mach_oper_drivers,M_Tot_Labourers,M_Tot_Occu_ID_NS,M_Tot_Tot,F15_19_Managers,F15_19_Professionals,F15_19_TechnicTrades_Wrs,F15_19_CommunPersnlSvc_W,F15_19_ClericalAdminis_W,F15_19_Sales_W,F15_19_Mach_oper_drivers,F15_19_Labourers,F15_19_Occu_ID_NS,F15_19_Tot,F20_24_Managers,F20_24_Professionals,F20_24_TechnicTrades_W,F20_24_CommunPersnlSvc_W,F20_24_ClericalAdminis_W,F20_24_Sales_W,F20_24_Mach_oper_drivers,F20_24_Labourers,F20_24_Occu_ID_NS,F20_24_Tot,F25_34_Managers,F25_34_Professionals,F25_34_TechnicTrades_W,F25_34_CommunPersnlSvc_W,F25_34_ClericalAdminis_W,F25_34_Sales_W,F25_34_Mach_oper_drivers,F25_34_Labourers,F25_34_Occu_ID_NS,F25_34_Tot,F35_44_Managers,F35_44_Professionals,F35_44_TechnicTrades_W,F35_44_CommunPersnlSvc_W,F35_44_ClericalAdminis_W,F35_44_Sales_W,F35_44_Mach_oper_drivers,F35_44_Labourers,F35_44_Occu_ID_NS,F35_44_Tot,F45_54_Managers,F45_54_Professionals,F45_54_TechnicTrades_W,F45_54_CommunPersnlSvc_W,F45_54_ClericalAdminis_W,F45_54_Sales_W,F45_54_Mach_oper_drivers,F45_54_Labourers,F45_54_Occu_ID_NS,F45_54_Tot,F55_64_Managers,F55_64_Professionals,F55_64_TechnicTrades_W,F55_64_CommunPersnlSvc_W,F55_64_ClericalAdminis_W,F55_64_Sales_W,F55_64_Mach_oper_drivers,F55_64_Labourers,F55_64_Occu_ID_NS,F55_64_Tot,F65_74_Managers,F65_74_Professionals,F65_74_TechnicTrades_W,F65_74_CommunPersnlSvc_W,F65_74_ClericalAdminis_W,F65_74_Sales_W,F65_74_Mach_oper_drivers,F65_74_Labourers,F65_74_Occu_ID_NS,F65_74_Tot,F75_84_Managers,F75_84_Professionals,F75_84_TechnicTrades_W,F75_84_CommunPersnlSvc_W,F75_84_ClericalAdminis_W,F75_84_Sales_W,F75_84_Mach_oper_drivers,F75_84_Labourers,F75_84_Occu_ID_NS,F75_84_Tot,F85ov_Managers,F85ov_Professionals,F85ov_TechnicTrades_W,F85ov_CommunPersnlSvc_W,F85ov_ClericalAdminis_W,F85ov_Sales_W,F85ov_Mach_oper_drivers,F85ov_Labourers,F85ov_Occu_ID_NS,F85ov_Tot,F_Tot_Managers,F_Tot_Professionals,F_Tot_TechnicTrades_W,F_Tot_CommunPersnlSvc_W,F_Tot_ClericalAdminis_W,F_Tot_Sales_W,F_Tot_Mach_oper_drivers,F_Tot_Labourers,F_Tot_Occu_ID_NS,F_Tot_Tot
SSC11909,0,0,0,0,0,0,0,3,0,8,0,0,4,5,0,5,0,0,0,14,4,5,11,0,0,3,3,9,0,35,3,3,12,4,3,0,7,4,3,34,6,0,9,3,4,3,3,0,0,30,3,4,16,0,0,0,3,3,0,23,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,21,13,47,12,11,13,18,21,3,152,0,0,0,0,0,7,0,0,0,7,0,4,0,3,0,3,0,0,0,14,0,11,3,8,15,5,0,0,0,36,0,8,3,7,7,0,0,0,0,27,4,6,0,11,12,3,0,3,0,42,0,5,0,3,9,3,0,0,0,20,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,36,10,32,39,25,3,10,0,153
SSC11910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,4,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,4,0,0,0,0,13
SSC11911,0,0,3,0,0,15,0,15,3,44,4,13,20,9,17,19,15,17,3,126,46,74,123,29,38,34,42,51,9,446,31,56,60,21,25,22,64,38,9,325,31,24,41,14,21,17,61,41,3,242,14,13,32,17,10,0,54,24,0,172,3,9,6,3,0,5,11,9,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,180,293,99,120,116,246,191,24,1404,0,0,0,5,4,35,0,3,0,47,11,17,6,33,23,42,3,8,7,145,36,95,20,50,63,52,7,26,5,355,33,65,15,49,64,20,8,29,3,287,20,42,12,40,55,24,8,29,6,228,9,24,3,21,30,16,5,18,0,128,0,4,0,7,12,6,0,3,0,36,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,103,244,59,223,246,193,24,110,24,1223
SSC11912,3,0,5,0,0,0,0,5,0,21,4,0,8,0,3,0,6,26,0,45,20,3,17,3,0,0,12,28,0,81,17,7,7,3,0,0,16,19,0,72,31,5,13,0,0,0,15,17,0,85,24,3,14,0,0,0,15,14,3,75,5,0,3,0,0,0,0,4,0,16,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,115,19,68,6,7,4,69,104,4,396,0,0,0,8,3,8,0,8,0,28,0,4,0,10,4,0,3,9,0,27,4,14,3,14,5,7,3,10,0,67,11,7,7,12,19,3,5,9,0,73,19,8,3,4,20,8,4,9,0,68,9,7,4,6,10,4,4,10,0,54,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,42,16,49,62,27,17,47,0,315
SSC11913,0,0,0,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,3,0,12,0,9,4,0,0,0,0,9,0,20,4,4,4,0,0,0,3,0,0,20,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,12,4,0,6,7,11,0,65,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,7,0,3,4,0,0,0,0,16,4,5,0,4,3,0,0,3,0,16,0,6,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,19,5,11,8,3,0,3,0,55
SSC11914,0,0,20,10,3,35,0,60,0,125,3,4,47,14,0,7,14,33,0,123,34,48,76,15,16,10,33,40,4,271,53,43,63,12,14,16,40,21,8,280,70,57,55,27,31,18,58,45,5,360,60,57,59,13,24,28,48,26,5,326,15,10,15,3,9,7,10,8,0,83,4,0,0,0,0,0,3,3,0,10,0,0,0,0,0,0,0,0,0,0,244,227,340,92,100,120,210,230,25,1582,0,0,0,26,12,70,0,12,4,135,4,14,7,36,10,23,0,10,0,97,17,93,13,46,42,19,0,15,0,242,32,81,17,37,91,34,0,23,3,315,34,89,11,60,129,38,3,29,6,399,31,62,10,34,99,35,4,22,0,297,13,13,0,7,16,12,0,3,5,61,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,129,349,62,241,396,233,13,112,23,1551
SSC11915,0,3,37,6,8,35,10,43,3,144,10,22,81,44,20,45,44,40,12,319,46,87,130,38,57,38,95,67,23,579,76,50,127,26,55,28,126,76,13,579,77,49,169,23,36,24,149,92,27,642,39,26,105,19,29,18,100,64,15,419,9,6,20,0,8,0,10,7,9,67,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,260,246,671,154,210,187,540,393,101,2750,3,6,6,34,12,64,3,12,0,137,17,56,5,65,57,70,6,17,5,307,30,140,12,77,124,38,23,23,10,478,40,104,25,77,129,43,18,50,16,493,40,78,19,89,167,49,37,70,9,555,16,41,10,50,86,19,12,54,3,298,0,12,0,6,4,0,0,8,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,149,437,86,399,583,292,95,225,46,2304
SSC11916,0,0,4,0,0,0,0,5,0,10,0,0,7,0,0,0,0,4,0,12,0,3,3,0,0,0,3,0,0,18,3,4,3,0,3,0,4,5,0,28,9,3,9,4,0,0,3,0,0,32,12,3,9,0,0,0,3,0,0,23,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,13,34,5,8,3,21,16,0,124,0,0,0,4,0,3,0,5,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,0,0,0,11,8,8,3,0,9,0,0,0,0,29,0,10,0,0,8,3,0,3,0,24,3,5,0,3,5,0,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,11,22,6,8,22,11,0,11,3,98
SSC11917,0,0,15,7,0,10,5,25,0,49,5,0,19,5,5,7,12,22,0,77,16,17,65,8,8,10,20,28,0,167,12,20,52,7,6,6,25,14,4,159,15,13,36,7,5,10,32,7,0,127,13,13,20,6,6,3,16,12,0,86,0,6,6,0,3,0,13,7,0,26,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,59,68,210,39,32,46,121,116,5,698,3,0,0,15,3,24,0,8,0,50,4,8,4,14,5,9,0,0,0,52,11,38,5,31,21,16,0,7,0,133,20,28,9,23,27,13,4,8,6,144,17,33,3,19,29,14,4,18,0,149,3,13,0,11,25,3,0,13,0,74,0,5,0,0,7,0,0,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,135,27,118,124,78,10,58,7,617
SSC11918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,15,0,0,0,0,0,3,4,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,3,0,0,0,0,19
SSC11919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,9
SSC11920,0,0,7,0,0,3,0,8,0,21,0,0,8,0,0,3,3,3,0,19,4,4,17,4,0,3,10,7,0,50,17,6,11,0,0,3,5,7,0,52,26,7,8,0,3,6,22,13,3,96,21,6,6,3,3,0,17,12,0,73,10,0,3,0,0,3,3,5,0,28,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,81,22,65,12,7,18,58,62,9,342,0,3,0,11,0,7,0,3,0,21,0,0,0,4,3,0,0,3,0,17,7,13,5,8,11,4,0,8,0,52,7,11,3,13,11,6,0,5,0,52,16,6,4,16,21,12,0,13,0,92,7,12,4,8,14,10,0,6,0,73,5,4,0,3,4,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,47,22,61,59,45,0,40,0,328
SSC11921,0,0,4,0,0,3,0,3,0,16,0,0,0,3,0,0,0,3,0,12,0,7,11,3,0,0,0,8,0,31,10,16,7,0,0,0,3,0,0,38,18,19,12,3,4,6,4,4,0,69,20,12,8,0,3,0,3,3,0,58,5,3,3,0,0,0,0,3,0,19,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,58,67,41,13,6,15,14,23,4,248,0,0,0,0,3,5,0,0,0,13,0,3,0,3,3,5,0,0,0,16,6,10,3,4,5,0,0,0,0,28,3,24,0,0,12,3,0,3,0,44,13,33,0,6,16,0,0,0,0,72,5,12,3,3,17,0,0,0,0,45,0,3,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,79,11,22,51,17,0,6,7,225
SSC11922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,17,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,5,5,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,5,3,0,0,0,21
SSC11923,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,15
SSC11924,0,0,4,0,0,0,3,12,0,23,0,0,6,4,0,0,3,3,0,26,3,3,22,7,0,0,10,11,4,57,10,11,19,0,3,0,16,8,3,67,7,6,18,0,3,5,21,15,0,78,3,7,20,0,0,0,12,10,0,56,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,27,96,12,10,9,75,60,3,314,0,0,0,0,0,13,0,8,0,26,0,0,0,15,7,3,0,3,0,29,3,13,3,4,7,10,5,4,0,53,3,12,4,12,20,4,3,5,0,70,3,11,4,10,9,8,0,7,3,64,5,8,3,14,13,6,0,4,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,46,12,58,55,48,10,32,4,289
SSC11925,0,0,0,0,0,0,0,0,0,3,0,0,13,3,7,5,0,4,3,33,10,41,31,7,11,9,21,19,4,153,20,33,11,3,8,4,11,5,4,105,4,10,8,0,3,0,4,0,0,25,3,5,4,0,4,0,3,3,0,26,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,93,61,23,31,18,43,38,8,367,0,0,0,0,0,3,0,0,0,5,0,4,0,9,6,3,0,0,0,24,23,46,3,9,30,8,0,3,3,121,9,17,6,12,15,9,0,3,0,69,0,6,0,0,5,0,3,3,0,25,3,0,3,5,3,4,0,3,0,22,0,0,0,0,3,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,68,11,32,67,21,5,18,3,266
SSC11926,4,0,33,28,0,9,6,16,4,99,12,29,71,79,17,13,24,18,0,257,48,83,131,84,31,18,35,17,6,447,82,95,82,44,43,13,45,31,10,433,55,69,70,14,41,11,42,30,6,337,24,39,25,10,15,3,17,19,0,157,0,5,4,0,4,3,3,3,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,318,415,258,145,73,168,132,24,1753,3,4,5,21,8,31,0,3,0,71,5,27,9,39,26,27,4,3,3,139,20,102,12,52,87,26,5,9,6,322,24,108,17,31,112,28,3,6,4,334,25,55,11,43,75,22,9,13,8,260,9,15,0,18,41,6,9,7,0,107,0,7,0,4,0,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,308,48,210,357,149,27,52,18,1252
SSC11927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11928,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,10
SSC11929,0,6,10,14,0,8,0,13,0,52,13,28,65,39,12,33,13,36,7,242,85,328,146,72,84,65,25,83,21,898,81,136,63,20,39,30,30,26,10,431,43,57,52,11,23,16,23,36,9,272,33,42,30,7,13,4,23,19,3,176,3,8,3,5,3,3,3,4,3,34,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,257,606,366,163,175,160,115,217,48,2110,0,3,7,15,7,23,0,0,3,53,9,41,7,38,23,24,0,8,10,157,44,279,29,84,106,51,11,30,15,646,25,98,10,46,61,10,3,16,3,267,28,54,10,39,60,17,0,32,0,241,14,33,8,17,34,12,3,8,5,130,3,6,0,5,5,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,510,71,235,299,135,15,100,34,1519
SSC11930,0,0,0,6,5,7,3,9,0,30,12,29,26,23,12,51,21,61,12,251,106,378,161,57,110,89,87,117,36,1135,93,177,82,25,68,32,41,46,15,579,28,49,57,15,17,23,31,37,9,264,13,12,20,5,6,9,35,33,5,142,0,4,3,4,0,6,5,4,0,31,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,260,657,353,142,213,220,226,306,77,2441,0,5,0,9,4,17,0,3,0,41,5,36,7,35,38,41,4,37,7,205,67,319,42,89,157,80,10,50,14,829,31,110,18,45,75,36,3,32,7,358,10,51,12,29,35,19,0,48,9,213,10,18,9,8,22,10,4,26,7,109,0,3,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,539,87,217,323,218,27,190,48,1763
SSC11931,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,3,0,0,0,0,4,0,0,6,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,3,4,3,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,7,3,0,0,0,21
SSC11932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5
SSC11933,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,18,0,3,0,0,0,0,3,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,15
SSC11934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,7,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,3,5,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,3,0,0,0,19
SSC11935,0,0,11,3,5,20,3,14,0,57,3,10,25,12,7,12,8,10,3,91,21,40,39,5,21,11,20,10,4,163,32,39,65,9,17,20,44,20,4,251,38,30,55,13,22,12,47,23,9,257,8,15,24,3,13,6,17,17,0,104,4,0,3,0,0,0,6,5,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,145,210,51,80,81,142,110,16,948,0,3,0,12,11,41,0,3,0,74,3,21,5,18,32,20,0,5,3,96,8,42,4,22,35,16,0,7,6,150,28,61,0,25,76,16,4,11,8,232,14,40,13,46,60,23,6,19,0,226,6,10,0,10,22,10,0,6,0,70,0,5,0,0,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,181,23,137,240,125,11,59,20,860
