SSC_CODE_2016,M15_19_Managers,M15_19_Professionals,M15_19_TechnicTrades_Wrs,M15_19_CommunPersnlSvc_W,M15_19_ClericalAdminis_W,M15_19_Sales_W,M15_19_Mach_oper_drivers,M15_19_Labourers,M15_19_Occu_ID_NS,M15_19_Tot,M20_24_Managers,M20_24_Professionals,M20_24_TechnicTrades_W,M20_24_CommunPersnlSvc_W,M20_24_ClericalAdminis_W,M20_24_Sales_W,M20_24_Mach_oper_drivers,M20_24_Labourers,M20_24_Occu_ID_NS,M20_24_Tot,M25_34_Managers,M25_34_Professionals,M25_34_TechnicTrades_W,M25_34_CommunPersnlSvc_W,M25_34_ClericalAdminis_W,M25_34_Sales_W,M25_34_Mach_oper_drivers,M25_34_Labourers,M25_34_Occu_ID_NS,M25_34_Tot,M35_44_Managers,M35_44_Professionals,M35_44_TechnicTrades_W,M35_44_CommunPersnlSvc_W,M35_44_ClericalAdminis_W,M35_44_Sales_W,M35_44_Mach_oper_drivers,M35_44_Labourers,M35_44_Occu_ID_NS,M35_44_Tot,M45_54_Managers,M45_54_Professionals,M45_54_TechnicTrades_W,M45_54_CommunPersnlSvc_W,M45_54_ClericalAdminis_W,M45_54_Sales_W,M45_54_Mach_oper_drivers,M45_54_Labourers,M45_54_Occu_ID_NS,M45_54_Tot,M55_64_Managers,M55_64_Professionals,M55_64_TechnicTrades_W,M55_64_CommunPersnlSvc_W,M55_64_ClericalAdminis_W,M55_64_Sales_W,M55_64_Mach_oper_drivers,M55_64_Labourers,M55_64_Occu_ID_NS,M55_64_Tot,M65_74_Managers,M65_74_Professionals,M65_74_TechnicTrades_W,M65_74_CommunPersnlSvc_W,M65_74_ClericalAdminis_W,M65_74_Sales_W,M65_74_Mach_oper_drivers,M65_74_Labourers,M65_74_Occu_ID_NS,M65_74_Tot,M75_84_Managers,M75_84_Professionals,M75_84_TechnicTrades_W,M75_84_CommunPersnlSvc_W,M75_84_ClericalAdminis_W,M75_84_Sales_W,M75_84_Mach_oper_drivers,M75_84_Labourers,M75_84_Occu_ID_NS,M75_84_Tot,M85_ov_Managers,M85_ov_Professionals,M85_ov_TechnicTrades_W,M85_ov_CommunPersnlSvc_W,M85_ov_ClericalAdminis_W,M85_ov_Sales_W,M85_ov_Mach_oper_drivers,M85_ov_Labourers,M85_ov_Occu_ID_NS,M85_ov_Tot,M_Tot_Managers,M_Tot_Professionals,M_Tot_TechnicTrades_W,M_Tot_CommunPersnlSvc_W,M_Tot_ClericalAdminis_W,M_Tot_Sales_W,M_Tot_Mach_oper_drivers,M_Tot_Labourers,M_Tot_Occu_ID_NS,M_Tot_Tot,F15_19_Managers,F15_19_Professionals,F15_19_TechnicTrades_Wrs,F15_19_CommunPersnlSvc_W,F15_19_ClericalAdminis_W,F15_19_Sales_W,F15_19_Mach_oper_drivers,F15_19_Labourers,F15_19_Occu_ID_NS,F15_19_Tot,F20_24_Managers,F20_24_Professionals,F20_24_TechnicTrades_W,F20_24_CommunPersnlSvc_W,F20_24_ClericalAdminis_W,F20_24_Sales_W,F20_24_Mach_oper_drivers,F20_24_Labourers,F20_24_Occu_ID_NS,F20_24_Tot,F25_34_Managers,F25_34_Professionals,F25_34_TechnicTrades_W,F25_34_CommunPersnlSvc_W,F25_34_ClericalAdminis_W,F25_34_Sales_W,F25_34_Mach_oper_drivers,F25_34_Labourers,F25_34_Occu_ID_NS,F25_34_Tot,F35_44_Managers,F35_44_Professionals,F35_44_TechnicTrades_W,F35_44_CommunPersnlSvc_W,F35_44_ClericalAdminis_W,F35_44_Sales_W,F35_44_Mach_oper_drivers,F35_44_Labourers,F35_44_Occu_ID_NS,F35_44_Tot,F45_54_Managers,F45_54_Professionals,F45_54_TechnicTrades_W,F45_54_CommunPersnlSvc_W,F45_54_ClericalAdminis_W,F45_54_Sales_W,F45_54_Mach_oper_drivers,F45_54_Labourers,F45_54_Occu_ID_NS,F45_54_Tot,F55_64_Managers,F55_64_Professionals,F55_64_TechnicTrades_W,F55_64_CommunPersnlSvc_W,F55_64_ClericalAdminis_W,F55_64_Sales_W,F55_64_Mach_oper_drivers,F55_64_Labourers,F55_64_Occu_ID_NS,F55_64_Tot,F65_74_Managers,F65_74_Professionals,F65_74_TechnicTrades_W,F65_74_CommunPersnlSvc_W,F65_74_ClericalAdminis_W,F65_74_Sales_W,F65_74_Mach_oper_drivers,F65_74_Labourers,F65_74_Occu_ID_NS,F65_74_Tot,F75_84_Managers,F75_84_Professionals,F75_84_TechnicTrades_W,F75_84_CommunPersnlSvc_W,F75_84_ClericalAdminis_W,F75_84_Sales_W,F75_84_Mach_oper_drivers,F75_84_Labourers,F75_84_Occu_ID_NS,F75_84_Tot,F85ov_Managers,F85ov_Professionals,F85ov_TechnicTrades_W,F85ov_CommunPersnlSvc_W,F85ov_ClericalAdminis_W,F85ov_Sales_W,F85ov_Mach_oper_drivers,F85ov_Labourers,F85ov_Occu_ID_NS,F85ov_Tot,F_Tot_Managers,F_Tot_Professionals,F_Tot_TechnicTrades_W,F_Tot_CommunPersnlSvc_W,F_Tot_ClericalAdminis_W,F_Tot_Sales_W,F_Tot_Mach_oper_drivers,F_Tot_Labourers,F_Tot_Occu_ID_NS,F_Tot_Tot
SSC10011,0,0,0,0,0,3,0,3,0,6,0,0,3,0,0,0,0,0,0,3,5,0,6,0,0,0,0,0,0,13,0,0,6,0,0,0,3,0,0,16,0,0,4,0,0,0,3,3,0,14,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,28,3,0,6,13,9,0,65,0,0,0,0,0,3,0,0,0,4,0,3,0,0,0,0,0,0,0,4,0,0,0,3,4,5,0,0,0,14,0,0,0,0,6,0,0,3,0,16,0,0,0,0,3,3,0,0,0,15,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,4,6,18,12,0,6,0,59
SSC10012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC10013,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
SSC10014,0,0,10,3,0,9,4,7,4,43,8,13,24,6,4,23,4,16,5,91,32,53,34,24,29,16,21,17,7,236,61,101,46,17,30,11,39,14,3,326,35,33,52,12,22,15,27,14,3,216,16,21,30,7,12,3,25,14,0,133,0,4,5,3,0,0,4,3,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,228,210,71,106,80,126,84,16,1077,0,3,0,5,3,28,0,3,0,44,9,13,3,14,23,22,3,3,0,98,19,91,13,27,62,16,0,0,3,229,32,87,9,23,70,21,11,8,4,270,28,57,11,23,66,20,3,10,3,216,15,19,4,19,33,16,7,8,0,116,0,9,0,4,13,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,268,46,114,272,119,28,41,12,997
SSC10015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,0,10,6,0,5,0,0,0,0,0,0,12,7,0,3,3,0,0,0,3,0,18,3,0,3,0,0,0,3,3,0,12,3,0,0,0,0,0,0,3,0,9,6,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,23,0,16,8,3,4,10,16,0,75,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,8,3,0,0,0,0,3,0,3,0,18,0,4,0,0,0,0,0,3,0,16,5,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,3,13,8,7,0,13,0,64
SSC10016,0,3,10,9,0,18,4,34,3,81,8,18,40,28,14,21,5,19,4,159,50,110,111,33,16,17,23,40,8,407,47,110,73,21,31,16,24,16,3,341,63,58,71,26,31,19,22,40,9,348,36,37,34,7,15,14,18,21,0,177,0,7,5,0,0,3,0,7,0,29,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,205,350,347,127,110,116,99,176,22,1555,0,7,4,21,4,49,0,11,0,100,13,30,9,51,29,57,0,13,3,210,34,151,18,49,71,17,0,11,3,359,35,131,18,38,78,10,0,17,4,331,20,108,13,49,92,29,3,27,0,341,17,45,11,20,56,23,0,19,3,190,0,4,0,3,8,4,0,5,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,471,81,224,342,197,10,90,19,1551
SSC10017,0,0,8,6,0,21,7,22,0,67,3,15,23,27,6,18,4,13,0,110,38,59,67,14,9,18,13,13,3,227,70,110,62,21,24,10,20,16,5,349,54,89,49,14,29,11,21,19,0,283,39,53,31,3,19,6,26,17,0,196,5,20,5,4,3,5,0,3,0,51,3,3,3,0,3,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,209,351,262,90,91,87,94,105,12,1299,0,4,0,24,3,46,0,4,3,85,4,10,0,15,23,21,0,4,0,79,23,114,5,23,40,14,0,4,4,229,30,148,11,31,70,15,0,11,8,327,25,116,13,26,86,25,0,12,0,304,20,46,0,13,52,14,0,13,0,160,0,13,0,0,9,3,0,0,0,32,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,105,441,42,133,288,135,8,50,19,1218
SSC10018,0,0,6,0,0,0,0,0,0,9,0,0,8,0,0,0,3,0,0,14,3,3,6,4,0,0,12,6,0,33,4,3,6,5,0,0,11,3,3,40,6,7,11,0,4,0,13,4,0,49,3,3,9,0,5,0,10,7,0,39,3,4,4,0,0,0,7,0,0,16,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,27,19,48,8,9,0,61,30,6,206,0,0,0,0,0,3,0,0,0,12,0,0,0,5,0,0,0,0,0,11,0,3,3,11,3,3,0,3,0,23,3,4,6,5,9,3,0,8,0,41,3,3,3,8,3,11,3,5,0,41,0,12,0,7,10,0,3,6,0,34,3,0,0,0,5,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,21,12,37,33,23,3,24,0,170
SSC10019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,3,9,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,14
SSC10020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9
SSC10021,0,0,9,0,0,0,0,6,0,20,0,0,8,3,3,3,4,4,0,27,6,3,9,0,0,5,3,5,0,36,16,7,15,7,0,0,8,4,0,59,11,3,17,3,4,5,13,4,0,55,7,0,4,5,4,3,5,4,0,35,5,0,0,0,0,0,4,3,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,39,17,76,16,19,20,34,32,4,251,0,3,0,0,0,9,0,0,0,9,0,3,3,3,10,0,0,0,0,25,0,11,7,5,6,0,0,0,3,35,7,12,3,5,21,9,0,0,0,51,3,9,3,8,15,0,0,0,0,48,3,5,0,4,12,3,0,3,0,31,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,45,19,26,68,23,0,6,4,206
