SSC_CODE_2016,Tot_OcMngr,Tot_OcProf,Tot_OcTechTrdW,Tot_OcComPerS,Tot_OcClericAdm,Tot_OcSalesWk,Tot_OcMacOp_Driv,Tot_OcLab,Tot_OcID_NS,Tot_Tot
SSC12104,3,0,0,0,0,0,0,0,0,4
SSC12105,3,0,0,0,0,0,0,0,0,7
SSC12106,3,0,0,0,0,0,0,0,0,5
SSC12107,3,0,0,0,0,0,0,0,0,12
SSC12108,5,10,3,0,0,0,0,0,0,21
SSC12109,31,59,50,47,51,38,32,41,5,350
SSC12110,3,0,0,0,0,0,0,0,0,3
SSC12111,23,7,18,8,12,4,6,15,0,97
SSC12112,0,0,0,0,0,0,0,0,0,0
SSC12113,3,0,0,3,0,5,3,0,0,15
SSC12114,16,0,0,0,0,0,0,3,0,19
SSC12115,7,8,8,3,4,6,8,9,3,60
SSC12116,418,712,431,350,361,235,151,174,42,2865
SSC12117,274,587,381,279,308,186,140,167,39,2372
SSC12118,47,89,59,46,51,28,17,25,3,361
SSC12119,20,47,36,38,31,19,15,22,3,229
SSC12120,6,0,0,0,0,0,4,7,0,15
SSC12121,22,7,3,0,0,0,0,4,0,39
SSC12122,19,16,21,14,25,10,18,11,0,133
SSC12123,28,3,3,0,3,0,0,10,0,51
SSC12124,22,3,3,3,0,0,0,3,0,34
SSC12125,104,136,86,63,96,74,21,47,14,652
SSC12126,5,0,0,3,3,0,3,3,0,18
SSC12127,8,0,3,0,4,4,4,5,0,28
SSC12128,26,15,16,13,5,6,10,19,0,105
SSC12129,1008,1965,211,309,670,413,53,106,101,4831
SSC12130,429,724,148,165,298,169,30,94,24,2080
SSC12131,259,370,565,403,370,390,231,374,58,3021
SSC12132,8,9,13,9,7,4,3,13,3,72
SSC12133,33,53,29,18,38,16,6,18,0,207
SSC12134,52,113,55,29,35,27,7,19,7,333
SSC12135,0,0,0,0,0,0,0,0,0,0
SSC12136,6,4,0,0,0,0,4,0,0,22
SSC12137,26,39,92,42,54,23,43,30,10,361
SSC12138,4,0,6,0,6,0,0,0,0,22
SSC12139,12,18,11,7,8,3,3,8,0,66
SSC12140,29,16,14,10,5,11,6,17,0,110
SSC12141,296,556,452,390,369,310,141,262,51,2839
SSC12142,23,34,30,28,18,15,10,12,7,167
SSC12143,7,0,8,4,3,6,3,10,0,39
SSC12144,6,0,0,0,0,0,0,0,0,11
SSC12145,84,165,92,70,128,75,56,47,6,715
SSC12146,9,9,18,4,6,13,8,8,0,76
SSC12147,0,0,0,0,0,0,0,0,0,0
SSC12148,0,9,4,0,3,3,0,3,0,25
SSC12149,691,1183,645,400,913,422,224,285,72,4830
SSC12150,215,378,283,155,297,159,124,137,47,1796
SSC12151,13,14,3,5,4,9,5,9,3,67
SSC12152,4,0,0,0,0,0,0,3,0,9
SSC12153,21,35,48,27,34,26,10,30,3,244
SSC12154,380,754,409,409,385,339,110,281,50,3108
SSC12155,11,26,17,10,10,10,6,6,3,93
SSC12156,717,2134,554,666,856,604,210,455,117,6316
SSC12157,3,0,0,0,0,0,0,0,0,3
SSC12158,677,1238,726,421,980,524,360,467,137,5521
SSC12159,14,0,3,0,0,0,0,3,0,23
SSC12160,8,4,6,0,3,0,3,12,0,43
SSC12161,28,11,4,5,7,4,0,8,0,68
SSC12162,3,0,0,0,0,3,0,0,0,8
SSC12163,340,677,480,447,625,333,454,518,79,3960
SSC12164,72,97,79,46,70,58,29,47,6,508
SSC12165,16,9,14,5,11,8,3,11,3,87
SSC12166,0,7,3,3,3,3,0,6,0,29
SSC12167,0,0,0,0,0,0,0,0,0,0
SSC12168,0,0,0,0,0,0,0,0,0,0
SSC12169,4,0,0,0,0,0,0,3,0,6
SSC12170,3,0,0,3,0,0,0,0,0,16
SSC12171,92,85,52,19,64,42,14,18,11,389
SSC12172,596,1069,662,462,767,403,193,298,68,4521
SSC12173,469,1050,76,125,270,129,18,42,35,2226
SSC12174,14,17,37,22,23,13,22,23,4,171
SSC12175,0,0,0,0,0,0,0,0,0,0
SSC12176,12,9,4,0,0,0,3,3,0,25
SSC12177,4,3,0,0,4,0,0,0,3,21
SSC12178,16,13,10,11,7,6,0,11,6,79
SSC12179,0,4,0,0,3,0,0,0,0,15
SSC12180,0,0,0,0,0,0,0,0,0,0
SSC12181,652,2115,869,937,948,732,408,1001,143,7794
SSC12182,140,249,115,69,167,100,45,47,19,950
SSC12183,10,6,5,0,3,0,3,4,0,28
SSC12184,0,0,0,0,0,0,0,0,0,3
SSC12185,53,116,44,40,62,45,14,38,9,416
SSC12186,0,0,3,0,4,3,7,0,0,14
SSC12187,80,136,211,214,160,143,136,235,21,1328
SSC12188,21,36,21,17,10,14,14,14,3,147
SSC12189,3,0,0,3,0,0,0,0,0,6
SSC12190,0,0,0,0,0,0,0,0,0,0
SSC12191,11,19,16,4,13,5,7,10,0,81
SSC12192,42,9,12,10,7,9,12,20,5,135
SSC12193,327,600,571,396,411,378,179,401,46,3303
SSC12194,83,143,174,121,107,92,82,149,18,972
SSC12195,44,9,31,16,12,9,10,21,4,149
SSC12196,14,3,0,3,4,4,0,6,0,38
SSC12197,179,283,144,111,137,114,41,104,22,1140
SSC12198,0,0,0,0,0,0,0,0,0,0
SSC12199,100,30,37,58,19,19,17,33,8,320
SSC12200,213,513,273,206,282,173,79,125,30,1892
SSC12201,56,147,66,50,71,58,17,32,8,499
SSC12202,22,9,25,18,15,6,11,23,4,142
SSC12203,9,0,3,0,4,0,3,4,0,23
SSC12204,10,9,7,8,3,11,4,7,0,69
SSC12205,0,3,0,0,0,0,0,0,0,5
SSC12206,106,42,38,20,37,17,12,31,10,303
SSC12207,4,0,0,0,0,0,0,3,3,12
SSC12208,9,0,0,0,3,0,3,13,0,31
SSC12209,21,51,40,27,32,23,28,23,3,240
SSC12210,7,3,3,3,3,4,5,4,0,30
SSC12211,18,16,6,10,8,5,8,4,0,86
SSC12212,6,5,6,6,5,9,3,4,0,52
SSC12213,4,7,20,3,3,4,3,4,0,45
SSC12214,0,3,0,0,0,0,3,4,0,15
SSC12215,60,71,71,45,64,33,28,39,9,418
SSC12216,131,159,221,119,171,97,79,102,23,1101
SSC12217,248,394,36,39,98,52,4,12,12,889
SSC12218,220,338,307,148,250,116,74,123,23,1600
SSC12219,102,162,107,71,86,50,44,55,13,694
SSC12220,69,78,41,24,51,35,18,20,3,343
SSC12221,134,204,459,277,260,233,289,360,44,2263
SSC12222,26,0,0,3,3,0,3,11,0,47
SSC12223,3,0,5,0,3,3,0,0,0,11
SSC12224,7,3,4,0,0,0,0,0,0,16
SSC12225,16,0,0,0,0,0,0,0,0,28
SSC12226,66,64,53,38,58,43,24,30,10,392
SSC12227,103,163,37,26,80,55,5,17,13,503
SSC12228,11,10,6,9,8,9,7,14,3,65
SSC12229,58,83,101,79,75,68,67,114,16,662
SSC12230,21,41,19,21,21,13,15,14,0,159
SSC12231,10,18,12,0,11,3,3,5,3,70
SSC12232,20,16,10,6,20,0,3,5,0,78
SSC12233,31,32,25,19,14,14,16,17,3,165
SSC12234,13,12,10,3,11,3,0,0,0,51
SSC12235,71,26,26,16,15,6,12,13,3,185
SSC12236,0,0,8,0,3,4,3,7,0,32
SSC12237,11,6,11,13,8,0,3,13,3,67
SSC12238,395,606,497,308,450,337,160,237,33,3038
SSC12239,23,20,13,10,10,4,6,8,0,87
SSC12240,3,0,0,0,0,0,0,0,0,5
SSC12241,0,0,0,0,0,0,0,0,0,0
SSC12242,127,72,63,51,58,46,30,80,10,541
SSC12243,137,255,214,165,163,129,81,132,21,1300
SSC12244,20,21,26,17,7,15,3,17,4,125
SSC12245,10,5,3,0,3,0,0,0,0,29
SSC12246,15,16,8,7,0,0,0,4,0,56
SSC12247,102,135,166,171,144,151,110,165,18,1164
SSC12248,95,198,265,188,193,156,143,199,28,1464
SSC12249,12,6,3,0,0,0,0,5,0,25
SSC12250,80,142,202,178,143,130,125,167,19,1191
SSC12251,23,46,32,22,24,16,15,12,4,200
SSC12252,0,0,0,0,0,0,0,0,0,0
SSC12253,171,269,365,292,273,212,167,215,39,1998
SSC12254,27,33,36,28,29,28,23,26,8,232
SSC12255,115,73,65,30,64,60,31,44,11,489
SSC12256,91,191,93,87,139,70,31,48,7,759
SSC12257,362,831,670,702,563,596,824,902,216,5669
SSC12258,31,32,39,18,28,16,18,23,3,211
SSC12259,19,44,57,51,29,39,24,46,7,313
SSC12260,17,7,3,4,3,0,0,8,0,43
SSC12261,278,504,531,375,520,288,368,367,77,3314
SSC12262,14,10,12,6,6,0,3,0,0,51
SSC12263,35,26,35,4,25,11,13,10,7,164
SSC12264,251,696,303,249,335,221,122,169,23,2373
SSC12265,11,3,0,0,0,0,0,0,0,15
SSC12266,1132,2294,376,405,801,410,82,157,90,5741
SSC12267,1081,2650,512,516,838,485,131,235,105,6553
SSC12268,280,532,71,94,177,119,19,38,15,1334
SSC12269,3,0,0,0,0,0,0,0,0,7
SSC12270,15,11,16,16,7,11,9,8,3,103
SSC12271,4,5,0,0,0,0,0,6,0,20
SSC12272,0,0,3,0,0,0,0,3,0,12
SSC12273,26,25,21,31,8,22,17,31,5,183
SSC12274,0,0,0,0,0,0,0,0,0,0
SSC12275,94,137,140,115,139,78,126,137,29,992
SSC12276,68,160,48,52,74,36,13,13,11,465
SSC12277,3,0,3,0,3,0,3,4,0,16
SSC12278,92,189,170,106,113,95,87,86,8,931
SSC12279,18,34,11,20,5,8,10,19,4,125
SSC12280,9,7,4,0,5,0,0,3,0,28
SSC12281,3,5,11,6,9,6,7,7,0,42
SSC12282,0,0,0,0,0,0,3,0,0,6
SSC12283,45,46,58,73,32,59,26,58,5,413
SSC12284,0,0,0,0,3,0,4,0,0,9
SSC12285,115,256,42,32,56,33,3,6,8,550
SSC12286,9,3,0,0,0,0,0,3,0,20
SSC12287,385,580,843,719,636,668,481,674,91,5079
SSC12288,30,51,54,43,43,39,28,35,3,330
SSC12289,129,320,161,171,156,92,77,116,21,1235
SSC12290,17,8,5,0,4,0,0,8,0,45
SSC12291,13,14,13,0,6,8,8,10,3,72
SSC12292,3,0,0,0,0,0,0,0,0,3
SSC12293,532,529,550,310,423,293,328,705,83,3751
SSC12294,3,0,9,0,4,0,0,3,0,21
SSC12295,20,10,13,17,17,8,8,23,0,112
SSC12296,27,3,7,0,10,4,3,16,0,63
SSC12297,1468,3125,604,632,1043,538,137,278,127,7952
SSC12298,0,0,0,0,0,0,0,0,0,0
SSC12299,7,9,4,5,0,3,0,5,0,33
SSC12300,90,105,153,114,116,88,86,115,15,888
SSC12301,0,0,0,0,0,0,0,0,0,0
SSC12302,8,6,0,0,4,3,3,3,0,29
SSC12303,409,939,405,369,344,335,87,242,45,3179
SSC12304,199,297,179,124,232,104,58,65,19,1278
SSC12305,279,244,224,107,250,133,148,129,46,1559
SSC12306,9,0,0,0,3,0,0,3,0,13
SSC12307,66,102,155,155,149,122,321,259,59,1377
SSC12308,331,620,650,484,684,436,529,507,86,4331
SSC12309,253,576,176,254,214,139,53,128,25,1818
SSC12310,8,3,8,0,3,0,0,0,0,20
SSC12311,3,3,0,0,0,0,3,0,0,10
SSC12312,9,10,15,8,6,6,7,7,8,78
SSC12313,280,676,132,164,231,117,47,78,21,1753
SSC12314,9,10,9,5,9,3,6,12,0,69
SSC12315,162,456,100,86,163,87,39,65,23,1172
SSC12316,824,1985,1439,852,1123,821,559,1201,320,9121
SSC12317,0,0,0,0,0,0,0,0,0,0
SSC12318,10,14,30,19,27,20,40,26,0,180
SSC12319,45,41,15,16,25,11,8,6,3,158
SSC12320,85,101,53,112,61,50,62,76,18,628
SSC12321,25,46,25,36,33,41,13,27,3,242
SSC12322,158,203,74,65,122,78,4,41,12,750
SSC12323,9,17,11,8,4,4,3,11,3,71
SSC12324,3,0,0,0,0,0,0,0,0,10
SSC12325,818,1512,265,285,445,269,68,103,62,3836
SSC12326,0,0,0,0,0,0,0,0,0,0
SSC12327,11,5,7,4,3,3,0,0,0,46
SSC12328,15,13,24,10,16,15,23,14,0,134
SSC12329,0,0,0,0,0,0,0,0,0,6
SSC12330,13,9,10,10,5,4,7,3,0,60
SSC12331,15,0,4,0,0,0,4,4,0,29
SSC12332,0,0,0,0,0,0,0,0,0,0
SSC12333,21,28,7,3,10,0,7,15,3,97
SSC12334,10,3,3,0,0,0,3,3,4,25
SSC12335,40,77,28,26,33,15,14,10,7,254
SSC12336,34,33,19,16,4,3,5,13,0,133
SSC12337,7,0,0,0,0,0,0,0,0,8
SSC12338,3,0,0,0,0,0,0,0,0,3
SSC12339,942,1901,247,320,626,347,52,122,69,4629
SSC12340,13,7,0,0,0,3,0,0,0,25
SSC12341,41,74,6,11,27,17,0,4,7,186
SSC12342,3,0,0,0,0,0,0,0,0,3
SSC12343,301,520,370,292,403,251,128,225,25,2517
SSC12344,97,251,189,218,135,157,65,187,23,1322
SSC12345,78,257,129,143,137,88,42,104,10,986
SSC12346,24,6,3,0,8,3,3,8,0,57
SSC12347,137,243,329,246,256,197,201,241,43,1903
SSC12348,0,6,4,0,0,4,3,0,0,21
SSC12349,428,612,191,188,305,142,67,77,34,2044
SSC12350,38,7,0,3,0,0,0,10,0,69
SSC12351,9,27,13,8,12,4,0,4,0,68
SSC12352,30,49,46,33,37,21,21,16,3,264
SSC12353,3,0,0,0,3,0,0,4,0,11
SSC12354,10,3,4,3,3,3,0,0,0,29
SSC12355,0,0,0,0,0,0,0,0,0,4
SSC12356,20,12,13,5,12,0,3,7,0,76
SSC12357,7,3,0,0,7,0,0,11,0,28
SSC12358,15,0,0,0,0,0,0,3,0,21
SSC12359,3,9,0,3,0,0,0,3,0,18
SSC12360,33,36,56,47,52,36,51,47,7,361
SSC12361,566,1358,1356,992,1068,751,1021,1140,247,8499
SSC12362,158,283,133,131,165,97,58,87,12,1124
SSC12363,120,67,131,54,131,83,92,72,18,771
SSC12364,25,5,4,5,11,3,0,3,0,61
SSC12365,67,98,74,63,62,43,14,40,0,459
SSC12366,0,0,0,0,0,0,3,0,0,13
SSC12367,27,28,25,15,23,10,19,3,0,164
SSC12368,30,63,79,36,66,30,53,31,6,388
SSC12369,121,52,45,45,49,22,38,42,9,432
SSC12370,7,0,8,0,0,5,0,0,0,18
SSC12371,275,502,309,211,346,183,68,108,42,2030
SSC12372,11,4,7,3,9,0,6,13,0,52
SSC12373,0,12,8,8,15,7,5,0,0,53
SSC12374,24,4,0,0,4,0,0,5,0,40
SSC12375,225,192,400,172,296,166,271,203,31,1965
SSC12376,70,81,121,79,80,60,26,38,6,563
SSC12377,9,0,0,3,9,4,8,10,0,43
SSC12378,240,425,439,362,320,294,155,270,61,2561
SSC12379,3,4,0,0,3,3,0,0,0,12
SSC12380,0,0,0,0,0,0,0,0,0,0
SSC12381,14,23,19,3,18,4,12,6,3,105
SSC12382,3,0,0,5,0,0,4,0,0,15
SSC12383,4,0,0,0,0,0,0,6,0,9
SSC12384,7,9,5,4,5,3,0,0,0,34
SSC12385,232,433,24,75,119,73,9,16,26,1009
SSC12386,81,50,44,21,38,20,13,32,7,289
SSC12387,56,19,35,25,21,16,8,42,13,225
SSC12388,6,3,3,0,0,0,0,0,0,13
SSC12389,86,207,85,51,84,62,38,40,8,663
SSC12390,29,18,14,6,8,10,4,10,0,111
SSC12391,15,8,3,6,0,0,0,0,0,29
SSC12392,3,0,0,0,0,0,0,3,0,11
SSC12393,0,0,0,0,0,0,0,0,0,0
SSC12394,14,0,0,0,0,0,0,8,0,25
SSC12395,43,91,48,34,61,39,21,21,4,362
SSC12396,53,57,26,22,22,19,16,16,4,247
SSC12397,13,21,4,0,7,0,0,3,0,53
SSC12398,5,9,23,22,7,11,13,16,5,98
SSC12399,3,0,0,0,0,0,3,8,0,19
SSC12400,0,0,0,0,0,0,0,0,0,0
SSC12401,39,22,28,12,32,16,34,30,0,216
SSC12402,17,6,14,3,14,3,3,4,0,77
SSC12403,3,0,4,0,0,0,0,0,0,13
SSC12404,3,0,4,0,0,0,0,0,0,12
SSC12405,3,5,3,0,0,0,0,0,0,16
SSC12406,4,0,0,0,0,0,0,0,0,5
SSC12407,9,4,0,0,3,0,7,0,0,22
SSC12408,14,19,23,7,17,10,11,22,0,130
SSC12409,4,4,8,0,3,0,5,5,0,26
SSC12410,8,10,14,0,3,0,0,3,0,36
SSC12411,0,0,0,0,0,0,0,0,0,0
SSC12412,45,55,54,19,41,15,19,33,4,290
SSC12413,7,5,11,12,11,3,5,6,0,56
SSC12414,15,6,6,0,4,0,3,9,0,50
SSC12415,6,3,8,0,4,0,3,3,3,34
SSC12416,0,0,3,0,5,4,4,4,0,24
SSC12417,0,0,0,0,0,0,0,0,0,0
SSC12418,21,29,31,9,20,18,11,17,6,161
SSC12419,201,119,145,81,155,84,70,97,17,961
SSC12420,20,6,9,9,6,5,6,13,0,81
SSC12421,440,777,355,254,457,264,87,119,36,2800
SSC12422,197,342,455,347,385,256,376,375,76,2809
SSC12423,28,16,11,7,13,4,9,14,3,98
SSC12424,22,3,5,4,0,0,0,4,0,38
SSC12425,3,0,0,0,3,0,0,3,0,9
SSC12426,28,11,21,18,17,9,16,26,7,161
SSC12427,21,21,11,7,10,13,3,9,0,87
SSC12428,7,0,0,0,0,0,0,3,0,8
SSC12429,9,0,0,0,0,0,0,0,0,10
SSC12430,73,110,117,114,101,92,65,134,15,820
SSC12431,69,150,94,122,77,80,47,121,14,768
SSC12432,87,182,85,72,75,42,16,46,9,617
SSC12433,274,718,634,626,791,459,718,737,102,5063
SSC12434,195,354,260,185,296,186,122,110,24,1727
SSC12435,143,175,68,60,131,81,35,28,11,740
SSC12436,0,0,0,0,0,0,0,0,0,0
SSC12437,461,1686,265,360,541,377,68,202,52,4018
SSC12438,0,0,0,0,0,0,0,0,0,0
SSC12439,0,0,0,0,0,0,0,0,0,0
SSC12440,0,3,0,0,3,0,0,3,0,12
SSC12441,20,20,8,10,15,11,4,3,0,92
SSC12442,11,0,0,3,3,0,0,0,0,17
SSC12443,49,73,38,39,33,22,13,11,9,293
SSC12444,9,5,13,4,9,17,0,8,0,73
SSC12445,28,60,46,25,26,25,16,21,4,244
SSC12446,9,7,0,0,3,0,3,3,0,27
SSC12447,11,3,0,3,3,0,0,3,3,26
SSC12448,11,13,19,0,8,9,15,7,0,84
SSC12449,62,139,103,122,93,61,70,74,17,748
SSC12450,0,5,0,0,0,0,0,0,0,6
SSC12451,10,14,3,7,9,7,3,3,0,64
SSC12452,11,12,21,13,11,3,11,15,3,104
SSC12453,261,424,187,195,254,135,70,83,23,1629
SSC12454,0,0,0,0,0,0,3,0,3,10
SSC12455,22,34,74,41,30,31,41,50,8,342
SSC12456,13,3,0,0,0,0,0,0,0,21
SSC12457,12,0,5,11,6,0,10,14,3,51
SSC12458,5,0,0,0,0,0,0,0,0,4
SSC12459,24,10,3,3,10,0,4,5,0,50
SSC12460,6,19,19,22,16,18,7,17,3,133
SSC12461,90,139,125,87,100,82,23,85,12,741
SSC12462,15,14,12,7,4,7,3,9,0,66
SSC12463,3,0,0,0,3,0,0,0,0,7
SSC12464,16,5,3,0,0,0,3,5,0,39
SSC12465,20,35,45,17,25,18,12,18,10,200
SSC12466,5,8,9,0,3,3,5,3,0,25
SSC12467,47,18,13,8,15,8,17,31,4,147
SSC12468,196,414,153,142,175,105,50,80,18,1335
SSC12469,3,0,3,0,0,0,8,4,0,23
SSC12470,50,15,19,12,7,8,12,19,0,141
SSC12471,0,0,3,8,3,0,0,0,0,12
SSC12472,117,37,47,22,36,27,29,49,10,367
SSC12473,69,29,44,28,33,17,33,74,0,334
SSC12474,89,85,116,111,93,69,97,124,12,800
SSC12475,1975,3546,616,738,878,674,121,263,172,8978
SSC12476,557,942,384,359,443,292,105,211,41,3327
SSC12477,66,120,179,112,113,140,101,172,22,1036
SSC12478,9,15,0,5,3,0,6,10,0,45
SSC12479,10,8,0,7,0,3,3,4,0,36
SSC12480,14,3,3,0,3,0,7,3,3,31
SSC12481,39,25,16,12,32,18,5,6,3,150
SSC12482,12,33,38,23,33,16,10,19,0,194
SSC12483,8,8,4,3,0,0,7,3,0,34
SSC12484,118,92,134,49,104,50,40,41,15,637
SSC12485,293,511,487,367,540,333,381,380,72,3366
SSC12486,11,8,9,9,3,3,8,3,3,62
SSC12487,26,26,12,18,15,3,6,13,4,127
SSC12488,201,304,231,189,252,177,113,151,28,1640
SSC12489,4,0,0,0,0,0,0,0,0,3
SSC12490,0,0,0,0,0,0,0,0,0,0
SSC12491,10,0,0,0,0,0,0,0,0,25
SSC12492,57,125,116,84,85,72,59,91,18,703
SSC12493,17,8,8,3,7,3,9,6,0,64
SSC12494,23,15,9,15,9,7,3,17,0,97
SSC12495,0,5,5,0,0,3,3,8,0,26
SSC12496,0,0,0,0,0,0,0,0,0,3
SSC12497,0,4,0,0,0,0,0,0,0,4
SSC12498,38,85,68,39,55,26,31,29,3,369
SSC12499,15,12,14,10,10,14,10,4,0,80
SSC12500,65,22,50,26,37,25,31,32,0,293
SSC12501,2204,4722,1398,1412,2030,1243,430,758,260,14446
SSC12502,20,34,48,25,36,17,37,18,4,243
SSC12503,47,20,35,18,15,17,21,27,7,198
SSC12504,1855,4769,1471,1320,1791,1078,477,961,235,13960
SSC12505,50,51,71,28,78,39,57,44,5,432
SSC12506,804,2201,493,453,892,524,157,343,119,5988
SSC12507,17,11,10,3,4,8,6,3,0,66
SSC12508,0,9,3,0,3,0,0,3,0,16
SSC12509,27,3,0,0,3,0,0,0,0,33
SSC12510,26,0,7,7,12,4,9,6,3,79
SSC12511,14,26,35,22,24,11,12,15,5,168
SSC12512,29,49,22,10,26,13,3,21,0,170
SSC12513,56,33,83,57,54,44,69,82,14,492
SSC12514,266,588,638,449,568,409,327,432,61,3740
SSC12515,9,0,3,0,0,0,0,9,0,30
SSC12516,9,12,3,0,0,0,0,9,5,43
SSC12517,14,19,12,17,9,4,9,8,0,90
SSC12518,90,255,86,103,108,44,26,46,15,779
SSC12519,1146,2100,933,865,1215,747,401,667,134,8209
SSC12520,102,147,47,29,60,39,10,29,5,465
SSC12521,17,6,0,0,0,3,0,0,0,24
SSC12522,73,33,53,37,26,28,47,62,7,365
SSC12523,32,9,5,3,0,0,7,8,0,71
SSC12524,575,1026,548,449,796,468,297,320,93,4580
SSC12525,19,0,0,0,3,0,8,9,0,34
SSC12526,20,5,4,5,4,0,6,3,0,55
SSC12527,11,15,5,0,3,3,3,0,0,47
SSC12528,9,3,0,0,3,3,0,3,0,20
SSC12529,4,3,3,4,0,3,0,7,0,22
SSC12530,334,1071,609,586,556,420,251,452,58,4345
SSC12531,0,0,0,0,0,0,0,3,0,7
SSC12532,0,3,0,0,3,4,0,0,0,10
SSC12533,0,7,5,0,0,0,0,3,0,17
SSC12534,80,247,104,112,121,69,50,70,7,861
SSC12535,0,0,0,0,0,0,0,0,0,0
SSC12536,87,185,125,121,101,95,60,115,10,895
SSC12537,51,9,0,3,3,0,3,16,3,87
SSC12538,25,90,36,19,28,23,36,34,9,306
SSC12539,0,0,0,0,0,0,0,5,0,6
SSC12540,16,15,25,14,7,7,21,16,0,124
SSC12541,5,8,13,8,6,4,28,12,0,81
SSC12542,193,163,292,139,219,132,139,108,27,1413
SSC12543,27,21,26,3,23,22,17,22,0,166
SSC12544,6,9,17,8,8,10,10,12,3,98
SSC12545,51,83,28,21,25,12,11,23,3,259
SSC12546,14,5,4,5,3,6,0,3,0,46
SSC12547,316,657,49,65,151,71,4,32,23,1364
SSC12548,15,0,3,0,3,0,0,4,0,23
SSC12549,15,35,22,20,20,6,22,8,3,148
SSC12550,329,1074,247,187,461,215,76,113,42,2735
SSC12551,0,0,0,0,0,0,0,0,0,0
SSC12552,10,4,3,0,4,0,0,4,0,23
SSC12553,42,70,46,44,29,20,13,36,5,298
SSC12554,444,679,844,558,671,417,363,417,76,4481
SSC12555,7,7,10,10,3,3,6,3,6,53
SSC12556,33,36,34,27,24,7,8,28,0,197
SSC12557,21,7,4,8,6,5,4,15,0,61
SSC12558,18,12,10,8,6,3,3,16,0,76
SSC12559,4,0,0,0,0,0,0,0,0,4
SSC12560,5,5,3,6,10,7,5,7,0,41
SSC12561,0,0,0,0,0,0,0,0,0,0
SSC12562,7,3,3,0,3,8,0,0,0,25
SSC12563,132,211,84,55,122,64,24,37,10,742
SSC12564,9,6,8,3,7,0,3,3,0,34
SSC12565,30,6,3,3,0,0,0,3,5,57
SSC12566,18,17,8,3,7,4,9,4,0,76
SSC12567,847,1334,678,606,1023,643,208,309,80,5721
SSC12568,77,106,102,37,83,36,25,44,10,514
SSC12569,8,14,17,19,12,8,12,11,0,108
SSC12570,69,27,13,23,15,10,21,23,0,204
SSC12571,39,17,7,21,13,4,15,12,9,147
SSC12572,51,12,0,6,6,5,9,12,9,111
SSC12573,795,2073,637,680,697,464,166,311,65,5882
SSC12574,94,245,57,61,86,54,13,28,9,641
SSC12575,192,225,219,195,151,193,63,167,31,1438
SSC12576,9,7,7,4,7,3,0,3,0,48
SSC12577,0,0,0,0,0,0,0,0,0,0
SSC12578,4,4,0,0,0,0,0,0,0,16
SSC12579,42,56,36,21,17,27,7,22,0,228
SSC12580,0,4,0,0,0,0,0,0,0,10
SSC12581,3,0,0,0,0,0,0,0,0,3
SSC12582,3,0,0,3,0,0,0,3,0,10
SSC12583,9,0,0,3,0,0,0,0,0,17
SSC12584,11,6,0,0,0,4,0,4,0,22
SSC12585,154,67,80,70,67,52,99,119,6,712
SSC12586,31,0,6,10,4,0,4,3,0,57
SSC12587,25,11,3,3,0,0,0,7,0,53
SSC12588,1027,1870,1849,1160,1660,1119,1035,1343,325,11389
SSC12589,222,392,408,261,402,245,241,258,67,2506
SSC12590,19,12,11,11,17,7,10,23,0,110
SSC12591,0,0,0,0,0,0,0,0,0,3
SSC12592,129,239,332,238,265,202,213,309,33,1957
SSC12593,19,3,0,0,3,0,0,0,0,23
SSC12594,28,13,8,10,3,5,0,4,0,62
SSC12595,0,0,0,0,0,0,0,0,0,0
SSC12596,8,3,0,0,0,0,0,0,0,14
SSC12597,3,5,5,3,0,0,0,0,0,17
SSC12598,58,43,51,36,51,30,17,12,0,301
SSC12599,28,30,21,39,22,15,12,23,0,190
SSC12600,25,17,26,4,17,10,8,18,0,121
SSC12601,0,0,6,3,0,0,0,5,0,20
SSC12602,139,255,30,44,78,62,4,20,8,636
SSC12603,109,116,68,42,80,42,15,18,9,500
SSC12604,9,0,8,3,7,0,13,6,0,47
SSC12605,11,3,8,4,3,0,0,6,0,30
SSC12606,13,8,3,3,8,8,4,7,0,54
SSC12607,289,517,354,189,408,216,225,166,42,2401
SSC12608,3,3,0,0,0,0,0,3,0,11
SSC12609,11,6,0,0,3,0,0,0,0,23
SSC12610,7,5,3,0,0,0,0,0,0,23
SSC12611,13,3,0,0,0,0,0,3,0,21
SSC12612,4,4,6,3,12,0,13,7,0,52
SSC12613,17,6,3,7,3,0,0,5,0,39
SSC12614,0,0,0,0,0,0,0,0,0,0
SSC12615,4,0,3,0,0,0,0,0,0,11
SSC12616,10,0,4,7,3,0,0,7,0,40
SSC12617,42,53,125,78,82,79,134,149,28,763
SSC12618,32,29,37,8,27,16,18,10,6,191
SSC12619,226,335,30,43,89,46,3,12,16,802
SSC12620,39,32,71,45,37,37,50,49,3,364
SSC12621,8,0,0,0,0,0,0,0,4,14
SSC12622,26,22,26,16,24,12,13,24,3,155
SSC12623,108,124,85,49,76,41,49,54,13,585
SSC12624,21,3,0,0,0,0,0,9,0,34
SSC12625,217,331,320,186,415,166,127,118,25,1905
SSC12626,10,12,3,5,3,0,6,9,0,46
SSC12627,3,7,5,0,5,9,3,0,0,34
SSC12628,0,0,0,0,0,0,0,0,0,4
SSC12629,372,541,40,29,156,67,9,9,31,1254
SSC12630,81,120,81,72,64,67,19,57,9,569
SSC12631,23,5,0,3,3,0,0,4,0,37
