SSC_CODE_2016,Aust_BP_B_OS,Aust_FO_B_OS,Aust_MO_B_OS,Aust_Both_parents_born_Aust,Aust_Birthplace_not_stated,Aust_Tot_Resp,Aust_Abor_BP_B_OS,Aust_Abor_FO_B_OS,Aust_Abor_MO_B_OS,Aust_Abor_BP_B_Aus,Aust_Abor_BP_NS,Aust_Abor_Tot_Resp,Chinese_BP_B_OS,Chinese_FO_B_OS,Chinese_MO_B_OS,Chinese_BP_B_Aus,Chinese_BP_NS,Chinese_Tot_Resp,Croatian_BP_B_OS,Croatian_FO_B_OS,Croatian_MO_B_OS,Croatian_BP_B_Aus,Croatian_BP_NS,Croatian_Tot_Resp,Dutch_BP_B_OS,Dutch_FO_B_OS,Dutch_MO_B_OS,Dutch_BP_B_Aus,Dutch_BP_NS,Dutch_Tot_Resp,English_BP_B_OS,English_FO_B_OS,English_MO_B_OS,English_BP_B_Aus,English_BP_NS,English_Tot_Resp,Filipino_BP_B_OS,Filipino_FO_B_OS,Filipino_MO_B_OS,Filipino_BP_B_Aus,Filipino_BP_NS,Filipino_Tot_Resp,French_BP_B_OS,French_FO_B_OS,French_MO_B_OS,French_BP_B_Aus,French_BP_NS,French_Tot_Resp,German_BP_B_OS,German_FO_B_OS,German_MO_B_OS,German_BP_B_Aus,German_BP_NS,German_Tot_Resp,Greek_BP_B_OS,Greek_FO_B_OS,Greek_MO_B_OS,Greek_BP_B_Aus,Greek_BP_NS,Greek_Tot_Resp,Hungarian_BP_B_OS,Hungarian_FO_B_OS,Hungarian_MO_B_OS,Hungarian_BP_B_Aus,Hungarian_BP_NS,Hungarian_Tot_Resp,Indian_BP_B_OS,Indian_FO_B_OS,Indian_MO_B_OS,Indian_BP_B_Aus,Indian_BP_NS,Indian_Tot_Resp,Irish_BP_B_OS,Irish_FO_B_OS,Irish_MO_B_OS,Irish_BP_B_Aus,Irish_BP_NS,Irish_Tot_Resp,Italian_BP_B_OS,Italian_FO_B_OS,Italian_MO_B_OS,Italian_BP_B_Aus,Italian_BP_NS,Italian_Tot_Resp,Korean_BP_B_OS,Korean_FO_B_OS,Korean_MO_B_OS,Korean_BP_B_Aus,Korean_BP_NS,Korean_Tot_Resp,Lebanese_BP_B_OS,Lebanese_FO_B_OS,Lebanese_MO_B_OS,Lebanese_BP_B_Aus,Lebanese_BP_NS,Lebanese_Tot_Resp,Macedonian_BP_B_OS,Macdonian_FO_B_OS,Macdonian_MO_B_OS,Macdonian_BP_B_Aus,Macdonian_BP_NS,Macedonian_Tot_Resp,Maltese_BP_B_OS,Maltese_FO_B_OS,Maltese_MO_B_OS,Maltese_BP_B_Aus,Maltese_BP_NS,Maltese_Tot_Resp,Maori_BP_B_OS,Maori_FO_B_OS,Maori_MO_B_OS,Maori_BP_B_Aus,Maori_BP_NS,Maori_Tot_Resp,NZ_BP_B_OS,NZ_FO_B_OS,NZ_MO_B_OS,NZ_BP_B_Aus,NZ_BP_NS,NZ_Tot_Resp,Polish_BP_B_OS,Polish_FO_B_OS,Polish_MO_B_OS,Polish_BP_B_Aus,Polish_BP_NS,Polish_Tot_Resp,Russian_BP_B_OS,Russian_FO_B_OS,Russian_MO_B_OS,Russian_BP_B_Aus,Russian_BP_NS,Russian_Tot_Resp,Scottish_BP_B_OS,Scottish_FO_B_OS,Scottish_MO_B_OS,Scottish_BP_B_Aus,Scottish_BP_NS,Scottish_Tot_Resp,Serbian_BP_B_OS,Serbian_FO_B_OS,Serbian_MO_B_OS,Serbian_BP_B_Aus,Serbian_BP_NS,Serbian_Tot_Resp,Sth_African_BP_B_OS,Sth_African_FO_B_OS,Sth_African_MO_B_OS,Sth_Afrcan_BP_B_Aus,Sth_African_BP_NS,Sth_African_Tot_Resp,Spanish_BP_B_OS,Spanish_FO_B_OS,Spanish_MO_B_OS,Spanish_BP_B_Aus,Spanish_BP_NS,Spanish_Tot_Resp,Sri_Lankan_BP_B_OS,Sri_Lankan_FO_B_OS,Sri_Lankan_MO_B_OS,Sri_Lankan_BP_B_Aus,Sri_Lankan_BP_NS,Sri_Lankan_Tot_Resp,Turkish_BP_B_OS,Turkish_FO_B_OS,Turkish_MO_B_OS,Turkish_BP_B_Aus,Turkish_BP_NS,Turkish_Tot_Resp,Vietnamese_BP_B_OS,Vietnamese_FO_B_OS,Vietnamese_MO_B_OS,Vietnamese_BP_B_Aus,Vietnamese_BP_NS,Vietnamese_Tot_Resp,Welsh_BP_B_OS,Welsh_FO_B_OS,Welsh_MO_B_OS,Welsh_BP_B_Aus,Welsh_BP_NS,Welsh_Tot_Resp,Other_BP_B_OS,Other_FO_B_OS,Other_MO_B_OS,Other_BP_B_Aus,Other_BP_NS,Other_Tot_Resp,Ancestry_NS_BP_B_OS,Ancestry_NS_FO_B_OS,Ancestry_NS_MO_B_OS,Ancestry_NS_BP_B_Aus,Ancestry_NS_BP_NS,Ancestry_NS_Tot_Resp,Tot_P_BP_B_OS,Tot_P_FO_B_OS,Tot_P_MO_B_OS,Tot_P_BP_B_Aus,Tot_P_BP_NS,Tot_P_Tot_Resp
SSC10011,3,6,4,166,3,188,0,0,0,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,0,88,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,11,0,13,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,24,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,10,67,76,15,11,8,238,74,348
SSC10012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12
SSC10013,0,0,0,14,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,4,0,0,24,3,42
SSC10014,62,86,79,622,12,859,0,0,0,3,0,3,155,7,8,4,0,177,22,3,3,12,0,44,13,3,7,8,0,31,177,64,60,419,3,724,271,3,4,4,3,286,11,3,3,8,0,21,25,3,3,25,0,62,27,5,9,18,0,58,8,3,4,0,0,15,616,0,4,3,7,630,42,24,9,142,0,221,47,15,10,57,5,138,21,0,0,0,0,23,9,6,0,3,0,23,3,0,0,0,0,3,45,14,8,56,0,125,28,3,9,7,0,40,6,5,8,3,0,25,25,0,0,6,0,29,19,0,0,0,0,20,44,12,9,105,4,164,7,0,0,0,0,11,29,3,0,0,0,35,42,3,0,0,0,47,62,0,0,0,0,65,18,0,0,0,0,16,7,0,0,0,0,7,4,3,0,4,0,9,690,30,27,26,6,778,12,0,3,3,91,108,2239,183,162,1084,126,3798
SSC10015,0,6,5,103,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,27,13,10,92,3,135,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,8,0,13,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,32,0,38,3,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,7,0,0,0,0,7,4,0,0,20,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,11,0,0,3,0,15,0,0,0,4,13,19,60,15,10,194,18,301
SSC10016,22,223,178,1962,38,2421,0,0,0,14,0,14,36,0,3,12,0,54,6,0,0,0,0,9,19,22,4,25,0,70,226,224,131,2015,27,2631,24,4,17,0,0,47,9,0,5,12,0,34,34,30,10,185,5,269,41,15,9,23,0,90,4,0,0,7,0,13,38,3,3,3,0,47,76,58,42,726,7,904,74,32,10,90,3,205,6,0,0,0,0,7,3,0,0,4,0,15,88,3,7,24,3,116,3,0,0,7,0,15,3,9,7,0,0,24,10,15,11,3,0,37,19,8,5,25,0,54,5,3,0,3,0,15,86,79,38,542,12,751,9,0,7,9,0,26,18,0,3,3,0,16,16,0,0,10,0,20,5,0,0,0,0,9,3,0,0,0,0,3,9,0,0,0,0,9,4,11,3,49,0,61,175,49,51,90,0,364,3,3,3,37,159,205,895,456,311,4150,240,6044
SSC10017,22,201,123,1746,29,2109,0,0,0,17,0,21,64,4,3,11,0,80,11,3,0,0,0,13,21,5,4,24,0,56,235,195,110,1710,35,2280,21,0,4,0,0,20,9,0,5,13,0,30,40,13,6,147,0,210,43,5,3,21,0,78,11,0,0,7,0,19,29,0,0,0,0,34,40,61,40,614,14,767,76,10,0,85,0,176,14,0,3,0,0,13,0,0,0,5,0,10,131,8,0,17,0,161,3,0,0,5,0,12,4,3,0,0,0,11,18,16,3,9,0,38,30,11,0,12,0,51,4,3,3,3,0,14,78,47,40,435,11,613,14,0,0,3,0,17,9,6,6,3,0,24,7,0,0,3,0,10,4,0,0,0,0,4,3,0,0,0,0,3,8,0,0,0,0,11,16,16,11,43,0,85,143,34,37,68,3,297,4,0,0,32,95,132,910,386,236,3601,166,5299
SSC10018,4,14,13,452,12,495,0,0,0,0,0,0,6,0,0,3,0,4,0,0,0,0,0,3,3,3,0,0,0,9,34,15,7,294,9,361,4,0,0,0,0,4,0,0,0,5,0,8,6,0,0,28,0,36,3,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,6,3,135,0,142,0,3,0,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,5,0,5,0,0,0,0,0,0,6,3,4,58,3,71,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,7,11,3,0,3,0,18,0,4,0,10,39,52,66,32,16,762,65,943
SSC10019,0,0,0,42,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,38,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,3,0,4,68,6,81
SSC10020,0,0,0,19,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,13,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,41,3,50
SSC10021,3,27,29,308,6,376,0,0,0,3,0,3,5,0,0,0,0,7,3,0,0,6,0,8,6,4,0,5,4,23,38,34,25,258,3,355,0,0,0,0,0,0,3,0,0,0,0,4,7,7,4,26,0,45,12,3,0,9,0,27,4,0,0,0,0,3,0,0,0,0,0,3,13,3,3,61,0,79,9,3,0,18,0,26,0,0,0,0,0,0,3,4,0,0,0,9,14,4,0,5,0,21,50,17,7,34,3,109,0,0,0,0,0,0,3,0,0,0,0,6,3,0,7,0,0,6,0,0,0,3,0,3,3,5,5,47,0,56,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,4,0,12,3,0,0,8,50,60,157,70,45,577,65,911
SSC10022,45,104,57,953,41,1193,0,0,0,71,6,80,12,0,0,5,0,17,0,0,0,0,0,3,8,3,0,8,0,25,120,58,48,617,45,883,16,0,0,0,0,20,3,0,0,7,0,12,34,6,5,70,3,120,8,3,0,14,4,28,3,0,0,0,0,0,6,0,0,0,0,5,20,7,8,138,11,179,15,3,3,17,3,43,0,0,0,0,0,0,46,18,4,0,3,65,5,0,0,3,0,8,9,5,3,7,0,24,14,8,4,11,6,35,28,4,0,0,0,32,15,0,0,0,0,17,7,0,0,3,0,10,28,6,4,69,4,113,0,0,0,0,0,0,0,3,0,0,0,3,13,0,0,3,0,20,0,0,0,0,0,0,8,0,0,3,0,13,19,3,0,0,0,22,3,3,4,5,0,14,387,43,12,40,18,507,23,0,3,19,279,322,734,174,97,1543,376,2926
