SSC_CODE_2016,P15_19_Managers,P15_19_Professionals,P15_19_TechnicTrades_Wrs,P15_19_CommunPersnlSvc_W,P15_19_ClericalAdminis_W,P15_19_Sales_W,P15_19_Mach_oper_drivers,P15_19_Labourers,P15_19_Occu_ID_NS,P15_19_Tot,P20_24_Managers,P20_24_Professionals,P20_24_TechnicTrades_W,P20_24_CommunPersnlSvc_W,P20_24_ClericalAdminis_W,P20_24_Sales_W,P20_24_Mach_oper_drivers,P20_24_Labourers,P20_24_Occu_ID_NS,P20_24_Tot,P25_34_Managers,P25_34_Professionals,P25_34_TechnicTrades_W,P25_34_CommunPersnlSvc_W,P25_34_ClericalAdminis_W,P25_34_Sales_W,P25_34_Mach_oper_drivers,P25_34_Labourers,P25_34_Occu_ID_NS,P25_34_Tot,P35_44_Managers,P35_44_Professionals,P35_44_TechnicTrades_W,P35_44_CommunPersnlSvc_W,P35_44_ClericalAdminis_W,P35_44_Sales_W,P35_44_Mach_oper_drivers,P35_44_Labourers,P35_44_Occu_ID_NS,P35_44_Tot,P45_54_Managers,P45_54_Professionals,P45_54_TechnicTrades_W,P45_54_CommunPersnlSvc_W,P45_54_ClericalAdminis_W,P45_54_Sales_W,P45_54_Mach_oper_drivers,P45_54_Labourers,P45_54_Occu_ID_NS,P45_54_Tot,P55_64_Managers,P55_64_Professionals,P55_64_TechnicTrades_W,P55_64_CommunPersnlSvc_W,P55_64_ClericalAdminis_W,P55_64_Sales_W,P55_64_Mach_oper_drivers,P55_64_Labourers,P55_64_Occu_ID_NS,P55_64_Tot,P65_74_Managers,P65_74_Professionals,P65_74_TechnicTrades_W,P65_74_CommunPersnlSvc_W,P65_74_ClericalAdminis_W,P65_74_Sales_W,P65_74_Mach_oper_drivers,P65_74_Labourers,P65_74_Occu_ID_NS,P65_74_Tot,P75_84_Managers,P75_84_Professionals,P75_84_TechnicTrades_W,P75_84_CommunPersnlSvc_W,P75_84_ClericalAdminis_W,P75_84_Sales_W,P75_84_Mach_oper_drivers,P75_84_Labourers,P75_84_Occu_ID_NS,P75_84_Tot,P85_ov_Managers,P85_ov_Professionals,P85_ov_TechnicTrades_W,P85_ov_CommunPersnlSvc_W,P85_ov_ClericalAdminis_W,P85_ov_Sales_W,P85_ov_Mach_oper_drivers,P85_ov_Labourers,P85_ov_Occu_ID_NS,P85_ov_Tot,P_Tot_Managers,P_Tot_Professionals,P_Tot_TechnicTrades_W,P_Tot_CommunPersnlSvc_W,P_Tot_ClericalAdminis_W,P_Tot_Sales_W,P_Tot_Mach_oper_drivers,P_Tot_Labourers,P_Tot_Occu_ID_NS,P_Tot_Tot
SSC11939,0,0,4,0,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,11,3,6,4,5,4,3,0,3,0,36,0,0,6,7,3,3,7,4,3,33,3,3,3,5,3,0,3,5,0,32,6,7,3,4,7,3,3,3,0,34,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,19,22,30,10,12,12,20,5,151
SSC11940,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,6,4,3,0,4,3,0,0,0,0,16,4,0,0,4,0,0,0,0,0,10,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,4,10,3,3,5,3,0,52
SSC11941,0,0,4,4,0,4,0,4,0,17,0,4,4,0,0,3,0,0,0,18,7,7,9,4,3,0,4,3,0,33,16,20,6,5,5,5,0,3,0,65,8,28,9,3,8,7,5,4,3,70,6,19,4,3,10,3,4,4,0,50,0,0,0,0,7,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,81,35,24,35,28,16,12,3,268
SSC11942,3,3,42,42,13,121,14,53,7,303,19,29,84,69,46,58,11,28,0,355,90,176,159,114,175,61,47,55,10,886,140,201,165,111,218,84,82,74,16,1083,118,139,111,97,177,81,86,64,8,888,44,78,75,63,89,34,57,40,0,486,8,6,3,4,5,4,7,4,3,47,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,422,632,647,503,722,451,312,321,50,4049
SSC11943,0,3,12,7,4,11,0,6,0,49,5,10,20,15,11,13,3,6,4,99,12,31,34,10,27,7,11,13,6,156,34,22,36,11,29,11,18,11,3,167,41,19,20,12,36,20,19,16,0,179,24,12,25,3,24,11,21,17,6,135,6,3,0,0,7,3,3,3,0,32,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,126,107,145,58,148,78,77,68,19,827
SSC11944,0,0,0,0,0,0,0,5,0,5,0,3,3,0,0,3,0,0,0,15,0,6,7,0,5,0,0,0,0,15,3,0,0,0,0,0,0,0,0,5,13,5,3,0,8,0,0,3,0,36,3,3,3,0,0,0,0,3,0,14,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,28,16,15,6,20,5,3,11,0,103
SSC11945,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,3,4,0,21
SSC11946,0,0,3,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,4,0,0,3,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,3,3,3,3,0,0,0,31
SSC11947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,14
SSC11948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,3,3,0,22
SSC11949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11950,0,0,21,10,0,22,0,13,0,74,3,4,24,15,11,8,3,22,0,89,19,19,40,16,15,3,13,22,0,150,35,31,37,25,43,14,25,31,3,242,44,16,29,18,30,25,31,36,4,229,32,36,23,20,26,24,32,34,0,223,18,9,7,0,3,4,0,8,3,53,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,151,121,180,104,131,100,105,165,19,1069
SSC11951,0,4,15,9,8,39,0,9,3,93,3,26,32,24,30,30,14,27,11,194,34,78,85,37,98,42,40,29,12,451,46,82,63,38,97,43,51,53,10,485,37,46,49,40,86,32,72,61,17,441,16,23,44,22,31,14,33,29,8,218,5,3,4,3,3,0,3,9,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,254,280,181,349,203,219,226,56,1910
SSC11952,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,3,6,3,0,0,0,0,4,5,0,19,5,6,0,0,0,0,3,0,0,12,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,8,5,3,0,0,10,3,0,55
SSC11953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3
SSC11954,0,11,11,70,17,66,3,19,11,198,27,58,26,78,54,57,3,10,8,320,102,225,37,43,75,52,3,14,10,557,279,336,45,39,116,44,11,14,9,881,307,405,63,46,131,74,8,12,9,1052,178,269,33,27,112,37,7,11,17,695,67,124,15,12,44,27,9,14,9,324,11,17,3,0,8,0,0,3,4,49,3,3,0,0,0,0,0,0,0,10,979,1451,224,317,554,346,53,92,72,4083
SSC11955,0,3,12,10,3,28,5,25,0,99,6,26,45,26,15,16,13,7,3,164,36,93,76,39,35,28,81,25,3,414,36,54,78,30,45,26,63,22,10,354,39,28,49,39,50,18,72,21,6,316,15,11,19,6,23,13,36,13,5,133,9,4,3,0,0,0,4,3,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,219,290,155,165,130,266,113,21,1505
SSC11956,0,0,6,0,0,0,0,0,0,8,0,0,3,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,4,4,8,0,0,0,0,0,0,0,15,3,0,3,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,9,7,3,4,0,5,0,50
SSC11957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11958,0,0,0,0,0,3,0,0,0,6,0,0,4,0,0,4,0,0,0,9,0,3,0,0,0,0,0,0,0,3,0,7,3,0,8,0,0,0,0,14,3,6,4,3,0,0,0,3,3,27,3,4,0,0,0,0,0,3,0,16,6,0,3,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,17,19,18,9,11,14,3,11,3,96
SSC11959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,4,7,0,3,0,21
SSC11960,0,0,0,0,0,3,0,0,0,8,3,4,0,10,3,8,0,4,0,28,10,29,3,0,5,3,0,0,3,56,20,28,7,3,10,7,0,0,5,82,28,25,7,3,13,4,0,3,0,80,24,29,0,0,13,12,0,0,0,79,6,12,0,5,17,3,3,3,0,45,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,82,137,20,18,64,43,6,10,7,380
SSC11961,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,6,0,3,0,0,0,0,0,0,0,12,3,3,0,0,0,4,0,0,0,6,3,7,0,0,0,3,0,0,0,20,3,9,3,3,3,0,0,0,0,14,4,5,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,29,3,4,10,7,3,3,0,74
SSC11962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,3,0,6,0,3,6,0,0,0,0,7,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,6,5,3,0,13,0,42
SSC11963,0,3,3,18,11,32,0,18,0,87,8,27,23,36,24,46,3,18,0,184,53,172,64,50,53,36,21,48,3,490,109,213,49,31,87,21,13,26,5,549,103,210,55,28,99,21,23,44,5,593,59,109,41,27,61,18,27,38,0,376,13,26,13,8,10,0,3,6,3,89,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,339,762,239,204,341,178,93,198,26,2372
SSC11964,10,37,27,67,23,145,11,66,12,398,65,222,174,253,166,276,48,263,28,1498,457,1454,578,590,667,552,134,502,116,5052,333,764,304,215,368,214,128,191,52,2574,298,415,319,215,353,223,211,249,57,2346,153,214,215,113,214,91,142,190,40,1366,22,46,36,28,42,28,18,48,11,275,0,8,3,0,0,0,0,0,3,19,0,0,0,0,3,0,0,0,0,3,1337,3154,1648,1478,1842,1530,697,1514,317,13522
SSC11965,0,3,8,12,11,22,0,4,0,63,4,41,19,17,20,29,5,13,0,152,33,64,39,30,41,17,9,7,3,250,56,76,24,20,47,20,4,13,3,253,55,94,39,21,61,19,14,10,4,314,56,66,21,14,36,16,11,17,4,241,3,17,4,3,4,0,0,4,0,40,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,211,363,146,111,220,123,45,72,13,1315
SSC11966,0,0,3,8,0,3,0,0,0,15,0,0,7,8,0,3,0,0,0,20,11,18,13,3,5,3,0,3,0,58,19,6,5,4,5,4,0,4,0,58,10,8,13,3,11,6,3,10,0,60,13,21,15,11,9,7,3,7,0,89,0,0,3,0,5,0,0,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,59,54,33,39,23,13,30,3,310
SSC11967,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,5,0,8,3,0,4,0,0,0,0,23,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,17,3,7,6,0,3,3,0,36
SSC11968,0,0,3,3,0,3,0,3,0,15,0,0,3,3,0,3,0,0,0,8,3,6,4,6,0,0,0,6,0,24,0,8,6,4,4,0,0,5,3,39,3,4,7,6,8,3,0,3,0,39,3,8,6,12,10,4,5,8,0,56,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,31,32,29,22,10,8,29,8,179
SSC11969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,0,0,0,0,10,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,4,3,5,0,5,0,0,25
SSC11970,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,6,0,0,3,0,0,0,0,14,3,4,3,3,3,0,0,3,0,21,4,5,3,8,3,0,0,3,0,29,3,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,20,11,11,16,3,3,11,0,86
SSC11971,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,3,0,0,3,4,0,0,0,0,0,4,0,0,3,0,0,0,3,0,0,13,3,0,4,5,5,0,0,3,0,20,0,0,0,0,0,0,0,4,0,11,5,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,16,5,8,3,3,11,0,66
SSC11972,0,0,0,0,0,0,0,3,0,4,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,3,0,10,11,0,0,0,3,0,0,3,0,20,0,3,3,0,0,0,0,4,0,13,7,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,6,3,8,11,3,0,15,0,70
SSC11973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,0,0,0,3,0,0,20
SSC11974,3,6,40,32,13,79,4,30,0,209,22,100,74,59,76,81,8,26,4,455,91,227,103,32,87,49,24,31,5,654,125,187,80,39,111,44,24,29,9,652,174,209,110,58,171,79,30,43,9,895,172,266,97,45,187,68,43,43,10,923,31,58,30,13,33,15,6,14,4,203,0,3,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,632,1057,538,280,677,418,138,214,51,4009
SSC11975,0,0,0,0,0,13,0,0,0,20,0,0,7,9,0,5,3,4,0,18,8,7,9,10,0,8,0,10,0,44,0,9,13,10,0,5,0,10,0,60,9,15,13,12,5,11,11,21,4,105,12,15,15,9,16,16,9,19,3,102,7,3,3,3,3,3,0,12,0,28,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,38,41,60,49,27,55,21,78,12,381
SSC11976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,20,7,3,0,0,0,0,0,0,23
SSC11977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,3,0,16,0,0,3,0,0,0,0,3,0,5,3,0,0,0,5,4,0,0,0,12,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,3,3,8,7,0,9,0,42
SSC11978,4,10,29,46,24,96,16,82,3,311,30,90,103,91,97,98,53,96,5,660,123,316,223,188,210,142,172,157,29,1562,121,274,168,138,259,110,190,131,32,1427,117,187,162,166,270,78,204,183,24,1390,101,154,140,110,239,81,156,129,16,1122,18,31,34,18,44,19,18,19,8,198,3,4,0,4,5,0,3,0,0,24,0,0,0,0,0,0,0,0,0,0,509,1073,855,752,1149,625,812,798,123,6699
SSC11979,0,0,0,6,0,8,0,8,0,23,0,5,17,13,3,8,0,0,0,49,13,13,21,9,13,3,0,0,3,77,16,14,12,3,11,0,4,5,0,73,24,29,20,9,22,11,11,10,6,142,13,19,21,6,15,5,8,7,4,96,9,9,3,0,4,0,0,3,0,31,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,81,93,95,42,77,48,26,33,7,502
SSC11980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,5,0,14
SSC11981,0,10,48,38,14,111,14,65,4,302,27,52,84,73,26,67,11,91,8,431,79,144,165,93,71,100,38,167,16,856,111,153,117,127,98,67,51,153,13,883,117,160,112,127,113,111,73,152,14,988,98,137,104,107,93,80,57,95,11,779,42,32,35,16,27,15,26,29,5,233,18,3,0,0,3,7,0,3,9,50,3,0,0,3,0,0,0,0,8,13,489,696,664,579,441,543,266,753,98,4536
SSC11982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,12
SSC11983,0,0,3,4,0,11,0,3,0,19,0,0,3,0,0,0,0,0,0,13,3,5,7,7,7,0,0,4,0,32,13,24,10,12,10,7,3,7,3,80,22,35,19,7,13,5,8,7,0,116,12,23,5,9,9,0,3,8,0,75,3,3,0,3,0,0,0,3,0,14,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,53,92,47,47,37,25,13,32,3,348
SSC11984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,0,4,0,0,15
SSC11985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,4,0,17
SSC11986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11987,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,4,0,0,4,3,0,3,0,0,0,0,0,0,6,3,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,8,0,7,4,3,8,0,37
SSC11988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,3,3,0,12
SSC11990,0,4,8,4,0,13,0,10,0,35,3,25,25,30,15,17,0,9,0,123,25,108,50,57,41,21,8,24,3,349,25,77,29,21,27,11,11,10,3,214,21,45,17,21,32,9,7,10,3,164,15,42,12,14,15,6,3,8,0,118,4,5,0,3,0,4,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,304,141,159,125,72,29,76,10,1024
SSC11991,0,0,0,3,0,0,0,5,0,4,4,0,0,0,0,0,0,4,0,9,5,0,0,8,0,0,3,4,0,20,5,0,0,4,3,0,0,3,0,16,19,0,0,4,0,0,3,5,0,40,19,3,0,0,0,0,4,3,0,29,8,0,0,0,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,63,6,0,25,3,3,10,27,3,138
SSC11992,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3,3,0,7,5,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,5,5,3,6,0,4,3,0,40
SSC11993,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,12,0,0,3,3,0,0,0,0,0,8,0,0,0,3,0,0,3,3,0,19,0,0,3,0,4,3,0,0,0,15,3,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,12,5,12,10,6,4,5,12,0,68
SSC11994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,4
SSC11995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC11996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11998,0,0,9,13,3,13,0,4,0,38,3,10,19,14,3,5,0,6,3,65,11,23,13,16,9,8,5,3,3,85,15,46,15,11,13,5,9,7,3,123,26,56,30,18,38,8,13,10,0,195,38,54,20,9,23,9,8,14,0,184,14,20,3,4,3,0,0,3,0,49,3,6,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,3,117,215,107,78,90,55,41,44,13,758
SSC11999,0,0,0,3,0,7,0,0,0,12,0,0,0,0,0,0,0,3,0,10,0,7,0,0,0,0,0,0,0,9,4,3,0,0,7,0,0,0,0,12,0,4,4,0,8,0,6,12,3,33,7,6,4,0,0,0,4,3,0,16,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,10,17,5,15,8,8,19,3,99
