SSC_CODE_2016,CF_C_BPBO_DC_0_4,CF_C_BPBO_DC_5_9,CF_C_BPBO_DC_10_12,CF_C_BPBO_DC_13_14,CF_C_BPBO_DC_15_17,CF_C_BPBO_DC_18_20,CF_C_BPBO_DC_21_24,CF_C_BPBO_Tot,CF_C_FBO_DC_0_4,CF_C_FBO_DC_5_9,CF_C_FBO_DC_10_12,CF_C_FBO_DC_13_14,CF_C_FBO_DC_15_17,CF_C_FBO_DC_18_20,CF_C_FBO_DC_21_24,CF_C_FBO_Tot,CF_C_MBO_DC_0_4,CF_C_MBO_DC_5_9,CF_C_MBO_DC_10_12,CF_C_MBO_DC_13_14,CF_C_MBO_DC_15_17,CF_C_MBO_DC_18_20,CF_C_MBO_DC_21_24,CF_C_MBO_Tot,CF_C_BPBAu_DC_0_4,CF_C_BPBAu_DC_5_9,CF_C_BPBAu_DC_10_12,CF_C_BPBAu_DC_13_14,CF_C_BPBAu_DC_15_17,CF_C_BPBAu_DC_18_20,CF_C_BPBAu_DC_21_24,CF_C_BPBAu_Tot,CF_C_BP_NS_DC_0_4,CF_C_BP_NS_DC_5_9,CF_C_BP_NS_DC_10_12,CF_C_BP_NS_DC_13_14,CF_C_BP_NS_DC_15_17,CF_C_BP_NS_DC_18_20,CF_C_BP_NS_DC_21_24,CF_C_BP_NS_Tot,CF_C_Tot_DC_0_4,CF_C_Tot_DC_5_9,CF_C_Tot_DC_10_12,CF_C_Tot_DC_13_14,CF_C_Tot_DC_15_17,CF_C_Tot_DC_18_20,CF_C_Tot_DC_21_24,CF_C_Tot_Tot,One_PF_BPBO_DC_0_4,One_PF_BPBO_DC_5_9,One_PF_BPBO_DC_10_12,One_PF_BPBO_DC_13_14,One_PF_BPBO_DC_15_17,One_PF_BPBO_DC_18_20,One_PF_BPBO_DC_21_24,One_PF_BPBO_Tot,One_PF_FBO_DC_0_4,One_PF_FBO_DC_5_9,One_PF_FBO_DC_10_12,One_PF_FBO_DC_13_14,One_PF_FBO_DC_15_17,One_PF_FBO_DC_18_20,One_PF_FBO_DC_21_24,One_PF_FBO_Tot,One_PF_MBO_DC_0_4,One_PF_MBO_DC_5_9,One_PF_MBO_DC_10_12,One_PF_MBO_DC_13_14,One_PF_MBO_DC_15_17,One_PF_MBO_DC_18_20,One_PF_MBO_DC_21_24,One_PF_MBO_Tot,One_PF_BPBAu_DC_0_4,One_PF_BPBAu_DC_5_9,One_PF_BPBAu_DC_10_12,One_PF_BPBAu_DC_13_14,One_PF_BPBAu_DC_15_17,One_PF_BPBAu_DC_18_20,One_PF_BPBAu_DC_21_24,One_PF_BPBAu_Tot,One_PF_BP_NS_DC_0_4,One_PF_BP_NS_DC_5_9,One_PF_BP_NS_DC_10_12,One_PF_BP_NS_DC_13_14,One_PF_BP_NS_DC_15_17,One_PF_BP_NS_DC_18_20,One_PF_BP_NS_DC_21_24,One_PF_BP_NS_Tot,One_PF_Tot_DC_0_4,One_PF_Tot_DC_5_9,One_PF_Tot_DC_10_12,One_PF_Tot_DC_13_14,One_PF_Tot_DC_15_17,One_PF_Tot_DC_18_20,One_PF_Tot_DC_21_24,One_PF_Tot_Tot,Tot_DC_0_4,Tot_DC_5_9,Tot_DC_10_12,Tot_DC_13_14,Tot_DC_15_17,Tot_DC_18_20,Tot_DC_21_24,Tot_Tot
SSC14268,20,35,19,17,26,12,7,135,34,33,19,13,16,7,0,127,16,35,22,16,11,4,3,109,108,124,71,50,64,28,13,456,0,0,0,0,0,0,0,0,187,229,130,100,118,45,19,833,4,0,3,0,3,0,0,8,3,6,5,0,0,0,0,17,0,7,3,3,4,0,0,21,0,15,14,6,6,0,0,37,0,0,0,0,0,0,0,0,4,28,24,9,17,5,0,81,194,258,155,114,132,52,19,912
SSC14269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC14270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,3,0,0,0,17,0,0,0,0,0,0,0,0,3,8,3,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,3,3,0,0,16
SSC14271,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,4,17,5,4,6,0,0,44,0,0,0,0,0,0,0,0,4,17,5,3,12,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,13,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,13,10,25,3,6,11,0,0,63
SSC14272,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,10,3,0,3,3,0,20,0,0,0,0,0,0,0,0,3,12,8,0,4,3,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,8,0,4,3,0,33
SSC14273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,3,0,3,0,4,0,0,11
SSC14274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,13,4,0,0,0,0,28,0,0,0,0,0,0,0,0,15,13,4,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,19,9,3,0,0,0,0,36
SSC14275,0,0,0,0,3,0,0,4,0,5,0,3,3,0,0,13,0,4,0,0,0,0,0,11,35,63,41,21,23,9,0,190,0,0,0,0,0,0,0,0,39,71,47,29,27,8,0,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,4,0,0,14,0,0,0,0,0,0,0,0,3,3,4,0,4,0,0,14,37,76,50,33,27,8,0,233
SSC14276,6,3,0,3,3,0,3,22,10,11,12,3,3,4,3,33,7,8,7,3,4,0,0,38,120,108,68,35,64,22,18,433,0,0,0,0,0,0,0,0,147,136,81,45,70,33,21,527,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,9,21,8,13,22,3,8,85,0,4,0,0,0,0,0,3,13,29,13,13,25,5,9,100,156,161,101,55,100,33,24,630
SSC14277,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,4,0,0,3,0,0,17,0,0,0,0,0,0,0,0,6,4,0,0,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,11,3,11,5,8,3,0,0,28
SSC14278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9
SSC14279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,15,16,12,14,12,0,0,62,0,0,0,0,0,0,0,0,15,19,12,15,12,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,0,0,12,0,0,0,0,0,0,0,0,3,0,3,3,3,0,0,15,15,19,14,15,12,0,0,79
SSC14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,22,9,8,11,4,0,75,0,0,0,0,0,0,0,0,20,22,9,10,11,4,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,3,0,0,0,0,23,0,0,0,0,0,0,0,0,9,5,3,0,0,0,0,23,31,30,16,13,10,4,0,100
SSC14281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,9
SSC14282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,0,0,8,0,0,0,0,0,0,0,0,0,3,6,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,0,0,8
SSC14283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,14,0,0,3,0,0,0,0,3,0,7,5,0,0,0,0,14,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,7,3,0,0,21,0,0,0,0,0,0,0,0,12,4,4,7,3,0,0,26,11,15,4,9,3,0,0,37
SSC14284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
SSC14285,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,14,3,0,0,0,0,0,0,12,18,13,8,3,3,3,0,47,0,0,0,0,0,0,0,0,28,19,4,5,4,3,0,71,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,6,8,3,7,6,3,3,40,0,0,0,0,0,0,0,0,9,7,8,7,13,3,3,57,39,24,11,15,17,7,3,123
SSC14286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,6
SSC14287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,4,0,0,0,18,0,0,0,0,0,0,0,0,3,0,6,4,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,6,4,4,0,0,19
SSC14288,3,5,0,0,3,0,0,19,9,13,7,0,10,0,3,45,5,11,5,4,7,7,3,46,130,130,105,45,49,13,19,501,0,0,0,0,0,0,0,0,151,159,121,53,69,20,22,606,0,0,0,0,0,0,0,3,4,3,0,0,0,0,0,9,0,0,0,0,0,0,0,7,10,23,11,10,17,4,3,82,0,0,0,0,0,0,0,3,21,32,17,10,24,10,3,109,166,194,139,60,91,32,28,716
SSC14289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,5
SSC14290,4,3,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,4,30,11,3,11,3,0,0,63,0,4,0,0,0,0,0,8,29,22,4,11,3,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,10,11,5,0,0,64,0,0,0,0,0,0,0,3,20,26,8,11,5,0,0,70,50,46,13,18,12,0,3,144
SSC14291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC14292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,3,3,4,4,6,0,3,20,0,0,0,0,0,0,0,0,3,5,4,3,5,0,3,32,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,5,4,6,5,5,0,3,35
SSC14293,702,494,226,138,149,114,71,1888,50,41,27,13,17,9,3,158,46,26,6,3,3,5,0,98,67,51,21,11,6,0,0,155,5,6,3,3,0,3,0,22,873,612,283,169,181,131,77,2331,35,57,44,47,42,24,26,273,19,17,6,9,4,7,0,64,8,8,7,3,5,0,0,29,28,20,11,0,3,0,0,62,6,3,5,6,0,0,0,17,96,106,69,60,59,30,30,446,972,725,345,230,245,162,100,2772
SSC14294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,9
SSC14295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,6,6,3,0,29,0,0,0,0,0,0,0,0,9,5,7,6,6,3,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,10,5,8,6,4,3,0,32
SSC14296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,3,5,0,0,0,30,0,0,0,0,0,0,0,0,8,14,4,5,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,13,4,5,3,3,0,41
SSC14297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC14298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,4,0,0,5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,5,0,12
SSC14299,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,15,10,3,11,7,0,0,47,0,0,0,0,0,0,0,0,24,7,3,8,9,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,13,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,13,22,13,7,9,8,3,0,62
SSC14300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,5
SSC14301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,3,0,0,14
SSC14302,22,42,21,28,17,10,7,146,0,0,0,3,0,0,0,6,7,4,10,0,8,0,3,37,26,32,16,14,16,0,0,106,3,3,0,0,3,0,0,12,64,75,50,45,42,12,14,303,11,14,13,9,13,0,0,58,10,16,3,0,4,0,0,38,0,0,0,3,0,0,0,5,70,67,47,23,29,4,0,237,10,4,3,0,3,0,0,17,105,100,70,38,47,4,3,364,170,175,116,82,91,19,13,663
SSC14303,132,134,73,44,43,40,16,487,63,73,27,14,25,14,7,222,73,62,29,9,16,9,7,209,216,228,118,55,60,29,20,724,3,0,0,0,0,0,0,5,479,499,253,125,153,85,54,1650,4,13,8,6,16,9,5,58,0,4,6,5,6,3,3,35,0,3,0,5,3,0,0,12,4,24,18,5,7,4,0,60,0,3,0,0,0,0,0,3,7,45,29,24,33,16,8,162,493,540,284,145,182,101,59,1807
SSC14304,15,29,19,10,15,7,6,95,17,26,17,6,3,3,4,77,23,25,14,6,5,4,0,69,65,103,58,31,29,18,11,309,0,0,0,0,0,0,0,0,114,175,102,52,52,35,22,555,3,4,3,0,0,3,0,16,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,4,0,5,5,3,5,3,20,0,0,0,0,0,0,0,0,4,11,8,3,4,9,4,49,126,187,113,57,53,45,21,601
SSC14305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,3,4,11,3,0,41,0,0,0,0,0,0,0,0,12,12,3,4,11,3,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,0,4,0,0,20,0,0,0,0,0,0,0,0,5,3,5,0,4,0,0,20,12,18,9,9,16,3,0,62
SSC14306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,3,5,0,0,15,0,0,0,0,0,0,0,0,0,3,3,3,5,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,5,3,0,20
SSC14307,3,0,0,0,0,0,0,12,0,4,3,0,0,0,0,9,0,0,0,0,0,0,0,5,27,27,15,12,17,4,3,97,0,0,0,0,0,0,0,0,26,33,24,13,17,4,3,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,0,3,0,0,0,24,0,0,0,0,0,0,0,0,4,10,3,4,3,0,0,25,34,45,24,18,17,4,3,147
SSC14308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC14309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC14310,3,0,0,0,0,0,0,4,5,3,3,3,3,0,0,16,0,4,4,0,0,0,0,12,9,11,10,3,6,0,0,28,0,0,0,0,0,0,0,0,18,14,10,9,11,0,0,60,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,0,0,0,0,0,0,4,3,6,3,3,0,0,0,15,17,19,17,11,6,0,0,73
SSC14311,17,16,9,5,3,0,0,45,21,21,3,5,7,0,0,60,16,7,0,5,5,3,0,36,266,210,84,55,61,27,7,708,0,0,0,0,0,0,0,0,312,250,101,70,72,31,10,854,0,0,0,0,0,0,0,0,3,3,3,3,6,0,0,13,0,0,3,0,3,0,0,3,10,20,6,7,9,0,0,49,0,0,0,0,0,0,0,3,16,21,9,8,9,0,4,68,330,275,109,79,84,34,12,924
SSC14312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,6,0,0,21,0,0,0,0,0,0,0,0,3,0,6,5,6,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,4,6,0,0,22
SSC14313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4
SSC14314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC14315,6,0,0,0,3,0,0,8,3,4,0,0,3,0,0,14,5,3,0,0,0,0,0,12,82,94,46,29,26,6,3,292,0,0,0,0,0,0,0,3,96,100,53,34,34,6,3,325,0,0,0,0,0,0,0,0,6,0,0,3,3,0,0,14,0,0,0,0,0,0,0,6,98,113,74,57,37,4,0,383,3,5,3,0,0,0,0,8,105,117,75,61,45,4,0,413,208,218,124,100,71,8,3,739
SSC14316,3,8,4,0,0,0,3,23,3,0,0,0,6,0,0,13,3,4,6,3,0,0,0,19,69,72,32,25,38,10,9,258,0,0,0,0,0,0,0,0,83,83,45,30,43,15,9,307,0,0,0,0,0,0,0,0,3,0,7,3,0,0,0,13,0,3,0,0,0,0,0,3,11,19,20,10,10,3,0,75,0,0,0,0,0,0,0,0,12,23,23,16,11,3,0,91,95,108,69,45,54,20,11,398
SSC14317,0,3,3,3,4,0,3,11,3,0,0,0,0,0,0,4,0,0,0,3,10,0,0,10,37,56,22,16,13,8,7,169,0,0,0,0,0,0,0,0,38,66,28,26,22,12,9,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,9,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,9,38,64,26,26,25,11,8,208
SSC14318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,7,12,6,6,10,0,0,44,0,0,0,0,0,0,0,0,7,13,6,9,10,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,13,7,17,6,15,13,0,0,59
SSC14319,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,8,0,3,0,3,4,0,0,15,23,20,19,14,22,0,0,88,0,0,0,0,0,0,0,0,22,24,17,18,27,0,0,110,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,28,28,16,22,25,0,0,119
SSC14320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,0,0,0,0,0,18,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,22
SSC14321,0,0,0,0,0,0,0,4,0,4,3,0,0,3,0,13,0,3,0,0,0,0,0,8,27,26,19,12,19,0,0,92,0,0,0,0,0,0,0,0,28,32,26,8,19,3,0,118,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,6,0,0,0,0,0,0,0,0,7,20,9,9,10,0,0,55,0,0,0,0,0,0,0,0,7,22,6,9,11,4,0,64,42,56,32,15,25,9,3,177
SSC14322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,4,0,0,4,0,0,14,0,0,0,0,0,0,0,0,3,5,4,0,5,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,0,3,0,0,19
SSC14323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6
SSC14324,5,3,7,5,5,0,0,32,6,3,3,3,0,0,0,18,3,8,4,4,3,0,5,24,149,126,72,37,47,12,0,437,0,3,0,0,0,0,0,3,168,141,80,44,56,15,5,513,0,0,0,0,0,0,0,0,5,6,0,3,0,0,0,10,0,0,3,3,3,0,0,11,51,54,34,18,21,4,0,180,3,0,0,0,0,0,0,6,50,55,37,26,24,3,0,203,221,197,122,71,81,14,5,719
