SSC_CODE_2016,P_85y_ov_DNUDW,P_85y_ov_UDW_NS,P_85y_ov_Total,P_Tot_DUDW_LT_5_h,P_Tot_DUDW_5_14_h,P_Tot_DUDW_15_29_h,P_Tot_DUDW_30_h_mo,P_Tot_DNUDW,P_Tot_UDW_NS,P_Tot_Total
SSC13631,20,11,39,1017,1130,460,462,1216,246,4530
SSC13632,47,17,106,3658,4073,1693,1437,3881,1005,15749
SSC13633,0,0,0,0,0,0,0,0,0,6
SSC13634,0,0,4,36,38,33,42,34,17,194
SSC13635,0,0,0,0,0,0,0,0,0,0
SSC13636,22,55,101,396,626,321,295,519,283,2439
SSC13637,16,0,29,1120,1304,526,476,1253,297,4971
SSC13638,23,10,57,173,236,138,118,204,70,941
SSC13639,170,83,554,3420,3842,1996,1330,2541,583,13712
SSC13640,8,9,51,612,724,399,232,387,108,2461
SSC13641,123,17,168,1079,922,430,465,1980,293,5162
SSC13642,15,11,34,1594,1411,332,220,976,437,4974
SSC13643,65,93,220,1946,2093,851,818,2826,1194,9719
SSC13644,16,6,35,900,833,184,130,448,266,2759
SSC13645,0,0,0,14,18,8,6,8,13,60
SSC13646,0,0,0,31,36,23,12,23,31,155
SSC13647,4,0,9,90,106,55,52,112,43,455
SSC13648,0,0,0,29,27,12,25,8,19,116
SSC13649,27,3,47,1663,1920,803,629,1519,295,6831
SSC13650,44,13,89,2234,1986,567,306,1064,673,6826
SSC13651,0,0,3,3,16,12,9,22,8,62
SSC13652,0,0,0,8,8,3,10,4,16,48
SSC13653,26,3,43,315,345,168,95,176,48,1144
SSC13654,0,0,7,84,114,65,40,72,27,391
SSC13655,0,0,0,3,3,0,0,6,3,17
SSC13656,0,0,0,0,0,0,0,0,0,5
SSC13657,0,0,0,5,9,0,3,3,3,29
SSC13658,0,0,0,5,6,5,4,0,12,36
SSC13659,0,0,0,22,18,20,14,24,3,105
SSC13660,3,3,11,44,71,33,55,64,33,302
SSC13661,0,0,0,6,16,5,8,17,3,56
SSC13662,37,82,163,670,877,452,265,653,669,3583
SSC13663,0,0,0,0,5,7,10,8,3,37
SSC13664,3,5,8,85,156,81,76,69,79,546
SSC13665,0,0,0,28,24,18,18,12,9,106
SSC13666,0,0,0,3,3,0,4,0,0,12
SSC13667,0,0,0,17,45,23,23,16,21,147
SSC13668,0,0,0,30,36,22,6,12,9,117
SSC13669,0,0,0,14,9,3,6,3,4,41
SSC13670,0,0,0,0,3,0,0,3,3,13
SSC13671,0,0,0,0,0,0,0,3,0,0
SSC13672,0,0,0,23,30,16,19,25,8,125
SSC13673,3,0,3,7,16,8,12,10,12,67
SSC13674,3,0,3,27,50,20,26,35,17,182
SSC13675,379,73,684,5314,4579,2002,1521,7511,1625,22556
SSC13676,21,3,46,720,695,311,252,739,197,2911
SSC13677,24,7,42,117,205,105,99,160,61,747
SSC13678,0,0,0,3,11,0,3,3,3,26
SSC13679,0,0,0,29,39,30,24,46,26,192
SSC13680,0,0,3,34,45,22,18,42,34,199
SSC13681,15,9,24,109,155,87,89,153,74,668
SSC13682,0,0,0,30,47,24,31,27,24,182
SSC13683,0,0,0,6,11,5,5,7,6,45
SSC13684,40,11,69,785,880,371,211,483,376,3106
SSC13685,0,0,0,9,17,5,14,8,3,62
SSC13686,0,0,0,4,12,4,5,9,7,50
SSC13687,93,14,138,1794,1844,563,343,1183,467,6180
SSC13688,0,0,0,33,57,27,17,20,17,168
SSC13689,0,3,4,13,19,9,11,13,13,74
SSC13690,19,7,48,404,553,280,224,461,124,2050
SSC13691,0,0,0,42,59,22,27,27,8,184
SSC13692,0,0,0,15,19,6,13,23,5,87
SSC13693,0,0,0,12,18,8,11,13,17,66
SSC13694,10,0,16,76,95,47,39,76,22,351
SSC13695,12,8,30,158,250,176,148,229,95,1054
SSC13696,0,0,0,9,23,10,6,4,7,51
SSC13697,19,12,69,212,423,272,179,292,203,1585
SSC13698,7,8,23,177,249,159,146,219,128,1072
SSC13699,146,40,231,5450,3439,663,315,3503,2232,15606
SSC13700,112,35,212,493,724,462,389,786,343,3185
SSC13701,224,35,330,2462,2665,885,628,1806,597,9043
SSC13702,5,3,12,276,338,191,116,144,304,1371
SSC13703,0,3,12,93,107,52,41,59,33,392
SSC13704,3,0,7,52,87,35,31,26,32,269
SSC13705,0,0,0,33,57,25,23,21,18,175
SSC13706,0,0,0,15,23,9,17,17,9,85
SSC13707,0,0,0,7,7,10,4,3,4,33
SSC13708,0,0,0,6,3,3,0,3,0,8
SSC13709,0,0,0,35,26,19,31,42,20,165
SSC13710,0,0,0,0,0,0,0,0,0,0
SSC13711,104,59,253,813,1005,567,460,1102,472,4418
SSC13712,6,3,13,138,125,73,57,102,19,511
SSC13713,0,0,0,9,5,8,15,5,14,54
SSC13714,10,0,19,306,262,85,51,245,76,1018
SSC13715,45,33,107,3881,2580,698,389,6437,2475,16466
SSC13716,3,0,3,389,310,92,56,423,303,1568
SSC13717,306,73,531,1887,2103,1035,794,2178,580,8570
SSC13718,28,5,67,590,636,266,245,702,144,2587
SSC13719,0,0,0,5,7,3,4,3,6,27
SSC13720,0,0,0,6,7,4,5,0,4,26
SSC13721,0,0,0,11,11,4,4,6,8,53
SSC13722,4,0,14,220,355,163,112,139,79,1071
SSC13723,0,0,4,87,91,49,55,73,43,388
SSC13724,3,0,6,108,133,58,49,107,36,497
SSC13725,0,0,0,49,58,29,20,46,11,210
SSC13726,0,0,0,3,5,8,0,3,0,16
SSC13727,28,17,71,846,995,492,459,762,421,3973
SSC13728,0,0,3,32,43,36,25,28,22,185
SSC13729,0,0,0,3,10,3,0,6,5,30
SSC13730,0,3,3,15,53,30,22,45,35,210
SSC13731,0,0,0,17,23,12,18,27,43,135
SSC13732,0,0,3,32,27,17,18,27,29,143
SSC13733,0,0,0,124,175,88,106,107,55,657
SSC13734,0,0,0,0,0,0,0,0,0,0
SSC13735,0,0,0,0,14,3,7,3,7,37
SSC13736,0,0,0,14,27,6,4,3,3,64
SSC13737,5,0,8,126,194,96,74,87,36,609
SSC13738,0,0,3,10,14,3,8,15,7,53
SSC13739,0,0,0,13,28,12,8,14,15,93
SSC13740,0,0,0,19,20,15,8,11,12,83
SSC13741,3,0,14,444,365,96,69,204,211,1386
SSC13742,3,0,6,9,4,7,9,17,31,86
SSC13743,3,0,3,29,24,21,24,20,37,160
SSC13744,0,0,0,0,9,3,5,15,3,36
SSC13745,3,0,3,8,14,3,0,12,0,44
SSC13746,0,4,4,30,31,14,17,40,21,156
SSC13747,0,0,0,16,26,10,12,17,5,72
SSC13748,50,20,97,409,637,372,326,573,235,2557
SSC13749,0,0,4,16,43,32,15,12,18,139
SSC13750,0,0,3,14,15,3,7,6,4,55
SSC13751,0,0,0,14,3,3,5,5,3,34
SSC13752,0,0,0,0,0,0,0,0,0,0
SSC13753,0,0,0,14,32,23,20,18,21,126
SSC13754,0,0,0,5,6,3,3,0,0,24
SSC13755,0,3,3,96,164,93,63,65,48,524
SSC13756,0,0,0,3,8,3,6,3,7,20
SSC13757,0,0,4,6,10,6,3,5,0,25
SSC13758,3,0,3,67,109,42,33,50,40,339
SSC13759,6,0,11,71,95,42,36,86,56,385
SSC13760,0,0,0,23,39,24,13,25,12,129
SSC13761,0,0,0,0,3,0,3,0,0,8
SSC13762,0,0,3,34,42,26,17,17,12,153
SSC13763,3,7,12,73,82,50,37,82,51,372
SSC13764,306,184,706,2179,3106,1699,1472,3407,1409,13274
SSC13765,3,0,6,37,76,47,24,57,27,274
SSC13766,143,42,279,308,363,164,140,435,120,1525
SSC13767,0,0,0,28,36,31,19,14,13,144
SSC13768,0,0,4,55,84,41,48,33,23,287
SSC13769,98,11,155,369,404,241,185,468,103,1766
SSC13770,0,0,3,16,17,13,18,9,7,85
SSC13771,10,16,37,257,321,168,146,362,126,1373
SSC13772,10,3,26,296,420,178,143,223,73,1331
SSC13773,0,0,0,22,47,24,24,35,16,166
SSC13774,14,11,52,263,443,224,142,225,154,1452
SSC13775,48,0,51,499,572,250,187,378,89,1970
SSC13776,0,0,0,19,28,15,18,26,19,124
SSC13777,0,0,0,16,30,13,10,15,12,95
SSC13778,0,0,0,8,19,7,10,3,10,57
SSC13779,66,10,141,390,688,455,361,536,213,2647
SSC13780,24,9,62,370,465,202,216,467,145,1862
SSC13781,3,0,8,109,125,86,49,76,59,507
SSC13782,38,3,89,1014,1046,463,381,1243,310,4462
SSC13783,0,0,3,28,47,30,36,49,26,205
SSC13784,112,20,192,636,932,518,464,913,372,3830
SSC13785,17,5,52,743,769,313,191,706,179,2895
SSC13786,0,0,0,0,0,0,0,0,0,0
SSC13787,13,5,29,445,612,316,240,557,160,2327
SSC13788,0,0,0,10,16,4,6,12,8,52
SSC13789,0,3,3,69,94,49,37,53,21,323
SSC13790,11,0,19,275,256,134,86,166,75,995
SSC13791,0,0,0,10,7,4,3,3,3,29
SSC13792,35,63,135,547,789,473,485,605,519,3414
SSC13793,20,78,101,240,347,174,123,273,189,1352
SSC13794,0,0,0,32,39,38,19,14,12,154
SSC13795,0,0,5,28,50,42,20,52,19,208
SSC13796,0,0,0,7,19,4,9,10,0,39
SSC13797,0,0,3,30,55,34,42,34,26,217
SSC13798,0,0,0,8,3,0,0,0,0,14
SSC13799,0,0,0,12,12,5,4,12,3,40
SSC13800,0,0,0,14,23,11,3,0,15,66
SSC13801,0,0,4,38,62,36,17,30,17,207
SSC13802,22,3,34,475,672,351,261,392,137,2288
SSC13803,0,0,0,0,0,0,0,0,4,7
SSC13804,79,8,107,605,705,319,204,450,142,2424
SSC13805,78,28,191,2330,2617,1264,877,1698,563,9350
SSC13806,0,0,0,9,14,4,11,7,15,62
SSC13807,0,0,3,50,60,31,32,31,27,235
SSC13808,0,0,0,12,16,7,10,15,4,76
SSC13809,0,0,0,5,12,3,10,3,3,30
SSC13810,3,0,7,36,47,21,18,14,8,143
SSC13811,0,0,5,60,84,46,41,67,100,398
SSC13812,0,0,0,10,17,9,12,15,5,72
SSC13813,3,0,7,8,11,9,11,16,0,54
SSC13814,0,0,0,16,21,9,13,11,4,70
SSC13815,0,0,0,3,7,0,3,3,5,29
SSC13816,0,0,0,62,97,53,38,34,19,303
SSC13817,0,0,0,0,0,0,0,0,0,0
SSC13818,44,34,134,641,859,316,280,902,437,3433
SSC13819,10,8,34,271,327,147,127,245,124,1246
SSC13820,0,0,0,0,3,0,0,5,0,7
SSC13821,0,0,0,0,0,0,0,0,0,0
SSC13822,0,0,0,16,5,5,6,7,11,55
SSC13823,0,0,0,0,0,0,3,0,3,4
SSC13824,0,0,0,0,0,0,0,0,0,0
SSC13825,0,0,0,6,13,3,6,6,6,42
SSC13826,3,6,20,563,576,166,68,247,119,1740
SSC13827,12,0,27,270,253,112,71,136,62,903
SSC13828,3,0,3,23,56,29,13,28,18,171
SSC13829,0,0,0,13,14,5,5,9,8,42
SSC13830,0,0,0,4,0,0,0,0,0,5
SSC13831,6,9,32,441,548,267,227,349,134,1961
SSC13832,0,0,0,0,0,0,0,0,0,0
SSC13833,0,0,0,14,20,16,13,9,4,72
SSC13834,0,0,0,37,55,40,31,25,30,212
SSC13835,20,3,35,2024,2408,1040,795,1631,397,8293
SSC13836,0,0,3,24,42,25,8,38,7,143
SSC13837,0,0,0,11,10,3,13,4,5,52
SSC13838,26,4,40,169,258,141,118,192,114,999
SSC13839,0,0,3,11,14,7,10,10,4,48
SSC13840,0,5,10,167,115,39,25,143,236,733
SSC13841,0,0,0,0,3,0,0,0,0,0
SSC13842,0,0,3,71,79,41,29,35,25,278
SSC13843,0,0,0,14,36,15,17,14,9,105
SSC13844,0,0,0,8,12,9,13,9,7,58
SSC13845,0,0,8,102,109,65,61,69,37,444
SSC13846,0,0,0,0,4,0,0,3,3,5
SSC13847,33,96,154,662,800,411,368,573,415,3235
SSC13848,65,17,136,1117,1463,681,463,819,302,4842
SSC13849,3,0,3,44,62,45,35,33,36,261
SSC13850,74,12,138,1693,1951,919,657,1138,302,6660
SSC13851,17,8,39,1386,1789,791,751,1237,262,6221
SSC13852,0,0,0,67,95,51,28,36,24,307
SSC13853,0,0,0,22,22,21,12,18,3,101
SSC13854,0,0,4,3,8,3,4,3,3,25
SSC13855,0,0,0,0,9,0,5,3,12,23
SSC13856,61,13,93,1559,1945,891,623,1187,381,6590
SSC13857,0,0,0,3,7,0,0,3,0,14
SSC13858,0,0,0,0,0,0,0,0,0,0
SSC13859,0,0,0,0,6,6,4,7,0,21
SSC13860,0,0,3,29,29,8,14,26,8,111
SSC13861,0,0,0,6,15,13,4,3,21,65
SSC13862,0,0,0,0,0,0,0,4,0,4
SSC13863,18,3,33,326,397,170,90,258,126,1368
SSC13864,0,0,0,7,30,17,9,11,8,79
SSC13865,0,0,0,9,14,3,3,3,7,44
SSC13866,0,0,0,0,0,0,0,0,0,0
SSC13867,0,0,0,7,5,3,5,8,12,39
SSC13868,0,0,0,3,3,3,4,3,0,22
SSC13869,0,0,0,0,3,0,0,3,0,9
SSC13870,0,0,0,22,35,16,19,11,3,116
SSC13871,0,0,0,13,12,3,3,5,8,43
SSC13872,0,0,0,7,3,5,6,3,4,27
SSC13873,0,0,0,0,17,8,5,7,21,59
SSC13874,8,4,17,89,131,68,88,196,94,673
SSC13875,19,5,32,360,471,195,168,360,121,1677
SSC13876,4,0,10,163,259,135,109,135,99,898
SSC13877,0,0,0,0,0,0,0,0,3,9
SSC13878,3,0,5,130,160,101,82,105,78,658
SSC13879,0,0,5,43,101,47,41,58,18,310
SSC13880,0,0,0,0,0,0,0,0,0,0
SSC13881,0,0,0,4,4,7,9,3,3,27
SSC13882,0,0,0,0,0,0,0,0,0,0
SSC13883,0,0,3,41,63,26,18,20,22,191
SSC13884,0,0,0,5,0,3,4,3,0,14
SSC13885,0,0,0,9,11,0,3,25,0,48
SSC13886,44,33,102,368,515,290,253,523,292,2245
SSC13887,20,11,63,501,642,295,267,683,266,2645
SSC13888,0,0,0,0,0,0,0,0,0,0
SSC13889,0,0,9,42,44,22,27,73,48,262
SSC13890,12,11,29,134,246,106,100,153,135,877
SSC13891,0,0,0,7,0,0,0,3,4,16
SSC13892,0,0,0,0,5,0,0,9,0,14
SSC13893,0,0,0,3,3,3,8,6,10,32
SSC13894,0,0,15,165,270,144,100,115,67,856
SSC13895,0,0,0,12,30,10,15,10,9,87
SSC13896,0,0,6,40,73,25,29,37,37,250
SSC13897,4,0,4,11,8,9,13,16,11,56
SSC13898,0,0,0,11,9,0,8,8,6,33
SSC13899,0,0,0,9,6,13,7,5,0,48
SSC13900,0,0,0,38,20,11,11,10,6,92
SSC13901,0,3,3,10,15,6,3,16,12,67
SSC13902,3,0,11,28,60,25,12,68,41,238
SSC13903,0,0,3,22,28,11,17,17,21,112
SSC13904,0,0,0,5,4,0,7,3,0,18
SSC13905,0,0,0,9,3,4,4,0,8,35
SSC13906,0,0,0,12,27,10,20,10,12,86
SSC13907,66,22,161,2459,2751,1285,1103,3041,790,11421
SSC13908,0,0,0,5,17,16,5,0,0,46
SSC13909,0,0,0,3,4,9,5,3,3,31
SSC13910,0,0,0,0,0,0,4,0,0,4
SSC13911,0,0,0,33,60,21,27,28,23,195
SSC13912,118,84,297,917,1288,636,499,1199,490,5035
SSC13913,0,0,0,11,15,13,4,9,3,49
SSC13914,0,0,0,26,43,20,15,17,16,137
SSC13915,0,0,0,7,9,3,4,13,8,49
SSC13916,6,6,22,79,134,58,46,103,54,464
SSC13917,0,0,0,6,10,9,12,3,3,41
SSC13918,125,140,332,855,1111,543,507,1231,486,4735
SSC13919,0,0,0,11,10,11,11,14,19,71
SSC13920,0,0,0,30,40,27,7,14,4,122
SSC13921,0,0,0,4,9,7,0,15,0,29
SSC13922,0,0,0,5,18,5,8,0,3,32
SSC13923,3,6,13,54,79,51,51,76,71,378
SSC13924,0,0,0,0,0,0,0,0,0,0
SSC13925,94,80,235,664,819,439,346,1030,582,3879
SSC13926,0,0,0,0,0,0,0,0,0,0
SSC13927,0,0,0,33,44,31,37,29,12,196
SSC13928,6,7,22,118,159,82,108,154,78,708
SSC13929,54,19,123,578,721,325,226,552,173,2575
SSC13930,0,0,4,25,37,19,22,21,21,141
SSC13931,0,0,0,3,0,0,0,0,0,8
SSC13932,18,17,46,181,237,102,90,220,150,975
SSC13933,4,3,6,80,112,57,58,52,27,374
SSC13934,18,3,31,419,496,211,257,1013,460,2852
SSC13935,0,0,3,14,13,3,8,20,15,75
SSC13936,0,0,0,15,17,8,7,3,9,61
SSC13937,0,0,0,0,8,3,7,3,7,32
SSC13938,0,0,0,0,0,0,3,3,3,12
SSC13939,0,0,0,9,17,5,4,10,0,46
SSC13940,8,7,26,104,111,73,65,113,90,563
SSC13941,0,0,0,16,16,9,11,3,3,57
SSC13942,0,0,0,14,30,15,17,19,12,99
SSC13943,0,0,0,0,0,0,0,8,0,15
SSC13944,0,0,0,8,9,4,5,13,8,62
SSC13945,3,0,3,38,74,46,50,82,35,322
SSC13946,0,3,3,22,38,19,8,20,23,137
SSC13947,0,0,4,38,51,43,29,32,6,194
SSC13948,0,0,7,10,15,25,7,11,10,74
SSC13949,0,0,6,7,16,3,10,7,13,58
SSC13950,8,0,12,184,206,86,67,159,45,740
SSC13951,7,9,24,227,271,145,98,207,95,1036
SSC13952,0,0,0,5,20,10,4,12,10,63
SSC13953,0,0,0,9,17,5,3,11,5,57
SSC13954,4,3,13,57,81,43,55,74,48,358
SSC13955,0,0,0,0,0,0,0,0,0,0
SSC13956,0,0,3,48,69,37,27,29,13,228
SSC13957,0,3,4,31,39,15,28,35,33,184
SSC13958,0,0,3,104,110,63,43,59,26,401
SSC13959,0,0,0,8,11,0,5,3,7,39
SSC13960,0,0,0,18,32,18,7,20,14,110
SSC13961,33,16,68,260,380,191,184,337,191,1537
SSC13962,51,28,142,920,1090,533,477,787,332,4147
SSC13963,4,0,8,38,30,20,24,25,19,150
SSC13964,3,3,3,74,107,37,25,55,33,331
SSC13965,0,0,0,3,7,0,4,3,5,21
SSC13966,80,97,228,822,1173,650,584,1050,766,5039
SSC13967,0,0,0,10,10,7,6,3,0,43
SSC13968,0,0,0,15,21,12,10,8,10,65
SSC13969,253,85,447,873,1279,670,569,1508,681,5570
SSC13970,0,0,0,4,11,4,0,4,0,27
SSC13971,0,0,0,33,40,30,19,21,16,156
SSC13972,0,0,0,0,5,0,0,3,3,9
SSC13973,57,22,133,425,759,475,354,476,257,2736
SSC13974,0,0,0,14,19,7,10,17,24,91
SSC13975,3,0,3,31,38,18,15,26,13,142
SSC13976,3,0,3,15,34,11,18,24,15,125
SSC13977,0,0,0,11,22,7,11,14,8,69
SSC13978,0,0,0,3,3,0,0,0,4,12
SSC13979,24,13,74,312,581,340,247,361,178,2024
SSC13980,163,40,407,2311,2813,1391,978,1618,397,9500
SSC13981,0,0,0,11,18,10,9,10,13,66
SSC13982,12,6,22,523,426,176,134,680,141,2077
SSC13983,23,15,81,598,820,383,225,428,170,2627
SSC13984,261,126,575,1424,1708,842,578,1861,927,7332
SSC13985,267,81,462,1140,1470,704,566,1967,722,6572
SSC13986,181,101,356,973,1227,564,470,1425,684,5341
SSC13987,0,0,0,3,4,3,4,5,3,23
SSC13988,3,0,3,20,26,14,16,37,35,147
SSC13989,0,0,0,0,0,0,0,0,0,0
SSC13990,0,0,0,0,0,0,0,0,0,0
SSC13991,0,0,0,3,11,3,3,5,3,31
SSC13992,0,0,0,21,20,8,10,6,14,74
SSC13993,0,0,0,22,44,23,6,17,21,137
SSC13994,0,0,0,90,107,53,50,66,62,429
SSC13995,0,0,0,16,24,8,12,13,18,92
SSC13996,0,0,0,11,24,20,9,18,14,97
SSC13997,0,3,6,24,30,24,16,24,34,150
SSC13998,0,0,0,21,22,10,11,5,3,75
SSC13999,0,0,0,6,3,4,4,3,13,38
SSC14000,0,3,6,97,182,80,62,75,86,583
SSC14001,0,0,7,27,40,22,23,37,28,178
SSC14002,0,0,0,5,7,0,7,7,15,55
SSC14003,91,64,240,958,1350,732,693,1294,554,5568
SSC14004,24,7,34,128,152,90,75,144,66,656
SSC14005,0,3,4,19,48,21,31,25,43,182
SSC14006,22,6,42,1964,1328,280,154,3652,1090,8469
SSC14007,218,228,636,2809,3580,1594,1427,3001,1325,13732
SSC14008,132,114,333,829,1024,520,448,1086,590,4493
SSC14009,0,0,0,0,6,4,4,11,5,25
SSC14010,0,0,0,7,3,3,3,0,0,13
SSC14011,3,3,14,65,107,57,60,88,65,440
SSC14012,0,3,4,3,4,0,7,7,3,20
SSC14013,0,0,0,0,3,0,0,0,0,6
SSC14014,0,0,0,0,5,6,3,3,6,27
SSC14015,0,0,4,46,70,34,27,29,28,230
SSC14016,0,0,0,0,0,0,0,3,0,4
SSC14017,0,0,0,10,3,10,5,3,7,48
SSC14018,0,0,0,7,11,5,8,3,9,50
SSC14019,0,0,0,11,16,10,17,10,11,76
SSC14020,3,0,6,26,36,17,17,26,16,130
SSC14021,0,0,0,38,33,33,21,22,7,157
SSC14022,3,0,3,19,41,20,11,12,14,116
SSC14023,0,0,0,0,3,0,0,0,0,6
SSC14024,0,0,0,17,24,15,9,10,14,77
SSC14025,0,0,0,5,7,0,4,9,3,41
SSC14026,0,0,0,0,8,0,0,4,8,24
SSC14027,0,0,0,0,6,3,0,0,0,5
SSC14028,0,0,0,11,16,12,13,18,20,91
SSC14029,0,0,3,14,23,14,25,22,25,123
SSC14030,0,0,0,13,35,20,13,7,14,99
SSC14031,0,0,0,0,0,0,0,0,0,0
SSC14032,0,0,0,0,0,3,3,0,0,6
SSC14033,3,0,9,72,117,67,77,85,50,472
SSC14034,0,0,0,4,7,6,3,3,11,30
SSC14035,0,0,0,25,60,26,14,35,39,199
SSC14036,0,0,0,0,0,0,0,0,0,0
SSC14037,0,0,0,10,34,9,13,19,22,107
SSC14038,0,0,0,0,6,0,6,5,3,21
SSC14039,0,0,0,6,6,3,0,5,0,23
SSC14040,0,0,0,0,3,0,0,0,0,8
SSC14041,4,0,6,116,195,74,95,86,91,659
SSC14042,0,0,0,9,6,3,3,7,8,45
SSC14043,0,0,0,23,32,17,13,13,9,104
SSC14044,0,0,4,20,11,8,10,13,10,65
SSC14045,0,0,4,18,29,11,14,20,4,106
SSC14046,0,0,0,4,8,3,9,0,7,29
SSC14047,0,0,0,4,0,0,0,0,3,8
SSC14048,0,0,0,6,16,9,8,8,15,52
SSC14049,0,0,0,9,33,14,8,12,16,95
SSC14050,0,0,0,25,54,34,31,28,19,187
SSC14051,32,13,72,420,623,298,258,423,214,2243
SSC14052,0,8,14,48,63,37,40,59,82,325
SSC14053,0,0,0,0,3,3,0,0,0,12
SSC14054,0,0,0,7,5,3,0,0,0,12
SSC14055,0,8,13,113,192,111,83,131,71,697
SSC14056,0,0,0,3,0,3,0,3,0,12
SSC14057,0,8,13,35,52,31,39,44,71,271
SSC14058,0,0,0,10,4,4,3,0,0,16
SSC14059,0,0,0,13,31,12,12,19,29,113
SSC14060,0,0,0,20,47,17,36,20,18,168
SSC14061,32,34,100,394,719,381,296,516,303,2609
SSC14062,3,3,6,18,23,24,27,27,10,133
SSC14063,0,3,14,109,132,64,71,77,28,486
SSC14064,0,0,4,83,91,34,36,92,49,391
SSC14065,26,6,85,995,1385,717,442,776,194,4509
SSC14066,0,0,4,21,32,21,17,4,9,108
SSC14067,3,0,4,152,221,102,97,112,76,762
SSC14068,3,8,19,200,281,204,136,170,105,1104
SSC14069,3,3,19,232,277,160,104,136,52,957
SSC14070,6,0,6,16,22,21,7,26,11,102
SSC14071,118,25,247,2005,1830,768,527,1666,522,7325
SSC14072,0,0,3,23,53,29,21,37,23,192
SSC14073,0,0,0,29,82,52,30,27,21,244
SSC14074,47,15,106,688,651,316,400,1824,936,4819
SSC14075,42,32,127,547,809,461,288,434,266,2805
SSC14076,13,12,29,183,228,114,97,212,135,966
SSC14077,0,0,0,0,0,0,0,0,0,0
SSC14078,0,0,0,10,19,6,3,12,5,60
SSC14079,3,0,3,325,367,161,116,271,42,1290
SSC14080,11,0,16,465,589,218,239,469,110,2089
SSC14081,0,0,0,0,0,0,0,0,0,0
SSC14082,0,0,0,22,45,16,24,29,14,149
SSC14083,132,66,296,1506,1761,604,423,1264,627,6191
SSC14084,3,0,5,37,61,29,27,20,12,182
SSC14085,356,69,678,3494,3709,1881,1271,2797,781,13939
SSC14086,75,38,188,1124,1274,485,423,1131,312,4759
SSC14087,0,0,0,9,23,15,8,8,20,89
SSC14088,3,0,3,15,25,18,13,21,13,114
SSC14089,39,11,66,801,726,291,320,1512,212,3856
SSC14090,3,4,6,57,50,39,36,50,23,251
SSC14091,0,0,0,4,19,8,9,9,15,74
SSC14092,0,0,0,25,26,17,22,20,7,120
SSC14093,30,38,88,350,518,263,242,411,322,2097
SSC14094,0,0,0,0,9,7,9,11,7,45
SSC14095,0,0,0,8,7,7,0,4,0,23
SSC14096,9,4,21,258,316,144,112,507,283,1612
SSC14097,4,9,17,125,164,88,99,120,75,663
SSC14098,3,0,14,71,86,52,42,63,40,353
SSC14099,0,0,4,123,178,81,59,74,18,528
SSC14100,0,0,0,3,0,0,0,0,0,7
SSC14101,9,0,17,275,325,151,130,311,118,1307
SSC14102,3,0,12,81,145,81,57,79,56,498
SSC14103,3,0,4,75,127,63,60,46,61,425
SSC14104,0,0,7,203,216,119,81,112,54,789
SSC14105,0,0,0,20,31,12,10,4,13,87
SSC14106,0,0,0,6,20,9,21,5,3,69
SSC14107,0,0,0,16,10,8,7,13,16,76
SSC14108,0,0,0,6,3,8,11,3,0,27
SSC14109,4,4,10,58,53,37,37,63,41,283
SSC14110,0,0,0,0,3,3,0,7,0,14
SSC14111,0,0,4,21,36,25,20,20,18,142
SSC14112,0,0,3,132,165,91,66,63,78,590
SSC14113,0,0,5,57,55,24,27,43,13,218
SSC14114,13,8,32,297,351,186,173,315,212,1539
SSC14115,3,0,3,9,14,11,5,8,12,51
SSC14116,0,0,0,0,0,0,0,0,0,0
SSC14117,0,0,0,0,0,0,0,0,0,0
SSC14118,191,182,497,2066,2717,1237,961,2557,906,10441
SSC14119,0,3,3,7,7,14,0,3,3,34
SSC14120,0,0,0,15,26,14,12,9,4,78
SSC14121,0,0,4,10,15,3,11,8,15,68
SSC14122,52,18,121,1206,1453,746,530,843,295,5080
SSC14123,3,0,6,282,449,222,140,148,139,1377
SSC14124,0,0,0,6,8,8,3,0,6,27
SSC14125,0,0,0,8,15,4,6,4,10,38
SSC14126,0,0,0,12,17,8,10,11,45,105
SSC14127,3,0,3,53,90,40,28,29,27,270
SSC14128,0,0,0,18,35,30,18,18,10,129
SSC14129,0,0,0,0,5,0,0,4,6,17
SSC14130,0,0,0,4,6,5,3,7,9,35
SSC14131,0,0,3,21,17,8,7,26,12,78
SSC14132,0,0,0,6,23,9,15,6,21,82
SSC14133,0,0,0,11,21,3,4,11,13,69
SSC14134,0,0,0,8,12,3,3,0,5,37
SSC14135,27,12,70,420,674,386,251,451,171,2360
SSC14136,0,0,0,36,31,19,18,20,17,149
SSC14137,0,0,0,6,12,7,9,7,12,52
SSC14138,0,0,0,11,9,4,4,0,3,29
SSC14139,0,0,0,9,23,12,6,11,5,63
SSC14140,30,80,117,393,438,158,135,401,206,1728
SSC14141,40,270,352,879,1005,403,273,703,618,3886
SSC14142,19,68,119,665,638,264,175,581,236,2566
SSC14143,0,0,0,21,16,3,4,11,14,76
SSC14144,3,3,8,114,137,78,88,106,154,676
SSC14145,0,3,3,18,11,16,5,15,17,78
SSC14146,0,0,0,5,6,3,3,3,0,14
SSC14147,0,0,0,26,42,15,20,35,18,151
SSC14148,22,3,45,338,351,160,115,217,75,1258
SSC14149,24,17,58,214,267,155,165,326,178,1304
SSC14150,0,0,0,18,17,15,17,20,6,91
SSC14151,62,77,201,912,1075,608,510,1464,774,5337
SSC14152,0,0,0,8,8,3,4,8,16,38
