SSC_CODE_2016,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_H_or_W_in_RM_0_14,P_H_or_W_in_RM_15_24,P_H_or_W_in_RM_25_34,P_H_or_W_in_RM_35_44,P_H_or_W_in_RM_45_54,P_H_or_W_in_RM_55_64,P_H_or_W_in_RM_65_74,P_H_or_W_in_RM_75_84,P_H_or_W_in_RM_85ov,P_H_or_W_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
SSC12095,..,3,0,0,0,5,0,0,0,10,..,0,0,3,7,11,10,8,0,41,0,0,0,0,0,0,0,0,0,0,29,22,13,27,23,26,23,14,0,189,..,0,3,14,12,16,24,12,0,73,..,10,5,8,5,3,3,0,0,35,..,4,7,11,8,6,3,3,0,40,68,..,..,..,..,..,..,..,..,68,..,13,..,..,..,..,..,..,..,13,..,17,5,3,3,3,0,0,0,29,..,0,3,0,0,0,3,0,0,10,..,3,3,0,5,0,0,0,0,12,..,7,6,0,0,4,3,0,0,32,..,0,11,7,19,27,17,11,8,96,0,3,4,0,0,3,0,0,0,13,68,57,38,46,56,62,46,28,6,412
SSC12096,..,0,0,0,5,0,0,0,0,15,..,0,0,3,3,15,11,10,3,46,5,4,0,0,0,0,0,0,0,13,107,53,49,58,92,68,69,27,5,530,..,0,32,53,81,78,95,34,0,374,..,13,21,21,21,12,3,0,0,98,..,10,7,14,18,4,3,4,3,70,213,..,..,..,..,..,..,..,..,213,..,42,..,..,..,..,..,..,..,42,..,41,15,4,4,4,0,0,0,74,..,3,0,0,8,7,3,0,4,26,..,4,3,0,3,0,0,0,0,11,..,3,0,0,3,4,3,3,0,18,..,0,3,3,17,24,22,13,3,76,3,3,0,0,0,3,3,0,0,18,222,126,84,111,154,138,127,56,11,1021
SSC12097,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,3,0,0,0,18,..,0,3,3,3,7,3,3,0,16,..,0,0,3,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,4,..,..,..,..,..,..,..,..,4,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,4,0,4,8,3,8,3,3,0,42
SSC12098,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,3,0,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,5
SSC12099,..,638,282,52,18,16,13,0,3,1034,..,159,104,84,74,62,79,54,47,665,3,41,30,18,3,4,14,5,0,123,675,1370,1223,753,550,404,306,209,92,5587,..,26,628,835,595,420,342,247,53,3139,..,174,515,187,115,44,35,9,0,1075,..,3,24,56,103,57,24,25,18,320,1370,..,..,..,..,..,..,..,..,1370,..,364,..,..,..,..,..,..,..,364,..,154,153,45,37,26,0,0,0,421,..,173,131,21,9,23,14,24,20,419,..,172,128,14,3,7,0,0,0,327,..,1230,639,117,45,43,31,3,3,2116,..,305,244,168,165,133,128,87,63,1296,17,88,65,25,14,12,15,12,3,249,1385,2688,2537,1475,1096,765,588,401,159,11085
SSC12100,..,0,8,4,7,3,4,0,0,20,..,3,3,4,4,3,28,24,13,82,4,11,7,3,0,8,3,3,4,38,454,319,211,302,379,322,267,125,38,2413,..,9,152,429,609,542,436,162,32,2365,..,10,39,37,31,27,8,3,0,155,..,4,8,19,32,16,17,11,0,109,955,..,..,..,..,..,..,..,..,955,..,417,..,..,..,..,..,..,..,417,..,231,173,35,24,3,0,0,0,460,..,3,9,4,8,4,16,11,14,77,..,14,12,6,7,6,6,0,0,58,..,0,11,10,8,3,4,0,0,42,..,3,13,4,12,23,40,35,20,144,3,15,18,13,6,10,5,6,4,76,961,710,432,558,734,636,537,227,75,4868
SSC12101,..,3,0,0,0,0,0,0,0,4,..,0,0,0,0,0,11,3,3,19,0,0,3,0,0,0,0,0,0,3,77,50,33,46,44,29,48,13,8,349,..,0,27,53,68,53,64,25,3,295,..,0,3,9,8,0,3,3,0,25,..,0,4,4,0,3,0,0,0,18,147,..,..,..,..,..,..,..,..,147,..,50,..,..,..,..,..,..,..,50,..,40,21,6,3,0,0,0,0,77,..,3,3,0,3,3,3,5,4,23,..,4,0,0,0,0,0,0,0,7,..,3,3,0,0,0,0,0,0,3,..,0,0,3,4,0,16,9,3,42,0,0,5,0,0,0,0,3,0,8,147,108,63,85,91,63,91,36,13,694
SSC12102,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,6,4,3,0,12,0,0,0,0,0,0,3,0,0,3,10,10,3,4,12,18,14,4,0,73,..,0,4,5,15,18,9,3,0,61,..,3,0,0,3,0,0,0,0,8,..,0,0,3,3,3,0,0,0,9,18,..,..,..,..,..,..,..,..,18,..,10,..,..,..,..,..,..,..,10,..,5,0,0,0,0,0,0,0,7,..,0,3,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,11,4,3,0,22,0,0,0,0,0,0,3,0,0,3,18,19,13,12,27,35,20,3,0,142
SSC12103,..,0,0,0,3,0,0,0,0,3,..,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,12,6,5,4,12,14,3,0,0,51,..,0,9,4,17,8,3,3,4,41,..,0,7,0,3,3,3,0,0,13,..,0,0,0,3,0,0,0,0,6,26,..,..,..,..,..,..,..,..,26,..,4,..,..,..,..,..,..,..,4,..,3,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,0,0,0,3,..,0,0,3,3,4,6,3,0,16,0,0,0,0,0,0,0,0,0,0,26,6,11,8,24,17,11,7,5,114
SSC12104,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,3,0,0,0,4,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10
SSC12105,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,..,0,0,0,0,3,0,0,0,5,..,0,0,0,3,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,10
SSC12106,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,..,0,0,0,0,5,3,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,6
SSC12107,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,..,0,0,0,3,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,8
SSC12108,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,7,0,0,22,..,0,0,0,0,4,13,3,0,20,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,0,0,0,3,8,..,..,..,..,..,..,..,..,8,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,8,0,9,0,0,3,9,3,0,38
SSC12109,..,0,0,0,0,3,0,4,0,12,..,0,0,0,3,8,7,6,6,35,0,3,3,0,0,5,0,3,0,12,65,40,32,36,68,94,97,33,16,493,..,3,20,45,91,114,149,47,14,493,..,6,7,7,10,15,13,0,0,66,..,0,3,11,10,8,3,0,0,31,138,..,..,..,..,..,..,..,..,138,..,32,..,..,..,..,..,..,..,32,..,22,10,10,4,0,0,0,0,49,..,0,3,4,3,3,0,6,4,21,..,0,3,0,0,0,0,0,0,9,..,0,0,0,0,3,8,6,0,15,..,0,0,0,0,18,24,13,7,67,0,0,3,0,0,5,3,3,0,27,138,82,60,74,125,165,207,76,23,951
SSC12110,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
SSC12111,..,0,0,0,0,0,0,0,0,0,..,0,0,3,0,3,0,9,3,13,0,0,0,0,0,3,3,3,0,8,23,10,11,15,15,19,18,17,3,135,..,0,18,12,13,29,33,17,0,114,..,0,4,3,7,3,0,0,0,12,..,0,0,3,4,0,0,0,0,11,48,..,..,..,..,..,..,..,..,48,..,10,..,..,..,..,..,..,..,10,..,4,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,3,0,3,3,15,10,8,8,48,0,0,0,0,3,3,4,3,0,15,48,16,17,25,27,45,40,35,6,257
SSC12112,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12113,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,16,..,0,0,3,3,4,3,0,3,16,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,6,4,3,0,3,25
SSC12114,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,..,0,0,0,5,6,0,3,0,8,..,0,0,5,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,5,6,0,3,0,26
SSC12115,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,7,3,3,4,8,14,7,0,0,62,..,0,3,4,14,23,15,0,0,55,..,0,0,0,0,3,0,0,0,8,..,0,0,0,0,0,0,0,0,3,22,..,..,..,..,..,..,..,..,22,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,0,..,3,0,0,0,0,0,3,0,8,..,0,0,3,0,0,0,0,0,3,..,0,0,0,0,3,0,0,0,5,..,0,3,0,3,7,6,0,0,19,0,0,0,0,0,0,0,0,0,8,18,12,4,6,21,36,21,6,0,127
SSC12116,..,8,12,3,8,11,7,3,3,67,..,9,20,15,25,82,116,103,100,461,4,13,8,11,5,14,13,8,10,81,455,315,268,353,432,500,487,283,154,3242,..,6,191,405,521,645,630,333,69,2811,..,48,110,91,87,59,45,9,0,447,..,4,24,59,84,33,16,11,18,242,959,..,..,..,..,..,..,..,..,959,..,324,..,..,..,..,..,..,..,324,..,187,83,42,33,16,0,0,0,359,..,24,8,5,6,10,15,10,3,75,..,9,9,3,0,7,5,0,0,30,..,21,27,9,19,15,12,11,4,126,..,18,32,47,71,151,178,134,125,768,16,17,18,19,21,24,24,14,8,167,969,662,504,679,840,958,926,529,243,6316
SSC12117,..,3,6,0,3,6,4,0,4,29,..,0,0,0,4,40,37,33,20,135,6,12,9,0,4,4,6,5,3,58,474,249,244,284,325,401,228,123,53,2377,..,5,234,407,481,593,344,150,38,2251,..,30,85,52,30,32,14,0,0,238,..,3,19,41,48,31,17,6,10,172,922,..,..,..,..,..,..,..,..,922,..,278,..,..,..,..,..,..,..,278,..,180,98,27,15,7,6,0,0,329,..,18,3,3,3,5,9,13,7,57,..,10,8,3,0,3,0,0,0,24,..,8,15,8,7,12,7,3,4,66,..,3,13,15,21,58,60,41,28,243,12,20,21,10,9,12,6,10,5,106,929,562,505,549,609,754,458,222,91,4687
SSC12118,..,3,0,0,3,0,0,0,0,4,..,3,0,0,0,3,6,3,0,18,0,5,3,0,3,0,0,0,0,12,49,42,39,40,54,65,57,24,0,367,..,0,22,52,59,108,92,38,0,374,..,0,6,15,9,13,8,4,0,54,..,0,3,4,6,7,7,0,0,26,116,..,..,..,..,..,..,..,..,116,..,29,..,..,..,..,..,..,..,29,..,26,18,9,3,0,0,0,0,58,..,0,0,0,0,0,0,3,0,5,..,0,0,0,0,0,0,0,0,3,..,4,10,0,0,0,0,0,0,17,..,3,3,3,0,9,8,11,0,42,0,7,3,0,4,3,0,0,0,20,116,77,66,77,93,140,122,51,3,750
SSC12119,..,0,0,0,0,6,0,0,0,8,..,0,0,0,6,10,12,18,13,57,3,0,0,0,3,4,4,3,0,19,34,26,19,37,33,78,78,42,19,358,..,0,10,40,30,81,110,44,15,322,..,3,13,9,15,17,8,3,0,65,..,4,3,3,8,0,7,0,3,25,80,..,..,..,..,..,..,..,..,80,..,19,..,..,..,..,..,..,..,19,..,16,3,3,0,7,0,0,0,27,..,0,3,0,3,3,0,0,3,14,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,7,3,0,0,11,..,0,0,0,9,12,29,28,15,97,3,0,3,3,3,7,4,3,0,29,83,37,31,55,70,132,158,81,35,687
SSC12120,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,17,..,0,0,0,0,3,3,6,0,15,..,0,0,0,6,0,0,0,0,6,..,0,0,0,0,0,0,0,0,3,3,..,..,..,..,..,..,..,..,3,..,4,..,..,..,..,..,..,..,4,..,0,0,0,3,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,0,0,0,3,..,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,4,0,4,12,7,3,3,0,33
SSC12121,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,4,6,5,3,0,0,27,..,0,0,0,8,9,4,3,0,26,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,5,..,..,..,..,..,..,..,..,5,..,3,..,..,..,..,..,..,..,3,..,3,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,4,10,9,6,3,0,45
SSC12122,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,20,15,8,12,23,19,13,3,0,115,..,0,11,15,29,29,21,9,0,115,..,0,3,3,6,3,3,0,0,24,..,0,3,0,0,3,0,0,0,10,35,..,..,..,..,..,..,..,..,35,..,11,..,..,..,..,..,..,..,11,..,6,7,0,0,0,0,0,0,16,..,4,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,10,3,0,0,14,0,0,0,0,3,0,0,0,0,6,35,36,26,23,41,46,30,12,0,245
SSC12123,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,7,0,8,10,3,5,0,47,..,0,6,4,13,14,13,3,0,47,..,3,3,3,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,3,10,..,..,..,..,..,..,..,..,10,..,6,..,..,..,..,..,..,..,6,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,3,3,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,10,14,11,9,12,16,13,4,0,93
SSC12124,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,3,0,10,6,0,0,0,25,..,0,3,0,9,10,3,0,0,26,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,11,..,..,..,..,..,..,..,..,11,..,3,..,..,..,..,..,..,..,3,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,11,5,10,3,15,11,7,0,0,61
SSC12125,..,3,0,0,0,0,0,0,0,8,..,3,3,3,5,11,16,12,6,60,0,3,0,0,0,4,0,3,3,17,119,78,66,87,91,118,74,46,16,703,..,0,61,107,136,162,110,44,4,626,..,7,19,18,8,15,10,7,0,95,..,3,8,17,12,7,7,3,5,57,263,..,..,..,..,..,..,..,..,263,..,75,..,..,..,..,..,..,..,75,..,40,18,4,11,0,3,0,0,78,..,3,3,0,3,4,3,3,4,25,..,0,5,3,0,0,0,0,0,8,..,3,3,0,0,0,0,0,0,10,..,3,4,10,10,13,24,20,12,99,0,5,0,0,4,6,3,6,3,27,263,148,122,161,182,215,157,82,26,1351
SSC12126,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,8,0,3,0,18,..,0,0,0,3,4,4,3,0,14,..,3,5,0,0,3,0,0,0,10,..,0,0,0,0,0,0,0,0,0,6,..,..,..,..,..,..,..,..,6,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,4,0,3,10,4,3,0,36
SSC12127,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,4,4,3,8,3,0,32,..,0,0,7,6,0,9,5,0,26,..,0,0,0,0,3,0,0,0,3,..,0,0,0,0,0,0,0,0,4,9,..,..,..,..,..,..,..,..,9,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,7,3,0,0,0,0,3,0,0,0,10,9,3,3,6,14,8,14,8,0,65
SSC12128,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,3,6,0,13,0,0,0,0,0,0,0,0,0,0,24,11,14,5,25,20,11,6,0,123,..,0,8,10,27,44,22,3,3,115,..,0,9,7,3,3,0,0,0,24,..,0,0,3,6,0,0,0,0,14,46,..,..,..,..,..,..,..,..,46,..,12,..,..,..,..,..,..,..,12,..,8,3,0,3,0,0,0,0,13,..,3,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,3,4,6,0,19,0,0,0,0,0,0,0,0,0,4,46,22,20,18,40,55,30,7,3,246
SSC12129,..,27,32,12,4,12,8,3,0,101,..,6,33,19,20,53,75,89,89,390,0,7,7,0,0,3,3,0,0,32,936,728,523,714,822,591,425,268,133,5143,..,8,409,1041,1254,875,607,310,73,4585,..,29,133,58,52,25,16,4,4,325,..,4,13,71,146,71,21,26,11,364,1951,..,..,..,..,..,..,..,..,1951,..,996,..,..,..,..,..,..,..,996,..,252,200,41,35,16,0,0,0,543,..,80,39,6,4,19,24,23,14,200,..,40,41,8,4,3,4,0,0,109,..,45,58,17,9,24,16,3,0,167,..,17,67,46,47,74,109,109,107,582,7,10,21,7,3,8,8,7,0,62,1961,1486,976,1290,1566,1115,804,482,216,9892
SSC12130,..,3,0,4,0,0,0,0,0,6,..,5,0,5,8,15,33,32,14,113,0,4,3,0,0,3,5,0,0,19,515,306,111,309,403,228,181,147,41,2241,..,0,79,468,611,353,229,203,56,2003,..,3,18,35,47,27,8,3,0,144,..,3,3,30,51,23,13,18,7,142,1033,..,..,..,..,..,..,..,..,1033,..,411,..,..,..,..,..,..,..,411,..,129,89,17,27,10,0,0,0,269,..,26,0,0,0,9,11,7,10,65,..,22,3,6,6,3,0,0,0,33,..,4,3,4,3,8,0,0,0,23,..,6,3,8,8,19,47,42,27,168,5,5,3,0,3,3,6,3,0,30,1034,602,203,560,751,456,323,274,98,4317
