SSC_CODE_2016,P_15_19_Num_chld_evr_brn_Nne,P_15_19_Num_chld_evr_brn_1,P_15_19_Num_chld_evr_brn_2,P_15_19_Num_chld_evr_brn_3,P_15_19_Num_chld_evr_brn_4,P_15_19_Num_chld_evr_brn_5,P_15_19_Num_chd_evr_brn_6_mr,P_15_19_Num_chld_evr_brn_ns,P_15_19_yrs_Total,P_20_24_Num_chld_evr_brn_Nne,P_20_24_Num_chld_evr_brn_1,P_20_24_Num_chld_evr_brn_2,P_20_24_Num_chld_evr_brn_3,P_20_24_Num_chld_evr_brn_4,P_20_24_Num_chld_evr_brn_5,P_20_24_Num_chd_evr_brn_6_mr,P_20_24_Num_chld_evr_brn_ns,P_20_24_yrs_Total,P_25_29_Num_chld_evr_brn_Nne,P_25_29_Num_chld_evr_brn_1,P_25_29_Num_chld_evr_brn_2,P_25_29_Num_chld_evr_brn_3,P_25_29_Num_chld_evr_brn_4,P_25_29_Num_chld_evr_brn_5,P_25_29_Num_chd_evr_brn_6_mr,P_25_29_Num_chld_evr_brn_ns,P_25_29_yrs_Total,P_30_34_Num_chld_evr_brn_Nne,P_30_34_Num_chld_evr_brn_1,P_30_34_Num_chld_evr_brn_2,P_30_34_Num_chld_evr_brn_3,P_30_34_Num_chld_evr_brn_4,P_30_34_Num_chld_evr_brn_5,P_30_34_Num_chd_evr_brn_6_mr,P_30_34_Num_chld_evr_brn_ns,P_30_34_yrs_Total,P_35_39_Num_chld_evr_brn_Nne,P_35_39_Num_chld_evr_brn_1,P_35_39_Num_chld_evr_brn_2,P_35_39_Num_chld_evr_brn_3,P_35_39_Num_chld_evr_brn_4,P_35_39_Num_chld_evr_brn_5,P_35_39_Num_chd_evr_brn_6_mr,P_35_39_Num_chld_evr_brn_ns,P_35_39_yrs_Total,P_40_44_Num_chld_evr_brn_Nne,P_40_44_Num_chld_evr_brn_1,P_40_44_Num_chld_evr_brn_2,P_40_44_Num_chld_evr_brn_3,P_40_44_Num_chld_evr_brn_4,P_40_44_Num_chld_evr_brn_5,P_40_44_Num_chd_evr_brn_6_mr,P_40_44_Num_chld_evr_brn_ns,P_40_44_yrs_Total,P_45_49_Num_chld_evr_brn_Nne,P_45_49_Num_chld_evr_brn_1,P_45_49_Num_chld_evr_brn_2,P_45_49_Num_chld_evr_brn_3,P_45_49_Num_chld_evr_brn_4,P_45_49_Num_chld_evr_brn_5,P_45_49_Num_chd_evr_brn_6_mr,P_45_49_Num_chld_evr_brn_ns,P_45_49_yrs_Total,P_50_54_Num_chld_evr_brn_Nne,P_50_54_Num_chld_evr_brn_1,P_50_54_Num_chld_evr_brn_2,P_50_54_Num_chld_evr_brn_3,P_50_54_Num_chld_evr_brn_4,P_50_54_Num_chld_evr_brn_5,P_50_54_Num_chd_evr_brn_6_mr,P_50_54_Num_chld_evr_brn_ns,P_50_54_yrs_Total,P_55_59_Num_chld_evr_brn_Nne,P_55_59_Num_chld_evr_brn_1,P_55_59_Num_chld_evr_brn_2,P_55_59_Num_chld_evr_brn_3,P_55_59_Num_chld_evr_brn_4,P_55_59_Num_chld_evr_brn_5,P_55_59_Num_chd_evr_brn_6_mr,P_55_59_Num_chld_evr_brn_ns,P_55_59_yrs_Total,P_60_64_Num_chld_evr_brn_Nne,P_60_64_Num_chld_evr_brn_1,P_60_64_Num_chld_evr_brn_2,P_60_64_Num_chld_evr_brn_3,P_60_64_Num_chld_evr_brn_4,P_60_64_Num_chld_evr_brn_5,P_60_64_Num_chd_evr_brn_6_mr,P_60_64_Num_chld_evr_brn_ns,P_60_64_yrs_Total,P_65_69_Num_chld_evr_brn_Nne,P_65_69_Num_chld_evr_brn_1,P_65_69_Num_chld_evr_brn_2,P_65_69_Num_chld_evr_brn_3,P_65_69_Num_chld_evr_brn_4,P_65_69_Num_chld_evr_brn_5,P_65_69_Num_chd_evr_brn_6_mr,P_65_69_Num_chld_evr_brn_ns,P_65_69_yrs_Total,P_70_74_Num_chld_evr_brn_Nne,P_70_74_Num_chld_evr_brn_1,P_70_74_Num_chld_evr_brn_2,P_70_74_Num_chld_evr_brn_3,P_70_74_Num_chld_evr_brn_4,P_70_74_Num_chld_evr_brn_5,P_70_74_Num_chd_evr_brn_6_mr,P_70_74_Num_chld_evr_brn_ns,P_70_74_yrs_Total,P_75_79_Num_chld_evr_brn_Nne,P_75_79_Num_chld_evr_brn_1,P_75_79_Num_chld_evr_brn_2,P_75_79_Num_chld_evr_brn_3,P_75_79_Num_chld_evr_brn_4,P_75_79_Num_chld_evr_brn_5,P_75_79_Num_chd_evr_brn_6_mr,P_75_79_Num_chld_evr_brn_ns,P_75_79_yrs_Total,P_80_84_Num_chld_evr_brn_Nne,P_80_84_Num_chld_evr_brn_1,P_80_84_Num_chld_evr_brn_2,P_80_84_Num_chld_evr_brn_3,P_80_84_Num_chld_evr_brn_4,P_80_84_Num_chld_evr_brn_5,P_80_84_Num_chd_evr_brn_6_mr,P_80_84_Num_chld_evr_brn_ns,P_80_84_yrs_Total,P_85_ov_Num_chld_evr_brn_Nne,P_85_ov_Num_chld_evr_brn_1,P_85_ov_Num_chld_evr_brn_2,P_85_ov_Num_chld_evr_brn_3,P_85_ov_Num_chld_evr_brn_4,P_85_ov_Num_chld_evr_brn_5,P_85_ov_Num_chd_evr_brn_6_mr,P_85_ov_Num_chld_evr_brn_ns,P_85ov_Total,Tot_Nmbr_child_ever_born_None,Tot_Nmbr_children_ever_born_1,Tot_Nmbr_children_ever_born_2,Tot_Nmbr_children_ever_born_3,Tot_Nmbr_children_ever_born_4,Tot_Nmbr_children_ever_born_5,Tot_Nmbr_chidrn_ever_brn_6_mr,Tot_Nmbr_childrn_ever_born_Ns,Total_Total
SSC10011,8,0,0,0,0,0,0,3,11,5,0,0,0,0,0,0,5,10,4,3,0,0,0,0,0,3,17,3,3,4,3,0,0,0,4,11,0,0,5,0,4,0,0,0,8,0,0,4,7,0,0,3,3,19,0,0,6,3,0,0,0,4,19,0,0,0,3,3,0,0,8,15,0,0,0,0,3,0,0,0,4,0,0,0,3,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,24,9,26,22,7,3,3,36,132
SSC10012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC10013,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,9
SSC10014,107,0,0,0,0,0,0,3,109,113,0,0,0,0,0,0,5,128,76,20,11,5,3,0,0,0,119,52,47,53,13,3,0,0,8,179,20,49,92,32,6,0,0,5,200,12,20,82,20,7,0,0,0,139,18,13,72,22,11,0,3,3,143,7,17,72,34,4,0,0,3,135,3,11,55,22,13,0,0,3,121,5,0,32,24,12,3,0,3,72,5,3,35,18,12,0,0,4,75,0,0,9,8,5,0,0,0,26,0,0,7,6,4,3,0,0,22,0,4,5,3,0,0,0,0,13,0,0,3,0,0,0,0,0,5,418,195,522,211,67,16,4,52,1483
SSC10015,8,0,0,0,0,0,0,0,8,6,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,4,3,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,6,3,3,3,3,5,0,0,0,9,0,0,3,5,0,0,0,3,18,0,0,3,0,3,0,0,0,8,3,0,3,0,3,0,0,0,13,0,0,5,8,0,0,0,0,18,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,8,0,0,0,4,0,0,0,0,4,30,9,31,24,14,10,3,4,128
SSC10016,158,0,0,0,0,0,0,8,169,241,7,0,0,0,0,0,21,275,188,29,10,0,0,0,0,9,243,106,56,44,15,5,0,0,4,229,46,33,91,28,8,3,0,6,212,38,35,95,43,8,3,0,11,228,36,37,100,35,16,3,0,4,230,40,32,64,53,11,3,3,8,210,32,23,67,42,12,0,0,9,188,6,19,68,38,18,0,0,3,154,16,12,42,21,6,0,0,4,104,15,9,45,37,11,0,3,10,122,9,4,19,18,6,0,4,3,73,3,3,13,13,9,0,0,6,59,13,8,21,17,9,9,3,3,73,935,308,681,359,123,22,20,116,2562
SSC10017,131,0,0,0,0,0,0,12,147,96,0,3,0,0,0,0,4,107,85,16,13,0,0,0,0,8,124,46,42,51,18,0,0,0,0,160,26,23,80,42,10,0,0,9,194,28,15,89,39,10,3,0,0,187,29,28,82,47,5,0,0,6,199,14,17,83,47,6,0,0,0,168,16,15,51,40,9,0,0,3,134,13,14,61,42,10,0,0,5,140,8,11,60,32,15,0,0,8,133,8,8,55,56,15,4,3,6,153,6,8,51,36,11,3,0,3,117,3,5,34,27,12,3,0,0,89,5,16,24,11,5,3,4,3,71,523,221,730,436,108,21,9,64,2121
SSC10018,25,0,0,0,0,0,0,0,23,15,3,0,0,0,0,0,0,15,3,4,0,0,0,0,0,0,16,0,4,7,7,0,0,0,0,23,0,0,13,3,3,0,0,0,28,0,3,12,10,3,0,0,0,29,6,3,4,9,3,0,0,3,29,0,3,13,7,6,3,0,3,30,4,4,17,12,5,0,0,7,44,0,0,6,16,5,3,3,6,37,0,0,6,9,3,3,0,4,27,3,0,14,7,5,4,0,0,38,4,0,7,4,0,3,0,3,22,3,0,3,6,3,0,0,3,14,0,0,4,6,5,0,0,0,10,71,24,108,89,37,17,11,23,382
SSC10019,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,10,3,3,0,3,31
SSC10020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,3,0,3,0,0,17
SSC10021,22,0,0,0,0,0,0,0,28,25,6,0,0,0,0,0,0,28,12,5,3,0,0,0,0,0,24,8,5,8,3,3,0,0,3,26,0,0,10,4,3,0,0,0,26,0,6,7,18,0,0,0,0,35,5,5,3,6,0,0,0,0,26,0,6,15,8,0,0,0,4,33,3,0,9,5,8,0,0,0,29,0,0,9,6,0,0,3,0,26,0,0,4,7,4,0,0,0,20,0,0,5,6,0,0,3,3,16,0,0,4,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,83,39,78,74,22,11,13,22,331
SSC10022,96,12,5,0,0,0,0,25,132,79,20,14,4,0,0,0,11,125,24,15,15,5,8,0,0,8,77,20,15,20,21,18,7,0,15,106,14,6,18,16,9,4,15,15,103,0,4,31,18,17,8,9,7,106,7,7,22,27,12,3,16,13,104,3,5,27,26,16,9,15,13,111,5,11,11,21,15,16,9,8,93,0,3,21,19,12,12,0,11,88,4,0,11,23,15,14,4,11,75,0,0,10,15,11,7,9,15,72,6,0,5,11,5,0,0,0,35,0,0,0,3,0,0,3,0,9,0,0,0,0,0,3,3,3,6,263,108,209,205,137,87,86,151,1242
SSC10023,3,0,0,0,0,0,0,0,5,4,0,5,0,0,0,0,3,11,0,3,0,0,0,0,0,0,5,0,0,0,0,3,0,0,6,7,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,3,0,0,0,0,3,10,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,12,9,14,4,5,3,4,22,70
SSC10024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,7,0,0,0,8,31
SSC10025,502,3,0,0,0,0,0,38,540,327,44,21,3,0,0,0,32,427,179,94,78,23,4,0,0,22,410,87,94,157,71,19,3,0,16,442,33,68,208,87,25,8,0,14,444,47,52,221,118,34,14,4,17,508,40,51,208,114,42,5,5,22,488,29,40,216,132,37,11,4,16,489,15,43,175,124,35,16,4,17,427,25,27,116,93,33,10,0,11,307,13,20,101,85,35,5,4,12,280,10,18,67,44,19,12,0,18,188,3,11,32,42,28,16,5,22,156,3,10,16,25,16,15,8,12,105,12,7,31,38,13,6,12,60,174,1331,567,1651,1000,342,127,50,329,5385
SSC10026,197,10,0,0,0,0,0,15,223,160,20,8,0,0,0,0,16,218,96,47,45,19,8,0,0,16,231,56,48,73,29,9,5,0,17,240,25,26,63,28,12,8,3,12,183,15,24,89,47,18,0,3,6,203,20,28,90,34,15,7,0,6,205,24,23,89,71,19,8,0,19,247,18,16,86,63,28,10,3,14,236,21,29,88,60,12,7,3,10,238,15,17,63,55,16,13,3,11,186,11,3,56,35,15,5,3,31,162,8,3,24,30,27,12,8,17,125,6,3,17,15,9,7,12,21,93,0,6,16,13,12,5,7,91,146,677,303,812,517,202,82,42,301,2937
SSC10027,126,0,0,0,0,0,0,13,137,134,9,3,0,0,0,0,19,162,101,16,12,0,0,0,0,13,140,62,28,29,9,3,0,0,21,151,28,25,49,11,6,0,0,11,128,32,15,53,39,0,0,0,11,151,33,18,54,40,8,0,0,7,165,19,17,62,28,13,3,0,8,143,24,13,58,50,12,3,0,9,178,22,20,50,53,14,4,0,18,181,22,12,50,55,22,3,0,14,178,14,18,31,29,12,3,3,15,132,6,3,14,34,13,0,7,12,95,9,4,18,8,11,0,0,18,64,12,6,21,18,13,0,9,19,102,650,204,496,382,135,25,21,201,2105
SSC10028,15,0,0,0,0,0,0,7,26,10,0,3,0,0,0,0,6,21,8,4,0,3,0,0,0,4,24,0,0,3,0,0,0,0,13,19,0,0,9,4,3,0,0,8,19,0,0,5,3,3,3,0,12,31,3,3,8,3,0,0,0,3,24,0,4,8,8,3,0,0,3,28,10,0,13,10,3,0,0,3,38,8,0,18,8,7,0,0,3,37,0,0,6,3,0,3,0,4,22,3,0,5,7,0,0,0,0,18,0,0,0,9,0,0,3,0,14,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,69,20,88,53,26,9,6,67,342
