SSC_CODE_2016,P_1000_1249_15_19_yrs,P_1000_1249_20_24_yrs,P_1000_1249_25_34_yrs,P_1000_1249_35_44_yrs,P_1000_1249_45_54_yrs,P_1000_1249_55_64_yrs,P_1000_1249_65_74_yrs,P_1000_1249_75_84_yrs,P_1000_1249_85ov,P_1000_1249_Tot,P_1250_1499_15_19_yrs,P_1250_1499_20_24_yrs,P_1250_1499_25_34_yrs,P_1250_1499_35_44_yrs,P_1250_1499_45_54_yrs,P_1250_1499_55_64_yrs,P_1250_1499_65_74_yrs,P_1250_1499_75_84_yrs,P_1250_1499_85ov,P_1250_1499_Tot,P_1500_1749_15_19_yrs,P_1500_1749_20_24_yrs,P_1500_1749_25_34_yrs,P_1500_1749_35_44_yrs,P_1500_1749_45_54_yrs,P_1500_1749_55_64_yrs,P_1500_1749_65_74_yrs,P_1500_1749_75_84_yrs,P_1500_1749_85ov,P_1500_1749_Tot,P_1750_1999_15_19_yrs,P_1750_1999_20_24_yrs,P_1750_1999_25_34_yrs,P_1750_1999_35_44_yrs,P_1750_1999_45_54_yrs,P_1750_1999_55_64_yrs,P_1750_1999_65_74_yrs,P_1750_1999_75_84_yrs,P_1750_1999_85ov,P_1750_1999_Tot,P_2000_2999_15_19_yrs,P_2000_2999_20_24_yrs,P_2000_2999_25_34_yrs,P_2000_2999_35_44_yrs,P_2000_2999_45_54_yrs,P_2000_2999_55_64_yrs,P_2000_2999_65_74_yrs,P_2000_2999_75_84_yrs,P_2000_2999_85ov,P_2000_2999_Tot,P_3000_more_15_19_yrs,P_3000_more_20_24_yrs,P_3000_more_25_34_yrs,P_3000_more_35_44_yrs,P_3000_more_45_54_yrs,P_3000_more_55_64_yrs,P_3000_more_65_74_yrs,P_3000_more_75_84_yrs,P_3000_more_85ov,P_3000_more_Tot,P_PI_NS_15_19_yrs,P_PI_NS_ns_20_24_yrs,P_PI_NS_ns_25_34_yrs,P_PI_NS_ns_35_44_yrs,P_PI_NS_ns_45_54_yrs,P_PI_NS_ns_55_64_yrs,P_PI_NS_ns_65_74_yrs,P_PI_NS_ns_75_84_yrs,P_PI_NS_ns_85_yrs_ovr,P_PI_NS_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
SSC11166,0,0,0,0,3,3,0,3,0,7,0,0,4,0,4,0,0,0,0,10,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,7,0,0,0,3,0,0,0,0,0,3,3,0,0,0,6,0,3,0,0,13,3,3,20,14,22,13,22,6,0,105
SSC11167,0,13,31,27,24,16,11,0,4,120,0,5,24,19,28,16,13,3,0,109,0,3,22,29,16,17,5,0,3,104,0,0,16,17,15,20,9,4,0,81,0,3,28,49,61,29,3,0,0,177,0,0,13,86,107,30,6,0,0,242,49,8,32,37,43,11,11,11,3,201,183,104,249,360,429,239,158,66,40,1828
SSC11168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,10
SSC11169,0,3,5,7,16,11,3,3,0,48,0,4,9,5,5,7,4,0,0,33,0,0,4,3,6,0,0,0,0,20,0,0,4,0,3,3,0,0,0,12,0,3,3,7,4,3,0,0,0,18,0,0,0,0,0,0,0,0,0,7,9,8,3,6,9,12,13,3,3,64,48,59,82,78,111,115,84,45,15,625
SSC11170,0,0,10,3,7,10,0,0,0,27,0,3,0,0,5,3,5,0,0,18,0,0,0,0,7,0,0,0,0,10,0,0,0,0,4,3,0,0,0,6,0,0,0,4,0,3,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3,15,7,0,0,38,14,23,51,39,56,76,51,12,0,331
SSC11171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,15,6,3,3,4,10,14,11,0,3,63
SSC11172,0,0,3,8,9,0,3,0,0,18,0,0,3,3,5,3,0,0,0,16,0,0,0,0,3,7,4,0,0,11,0,0,0,0,4,0,0,0,0,8,0,0,0,4,0,0,0,0,0,5,0,0,0,3,3,0,0,0,0,7,3,0,6,3,3,10,0,3,0,27,12,13,28,45,50,62,35,15,9,263
SSC11173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11174,0,0,0,3,0,0,4,0,0,12,0,0,0,3,0,0,6,0,0,9,0,0,0,0,4,0,0,0,0,9,0,0,0,0,0,7,0,0,0,6,0,0,0,3,9,0,4,0,0,12,0,0,0,0,3,3,4,0,0,6,4,0,0,0,0,0,3,0,0,9,16,11,15,22,26,26,35,8,4,166
SSC11175,3,37,139,119,103,56,10,0,0,465,0,8,95,106,70,34,7,0,0,321,0,3,72,77,49,17,3,0,0,221,0,0,49,43,58,31,6,0,0,185,0,0,48,77,50,21,3,0,0,204,0,0,9,12,10,4,0,0,0,34,22,16,49,52,21,23,13,6,3,213,352,338,904,905,638,437,216,74,24,3883
SSC11176,0,3,0,0,10,10,5,0,0,26,0,0,6,0,0,5,0,0,0,12,0,0,0,3,3,6,0,0,0,14,0,0,0,0,3,0,0,0,0,4,0,0,0,3,8,0,0,0,0,11,0,0,0,0,0,0,3,0,0,3,6,3,3,3,4,14,11,7,0,58,24,18,20,23,62,113,96,46,20,416
SSC11177,0,0,0,3,3,0,6,0,0,12,0,0,0,5,3,0,0,0,0,15,0,0,0,4,4,4,0,0,0,12,0,0,0,0,4,0,0,0,0,8,0,0,0,7,4,4,0,0,0,16,0,0,0,0,4,0,0,0,0,4,7,0,3,11,3,5,6,4,0,36,11,8,10,37,22,31,18,11,0,155
SSC11178,0,0,5,4,9,0,0,0,0,16,0,0,0,0,3,0,0,0,0,7,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,3,3,7,4,10,3,7,0,0,29,18,8,23,17,41,17,26,7,0,149
SSC11179,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,9,4,8,9,0,0,40
SSC11180,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,10
SSC11181,0,0,3,0,3,3,0,0,0,9,0,0,0,0,7,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,7,0,4,0,19,17,8,0,0,54
SSC11182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,3,4,11,5,3,0,32
SSC11183,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,3,9,19,11,7,3,54
SSC11184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,3,0,0,7,4,8,0,31
SSC11185,0,3,3,6,11,12,3,0,0,38,0,0,4,7,6,9,0,0,0,24,0,0,3,4,8,3,0,0,0,23,0,0,4,0,3,0,0,0,0,14,0,0,8,6,10,0,0,0,0,28,0,0,4,5,3,3,0,0,0,14,10,14,16,11,19,22,37,29,22,183,65,68,107,103,140,167,219,141,68,1069
SSC11186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,10,0,0,21
SSC11187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,14
SSC11188,0,0,3,3,3,0,0,0,0,9,0,0,0,3,4,0,0,0,0,12,0,0,0,0,4,0,0,0,0,6,0,0,0,0,3,0,0,0,0,7,0,0,0,3,7,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,24,10,7,17,36,6,24,10,3,136
SSC11189,0,0,3,0,7,10,10,3,4,34,0,0,7,4,4,4,5,3,0,22,0,0,5,4,6,5,3,3,0,24,0,0,0,4,0,0,3,0,0,15,0,0,3,8,6,7,4,0,0,31,0,0,0,6,3,0,0,0,0,13,0,0,0,0,5,4,10,15,14,44,20,23,35,63,64,101,165,87,55,612
SSC11190,0,0,5,0,7,3,6,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,5,0,3,0,4,0,14,10,14,8,21,34,38,32,15,3,179
SSC11191,0,0,6,22,13,21,10,9,6,96,0,0,9,10,10,16,4,3,0,48,0,0,3,7,4,11,6,0,0,33,0,0,3,4,4,7,0,0,0,19,0,0,4,3,9,10,0,0,0,25,0,0,0,5,3,7,0,0,0,19,9,8,9,9,21,34,41,43,93,268,69,44,120,157,193,350,351,181,180,1651
SSC11192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,4
SSC11193,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,3,0,15,3,11,3,6,3,0,42
SSC11194,0,0,0,3,3,0,3,0,0,16,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,5,0,0,0,9,0,0,0,0,3,0,0,0,0,4,0,0,0,3,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,3,0,0,0,8,15,3,20,16,39,39,30,11,6,166
SSC11195,0,0,3,0,3,4,0,0,0,11,0,0,0,3,3,0,3,0,0,12,0,0,0,0,0,3,3,0,0,10,0,0,0,3,3,3,0,0,3,9,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,3,7,0,0,3,0,0,0,0,0,12,30,5,17,20,29,39,34,13,5,190
SSC11196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,3,0,3,5,0,0,0,11,0,0,0,0,4,0,0,0,0,4,0,0,0,0,3,0,0,0,0,4,11,11,6,13,20,19,11,3,0,94
SSC11197,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,3,7,4,12,3,0,0,0,27
SSC11198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,3,0,0,7,0,0,3,9,10,18,18,8,3,78
SSC11199,0,0,0,5,3,3,4,0,0,20,0,0,0,3,6,3,0,0,0,13,0,0,0,0,3,5,0,0,0,13,0,0,0,0,6,0,0,0,0,8,0,0,0,3,7,3,3,0,0,16,0,0,0,0,9,3,0,0,0,18,4,0,3,9,4,6,6,9,0,27,12,5,11,35,48,58,53,20,0,245
SSC11200,0,0,3,0,3,5,0,7,0,10,0,0,0,0,3,0,0,0,0,9,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,0,0,0,10,0,0,0,0,0,0,0,0,0,7,3,0,3,3,0,5,0,0,0,19,21,6,15,13,26,30,15,17,0,129
SSC11201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC11202,3,49,157,175,144,118,38,8,3,699,0,17,120,120,114,83,13,4,0,469,0,14,68,91,114,57,7,0,0,365,0,7,51,80,73,35,3,5,0,250,0,3,27,82,76,48,0,3,0,246,3,0,13,16,26,7,0,5,0,61,47,33,50,64,54,68,69,97,86,567,697,632,1243,1401,1318,1244,1108,742,303,8694
SSC11203,0,3,0,0,7,5,3,3,0,25,0,0,0,5,3,3,0,0,0,19,0,0,0,4,0,0,0,0,0,11,0,0,0,3,5,3,0,0,0,10,0,0,0,3,0,0,0,0,0,5,0,0,0,6,5,0,0,3,0,10,8,0,0,4,3,7,7,3,0,30,23,4,14,52,52,59,71,24,3,308
SSC11204,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,7,3,0,0,0,0,12,3,0,5,7,12,8,0,3,0,35
SSC11205,0,0,4,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,4,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,3,3,3,5,0,4,5,0,0,28,16,20,21,27,32,43,50,8,4,220
SSC11206,0,0,0,7,0,3,3,4,0,18,0,0,0,0,3,3,0,0,0,13,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,10,3,23,7,6,12,3,3,3,69,29,26,55,46,65,64,66,38,13,416
SSC11207,0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,7,3,3,3,20,29,18,11,0,86
SSC11208,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,7,3,0,17
SSC11209,0,0,3,0,5,0,0,0,0,6,0,0,0,0,3,3,0,0,0,7,0,0,3,0,0,0,0,0,0,7,0,0,0,3,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,3,3,0,4,0,0,0,0,0,0,9,13,6,10,8,27,16,6,9,0,97
SSC11210,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,4,0,0,8,4,8,0,0,0,19,9,0,8,33,17,43,16,4,0,136
SSC11211,0,12,62,29,31,41,48,27,11,257,0,11,66,32,16,30,25,19,16,220,0,0,87,39,33,36,39,19,13,262,0,0,49,36,23,29,22,15,7,196,0,5,129,92,47,51,64,35,20,439,0,0,86,155,142,146,134,76,43,779,27,18,92,63,87,99,91,71,65,611,115,134,686,521,505,571,609,377,236,3758
SSC11212,0,93,418,149,100,59,39,12,0,869,0,58,374,120,93,65,23,10,0,743,0,37,376,156,87,79,36,0,0,766,0,12,228,121,93,53,15,10,0,541,0,12,501,330,181,118,39,13,0,1208,0,14,285,471,287,165,64,16,3,1303,32,154,657,360,251,198,138,56,18,1860,170,842,3953,2187,1510,1094,710,253,60,10778
SSC11213,0,0,7,0,5,5,0,0,0,26,0,3,5,4,4,4,0,0,0,19,0,3,5,0,0,3,0,0,0,12,0,0,6,3,6,3,0,0,0,14,0,0,3,0,4,3,0,0,0,15,0,0,0,0,4,0,0,0,0,13,3,3,13,4,0,0,0,4,0,29,26,36,67,35,50,43,20,17,9,302
SSC11214,5,36,103,14,20,12,8,0,0,188,4,15,87,24,17,4,3,0,0,159,0,9,80,32,23,14,3,0,0,158,0,4,50,30,16,11,6,0,0,112,0,3,60,53,32,18,3,0,0,171,0,0,15,37,17,19,6,0,0,93,19,77,89,24,22,18,11,7,0,267,282,987,886,284,213,152,94,32,10,2936
SSC11215,0,3,21,20,24,20,4,3,0,90,0,0,11,8,11,8,3,0,0,44,0,0,3,13,5,7,3,0,0,36,0,0,3,0,3,3,0,0,0,12,0,0,0,3,10,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,14,7,20,19,18,15,25,11,3,121,67,58,128,153,167,151,124,56,12,919
SSC11216,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,4,0,3,0,6,7,0,3,30
SSC11217,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,7,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,3,3,19,11,15,24,0,3,83
SSC11218,0,5,6,13,18,11,8,0,0,64,0,0,0,15,28,8,3,0,0,56,0,0,4,15,21,6,0,0,0,46,0,0,0,14,15,9,0,0,0,42,0,0,4,10,19,8,3,0,0,43,0,0,0,9,3,7,0,0,0,15,7,4,0,3,3,7,3,3,0,34,54,40,42,108,156,130,60,23,0,619
SSC11219,0,7,42,27,26,33,33,8,0,182,0,10,19,32,30,24,24,0,0,133,0,0,8,27,37,30,19,7,0,122,0,0,8,31,36,20,10,8,0,112,0,0,16,73,53,30,29,0,0,199,0,0,4,66,95,40,10,3,0,224,10,6,13,20,11,17,20,3,4,108,200,156,181,399,443,348,409,104,26,2271
SSC11220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,5,5,0,0,14
SSC11221,0,7,21,32,44,33,16,9,4,156,0,0,28,30,23,19,7,0,0,110,0,3,17,25,23,14,11,3,0,92,0,0,12,18,12,16,0,0,3,67,0,0,9,30,20,18,0,0,3,82,0,0,3,7,10,13,0,0,3,34,12,11,3,17,9,8,31,37,18,146,122,111,222,290,301,302,336,270,123,2078
SSC11222,0,3,3,4,0,0,3,0,0,16,0,3,6,3,3,3,0,6,0,20,0,0,0,0,7,0,3,0,0,12,0,0,3,0,0,3,3,0,0,16,0,0,3,0,3,5,13,3,0,32,0,0,5,11,34,42,12,4,0,115,0,3,12,0,5,4,3,0,0,28,15,24,45,33,60,79,50,18,3,334
SSC11223,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,11,0,8,7,19,22,6,6,0,82
SSC11224,3,24,71,51,58,29,8,3,0,247,0,10,58,42,44,25,6,0,0,177,0,3,30,41,31,10,0,0,0,115,0,0,11,14,12,7,0,0,0,51,0,3,17,19,16,6,0,0,0,62,0,0,7,4,3,3,0,0,0,16,21,14,17,38,32,20,9,6,17,168,241,223,459,468,420,330,182,92,82,2504
SSC11225,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,9,9,6,0,0,25
SSC11226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7
SSC11227,3,120,704,439,337,226,83,31,15,1958,0,49,475,353,252,174,62,16,3,1373,0,21,377,349,208,139,27,7,5,1131,0,12,207,247,203,104,19,3,0,794,0,5,270,461,236,135,27,11,0,1146,0,3,89,240,190,83,14,8,3,635,76,114,317,294,231,172,124,94,39,1465,892,1274,4537,3858,2891,2169,1316,807,320,18057
SSC11228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,5
SSC11229,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,5,0,3,10,17,25,18,3,4,80
SSC11230,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,11,0,3,0,22
SSC11231,0,3,0,0,7,5,0,0,0,15,0,0,3,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,6,3,4,6,14,13,11,0,54,24,18,25,34,64,90,89,39,9,396
SSC11232,0,0,0,3,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,3,3,0,7,3,0,21,9,6,11,15,26,24,12,6,0,116
SSC11233,0,0,3,4,3,3,4,3,0,20,0,0,0,0,0,3,3,0,0,12,0,0,3,3,3,3,0,0,0,9,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,10,3,3,5,9,3,11,44,16,15,35,25,41,75,53,33,17,309
SSC11234,0,0,6,3,12,10,0,0,0,26,0,3,3,8,0,3,0,3,0,18,0,0,3,4,7,3,3,0,0,21,0,0,0,0,0,0,0,0,0,9,0,0,0,0,4,0,3,0,0,9,0,0,0,3,0,0,0,0,0,3,9,0,8,9,9,10,6,8,3,68,26,27,74,54,98,89,74,44,6,500
SSC11235,3,15,28,25,19,22,12,7,0,134,0,3,28,11,22,14,8,0,0,85,0,8,29,14,21,15,3,0,0,89,0,0,15,5,16,16,5,0,0,64,0,0,18,18,12,19,3,0,0,72,0,0,0,9,22,23,11,4,0,74,26,52,77,16,23,14,19,12,13,244,130,190,370,232,247,226,175,91,40,1701
SSC11236,0,0,3,3,7,0,3,0,0,22,0,0,0,3,0,5,0,0,0,13,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,3,6,0,0,13,0,0,3,3,3,3,3,0,0,16,0,0,0,3,0,0,0,0,0,8,0,0,4,7,13,6,9,18,18,78,27,12,47,38,72,83,119,96,69,563
SSC11237,0,36,85,106,115,112,32,16,9,512,0,10,52,67,57,70,20,4,3,286,0,3,47,54,48,51,18,3,0,231,0,3,12,45,40,27,3,0,0,135,0,0,13,55,58,41,10,6,3,187,0,0,12,18,17,23,12,7,0,87,62,49,76,77,112,153,147,115,53,844,442,433,771,852,973,1213,915,629,278,6500
SSC11238,0,21,54,46,60,46,35,7,3,278,0,12,42,39,40,40,22,4,0,191,0,5,33,38,41,49,10,4,3,189,0,0,17,37,34,20,14,0,0,132,0,0,27,86,99,54,11,11,4,298,0,0,10,50,68,42,7,3,3,184,10,12,21,15,21,23,28,11,5,144,244,244,416,463,573,546,343,193,84,3106
SSC11239,3,11,29,38,23,27,19,8,3,156,0,7,27,23,25,21,8,0,0,116,0,0,8,27,25,17,4,0,0,91,0,0,13,19,18,11,4,0,0,68,0,0,14,41,26,31,5,0,0,127,0,0,5,39,29,18,3,0,0,96,6,3,8,20,11,3,8,3,3,78,129,136,245,333,290,291,179,99,52,1758
SSC11240,0,3,9,5,9,5,8,4,3,54,0,3,7,13,13,10,0,0,0,44,0,0,9,11,17,8,6,0,0,48,0,0,4,15,16,9,0,0,0,46,0,0,3,25,18,5,4,0,0,58,0,0,4,18,12,3,0,3,0,43,3,5,3,3,11,3,3,0,0,30,59,44,77,146,152,103,77,37,16,717
SSC11241,0,9,15,18,15,20,12,3,3,87,0,3,10,19,17,14,0,3,0,68,0,0,13,12,14,5,0,0,0,51,0,0,12,11,11,3,4,0,0,36,0,0,18,31,34,16,3,3,0,104,0,0,3,8,8,3,0,0,0,30,20,8,11,21,17,22,21,18,8,142,124,82,166,247,248,202,198,98,52,1413
