SSC_CODE_2016,M_Hbn_in_RM_0_14,M_Hbn_in_RM_15_24,M_Hbn_in_RM_25_34,M_Hbn_in_RM_35_44,M_Hbn_in_RM_45_54,M_Hbn_in_RM_55_64,M_Hbn_in_RM_65_74,M_Hbn_in_RM_75_84,M_Hbn_in_RM_85ov,M_Hbn_in_RM_Tot,M_Ptn_in_DFM_0_14,M_Ptn_in_DFM_15_24,M_Ptn_in_DFM_25_34,M_Ptn_in_DFM_35_44,M_Ptn_in_DFM_45_54,M_Ptn_in_DFM_55_64,M_Ptn_in_DFM_65_74,M_Ptn_in_DFM_75_84,M_Ptn_in_DFM_85ov,M_Ptn_in_DFM_Tot,M_LonePnt_0_14,M_LonePnt_15_24,M_LonePnt_25_34,M_LonePnt_35_44,M_LonePnt_45_54,M_LonePnt_55_64,M_LonePnt_65_74,M_LonePnt_75_84,M_LonePnt_85ov,M_LonePnt_Tot,M_CU15_0_14,M_CU15_15_24,M_CU15_25_34,M_CU15_35_44,M_CU15_45_54,M_CU15_55_64,M_CU15_65_74,M_CU15_75_84,M_CU15_85ov,M_CU15_Tot,M_DpStu_0_14,M_DpStu_15_24,M_DpStu_25_34,M_DpStu_35_44,M_DpStu_45_54,M_DpStu_55_64,M_DpStu_65_74,M_DpStu_75_84,M_DpStu_85ov,M_DpStu_Tot,M_NDpChl_0_14,M_NDpChl_15_24,M_NDpChl_25_34,M_NDpChl_35_44,M_NDpChl_45_54,M_NDpChl_55_64,M_NDpChl_65_74,M_NDpChl_75_84,M_NDpChl_85ov,M_NDpChl_Tot,M_OthRI_0_14,M_OthRI_15_24,M_OthRI_25_34,M_OthRI_35_44,M_OthRI_45_54,M_OthRI_55_64,M_OthRI_65_74,M_OthRI_75_84,M_OthRI_85ov,M_OthRI_Tot,M_URI_in_FH_0_14,M_URI_in_FH_15_24,M_URI_in_FH_25_34,M_URI_in_FH_35_44,M_URI_in_FH_45_54,M_URI_in_FH_55_64,M_URI_in_FH_65_74,M_URI_in_FH_75_84,M_URI_in_FH_85ov,M_URI_in_FH_Tot,M_GrpH_Mem_0_14,M_GrpH_Mem_15_24,M_GrpH_Mem_25_34,M_GrpH_Mem_35_44,M_GrpH_Mem_45_54,M_GrpH_Mem_55_64,M_GrpH_Mem_65_74,M_GrpH_Mem_75_84,M_GrpH_Mem_85ov,M_GrpH_Mem_Tot,M_LonePsn_0_14,M_LonePsn_15_24,M_LonePsn_25_34,M_LonePsn_35_44,M_LonePsn_45_54,M_LonePsn_55_64,M_LonePsn_65_74,M_LonePsn_75_84,M_LonePsn_85ov,M_LonePsn_Tot,M_Vis_within_Aus_0_14,M_Vis_within_Aus_15_24,M_Vis_within_Aus_25_34,M_Vis_within_Aus_35_44,M_Vis_within_Aus_45_54,M_Vis_within_Aus_55_64,M_Vis_within_Aus_65_74,M_Vis_within_Aus_75_84,M_Vis_within_Aus_85ov,M_Vis_within_Aus_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Wife_in_RM_0_14,F_Wife_in_RM_15_24,F_Wife_in_RM_25_34,F_Wife_in_RM_35_44,F_Wife_in_RM_45_54,F_Wife_in_RM_55_64,F_Wife_in_RM_65_74,F_Wife_in_RM_75_84,F_Wife_in_RM_85ov,F_Wife_in_RM_Tot,F_Ptn_in_DFM_0_14,F_Ptn_in_DFM_15_24,F_Ptn_in_DFM_25_34,F_Ptn_in_DFM_35_44,F_Ptn_in_DFM_45_54,F_Ptn_in_DFM_55_64,F_Ptn_in_DFM_65_74,F_Ptn_in_DFM_75_84,F_Ptn_in_DFM_85ov,F_Ptn_in_DFM_Tot,F_LonePnt_0_14,F_LonePnt_15_24,F_LonePnt_25_34,F_LonePnt_35_44,F_LonePnt_45_54,F_LonePnt_55_64,F_LonePnt_65_74,F_LonePnt_75_84,F_LonePnt_85ov,F_LonePnt_Tot,F_CU15_0_14,F_CU15_15_24,F_CU15_25_34,F_CU15_35_44,F_CU15_45_54,F_CU15_55_64,F_CU15_65_74,F_CU15_75_84,F_CU15_85ov,F_CU15_Tot,F_DpStu_0_14,F_DpStu_15_24,F_DpStu_25_34,F_DpStu_35_44,F_DpStu_45_54,F_DpStu_55_64,F_DpStu_65_74,F_DpStu_75_84,F_DpStu_85ov,F_DpStu_Tot,F_NDpChl_0_14,F_NDpChl_15_24,F_NDpChl_25_34,F_NDpChl_35_44,F_NDpChl_45_54,F_NDpChl_55_64,F_NDpChl_65_74,F_NDpChl_75_84,F_NDpChl_85ov,F_NDpChl_Tot,F_OthRI_0_14,F_OthRI_15_24,F_OthRI_25_34,F_OthRI_35_44,F_OthRI_45_54,F_OthRI_55_64,F_OthRI_65_74,F_OthRI_75_84,F_OthRI_85ov,F_OthRI_Tot,F_URI_in_FH_0_14,F_URI_in_FH_15_24,F_URI_in_FH_25_34,F_URI_in_FH_35_44,F_URI_in_FH_45_54,F_URI_in_FH_55_64,F_URI_in_FH_65_74,F_URI_in_FH_75_84,F_URI_in_FH_85ov,F_URI_in_FH_Tot
SSC10022,..,3,14,26,44,49,58,18,0,211,..,12,13,22,19,13,0,0,0,81,..,0,5,20,4,6,3,3,0,52,382,..,..,..,..,..,..,..,..,382,..,70,..,..,..,..,..,..,..,70,..,113,48,20,18,3,0,0,0,203,..,13,6,7,3,3,3,0,0,38,..,0,5,0,4,0,3,0,0,15,..,0,4,3,4,6,9,0,0,25,..,7,6,6,23,21,11,3,0,77,10,12,10,8,6,9,0,0,0,56,397,225,108,112,130,105,93,24,0,1200,..,7,28,25,53,52,40,9,0,213,..,15,26,25,20,8,3,0,0,85,..,34,73,100,80,36,21,4,3,346,312,..,..,..,..,..,..,..,..,312,..,74,..,..,..,..,..,..,..,74,..,87,32,11,7,3,0,0,0,137,..,9,5,3,3,22,8,4,4,62,..,3,0,0,0,0,0,0,0,5
SSC10023,..,0,0,0,4,3,9,0,0,18,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,19,..,..,..,..,..,..,..,..,19,..,3,..,..,..,..,..,..,..,3,..,0,0,3,0,0,0,0,0,5,..,3,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,3,20,6,3,5,4,4,9,0,0,63,..,0,0,0,6,4,3,0,0,22,..,0,0,0,0,3,0,0,0,3,..,3,3,0,0,0,0,0,0,7,11,..,..,..,..,..,..,..,..,11,..,4,..,..,..,..,..,..,..,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0
SSC10024,..,0,4,7,4,6,3,0,0,16,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,12,..,..,..,..,..,..,..,..,12,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,12,3,4,7,4,5,4,0,0,35,..,0,4,3,3,3,3,0,0,14,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,11,..,..,..,..,..,..,..,..,11,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC10025,..,15,322,582,599,517,290,151,35,2502,..,44,157,104,66,47,12,6,0,435,..,3,13,29,25,19,9,0,5,103,1378,..,..,..,..,..,..,..,..,1378,..,362,..,..,..,..,..,..,..,362,..,428,126,32,39,14,5,0,0,639,..,36,14,11,8,14,11,9,3,106,..,27,10,7,8,3,3,0,0,56,..,5,25,7,7,11,5,8,0,64,..,5,28,34,40,58,45,24,14,254,35,31,26,12,10,12,11,4,0,141,1413,947,712,820,809,689,393,200,61,6043,..,34,424,615,639,460,292,95,14,2568,..,67,155,101,85,31,14,3,0,459,..,15,91,132,131,57,26,21,11,491,1430,..,..,..,..,..,..,..,..,1430,..,438,..,..,..,..,..,..,..,438,..,267,78,16,14,5,0,0,0,376,..,21,8,5,6,22,22,28,10,125,..,36,13,5,6,0,3,0,0,61
SSC10026,..,9,136,174,217,257,221,101,37,1151,..,25,89,52,44,32,13,3,0,258,..,0,6,13,28,16,9,4,3,87,632,..,..,..,..,..,..,..,..,632,..,130,..,..,..,..,..,..,..,130,..,182,105,30,18,3,0,0,0,339,..,21,20,4,10,19,9,3,0,88,..,17,8,9,6,6,0,0,0,46,..,5,9,8,14,10,9,0,0,55,..,4,35,34,49,41,44,24,6,246,21,21,19,17,5,10,3,0,0,92,645,418,431,333,393,395,316,136,50,3116,..,19,172,181,241,276,173,77,18,1161,..,35,93,48,49,22,12,5,0,261,..,24,84,99,87,34,9,10,4,361,578,..,..,..,..,..,..,..,..,578,..,147,..,..,..,..,..,..,..,147,..,112,49,12,14,9,0,0,0,190,..,16,3,4,12,16,19,10,6,87,..,23,3,3,0,0,0,0,0,36
SSC10027,..,3,73,130,140,177,147,57,19,736,..,16,51,34,27,21,13,0,0,169,..,0,0,4,8,7,4,0,0,27,349,..,..,..,..,..,..,..,..,349,..,74,..,..,..,..,..,..,..,74,..,38,18,11,10,0,0,0,0,83,..,9,0,3,3,0,3,0,0,17,..,3,6,0,4,0,0,0,0,18,..,41,35,11,4,10,5,0,0,102,..,24,58,52,61,53,47,25,15,337,10,8,6,13,7,3,8,3,0,65,359,227,256,256,260,265,226,87,42,1976,..,12,95,142,149,176,129,37,12,755,..,22,58,34,26,24,17,0,0,183,..,3,15,35,52,13,8,10,7,129,318,..,..,..,..,..,..,..,..,318,..,78,..,..,..,..,..,..,..,78,..,36,10,0,3,3,0,0,0,52,..,11,5,0,4,0,0,3,0,28,..,6,3,0,0,0,0,0,0,11
SSC10028,..,0,11,12,30,44,38,21,0,160,..,0,5,3,0,3,3,0,0,15,..,0,0,0,0,0,0,0,0,7,50,..,..,..,..,..,..,..,..,50,..,13,..,..,..,..,..,..,..,13,..,19,8,3,8,0,0,0,0,44,..,0,0,0,0,0,0,4,3,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,12,..,0,0,0,0,8,11,3,3,30,0,0,3,0,0,0,0,0,0,8,50,39,28,21,41,54,56,31,3,327,..,0,13,26,33,54,32,9,0,164,..,5,3,0,0,5,0,0,0,15,..,3,3,6,8,3,0,0,0,18,45,..,..,..,..,..,..,..,..,45,..,19,..,..,..,..,..,..,..,19,..,6,0,0,0,0,0,0,0,16,..,0,0,0,0,0,0,3,0,5,..,0,3,0,0,0,0,0,0,5
SSC10029,..,0,3,0,3,13,13,4,0,38,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,15,..,..,..,..,..,..,..,..,15,..,0,..,..,..,..,..,..,..,0,..,3,3,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,3,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,15,7,8,3,6,19,10,3,0,79,..,0,3,4,7,14,4,0,0,39,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,3,11,..,..,..,..,..,..,..,..,11,..,6,..,..,..,..,..,..,..,6,..,4,3,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC10030,..,3,225,321,165,111,48,25,3,903,..,43,471,236,150,74,18,3,0,992,..,0,3,5,6,6,0,0,0,23,369,..,..,..,..,..,..,..,..,369,..,52,..,..,..,..,..,..,..,52,..,20,26,10,12,4,0,0,0,65,..,25,25,8,3,0,4,0,0,72,..,22,50,7,10,3,0,0,0,93,..,133,308,92,53,27,9,3,0,628,..,22,124,133,123,67,29,12,3,514,6,13,31,19,15,0,0,0,0,85,377,330,1260,832,539,290,109,46,13,3792,..,10,280,334,148,85,44,12,4,912,..,64,444,129,77,49,11,4,0,777,..,0,11,28,37,33,15,10,0,135,426,..,..,..,..,..,..,..,..,426,..,82,..,..,..,..,..,..,..,82,..,22,23,9,4,0,0,0,0,60,..,18,40,15,0,3,7,6,0,86,..,34,53,10,0,0,4,0,0,104
SSC10031,..,3,35,137,171,257,109,28,9,757,..,0,7,6,7,4,3,0,0,33,..,0,0,0,11,7,0,0,0,21,252,..,..,..,..,..,..,..,..,252,..,125,..,..,..,..,..,..,..,125,..,107,97,11,5,4,0,0,0,222,..,8,4,3,0,4,0,0,0,23,..,3,4,3,0,0,0,0,0,12,..,0,4,0,3,0,0,0,0,9,..,0,0,3,0,12,3,3,0,22,0,3,4,0,0,0,3,0,0,17,253,247,166,163,204,289,120,36,12,1483,..,3,64,143,199,254,75,21,8,761,..,3,4,14,9,6,0,0,0,39,..,0,3,5,21,16,4,0,3,56,257,..,..,..,..,..,..,..,..,257,..,149,..,..,..,..,..,..,..,149,..,80,84,6,3,0,0,0,0,177,..,10,0,0,5,5,4,7,9,37,..,0,0,0,0,0,0,0,0,9
SSC10032,..,0,0,3,3,7,0,0,0,16,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,4,10,..,..,..,..,..,..,..,..,10,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,3,10,3,10,3,8,13,0,3,0,46,..,0,0,7,4,3,0,0,0,19,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,13,..,..,..,..,..,..,..,..,13,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC10033,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC10034,..,0,0,4,4,4,4,0,0,19,..,0,0,3,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,8,..,..,..,..,..,..,..,..,8,..,0,..,..,..,..,..,..,..,0,..,5,3,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,9,5,5,9,3,6,8,0,0,42,..,0,0,4,3,3,0,0,0,16,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,9,..,..,..,..,..,..,..,..,9,..,4,..,..,..,..,..,..,..,4,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0
SSC10035,..,0,0,7,3,3,4,0,0,20,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,6,..,..,..,..,..,..,..,..,6,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,3,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,7,4,7,4,8,4,3,0,39,..,0,0,4,4,3,3,3,0,16,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC10036,..,0,68,373,373,256,188,129,33,1415,..,6,25,38,49,21,12,4,0,157,..,0,0,0,11,9,3,6,3,40,779,..,..,..,..,..,..,..,..,779,..,217,..,..,..,..,..,..,..,217,..,123,77,26,24,14,3,0,0,263,..,9,5,8,4,3,3,5,4,43,..,14,16,16,9,3,3,0,0,58,..,9,14,3,5,9,3,0,0,43,..,0,12,10,20,25,50,37,14,161,9,4,14,7,5,3,0,0,0,45,789,386,228,477,494,339,275,187,62,3232,..,0,108,425,357,255,176,88,17,1433,..,8,36,46,41,22,9,0,0,156,..,0,3,29,50,28,24,7,15,150,722,..,..,..,..,..,..,..,..,722,..,201,..,..,..,..,..,..,..,201,..,76,65,14,10,3,0,0,0,171,..,17,6,0,3,6,15,23,14,88,..,12,22,11,5,9,0,3,0,56
SSC10037,..,0,0,0,0,4,8,0,0,9,..,0,0,0,3,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,11,..,..,..,..,..,..,..,..,11,..,0,..,..,..,..,..,..,..,0,..,0,3,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,11,3,3,3,7,4,7,0,0,31,..,0,0,3,0,3,3,0,0,15,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,3,..,..,..,..,..,..,..,..,3,..,3,..,..,..,..,..,..,..,3,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC10038,..,14,298,220,189,224,103,61,6,1128,..,4,49,30,19,15,6,0,0,124,..,0,0,3,9,10,5,0,3,38,434,..,..,..,..,..,..,..,..,434,..,148,..,..,..,..,..,..,..,148,..,73,76,22,13,4,0,0,0,190,..,52,41,3,5,13,10,3,0,119,..,52,63,17,11,4,0,0,0,146,..,57,90,15,13,17,4,0,0,190,..,6,29,34,45,33,28,13,11,189,3,3,6,6,6,0,3,0,3,42,436,407,660,348,299,316,167,83,22,2738,..,53,354,222,178,176,101,41,5,1128,..,13,53,22,18,16,3,0,0,119,..,0,22,58,69,33,14,8,7,206,380,..,..,..,..,..,..,..,..,380,..,127,..,..,..,..,..,..,..,127,..,62,56,17,6,10,0,0,0,147,..,41,27,12,11,21,21,17,9,159,..,25,40,3,0,3,0,0,0,77
SSC10039,..,0,0,0,6,0,3,0,0,9,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,7,..,..,..,..,..,..,..,..,7,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,6,3,0,0,0,27,..,0,0,3,3,0,3,0,0,14,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,7,..,..,..,..,..,..,..,..,7,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC10040,..,0,0,3,7,6,7,0,0,20,..,0,0,0,0,3,0,0,0,6,..,0,0,0,0,3,0,0,0,3,11,..,..,..,..,..,..,..,..,11,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,..,0,0,0,3,3,3,0,0,11,0,0,0,0,0,0,0,0,0,3,11,3,0,3,14,10,14,3,0,55,..,0,0,9,7,3,4,3,0,22,..,0,0,0,3,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,13,..,..,..,..,..,..,..,..,13,..,7,..,..,..,..,..,..,..,7,..,6,0,3,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC10041,..,0,3,7,3,8,3,0,0,26,..,0,0,3,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,22,..,..,..,..,..,..,..,..,22,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,10,6,3,0,0,28,0,0,0,0,0,0,0,0,0,3,22,7,5,13,12,18,12,3,0,85,..,0,4,5,3,5,3,0,0,23,..,0,3,0,0,0,0,0,0,7,..,0,3,0,5,0,0,0,0,3,14,..,..,..,..,..,..,..,..,14,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC10042,..,0,0,7,0,3,7,3,0,19,..,0,0,0,3,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,4,..,..,..,..,..,..,..,..,4,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,..,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,5,5,7,7,5,0,38,..,0,3,3,3,6,3,0,0,17,..,0,0,0,3,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC10043,..,0,0,4,3,3,0,0,0,10,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,7,..,..,..,..,..,..,..,..,7,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,3,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,3,4,3,0,0,24,..,0,3,4,5,0,3,0,0,9,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,11,..,..,..,..,..,..,..,..,11,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC10044,..,0,0,3,9,10,8,5,0,29,..,0,0,3,4,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,9,..,..,..,..,..,..,..,..,9,..,3,..,..,..,..,..,..,..,3,..,5,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,5,14,11,12,3,0,57,..,0,0,6,12,6,3,3,0,26,..,0,0,3,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,15,..,..,..,..,..,..,..,..,15,..,9,..,..,..,..,..,..,..,9,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC10045,..,0,8,10,23,29,27,7,0,99,..,0,0,3,0,0,4,0,0,10,..,0,0,0,0,3,0,0,0,4,29,..,..,..,..,..,..,..,..,29,..,13,..,..,..,..,..,..,..,13,..,6,4,0,0,0,0,0,0,13,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,3,3,0,0,11,0,3,0,0,0,0,0,0,0,5,29,22,15,14,36,36,33,8,0,195,..,3,7,10,27,39,21,3,0,103,..,0,3,0,0,0,3,0,0,8,..,0,0,0,3,0,0,0,0,6,41,..,..,..,..,..,..,..,..,41,..,21,..,..,..,..,..,..,..,21,..,3,5,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0
SSC10046,..,3,66,151,177,211,243,152,51,1053,..,13,42,43,29,37,17,5,0,182,..,0,0,10,21,6,3,3,3,45,483,..,..,..,..,..,..,..,..,483,..,111,..,..,..,..,..,..,..,111,..,74,32,19,18,10,3,0,0,157,..,13,4,9,3,4,8,3,0,41,..,5,3,0,0,3,4,0,0,16,..,5,6,4,3,8,9,3,3,38,..,0,11,26,31,53,41,32,33,232,10,10,13,7,7,8,11,0,4,65,490,238,178,267,288,339,330,205,95,2430,..,7,83,169,195,224,223,128,24,1053,..,27,42,42,40,28,14,0,3,190,..,6,19,63,71,29,10,16,13,223,427,..,..,..,..,..,..,..,..,427,..,117,..,..,..,..,..,..,..,117,..,58,26,14,14,11,6,0,0,123,..,5,4,0,7,4,11,18,10,60,..,3,5,0,0,0,0,0,0,14
SSC10047,..,0,0,0,5,3,3,3,0,21,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,4,..,..,..,..,..,..,..,..,4,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,4,0,6,3,9,3,0,40,..,0,4,0,7,6,6,0,0,21,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,9,..,..,..,..,..,..,..,..,9,..,0,..,..,..,..,..,..,..,0,..,0,0,0,3,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC10048,..,0,0,8,3,0,3,0,0,11,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,4,..,..,..,..,..,..,..,..,4,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,8,3,0,3,0,0,20,..,0,0,4,3,0,3,0,0,12,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,4,..,..,..,..,..,..,..,..,4,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC10049,..,11,138,185,235,286,174,66,11,1101,..,20,73,55,39,24,8,0,0,226,..,3,9,13,27,23,11,0,0,92,816,..,..,..,..,..,..,..,..,816,..,184,..,..,..,..,..,..,..,184,..,225,164,51,15,0,0,0,0,459,..,34,31,15,15,15,7,3,0,116,..,14,11,8,4,6,3,0,0,48,..,19,14,11,10,8,0,0,0,80,..,4,23,33,43,30,29,9,3,167,17,22,20,11,6,7,6,0,0,99,834,541,491,390,387,396,246,84,12,3387,..,25,162,209,244,283,144,32,4,1104,..,43,75,51,39,15,7,0,0,236,..,37,116,116,104,78,30,13,3,500,746,..,..,..,..,..,..,..,..,746,..,213,..,..,..,..,..,..,..,213,..,164,90,12,7,3,0,0,0,279,..,22,8,10,20,33,24,8,5,134,..,10,6,4,4,0,0,0,0,27
