SSC_CODE_2016,P_OthServ_0,P_OthServ_1_15,P_OthServ_16_24,P_OthServ_25_34,P_OthServ_35_39,P_OthServ_40,P_OthServ_41_48,P_OthServ_49over,P_OthServ_hours_NS,P_OthServ_Tot,P_ID_NS_0,P_ID_NS_1_15,P_ID_NS_16_24,P_ID_NS_25_34,P_ID_NS_35_39,P_ID_NS_40,P_ID_NS_41_48,P_ID_NS_49over,P_ID_NS_hours_NS,P_ID_NS_Tot,P_Tot_0,P_Tot_1_15,P_Tot_16_24,P_Tot_25_34,P_Tot_35_39,P_Tot_40,P_Tot_41_48,P_Tot_49over,P_Tot_hours_NS,P_Tot_Tot
SSC13487,0,0,0,0,3,0,5,8,0,16,0,0,0,0,3,4,5,4,3,18,4,34,42,17,48,74,38,71,3,326
SSC13488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7
SSC13489,3,18,24,18,38,45,14,34,0,198,3,19,21,24,40,57,19,32,47,250,138,465,450,472,879,1047,471,703,90,4718
SSC13490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,5,0,6,3,25
SSC13491,3,3,0,7,3,7,4,7,0,35,0,3,4,4,3,3,0,0,10,27,34,141,133,101,140,156,87,173,11,980
SSC13492,3,16,17,11,12,13,6,10,3,96,0,9,3,7,12,15,6,6,4,63,68,234,241,236,284,386,152,270,22,1895
SSC13493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,4,0,14
SSC13494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,6,8,6,3,6,0,40
SSC13495,0,0,4,0,0,0,0,6,0,8,0,0,0,0,0,0,0,0,3,3,11,31,26,33,48,25,20,44,3,233
SSC13496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,3,10,0,21,0,49
SSC13497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
SSC13498,4,11,0,8,9,7,9,4,0,56,5,7,9,4,3,4,3,0,9,52,53,254,175,219,281,244,126,199,25,1573
SSC13499,0,0,0,0,3,8,0,3,0,12,0,3,0,0,3,3,0,0,3,14,3,24,29,27,53,49,21,33,3,243
SSC13500,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,3,28,20,18,29,23,9,33,0,167
SSC13501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC13502,4,8,7,9,29,25,15,24,0,121,0,9,4,9,22,24,14,27,19,126,81,239,216,219,566,591,245,353,35,2539
SSC13503,3,10,10,9,14,19,8,8,0,92,7,8,3,7,17,10,8,9,20,88,81,279,226,297,484,383,275,444,57,2538
SSC13504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,11
SSC13505,0,4,0,0,3,0,0,0,0,9,0,3,0,0,0,4,0,3,6,13,6,47,36,35,35,52,26,52,4,297
SSC13506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,7
SSC13507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,7,7,0,24
SSC13508,0,0,0,3,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,9,23,47,40,40,54,40,26,42,3,313
SSC13509,0,19,11,12,16,21,9,15,0,97,0,19,12,10,12,35,5,32,23,149,87,465,385,345,328,671,322,799,54,3457
SSC13510,0,4,3,3,11,4,3,7,3,36,0,4,0,0,3,3,0,0,6,20,26,71,63,72,88,77,50,76,11,518
SSC13511,0,0,0,0,4,0,4,0,0,7,0,0,0,0,0,0,0,0,4,4,4,23,13,20,32,24,14,22,4,150
SSC13512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,11
SSC13513,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,3,3,0,5,0,0,4,9,3,15,4,42
SSC13514,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,3,12,10,8,11,9,15,15,0,76
SSC13515,0,0,0,4,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,5,8,21,12,21,35,32,15,28,0,184
SSC13516,4,12,9,6,20,14,8,9,3,80,3,19,12,10,43,30,5,14,39,175,49,227,193,234,576,448,163,204,57,2148
SSC13517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,3,10,7,13,20,32,17,26,3,121
SSC13518,9,44,24,33,68,68,32,35,3,321,7,39,38,39,132,131,35,42,115,586,239,775,846,841,2247,1951,773,922,201,8802
SSC13519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,8,3,0,4,0,29
SSC13520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,3,0,9
SSC13521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,3,9,7,10,3,7,0,41
SSC13522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,0,0,0,13
SSC13523,0,3,3,0,3,8,0,8,0,26,3,4,3,10,34,21,8,8,34,133,34,87,106,126,311,210,86,119,49,1124
SSC13524,0,0,0,3,0,4,0,0,0,14,0,0,0,0,0,3,0,0,6,15,0,19,13,16,35,31,27,46,4,195
SSC13525,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,8,4,0,6,13,13,15,7,14,3,78
SSC13526,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,6,3,13,9,11,15,10,18,0,77
SSC13527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,6,0,5,3,0,0,0,26
SSC13528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,8,9,3,7,0,36
SSC13529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC13530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7
SSC13531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,5,4,0,3,0,28
SSC13532,6,17,10,11,16,21,11,19,0,117,4,6,10,7,6,16,3,11,10,82,102,325,329,281,492,511,245,389,30,2724
SSC13533,0,8,12,4,11,16,4,12,0,70,3,7,0,3,18,19,8,10,8,79,66,171,201,187,321,294,141,209,28,1620
SSC13534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,17,6,4,9,0,52
SSC13535,0,0,3,4,0,0,0,3,0,15,0,0,0,0,3,4,0,9,3,22,26,53,70,74,96,114,48,73,5,560
SSC13536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,4,0,6,0,19
SSC13537,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,5,9,13,9,12,11,8,5,11,0,78
SSC13538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,3,0,17
SSC13539,0,0,4,0,0,0,3,3,0,15,0,9,0,3,5,8,0,3,4,31,31,65,65,71,84,78,39,65,13,509
SSC13540,0,4,4,8,3,7,3,9,0,33,3,5,0,3,5,9,0,3,10,34,45,152,125,140,194,183,104,127,16,1088
SSC13541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,4,3,0,22
SSC13542,3,7,4,10,16,13,13,16,0,85,6,11,3,3,11,10,4,5,15,63,62,219,187,186,359,271,141,174,26,1628
SSC13543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4
SSC13544,0,16,3,10,22,32,7,27,0,113,3,7,3,8,12,17,12,12,13,91,52,207,179,172,315,411,170,430,28,1968
SSC13545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,9,0,27
SSC13546,0,0,3,0,0,5,3,0,0,13,0,0,0,0,0,3,0,0,0,0,5,17,19,20,9,28,11,12,0,116
SSC13547,0,6,10,6,8,11,3,3,0,48,0,5,10,5,19,11,0,9,15,74,36,89,117,91,261,244,97,140,25,1104
SSC13548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,9
SSC13549,0,7,10,11,17,25,14,19,0,100,0,3,0,6,7,15,5,8,21,65,77,253,194,249,340,311,274,405,46,2151
SSC13550,5,11,3,14,15,22,12,11,0,92,0,6,4,5,7,11,9,9,11,71,63,237,200,220,361,282,281,440,36,2114
SSC13551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,7,3,3,0,3,45,76,166,14,314
SSC13552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC13553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC13554,0,5,8,0,3,0,0,0,0,16,0,0,0,0,4,0,0,4,3,17,19,86,62,79,89,71,31,78,11,533
SSC13555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,9,4,0,3,0,30
SSC13556,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,8,14,0,3,0,4,0,40
SSC13557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,5,6,12,8,5,7,0,50
SSC13558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,12
SSC13559,3,29,29,19,52,35,21,21,0,207,3,33,30,29,62,60,9,19,69,322,112,454,394,434,1036,833,342,424,129,4147
SSC13560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
SSC13561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,7,3,0,0,3,0,22
SSC13562,0,3,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,3,0,9,0,22,9,22,19,20,8,12,0,111
SSC13563,0,3,3,3,3,0,0,3,0,19,0,3,0,0,4,3,0,4,3,21,13,73,53,70,58,48,30,45,22,412
SSC13564,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,11,12,28,26,35,36,24,22,30,10,222
SSC13565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,8
SSC13566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC13567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC13568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,3,5,3,9,0,38
SSC13569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,9,0,4,3,13,0,35
SSC13570,0,13,0,3,3,3,0,3,0,29,0,4,0,5,0,4,0,0,8,24,23,93,68,67,90,94,41,87,12,569
SSC13571,0,0,0,3,5,0,3,5,0,26,0,6,0,3,0,9,0,3,3,35,16,70,54,53,81,84,45,109,9,510
SSC13572,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,13,11,20,17,30,12,33,3,143
SSC13573,0,3,3,4,5,5,5,0,0,24,5,4,0,0,4,9,0,4,8,37,20,66,67,89,142,124,74,70,23,666
SSC13574,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,13,8,10,15,13,12,19,3,98
SSC13575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,14,18,15,23,3,3,12,5,106
SSC13576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,0,3,0,18
SSC13577,0,7,0,0,6,5,0,5,0,26,0,0,0,7,4,3,0,0,3,17,18,82,55,64,149,114,63,78,11,630
SSC13578,0,0,0,0,0,3,0,3,0,9,0,5,0,0,3,3,0,3,4,18,19,57,55,44,73,87,54,88,8,496
SSC13579,0,6,7,9,13,9,5,9,0,58,3,9,7,10,14,28,3,12,12,100,73,287,245,230,250,486,213,499,37,2318
SSC13580,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,5,22,15,16,19,23,11,21,0,135
SSC13581,0,4,0,0,0,0,0,0,0,10,3,0,0,7,3,0,0,0,0,20,11,68,54,69,47,35,18,44,7,356
SSC13582,3,13,4,8,16,13,3,18,0,92,12,7,8,8,15,12,4,3,15,79,71,282,192,261,371,242,136,208,32,1799
SSC13583,0,10,14,9,13,21,0,4,0,67,7,15,15,17,26,28,3,6,40,151,37,187,176,167,329,323,94,131,79,1517
SSC13584,0,5,3,0,0,3,3,4,0,12,0,4,5,3,3,6,3,6,4,31,11,40,44,45,58,52,33,60,9,355
SSC13585,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,3,11,13,25,21,24,24,10,32,11,174
SSC13586,0,0,0,0,0,0,0,0,0,7,0,5,4,0,3,3,0,0,0,17,0,22,23,17,43,18,5,15,3,148
SSC13587,0,9,8,6,16,27,7,9,0,90,0,6,9,5,24,23,5,8,25,122,68,258,268,213,505,533,188,243,53,2330
SSC13588,0,3,3,0,8,3,4,0,0,23,0,3,0,3,7,3,0,3,7,31,21,83,82,89,142,76,38,59,26,625
SSC13589,0,0,6,3,7,7,3,3,0,29,0,6,8,6,12,13,0,0,7,46,25,106,94,143,165,100,35,58,16,748
SSC13590,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,25,8,14,29,24,10,12,0,119
SSC13591,0,0,3,0,0,0,0,0,0,9,0,0,0,0,3,0,0,0,3,9,6,17,8,17,43,22,19,21,5,151
SSC13592,0,0,0,0,3,0,0,3,0,8,0,0,3,3,4,3,0,4,0,16,7,17,29,30,40,61,25,54,3,267
SSC13593,0,3,0,7,0,8,0,0,0,12,3,6,0,3,0,3,4,0,13,27,20,54,39,69,70,71,26,47,19,407
SSC13594,3,6,4,3,3,6,0,4,0,29,7,3,0,0,0,3,0,10,5,32,35,64,83,84,152,141,110,102,19,790
SSC13595,0,3,3,3,0,3,0,0,0,11,0,0,0,0,3,4,0,0,0,5,12,36,19,40,38,31,23,22,0,223
SSC13596,9,25,10,14,36,53,24,26,4,195,12,10,33,15,59,49,31,43,49,296,187,521,505,492,1185,1141,551,842,101,5518
SSC13597,0,9,3,13,25,21,3,14,6,104,6,9,5,14,28,24,7,6,34,127,91,267,213,318,597,453,221,243,53,2452
SSC13598,0,8,4,4,7,8,4,6,0,49,0,7,7,8,6,7,3,7,0,49,50,234,158,130,147,307,132,293,3,1464
SSC13599,0,13,5,11,24,18,7,12,0,96,0,15,23,18,33,38,10,10,49,193,74,252,239,264,615,615,234,300,90,2695
SSC13600,3,9,8,4,11,12,3,8,0,54,7,5,3,6,3,3,0,4,13,50,78,187,152,185,243,219,98,172,37,1375
SSC13601,5,14,8,12,17,33,13,18,4,126,7,5,11,14,34,23,13,26,20,155,81,252,201,281,582,515,280,410,51,2667
SSC13602,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,11,3,13,9,8,14,10,0,70
SSC13603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,4,0,0,0,0,11
SSC13604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,14,10,20,17,14,3,19,3,102
SSC13605,0,7,4,4,17,4,9,11,0,61,0,12,4,6,9,5,0,8,10,62,67,197,148,199,294,233,148,219,29,1523
SSC13606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,5,6,4,6,0,42
SSC13607,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,7,6,17,7,16,15,9,15,4,100
SSC13608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,4,4,11,0,33
SSC13609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,4,0,0,20
SSC13610,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,3,15,18,22,13,26,17,32,0,143
SSC13611,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,8,4,8,4,6,13,13,6,14,3,71
SSC13612,0,12,6,8,24,14,14,18,0,94,6,7,4,3,27,29,3,16,14,110,101,162,168,187,562,526,251,421,26,2405
SSC13613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9,18,14,16,10,20,0,95
SSC13614,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,3,12,19,27,34,44,28,15,25,4,199
SSC13615,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,14,22,20,26,47,41,26,45,3,231
SSC13616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC13617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SSC13618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,5,10,0,17,3,39
SSC13619,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,7,6,12,13,12,24,18,41,4,131
SSC13620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,13,6,4,19,0,6,0,60
SSC13621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,4,4,8,4,0,13,3,51
SSC13622,0,9,0,4,11,11,0,3,0,36,0,3,0,5,7,0,0,0,16,32,22,91,79,106,142,131,72,84,25,752
SSC13623,0,13,14,8,17,12,4,8,0,91,5,13,6,3,12,10,3,4,23,79,59,256,218,248,349,382,157,250,29,1949
SSC13624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,6,0,11,0,24
SSC13625,0,3,0,0,0,3,0,0,0,4,0,3,0,0,0,0,0,3,0,6,5,22,9,14,27,31,13,25,8,162
SSC13626,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,3,0,3,7,20,18,17,26,24,12,40,0,168
SSC13627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,0,6,0,16
SSC13628,0,3,3,4,7,14,4,21,0,61,5,0,3,0,4,6,0,5,9,35,32,101,95,96,152,186,80,190,11,948
SSC13629,0,14,12,18,34,21,12,20,3,141,3,16,3,12,19,22,9,21,13,114,116,487,425,412,696,749,416,593,31,3923
SSC13630,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,4,12,13,6,9,9,7,3,3,60
SSC13631,3,14,7,7,23,23,15,10,0,98,5,10,9,11,33,36,15,11,29,145,87,280,229,276,657,591,262,302,58,2745
SSC13632,10,48,33,32,79,112,52,59,4,418,10,25,40,37,127,92,41,63,73,511,276,857,851,990,2404,2331,974,1363,205,10245
SSC13633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC13634,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,13,17,7,11,24,9,19,0,103
SSC13635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC13636,0,5,3,10,6,5,9,4,0,39,7,4,5,3,5,6,3,0,10,43,46,130,129,140,203,163,80,102,24,1019
SSC13637,0,9,15,3,25,25,15,16,0,105,3,9,6,13,43,31,12,22,19,152,99,269,262,338,777,645,299,398,55,3145
SSC13638,0,3,0,0,6,4,6,7,0,27,0,0,3,5,3,3,0,3,3,20,23,60,48,46,70,99,29,79,9,466
SSC13639,6,52,35,31,21,57,13,53,0,274,12,44,32,20,30,67,24,45,36,322,190,1113,885,753,978,1682,748,1624,95,8072
SSC13640,0,4,11,6,5,7,6,6,0,39,0,4,3,5,11,15,0,8,12,64,32,205,164,131,192,317,154,276,14,1487
SSC13641,3,17,10,5,25,27,7,4,0,96,3,9,22,16,55,36,5,6,42,195,57,254,197,211,636,526,194,244,71,2382
SSC13642,0,3,5,10,19,6,8,12,0,61,8,7,8,3,21,39,9,23,19,123,121,144,217,181,652,1099,455,682,44,3597
SSC13643,0,18,17,14,43,40,17,14,3,172,5,23,19,24,84,72,16,30,70,350,146,422,439,468,1342,1125,393,540,136,5005
SSC13644,3,11,5,17,14,18,9,8,0,76,3,5,3,3,9,19,10,15,19,81,55,120,145,184,414,471,279,329,29,2026
SSC13645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,8,3,9,0,3,0,31
SSC13646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,11,3,6,19,6,6,14,4,81
SSC13647,0,0,0,3,3,3,3,0,0,9,0,0,0,0,4,0,0,0,0,8,4,40,25,27,40,34,19,25,3,219
SSC13648,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,11,3,12,8,9,7,10,0,74
SSC13649,0,15,24,11,23,35,23,28,0,170,3,12,13,16,36,54,10,29,29,203,112,406,429,396,1001,1163,405,640,59,4617
SSC13650,5,7,10,18,27,33,13,15,0,137,3,14,9,16,14,25,15,25,30,153,138,379,402,437,800,1045,553,841,66,4655
SSC13651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,4,0,3,0,17
SSC13652,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,5,0,3,0,3,3,0,17
SSC13653,0,3,4,3,4,3,5,3,0,21,0,3,5,5,3,3,0,4,4,31,21,90,103,101,83,162,74,108,13,754
SSC13654,0,3,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,3,3,7,26,24,34,42,35,26,47,0,252
SSC13655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,8
SSC13656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC13657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,3,6,0,25
SSC13658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9
SSC13659,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,3,8,16,4,9,3,3,4,0,52
SSC13660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,15,15,11,22,23,7,23,4,131
SSC13661,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,3,4,9,8,3,6,0,40
SSC13662,4,11,13,10,15,11,3,4,0,72,3,4,0,10,16,10,0,4,4,55,72,165,186,215,333,299,139,200,15,1627
SSC13663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,13
SSC13664,0,3,0,6,3,0,0,3,0,14,0,3,3,3,3,3,0,0,6,19,9,45,27,41,37,41,13,44,7,270
SSC13665,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,6,4,6,15,7,4,17,0,65
SSC13666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,9
SSC13667,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,10,10,9,3,8,3,7,0,51
SSC13668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,5,11,6,7,15,6,9,14,0,72
SSC13669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,3,3,4,0,32
SSC13670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4
SSC13671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC13672,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,7,0,3,5,13,6,6,6,7,0,53
SSC13673,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,4,0,6,3,3,0,4,3,3,0,33
SSC13674,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,17,7,17,14,20,0,25,0,117
SSC13675,6,38,46,26,54,70,31,33,4,325,20,82,125,60,110,134,30,57,210,830,262,1318,1984,1149,2410,3164,907,1473,358,13024
SSC13676,0,11,3,5,19,21,4,17,0,77,3,5,5,3,12,15,7,11,19,83,41,161,168,155,370,435,139,241,36,1749
SSC13677,0,4,3,3,0,0,4,0,0,17,0,0,3,0,5,3,0,0,3,14,15,46,50,41,63,48,37,63,0,367
SSC13678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,3,0,0,17
SSC13679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,10,13,9,18,12,9,24,0,100
SSC13680,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,9,7,17,17,14,5,16,0,91
SSC13681,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,10,10,36,33,33,39,16,16,21,4,214
SSC13682,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,8,8,12,10,22,8,26,0,92
SSC13683,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,6,0,0,3,6,4,0,11,3,31
SSC13684,0,13,12,9,8,3,0,5,0,48,5,18,9,20,5,16,7,8,14,115,66,294,275,297,259,274,122,207,39,1849
SSC13685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,8,4,0,3,8,0,9,0,33
SSC13686,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,3,5,0,4,10,3,32
SSC13687,5,11,20,17,38,22,10,9,0,129,4,12,16,16,18,26,14,13,20,136,117,333,443,384,823,966,462,607,44,4179
SSC13688,0,0,3,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,4,5,9,12,10,18,21,10,23,0,116
SSC13689,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,3,0,9,10,3,10,3,0,6,3,47
SSC13690,0,7,6,3,6,11,3,8,0,47,0,5,4,4,11,9,3,9,11,55,24,106,103,134,177,212,80,106,21,963
SSC13691,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,20,6,12,20,15,13,19,0,109
