SSC_CODE_2016,Sme_Usl_ad_5_yr_ago_as_2016_M,Sme_Usl_ad_5_yr_ago_as_2016_F,Sme_Usl_ad_5_yr_ago_as_2016_P,Dif_Usl_ad_5_yr_ago_Sme_SA2_M,Dif_Usl_ad_5_yr_ago_Sme_SA2_F,Dif_Usl_ad_5_yr_ago_Sme_SA2_P,Dif_Us_ad_5_ago_Dif_SA2_NSW_M,Dif_Us_ad_5_ago_Dif_SA2_NSW_F,Dif_Us_ad_5_ago_Dif_SA2_NSW_P,Dif_Us_ad_5_ago_Dif_SA2_Vic_M,Dif_Us_ad_5_ago_Dif_SA2_Vic_F,Dif_Us_ad_5_ago_Dif_SA2_Vic_P,Dif_Us_ad_5_ago_Dif_SA2_Qld_M,Dif_Us_ad_5_ago_Dif_SA2_Qld_F,Dif_Us_ad_5_ago_Dif_SA2_Qld_P,Dif_Us_ad_5_ago_Dif_SA2_SA_M,Dif_Us_ad_5_ago_Dif_SA2_SA_F,Dif_Us_ad_5_ago_Dif_SA2_SA_P,Dif_Us_ad_5_ago_Dif_SA2_WA_M,Dif_Us_ad_5_ago_Dif_SA2_WA_F,Dif_Us_ad_5_ago_Dif_SA2_WA_P,Dif_Us_ad_5_ago_Dif_SA2_Tas_M,Dif_Us_ad_5_ago_Dif_SA2_Tas_F,Dif_Us_ad_5_ago_Dif_SA2_Tas_P,Dif_Us_ad_5_ago_Dif_SA2_NT_M,Dif_Us_ad_5_ago_Dif_SA2_NT_F,Dif_Us_ad_5_ago_Dif_SA2_NT_P,Dif_Us_ad_5_ago_Dif_SA2_ACT_M,Dif_Us_ad_5_ago_Dif_SA2_ACT_F,Dif_Us_ad_5_ago_Dif_SA2_ACT_P,Dif_Us_ad_5_ago_Dif_SA2_OT_M,Dif_Us_ad_5_ago_Dif_SA2_OT_F,Dif_Us_ad_5_ago_Dif_SA2_OT_P,Dif_Us_ad_5_ago_Dif_SA2_Tot_M,Dif_Us_ad_5_ago_Dif_SA2_Tot_F,Dif_Us_ad_5_ago_Dif_SA2_Tot_P,Difnt_Usl_add_5_yr_ago_OS_M,Difnt_Usl_add_5_yr_ago_OS_F,Difnt_Usl_add_5_yr_ago_OS_P,Difnt_Usl_add_5_yr_ago_Ns_M,Difnt_Usl_add_5_yr_ago_Ns_F,Difnt_Usl_add_5_yr_ago_Ns_P,Difnt_Usl_add_5_yr_ago_Tot_M,Difnt_Usl_add_5_yr_ago_Tot_F,Difnt_Usl_add_5_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
SSC10716,119,107,224,16,7,17,16,14,34,5,10,17,3,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,35,66,0,0,0,0,3,3,39,43,81,18,16,37,176,164,342
SSC10717,32,30,63,14,15,28,7,16,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,15,22,0,0,0,0,0,0,26,29,51,12,16,23,71,75,141
SSC10718,2753,3040,5792,398,439,836,1372,1380,2750,45,60,109,47,46,94,16,14,35,17,10,30,9,7,12,0,6,6,21,22,42,0,0,0,1515,1552,3067,2185,2511,4688,49,56,102,4145,4548,8697,426,474,897,7322,8058,15378
SSC10719,211,249,466,27,37,62,99,119,224,0,3,4,3,3,9,0,0,0,3,8,10,0,0,0,0,0,0,0,0,0,0,0,0,111,137,244,41,53,92,3,0,4,185,224,404,24,34,59,419,512,932
SSC10720,1157,1263,2424,91,83,174,313,336,654,3,3,4,8,0,9,3,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,332,345,673,97,92,191,10,17,25,531,534,1059,213,239,454,1907,2035,3936
SSC10721,9,8,12,0,0,0,4,3,9,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,15,0,0,0,0,0,0,10,6,11,3,4,3,19,14,33
SSC10722,4,5,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,3,3,4,7,18
SSC10723,285,269,555,61,77,136,129,127,255,0,0,3,3,0,8,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,0,0,0,140,130,278,4,7,9,6,0,6,214,218,430,22,22,42,520,508,1025
SSC10724,14,19,34,0,0,0,5,15,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,18,3,0,3,0,0,0,9,15,20,0,0,0,24,26,53
SSC10725,46,49,102,3,3,8,8,14,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,24,4,0,7,0,0,0,19,18,34,0,0,5,67,68,143
SSC10726,607,578,1182,76,94,176,194,180,376,3,3,11,3,3,10,0,3,3,3,0,3,0,0,0,3,0,4,0,0,0,0,0,0,208,195,402,7,3,8,3,0,3,294,289,583,56,64,121,952,940,1892
SSC10727,97,98,196,6,12,17,24,28,55,3,0,3,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,9,3,6,0,0,0,36,38,71,0,0,0,4,0,3,45,46,88,13,11,26,154,162,311
SSC10728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10729,46,49,90,3,3,8,0,7,5,0,0,0,9,3,11,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,11,13,22,0,0,0,0,0,0,16,12,29,5,4,4,66,64,132
SSC10730,4,4,5,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,4,0,0,0,6,9,13,4,3,4,7,9,20
SSC10731,15,19,37,3,0,4,6,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,11,0,0,0,0,0,0,11,3,15,0,0,0,23,23,47
SSC10732,14,9,29,0,0,0,8,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,18,0,0,0,0,0,0,6,7,18,3,0,6,30,18,46
SSC10733,973,1015,1993,254,241,495,353,392,747,95,118,213,102,124,228,6,11,23,17,24,44,10,7,19,3,0,4,4,13,16,0,0,3,587,694,1281,170,206,375,17,21,38,1029,1159,2191,557,560,1114,2567,2736,5300
SSC10734,50,44,88,0,0,0,4,5,11,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,17,0,0,0,0,0,0,8,11,17,6,10,16,62,61,119
SSC10735,443,418,861,14,20,30,45,34,79,0,0,4,11,14,25,0,0,0,0,0,0,0,0,0,3,3,3,77,83,160,0,0,0,138,132,268,12,7,19,3,0,4,160,164,322,42,36,82,647,621,1265
SSC10736,541,568,1107,85,84,172,200,199,398,3,10,17,10,5,13,0,0,0,3,3,3,0,0,0,0,0,4,0,0,3,0,0,0,222,217,436,30,26,54,0,3,6,330,333,666,35,46,76,912,947,1856
SSC10737,26,19,42,0,5,12,7,6,9,0,3,4,14,10,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,18,37,3,0,3,0,0,0,20,27,47,4,8,11,51,51,106
SSC10738,30,27,56,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,6,4,3,3,34,30,66
SSC10739,3,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,8
SSC10740,5858,6207,12060,879,947,1834,1388,1309,2695,20,27,52,41,24,63,8,8,17,4,8,9,4,3,3,0,0,3,8,4,9,0,0,5,1474,1388,2862,1046,1224,2269,58,56,118,3461,3613,7077,621,665,1288,9939,10482,20421
SSC10741,2183,2327,4514,127,141,265,598,617,1208,7,6,18,5,3,11,0,0,5,3,4,6,0,0,0,3,3,7,0,3,3,0,0,0,619,635,1257,164,205,365,25,10,29,922,995,1919,187,173,361,3299,3498,6794
SSC10742,5,7,11,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,0,0,0,0,0,0,5,4,4,9,3,13,20,13,37
SSC10743,30,31,64,73,66,133,426,490,915,0,5,11,7,9,15,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,444,505,945,41,42,82,7,0,10,564,610,1171,54,57,110,650,697,1340
SSC10744,15,11,31,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,8,5,0,0,3,18,23,40
SSC10745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10746,16,8,26,0,0,0,8,12,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,15,0,0,0,0,0,0,8,12,15,3,3,7,28,21,52
SSC10747,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3
SSC10748,877,899,1782,228,272,499,481,447,921,12,8,24,31,33,69,3,3,9,3,5,7,3,0,4,0,0,0,8,6,8,0,0,0,543,503,1041,32,27,58,14,9,17,812,806,1619,88,117,201,1782,1822,3603
SSC10749,3,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,11,13
SSC10750,53,43,94,3,3,9,28,19,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,19,49,0,0,0,0,0,0,32,26,59,6,3,7,95,73,162
SSC10751,13,6,16,3,3,5,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,3,3,11,0,0,3,19,14,28
SSC10752,41,29,70,4,7,11,15,18,28,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,14,28,0,3,4,0,0,0,21,23,47,0,3,7,65,61,122
SSC10753,3,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,6
SSC10754,21,19,44,3,4,3,3,0,3,3,0,5,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,12,0,0,0,0,0,0,13,10,17,3,0,3,40,30,68
SSC10755,9,14,25,0,3,3,382,486,872,4,5,13,3,14,22,4,0,0,0,0,3,3,7,7,0,3,3,6,8,19,0,0,0,408,531,940,138,153,293,4,3,7,548,687,1244,32,33,64,593,734,1326
SSC10756,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4
SSC10757,588,574,1157,113,117,222,249,267,522,11,6,13,16,9,20,0,0,3,0,0,0,0,0,3,3,4,5,10,4,20,0,0,0,286,298,587,6,12,20,7,4,9,411,433,845,51,58,117,1052,1068,2119
SSC10758,211,209,415,30,26,60,96,92,188,3,0,5,3,4,8,0,0,0,0,0,0,0,0,0,3,0,4,6,8,12,0,0,0,111,105,210,5,8,12,5,0,3,152,135,287,37,32,69,399,378,775
SSC10759,24,32,58,9,7,17,3,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,9,0,0,0,0,0,0,13,16,23,10,3,17,44,55,97
SSC10760,20,17,41,0,0,0,8,7,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,17,0,0,0,0,0,0,14,9,25,14,8,20,46,41,82
SSC10761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10762,15,19,38,4,5,8,8,7,19,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,23,0,0,0,0,0,3,15,12,34,4,4,8,36,36,74
SSC10763,69,74,146,10,16,29,22,21,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,42,0,0,3,0,0,0,32,35,69,9,12,25,114,119,240
SSC10764,361,345,703,61,66,123,101,106,207,0,4,8,3,3,8,0,0,3,3,0,5,0,0,0,0,0,0,4,4,7,0,0,0,108,118,230,9,10,19,0,0,7,179,199,379,23,20,43,562,567,1124
SSC10765,6,11,14,0,3,8,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,7,0,0,0,0,0,0,9,9,16,3,6,8,17,22,36
SSC10766,16,12,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,12,30
SSC10767,635,664,1297,30,49,77,191,201,389,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,206,401,10,9,12,0,3,3,238,265,496,39,44,76,908,966,1873
SSC10768,1836,1820,3660,180,176,357,720,857,1580,5,12,20,18,26,44,3,4,8,3,0,3,0,0,0,0,3,6,0,3,3,0,0,0,759,902,1657,46,57,100,17,14,31,990,1152,2146,214,200,411,3047,3173,6220
SSC10769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10770,743,812,1557,132,118,253,409,469,878,4,4,5,12,14,19,0,0,0,3,3,3,0,0,3,0,0,0,0,0,4,0,0,0,423,490,916,24,40,62,0,3,8,583,651,1239,102,144,248,1425,1612,3040
SSC10771,44,44,86,6,9,15,12,11,29,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,15,33,3,3,8,0,0,0,24,28,54,3,0,6,78,73,150
SSC10772,515,572,1083,88,83,173,319,349,674,3,4,8,10,14,19,4,0,8,3,0,3,0,0,0,0,3,3,0,0,0,0,0,0,343,371,717,7,17,27,0,0,7,443,471,913,32,28,61,984,1072,2060
SSC10773,1238,1325,2564,146,154,296,511,536,1049,5,8,10,18,18,35,0,3,3,3,3,4,4,0,5,0,0,0,4,3,5,0,0,0,543,571,1117,16,33,50,8,11,24,722,763,1489,70,69,141,2032,2162,4198
SSC10774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10775,1539,1575,3118,342,366,704,1285,1388,2673,13,4,19,45,40,83,0,0,0,8,10,25,0,0,0,5,4,10,7,9,18,0,0,0,1367,1464,2832,61,89,147,18,27,50,1790,1937,3732,163,189,349,3493,3706,7194
SSC10776,13,13,26,0,0,0,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9,0,0,0,0,0,0,4,3,13,3,4,8,22,20,48
SSC10777,13,7,14,0,0,0,0,3,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,0,0,0,0,0,0,3,3,7,3,0,5,19,9,30
SSC10778,1280,1547,2824,169,187,358,983,1126,2109,19,32,51,21,32,52,13,12,27,11,11,24,0,4,8,0,0,0,13,5,17,0,0,0,1064,1232,2299,264,296,553,27,19,53,1523,1738,3260,190,186,376,3000,3465,6467
SSC10779,4,4,13,0,0,0,3,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,0,0,0,0,0,0,5,3,10,0,0,0,12,10,18
SSC10780,2531,2688,5221,292,311,605,1849,1994,3837,22,20,49,54,55,101,18,16,27,16,15,34,3,5,8,7,5,12,12,12,26,0,0,0,1978,2122,4099,369,399,771,45,50,93,2689,2883,5569,483,463,943,5705,6034,11735
SSC10781,1210,1141,2354,232,202,431,1590,1754,3348,80,90,174,93,110,204,21,41,55,45,54,99,6,11,15,8,3,13,58,67,126,0,0,0,1897,2137,4034,928,1216,2141,42,43,88,3104,3591,6692,496,452,948,4809,5185,9993
SSC10782,5144,5308,10458,1243,1142,2382,2100,1919,4017,52,32,84,40,30,70,12,8,20,10,19,25,7,3,10,6,3,11,18,13,29,0,0,0,2239,2029,4271,2156,2292,4443,81,48,134,5720,5513,11229,680,676,1361,11551,11496,23047
SSC10783,10,10,18,0,0,0,5,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,10,0,0,3,0,0,0,8,9,16,0,0,0,25,14,41
SSC10784,21,31,56,3,3,7,25,31,59,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,32,60,0,0,0,0,0,0,34,36,71,0,0,8,59,74,130
SSC10785,341,373,711,19,23,48,130,131,263,8,0,9,3,5,3,0,0,0,3,6,10,0,0,0,0,0,0,0,0,0,0,0,0,147,136,288,29,33,64,3,0,3,200,201,398,26,31,53,569,602,1168
SSC10786,3,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,3,9,11
SSC10787,14,12,21,0,0,3,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,3,7,3,0,3,19,15,36
SSC10788,202,188,388,25,42,64,36,48,85,7,10,18,4,4,4,0,0,3,0,3,0,0,0,0,0,0,0,8,3,9,0,0,0,59,71,128,4,6,15,0,0,0,95,119,210,36,25,63,328,330,661
SSC10789,12,13,18,3,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,3,3,9,7,5,8,16,20,33
SSC10790,181,183,364,20,23,43,71,54,123,0,0,0,7,5,11,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,82,63,138,3,0,0,0,0,0,107,83,191,41,31,72,323,295,623
SSC10791,3319,3422,6750,274,327,600,805,888,1687,9,16,21,20,17,41,0,3,4,4,0,3,0,3,4,0,0,0,0,3,4,0,0,0,846,928,1770,277,359,632,28,28,60,1426,1638,3065,229,233,464,4978,5301,10276
SSC10792,2909,3010,5916,264,267,536,799,815,1611,14,15,28,10,13,23,3,3,13,4,7,9,0,0,0,0,0,0,0,3,3,0,0,0,835,850,1686,376,423,799,26,28,49,1497,1573,3062,295,298,590,4695,4877,9575
SSC10793,172,153,326,3,8,13,34,45,81,0,0,0,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,42,51,96,0,0,0,0,0,0,44,65,108,17,10,21,236,224,457
SSC10794,47,44,98,4,0,7,28,24,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,24,46,0,0,0,0,0,0,31,21,52,6,9,13,87,74,164
SSC10795,3,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,5,7,8,10,18
SSC10796,644,659,1300,132,132,260,159,185,343,3,8,10,6,7,15,3,3,8,3,0,4,0,0,0,0,0,0,0,3,6,0,0,0,183,211,388,4,7,9,0,3,3,315,354,673,86,91,179,1047,1101,2147
SSC10797,1667,1713,3377,159,120,273,815,841,1655,27,15,43,19,12,30,4,3,7,3,11,11,0,0,3,5,0,8,13,6,14,0,0,0,875,886,1766,400,492,895,31,23,49,1466,1519,2984,206,234,447,3337,3468,6807
SSC10798,242,271,506,50,44,98,170,176,346,0,0,0,7,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,185,181,365,3,4,8,0,0,5,233,234,467,56,66,125,529,569,1106
SSC10799,106,99,203,6,11,19,56,67,123,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,62,70,129,4,3,9,0,0,3,77,89,159,11,8,18,191,194,382
SSC10800,21,18,38,0,0,5,9,12,17,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,27,0,0,0,0,0,0,11,12,28,6,3,7,35,30,70
SSC10801,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,3,3,5
SSC10802,43,37,79,4,8,11,11,12,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15,20,0,0,0,0,0,0,15,25,34,10,7,18,74,67,135
SSC10803,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC10804,172,142,319,25,24,50,25,32,60,0,3,5,10,4,20,0,0,0,0,0,0,0,0,0,0,0,0,27,16,47,0,0,0,65,61,129,3,6,8,0,0,0,97,95,185,31,23,57,302,259,562
SSC10805,20,20,37,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,4,5,4,29,25,47
SSC10806,64,56,121,8,5,8,8,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,15,0,0,0,0,0,0,16,16,27,8,17,23,85,83,171
SSC10807,13,12,22,0,0,0,5,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,9,0,0,0,0,0,0,6,3,9,7,3,8,25,20,45
SSC10808,97,91,184,8,10,20,21,31,47,0,4,3,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,39,57,3,0,3,0,0,0,31,48,82,14,8,23,139,153,289
SSC10809,1565,1633,3199,204,197,398,653,712,1362,4,8,15,30,18,53,0,0,0,10,3,13,3,0,3,3,3,3,4,5,9,0,0,0,705,754,1458,45,50,93,19,22,46,974,1025,1996,116,120,236,2655,2775,5432
SSC10810,405,458,857,53,47,100,127,150,276,3,3,8,7,5,17,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,149,164,306,6,10,15,3,8,10,207,225,436,36,38,76,646,718,1367
SSC10811,824,871,1693,104,124,227,249,287,533,8,6,14,3,15,20,0,3,3,10,5,12,0,0,0,0,0,0,3,3,9,0,0,0,279,319,595,11,11,25,5,9,8,401,460,856,44,44,92,1266,1379,2645
SSC10812,193,243,433,33,52,85,90,135,226,3,5,7,8,10,13,0,0,0,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,101,152,252,8,10,17,0,0,0,142,211,356,33,34,67,365,487,853
SSC10813,168,154,326,25,24,48,51,58,109,3,3,8,3,5,10,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,63,66,122,0,0,3,0,0,0,89,89,174,22,15,39,275,264,533
SSC10814,48,42,97,3,9,12,11,13,21,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,16,23,3,0,3,0,0,0,19,19,37,7,3,12,80,74,150
SSC10815,2579,2853,5434,308,339,646,1553,1646,3194,25,35,60,64,61,117,6,9,10,10,18,28,0,0,0,3,0,8,10,11,24,0,0,3,1672,1772,3447,241,264,513,37,24,60,2259,2404,4664,324,359,683,5165,5623,10787
SSC10816,3536,3749,7286,211,222,434,1438,1424,2862,21,21,40,19,22,49,10,7,14,12,12,22,0,0,0,9,5,14,10,13,20,0,0,0,1511,1507,3020,115,120,233,17,17,30,1856,1859,3713,231,242,472,5622,5845,11472
SSC10817,10,7,11,0,0,0,11,5,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,23,0,0,0,0,0,0,11,8,19,0,0,0,19,19,37
SSC10818,6399,6622,13018,510,531,1040,2555,2560,5118,56,51,110,56,64,125,20,25,44,17,17,37,5,11,20,3,3,5,19,13,27,0,3,3,2734,2753,5486,1138,1292,2431,52,37,92,4440,4615,9057,396,424,817,11240,11653,22894
SSC10819,2876,2886,5766,206,215,420,1080,999,2078,27,23,47,23,13,31,6,6,14,7,5,11,0,0,0,0,0,0,0,0,3,0,0,0,1144,1046,2191,543,598,1140,24,28,49,1917,1884,3796,235,269,500,5029,5040,10063
SSC10820,214,197,413,61,63,125,528,561,1089,0,6,12,7,4,12,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,540,576,1118,34,39,76,5,7,19,649,686,1333,27,26,61,890,913,1808
SSC10821,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,8
SSC10822,55,50,105,4,4,9,9,6,16,0,0,0,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,8,15,24,6,3,6,0,0,0,25,21,46,10,6,17,91,76,165
SSC10823,81,63,147,3,8,17,7,12,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,15,0,0,0,0,0,0,16,17,31,10,0,12,101,83,190
SSC10824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,3,0,4
SSC10825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10826,900,908,1809,66,74,139,367,358,722,6,7,16,3,8,7,0,0,3,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,380,375,760,158,145,303,9,11,22,610,610,1225,137,149,289,1646,1667,3317
SSC10827,57,45,103,9,3,8,36,21,51,0,0,3,3,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,26,63,3,3,6,0,3,4,50,33,84,16,13,30,130,93,218
SSC10828,28,26,52,3,3,5,25,25,46,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0,0,0,29,23,50,0,0,0,0,0,0,30,30,58,13,10,23,70,58,129
SSC10829,4,8,14,0,3,7,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,5,6,8,0,0,0,11,15,30
