SSC_CODE_2016,Sme_Usl_ad_5_yr_ago_as_2016_M,Sme_Usl_ad_5_yr_ago_as_2016_F,Sme_Usl_ad_5_yr_ago_as_2016_P,Dif_Usl_ad_5_yr_ago_Sme_SA2_M,Dif_Usl_ad_5_yr_ago_Sme_SA2_F,Dif_Usl_ad_5_yr_ago_Sme_SA2_P,Dif_Us_ad_5_ago_Dif_SA2_NSW_M,Dif_Us_ad_5_ago_Dif_SA2_NSW_F,Dif_Us_ad_5_ago_Dif_SA2_NSW_P,Dif_Us_ad_5_ago_Dif_SA2_Vic_M,Dif_Us_ad_5_ago_Dif_SA2_Vic_F,Dif_Us_ad_5_ago_Dif_SA2_Vic_P,Dif_Us_ad_5_ago_Dif_SA2_Qld_M,Dif_Us_ad_5_ago_Dif_SA2_Qld_F,Dif_Us_ad_5_ago_Dif_SA2_Qld_P,Dif_Us_ad_5_ago_Dif_SA2_SA_M,Dif_Us_ad_5_ago_Dif_SA2_SA_F,Dif_Us_ad_5_ago_Dif_SA2_SA_P,Dif_Us_ad_5_ago_Dif_SA2_WA_M,Dif_Us_ad_5_ago_Dif_SA2_WA_F,Dif_Us_ad_5_ago_Dif_SA2_WA_P,Dif_Us_ad_5_ago_Dif_SA2_Tas_M,Dif_Us_ad_5_ago_Dif_SA2_Tas_F,Dif_Us_ad_5_ago_Dif_SA2_Tas_P,Dif_Us_ad_5_ago_Dif_SA2_NT_M,Dif_Us_ad_5_ago_Dif_SA2_NT_F,Dif_Us_ad_5_ago_Dif_SA2_NT_P,Dif_Us_ad_5_ago_Dif_SA2_ACT_M,Dif_Us_ad_5_ago_Dif_SA2_ACT_F,Dif_Us_ad_5_ago_Dif_SA2_ACT_P,Dif_Us_ad_5_ago_Dif_SA2_OT_M,Dif_Us_ad_5_ago_Dif_SA2_OT_F,Dif_Us_ad_5_ago_Dif_SA2_OT_P,Dif_Us_ad_5_ago_Dif_SA2_Tot_M,Dif_Us_ad_5_ago_Dif_SA2_Tot_F,Dif_Us_ad_5_ago_Dif_SA2_Tot_P,Difnt_Usl_add_5_yr_ago_OS_M,Difnt_Usl_add_5_yr_ago_OS_F,Difnt_Usl_add_5_yr_ago_OS_P,Difnt_Usl_add_5_yr_ago_Ns_M,Difnt_Usl_add_5_yr_ago_Ns_F,Difnt_Usl_add_5_yr_ago_Ns_P,Difnt_Usl_add_5_yr_ago_Tot_M,Difnt_Usl_add_5_yr_ago_Tot_F,Difnt_Usl_add_5_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
SSC10599,228,213,440,26,23,49,67,53,120,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,73,52,127,5,13,22,3,0,0,105,96,198,32,25,60,370,331,706
SSC10600,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,8
SSC10601,508,536,1040,98,95,192,577,581,1158,8,8,14,7,23,31,3,4,6,6,0,3,0,3,3,0,0,0,3,7,9,0,0,0,610,619,1225,152,162,317,9,10,11,866,881,1742,74,73,141,1443,1486,2933
SSC10602,6,9,15,0,0,0,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,0,0,0,0,0,4,4,3,3,0,3,8,11,23
SSC10603,79,66,143,8,3,14,12,13,21,0,0,0,4,7,11,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,17,16,37,7,0,7,0,0,0,27,25,55,7,3,13,113,97,210
SSC10604,9,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,13
SSC10605,15,23,43,5,4,12,15,12,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,13,14,31,0,3,3,0,0,0,23,19,46,0,0,0,39,45,82
SSC10606,61,57,115,0,0,0,8,11,19,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,28,3,0,3,0,0,0,19,14,29,8,6,8,78,83,159
SSC10607,10,16,31,0,0,3,21,23,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,27,46,0,0,0,0,0,0,25,23,52,0,3,4,36,48,79
SSC10608,381,395,775,74,97,170,184,233,420,11,19,36,8,7,15,0,0,7,0,3,7,0,0,3,0,0,0,28,34,66,0,0,0,238,303,542,14,10,19,3,3,4,330,415,744,66,76,144,776,883,1660
SSC10609,88,74,163,7,9,15,45,71,116,0,3,7,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,83,129,23,27,57,0,3,3,83,121,198,10,21,30,178,213,393
SSC10610,33,28,57,3,4,5,15,10,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,10,18,0,0,0,0,0,0,15,16,32,3,0,3,46,42,92
SSC10611,7,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,8,19
SSC10612,168,151,319,31,21,57,45,33,76,0,3,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,42,83,3,3,8,0,0,3,83,67,145,23,20,42,278,237,514
SSC10613,50,60,111,3,0,7,17,18,37,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,17,39,0,0,0,0,0,0,24,21,43,4,8,15,83,89,171
SSC10614,19,12,30,0,0,0,5,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,10,0,0,0,0,0,0,5,3,9,0,0,3,24,23,42
SSC10615,11,4,14,0,0,0,0,0,4,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,6,0,0,0,0,0,0,6,3,6,8,11,17,23,19,42
SSC10616,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC10617,21,18,39,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,4,3,0,3,3,26,20,46
SSC10618,35,37,73,0,0,0,6,11,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,22,0,0,0,0,0,0,11,8,19,4,0,4,46,50,97
SSC10619,12,5,15,0,0,0,5,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,9,0,0,0,0,0,0,9,7,13,0,0,0,16,12,25
SSC10620,53,61,116,0,0,0,33,35,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,35,64,0,0,0,3,3,6,38,34,73,3,4,11,94,99,190
SSC10621,409,443,857,83,93,173,126,155,276,18,20,37,29,43,79,0,3,3,0,0,3,0,0,3,6,4,6,0,0,0,0,0,0,189,221,407,23,21,42,5,10,16,292,348,643,83,87,176,794,885,1679
SSC10622,63,50,116,14,8,23,15,12,31,0,0,0,5,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,21,41,0,0,0,0,0,0,40,26,63,8,6,9,110,83,192
SSC10623,7,7,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,8,19
SSC10624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10625,157,139,302,5,3,6,54,66,119,3,3,5,5,3,6,0,0,0,5,5,14,0,0,0,0,0,0,0,0,0,0,0,0,74,81,151,8,13,15,3,0,3,85,93,172,21,12,41,266,248,513
SSC10626,21,21,47,5,3,6,5,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,14,0,0,0,0,0,0,7,14,22,9,8,18,40,45,82
SSC10627,4,5,10,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,4,3,9,14,10,16
SSC10628,48,50,94,0,0,0,32,30,68,0,0,0,5,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,41,77,0,0,0,0,0,0,40,40,78,12,12,20,95,99,194
SSC10629,97,90,185,14,7,21,20,20,43,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,26,46,0,0,0,4,3,6,42,34,77,11,9,21,145,137,279
SSC10630,42,37,84,7,4,15,14,15,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,15,28,0,0,0,0,0,0,24,16,39,3,3,10,68,62,127
SSC10631,6,12,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,15
SSC10632,5,8,13,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,3,0,10,0,0,0,13,11,21
SSC10633,14,11,24,0,0,0,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,0,0,0,0,0,0,3,4,7,3,3,4,15,15,34
SSC10634,56,53,107,0,0,0,21,20,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,20,46,0,0,0,0,0,0,21,23,43,11,13,23,87,87,179
SSC10635,26,23,47,9,0,11,9,10,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,9,22,0,0,0,0,0,0,24,14,30,14,5,18,56,38,98
SSC10636,4,7,11,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,0,0,0,3,5,0,0,0,6,9,11
SSC10637,21,22,38,0,0,0,4,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,0,0,0,0,0,0,4,3,8,3,4,5,25,28,46
SSC10638,3,3,4,0,0,5,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,7,3,8,0,0,3,9,5,22
SSC10639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10641,51,43,100,6,4,12,26,34,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,34,62,0,0,0,0,0,0,26,43,71,9,5,11,87,97,186
SSC10642,836,877,1710,148,136,287,416,430,840,3,3,5,7,9,18,0,0,0,4,7,12,0,3,3,0,0,4,3,5,5,0,0,0,435,459,893,14,8,25,14,5,20,613,615,1225,104,120,225,1548,1602,3155
SSC10643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10644,21,19,45,0,0,0,10,11,17,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,20,0,0,0,0,0,0,11,10,20,0,0,6,29,34,67
SSC10645,957,960,1920,116,121,237,384,408,786,0,3,3,13,11,29,0,0,3,9,10,14,0,0,0,0,0,0,0,0,0,0,0,0,399,431,836,16,14,25,6,0,9,538,568,1102,134,132,262,1626,1659,3285
SSC10646,45,44,88,8,5,11,6,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,3,0,3,0,0,0,13,9,20,0,0,0,0,0,0,23,16,39,3,3,10,69,70,135
SSC10647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10648,36,26,61,3,4,6,18,20,39,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,22,38,0,0,0,0,3,7,20,32,51,5,6,12,63,62,127
SSC10649,412,394,806,81,76,160,119,114,233,0,0,3,12,12,25,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,132,265,0,3,9,9,5,11,223,216,444,64,54,122,701,667,1368
SSC10650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10651,101,97,200,13,6,15,30,38,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,39,71,0,0,0,0,0,0,45,49,92,18,18,42,160,169,331
SSC10652,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC10653,4,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,6,15
SSC10654,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3
SSC10655,26,24,51,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,25,24,57
SSC10656,338,347,683,38,40,81,148,136,283,0,0,3,4,8,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,155,149,304,12,8,17,3,0,11,204,200,407,37,32,63,577,573,1152
SSC10657,19,18,35,0,0,0,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,0,0,3,3,10,0,0,0,21,23,42
SSC10658,34,23,58,0,0,0,7,8,16,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10,18,0,3,3,0,0,0,10,9,24,10,15,26,62,49,106
SSC10659,18,14,28,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,5,5,0,0,0,23,17,37
SSC10660,28,30,61,5,8,8,9,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,14,0,0,0,0,0,0,13,13,24,5,10,17,50,57,104
SSC10661,9,3,17,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,13,10,23
SSC10662,1691,1791,3482,214,259,474,577,603,1178,13,13,30,21,24,45,0,0,0,4,3,9,0,0,0,3,0,7,12,7,23,0,0,0,631,662,1298,65,71,132,12,13,24,924,1004,1925,135,145,279,2753,2938,5689
SSC10663,16,16,32,0,0,3,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,9,5,10,0,0,3,21,25,42
SSC10664,21,19,41,0,0,0,9,12,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,17,0,0,0,0,0,0,7,10,17,9,8,19,44,40,78
SSC10665,5,7,14,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,5,3,0,0,0,9,10,15
SSC10666,39,26,60,0,0,0,8,8,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10,18,0,0,0,0,0,0,15,13,25,8,7,15,56,42,104
SSC10667,5,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,10,0,0,0,7,3,9,0,0,0,0,0,0,7,3,9,0,3,4,12,12,25
SSC10668,18,21,42,8,4,8,20,27,39,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,25,46,4,4,6,0,0,0,30,33,62,0,0,0,48,49,103
SSC10669,47,41,90,0,0,0,5,3,7,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8,19,4,6,8,0,0,0,15,12,24,11,7,17,71,57,132
SSC10670,686,745,1433,127,150,271,274,337,611,8,8,20,6,11,12,0,7,11,5,10,14,0,0,0,0,0,0,13,16,28,0,0,0,308,381,697,11,15,27,18,27,46,472,575,1045,72,91,163,1231,1404,2639
SSC10671,211,214,419,11,14,29,44,56,96,0,3,3,15,9,25,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,55,68,121,0,0,0,3,4,5,75,87,160,28,27,56,313,327,637
SSC10672,566,619,1187,75,102,181,153,131,277,4,6,14,0,3,5,0,0,0,0,3,8,0,0,0,0,4,6,3,3,9,0,0,0,161,149,310,22,21,40,7,4,13,262,283,543,34,41,72,861,940,1804
SSC10673,22,22,44,0,0,0,7,11,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,15,0,0,0,0,0,0,9,6,17,0,8,7,32,35,69
SSC10674,16,12,30,4,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,3,3,3,3,21,17,38
SSC10675,11,16,31,0,0,3,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,0,0,0,0,0,0,4,8,11,5,0,3,26,20,45
SSC10676,33,28,64,5,4,7,8,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,13,0,0,0,0,0,0,10,12,17,5,7,16,52,44,93
SSC10677,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6
SSC10678,18,17,40,3,4,10,3,7,12,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,15,0,0,0,0,0,0,16,12,26,7,12,22,43,43,89
SSC10679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10680,18,25,47,0,0,0,6,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,14,0,0,0,0,0,0,3,10,14,0,0,3,30,35,63
SSC10681,19,22,43,5,3,10,8,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,16,4,0,4,0,0,0,18,6,22,4,3,4,39,33,72
SSC10682,57,58,111,95,84,177,876,817,1697,4,4,12,3,3,3,0,0,0,8,4,10,0,0,0,0,0,3,0,0,0,0,0,0,890,831,1720,98,122,219,4,4,6,1091,1042,2130,41,33,68,1189,1122,2311
SSC10683,48,31,78,0,3,7,5,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,0,0,0,3,0,3,8,7,14,11,9,22,71,50,116
SSC10684,959,938,1893,200,210,411,274,303,578,31,32,63,31,51,82,6,3,8,9,7,11,0,0,5,10,11,21,195,195,388,0,0,0,559,599,1154,45,43,85,13,9,18,811,852,1663,156,141,291,1925,1934,3853
SSC10685,108,107,214,0,0,6,48,51,97,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,52,99,3,5,4,0,0,0,49,63,114,12,18,34,173,185,358
SSC10686,68,64,124,0,0,0,8,5,12,4,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,16,25,0,0,0,0,0,0,13,16,24,0,3,4,78,75,159
SSC10687,75,55,133,9,19,32,19,16,35,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,22,42,3,0,3,0,0,0,32,36,68,15,9,24,116,105,227
SSC10688,37,41,77,3,3,3,7,4,9,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,10,0,0,0,0,0,0,8,8,19,0,0,0,52,49,97
SSC10689,35,29,69,3,3,6,10,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,16,0,3,3,0,0,0,15,16,22,4,3,7,51,48,95
SSC10690,43,39,88,0,0,0,14,23,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,24,45,0,0,0,0,0,0,14,27,40,3,0,5,69,69,133
SSC10691,51,51,102,0,0,0,11,16,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,20,0,0,0,24,22,43,0,0,0,0,0,0,22,22,40,3,3,3,76,76,151
SSC10692,20,18,39,3,3,10,6,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,12,0,0,0,0,0,0,11,12,20,8,4,12,40,37,78
SSC10693,16,7,26,10,3,13,5,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,9,0,3,3,0,0,0,19,12,29,0,0,3,35,23,57
SSC10694,58,63,118,9,3,6,4,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,7,0,0,0,4,0,4,13,10,24,0,0,0,74,70,143
SSC10695,10,13,24,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,4,0,5,0,0,0,11,15,24
SSC10696,310,277,587,39,37,77,27,43,69,95,119,211,3,0,5,17,19,38,3,0,4,0,0,3,4,3,6,0,0,3,0,0,0,152,184,339,3,3,11,4,3,6,198,235,430,60,51,107,561,560,1124
SSC10697,242,238,476,8,3,8,32,32,67,0,0,3,0,0,3,0,5,3,0,0,0,0,0,0,0,0,0,44,61,103,0,0,0,80,105,180,3,6,9,0,0,0,91,112,198,40,41,80,366,395,759
SSC10698,16,23,33,4,3,4,0,3,7,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,12,0,0,0,0,0,0,9,9,16,4,3,8,28,37,62
SSC10699,21,22,42,5,0,4,13,9,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,16,23,0,0,0,0,0,0,15,14,29,3,3,9,39,39,78
SSC10700,24,14,38,0,6,7,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,9,0,0,0,0,0,0,6,12,14,3,3,4,31,32,58
SSC10701,581,628,1215,122,121,243,375,436,814,9,13,25,13,18,30,0,4,5,0,3,4,0,0,0,0,0,0,3,5,13,0,0,0,406,478,888,35,33,65,3,3,9,569,630,1196,68,85,156,1218,1352,2567
SSC10702,25,29,56,3,0,3,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,9,0,0,0,0,0,0,10,4,10,10,6,18,48,37,86
SSC10703,33,43,76,0,0,0,3,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,8,10,13,0,0,0,0,0,0,8,6,19,4,5,6,44,52,99
SSC10704,4,5,9,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,4,8,0,0,0,6,13,17
SSC10705,1081,1135,2221,120,124,239,359,363,724,4,3,7,5,4,6,3,0,4,0,0,0,3,0,0,0,0,0,0,3,3,0,0,0,375,372,745,37,33,74,13,10,22,545,541,1085,57,62,117,1679,1745,3420
SSC10706,74,80,152,10,20,33,15,13,30,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,15,34,3,0,3,0,0,0,32,37,68,4,3,8,108,121,227
SSC10707,13,16,28,0,0,0,6,3,10,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,13,0,0,0,0,0,0,3,8,11,9,6,17,29,29,56
SSC10708,73,83,157,19,18,44,50,46,102,3,0,7,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,54,119,0,4,3,4,4,6,87,80,170,11,13,17,174,173,348
SSC10709,76,74,145,5,3,6,21,15,39,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,21,40,0,0,0,0,0,0,30,26,54,3,9,11,105,102,212
SSC10710,98,77,178,8,4,12,16,15,31,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,22,16,41,0,0,3,0,0,0,29,24,57,15,11,28,145,118,258
SSC10711,13,10,29,0,0,0,6,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,19,0,0,0,0,0,0,5,8,19,0,0,0,24,18,44
SSC10712,372,381,753,105,105,209,113,126,233,3,0,0,10,12,27,0,0,0,7,3,6,0,0,0,0,0,3,7,8,7,0,0,0,140,145,285,4,3,7,9,3,13,256,258,513,55,57,116,682,699,1384
SSC10713,246,241,486,27,31,55,50,58,110,0,3,3,13,25,39,0,0,0,5,5,8,0,0,0,0,0,0,0,0,3,0,0,0,68,97,161,3,3,9,0,0,0,95,128,226,44,50,95,384,420,812
SSC10714,3,0,4,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,3,3,5,3,3,3,8,5,15
SSC10715,35,29,67,8,7,14,4,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,18,0,0,0,0,0,0,13,12,26,9,9,16,58,50,114
