SSC_CODE_2016,CF_no_children_F,CF_no_children_P,CF_ChU15_a_DSs_a_NdCh_F,CF_ChU15_a_DSs_a_NdCh_P,CF_ChU15_a_DSs_a_no_NdCh_F,CF_ChU15_a_DSs_a_no_NdCh_P,CF_ChU15_a_no_DSs_a_NdCh_F,CF_ChU15_a_no_DSs_a_NdCh_P,CF_ChU15_a_no_DSs_a_no_NdCh_F,CF_ChU15_a_no_DSs_a_no_NdCh_P,CF_ChU15_a_Total_F,CF_ChU15_a_Total_P,CF_no_ChU15_a_DSs_a_NdCh_F,CF_no_ChU15_a_DSs_a_NdCh_P,CF_no_ChU15_a_DSs_a_no_NdCh_F,CF_no_ChU15_a_DSs_a_no_NdCh_P,CF_no_ChU15_a_no_DSs_a_NdCh_F,CF_no_ChU15_a_no_DSs_a_NdCh_P,CF_no_ChU15_a_Total_F,CF_no_ChU15_a_Total_P,CF_Total_F,CF_Total_P,OPF_ChU15_a_DSs_a_NdCh_F,OPF_ChU15_a_DSs_a_NdCh_P,OPF_ChU15_a_DSs_a_no_NdCh_F,OPF_ChU15_a_DSs_a_no_NdCh_P,OPF_ChU15_a_no_DSs_a_NdCh_F,OPF_ChU15_a_no_DSs_a_NdCh_P,OPF_ChU15_a_no_DSs_no_NdCh_F,OPF_ChU15_a_no_DSs_no_NdCh_P,OPF_ChU15_a_Total_F,OPF_ChU15_a_Total_P,OPF_no_ChU15_a_DSs_a_NdCh_F,OPF_no_ChU15_a_DSs_a_NdCh_P,OPF_no_ChU15_a_DSs_no_NdCh_F,OPF_no_ChU15_a_DSs_no_NdCh_P,OPF_no_ChU15_no_DSs_a_NdCh_F,OPF_no_ChU15_no_DSs_a_NdCh_P,OPF_no_ChU15_a_Total_F,OPF_no_ChU15_a_Total_P,OPF_Total_F,OPF_Total_P,Other_family_F,Other_family_P,Total_F,Total_P
SSC11438,428,859,20,104,94,462,45,196,387,1557,547,2326,106,439,101,355,316,1080,525,1872,1069,4196,3,25,9,45,17,47,92,252,120,366,14,49,20,55,102,235,138,335,261,703,13,35,1774,5792
SSC11439,1222,2372,0,0,30,114,7,15,456,1576,487,1712,16,57,39,119,36,100,87,275,576,1986,0,0,11,27,4,4,75,169,87,203,3,10,31,68,67,136,104,214,191,417,45,95,2023,4869
SSC11440,12,27,0,0,0,12,0,9,5,26,12,45,0,0,0,0,3,5,3,5,16,46,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,32,82
SSC11441,230,464,12,54,26,129,9,55,175,683,222,920,17,82,25,74,98,320,138,482,363,1404,0,0,17,57,4,21,50,143,73,219,3,11,19,41,53,121,74,170,149,392,11,23,749,2281
SSC11442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11443,17,36,0,3,0,0,0,0,4,18,7,23,0,3,0,0,3,12,3,16,10,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,71
SSC11444,203,400,0,5,29,142,9,24,158,623,196,800,8,37,27,81,26,76,63,198,262,994,0,0,13,43,0,3,19,57,34,111,4,13,3,9,18,35,29,63,64,172,3,7,527,1575
SSC11445,589,1176,5,21,12,48,12,51,189,706,211,826,13,50,22,72,77,226,111,346,324,1170,0,4,18,51,10,49,116,300,145,405,11,29,37,86,133,286,182,400,328,811,39,80,1278,3237
SSC11446,5,9,0,0,0,8,0,0,3,7,4,16,0,0,0,0,0,0,0,0,4,16,0,0,0,3,0,0,0,3,3,7,0,0,0,0,0,0,0,0,3,9,0,0,11,36
SSC11447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11448,14,33,0,7,3,13,0,0,9,29,10,52,0,3,0,3,3,4,3,13,12,60,0,0,0,3,0,0,3,7,4,11,0,0,0,9,0,0,0,9,9,20,0,0,40,108
SSC11449,14,35,0,0,3,9,0,0,14,65,17,74,0,10,0,7,0,0,4,14,24,93,0,0,0,4,0,0,3,10,0,12,0,0,0,3,0,0,0,4,3,18,0,4,46,138
SSC11450,8,13,0,0,0,11,0,0,3,16,4,28,0,0,0,0,0,0,0,0,4,28,0,0,0,0,0,0,3,7,3,7,0,0,0,0,0,3,0,3,5,5,0,3,12,47
SSC11451,11,28,0,0,6,31,0,0,4,21,15,48,0,0,3,4,7,18,11,27,22,74,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,5,0,5,0,0,36,112
SSC11452,18,39,0,0,0,17,0,14,13,55,24,85,0,4,0,3,0,0,0,9,26,92,0,0,0,0,0,0,4,11,4,11,0,0,0,0,3,4,3,4,3,12,0,0,43,146
SSC11453,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC11454,116,228,0,3,0,10,3,13,36,139,40,168,0,7,11,21,22,61,30,92,68,258,0,0,0,0,0,0,14,41,14,41,0,3,0,0,15,28,16,30,22,69,3,3,215,560
SSC11455,13,16,0,0,5,15,0,0,3,21,8,36,0,0,0,0,0,3,0,3,7,37,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,5,0,0,20,64
SSC11456,38,80,0,0,3,19,4,13,6,35,19,64,3,9,3,3,10,20,13,31,30,96,0,0,0,0,0,0,9,17,7,24,0,0,3,3,8,10,4,16,13,36,0,0,82,214
SSC11457,20,40,0,6,6,22,0,0,7,43,14,68,3,8,8,14,0,6,9,29,22,98,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,43,137
SSC11458,47,99,0,6,4,21,0,11,30,114,31,148,3,5,3,11,6,20,11,39,43,183,0,0,0,0,0,4,8,25,5,29,0,4,0,3,5,21,8,24,21,49,0,3,115,337
SSC11459,19,34,0,7,3,15,3,13,7,40,20,75,0,5,0,0,3,7,6,16,20,89,0,0,0,11,0,3,3,9,3,21,0,0,0,4,5,16,6,21,15,40,0,3,52,170
SSC11460,31,65,0,4,9,33,0,0,15,67,26,109,0,0,0,3,4,10,7,14,30,125,0,0,0,6,0,0,13,25,14,32,0,0,0,3,4,10,3,8,13,45,3,3,81,232
SSC11461,42,76,0,0,4,32,0,13,24,86,28,133,0,0,0,4,7,26,7,25,40,158,0,0,0,0,0,0,6,14,6,14,0,0,0,3,4,11,6,13,8,24,0,0,88,259
SSC11462,3,3,0,0,0,0,0,0,8,29,8,29,0,0,0,0,0,3,0,3,11,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,31
SSC11463,11,27,0,0,0,7,0,0,4,11,7,16,0,4,0,7,3,6,5,20,10,33,0,0,0,0,0,0,0,14,0,14,0,0,0,0,0,0,0,0,0,14,0,0,23,66
SSC11464,58,107,3,14,10,43,0,0,13,70,25,122,0,4,0,3,6,7,3,18,34,137,0,0,0,0,3,7,5,16,11,23,0,0,0,3,5,8,6,9,12,34,0,0,103,285
SSC11465,8,17,0,0,3,10,0,0,6,17,5,26,0,4,0,0,0,3,3,5,9,34,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,5,5,9,4,12,0,0,18,60
SSC11466,6,17,0,7,0,3,0,0,17,79,22,85,0,3,0,3,0,3,3,9,20,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,0,0,30,111
SSC11467,18,35,0,0,0,5,0,3,15,48,16,60,0,3,0,10,5,15,11,23,28,86,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,49,120
SSC11468,75,152,3,10,10,54,3,21,51,240,69,318,4,18,4,19,17,57,29,90,93,406,0,0,3,12,0,3,10,24,11,38,0,0,3,3,6,10,6,20,23,53,4,8,198,625
SSC11469,376,750,9,33,17,80,6,22,120,479,151,604,11,35,18,58,42,123,66,217,216,823,3,8,5,26,7,29,51,153,72,211,12,27,17,38,57,119,87,181,154,392,11,21,760,1992
SSC11470,18,37,0,4,3,8,0,4,10,46,18,66,0,5,0,0,6,13,3,14,23,81,0,0,0,0,0,0,0,3,0,5,0,0,0,0,3,10,3,10,6,16,0,0,44,130
SSC11471,51,99,0,0,0,6,0,0,24,91,28,94,0,0,3,10,10,26,13,40,40,137,4,6,3,18,3,15,29,81,40,111,0,4,8,21,22,45,32,68,69,179,4,7,160,418
SSC11472,26,50,0,0,6,21,0,3,7,37,17,58,0,3,3,8,3,7,3,20,17,73,0,0,0,0,0,0,3,5,0,8,0,0,0,5,8,13,6,18,14,26,0,0,58,150
SSC11473,8,16,0,0,0,0,0,0,0,4,0,4,0,0,3,4,0,0,3,4,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,0,0,12,30
SSC11474,87,169,0,0,5,34,0,9,35,140,50,176,3,11,11,37,18,43,26,94,74,269,0,0,4,14,0,0,16,36,17,57,0,0,3,4,6,16,10,21,29,77,0,0,191,518
SSC11475,166,333,0,0,4,13,4,14,55,220,61,251,3,17,10,23,16,65,30,101,93,352,0,3,0,3,0,0,11,29,11,37,0,0,7,16,8,11,12,27,21,61,3,4,284,752
SSC11476,93,182,3,10,6,36,0,0,14,69,29,113,0,5,3,11,14,48,18,65,47,177,0,6,0,0,0,4,7,16,4,27,0,0,0,0,4,5,4,5,13,31,0,3,149,393
SSC11477,1033,2120,56,362,220,1118,70,355,1066,4298,1419,6136,175,836,175,624,516,1764,863,3224,2281,9360,27,148,66,241,37,147,300,848,430,1382,47,158,115,299,548,1313,707,1775,1139,3150,167,365,4622,14995
SSC11478,268,554,30,189,79,396,24,133,258,1161,391,1879,40,177,56,204,133,454,227,838,624,2721,8,44,23,82,14,55,77,227,122,411,17,61,26,60,120,277,157,399,277,810,42,102,1212,4180
SSC11479,414,852,52,282,110,569,48,234,401,1753,609,2838,76,358,64,247,258,910,400,1508,1008,4353,11,55,26,104,25,93,124,383,193,635,29,97,43,87,201,460,264,648,457,1279,48,101,1920,6586
SSC11480,722,1496,60,327,178,883,56,273,625,2635,912,4110,138,629,136,494,373,1308,642,2430,1559,6547,11,73,71,275,24,101,195,577,303,1020,43,164,65,163,276,657,380,981,684,2008,57,129,3021,10181
SSC11481,4,9,0,0,0,0,0,0,0,11,0,11,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,17
SSC11482,724,1410,3,18,50,241,11,40,473,1737,541,2036,29,107,57,200,84,248,173,549,706,2590,0,0,11,26,3,6,60,136,67,172,5,21,31,69,66,141,106,229,175,406,18,43,1629,4441
SSC11483,53,108,0,0,7,41,0,11,23,92,34,146,0,0,9,19,9,17,12,37,48,181,0,0,0,0,0,0,0,6,0,6,0,0,0,3,6,19,10,23,13,30,0,0,110,315
SSC11484,692,1383,7,54,63,306,12,46,395,1519,477,1927,38,176,58,202,163,505,257,883,738,2808,3,7,17,46,12,33,115,314,140,404,16,48,39,80,175,379,231,513,373,916,47,102,1852,5203
SSC11485,0,0,0,0,0,3,0,0,3,7,3,9,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,17
SSC11486,4,10,0,0,0,3,0,0,8,32,11,35,0,0,0,0,0,3,0,3,13,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,46
SSC11487,138,275,5,14,8,49,5,24,43,181,61,266,3,18,12,41,23,60,39,117,100,383,0,0,0,8,0,4,5,19,13,27,4,13,3,5,20,36,25,59,32,85,0,4,274,748
SSC11488,33,68,0,3,0,3,0,0,7,27,10,37,0,5,5,15,7,27,14,53,26,85,0,0,0,0,0,0,0,3,0,3,0,0,0,4,3,3,5,7,4,11,0,0,61,164
SSC11489,3,6,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10
SSC11490,26,49,0,0,4,37,0,3,8,37,15,77,0,8,4,12,8,31,10,41,34,123,0,0,0,0,0,4,3,5,0,11,0,0,0,3,3,9,9,11,7,20,0,0,65,191
SSC11491,407,806,8,26,59,255,13,67,309,1179,382,1528,52,199,49,164,137,448,232,813,618,2336,0,16,7,31,3,13,46,142,63,199,7,23,13,25,57,128,74,175,136,373,12,29,1178,3544
SSC11492,4,9,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,3,3,10,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,23
SSC11493,22,48,0,0,0,3,0,0,4,17,5,20,0,0,0,0,0,0,0,0,7,25,0,0,0,0,0,0,3,12,3,12,0,0,0,0,0,3,0,7,7,18,0,0,38,86
SSC11494,0,4,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11
SSC11495,73,145,0,4,8,27,0,3,23,82,27,114,6,16,5,16,28,80,34,105,63,223,0,0,0,3,0,0,15,32,18,35,0,3,3,16,9,19,15,34,33,78,3,6,171,457
SSC11496,420,830,14,62,73,317,10,57,285,1142,379,1586,23,91,47,157,99,303,165,551,548,2135,0,8,9,32,4,12,64,163,70,206,12,42,27,57,69,145,110,241,179,448,11,27,1158,3446
SSC11497,11,27,0,9,0,7,0,0,7,13,9,30,0,0,0,0,0,7,0,7,11,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,62
SSC11498,23,45,0,7,0,12,0,9,5,23,11,46,0,0,0,3,4,21,7,19,15,70,0,0,0,0,0,0,3,8,3,8,0,0,0,0,0,0,0,0,3,8,0,3,44,119
SSC11499,75,147,0,0,8,25,0,9,35,144,45,177,0,7,4,15,16,38,17,54,69,234,0,0,4,8,0,0,14,45,18,51,0,5,7,12,11,15,21,34,40,91,0,0,185,478
SSC11500,223,441,0,14,15,55,5,21,69,268,88,355,8,28,14,44,48,139,69,213,150,568,4,17,7,17,3,11,34,87,46,130,3,11,3,13,50,107,55,129,107,258,4,13,488,1279
SSC11501,465,908,3,10,20,83,3,12,160,637,181,739,11,38,22,70,40,119,69,231,257,970,0,0,4,21,3,10,27,78,34,105,0,7,8,8,33,75,42,85,74,194,4,10,803,2078
SSC11502,12,18,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,3,3,6,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,16,35
SSC11503,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC11504,7,9,0,0,0,0,0,0,0,9,0,9,0,0,3,6,0,0,3,10,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,27
SSC11505,12,34,0,0,4,11,0,7,4,27,8,37,0,0,0,3,10,20,11,24,18,61,0,5,0,8,0,0,0,0,0,10,0,0,0,0,0,3,3,8,6,12,0,0,33,110
SSC11506,25,40,0,0,0,4,0,0,3,11,3,16,0,0,3,8,0,3,3,9,4,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,6,8,7,10,0,0,33,76
SSC11507,101,198,0,6,8,31,0,12,52,200,63,256,3,16,6,30,26,72,36,123,98,372,0,3,6,6,3,13,17,45,24,74,7,10,8,12,27,63,39,88,66,163,8,15,272,740
SSC11508,39,72,0,8,8,41,0,4,8,47,21,93,4,13,4,10,9,24,11,45,39,140,0,0,0,0,0,6,3,11,6,13,0,0,0,3,0,0,0,3,6,15,0,0,78,225
SSC11509,49,101,0,3,5,24,0,0,23,86,25,111,0,5,0,8,10,23,13,33,38,148,0,0,0,0,0,0,7,19,7,19,0,0,4,3,5,11,3,12,16,30,3,3,106,283
SSC11510,3,4,0,6,0,0,0,0,6,20,7,29,0,0,0,5,0,0,0,5,5,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,9,42
SSC11511,29,58,0,0,3,17,0,4,12,62,19,81,0,0,0,10,13,33,13,43,30,120,0,0,0,0,0,0,9,23,7,23,0,0,0,0,0,4,3,12,15,36,0,3,75,215
SSC11512,13,26,0,0,0,3,3,8,8,22,11,31,0,3,3,10,0,0,3,13,8,48,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,3,0,3,0,3,0,0,25,69
SSC11513,22,45,0,5,0,10,0,3,16,51,17,73,0,0,3,12,14,49,19,56,35,131,0,0,0,0,0,0,0,3,0,3,0,0,0,3,3,10,3,9,3,16,3,4,69,196
SSC11514,21,39,0,4,0,3,0,6,8,22,9,37,0,0,0,0,4,9,4,9,13,41,0,0,0,0,0,0,6,16,6,16,0,0,0,0,3,3,3,3,7,23,0,0,33,102
SSC11515,1126,2246,30,187,153,707,25,113,819,3236,1035,4249,109,460,144,518,281,891,541,1866,1572,6116,10,32,39,150,10,39,136,362,200,587,27,81,40,93,174,365,239,536,440,1121,43,85,3177,9565
SSC11516,0,4,0,0,0,0,0,0,0,4,0,7,0,0,0,3,0,0,0,3,4,6,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,3,3,5,0,0,9,20
SSC11517,4,10,0,0,0,0,0,0,3,10,3,10,0,0,0,0,0,5,0,5,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,26
SSC11518,269,535,0,9,6,25,7,22,46,186,58,242,0,6,6,22,37,103,45,135,105,377,0,0,0,3,3,17,16,52,23,73,0,0,3,3,29,54,26,61,49,135,3,12,434,1060
SSC11519,56,110,3,15,7,45,5,10,28,107,42,180,6,13,3,19,3,10,12,47,55,232,0,0,0,3,0,10,12,32,19,39,0,0,3,4,10,26,14,34,29,76,3,4,143,423
SSC11520,310,607,3,22,22,114,15,64,116,480,153,675,9,22,14,35,34,92,51,152,201,830,0,3,7,31,3,14,39,107,53,152,0,6,10,26,34,73,49,103,106,258,4,8,625,1700
SSC11521,45,90,0,0,3,22,0,0,15,46,18,70,0,3,3,7,6,21,10,33,27,98,0,0,0,0,0,0,3,5,3,5,0,0,0,3,3,9,9,15,9,23,3,3,80,216
SSC11522,14,28,0,0,0,3,0,0,0,7,0,11,0,0,4,6,0,0,4,6,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,4,7,0,0,23,52
SSC11523,70,134,0,0,7,15,6,7,22,75,29,104,0,0,0,7,0,5,4,20,28,119,0,0,0,0,0,0,13,36,13,36,0,4,0,0,3,11,6,14,24,48,0,3,122,303
SSC11524,25,48,0,0,0,7,0,4,3,9,5,16,0,0,0,6,5,14,3,20,9,36,0,0,0,5,0,3,3,10,4,20,0,0,0,0,0,0,0,0,5,22,0,0,38,105
SSC11525,9,14,0,0,0,0,0,0,3,11,3,11,0,0,0,3,0,0,0,3,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,31
SSC11526,164,331,0,6,11,45,3,31,48,196,72,277,3,12,13,44,27,87,48,149,113,426,0,0,4,16,0,0,10,19,12,35,0,0,4,6,14,32,15,39,33,69,0,3,310,827
SSC11527,7,7,0,0,0,12,0,0,5,11,3,24,0,0,0,0,0,0,0,0,9,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,35
SSC11528,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,4,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
SSC11529,30,59,0,0,3,15,0,0,16,64,14,72,0,0,0,13,3,8,7,20,24,91,0,0,0,3,0,0,0,8,3,11,0,0,0,0,0,3,0,3,4,13,0,5,55,161
SSC11530,823,1650,12,50,103,440,15,62,749,2767,869,3315,60,244,100,349,238,781,397,1378,1267,4695,0,0,21,65,7,13,108,286,130,368,7,25,42,86,190,409,242,524,379,894,38,88,2510,7319
SSC11531,3,5,0,0,0,0,0,0,0,9,5,8,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,21
SSC11532,3,6,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15
SSC11533,361,714,20,89,106,455,24,117,549,2164,692,2830,34,139,56,181,94,308,181,627,876,3457,3,13,10,43,10,30,69,192,94,276,13,36,9,26,42,92,64,153,154,425,13,17,1396,4613
SSC11534,553,1091,21,97,86,375,36,165,580,2275,715,2905,62,271,79,298,169,546,318,1107,1033,4019,3,9,19,63,12,49,103,286,139,401,7,31,29,66,75,169,111,261,247,664,18,31,1848,5807
SSC11535,180,356,4,31,31,167,7,45,141,577,188,822,24,79,18,65,56,171,91,319,286,1140,0,0,9,22,3,21,16,48,27,85,5,13,6,20,15,36,27,63,52,153,3,3,523,1657
SSC11536,930,1866,14,66,77,377,31,138,411,1702,534,2284,30,110,44,145,148,442,220,697,752,2979,7,30,31,112,7,20,170,503,213,668,16,40,23,60,132,283,175,382,388,1051,37,78,2112,5971
SSC11537,4,9,0,0,0,3,0,3,3,15,5,18,0,0,0,5,0,0,0,7,9,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,12,32
SSC11538,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5
SSC11539,23,43,0,0,0,8,3,11,9,48,14,68,0,3,3,6,4,18,5,26,20,93,0,0,0,4,0,0,3,13,3,16,0,0,0,0,0,3,0,3,9,19,0,0,54,158
SSC11540,5,14,0,0,0,0,0,0,4,8,4,8,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,25
SSC11541,14,21,0,0,0,0,0,3,6,26,9,29,0,0,0,5,0,0,0,5,5,28,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,20,54
SSC11542,14,23,0,6,0,6,0,0,4,14,6,26,0,0,0,0,3,4,3,4,11,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,54
SSC11543,14,20,0,0,5,18,0,0,4,23,11,39,3,7,0,3,3,10,4,22,18,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,83
SSC11544,176,342,0,15,23,95,12,46,170,668,203,832,14,54,12,39,23,68,49,154,250,985,0,3,9,39,0,5,56,156,71,207,0,4,6,16,29,64,45,91,107,300,10,20,541,1643
SSC11545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11546,553,1092,0,6,20,74,3,11,245,854,272,949,7,33,37,134,26,78,76,243,351,1189,0,0,0,9,0,0,31,73,39,85,0,3,17,38,30,61,45,101,82,184,40,83,1025,2556
SSC11547,51,100,0,0,14,58,3,11,46,198,60,266,3,7,5,17,12,36,18,60,78,332,0,0,0,0,0,0,0,6,0,6,0,0,0,0,7,6,6,11,4,17,0,0,137,446
SSC11548,662,1334,9,64,130,603,18,75,741,2944,896,3693,73,287,134,475,177,564,382,1325,1278,5018,3,8,17,62,4,27,63,164,93,262,12,36,33,70,119,260,161,366,251,628,24,55,2215,7041
SSC11549,339,677,7,62,26,105,7,19,208,818,249,995,28,125,27,91,63,194,118,404,362,1406,0,4,10,17,0,8,50,127,57,163,4,10,14,38,31,77,50,117,112,281,3,14,822,2374
SSC11550,2050,4071,18,107,123,562,29,136,481,1854,643,2657,30,111,89,279,196,589,312,973,960,3633,9,27,57,212,27,101,282,789,370,1121,18,61,51,114,278,572,345,752,718,1871,56,108,3777,9689
SSC11551,5,12,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,18
SSC11552,8,13,0,0,0,8,0,3,3,6,3,19,0,3,0,0,4,21,7,23,8,44,0,0,0,0,0,8,0,0,0,8,0,0,0,0,3,3,3,3,3,6,0,3,19,64
SSC11553,15,37,3,18,0,0,0,0,0,6,4,25,0,0,0,4,3,3,3,11,4,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,25,74
SSC11554,74,151,3,18,10,49,5,24,46,178,59,268,3,29,17,57,22,72,42,156,103,424,0,9,0,0,0,0,6,12,3,12,0,4,0,3,11,16,13,25,12,42,0,4,203,618
SSC11555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,4,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,5
SSC11557,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,14,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18
SSC11558,26,50,0,3,0,3,0,0,6,27,6,31,0,0,3,12,4,11,10,19,14,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,44,110
SSC11559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11560,31,59,0,0,3,12,0,4,16,53,18,69,0,0,0,0,3,15,3,15,18,83,0,0,0,3,0,0,0,3,4,7,0,0,0,0,3,4,3,4,5,13,0,0,55,151
SSC11561,125,261,0,17,22,104,5,25,55,238,85,385,0,13,8,41,26,91,44,143,129,521,0,8,6,15,0,12,36,114,45,151,0,3,8,12,36,70,38,84,88,236,3,10,350,1032
SSC11562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11564,187,386,6,58,17,91,17,63,138,567,185,782,14,61,12,49,67,224,101,330,281,1108,3,13,4,18,3,10,20,48,31,97,0,12,8,16,38,86,51,111,79,204,3,5,558,1709
SSC11565,5,14,0,3,0,5,0,0,0,14,5,20,0,3,0,0,4,10,3,12,11,37,0,0,0,0,0,4,0,3,4,3,0,0,0,0,0,3,3,5,7,9,0,0,18,63
SSC11566,3,6,0,0,0,3,0,0,3,8,0,11,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16
SSC11567,0,0,0,0,0,0,0,0,3,23,3,23,0,3,0,0,0,0,0,3,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,23
SSC11568,1039,2062,25,127,240,1095,43,162,1229,4919,1536,6302,148,611,213,774,380,1212,740,2600,2278,8902,3,15,32,91,8,29,104,291,144,431,24,82,44,112,171,369,245,562,389,995,34,91,3744,12052
