SSC_CODE_2016,P_EducTrain_GD_GC,P_EducTrain_BD,P_EducTrain_AdD_D,P_EducTrain_Cert,P_EducTrain_ID_NS,P_EducTrain_ToT,P_HealthCareSocA_PD,P_HealthCareSocA_GD_GC,P_HealthCareSocA_BD,P_HealthCareSocA_AdD_D,P_HealthCareSocA_Cert,P_HealthCareSocA_ID_NS,P_HealthCareSocA_ToT,P_ArtRecServ_PD,P_ArtRecServ_GD_GC,P_ArtRecServ_BD,P_ArtRecServ_AdD_D,P_ArtRecServ_Cert,P_ArtRecServ_ID_NS,P_ArtRecServ_ToT,P_OthServ_PD,P_OthServ_GD_GC,P_OthServ_BD,P_OthServ_AdD_D,P_OthServ_Cert,P_OthServ_ID_NS,P_OthServ_ToT,P_ID_NS_PD,P_ID_NS_GD_GC,P_ID_NS_BD,P_ID_NS_AdD_D,P_ID_NS_Cert,P_ID_NS_ID_NS,P_ID_NS_ToT,P_ToT_PD,P_ToT_GD_GC,P_ToT_BD,P_ToT_AdD_D,P_ToT_Cert,P_ToT_ID_NS,P_ToT_ToT
SSC12406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC12407,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,9,0,13
SSC12408,0,0,0,6,0,8,0,0,0,3,8,0,12,0,0,0,0,0,0,0,0,0,0,0,6,0,8,0,0,0,0,3,0,3,3,3,13,15,50,0,86
SSC12409,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,0,15
SSC12410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,15,0,26
SSC12411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12412,4,6,3,5,0,23,0,0,3,6,4,0,18,0,0,0,0,7,0,6,0,0,0,0,9,0,9,0,0,0,0,3,3,8,14,6,25,36,107,13,194
SSC12413,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,8,22,0,34
SSC12414,0,0,0,0,0,3,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,14,0,32
SSC12415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,16,3,24
SSC12416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,3,18
SSC12417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12418,0,4,4,0,0,13,0,0,3,4,3,0,14,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,3,7,0,25,18,54,0,105
SSC12419,0,19,7,11,3,48,0,6,12,6,18,3,43,0,0,3,3,3,0,8,0,0,0,3,32,0,39,0,0,0,0,17,3,20,34,5,109,112,284,38,582
SSC12420,0,3,0,0,0,6,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,27,4,49
SSC12421,25,127,26,31,6,274,36,19,99,46,44,10,253,5,0,9,3,7,0,23,0,0,15,11,65,6,95,3,0,11,11,27,11,64,186,93,711,358,571,85,2015
SSC12422,0,52,18,32,3,139,13,5,65,68,86,11,250,0,0,3,4,9,3,15,0,0,10,10,50,0,72,3,0,9,22,52,27,111,79,19,349,329,648,126,1547
SSC12423,0,3,0,4,0,7,0,0,4,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,19,12,31,0,68
SSC12424,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,10,0,11,0,21
SSC12425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5
SSC12426,0,3,3,0,0,4,0,0,3,3,3,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,3,0,9,17,51,8,89
SSC12427,0,3,0,0,0,9,0,0,7,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,7,16,8,26,3,66
SSC12428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC12429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,10
SSC12430,4,22,3,18,3,58,7,3,20,27,49,7,113,0,0,0,0,3,0,3,0,0,4,9,19,0,36,0,0,0,3,10,9,19,18,9,74,77,290,44,510
SSC12431,5,29,10,15,0,68,12,3,24,18,38,11,105,0,0,0,0,0,0,3,4,0,4,3,13,0,17,0,0,3,4,5,3,13,22,10,107,72,234,39,487
SSC12432,3,37,8,12,3,72,6,5,35,16,13,0,79,3,0,3,3,3,0,11,0,0,3,0,3,0,8,0,0,8,5,5,0,17,26,26,160,81,131,14,444
SSC12433,16,83,41,41,3,258,57,9,166,114,160,14,522,5,0,3,4,7,3,27,3,0,17,14,68,3,100,14,0,30,31,69,40,179,421,52,802,537,1138,179,3121
SSC12434,7,61,13,22,3,130,7,6,88,34,66,10,221,3,0,0,3,9,0,10,0,0,3,7,38,0,49,0,0,6,0,23,0,31,51,42,284,189,545,46,1157
SSC12435,5,16,9,4,3,42,15,4,36,7,10,0,77,0,0,0,4,0,0,3,0,0,0,3,13,0,22,0,3,10,8,3,6,27,66,15,198,83,117,27,505
SSC12436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12437,21,147,32,12,0,347,72,20,183,43,39,11,363,10,0,11,3,6,0,36,18,4,35,14,18,0,84,34,0,54,9,5,4,117,888,91,1556,338,282,74,3227
SSC12438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12440,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,5
SSC12441,4,3,3,0,0,10,0,0,6,4,0,0,15,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,4,10,6,14,17,15,0,57
SSC12442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,13
SSC12443,3,13,3,7,0,34,5,0,15,6,4,0,28,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,4,4,3,0,11,19,3,71,43,74,5,210
SSC12444,0,0,0,0,0,0,0,0,5,0,7,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,23,0,39
SSC12445,7,11,8,3,0,34,0,0,15,6,5,0,24,0,0,4,0,0,0,9,0,0,3,0,4,0,9,0,0,4,0,3,0,8,6,7,58,20,71,3,169
SSC12446,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,10,0,13
SSC12447,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,18
SSC12448,0,3,0,0,0,3,0,0,3,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,3,28,0,44
SSC12449,3,15,7,4,0,33,12,3,59,32,28,3,129,0,0,0,0,0,0,3,3,0,0,4,10,3,20,0,0,0,3,11,0,19,30,12,130,106,214,16,507
SSC12450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC12451,0,3,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,13,4,20,0,44
SSC12452,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,3,0,5,3,4,21,9,27,6,67
SSC12453,11,62,23,17,3,170,25,8,74,21,22,9,153,3,0,5,5,10,4,23,6,0,9,11,32,6,58,6,0,21,0,11,12,54,179,33,398,168,337,53,1174
SSC12454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,4,0,3
SSC12455,0,5,4,0,0,11,3,0,13,5,21,0,41,0,0,0,0,3,0,3,0,0,0,0,6,0,12,0,0,0,0,10,6,14,4,0,23,33,144,19,225
SSC12456,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,7,0,17
SSC12457,0,0,0,3,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,3,4,0,0,0,3,20,4,28
SSC12458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12459,0,0,0,0,0,3,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,9,0,34
SSC12460,0,6,0,0,0,9,0,0,3,3,7,4,21,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,4,15,15,48,4,86
SSC12461,8,24,12,10,3,58,6,6,31,11,25,0,81,0,0,0,0,3,0,9,0,0,0,3,27,0,30,0,0,6,0,13,3,23,22,28,114,72,239,19,488
SSC12462,0,3,0,0,0,8,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,10,13,17,3,48
SSC12463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,5
SSC12464,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,3,11,0,26
SSC12465,0,7,3,3,0,13,3,0,0,4,4,0,12,0,0,0,0,0,0,4,0,0,0,3,4,0,5,0,0,0,4,3,0,9,9,4,20,21,70,3,125
SSC12466,0,3,0,0,0,3,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,8,3,21
SSC12467,0,0,3,0,0,3,0,0,0,3,6,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,7,0,20,20,40,9,90
SSC12468,18,74,11,10,0,166,41,12,90,37,38,4,215,0,0,0,3,4,0,9,4,0,4,3,30,3,53,0,0,3,6,11,3,23,150,52,356,158,280,34,1026
SSC12469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,7
SSC12470,0,3,3,0,0,8,0,0,6,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,3,0,3,13,12,48,7,77
SSC12471,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,7
SSC12472,3,5,4,0,0,21,0,0,6,3,4,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,12,9,8,49,42,102,10,218
SSC12473,0,5,0,5,0,7,0,0,3,5,11,0,24,0,0,0,0,0,0,0,0,0,0,4,4,0,9,0,0,0,0,3,3,5,3,3,22,23,118,12,186
SSC12474,4,23,10,21,0,61,3,0,17,36,33,9,96,0,0,0,0,0,0,0,0,0,3,3,20,0,26,0,0,0,0,10,0,8,7,5,69,75,275,33,468
SSC12475,50,285,46,21,10,580,141,47,327,87,68,25,693,18,5,84,20,16,5,153,28,7,69,43,52,3,195,61,8,143,46,60,29,342,1441,276,3690,949,849,240,7446
SSC12476,23,104,33,13,6,217,41,24,122,61,49,9,310,5,0,23,3,11,0,43,4,5,17,8,62,3,89,9,4,28,15,25,15,99,314,125,1006,452,573,95,2560
SSC12477,7,21,7,10,0,49,0,6,26,21,45,7,103,0,0,0,0,3,0,3,0,0,0,3,29,3,36,0,0,0,0,15,10,30,11,14,80,85,329,42,554
SSC12478,0,0,0,0,0,3,0,0,3,0,7,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,18,3,29
SSC12479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,0,14
SSC12480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,13
SSC12481,0,0,0,3,0,3,3,0,3,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,5,13,6,30,20,34,8,110
SSC12482,3,10,3,4,0,12,0,0,4,4,3,0,20,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,6,0,7,12,3,33,17,67,12,145
SSC12483,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,16,0,24
SSC12484,3,22,5,19,0,58,5,0,14,9,14,3,43,0,0,3,0,0,0,9,0,0,0,3,19,0,24,0,0,6,0,13,0,19,28,9,95,57,225,9,424
SSC12485,15,52,24,29,0,156,36,10,140,66,85,15,350,0,0,4,9,5,3,21,4,3,17,14,81,4,114,13,0,16,23,46,13,112,207,44,623,390,793,103,2171
SSC12486,0,0,0,3,0,9,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,4,5,5,21,0,34
SSC12487,0,4,0,0,0,12,3,0,4,0,3,0,11,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,33,20,23,0,85
SSC12488,5,58,15,19,0,116,17,5,70,23,61,11,188,0,0,5,3,11,0,20,0,0,3,7,27,0,36,3,0,3,7,18,3,33,65,24,284,190,468,32,1062
SSC12489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SSC12490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12491,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,0,15
SSC12492,0,17,6,14,0,53,3,7,25,21,31,7,98,0,0,0,3,3,0,8,0,0,3,3,15,0,17,0,0,0,0,8,0,12,20,13,80,64,252,24,461
SSC12493,0,0,0,3,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,4,3,27,4,42
SSC12494,0,3,3,0,0,9,0,0,3,5,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,14,35,3,64
SSC12495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,20
SSC12496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC12497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC12498,3,11,3,5,0,29,3,0,21,19,12,3,59,0,0,0,0,0,0,0,0,0,0,0,15,0,12,0,0,0,0,0,0,7,16,7,60,45,115,8,260
SSC12499,0,4,0,5,0,11,0,0,4,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,17,4,27,4,50
SSC12500,0,13,3,3,0,14,0,0,0,7,5,0,17,0,0,0,3,0,0,4,0,0,0,0,6,0,11,3,0,3,4,3,0,15,7,0,28,37,90,10,181
SSC12501,86,574,118,75,21,1293,331,82,681,228,158,51,1533,19,0,85,42,45,12,213,29,10,101,72,168,8,387,68,16,147,70,90,53,443,2039,419,4534,1611,2082,417,11099
SSC12502,0,8,3,3,0,16,0,0,12,3,7,0,22,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0,0,0,0,3,0,3,3,7,26,34,80,11,157
SSC12503,0,10,0,0,3,16,0,0,3,3,9,0,16,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,3,0,16,20,59,9,117
SSC12504,106,556,85,69,8,1335,272,83,572,149,140,32,1247,51,16,160,53,51,8,340,35,13,118,50,156,11,381,40,11,140,57,74,65,389,1827,501,4611,1516,1809,308,10574
SSC12505,0,3,0,3,0,17,0,0,10,4,9,3,26,0,0,0,0,0,0,0,0,0,0,0,11,3,18,0,0,0,0,11,3,12,10,5,58,36,109,17,235
SSC12506,34,220,45,38,15,581,127,29,242,77,72,15,561,8,0,26,5,10,0,52,35,7,36,12,52,0,141,35,0,74,25,25,36,202,1182,168,1969,591,650,165,4722
SSC12507,0,3,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,11,12,20,3,45
SSC12508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,12
SSC12509,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,13,3,17
SSC12510,0,0,0,0,0,4,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,28,0,47
SSC12511,0,3,0,0,0,11,0,0,7,10,11,0,27,0,0,0,0,0,0,0,0,0,0,4,4,0,11,0,0,0,0,3,0,8,5,3,14,24,68,0,122
SSC12512,3,12,0,5,0,24,4,0,10,6,3,0,20,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,4,0,5,20,5,40,17,37,5,130
SSC12513,0,5,0,3,0,13,0,0,5,11,18,0,34,0,0,0,0,0,0,3,0,0,0,0,11,0,19,0,0,0,0,9,0,13,4,4,41,40,165,16,268
SSC12514,13,93,33,43,0,227,25,18,129,93,170,20,454,0,0,7,0,7,0,13,3,0,7,18,98,5,128,3,0,7,5,38,15,68,106,51,436,370,1242,89,2301
SSC12515,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,12
SSC12516,0,3,0,0,0,3,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,3,9,0,27
SSC12517,0,3,3,3,0,11,0,0,3,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,10,25,3,49
SSC12518,10,41,7,5,0,87,22,5,52,18,15,6,119,0,0,3,0,0,0,5,0,0,3,4,18,0,27,0,0,3,6,7,4,22,72,28,219,92,167,17,593
SSC12519,19,160,47,32,8,367,99,34,255,95,78,28,591,12,0,34,16,9,3,75,15,0,46,28,95,9,195,42,6,94,29,47,18,240,1019,159,2371,928,1223,224,5933
SSC12520,3,23,7,0,0,45,16,8,39,15,10,3,80,0,0,0,3,0,0,4,0,0,0,0,7,0,13,3,0,6,0,3,0,12,41,12,121,62,100,9,342
SSC12521,0,4,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,3,0,17
SSC12522,0,8,6,8,0,24,0,0,8,5,9,0,24,0,0,0,0,0,0,0,0,0,0,3,5,0,11,0,0,0,0,4,7,13,6,4,23,32,130,15,210
SSC12523,4,3,0,0,0,4,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,6,20,0,36
SSC12524,23,156,40,49,19,391,57,12,158,72,93,17,413,5,0,20,6,14,3,44,5,0,29,27,71,7,138,6,0,35,21,35,21,125,354,78,990,555,953,151,3085
SSC12525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,10,0,19
SSC12526,0,3,0,0,0,5,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,12,6,27
SSC12527,0,0,3,0,0,4,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,8,9,13,0,34
SSC12528,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,7
SSC12529,0,0,0,0,0,3,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,0,18
SSC12530,31,175,44,49,10,391,51,25,237,113,177,10,612,3,3,14,5,13,0,39,5,0,22,9,75,0,119,0,0,13,10,25,16,75,234,101,900,489,1139,85,2945
SSC12531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4
SSC12532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,6
SSC12533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,0,13
SSC12534,10,35,5,5,0,92,14,3,71,11,37,4,142,3,0,3,0,0,0,9,3,0,13,3,19,3,38,0,0,7,0,5,0,17,68,19,230,87,226,13,644
SSC12535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12536,3,28,11,13,0,75,18,10,49,17,46,0,134,0,0,0,0,3,0,4,0,0,0,6,20,0,22,0,0,3,0,3,3,10,43,19,151,87,275,23,603
SSC12537,0,3,0,0,0,6,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,14,28,3,55
SSC12538,0,17,3,0,0,23,4,0,29,0,3,0,40,0,0,0,0,0,0,0,3,0,0,0,4,4,10,0,0,3,0,0,0,7,32,3,94,36,36,20,227
SSC12539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5
SSC12540,0,3,0,3,0,10,0,0,0,0,7,4,8,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,7,10,48,3,76
SSC12541,0,3,0,0,0,3,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,3,0,5,3,34,6,47
SSC12542,4,39,4,17,3,83,6,0,38,21,29,7,96,0,0,3,0,11,0,16,0,0,3,4,56,0,64,0,0,3,3,30,3,38,20,15,133,151,498,41,859
SSC12543,3,3,0,4,0,11,0,3,3,4,3,0,15,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,8,0,5,13,8,55,11,94
SSC12544,0,0,0,0,0,8,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,16,6,36,3,59
SSC12545,3,20,3,6,0,44,10,5,17,6,7,0,48,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,9,73,32,66,3,198
SSC12546,0,0,0,0,0,0,0,0,3,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,8,11,0,40
SSC12547,9,38,12,4,3,114,46,4,54,15,4,8,127,0,5,13,0,3,0,24,3,0,18,5,0,0,23,9,0,15,4,3,4,48,279,60,566,141,80,38,1169
SSC12548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,14
SSC12549,3,8,0,3,0,20,0,0,6,0,3,0,18,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,0,0,0,0,0,7,5,8,29,17,43,6,116
SSC12550,12,74,16,12,3,181,69,22,119,28,21,7,263,4,3,19,4,6,3,32,4,3,22,5,22,0,56,30,3,42,8,9,4,94,606,86,1071,236,271,59,2326
SSC12551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,13
SSC12553,3,7,3,7,0,31,0,0,9,14,11,0,36,0,0,0,0,0,0,5,0,0,0,0,3,0,3,0,0,3,0,5,0,6,16,13,70,43,78,9,230
SSC12554,19,105,39,46,4,239,21,11,113,108,171,32,458,0,0,0,10,9,3,21,0,0,8,13,122,6,147,0,0,13,12,45,12,91,107,75,467,623,1645,132,3038
SSC12555,0,0,0,0,0,4,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,4,0,10,4,21,0,40
SSC12556,0,7,3,4,0,18,0,3,6,12,3,3,24,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,0,6,8,25,24,66,8,137
SSC12557,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,4,15,0,45
