SSC_CODE_2016,One_method_Train_M,One_method_Train_F,One_method_Train_P,One_method_Bus_M,One_method_Bus_F,One_method_Bus_P,One_method_Ferry_M,One_method_Ferry_F,One_method_Ferry_P,One_met_Tram_incl_lt_rail_M,One_met_Tram_incl_lt_rail_F,One_met_Tram_incl_lt_rail_P,One_method_Taxi_M,One_method_Taxi_F,One_method_Taxi_P,One_method_Car_as_driver_M,One_method_Car_as_driver_F,One_method_Car_as_driver_P,One_method_Car_as_passenger_M,One_method_Car_as_passenger_F,One_method_Car_as_passenger_P,One_method_Truck_M,One_method_Truck_F,One_method_Truck_P,One_method_Motorbike_scootr_M,One_method_Motorbike_scootr_F,One_method_Motorbike_scootr_P,One_method_Bicycle_M,One_method_Bicycle_F,One_method_Bicycle_P,One_method_Other_M,One_method_Other_F,One_method_Other_P,One_method_Walked_only_M,One_method_Walked_only_F,One_method_Walked_only_P,One_method_Tot_one_method_M,One_method_Tot_one_method_F,One_method_Tot_one_method_P,Two_methods_Train_Bus_M,Two_methods_Train_Bus_F,Two_methods_Train_Bus_P,Two_methods_Train_Ferry_M,Two_methods_Train_Ferry_F,Two_methods_Train_Ferry_P,Two_mt_trn_Trm_incl_lt_rl_M,Two_mt_trn_Trm_incl_lt_rl_F,Two_mt_trn_Trm_incl_lt_rl_P,Two_methods_Trn_Car_as_drvr_M,Two_methods_Trn_Car_as_drvr_F,Two_methods_Trn_Car_as_drvr_P,Two_methods_Trn_Car_as_pass_M,Two_methods_Trn_Car_as_pass_F,Two_methods_Trn_Car_as_pass_P,Two_methods_Train_Other_M,Two_methods_Train_Other_F,Two_methods_Train_Other_P,Two_methods_Train_Tot_M,Two_methods_Train_Tot_F,Two_methods_Train_Tot_P,Two_methods_Bus_Ferry_M,Two_methods_Bus_Ferry_F,Two_methods_Bus_Ferry_P,Two_mth_Bu_Trm_inc_lt_rl_M,Two_mth_Bu_Trm_inc_lt_rl_F,Two_mth_Bu_Trm_inc_lt_rl_P,Two_methods_Bus_Car_as_drvr_M,Two_methods_Bus_Car_as_drvr_F,Two_methods_Bus_Car_as_drvr_P,Two_methods_Bus_Car_as_pass_M,Two_methods_Bus_Car_as_pass_F,Two_methods_Bus_Car_as_pass_P,Two_methods_Bus_Other_M,Two_methods_Bus_Other_F,Two_methods_Bus_Other_P,Two_methods_Bus_Tot_M,Two_methods_Bus_Tot_F,Two_methods_Bus_Tot_P,Two_methds_Othr_two_methds_M,Two_methds_Othr_two_methds_F,Two_methds_Othr_two_methds_P,Two_methods_Tot_two_methods_M,Two_methods_Tot_two_methods_F,Two_methods_Tot_two_methods_P,Three_meth_Trn_two_othr_met_M,Three_meth_Trn_two_othr_met_F,Three_meth_Trn_two_othr_met_P,Three_met_Bs_2_ot_met_ex_tr_M,Three_met_Bs_2_ot_met_ex_tr_F,Three_met_Bs_2_ot_met_ex_tr_P,Three_meth_Othr_three_meth_M,Three_meth_Othr_three_meth_F,Three_meth_Othr_three_meth_P,Three_meth_Tot_three_meth_M,Three_meth_Tot_three_meth_F,Three_meth_Tot_three_meth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Method_travel_to_work_ns_M,Method_travel_to_work_ns_F,Method_travel_to_work_ns_P,Tot_M,Tot_F,Tot_P
SSC11746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,3,5,10
SSC11748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3
SSC11749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,12,8,17
SSC11750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,3,8
SSC11751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,20,36,3,0,5,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,25,20,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,9,3,6,3,0,0,0,33,27,65
SSC11753,56,41,94,10,14,24,0,0,0,0,0,0,0,0,4,938,895,1828,56,73,132,21,0,19,10,0,10,7,3,13,3,3,8,4,15,18,1112,1050,2158,24,10,37,0,0,0,0,0,0,48,20,66,3,13,14,3,0,5,81,41,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,23,99,47,148,5,3,11,0,0,0,0,0,0,10,3,14,76,111,190,105,201,309,7,13,28,1409,1432,2842
SSC11754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,76,153,4,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,85,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,7,9,18,24,0,0,0,97,108,202
SSC11756,91,114,204,43,81,128,0,0,0,0,0,0,11,0,9,2076,1488,3564,129,205,332,87,0,86,11,0,11,4,0,4,13,4,16,17,25,42,2476,1920,4397,36,35,72,0,0,0,0,0,0,68,48,119,10,26,38,0,0,0,122,107,229,0,0,0,0,0,0,0,0,4,3,9,11,0,3,4,8,15,17,40,13,54,164,135,301,14,30,48,0,0,0,0,0,0,14,30,48,34,75,112,124,181,301,27,37,61,2852,2376,5228
SSC11757,223,188,413,51,83,136,0,0,0,3,0,3,26,4,32,3313,2039,5354,216,262,483,148,3,151,14,0,14,12,3,11,40,12,55,71,71,140,4127,2667,6792,101,114,211,0,0,0,0,0,0,70,56,121,7,21,30,0,0,0,180,193,371,0,0,0,0,0,0,3,3,9,3,3,12,0,0,3,6,12,21,45,19,61,235,218,452,25,25,56,0,0,0,0,0,0,25,25,55,72,197,269,211,292,498,104,60,165,4770,3459,8229
SSC11758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,16,28,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,14,17,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,10,0,0,0,0,0,0,23,23,46
SSC11759,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,46,38,83,0,3,6,10,0,10,0,0,0,0,0,0,3,0,3,3,3,5,67,42,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,26,3,5,13,0,3,3,91,64,147
SSC11760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,16,35,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,10,3,12,23,26,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,19,4,4,8,0,3,7,44,36,81
SSC11761,49,49,94,19,29,47,0,0,0,0,0,0,0,0,0,785,520,1305,49,71,112,32,0,34,3,0,3,0,0,0,4,3,6,0,3,6,940,673,1615,17,21,40,0,0,0,0,0,0,34,19,50,0,10,15,0,0,0,52,53,103,0,0,0,0,0,0,5,3,6,0,3,4,0,0,0,3,6,10,13,7,15,66,65,128,9,5,9,0,0,0,0,0,0,10,5,13,12,30,34,45,79,124,7,3,16,1078,851,1924
SSC11762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,4,6
SSC11763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,59,134,9,0,12,6,0,6,5,0,5,0,0,0,0,0,0,0,0,3,95,69,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,13,22,0,0,0,104,90,189
SSC11764,21,23,44,0,0,0,0,0,0,0,0,0,0,0,0,166,119,287,4,14,15,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,202,162,364,0,0,0,0,0,0,0,0,0,4,7,8,0,0,0,0,0,0,4,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,10,0,0,3,0,0,0,0,0,0,0,0,3,3,11,18,27,32,56,0,0,0,236,213,450
SSC11765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,10,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,3,8,0,0,0,18,20,34
SSC11766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,3,6
SSC11767,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,150,140,293,4,10,17,8,0,8,0,0,0,0,0,0,3,0,5,0,6,6,167,162,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,11,19,12,20,27,0,0,0,186,195,381
SSC11768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,19,45,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,23,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,3,5,4,0,0,0,41,25,65
SSC11769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,108,279,10,9,19,3,0,4,4,0,4,3,0,3,3,0,3,12,9,17,206,131,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,20,28,22,40,55,0,12,12,239,194,432
SSC11770,238,168,407,170,179,345,35,29,68,0,0,0,3,6,10,585,525,1104,29,45,76,4,0,4,24,0,22,21,3,31,10,3,17,75,109,187,1195,1076,2265,57,53,109,8,3,10,0,0,0,9,15,26,0,7,9,3,5,5,82,80,157,3,0,3,0,0,0,0,3,3,0,3,4,0,0,0,3,3,9,9,9,19,95,92,187,14,8,19,0,0,0,0,0,0,14,8,19,104,100,200,91,157,255,6,3,10,1503,1437,2936
SSC11771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,23,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,5,11,0,0,0,18,20,45
SSC11772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,13,0,0,0,0,0,0,11,8,25
SSC11773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,49,88,6,3,8,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,47,56,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,8,21,0,11,8,0,0,0,64,73,132
SSC11774,51,55,110,7,5,8,0,0,0,0,0,0,0,0,0,1035,786,1818,36,50,90,32,0,32,6,0,4,0,0,0,8,3,11,15,3,18,1185,908,2095,17,10,33,0,0,0,0,0,0,73,54,126,8,8,17,0,0,0,93,80,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,12,0,16,107,85,188,7,5,14,0,0,0,0,0,0,8,5,18,12,53,67,85,167,250,18,8,28,1419,1226,2649
SSC11775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,23,49,0,0,0,0,0,0,0,0,0,0,0,3,4,0,4,0,0,0,23,26,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,0,8,0,0,0,32,32,64
SSC11776,0,0,0,9,0,10,0,0,0,0,0,0,0,0,0,312,262,573,34,19,54,17,0,18,3,0,3,3,0,3,3,0,8,33,37,66,413,318,732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,9,0,4,0,0,0,0,0,0,0,0,0,0,0,0,61,51,115,28,67,94,10,10,15,514,449,962
SSC11777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,25,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,43,29,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,14,5,4,16,0,0,0,54,38,98
SSC11778,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,518,378,898,22,22,47,16,0,17,3,0,3,3,0,3,3,0,5,3,4,10,583,410,997,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,7,7,3,16,0,0,0,0,0,0,0,0,0,0,0,0,3,14,18,70,81,146,17,14,32,680,522,1205
SSC11779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,11,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,21,13,31
SSC11780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,14,15,29
SSC11781,212,216,434,100,167,263,0,0,0,3,0,5,4,4,14,3810,2885,6703,200,263,466,131,3,133,31,3,31,23,0,25,35,15,44,45,46,87,4593,3606,8203,90,103,192,0,0,0,0,0,0,120,104,218,26,35,60,4,0,9,242,235,477,0,0,0,0,0,0,3,11,15,7,13,13,0,0,0,7,29,33,41,10,51,290,274,567,37,39,76,0,3,3,0,0,0,38,43,79,112,218,334,301,500,801,49,44,95,5385,4686,10068
SSC11782,3,3,8,3,8,14,0,0,0,0,0,0,10,11,20,3290,2649,5938,357,405,762,61,0,61,31,3,32,32,9,38,22,11,34,119,87,206,3926,3180,7108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4,42,15,54,47,14,65,0,0,0,0,0,0,0,0,0,0,0,0,54,107,158,203,371,573,49,68,118,4286,3738,8028
SSC11783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,13,9,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,21,0,0,0,3,0,3,31,18,48
SSC11784,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,32,30,62,3,0,4,0,0,0,0,0,0,0,0,0,4,0,4,3,9,10,42,43,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,22,4,3,8,0,0,3,67,55,125
SSC11785,3,8,15,0,0,0,0,0,0,0,0,0,0,0,0,266,194,459,13,9,18,12,0,13,3,0,3,3,0,3,6,0,3,9,6,12,307,220,530,0,0,0,0,0,0,0,0,0,8,9,15,0,0,0,0,0,0,4,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,8,10,8,20,3,0,4,0,0,0,0,0,0,3,0,4,28,25,58,20,26,43,0,3,3,371,291,663
SSC11786,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,128,81,207,10,8,18,11,0,11,0,0,0,0,0,0,3,0,3,9,3,8,161,97,258,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,0,0,0,0,0,0,0,0,0,0,0,0,6,13,25,6,24,31,0,0,0,183,141,319
SSC11787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,7,10,16
SSC11788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,9
SSC11790,496,498,994,48,67,121,0,0,0,0,0,0,14,7,22,2848,1558,4408,205,213,418,123,0,127,7,0,7,11,0,11,25,16,43,41,39,75,3820,2407,6224,81,98,185,0,0,0,0,0,4,50,27,73,11,22,36,3,3,6,148,153,300,0,0,0,0,0,0,5,3,8,0,3,6,0,0,0,4,10,11,35,13,49,192,172,363,18,24,40,0,0,0,4,0,4,21,24,44,59,151,213,201,248,450,77,48,127,4374,3048,7425
SSC11791,70,56,127,26,32,57,0,0,0,0,0,0,3,3,9,715,523,1238,45,59,103,33,0,33,8,0,8,3,0,3,4,3,6,13,8,26,925,683,1608,23,12,41,0,0,0,0,0,0,27,13,40,3,10,13,0,0,0,61,34,91,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,4,10,8,9,6,18,68,46,119,5,7,13,0,0,0,0,0,0,10,7,15,12,43,56,41,63,106,17,19,35,1070,859,1928
SSC11792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,42,77,6,0,5,0,0,3,3,0,3,0,0,0,4,0,3,10,14,23,61,59,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,22,13,36,0,5,10,3,0,3,87,83,166
SSC11793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,0,3,5,11,16
SSC11794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370,254,625,32,11,43,17,0,17,4,0,4,0,0,3,3,4,3,27,41,71,450,318,770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,23,27,47,37,64,108,3,5,6,518,417,939
SSC11795,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,238,207,447,10,17,31,14,0,13,3,0,3,0,0,0,0,3,4,0,3,7,271,231,507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,14,23,32,29,38,68,3,5,9,321,301,626
SSC11796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,30,68,0,7,9,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,43,35,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,14,0,3,11,0,0,0,56,48,107
SSC11797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,19,34,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,19,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,6,4,12,0,0,0,22,34,57
SSC11798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8
SSC11799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,0,3,22,15,28
SSC11800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,39,97,7,3,8,3,0,3,0,0,0,0,0,0,0,0,0,0,3,3,67,43,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,11,8,6,12,0,0,0,80,62,140
