SSC_CODE_2016,IA_DS_Separate_house,IA_DS_SemD_ro_tr_h_th,IA_DS_Flat_or_Apart,IA_DS_Other_dwelling,IA_DS_Not_stated,IA_Total,I_NA_DS_Separate_house,I_NA_DS_SemD_ro_tr_h_th,I_NA_DS_Flat_or_Apart,I_NA_DS_Other_dwelling,I_NA_DS_Not_stated,I_NA_Total,IC_NS_DS_Separate_house,IC_NS_DS_SemD_ro_tr_h_th,IC_NS_DS_Flat_or_Apart,IC_NS_DS_Other_dwelling,IC_NS_DS_Not_stated,IC_not_stated_Total,Total_DS_Separate_house,Total_DS_SemD_ro_tr_h_th,Total_DS_Flat_or_Apart,Total_DS_Other_dwelling,Total_DS_Not_stated,Total_Total
SSC12607,1133,136,9,0,12,1294,82,10,7,0,0,103,27,0,0,0,3,28,1239,150,14,0,16,1421
SSC12608,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC12609,17,0,0,0,0,14,4,0,0,0,0,4,0,0,0,0,0,0,16,0,0,0,0,20
SSC12610,8,0,0,0,0,8,7,0,0,0,0,7,0,0,0,0,0,0,12,0,0,0,0,12
SSC12611,10,0,0,0,0,10,4,0,0,0,0,4,0,0,0,0,0,0,12,0,0,0,0,12
SSC12612,25,0,0,0,0,25,9,0,0,0,0,9,0,0,0,0,0,0,36,0,0,0,0,36
SSC12613,26,0,0,0,0,26,4,0,0,0,0,4,3,0,0,0,0,3,39,0,0,0,0,39
SSC12614,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC12615,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
SSC12616,29,0,0,0,0,29,19,0,0,0,0,19,3,0,0,0,0,3,47,0,0,0,0,47
SSC12617,530,24,111,0,0,666,166,15,175,0,0,354,25,0,15,0,0,40,722,37,301,0,0,1059
SSC12618,93,0,0,3,0,95,20,0,0,0,0,20,3,0,0,0,0,3,106,0,0,3,0,109
SSC12619,3,46,557,0,4,614,0,7,30,0,0,36,0,3,18,0,0,17,3,57,601,0,3,671
SSC12620,246,0,0,0,3,254,51,0,0,0,0,51,7,0,0,0,3,11,307,0,0,0,4,314
SSC12621,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7
SSC12622,90,47,0,16,0,149,11,25,0,15,0,50,3,0,0,3,0,8,100,73,0,37,0,214
SSC12623,362,0,0,3,0,368,48,0,4,0,0,49,6,0,0,0,0,6,418,0,4,3,0,428
SSC12624,15,0,0,0,0,15,3,0,0,0,0,3,0,0,0,0,0,0,17,0,0,0,0,17
SSC12625,1071,52,0,0,3,1124,122,3,3,0,0,128,11,0,0,0,0,15,1205,56,3,0,3,1273
SSC12626,23,0,0,0,0,24,6,0,0,0,0,6,0,0,0,0,0,0,26,0,0,0,0,25
SSC12627,18,0,0,0,0,18,0,0,0,0,0,3,0,0,0,0,0,0,15,0,0,0,0,19
SSC12628,0,0,0,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11
SSC12629,3,3,959,0,3,960,0,0,51,0,0,51,0,0,17,0,0,17,3,3,1027,0,3,1032
SSC12630,421,23,3,15,6,470,50,23,0,3,0,73,13,4,0,7,0,24,488,52,3,18,8,570
SSC12631,17,0,0,0,0,17,10,0,0,0,0,9,0,0,0,0,0,0,27,0,0,0,0,26
SSC12632,24,0,0,0,0,24,6,0,0,0,0,6,0,0,0,0,0,0,30,0,0,0,0,30
SSC12633,1382,29,42,0,3,1454,95,3,3,0,0,102,43,0,0,0,0,39,1518,33,51,0,3,1601
SSC12634,24,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,32
SSC12635,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7
SSC12636,49,0,0,4,0,54,7,3,0,0,0,9,0,0,0,0,0,0,66,3,0,4,0,65
SSC12637,8,0,0,0,0,8,4,0,0,0,0,4,0,0,0,0,0,0,17,0,0,0,0,17
SSC12638,192,5,0,0,0,198,31,0,0,0,0,33,3,0,0,0,0,3,228,9,0,0,3,240
SSC12639,220,33,4,0,0,260,16,0,4,0,0,26,6,3,0,0,0,10,247,33,10,0,0,296
SSC12640,64,0,3,7,0,75,15,0,3,6,0,26,0,0,0,0,0,0,81,0,7,14,0,103
SSC12641,38,0,0,0,0,38,12,0,0,0,0,12,0,0,0,0,0,0,54,0,0,0,0,54
SSC12642,2554,485,89,0,4,3142,361,173,27,0,3,570,74,32,5,0,4,113,2997,689,122,0,10,3821
SSC12643,82,0,0,0,0,83,12,0,0,0,0,12,8,0,0,0,0,8,93,0,0,0,0,97
SSC12644,127,3,0,0,0,129,4,3,0,0,0,5,0,0,0,0,0,0,130,4,0,0,0,138
SSC12645,2268,822,1515,39,13,4661,327,223,286,23,0,854,64,32,52,6,3,147,2653,1075,1850,67,21,5663
SSC12646,18,0,0,0,0,18,4,0,0,0,0,4,0,0,0,0,0,0,26,0,0,0,0,26
SSC12647,236,0,0,0,0,239,28,0,0,0,0,31,0,0,0,0,0,0,266,0,3,0,0,276
SSC12648,24,0,0,0,0,21,7,0,0,0,0,7,0,0,0,0,0,0,27,0,0,0,0,29
SSC12649,78,0,0,0,0,83,28,0,0,0,0,30,6,0,0,0,0,6,106,0,0,0,0,110
SSC12650,22,37,11,0,0,67,5,14,15,0,0,39,0,3,0,0,0,5,28,58,26,0,0,112
SSC12651,51,0,0,0,0,56,10,0,0,0,0,10,0,0,0,0,0,0,61,0,0,0,0,61
SSC12652,136,0,0,0,0,136,33,0,0,3,0,33,0,0,0,0,0,0,167,0,0,3,0,169
SSC12653,1563,105,57,15,9,1750,277,52,39,16,3,389,47,8,8,0,0,64,1888,157,100,39,14,2201
SSC12654,1572,76,95,39,5,1794,340,41,69,21,0,465,42,8,4,7,0,63,1952,126,174,62,10,2323
SSC12655,177,0,0,3,0,183,19,0,0,0,0,19,4,0,0,0,0,4,202,0,0,3,0,208
SSC12656,20,0,0,0,0,20,4,0,0,0,0,4,0,0,0,0,0,0,25,0,0,0,0,25
SSC12657,59,0,0,0,5,63,13,0,0,0,0,13,0,0,0,0,0,0,72,0,0,0,5,77
SSC12658,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,9
SSC12659,17,0,0,0,0,16,9,0,0,0,0,9,0,0,0,0,0,0,29,0,0,0,0,27
SSC12660,87,0,0,3,0,93,19,0,0,0,0,24,7,0,0,0,0,7,112,0,0,3,0,122
SSC12661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC12662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12663,4,0,0,0,0,10,3,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,11
SSC12664,12,0,0,0,0,9,3,0,0,0,0,3,0,0,0,0,0,0,13,0,0,0,0,13
SSC12665,27,0,0,0,0,27,9,0,0,0,0,9,3,0,0,0,0,3,39,0,0,0,0,39
SSC12666,17,0,0,0,0,17,3,0,0,0,0,3,0,0,0,0,0,0,25,0,0,0,0,25
SSC12667,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
SSC12668,9,0,0,0,0,9,3,0,0,0,0,3,0,0,0,0,0,0,14,0,0,0,0,14
SSC12669,298,20,20,9,0,343,56,10,6,3,0,72,8,0,0,0,0,12,362,28,24,8,0,429
SSC12670,766,60,28,3,0,846,134,20,4,0,0,161,23,0,0,0,0,27,925,79,26,3,0,1031
SSC12671,645,6,13,7,8,682,176,3,19,8,0,208,27,5,0,0,0,30,849,19,38,13,9,920
SSC12672,1806,556,914,25,14,3313,139,71,128,5,0,348,41,18,34,0,3,85,1979,637,1079,29,24,3746
SSC12673,10,0,0,0,0,10,3,0,0,0,0,3,0,0,0,0,0,0,12,0,0,0,0,12
SSC12674,63,0,0,0,0,59,10,0,0,3,0,16,4,0,0,0,0,4,78,0,0,3,0,81
SSC12675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12676,53,0,0,0,0,53,11,0,0,0,0,11,0,0,0,0,0,0,63,0,0,0,0,63
SSC12677,6,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,6
SSC12678,41,0,0,0,0,41,8,0,0,0,0,8,0,0,0,0,0,0,50,0,0,0,0,50
SSC12679,17,0,0,0,0,23,4,0,0,0,0,4,0,0,0,0,0,0,25,0,0,0,0,30
SSC12680,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
SSC12681,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10
SSC12682,18,0,0,0,0,20,5,0,0,0,0,5,0,0,0,0,0,0,22,0,0,0,0,24
SSC12683,60,0,0,0,3,67,9,0,0,0,0,9,0,0,0,0,0,0,75,0,0,0,3,78
SSC12684,22,0,3,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,21,0,3,0,0,27
SSC12685,150,0,0,6,0,154,47,0,0,0,0,53,5,0,0,0,0,5,199,0,3,4,0,208
SSC12686,592,287,479,3,6,1375,100,53,109,0,3,270,20,7,16,0,0,43,715,351,608,4,11,1693
SSC12687,44,0,0,0,0,44,15,0,0,0,0,15,4,0,0,0,0,4,64,0,0,0,0,64
SSC12688,36,0,3,0,3,38,10,0,0,0,0,10,0,0,0,0,0,0,44,0,3,0,3,47
SSC12689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12690,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC12691,7,0,0,0,0,7,7,0,0,0,0,7,0,0,0,0,0,0,9,0,0,0,0,9
SSC12692,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,7
SSC12693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC12695,6,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,11,0,0,0,0,11
SSC12696,9,0,0,0,0,9,4,0,0,0,0,5,0,0,0,0,0,0,9,0,0,0,0,12
SSC12697,31,0,0,0,0,35,15,0,0,0,0,12,0,0,0,0,0,0,46,0,0,0,0,46
SSC12698,159,0,0,3,5,163,20,0,0,0,0,20,7,0,0,0,4,5,180,0,0,3,6,189
SSC12699,280,5,0,7,0,300,55,13,0,6,0,78,14,3,0,3,0,15,351,22,0,16,0,398
SSC12700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12701,18,0,0,0,0,18,7,0,0,0,0,7,0,0,0,0,0,0,32,0,0,0,0,32
SSC12702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12703,520,14,3,19,0,554,40,7,0,4,0,56,8,0,0,0,0,11,571,20,3,21,0,618
SSC12704,107,0,0,0,0,106,10,0,0,0,0,9,3,0,0,0,0,3,117,0,0,0,3,120
SSC12705,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7
SSC12706,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7
SSC12707,21,0,0,0,0,21,6,0,0,0,0,6,0,0,0,0,0,0,32,0,0,0,0,32
SSC12708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12709,69,0,0,0,0,69,17,0,0,0,0,16,3,0,0,0,0,3,83,0,0,0,0,84
SSC12710,623,0,0,0,4,632,55,0,0,0,0,53,8,0,0,0,0,8,686,0,0,0,4,691
SSC12711,0,9,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9
SSC12712,2257,304,43,0,4,2609,266,60,17,0,3,338,60,12,0,0,3,69,2583,368,55,0,14,3018
SSC12713,9,0,0,0,0,9,3,0,0,0,0,3,0,0,0,0,0,0,14,0,0,0,0,14
SSC12714,141,0,0,0,0,146,43,0,0,0,0,43,3,0,0,0,0,10,186,0,0,3,0,191
SSC12715,41,0,0,0,0,41,4,0,0,0,0,4,3,0,0,0,0,3,44,0,0,0,0,45
SSC12716,16,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16
SSC12717,29,0,0,0,0,28,10,0,0,0,0,11,0,0,0,0,0,0,41,0,0,0,0,43
SSC12718,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC12719,12,0,0,0,0,12,3,0,0,0,0,3,0,0,0,0,0,0,14,0,0,0,0,14
SSC12720,12,0,0,0,0,12,3,0,0,0,0,3,0,0,0,0,0,0,16,0,0,0,0,16
SSC12721,22,0,0,0,0,22,3,0,0,0,0,3,0,0,0,0,0,0,20,0,0,0,0,20
SSC12722,1844,110,204,36,15,2211,630,44,188,24,5,889,130,9,39,4,0,179,2607,162,431,63,20,3284
SSC12723,702,208,17,3,4,938,220,116,3,0,0,337,33,9,0,0,0,46,954,333,17,3,9,1319
SSC12724,211,7,0,0,0,219,19,4,0,0,0,22,0,3,0,0,0,0,228,16,0,0,0,244
SSC12725,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15
SSC12726,29,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,29
SSC12727,363,107,9,4,3,488,60,21,4,0,0,88,13,4,0,0,0,11,431,131,12,6,6,590
SSC12728,1387,533,1265,6,8,3200,193,56,208,0,0,466,34,16,38,0,3,88,1617,605,1513,5,9,3753
SSC12729,37,71,239,0,0,354,3,3,14,0,0,24,3,0,6,0,0,11,45,83,261,3,4,390
SSC12730,58,0,0,0,0,61,11,0,0,0,0,11,0,0,0,0,0,0,68,0,0,0,0,71
SSC12731,84,0,0,0,0,84,10,0,0,0,0,10,0,0,0,0,0,0,97,0,0,0,0,97
SSC12732,161,9,0,0,0,166,61,4,0,0,0,65,13,0,0,0,0,13,225,10,0,0,0,242
SSC12733,26,0,0,0,0,26,9,0,0,0,0,9,0,0,0,0,0,0,27,0,0,0,0,27
SSC12734,1062,21,48,20,13,1162,323,20,46,11,4,403,47,0,12,4,0,61,1439,36,103,34,14,1632
SSC12735,272,33,8,0,0,314,43,14,3,0,0,56,3,3,0,0,3,12,321,50,17,0,4,387
SSC12736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12737,43,0,0,0,0,42,8,0,0,0,0,4,3,0,0,0,0,3,48,0,0,0,0,50
SSC12738,3717,1255,4991,46,29,10036,134,57,580,3,3,773,49,26,136,0,0,215,3901,1337,5699,53,33,11022
SSC12739,2283,209,50,24,21,2584,371,94,30,22,0,519,56,9,4,6,12,86,2716,302,83,51,28,3193
SSC12740,10,0,0,0,0,10,3,0,0,0,0,3,0,0,0,0,0,0,11,0,0,0,0,11
SSC12741,187,0,0,0,0,191,20,0,3,0,0,21,8,0,0,0,0,5,210,0,8,0,0,220
SSC12742,33,0,0,0,0,33,6,0,0,0,0,7,6,0,0,0,0,6,42,0,0,0,0,41
SSC12743,109,0,4,0,6,119,60,0,0,0,0,64,9,0,0,0,0,6,174,0,6,4,5,192
SSC12744,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13
SSC12745,3106,117,3,0,0,3225,181,16,0,0,0,196,46,3,0,0,0,46,3332,131,3,0,0,3470
SSC12746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12747,39,0,0,3,0,42,10,0,0,0,0,10,3,0,0,0,0,3,55,0,0,3,0,57
SSC12748,985,28,15,3,0,1028,371,29,44,0,0,440,53,8,4,0,0,62,1406,68,60,3,0,1533
SSC12749,61,0,0,3,0,63,21,0,0,6,0,29,0,0,0,0,0,7,86,0,0,9,0,96
SSC12750,1985,78,7,4,4,2074,136,13,0,0,0,147,27,3,0,0,3,37,2149,88,7,0,10,2257
SSC12751,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
SSC12752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12753,6,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,15,0,0,0,0,15
SSC12754,10,0,0,0,0,10,7,0,0,0,0,7,0,0,0,0,0,0,19,0,0,0,0,19
SSC12755,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
SSC12756,1831,1178,989,11,9,4019,329,177,233,0,3,745,75,45,53,0,0,172,2231,1400,1274,18,14,4936
SSC12757,45,0,0,0,0,45,0,0,0,0,0,0,3,0,0,0,0,3,50,0,0,0,0,50
SSC12758,67,0,0,0,0,64,8,0,0,0,0,8,0,0,0,0,0,0,74,0,0,0,0,76
SSC12759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12760,33,0,0,0,0,34,7,0,0,0,0,7,0,0,0,0,0,0,42,0,0,0,0,42
SSC12761,73,0,0,0,0,73,29,0,0,0,0,29,6,0,0,0,0,6,109,0,0,0,0,109
SSC12762,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10
SSC12763,8,0,0,0,0,8,3,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,6
SSC12764,7,0,0,0,0,7,6,0,0,0,0,6,0,0,0,0,0,0,14,0,0,0,0,14
SSC12765,182,0,0,0,0,180,19,0,0,0,0,19,3,0,0,0,0,3,201,0,0,0,0,203
SSC12766,836,187,42,7,3,1068,135,103,21,0,0,257,28,7,7,0,0,41,993,292,65,7,3,1361
SSC12767,6,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,3,7,0,0,0,0,7
SSC12768,462,9,23,0,0,504,37,0,3,3,0,41,5,0,0,0,0,5,505,9,30,3,0,551
SSC12769,289,3,0,0,4,300,28,0,0,0,0,28,0,0,0,0,0,4,319,3,0,0,6,332
SSC12770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12771,8,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,10
SSC12772,473,21,0,0,4,498,34,7,0,0,0,37,10,0,0,0,3,14,518,32,0,0,8,555
SSC12773,19,0,0,0,0,19,5,0,0,0,0,5,3,0,0,0,0,3,26,0,0,0,0,26
SSC12774,229,36,0,0,0,271,58,3,0,0,0,57,14,3,0,0,0,16,302,44,0,0,0,346
SSC12775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12776,12,0,0,0,0,12,6,0,0,0,0,6,0,0,0,0,0,0,23,0,0,0,0,23
SSC12777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12778,16,0,0,0,0,22,14,0,0,0,0,14,0,0,0,0,0,0,34,0,0,3,0,36
SSC12779,21,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,22
SSC12780,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6
SSC12781,45,0,0,0,0,45,4,0,0,0,0,9,3,0,0,0,0,3,51,0,0,0,0,57
SSC12782,440,11,11,0,3,465,75,4,3,0,0,82,12,0,0,0,0,12,527,16,10,0,3,555
SSC12783,29,0,0,0,0,29,4,0,0,0,0,3,0,0,0,0,0,0,31,0,0,0,0,35
SSC12784,410,0,5,0,0,414,39,0,0,0,0,39,9,0,0,0,0,9,451,0,5,0,0,457
SSC12785,2000,179,30,6,6,2224,455,99,27,0,0,591,79,10,9,0,3,99,2539,293,64,7,6,2909
SSC12786,94,0,0,0,0,93,14,0,0,0,0,17,3,0,0,0,0,3,112,0,0,0,0,117
SSC12787,13,0,0,0,0,13,9,0,0,0,0,9,0,0,0,0,0,0,15,0,0,0,0,15
SSC12788,945,7,0,0,0,951,67,0,0,0,0,65,16,0,0,0,0,16,1029,5,0,0,0,1040
SSC12789,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10
SSC12790,30,0,0,0,0,29,3,0,0,0,0,3,0,0,0,0,0,0,35,0,0,0,0,39
SSC12791,409,25,10,0,0,439,87,11,4,0,0,100,11,0,0,0,0,17,502,39,10,0,0,551
SSC12792,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,11,0,0,0,0,11
SSC12793,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,10
SSC12794,18,0,0,0,0,18,3,0,0,0,0,3,0,0,0,0,0,0,23,0,0,0,0,23
SSC12795,23,0,0,0,0,23,4,0,0,0,0,4,0,0,0,0,0,0,27,0,0,0,0,27
SSC12796,264,0,4,0,0,268,25,0,0,0,0,25,6,0,0,0,0,6,295,0,4,0,0,301
SSC12797,334,0,0,0,0,342,49,0,0,0,0,52,3,0,0,0,0,3,387,0,0,0,0,396
SSC12798,26,0,0,0,0,26,7,0,0,0,0,8,0,0,0,0,0,3,31,0,0,0,0,37
SSC12799,105,0,0,0,0,105,12,0,0,0,0,7,0,0,0,0,0,0,118,0,0,0,0,119
SSC12800,22,0,0,9,4,28,0,0,0,10,0,10,4,0,0,0,0,5,24,0,0,20,4,47
SSC12801,1357,18,4,0,3,1389,256,10,4,0,0,276,30,3,0,0,0,36,1648,30,11,0,3,1697
SSC12802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12803,35,0,9,6,0,58,8,0,3,15,0,22,3,0,0,3,0,3,47,0,14,20,3,83
SSC12804,26,0,0,0,0,26,3,0,0,0,0,3,3,0,0,0,0,3,33,0,0,0,0,33
SSC12805,17,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,18
SSC12806,30,0,0,0,0,30,3,0,0,0,0,3,0,0,0,0,0,0,35,0,0,0,0,35
SSC12807,17,0,0,0,0,17,3,0,0,0,0,3,0,0,0,0,0,0,22,0,0,0,0,22
SSC12808,41,0,0,0,0,41,13,3,0,0,0,16,3,0,0,0,0,3,60,3,0,0,0,63
SSC12809,21,0,0,0,0,21,8,0,0,0,0,8,0,0,0,0,0,5,31,0,0,0,0,26
SSC12810,24,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,23
SSC12811,13,0,0,0,0,16,10,0,0,0,0,10,0,0,0,0,0,0,19,0,0,0,0,20
SSC12812,2720,153,95,24,16,3004,619,115,78,23,4,845,87,27,10,9,4,137,3437,290,187,60,19,3988
SSC12813,166,0,0,0,0,170,24,0,0,0,0,24,0,0,0,0,0,0,195,0,0,0,0,201
SSC12814,462,0,0,0,10,471,54,0,0,0,0,54,8,0,0,0,0,6,524,0,0,0,14,534
SSC12815,19,0,0,0,3,20,3,0,0,0,0,6,0,0,0,0,0,0,19,0,0,0,3,24
SSC12816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12817,15,0,0,0,0,15,4,0,0,0,0,4,0,0,0,0,0,0,15,0,0,0,0,15
SSC12818,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7
SSC12819,23,0,0,0,0,23,4,0,0,0,0,4,0,0,0,0,0,0,28,0,0,0,0,28
SSC12820,46,0,0,0,0,52,8,0,0,3,0,15,0,0,0,0,0,0,63,0,0,3,0,63
SSC12821,16,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,19
SSC12822,151,5,0,10,0,166,17,0,4,8,0,20,4,0,0,3,0,5,170,5,6,18,0,193
SSC12823,38,0,0,0,0,38,4,0,0,0,0,4,0,0,0,0,0,0,44,0,0,0,0,44
SSC12824,12,0,0,0,0,16,0,0,0,0,0,0,3,0,0,0,0,3,17,0,0,0,0,20
SSC12825,27,0,0,0,0,27,0,0,0,0,0,3,0,0,0,0,0,0,30,0,0,0,0,31
SSC12826,148,0,0,0,0,148,16,0,0,0,0,16,0,0,0,0,0,0,159,0,0,0,0,162
SSC12827,34,0,0,0,0,38,6,0,0,0,0,6,0,0,0,0,0,0,44,0,0,0,0,43
SSC12828,983,28,58,21,4,1092,172,12,17,4,9,215,33,3,6,0,0,39,1184,40,79,23,10,1338
SSC12829,154,0,0,4,0,159,12,0,0,0,0,9,8,0,0,0,0,8,168,0,0,4,0,179
SSC12830,529,34,59,6,3,625,160,9,37,8,4,215,26,3,3,0,0,30,710,43,100,16,7,875
SSC12831,15,0,0,0,0,15,4,0,0,0,0,4,0,0,0,0,0,0,22,0,0,0,0,22
SSC12832,65,0,0,3,3,70,32,0,0,0,0,29,3,0,0,0,0,6,101,0,0,5,0,105
SSC12833,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15
SSC12834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12835,33,0,0,0,0,33,9,0,0,0,0,9,0,0,0,0,0,0,37,0,0,0,0,42
SSC12836,19,0,0,0,0,19,11,0,0,0,0,11,0,0,0,0,0,0,34,0,0,0,0,34
SSC12837,18,0,0,0,0,18,3,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,21
SSC12838,23,0,0,0,0,23,4,0,0,0,0,4,0,0,0,0,0,0,29,0,0,0,0,29
SSC12839,19,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20
SSC12840,55,0,0,0,0,55,14,0,0,0,0,14,0,0,0,0,0,0,67,0,0,0,0,67
SSC12841,31,0,0,0,0,31,14,0,0,0,0,14,0,0,0,0,0,0,46,0,0,0,0,46
SSC12842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12843,123,9,0,0,0,137,58,7,0,3,0,67,20,0,0,0,0,17,204,11,0,3,0,223
SSC12844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12846,5,0,0,0,0,5,7,0,0,0,0,7,0,0,0,0,0,0,12,0,0,0,0,12
SSC12847,19,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20
SSC12848,15,0,0,0,0,15,11,0,0,0,0,11,3,0,0,0,0,3,25,0,0,0,0,25
SSC12849,20,0,0,0,0,20,3,0,0,0,0,4,0,0,0,0,0,0,24,0,0,0,0,22
SSC12850,51,0,0,0,0,51,14,0,0,0,4,19,3,0,0,0,0,8,72,0,0,0,3,79
SSC12851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12852,72,0,0,0,0,72,3,0,0,0,0,3,0,0,0,0,3,4,77,0,0,0,3,79
SSC12853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12854,199,0,0,0,0,199,4,0,0,0,0,4,3,0,0,0,0,3,206,0,0,0,0,206
SSC12855,50,0,0,0,0,54,7,0,0,0,0,11,0,0,0,0,0,0,58,0,0,0,0,62
SSC12856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
