SSC_CODE_2016,P_Oth_scs_15_19,P_Oth_scs_20_24,P_Oth_scs_25_34,P_Oth_scs_35_44,P_Oth_scs_45_54,P_Oth_scs_55_64,P_Oth_scs_65_74,P_Oth_scs_75_84,P_Oth_scs_85ov,P_Oth_scs_Tot,P_ID_NS_15_19,P_ID_NS_20_24,P_ID_NS_25_34,P_ID_NS_35_44,P_ID_NS_45_54,P_ID_NS_55_64,P_ID_NS_65_74,P_ID_NS_75_84,P_ID_NS_85ov,P_ID_NS_Tot,P_Tot_15_19,P_Tot_20_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
SSC12441,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,5,0,0,3,4,11,19,20,21,21,12,0,0,92
SSC12442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,8,0,0,0,17
SSC12443,0,0,3,0,0,0,0,0,0,5,0,0,10,0,4,0,3,0,0,19,15,16,41,54,97,58,18,3,0,293
SSC12444,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,5,6,15,15,21,14,3,0,0,73
SSC12445,0,0,4,7,4,0,0,0,0,17,0,0,0,0,6,0,0,0,0,17,10,5,39,47,69,57,14,0,0,244
SSC12446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,8,10,0,0,27
SSC12447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,3,7,0,0,0,26
SSC12448,0,4,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,10,8,18,12,20,17,0,0,0,84
SSC12449,0,9,9,7,8,3,0,0,0,26,3,5,9,9,4,7,0,0,3,37,15,81,160,153,180,114,31,3,3,748
SSC12450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SSC12451,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,3,0,3,14,11,14,7,0,0,64
SSC12452,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,4,0,0,0,6,3,3,8,21,26,29,12,0,4,104
SSC12453,8,4,8,19,13,17,5,3,0,73,7,8,11,18,17,6,8,0,0,70,75,145,227,347,422,300,92,11,0,1629
SSC12454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,3,0,0,0,0,0,10
SSC12455,3,7,0,4,3,0,0,0,0,18,0,0,4,3,5,7,0,0,0,22,20,30,57,66,81,74,9,0,0,342
SSC12456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,3,5,0,0,0,21
SSC12457,0,0,0,3,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,3,7,10,15,13,0,0,0,51
SSC12458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC12459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,14,4,13,8,4,0,0,50
SSC12460,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,8,11,8,23,28,26,31,11,0,0,133
SSC12461,3,0,9,5,9,16,0,0,0,40,0,3,3,9,12,9,3,0,0,34,39,60,101,162,186,147,40,4,0,741
SSC12462,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,10,0,7,12,21,12,3,0,0,66
SSC12463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,0,0,7
SSC12464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,6,13,4,6,0,0,39
SSC12465,0,0,0,5,6,0,0,0,0,10,0,0,0,3,9,0,3,0,0,14,16,25,29,45,50,25,12,0,0,200
SSC12466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,9,3,4,0,0,25
SSC12467,0,0,0,0,4,0,0,0,0,7,0,0,3,3,0,0,0,0,0,7,9,3,11,33,37,32,18,5,0,147
SSC12468,0,13,11,10,12,3,7,0,0,56,3,6,8,6,13,3,3,0,0,36,79,111,270,321,317,193,46,3,0,1335
SSC12469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,9,3,0,0,0,23
SSC12470,3,3,0,0,3,0,0,0,0,11,3,3,0,0,0,0,0,0,0,6,10,16,14,17,49,13,14,5,3,141
SSC12471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,12
SSC12472,0,0,0,0,0,3,0,0,0,5,0,3,3,5,4,0,5,0,0,15,17,36,53,61,101,72,18,8,0,367
SSC12473,0,0,0,0,0,6,0,0,0,9,0,0,3,0,0,3,0,0,0,12,20,16,65,66,75,72,21,0,0,334
SSC12474,3,3,7,7,3,7,3,0,0,34,4,0,6,13,9,6,3,0,0,44,43,63,133,177,178,157,46,4,0,800
SSC12475,8,26,89,45,37,18,11,0,0,236,6,23,151,104,79,34,22,7,0,428,175,588,3171,2285,1435,912,349,51,8,8978
SSC12476,3,15,34,20,26,11,3,0,0,106,0,11,36,37,30,14,0,0,0,133,104,223,910,908,691,381,107,10,0,3327
SSC12477,3,5,16,6,16,6,0,0,0,55,6,10,4,10,17,22,5,0,0,75,76,94,206,197,259,171,31,0,0,1036
SSC12478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,12,19,0,0,0,45
SSC12479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,5,4,4,3,0,0,36
SSC12480,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,6,6,6,7,0,0,31
SSC12481,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,9,4,5,16,39,43,31,8,4,0,150
SSC12482,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,12,11,8,29,36,51,49,16,0,0,194
SSC12483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,10,4,0,0,34
SSC12484,3,4,0,7,9,5,0,0,0,23,3,5,4,8,11,3,0,0,0,34,47,45,80,155,147,119,37,5,0,637
SSC12485,0,18,34,33,29,23,5,0,0,144,8,23,55,39,35,28,5,3,0,198,154,377,889,807,583,468,78,7,0,3366
SSC12486,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,3,3,4,13,5,16,5,0,0,62
SSC12487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,23,32,29,18,7,0,0,127
SSC12488,0,7,10,12,5,10,0,0,0,59,10,0,9,17,22,6,6,0,0,68,118,153,341,371,394,238,27,6,0,1640
SSC12489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3
SSC12490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,4,0,7,0,0,25
SSC12492,0,4,3,3,7,5,0,0,0,26,0,6,4,4,3,3,0,0,0,24,30,61,143,134,168,140,21,0,3,703
SSC12493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,7,12,3,16,16,3,0,0,64
SSC12494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,12,30,26,7,5,0,97
SSC12495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,11,3,0,0,0,26
SSC12496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
SSC12497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4
SSC12498,0,0,3,0,3,0,0,0,0,16,3,3,0,0,7,0,0,0,0,10,27,33,50,65,113,69,16,0,0,369
SSC12499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,4,4,6,29,16,7,0,0,80
SSC12500,0,0,3,3,0,6,0,0,0,16,3,3,3,5,9,3,0,0,0,24,15,26,48,64,61,58,26,3,0,293
SSC12501,14,28,136,118,89,63,20,3,0,469,16,53,174,145,124,77,27,9,3,628,423,1284,3753,3647,2948,1851,461,65,14,14446
SSC12502,0,3,0,0,0,0,0,0,0,4,0,3,0,0,3,3,0,0,0,10,18,31,28,34,66,57,9,0,0,243
SSC12503,0,4,3,0,3,0,0,0,0,10,0,4,3,0,0,0,0,0,0,10,13,26,33,40,48,30,6,7,0,198
SSC12504,3,56,157,128,96,57,13,0,0,508,18,42,193,146,109,58,9,6,0,590,286,1335,4652,3518,2460,1411,259,34,0,13960
SSC12505,4,3,3,0,6,0,0,0,0,28,0,4,12,6,3,10,0,0,0,31,33,42,102,88,83,63,25,5,0,432
SSC12506,4,15,41,48,29,23,13,3,0,181,5,25,78,68,37,47,10,8,4,281,131,559,1758,1415,1055,800,226,28,3,5988
SSC12507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,14,18,7,19,3,0,0,66
SSC12508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,5,3,0,0,16
SSC12509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,9,4,0,0,0,33
SSC12510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,14,19,14,14,4,0,79
SSC12511,0,0,4,3,0,0,0,0,0,11,0,0,3,0,0,0,0,0,0,4,9,4,37,33,58,25,3,3,0,168
SSC12512,0,0,0,0,0,3,0,0,0,6,0,3,0,0,3,0,0,0,0,9,12,10,11,23,40,58,14,0,0,170
SSC12513,3,3,7,4,7,0,0,0,0,23,0,3,8,6,3,6,4,0,0,28,32,46,91,109,111,76,26,3,3,492
SSC12514,14,23,49,38,34,18,0,0,0,182,13,23,23,30,35,20,3,0,0,136,246,393,777,859,832,553,65,8,0,3740
SSC12515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,8,0,0,0,30
SSC12516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,10,11,3,0,0,43
SSC12517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,15,11,24,23,3,0,0,90
SSC12518,0,7,10,8,8,3,0,0,0,31,0,3,3,3,4,4,0,0,0,27,15,76,242,184,129,118,20,3,0,779
SSC12519,6,15,88,50,56,35,13,0,0,265,4,35,147,70,54,38,11,0,0,366,235,860,3163,1886,1188,723,135,11,0,8209
SSC12520,0,3,0,0,0,6,0,0,0,14,3,0,0,5,9,5,0,0,0,22,34,37,48,111,120,102,19,0,0,465
SSC12521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,8,7,3,0,0,24
SSC12522,0,0,3,3,7,0,0,0,0,11,3,0,0,3,4,8,0,3,0,19,16,22,45,73,92,90,25,7,0,365
SSC12523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,11,19,19,6,3,0,71
SSC12524,8,16,47,47,24,21,13,0,0,182,3,14,51,44,52,20,6,3,0,200,197,413,926,976,1161,703,200,11,0,4580
SSC12525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,10,12,9,3,0,0,34
SSC12526,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,11,14,11,8,4,3,0,55
SSC12527,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,7,16,4,11,3,3,0,47
SSC12528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3,3,0,0,20
SSC12529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9,3,0,0,22
SSC12530,3,27,37,44,22,18,4,0,0,155,14,15,42,32,30,19,4,0,0,162,162,524,1321,907,764,562,88,10,0,4345
SSC12531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
SSC12532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,0,0,10
SSC12533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,17
SSC12534,0,3,19,10,10,4,0,0,0,45,0,0,7,5,3,4,0,0,0,19,15,94,287,185,148,107,24,0,0,861
SSC12535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12536,0,11,14,10,4,7,0,0,0,43,0,8,3,5,3,0,0,0,0,17,37,105,266,170,183,113,18,5,0,895
SSC12537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,13,13,21,18,10,0,0,87
SSC12538,0,0,3,4,3,0,0,0,0,14,0,0,0,3,0,0,0,0,0,11,11,29,79,102,48,33,10,0,0,306
SSC12539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6
SSC12540,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,11,21,27,37,14,7,0,0,124
SSC12541,0,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,3,8,3,18,25,20,0,0,0,81
SSC12542,3,6,18,22,27,3,0,0,0,82,3,4,23,14,12,3,7,0,0,74,102,120,340,303,307,192,45,0,0,1413
SSC12543,0,0,0,0,3,0,0,0,0,4,0,0,0,5,0,4,0,0,0,8,14,16,16,37,46,26,10,3,0,166
SSC12544,0,0,3,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,4,3,9,27,11,22,18,8,0,0,98
SSC12545,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,23,7,26,41,75,71,18,0,0,259
SSC12546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,11,8,6,7,3,0,0,46
SSC12547,3,3,12,5,5,0,0,0,0,33,3,3,15,7,8,8,3,0,0,56,26,67,414,274,243,210,109,16,4,1364
SSC12548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,8,3,3,0,0,23
SSC12549,0,0,0,3,0,3,0,0,0,5,0,0,0,0,3,0,0,0,0,3,3,3,16,37,38,33,16,3,0,148
SSC12550,0,13,28,12,10,8,0,0,0,68,0,7,59,27,20,6,3,0,0,122,37,191,1320,663,278,197,44,8,0,2735
SSC12551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,9,3,0,23
SSC12553,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,3,0,0,11,17,38,49,52,66,61,17,0,0,298
SSC12554,14,32,41,44,41,19,6,0,0,190,12,9,20,34,43,18,10,3,0,144,281,383,869,1135,1079,600,107,19,3,4481
SSC12555,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,12,13,16,9,8,0,0,53
SSC12556,3,3,0,3,0,0,0,0,0,13,0,0,0,0,3,0,0,0,0,5,17,7,15,34,58,46,15,0,0,197
SSC12557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,12,24,17,5,0,0,61
SSC12558,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,4,8,0,10,6,16,22,10,0,0,76
SSC12559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC12560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,4,13,12,3,0,0,41
SSC12561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,10,7,0,0,25
SSC12563,0,0,3,11,8,7,0,0,0,39,0,4,9,7,5,11,4,0,0,37,25,51,94,209,212,119,27,0,0,742
SSC12564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,10,3,5,3,0,0,34
SSC12565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,8,9,11,3,0,57
SSC12566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,8,9,23,12,10,0,0,76
SSC12567,22,30,45,42,58,36,7,0,0,238,16,20,28,50,52,26,3,3,0,192,401,620,929,1154,1381,1030,188,13,0,5721
SSC12568,0,5,3,10,3,3,0,0,0,21,0,7,3,3,4,0,0,0,0,19,41,60,87,79,134,82,23,0,0,514
SSC12569,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,4,13,27,24,17,17,5,0,0,108
SSC12570,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,3,10,32,38,45,49,16,4,5,204
SSC12571,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,10,0,7,29,21,34,46,6,0,0,147
SSC12572,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,4,3,14,17,20,22,17,11,0,0,111
SSC12573,11,20,38,36,36,26,5,0,0,178,11,22,45,41,36,22,4,0,0,180,317,683,1370,1199,1271,851,161,23,3,5882
SSC12574,3,0,0,7,3,0,0,0,0,14,0,0,4,7,3,0,0,0,0,11,38,41,93,191,149,88,24,14,0,641
SSC12575,3,3,11,3,13,3,0,0,0,48,3,5,5,4,3,9,9,0,0,45,75,132,211,226,334,341,99,10,0,1438
SSC12576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,7,4,15,14,3,0,0,48
SSC12577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,8,3,0,0,0,16
SSC12579,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,4,14,14,28,48,68,38,11,3,0,228
SSC12580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,10
SSC12581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC12582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,10
SSC12583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,3,0,0,0,17
SSC12584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,3,10,3,0,0,22
SSC12585,0,3,3,0,0,0,0,0,0,14,3,0,4,4,9,9,0,3,0,27,39,31,129,140,158,149,42,18,3,712
SSC12586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,12,12,13,10,0,0,0,57
SSC12587,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,8,4,13,11,8,0,0,53
SSC12588,9,37,118,89,86,40,8,0,0,396,42,108,262,166,155,85,12,6,0,833,511,1353,3440,2536,2034,1270,231,17,0,11389
SSC12589,3,8,30,15,26,10,0,0,0,98,6,32,37,38,37,21,3,0,0,169,125,292,668,502,493,354,61,10,0,2506
SSC12590,0,0,0,3,0,0,0,0,0,7,4,0,0,3,0,0,0,0,0,11,6,12,17,22,17,30,10,4,0,110
SSC12591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC12592,3,10,27,34,16,8,0,0,0,97,4,12,31,26,15,7,0,0,0,93,107,194,503,430,426,248,46,6,0,1957
SSC12593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,9,0,0,23
SSC12594,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,3,4,6,16,18,7,5,0,62
SSC12595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,14
SSC12597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,6,3,3,0,0,17
SSC12598,0,0,0,3,3,0,0,0,0,8,0,0,3,3,3,0,0,0,0,8,19,22,44,76,70,48,19,0,0,301
SSC12599,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,11,26,33,46,42,15,0,0,190
SSC12600,0,3,0,0,3,0,0,0,0,7,0,0,3,0,0,0,0,0,0,3,6,13,13,22,22,22,8,4,0,121
SSC12601,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,6,3,6,9,4,0,0,20
SSC12602,4,0,0,4,9,3,0,0,0,21,0,0,0,7,12,8,3,0,0,32,37,48,54,133,182,128,36,6,0,636
SSC12603,4,5,3,0,4,3,4,0,0,20,0,3,0,7,3,8,3,0,0,28,35,44,62,73,127,89,54,10,0,500
SSC12604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,13,14,5,3,0,0,47
SSC12605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,7,3,3,0,0,30
SSC12606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,11,9,18,17,3,0,0,54
SSC12607,3,3,35,27,11,3,0,0,0,85,3,4,28,49,14,6,3,0,0,118,88,161,897,728,345,156,24,0,0,2401
SSC12608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,11
SSC12609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,4,0,0,23
SSC12610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,3,7,0,0,0,23
SSC12611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,7,0,0,21
SSC12612,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0,3,11,9,13,7,5,0,0,52
SSC12613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,7,9,10,3,0,0,39
SSC12614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,3,0,0,0,11
SSC12616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,9,12,0,0,0,40
SSC12617,3,11,7,11,10,3,0,0,0,40,9,15,14,21,20,13,0,0,0,94,58,115,150,145,163,120,7,0,0,763
SSC12618,3,0,3,4,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,7,11,17,18,34,46,37,20,3,0,191
SSC12619,0,0,3,10,4,3,0,0,0,26,0,4,4,3,10,13,3,0,0,37,5,50,177,180,168,160,58,7,3,802
SSC12620,0,4,3,5,3,0,0,0,0,17,0,0,8,3,3,4,0,0,0,20,22,22,81,73,85,53,14,4,0,364
SSC12621,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,3,6,0,0,0,0,14
SSC12622,3,0,0,4,0,3,0,0,0,13,0,0,3,0,0,7,0,0,0,8,9,3,19,26,37,54,5,3,0,155
SSC12623,0,0,3,7,3,3,0,0,0,16,0,0,3,4,3,5,0,0,0,17,31,27,90,147,149,112,30,3,3,585
SSC12624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,13,10,3,0,0,0,34
SSC12625,3,3,16,22,14,6,0,0,0,70,0,6,11,12,11,7,0,0,0,61,102,179,361,446,425,304,81,3,0,1905
SSC12626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,6,7,13,3,0,0,46
SSC12627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,9,5,3,0,0,34
SSC12628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4
SSC12629,0,3,4,3,3,6,0,0,0,22,0,4,23,11,0,14,8,3,0,70,6,64,371,284,206,205,94,21,4,1254
SSC12630,3,0,4,7,8,7,4,0,0,23,3,0,4,0,5,8,0,0,0,22,46,20,74,90,147,139,49,3,0,569
SSC12631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,4,4,12,3,3,0,37
SSC12632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,8,17,9,3,0,0,43
SSC12633,4,14,22,28,22,22,5,0,0,118,3,26,41,47,42,16,3,0,0,186,183,318,631,601,651,429,58,3,0,2876
SSC12634,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,5,3,3,4,16,14,6,0,0,48
SSC12635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,7
SSC12636,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,3,6,8,12,28,19,4,0,0,77
SSC12637,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,7,3,3,3,0,0,21
SSC12638,0,3,5,6,3,0,0,0,0,23,0,0,0,3,4,0,0,0,0,12,30,49,71,64,103,41,8,3,0,366
SSC12639,0,0,3,3,4,0,0,0,0,9,0,0,0,3,0,6,0,0,0,9,19,22,54,56,89,72,11,0,0,323
SSC12640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,18,20,16,5,0,0,74
SSC12641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,14,11,19,19,4,0,0,78
SSC12642,3,31,32,43,29,25,3,0,0,162,21,43,93,77,53,36,10,3,0,333,236,581,1319,1231,1045,752,106,7,0,5281
SSC12643,0,0,0,0,0,4,0,0,0,7,0,0,4,0,3,0,0,0,0,6,14,18,31,34,42,29,20,3,0,191
SSC12644,0,0,0,0,0,4,0,0,0,5,0,0,0,3,0,0,0,0,0,3,12,11,17,40,41,33,4,0,0,167
SSC12645,9,21,86,63,54,42,9,3,0,289,12,35,65,74,69,51,8,0,0,315,309,585,1731,1784,1540,1022,245,31,8,7261
