SSC_CODE_2016,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
SSC12572,13,6,0,0,79
SSC12573,1117,576,275,133,6322
SSC12574,108,95,97,53,813
SSC12575,402,364,201,99,1920
SSC12576,21,8,3,0,53
SSC12577,0,0,0,0,0
SSC12578,3,0,0,0,16
SSC12579,47,52,9,5,273
SSC12580,0,3,0,0,15
SSC12581,0,0,0,0,0
SSC12582,0,0,0,0,4
SSC12583,0,0,0,0,10
SSC12584,4,0,0,0,22
SSC12585,126,99,61,22,762
SSC12586,6,5,0,0,44
SSC12587,19,10,0,0,64
SSC12588,1246,677,284,116,11861
SSC12589,334,190,132,130,2690
SSC12590,27,14,15,0,126
SSC12591,0,0,0,0,3
SSC12592,254,171,52,15,1904
SSC12593,3,4,0,0,22
SSC12594,17,6,3,0,59
SSC12595,0,0,0,0,0
SSC12596,3,3,0,0,14
SSC12597,3,0,0,0,17
SSC12598,54,34,5,0,292
SSC12599,46,32,4,6,192
SSC12600,21,24,5,4,116
SSC12601,6,4,3,0,20
SSC12602,147,89,54,30,747
SSC12603,105,89,37,10,530
SSC12604,6,5,0,0,41
SSC12605,3,3,4,0,21
SSC12606,13,14,0,0,60
SSC12607,141,53,16,0,2154
SSC12608,3,0,0,0,8
SSC12609,14,6,0,0,38
SSC12610,3,6,0,0,22
SSC12611,3,8,0,0,19
SSC12612,10,12,3,0,60
SSC12613,16,4,0,0,43
SSC12614,4,0,0,0,4
SSC12615,4,0,0,0,11
SSC12616,19,3,4,0,59
SSC12617,149,84,71,17,1005
SSC12618,37,20,9,0,166
SSC12619,209,134,63,12,1124
SSC12620,83,49,21,3,457
SSC12621,0,0,0,0,16
SSC12622,48,59,30,9,231
SSC12623,124,68,26,3,623
SSC12624,3,3,0,0,27
SSC12625,258,265,46,13,1788
SSC12626,11,3,0,0,40
SSC12627,3,0,0,0,25
SSC12628,0,9,3,0,11
SSC12629,294,206,75,21,1646
SSC12630,183,174,97,108,931
SSC12631,11,5,3,0,36
SSC12632,6,9,0,0,33
SSC12633,384,159,31,18,2390
SSC12634,17,9,0,0,39
SSC12635,3,4,0,0,9
SSC12636,22,12,8,0,86
SSC12637,3,0,0,0,13
SSC12638,37,23,10,3,296
SSC12639,93,72,29,7,437
SSC12640,39,26,6,3,120
SSC12641,26,8,0,4,65
SSC12642,705,328,94,37,5045
SSC12643,34,33,18,3,198
SSC12644,50,34,4,0,187
SSC12645,1012,655,517,337,7766
SSC12646,7,4,0,0,36
SSC12647,77,45,17,3,368
SSC12648,9,3,0,0,36
SSC12649,46,20,5,0,144
SSC12650,37,5,3,0,919
SSC12651,16,8,4,0,108
SSC12652,60,55,12,3,236
SSC12653,561,542,326,145,3052
SSC12654,427,392,237,76,2714
SSC12655,86,46,20,3,318
SSC12656,17,7,5,0,42
SSC12657,37,18,7,5,104
SSC12658,0,0,0,0,5
SSC12659,13,10,0,0,41
SSC12660,27,32,8,3,164
SSC12661,0,0,0,0,3
SSC12662,0,0,0,0,3
SSC12663,5,0,0,0,9
SSC12664,0,5,0,0,15
SSC12665,15,4,0,0,48
SSC12666,16,7,0,0,35
SSC12667,0,0,0,0,15
SSC12668,3,0,3,0,14
SSC12669,131,110,77,8,569
SSC12670,294,292,159,50,1350
SSC12671,190,137,70,30,1115
SSC12672,1020,768,481,246,5941
SSC12673,3,3,4,0,23
SSC12674,11,13,10,3,94
SSC12675,0,0,0,0,0
SSC12676,22,25,5,0,79
SSC12677,7,0,0,0,8
SSC12678,26,13,4,0,80
SSC12679,3,8,0,0,37
SSC12680,0,3,0,0,3
SSC12681,4,0,0,0,18
SSC12682,0,7,0,0,37
SSC12683,14,7,3,0,76
SSC12684,14,10,0,0,44
SSC12685,33,43,29,0,265
SSC12686,287,201,118,46,2207
SSC12687,21,9,7,3,101
SSC12688,12,6,0,0,68
SSC12689,0,0,0,0,0
SSC12690,3,0,0,0,5
SSC12691,0,3,0,0,14
SSC12692,3,3,0,0,6
SSC12693,0,0,0,0,0
SSC12694,4,0,0,0,4
SSC12695,0,3,0,0,12
SSC12696,4,3,0,0,11
SSC12697,11,12,6,0,65
SSC12698,66,36,7,0,301
SSC12699,102,74,42,35,506
SSC12700,3,0,0,0,3
SSC12701,16,3,3,0,50
SSC12702,0,0,0,0,0
SSC12703,172,118,33,5,929
SSC12704,47,37,3,3,188
SSC12705,5,0,0,0,16
SSC12706,0,0,0,0,8
SSC12707,23,12,0,0,56
SSC12708,0,0,0,0,3
SSC12709,18,12,10,0,103
SSC12710,184,119,33,3,1146
SSC12711,0,3,0,0,22
SSC12712,429,383,98,32,4248
SSC12713,9,5,0,0,16
SSC12714,72,38,14,6,234
SSC12715,6,8,0,0,82
SSC12716,10,13,0,0,31
SSC12717,9,8,3,0,40
SSC12718,0,3,0,0,11
SSC12719,3,5,0,0,20
SSC12720,0,3,0,0,16
SSC12721,3,3,0,0,29
SSC12722,609,412,243,59,4022
SSC12723,244,230,274,175,1556
SSC12724,78,70,18,0,389
SSC12725,10,10,3,0,29
SSC12726,14,5,0,0,45
SSC12727,139,124,69,7,728
SSC12728,699,354,168,89,5430
SSC12729,93,63,10,6,645
SSC12730,31,29,3,0,117
SSC12731,29,29,10,0,150
SSC12732,45,29,15,0,254
SSC12733,7,7,3,0,31
SSC12734,414,324,176,60,1918
SSC12735,172,78,44,3,545
SSC12736,0,0,0,0,0
SSC12737,7,7,0,0,62
SSC12738,2832,2278,1060,550,17816
SSC12739,719,628,299,107,4106
SSC12740,3,3,0,0,18
SSC12741,73,61,23,4,332
SSC12742,16,9,3,0,61
SSC12743,40,25,11,6,197
SSC12744,3,7,3,0,23
SSC12745,622,285,87,9,4997
SSC12746,0,0,0,0,0
SSC12747,13,15,0,0,67
SSC12748,254,137,100,66,1547
SSC12749,40,20,6,0,122
SSC12750,756,299,130,45,3852
SSC12751,3,0,0,0,4
SSC12752,0,0,0,0,0
SSC12753,10,3,0,0,16
SSC12754,9,5,3,0,25
SSC12755,3,0,0,0,5
SSC12756,761,343,155,44,6640
SSC12757,38,16,3,0,107
SSC12758,31,18,3,0,114
SSC12759,0,0,0,0,0
SSC12760,27,10,0,0,83
SSC12761,35,15,3,0,121
SSC12762,0,0,0,0,13
SSC12763,0,0,0,0,3
SSC12764,0,0,0,0,12
SSC12765,85,51,4,0,361
SSC12766,255,218,161,77,1647
SSC12767,5,9,0,4,25
SSC12768,150,108,33,17,901
SSC12769,115,75,21,0,572
SSC12770,0,0,0,0,5
SSC12771,5,0,0,0,20
SSC12772,170,102,31,18,913
SSC12773,14,0,3,4,43
SSC12774,61,19,19,4,418
SSC12775,0,0,0,0,0
SSC12776,4,7,0,0,30
SSC12777,0,0,0,0,3
SSC12778,16,7,5,0,41
SSC12779,11,11,3,0,33
SSC12780,3,0,0,0,8
SSC12781,20,13,0,3,76
SSC12782,159,84,76,32,853
SSC12783,8,10,8,0,74
SSC12784,132,115,63,22,770
SSC12785,449,284,146,39,3453
SSC12786,39,32,6,3,209
SSC12787,3,5,0,0,22
SSC12788,319,233,71,10,1624
SSC12789,8,0,0,0,19
SSC12790,12,3,7,0,55
SSC12791,100,43,24,6,714
SSC12792,7,0,0,0,16
SSC12793,3,4,0,0,9
SSC12794,6,3,0,0,20
SSC12795,19,17,0,3,62
SSC12796,81,39,29,6,577
SSC12797,118,78,35,9,577
SSC12798,23,14,7,0,82
SSC12799,43,34,10,3,208
SSC12800,21,10,4,0,60
SSC12801,364,341,117,41,2086
SSC12802,0,0,0,0,0
SSC12803,26,19,5,3,95
SSC12804,3,17,12,0,75
SSC12805,6,3,3,0,22
SSC12806,12,5,11,0,55
SSC12807,17,5,4,0,48
SSC12808,26,10,3,0,79
SSC12809,7,11,0,0,37
SSC12810,8,4,0,0,49
SSC12811,8,5,0,0,28
SSC12812,680,507,298,103,4988
SSC12813,72,34,12,4,307
SSC12814,161,128,54,18,947
SSC12815,11,3,3,0,40
SSC12816,0,0,0,0,3
SSC12817,0,0,0,0,3
SSC12818,0,0,3,0,8
SSC12819,3,4,3,0,41
SSC12820,11,9,3,0,68
SSC12821,10,3,0,0,28
SSC12822,75,40,6,0,298
SSC12823,10,5,3,0,52
SSC12824,6,0,0,3,29
SSC12825,11,14,0,0,44
SSC12826,36,28,9,3,268
SSC12827,15,12,0,0,85
SSC12828,404,237,82,56,1867
SSC12829,102,55,3,3,334
SSC12830,147,208,119,30,990
SSC12831,12,4,0,0,33
SSC12832,26,29,15,0,122
SSC12833,0,0,0,0,13
SSC12834,0,0,0,0,0
SSC12835,11,8,0,0,57
SSC12836,8,0,3,0,31
SSC12837,3,4,7,3,32
SSC12838,9,3,0,0,25
SSC12839,11,4,0,0,26
SSC12840,17,10,7,0,107
SSC12841,16,7,13,0,67
SSC12842,0,0,0,0,0
SSC12843,26,15,0,0,212
SSC12844,0,0,0,0,0
SSC12845,0,0,0,0,0
SSC12846,9,3,0,0,18
SSC12847,3,3,0,0,14
SSC12848,4,0,0,0,31
SSC12849,17,4,3,0,30
SSC12850,14,11,0,0,90
SSC12851,0,0,0,0,4
SSC12852,27,23,4,0,119
SSC12853,0,0,0,0,0
SSC12854,74,62,7,0,361
SSC12855,24,28,9,0,101
SSC12856,0,0,0,0,0
SSC12857,7,3,0,0,20
SSC12858,26,22,3,0,171
SSC12859,0,0,0,0,24
SSC12860,328,133,43,4,1653
SSC12861,0,0,0,0,3
SSC12862,11,11,4,0,50
SSC12863,6,4,3,0,44
SSC12864,89,77,31,21,457
SSC12865,0,0,0,0,7
SSC12866,612,438,281,194,3277
SSC12867,18,10,0,4,151
SSC12868,676,360,163,62,4907
SSC12869,3,0,0,0,16
SSC12870,15,9,0,0,72
SSC12871,3,0,0,0,14
SSC12872,0,0,0,0,0
SSC12873,20,11,0,0,88
SSC12874,0,0,0,0,3
SSC12875,35,24,14,3,165
SSC12876,7,10,4,0,39
SSC12877,174,79,30,3,595
SSC12878,15,33,8,3,70
SSC12879,7,10,3,0,34
SSC12880,13,7,0,0,37
SSC12881,5,0,0,0,28
SSC12882,6,6,0,0,37
SSC12883,29,29,13,0,116
SSC12884,0,0,0,0,6
SSC12885,113,81,37,6,514
SSC12886,0,0,0,0,0
SSC12887,624,595,364,205,2943
SSC12888,0,5,0,0,18
SSC12889,114,61,19,4,529
SSC12890,11,8,9,0,75
SSC12891,19,14,0,0,84
SSC12892,3,0,3,0,21
SSC12893,25,23,7,3,98
SSC12894,7,3,0,0,30
SSC12895,692,404,134,48,3857
SSC12896,240,150,63,14,1590
SSC12897,376,183,57,14,3020
SSC12898,469,283,90,28,3610
SSC12899,4,8,3,0,20
SSC12900,352,297,135,45,1341
SSC12901,3,0,0,0,3
SSC12902,619,522,387,512,5002
SSC12903,563,308,189,65,3263
SSC12904,4,3,0,0,27
SSC12905,0,0,0,0,0
SSC12906,309,274,144,78,1842
SSC12907,0,0,0,0,8
SSC12908,4,3,0,0,34
SSC12909,165,113,79,20,649
SSC12910,435,326,225,118,3133
SSC12911,349,225,119,31,1902
SSC12912,330,183,116,55,2475
SSC12913,44,22,11,0,209
SSC12914,33,21,10,0,137
SSC12915,8,0,4,3,35
SSC12916,7,3,0,0,42
SSC12917,28,53,18,3,190
SSC12918,0,0,0,0,4
SSC12919,3,3,3,0,29
SSC12920,41,42,9,0,182
SSC12921,0,0,0,0,4
SSC12922,48,39,3,0,222
SSC12923,605,561,240,64,3050
SSC12924,30,23,14,0,178
SSC12925,7,0,0,0,28
SSC12926,65,51,17,3,345
SSC12927,26,7,0,0,118
SSC12928,4,7,0,0,12
SSC12929,12,13,10,0,50
SSC12930,12,5,0,0,32
SSC12931,0,3,0,0,14
SSC12932,54,30,3,0,184
SSC12933,11,6,3,0,60
SSC12934,801,586,261,172,7454
SSC12935,0,0,0,0,0
SSC12936,18,5,8,0,82
SSC12937,34,19,8,3,137
SSC12938,37,22,5,0,268
SSC12939,64,37,3,0,214
SSC12940,13,8,5,0,30
SSC12941,21,20,11,0,108
SSC12942,812,485,233,143,5138
SSC12943,286,189,72,22,1409
SSC12944,10,4,3,0,32
SSC12945,10,16,5,0,72
SSC12946,0,3,0,0,11
SSC12947,0,0,0,0,3
SSC12948,21,23,3,0,95
SSC12949,342,237,87,27,1996
SSC12950,109,79,35,14,636
SSC12951,53,36,17,10,409
SSC12952,57,38,17,0,219
SSC12953,375,211,54,3,3123
SSC12954,0,0,0,0,6
SSC12955,0,0,0,0,0
SSC12956,1059,731,293,79,5300
SSC12957,70,38,15,3,264
SSC12958,3,0,0,0,3
SSC12959,0,0,0,0,12
SSC12960,913,369,136,34,10295
SSC12961,213,137,33,6,1283
SSC12962,13,20,3,0,60
SSC12963,7,3,0,0,20
SSC12964,0,0,0,0,0
SSC12965,251,127,22,16,844
SSC12966,37,39,12,4,145
SSC12967,8,0,0,0,8
SSC12968,40,16,6,0,147
SSC12969,6,0,0,0,24
SSC12970,0,0,0,0,5
SSC12971,0,0,0,0,7
SSC12972,4,0,0,0,25
SSC12973,142,66,48,28,603
SSC12974,251,142,95,70,1361
SSC12975,105,75,17,15,463
SSC12976,446,327,195,87,2828
SSC12977,426,263,152,54,2773
SSC12978,14,4,3,0,58
SSC12979,57,82,23,7,242
SSC12980,268,139,27,12,1236
SSC12981,261,162,52,31,1850
SSC12982,68,48,28,13,286
SSC12983,116,144,165,158,1073
SSC12984,563,365,150,44,5585
SSC12985,19,20,4,0,138
SSC12986,0,0,0,0,0
SSC12987,62,52,16,3,407
SSC12988,325,186,64,32,2147
SSC12989,22,17,9,0,80
SSC12990,444,261,239,65,2575
SSC12991,316,169,68,23,1866
SSC12992,176,178,120,42,777
SSC12993,213,102,70,41,1621
SSC12994,85,41,16,11,385
SSC12995,50,45,34,6,271
SSC12996,3,4,0,0,15
SSC12997,215,116,45,16,1511
SSC12998,102,98,37,9,356
SSC12999,516,354,119,42,3067
SSC13000,497,367,177,108,2872
SSC13001,789,411,174,103,7169
SSC13002,338,273,148,37,2226
SSC13003,721,565,204,60,4247
SSC13004,59,27,9,0,398
SSC13005,890,482,289,137,5714
SSC13006,49,36,11,0,210
SSC13007,193,123,81,33,1367
SSC13008,10,0,3,0,85
SSC13009,232,86,51,24,2772
SSC13010,584,453,198,84,5542
SSC13011,316,235,180,120,2504
SSC13012,37,20,8,0,131
SSC13013,324,356,463,502,2624
SSC13014,60,29,6,0,324
SSC13015,225,177,89,25,1142
SSC13016,301,208,93,38,2249
SSC13017,175,91,35,22,1430
SSC13018,5,6,3,3,34
SSC13019,9,4,5,0,46
SSC13020,4,3,0,0,26
SSC13021,7,5,0,3,28
SSC13022,623,456,210,130,3607
SSC13023,698,535,352,178,6095
SSC13024,133,99,36,9,619
SSC13025,4,16,4,0,29
SSC13026,15,13,4,0,74
SSC13027,3,0,0,0,18
SSC13028,662,567,360,224,4067
SSC13029,139,75,23,9,1398
SSC13030,7,3,0,0,37
SSC13031,67,38,17,4,345
SSC13032,7,8,8,0,64
SSC13033,0,3,0,0,3
SSC13034,6,3,0,0,20
SSC13035,4,7,4,0,49
SSC13036,0,4,3,0,9
SSC13037,3,3,0,0,17
SSC13038,13,15,0,0,66
SSC13039,36,21,11,0,140
SSC13040,13,7,5,0,56
SSC13041,29,15,4,4,118
SSC13042,83,48,15,7,344
SSC13043,42,50,24,0,219
SSC13044,0,0,0,0,0
SSC13045,0,0,0,0,0
SSC13046,0,0,0,0,4
SSC13047,6,0,3,0,30
SSC13048,59,18,0,0,159
SSC13049,103,86,57,18,842
SSC13050,0,0,0,0,10
SSC13051,4,0,0,0,14
SSC13052,55,45,12,3,297
SSC13053,586,310,160,43,2935
SSC13054,137,61,18,0,811
SSC13055,32,22,11,0,140
SSC13056,15,13,17,16,107
SSC13057,10,7,6,0,71
SSC13058,423,150,36,5,2843
SSC13059,28,13,3,4,124
SSC13060,165,102,38,17,895
SSC13061,21,8,0,0,75
SSC13062,15,20,3,0,79
SSC13063,484,276,155,44,2953
SSC13064,1134,670,262,146,5792
SSC13065,0,0,0,0,5
SSC13066,0,3,0,0,13
SSC13067,10,0,0,0,26
SSC13068,219,237,96,26,1388
SSC13069,11,10,0,0,47
SSC13070,640,359,139,63,2837
SSC13071,15,13,7,0,83
SSC13072,8,0,0,4,21
SSC13073,427,339,203,96,2150
SSC13074,4,13,0,0,27
SSC13075,75,50,31,4,475
SSC13076,5,0,0,0,13
SSC13077,82,51,26,7,832
SSC13078,24,14,0,3,115
SSC13079,0,0,0,0,3
SSC13080,0,3,0,0,15
SSC13081,213,129,63,13,1474
SSC13082,0,0,0,0,4
SSC13083,0,0,0,0,0
SSC13084,0,0,0,0,0
SSC13085,48,36,11,0,219
SSC13086,3,0,0,0,9
SSC13087,3,6,0,0,28
SSC13088,3,0,0,0,9
SSC13089,9,3,0,0,32
SSC13090,4,12,0,0,61
SSC13091,183,90,27,8,2218
SSC13092,2590,1781,995,367,17780
SSC13093,4,0,0,0,16
SSC13094,113,46,18,0,588
SSC13095,132,95,30,8,840
SSC13096,54,54,36,7,305
SSC13097,3,3,0,0,12
SSC13098,0,3,0,0,17
SSC13099,6,11,3,0,58
SSC13100,9,5,0,0,45
SSC13101,50,18,0,0,219
SSC13102,24,14,3,0,105
SSC13103,346,156,67,11,1903
SSC13104,5,0,0,0,18
SSC13105,6,0,0,0,29
SSC13106,14,16,7,6,79
SSC13107,4,0,0,0,12
SSC13108,0,0,0,0,0
SSC13109,28,19,9,0,145
SSC13110,149,87,36,10,1271
SSC13111,234,143,104,46,1633
SSC13112,502,311,112,38,2821
SSC13113,4,3,0,0,27
SSC13114,6,0,0,0,32
SSC13115,1005,778,296,96,9041
SSC13116,0,0,0,0,5
SSC13117,0,0,0,0,0
SSC13118,0,3,0,0,9
SSC13119,10,3,3,0,28
SSC13120,924,479,284,178,6189
SSC13121,249,166,147,100,1679
SSC13122,0,0,0,0,0
SSC13123,0,0,0,0,3
SSC13124,0,0,0,0,0
SSC13125,287,162,96,43,1846
SSC13126,4,9,0,0,31
SSC13127,0,0,0,0,0
SSC13128,0,0,0,0,7
SSC13129,0,0,0,0,8
SSC13130,4,10,0,0,28
SSC13131,37,19,9,3,190
SSC13132,233,261,102,21,1004
SSC13133,23,12,6,3,71
SSC13134,27,7,5,5,66
SSC13135,13,6,4,0,57
SSC13136,51,31,19,0,231
SSC13137,3,0,0,0,18
SSC13138,13,3,3,0,46
SSC13139,10,4,0,0,55
SSC13140,104,79,43,43,491
SSC13141,84,55,39,12,356
SSC13142,37,49,14,0,190
SSC13143,5,0,0,0,8
SSC13144,831,381,219,88,5534
SSC13145,0,0,0,0,3
SSC13146,12,4,0,0,37
SSC13147,15,11,0,0,43
SSC13148,0,0,0,0,0
SSC13149,0,0,0,0,7
SSC13150,0,0,0,0,10
SSC13151,750,518,315,134,4942
SSC13152,31,13,0,3,95
SSC13153,181,61,14,0,2226
SSC13154,24,14,10,0,132
SSC13155,22,20,9,0,104
SSC13156,959,522,233,119,15821
SSC13157,5,0,0,0,19
SSC13158,15,9,0,0,40
SSC13159,88,54,15,0,448
SSC13160,24,43,11,3,117
SSC13161,0,0,0,0,4
SSC13162,54,27,8,8,363
SSC13163,17,18,9,0,76
SSC13164,5,0,0,0,57
SSC13165,3,3,0,0,12
SSC13166,106,77,39,17,448
SSC13167,9,7,0,0,28
SSC13168,688,483,326,282,4877
SSC13169,175,173,117,22,1137
SSC13170,28,9,4,3,98
SSC13171,71,108,56,17,367
SSC13172,17,21,4,3,162
SSC13173,0,3,0,0,3
SSC13174,32,19,5,0,155
SSC13175,5,3,0,0,14
SSC13176,8,3,0,0,29
SSC13177,72,45,27,3,407
SSC13178,75,58,28,18,400
SSC13179,5,4,4,0,29
SSC13180,5,16,5,0,70
SSC13181,236,91,26,5,2557
SSC13182,380,195,138,106,3446
SSC13183,723,468,239,117,4218
SSC13184,753,542,314,192,6257
SSC13185,27,25,12,4,140
SSC13186,858,471,223,92,6616
SSC13187,0,0,0,0,7
SSC13188,0,0,0,0,0
SSC13189,61,45,17,3,330
SSC13190,576,297,90,16,5101
SSC13191,65,30,4,0,306
SSC13192,53,17,7,6,242
SSC13193,65,42,13,10,340
SSC13194,9,7,0,0,45
SSC13195,25,16,6,0,125
SSC13196,7,15,9,0,73
SSC13197,13,8,6,0,85
SSC13198,14,15,4,3,99
SSC13199,508,290,142,58,3015
SSC13200,424,201,100,23,2391
SSC13201,0,0,0,0,4
SSC13202,25,18,13,0,148
SSC13203,0,0,0,0,0
SSC13204,46,19,4,0,146
SSC13205,20,3,3,0,69
SSC13206,0,0,0,0,0
SSC13207,31,18,13,0,159
SSC13208,0,0,0,0,0
SSC13209,0,0,0,0,0
SSC13210,3,0,3,0,10
SSC13211,40,50,13,0,187
SSC13212,0,0,3,0,7
SSC13213,3,0,0,0,3
SSC13214,0,0,0,0,11
SSC13215,7,0,0,0,29
SSC13216,12,7,0,0,54
SSC13217,4,0,0,0,13
SSC13218,13,0,0,0,35
SSC13219,4,6,3,3,25
SSC13220,6,8,0,0,21
SSC13221,3,7,0,0,21
SSC13222,0,0,0,0,0
SSC13223,7,12,0,0,36
SSC13224,13,8,0,0,34
SSC13225,0,3,0,0,24
SSC13226,180,129,30,3,1433
SSC13227,3,0,3,0,53
SSC13228,14,12,0,0,53
SSC13229,41,15,6,0,250
SSC13230,601,183,58,32,3899
SSC13231,298,246,160,69,1883
SSC13232,217,154,84,40,1116
SSC13233,176,155,48,27,884
SSC13234,0,0,0,0,0
SSC13235,3,0,0,0,4
SSC13236,168,130,25,0,604
SSC13237,12,6,3,0,35
SSC13238,3,0,0,0,11
SSC13239,16,11,3,0,58
SSC13240,14,6,0,0,76
SSC13241,4,3,0,0,23
SSC13242,15,7,0,0,84
SSC13243,0,0,0,0,0
SSC13244,129,64,43,12,601
SSC13245,389,187,93,68,2210
SSC13246,3924,3523,2100,1009,22391
SSC13247,0,0,0,0,0
SSC13248,0,0,0,0,0
SSC13249,6,0,3,0,20
SSC13250,223,168,78,19,1083
SSC13251,16,14,6,0,81
SSC13252,38,23,10,0,161
SSC13253,35,22,13,3,103
SSC13254,17,5,3,0,64
SSC13255,38,12,3,0,470
SSC13256,633,368,113,49,7732
SSC13257,542,452,184,118,3207
SSC13258,194,121,56,11,1195
SSC13259,7,3,0,0,28
SSC13260,748,268,104,96,6246
SSC13261,46,47,23,0,197
SSC13262,0,0,0,0,0
SSC13263,5,0,0,0,41
SSC13264,143,83,50,18,778
SSC13265,13,5,3,0,76
SSC13266,366,219,47,18,2178
SSC13267,3,4,0,0,15
SSC13268,8,3,0,0,30
SSC13269,0,0,0,0,8
SSC13270,4,0,0,0,24
SSC13271,10,0,0,0,34
SSC13272,36,27,3,0,112
SSC13273,717,365,202,74,7172
SSC13274,0,0,0,0,0
SSC13275,0,0,0,0,15
SSC13276,16,19,3,0,64
SSC13277,414,231,78,50,2217
SSC13278,19,19,7,3,120
SSC13279,25,29,4,0,111
SSC13280,3,0,0,0,11
SSC13281,1085,748,327,132,6335
SSC13282,10,5,4,0,33
SSC13283,10,4,5,0,58
SSC13284,899,585,171,33,8945
SSC13285,43,35,3,0,147
SSC13286,1648,825,195,46,12745
SSC13287,12,8,3,0,63
SSC13288,0,4,0,0,7
SSC13289,3,3,0,0,21
SSC13290,18,6,6,3,88
SSC13291,371,240,135,109,3266
SSC13292,230,104,63,14,2019
SSC13293,201,85,32,8,1440
SSC13294,266,177,85,25,1807
SSC13295,5,7,0,0,12
SSC13296,239,125,62,27,2289
SSC13297,31,13,10,0,122
SSC13298,0,0,0,0,6
SSC13299,0,0,0,0,0
SSC13300,14,15,8,0,90
SSC13301,243,198,118,31,1430
SSC13302,68,36,11,4,270
SSC13303,455,190,44,13,2538
SSC13304,93,62,16,5,538
SSC13305,96,72,15,0,341
SSC13306,16,7,4,4,43
SSC13307,79,35,43,21,357
SSC13308,26,24,10,0,103
SSC13309,78,69,25,4,541
SSC13310,114,110,56,34,850
SSC13311,16,12,5,3,81
SSC13312,1992,1216,612,463,19308
SSC13313,4,7,0,0,20
SSC13314,0,0,0,0,11
SSC13315,235,261,59,16,1366
SSC13316,15,6,3,0,77
SSC13317,3,3,0,0,28
SSC13318,9,13,3,0,53
SSC13319,219,174,57,8,987
SSC13320,10,5,3,0,35
SSC13321,34,29,25,9,203
SSC13322,0,0,0,0,0
SSC13323,15,11,5,0,50
SSC13324,0,4,0,0,12
SSC13325,121,70,25,3,833
SSC13326,0,0,0,0,29
SSC13327,838,535,236,81,5112
SSC13328,103,55,17,0,516
SSC13329,61,64,22,5,283
SSC13330,0,0,0,0,0
SSC13331,0,4,0,0,11
SSC13332,0,0,0,0,4
SSC13333,19,17,3,0,75
SSC13334,58,30,15,0,217
SSC13335,0,0,0,0,3
SSC13336,45,29,15,3,191
SSC13337,20,4,6,3,121
SSC13338,4,3,0,0,19
SSC13339,901,508,299,80,9131
SSC13340,364,237,118,93,1788
SSC13341,3,0,0,0,14
SSC13342,9,10,10,4,91
SSC13343,9,4,3,0,46
SSC13344,3,0,0,0,12
SSC13345,263,127,64,27,1895
SSC13346,54,26,16,3,366
SSC13347,12,11,3,0,48
SSC13348,20,18,3,0,69
SSC13349,3,0,0,0,12
SSC13350,50,41,20,0,330
SSC13351,20,4,0,0,60
SSC13352,85,51,14,0,349
SSC13353,11,4,0,0,53
SSC13354,6,0,0,0,24
SSC13355,914,458,297,184,6273
SSC13356,127,40,16,19,790
SSC13357,10,4,0,3,30
SSC13358,410,174,56,21,7854
SSC13359,5,3,3,0,21
SSC13360,387,265,214,140,2739
SSC13361,121,87,26,7,467
SSC13362,4,3,0,0,27
SSC13363,8,3,0,0,51
SSC13364,17,18,4,0,90
SSC13365,4,3,4,0,14
SSC13366,9,8,0,0,32
SSC13367,44,45,10,3,193
SSC13368,366,225,93,31,3162
SSC13369,0,0,0,0,6
SSC13370,303,219,70,40,1686
SSC13371,725,420,282,100,5284
SSC13372,0,0,0,0,11
SSC13373,10,5,3,0,32
SSC13374,191,190,48,14,1051
SSC13375,131,65,27,0,524
SSC13376,7,6,3,0,35
SSC13377,23,29,8,0,109
SSC13378,40,25,6,0,147
SSC13379,672,348,176,92,8530
SSC13380,29,22,11,0,106
SSC13381,9,4,3,0,43
SSC13382,3,3,0,0,13
SSC13383,0,4,3,0,16
SSC13384,0,4,0,0,3
SSC13385,14,4,0,0,39
SSC13386,10,12,0,0,25
SSC13387,5,6,0,0,31
SSC13388,13,11,11,4,116
SSC13389,3,0,0,0,10
SSC13390,43,24,5,0,139
SSC13391,117,62,37,10,688
SSC13392,21,11,3,0,77
SSC13393,3,11,3,0,35
SSC13394,0,0,0,0,0
SSC13395,948,431,164,85,6369
SSC13396,0,3,0,0,10
SSC13397,175,113,76,7,2768
SSC13398,746,681,338,173,6125
SSC13399,3,7,4,0,46
SSC13400,3,0,0,0,13
SSC13401,75,35,12,3,250
SSC13402,0,3,0,0,11
SSC13403,7,0,0,0,24
SSC13404,11,5,0,0,16
SSC13405,484,266,112,37,5593
SSC13406,9,7,0,0,35
SSC13407,41,39,15,3,150
SSC13408,122,58,15,9,2283
SSC13409,571,321,178,68,4763
SSC13410,450,213,71,11,2964
SSC13411,0,0,0,0,3
SSC13412,899,679,314,160,5884
SSC13413,179,101,51,25,908
SSC13414,22,21,3,4,102
SSC13415,10,18,4,0,85
SSC13416,14,6,3,0,51
SSC13417,6,6,3,0,25
SSC13418,0,0,0,0,0
SSC13419,8,0,0,0,41
SSC13420,121,112,36,11,879
SSC13421,4,0,0,0,18
SSC13422,22,4,0,0,81
SSC13423,3,0,3,0,17
SSC13424,13,5,0,0,43
SSC13425,14,5,3,0,65
SSC13426,7,4,0,0,12
SSC13427,27,18,11,3,117
SSC13428,22,20,0,0,112
SSC13429,445,210,76,12,3660
SSC13430,3,3,0,0,30
