SSC_CODE_2016,P_PGrad_Deg_35_44,P_PGrad_Deg_45_54,P_PGrad_Deg_55_64,P_PGrad_Deg_65_74,P_PGrad_Deg_75_84,P_PGrad_Deg_85ov,P_PGrad_Deg_Total,P_GradDip_and_GradCert_15_24,P_GradDip_and_GradCert_25_34,P_GradDip_and_GradCert_35_44,P_GradDip_and_GradCert_45_54,P_GradDip_and_GradCert_55_64,P_GradDip_and_GradCert_65_74,P_GradDip_and_GradCert_75_84,P_GradDip_and_GradCert_85ov,P_GradDip_and_GradCert_Total,P_BachDeg_15_24,P_BachDeg_25_34,P_BachDeg_35_44,P_BachDeg_45_54,P_BachDeg_55_64,P_BachDeg_65_74,P_BachDeg_75_84,P_BachDeg_85ov,P_BachDeg_Total,P_AdvDip_and_Dip_15_24,P_AdvDip_and_Dip_25_34,P_AdvDip_and_Dip_35_44,P_AdvDip_and_Dip_45_54,P_AdvDip_and_Dip_55_64,P_AdvDip_and_Dip_65_74,P_AdvDip_and_Dip_75_84,P_AdvDip_and_Dip_85ov,P_AdvDip_and_Dip_Total,P_Cert_III_IV_15_24,P_Cert_III_IV_25_34,P_Cert_III_IV_35_44,P_Cert_III_IV_45_54,P_Cert_III_IV_55_64,P_Cert_III_IV_65_74,P_Cert_III_IV_75_84,P_Cert_III_IV_85ov,P_Cert_III_IV_Total,P_Cert_I_II_15_24,P_Cert_I_II_25_34,P_Cert_I_II_35_44,P_Cert_I_II_45_54,P_Cert_I_II_55_64,P_Cert_I_II_65_74,P_Cert_I_II_75_84,P_Cert_I_II_85ov,P_Cert_I_II_Total,P_Cert_Levl_nfd_15_24,P_Cert_Levl_nfd_25_34,P_Cert_Levl_nfd_35_44,P_Cert_Levl_nfd_45_54,P_Cert_Levl_nfd_55_64,P_Cert_Levl_nfd_65_74,P_Cert_Levl_nfd_75_84,P_Cert_Levl_nfd_85ov,P_Cert_Levl_nfd_Total,P_Cert_Lev_Tot_15_24,P_Cert_Lev_Tot_25_34,P_Cert_Lev_Tot_35_44,P_Cert_Lev_Tot_45_54,P_Cert_Lev_Tot_55_64,P_Cert_Lev_Tot_65_74,P_Cert_Lev_Tot_75_84,P_Cert_Lev_Tot_85ov,P_Cert_Lev_Tot_Total,P_Lev_Edu_IDes_15_24,P_Lev_Edu_IDes_25_34,P_Lev_Edu_IDes_35_44,P_Lev_Edu_IDes_45_54,P_Lev_Edu_IDes_55_64,P_Lev_Edu_IDes_65_74,P_Lev_Edu_IDes_75_84,P_Lev_Edu_IDes_85ov,P_Lev_Edu_IDes_Total,P_Lev_Edu_NS_15_24,P_Lev_Edu_NS_25_34,P_Lev_Edu_NS_35_44,P_Lev_Edu_NS_45_54,P_Lev_Edu_NS_55_64,P_Lev_Edu_NS_65_74,P_Lev_Edu_NS_75_84,P_Lev_Edu_NS_85ov,P_Lev_Edu_NS_Total,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Total
SSC13626,6,3,4,3,0,0,20,0,0,0,0,3,0,0,0,3,0,4,12,8,14,7,3,0,43,0,4,5,5,6,11,3,0,31,3,8,16,11,3,5,3,0,52,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,13,11,16,12,5,5,3,0,62,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,6,13,20,36,31,33,25,9,0,173
SSC13627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,4,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,4,7,5,0,0,19
SSC13628,15,19,12,4,0,0,47,0,0,10,5,6,0,0,0,23,10,18,82,89,39,13,3,0,249,4,4,22,38,26,15,3,0,113,21,23,72,88,48,16,3,0,277,0,0,3,13,3,0,0,0,20,0,0,7,6,7,11,3,0,33,29,27,81,108,56,25,8,0,331,0,0,3,0,0,0,0,0,6,20,3,16,10,10,5,4,0,71,60,61,217,267,152,64,12,0,834
SSC13629,110,102,127,70,10,3,490,0,12,42,72,63,31,10,0,230,52,166,258,263,264,153,64,30,1243,41,74,146,198,161,119,74,34,851,117,189,176,222,193,139,81,43,1156,14,9,21,8,8,11,3,4,78,8,7,16,26,52,56,18,25,216,137,210,213,262,255,204,108,69,1448,0,0,11,6,15,10,10,11,69,39,30,34,74,45,76,91,103,493,278,569,806,968,917,672,361,250,4819
SSC13630,0,0,0,4,3,0,10,0,0,0,0,0,0,0,0,0,0,0,3,3,3,6,3,0,11,0,0,0,3,5,3,0,0,13,0,0,3,5,4,7,0,0,25,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,3,0,0,3,7,3,14,3,0,33,0,0,0,0,0,0,0,0,0,0,0,0,11,5,27,3,0,46,0,3,9,21,23,50,6,0,119
SSC13631,32,25,11,5,0,0,101,8,17,12,16,12,0,0,0,63,47,127,82,80,51,25,9,0,424,32,107,79,72,66,27,3,0,389,109,170,152,180,165,73,10,0,869,11,13,17,13,8,4,0,0,58,11,12,29,28,34,8,4,0,133,132,200,193,229,205,85,19,4,1055,3,4,9,14,11,4,0,0,43,57,58,38,40,59,28,16,8,300,283,547,441,468,416,177,36,13,2379
SSC13632,90,46,52,24,7,0,346,7,27,33,25,20,7,0,0,128,150,430,295,221,261,93,14,4,1460,114,339,293,244,255,55,11,3,1307,363,776,620,595,573,206,43,9,3184,42,45,28,32,38,21,0,0,203,38,59,55,80,108,34,5,0,383,441,883,708,707,722,258,51,7,3774,10,18,30,29,25,16,3,0,135,181,202,171,164,220,127,43,17,1119,917,2002,1616,1429,1550,590,130,34,8262
SSC13633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SSC13634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,4,3,0,9,0,0,10,0,6,12,18,12,8,0,0,53,0,3,0,3,0,0,0,0,4,0,0,0,4,0,0,0,0,8,0,10,12,20,9,8,0,0,63,0,0,0,0,0,0,0,0,0,3,0,0,3,7,3,0,0,19,6,12,21,30,19,21,3,0,109
SSC13635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC13636,8,6,11,3,3,0,36,0,0,6,3,0,4,5,0,23,5,13,38,23,22,18,3,0,133,10,11,28,37,52,31,9,0,178,56,82,90,111,92,108,49,5,593,10,3,3,6,11,4,4,0,41,3,4,10,14,15,16,4,0,67,67,85,97,130,116,133,59,10,699,0,0,0,0,6,7,0,0,25,16,8,11,31,40,50,66,48,275,98,132,197,243,248,254,143,63,1370
SSC13637,20,14,10,4,0,0,81,6,15,12,11,9,3,0,0,46,42,114,96,70,28,18,7,3,382,56,116,110,80,43,22,0,0,427,154,306,235,180,115,62,16,3,1068,23,18,16,12,10,3,3,0,76,11,9,23,36,28,8,3,0,119,182,330,277,231,147,74,21,3,1266,5,11,12,8,3,6,3,0,50,62,51,42,56,46,52,17,3,328,355,674,575,459,277,176,44,9,2574
SSC13638,7,3,11,10,3,0,35,0,0,0,3,0,0,0,0,11,3,15,8,17,23,16,11,5,90,5,12,17,17,25,13,16,0,103,12,17,29,39,31,35,14,12,198,0,0,0,0,3,0,0,0,5,0,0,0,0,10,7,7,0,28,19,17,30,42,47,44,18,12,234,0,0,0,4,3,9,0,0,17,7,3,10,11,14,22,22,13,102,36,46,71,100,125,114,62,31,588
SSC13639,556,478,263,171,69,13,1856,4,40,74,109,75,37,27,3,364,193,562,1016,860,658,430,237,75,4037,45,110,203,377,264,252,173,70,1487,59,96,103,158,120,95,73,32,726,9,4,10,19,4,11,10,0,69,10,20,36,56,59,78,37,22,324,75,118,140,229,186,185,121,57,1116,6,15,23,40,33,42,34,13,209,57,48,97,104,82,117,129,94,743,396,1188,2115,2192,1565,1236,787,333,9810
SSC13640,95,79,43,35,19,3,302,0,3,13,27,20,12,8,3,89,47,71,173,171,110,76,39,14,694,5,12,49,66,42,44,38,3,263,11,18,27,43,26,20,13,0,163,0,0,7,7,0,3,0,0,14,0,0,8,14,15,6,14,4,70,8,22,43,58,43,31,30,10,247,0,0,3,8,3,7,9,0,34,10,7,15,18,14,28,25,10,118,74,145,395,429,273,235,158,40,1753
SSC13641,16,3,4,5,0,0,80,3,15,3,3,4,0,3,0,32,81,247,103,53,47,29,4,3,568,29,82,62,59,51,39,3,0,328,50,105,96,87,101,82,28,0,562,19,6,12,7,7,0,0,0,54,7,13,25,21,16,8,0,0,93,69,125,130,117,130,95,32,0,706,3,6,7,9,15,5,0,0,50,60,43,44,47,54,48,17,10,323,249,567,367,291,305,215,59,20,2088
SSC13642,333,88,57,19,8,0,1008,3,50,43,19,19,11,6,0,152,121,903,461,178,102,65,19,3,1851,21,127,89,60,41,19,6,4,368,20,77,47,34,27,10,6,3,223,0,11,0,3,0,0,0,0,18,4,11,8,9,10,10,7,0,56,24,92,52,48,45,22,14,3,301,0,19,8,12,4,3,3,0,49,25,171,105,37,45,23,15,8,437,211,1857,1096,434,310,164,74,25,4171
SSC13643,71,31,18,12,0,0,246,9,16,12,21,6,5,0,0,65,62,282,199,98,83,48,18,3,791,73,205,180,100,82,24,16,0,682,215,401,320,259,199,114,47,17,1572,42,41,30,28,23,3,3,0,161,15,30,38,34,33,14,5,3,176,270,477,393,317,251,131,59,18,1911,6,22,15,13,15,17,3,0,97,182,221,185,185,189,139,116,92,1315,609,1328,1056,765,642,372,218,114,5110
SSC13644,95,44,24,3,0,0,266,0,21,24,25,19,7,0,0,96,81,341,185,73,35,17,5,0,738,19,92,82,48,31,7,3,0,277,26,113,55,57,28,4,3,4,294,5,3,8,3,3,0,0,0,22,0,4,6,10,9,6,0,0,36,33,124,69,66,45,12,3,5,354,0,7,6,0,0,0,0,0,14,41,78,54,47,20,11,4,5,251,177,763,507,311,169,52,15,14,2003
SSC13645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,3,3,9,3,4,0,0,25
SSC13646,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,4,4,5,5,4,3,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,4,6,4,4,0,0,0,28,0,0,0,0,0,0,0,0,0,3,8,11,0,4,9,3,0,36,7,15,22,9,6,13,4,0,82
SSC13647,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,3,4,0,3,4,0,0,0,17,8,6,0,3,9,0,0,0,24,16,26,17,21,20,17,5,0,115,0,3,0,3,0,0,0,0,11,0,0,0,0,0,3,0,0,10,16,33,21,22,17,21,5,0,133,0,0,0,6,0,0,0,0,6,8,6,0,3,10,9,6,0,49,32,46,27,41,43,30,13,0,233
SSC13648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,11,6,0,0,3,0,18,0,0,0,3,0,3,0,0,8,0,5,0,9,0,3,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,3,3,0,0,24,0,0,0,0,0,0,0,0,0,3,4,0,6,5,3,3,0,25,3,13,12,24,10,8,4,0,77
SSC13649,281,124,67,19,3,0,632,0,23,58,24,15,10,0,0,123,89,396,582,316,154,62,18,5,1629,41,151,246,175,84,32,7,0,733,61,162,226,142,122,71,17,9,814,4,9,14,14,5,0,0,0,55,12,17,30,26,22,18,5,0,137,74,188,268,182,152,90,29,9,1004,3,15,24,14,8,10,0,0,72,49,49,93,46,45,49,30,3,365,259,950,1562,877,533,272,90,16,4555
SSC13650,229,169,98,44,12,3,850,4,70,60,38,38,13,0,0,218,208,815,468,311,147,71,20,0,2040,41,182,160,110,59,50,12,8,623,58,117,104,106,63,39,26,8,517,6,13,6,4,3,3,0,0,36,11,9,16,27,25,22,3,3,113,67,140,127,140,90,66,26,12,673,0,7,11,7,3,8,3,0,43,75,205,134,93,57,53,38,13,661,404,1700,1189,873,498,300,110,33,5108
SSC13651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,5,3,0,0,16,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,7,0,3,5,3,0,0,18,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,11,3,8,0,5,9,3,0,0,28
SSC13652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,3,0,0,0,0,3,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,3,4,4,0,0,10,3,0,0,7,11,9,0,0,29
SSC13653,23,36,23,12,0,0,104,0,6,11,8,14,0,0,0,45,9,50,76,51,53,21,6,0,265,7,12,20,30,34,14,3,0,126,19,24,19,50,32,12,3,3,164,0,3,0,0,4,0,0,0,8,0,0,3,3,10,4,0,0,23,23,31,18,56,44,17,3,3,193,0,0,0,3,3,3,0,0,11,9,10,9,13,14,6,4,6,67,47,124,149,201,192,84,16,6,824
SSC13654,6,3,3,3,0,0,20,0,3,4,4,3,0,0,0,13,0,13,21,14,8,0,7,0,60,3,6,6,16,11,3,3,0,49,17,6,16,20,14,15,0,0,89,0,0,0,3,0,0,0,0,3,0,0,3,0,5,5,0,0,14,19,7,23,23,17,14,4,0,104,0,0,0,0,0,0,0,0,0,8,5,7,11,0,3,0,0,29,25,43,61,61,43,27,13,3,285
SSC13655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,9
SSC13656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC13657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,5,0,0,3,3,4,3,0,20
SSC13658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,4,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,9,0,0,0,4,6,10,3,0,26
SSC13659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,11,0,4,0,0,3,0,0,0,10,0,0,3,3,5,10,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,5,10,0,0,28,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,9,3,4,6,15,13,16,3,0,59
SSC13660,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,8,3,4,0,0,3,0,13,0,3,3,3,7,5,0,0,23,3,5,9,18,12,5,3,0,58,0,0,0,4,0,0,0,0,7,0,0,0,3,0,3,0,0,8,3,7,14,23,12,12,3,3,75,0,0,0,0,0,0,0,0,0,4,0,4,4,10,9,3,3,36,9,15,18,32,27,29,14,4,157
SSC13661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,6,3,0,5,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,5,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,11,11,3,5,0,0,31
SSC13662,24,19,26,15,0,0,102,0,11,5,13,15,3,0,0,47,13,78,78,50,83,33,18,6,352,8,28,51,71,75,30,12,10,274,50,126,104,139,189,80,45,13,737,8,3,9,9,6,7,0,0,40,3,11,14,17,26,9,0,4,81,54,140,124,162,218,97,47,16,860,3,0,6,4,3,4,6,0,28,32,34,68,180,170,87,65,86,722,108,302,355,500,581,269,146,118,2384
SSC13663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,5,0,0,0,3,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,3,0,0,11,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,4,0,10,5,7,0,0,22
SSC13664,0,3,13,0,0,0,21,0,0,3,3,4,0,0,0,11,0,7,13,14,19,20,3,0,81,0,5,11,5,19,6,3,0,57,7,16,14,23,26,12,3,4,95,0,0,0,0,0,0,0,0,3,0,0,4,4,3,0,0,0,12,8,15,21,25,27,8,3,4,113,0,0,0,3,0,0,0,0,9,5,13,5,15,23,9,8,3,73,23,44,56,65,103,47,14,7,361
SSC13665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,7,0,0,0,3,4,0,0,0,11,3,0,5,7,7,8,0,0,29,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,4,5,5,12,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,13,3,6,8,15,15,15,3,0,62
SSC13666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,8
SSC13667,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,7,0,3,0,3,7,3,0,0,21,0,0,0,3,8,3,0,0,16,0,3,0,4,9,0,0,0,20,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,6,3,4,16,0,0,0,31,0,0,0,0,0,0,0,0,0,10,4,3,3,5,4,3,0,27,9,8,13,17,37,12,7,0,108
SSC13668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,8,3,0,0,0,14,0,0,3,4,4,0,0,0,11,0,3,3,3,3,0,0,0,19,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,4,5,3,3,8,6,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,0,17,5,8,10,27,15,10,0,0,72
SSC13669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,5,0,3,0,0,9,0,3,3,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,7,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,8,4,10,3,4,0,0,30
SSC13670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,3,6,0,3,0,8
SSC13671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC13672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,11,4,3,3,3,3,3,0,0,20,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,3,3,3,4,11,3,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,0,11,3,6,7,8,19,6,3,0,54
SSC13673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,3,0,3,0,3,0,0,0,0,12,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,0,0,15,3,3,8,11,15,3,0,3,42
SSC13674,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,4,0,0,3,0,0,11,0,3,3,4,3,0,0,0,16,9,3,5,9,12,3,0,0,38,0,0,3,3,0,0,0,0,3,0,0,0,3,0,0,0,0,6,5,3,8,17,11,3,0,0,51,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,14,8,10,13,19,22,11,4,0,88
SSC13675,577,327,271,144,51,24,2575,14,88,80,72,63,30,13,7,360,767,2399,980,911,636,331,189,69,6286,224,479,289,322,250,127,71,37,1805,119,228,179,214,163,132,86,39,1160,15,23,12,15,25,6,4,0,102,21,46,41,68,58,35,23,20,315,155,294,235,300,240,176,116,64,1575,30,82,42,57,68,38,18,11,339,318,455,231,194,148,151,116,93,1711,1606,4893,2433,2182,1678,996,567,302,14665
SSC13676,71,31,34,17,0,0,225,0,12,18,13,11,8,3,0,61,83,177,154,106,71,30,10,0,626,17,57,69,57,46,24,4,0,285,28,44,68,73,42,27,18,7,301,6,5,3,18,3,5,0,0,31,3,11,9,5,12,9,0,0,50,30,60,76,95,59,38,18,5,383,3,5,3,7,9,4,0,0,31,31,43,31,28,31,21,17,0,204,172,411,423,344,266,140,52,14,1806
SSC13677,0,3,3,4,0,0,9,0,0,0,0,0,0,0,0,8,0,11,12,3,10,9,4,0,51,3,7,17,10,11,8,4,0,65,9,17,28,40,21,10,10,0,146,0,0,3,5,3,0,0,0,10,0,0,5,3,4,3,3,0,19,12,20,31,47,25,16,15,0,167,0,0,0,0,0,3,0,0,3,10,5,3,8,11,14,12,11,66,27,37,68,77,69,52,36,11,371
SSC13678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,4,0,11,0,0,0,14
SSC13679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,9,0,3,4,3,3,3,0,0,13,7,10,12,16,4,3,0,0,46,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,6,9,10,9,17,7,3,0,0,56,0,0,0,0,0,0,0,0,0,3,0,3,4,0,7,0,0,17,9,14,16,26,8,15,0,0,99
SSC13680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,12,0,7,0,0,3,4,0,0,21,0,4,3,9,5,3,0,0,30,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,3,9,9,3,0,0,30,0,0,0,0,0,0,0,0,3,6,3,7,3,0,8,9,0,36,3,17,11,18,18,24,13,0,99
SSC13681,0,3,4,0,0,0,7,0,0,0,0,0,3,0,0,7,0,6,12,6,13,4,0,0,33,0,4,9,7,15,9,0,0,38,10,18,17,24,40,26,12,3,143,4,0,0,3,7,0,0,0,16,0,0,4,0,3,0,0,0,12,12,17,18,32,46,27,14,3,169,0,0,0,0,0,0,0,0,0,4,7,4,9,27,19,19,6,90,14,44,43,50,97,65,31,7,353
SSC13682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,3,0,0,16,0,4,0,4,3,3,3,0,15,0,8,10,10,7,12,3,0,45,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,4,6,11,10,10,9,3,0,54,0,0,0,0,0,0,0,0,0,0,5,3,0,4,10,3,0,33,4,21,16,16,24,26,7,0,117
SSC13683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,4,0,4,3,3,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,4,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,7,3,4,4,3,7,3,0,0,28
SSC13684,28,31,30,20,9,3,163,0,10,17,19,17,12,0,0,82,9,145,187,132,102,55,19,7,651,11,61,59,70,77,27,7,0,316,35,93,105,113,92,32,11,3,487,8,12,4,7,3,0,0,0,32,8,6,10,11,16,5,3,3,66,48,108,125,135,113,37,15,9,590,0,9,7,0,4,3,0,0,19,44,63,80,73,80,40,16,15,414,112,435,500,457,427,207,70,34,2236
SSC13685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,5,0,0,15,0,3,0,0,0,0,3,0,6,0,3,3,3,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,3,7,3,0,14,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,7,3,5,8,9,6,9,8,0,46
SSC13686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,9,0,0,0,3,3,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,12,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,11,4,3,0,9,7,0,3,0,32
SSC13687,234,173,107,45,8,0,808,0,59,63,54,30,6,3,0,223,131,681,453,273,154,69,18,3,1775,40,159,133,105,58,42,5,3,555,37,124,110,83,65,43,15,6,483,3,3,6,11,8,0,0,0,31,3,20,18,19,23,12,5,3,107,44,153,133,106,97,58,20,11,625,5,4,9,18,3,10,4,0,53,50,99,106,88,68,50,42,53,557,285,1384,1133,818,518,280,105,73,4593
