SA2_CODE_2021,C21_85_over_UOL_SE_Tot,C21_85_over_LPE_NS,C21_85_over_Tot,C21_Tot_SEO,C21_Tot_UOL_SE_Vw_w,C21_Tot_UOL_SE_Nw_Na,C21_Tot_UOL_SE_P_E_n,C21_Tot_UOL_SE_Tot,C21_Tot_LPE_NS,C21_Tot_Tot
102011031,92,237,1008,12628,1157,159,19,1340,796,14758
102011032,27,50,551,16526,3106,426,36,3571,1112,21204
102011033,10,5,74,5575,615,96,3,719,190,6485
102011034,21,89,520,6898,348,28,4,380,341,7615
102011035,0,6,78,6160,735,91,11,830,161,7157
102011036,6,10,194,7421,536,54,14,602,183,8205
102011037,18,27,252,5624,616,90,10,717,226,6571
102011038,12,22,222,6672,233,17,0,251,239,7160
102011039,23,26,253,13120,1000,100,5,1109,624,14849
102011040,58,96,879,21615,1509,195,34,1735,1347,24697
102011041,14,16,217,9770,502,35,6,548,361,10675
102011042,24,45,598,12254,1094,212,21,1325,769,14346
102011043,27,63,504,9726,1008,126,8,1149,549,11423
102021044,47,247,903,20537,799,121,17,941,1353,22825
102021045,10,11,153,10273,505,42,0,555,462,11290
102021046,4,26,261,8889,270,27,7,298,539,9728
102021047,16,37,423,14764,654,67,4,731,515,16006
102021048,49,189,840,19491,1119,179,18,1317,1556,22362
102021049,3,3,29,3167,96,4,6,112,144,3420
102021050,17,52,382,10098,284,23,5,313,542,10960
102021051,3,8,68,4370,341,37,4,378,175,4928
102021052,9,7,130,5944,238,25,3,266,279,6492
102021053,33,62,514,13609,1033,176,20,1225,1011,15839
102021054,15,30,444,8913,361,48,4,414,576,9909
102021055,3,5,78,4432,517,84,7,612,191,5229
102021056,23,123,401,17032,1881,222,34,2138,885,20051
102021057,16,13,162,7575,770,142,6,922,634,9120
103011059,9,18,273,11147,578,64,7,654,534,12330
103011060,4,6,80,6181,126,10,3,139,596,6909
103011061,5,9,102,3940,225,35,7,266,632,4834
103011612,14,26,478,8513,823,112,17,957,1283,10752
103011613,7,22,225,13002,656,61,9,721,584,14313
103021062,3,26,211,5383,210,20,3,243,751,6372
103021063,12,13,359,8245,363,63,8,434,598,9273
103021064,5,12,128,4982,145,14,8,158,575,5716
103021065,4,36,314,8907,205,21,0,232,881,10020
103021066,0,14,143,3287,58,0,0,62,244,3597
103021067,6,30,330,9779,408,45,8,458,682,10919
103021068,6,6,93,2875,67,10,0,76,307,3262
103021069,0,22,176,4873,131,17,4,154,490,5525
103031070,19,25,388,10707,561,83,5,655,1026,12385
103031071,5,12,145,7484,289,28,3,320,642,8448
103031072,16,42,353,11305,509,64,8,588,674,12563
103031073,13,3,93,2952,93,11,0,99,344,3398
103031074,11,17,194,9822,258,13,3,272,976,11072
103031075,0,0,0,0,0,0,0,0,0,0
103041076,0,11,162,6927,116,10,0,131,457,7517
103041077,35,77,700,16592,1078,148,21,1241,1195,19023
103041078,15,48,343,19929,1728,227,31,1990,983,22895
103041079,3,15,207,10854,222,25,0,244,723,11830
104011080,15,60,777,17425,582,72,5,665,1165,19255
104011081,5,10,265,14271,340,30,6,383,2224,16875
104011082,11,59,712,15957,524,38,8,574,995,17533
104021083,4,20,125,5366,283,17,4,304,494,6168
104021084,26,65,539,14915,1588,459,24,2069,1111,18099
104021085,30,141,642,8881,1064,401,29,1489,933,11305
104021086,0,8,32,3490,159,24,6,190,273,3950
104021087,6,9,97,2846,88,12,0,102,299,3250
104021088,14,3,126,9308,553,64,8,631,325,10262
104021089,23,71,614,18140,832,104,16,953,969,20066
104021090,3,6,187,4453,133,13,0,149,309,4907
104021091,33,37,354,11552,1717,438,27,2186,726,14463
105011092,0,5,50,2723,138,6,0,153,548,3428
105011093,0,5,75,3339,167,19,0,186,604,4129
105011094,0,7,85,3309,85,4,0,96,527,3926
105011095,0,38,153,4001,154,4,0,161,425,4591
105011096,16,16,83,3819,265,36,5,305,1400,5534
105021097,20,112,590,15480,585,65,5,649,1460,17588
105021098,0,9,28,1845,34,8,0,45,395,2288
105031099,0,69,294,6608,194,12,0,209,1102,7921
105031100,8,22,185,8891,746,71,12,830,911,10633
105031101,13,63,513,15832,2108,222,26,2353,1444,19628
105031102,3,31,212,8584,746,82,13,841,896,10317
105031103,0,0,69,5362,59,4,0,64,535,5963
105031104,0,20,130,3817,73,3,5,82,504,4398
105031105,0,51,173,5455,137,10,3,147,855,6458
105031106,4,25,232,6876,238,28,3,268,1623,8769
106011107,8,9,93,11824,425,65,11,498,445,12770
106011108,16,85,655,20213,567,102,9,678,2603,23495
106011109,0,5,103,8479,182,15,5,203,463,9145
106011110,5,9,184,9027,112,12,0,125,388,9541
106011111,10,28,331,19132,502,72,7,578,926,20631
106011112,3,16,306,15368,655,97,5,758,894,17018
106011113,0,6,36,4787,94,11,0,112,435,5332
106021114,4,48,180,7764,460,62,5,527,328,8611
106021116,3,4,145,8213,237,28,6,272,250,8727
106021614,8,69,376,15963,1077,182,9,1267,749,17981
106021615,12,34,327,15988,912,118,19,1046,698,17730
106021616,0,7,104,7196,301,42,4,355,428,7976
106021617,3,17,234,9426,279,30,5,311,358,10091
106021618,4,3,85,14236,1114,176,19,1313,351,15899
106031119,8,14,121,5903,181,9,0,195,350,6449
106031120,7,11,163,6333,195,21,0,218,339,6887
106031121,45,165,978,19565,1209,138,8,1361,1053,21972
106031122,9,17,259,13101,536,68,0,601,890,14588
106031123,0,4,62,5376,97,12,3,110,196,5693
106031124,6,72,351,5171,199,31,0,229,403,5804
106031125,5,18,166,13908,465,66,6,535,576,15020
106041126,5,22,179,10665,572,51,3,627,979,12272
106041127,0,10,76,3736,74,5,0,82,268,4083
106041128,0,32,201,5292,321,101,3,422,324,6035
106041129,5,34,208,7436,170,36,3,201,552,8194
107011131,83,37,662,21450,1603,224,24,1850,893,24195
107011132,28,3,123,10341,1368,156,24,1546,265,12155
107011133,0,0,0,5,0,0,0,0,0,5
107011134,115,84,499,12378,2035,319,18,2367,532,15280
107011545,164,28,383,9438,3239,816,20,4082,686,14200
107011546,272,19,410,6222,2097,777,29,2910,607,9740
107011547,29,20,171,3624,306,60,0,374,248,4239
107021135,0,0,0,4,0,0,0,4,0,9
107031136,23,104,308,17112,1173,115,19,1312,604,19026
107031137,34,14,220,6161,391,59,3,450,300,6920
107031138,19,93,400,7814,467,54,0,526,448,8786
107031139,6,10,127,5601,218,14,0,235,220,6063
107031140,10,16,261,7496,281,23,8,318,328,8136
107031141,54,98,311,16258,2108,256,26,2395,693,19341
107031142,68,37,309,8746,1157,201,13,1363,479,10590
107031143,133,100,554,16873,1859,381,26,2261,1260,20397
107041144,183,92,675,16743,3268,559,24,3855,921,21519
107041145,94,29,471,13373,1685,288,15,1983,680,16041
107041146,100,88,588,17204,4069,540,29,4642,923,22773
107041147,7,49,141,8398,400,54,8,457,279,9135
107041148,22,27,196,10897,673,44,9,727,336,11957
107041150,86,59,640,18755,1199,129,18,1346,663,20761
107041548,94,103,464,11453,3143,586,26,3756,815,16020
107041549,135,26,324,10915,3918,856,42,4812,824,16551
108011151,4,15,134,4669,102,11,0,109,455,5235
108011152,18,62,848,13259,546,42,14,604,853,14709
108011153,5,9,114,6224,170,21,0,198,574,6988
108011154,53,51,508,5771,221,55,3,283,322,6376
108021155,13,41,460,13208,468,34,12,520,1925,15654
108021156,5,16,171,8415,229,61,6,298,755,9472
108021157,10,19,209,4663,181,34,4,220,311,5189
108021158,8,26,381,6279,225,38,5,267,572,7111
108021159,0,10,121,7223,224,26,3,262,619,8102
108021160,6,10,233,5143,158,13,0,170,323,5628
108031161,0,0,15,382,27,6,0,32,34,445
108041162,16,47,811,17330,408,40,0,446,715,18484
108041164,28,180,1065,18570,1225,137,15,1382,1198,21147
108041165,0,4,66,4799,117,5,0,130,374,5301
108041166,6,19,375,11911,266,23,6,302,589,12796
108041619,9,13,247,10644,550,74,7,630,491,11764
108041620,32,37,840,16018,742,47,8,801,465,17284
108051167,0,13,215,4876,103,13,0,111,320,5310
108051168,15,13,347,11358,387,41,7,434,692,12476
108051169,21,100,912,18496,879,87,14,975,1645,21123
108051170,4,30,280,11961,252,14,3,271,812,13044
108051171,6,24,171,4907,122,11,4,137,351,5395
109011172,16,12,339,15904,1161,159,17,1338,595,17831
109011173,15,18,261,8912,714,150,9,869,738,10527
109011174,30,32,404,9065,761,79,11,856,603,10519
109011175,5,19,227,11284,267,27,4,295,923,12507
109011176,33,30,379,12816,1471,398,23,1903,950,15665
109021177,8,16,90,2434,107,18,3,131,332,2897
109021178,13,15,132,5508,260,32,3,300,707,6511
109021179,3,12,72,2800,229,99,0,332,519,3648
109031180,7,23,251,5130,141,24,5,163,302,5595
109031181,3,20,222,6523,124,19,3,154,591,7262
109031182,10,18,278,6160,200,25,4,231,648,7038
109031183,5,23,182,6083,158,24,0,184,570,6837
109031184,4,40,219,6296,204,20,6,229,405,6930
109031185,8,51,359,8519,291,33,3,328,934,9778
110011186,7,102,599,18828,2491,421,29,2938,2199,23967
110011187,0,19,102,3815,155,42,0,199,523,4527
110011188,3,8,109,5417,150,6,0,159,317,5894
110011189,4,7,84,2759,67,3,0,72,312,3144
110021190,17,38,303,7718,218,24,0,239,968,8931
110021191,9,41,374,10449,540,90,8,642,970,12057
110021192,4,9,97,4569,64,5,6,76,558,5200
110021193,4,21,187,5135,69,3,0,78,522,5734
110021194,6,22,211,5968,205,18,8,235,612,6810
110031195,0,31,146,6087,349,34,0,377,1384,7845
110031196,0,15,49,3909,122,14,3,138,1305,5356
110031197,0,8,163,6143,203,29,6,233,522,6898
110031198,4,8,88,3892,68,14,3,82,642,4616
110041199,5,25,295,8549,345,42,6,402,793,9745
110041200,0,22,89,3858,60,11,0,68,442,4369
110041201,0,29,189,6498,203,18,0,220,829,7551
110041202,11,39,469,18672,1081,266,20,1368,1323,21360
110041203,6,112,683,13860,1310,249,36,1597,1059,16517
110041204,0,10,42,4810,389,69,5,469,719,5998
110041205,10,33,387,17505,353,44,3,400,1131,19038
111011206,35,46,623,16531,647,81,11,733,594,17864
111011207,5,12,144,5236,150,23,5,176,267,5680
111011208,53,34,676,22668,1541,246,23,1808,775,25254
111011209,40,51,507,22190,1456,170,24,1649,753,24588
111011210,15,20,337,8415,410,55,16,481,614,9504
111011211,51,35,225,3392,204,15,0,225,171,3785
111011212,13,25,414,11680,431,47,4,476,404,12559
111011213,14,20,313,11723,557,49,7,616,224,12568
111011214,16,26,374,13341,789,87,15,890,453,14694
111021215,31,61,386,9067,429,64,13,510,560,10135
111021216,14,8,192,8938,394,32,3,428,332,9691
111021217,18,35,318,14164,1487,192,20,1701,517,16375
111021218,35,88,945,16459,803,111,11,923,746,18129
111021219,14,40,508,12855,507,52,3,569,540,13961
111021220,12,23,200,8735,311,36,9,350,383,9467
111021221,4,4,71,6845,165,20,0,192,214,7254
111031222,41,25,398,14768,1236,159,12,1407,429,16600
111031223,7,11,159,7767,326,106,8,435,361,8561
111031224,109,30,379,10584,1177,203,12,1393,796,12772
111031225,37,35,428,15275,1288,208,17,1518,555,17343
111031226,17,6,103,13283,2409,316,37,2754,389,16429
111031227,67,16,464,13368,1244,262,15,1520,634,15526
111031228,29,7,325,13169,873,71,6,946,390,14506
111031229,8,7,168,10925,1167,112,21,1294,589,12805
111031230,0,0,0,24,0,0,0,0,5,31
111031231,19,138,356,8658,2216,423,24,2656,1273,12593
111031232,12,32,257,7986,332,38,4,369,470,8824
111031233,64,56,867,17647,2102,386,34,2519,796,20958
111031234,52,190,634,10650,1244,181,22,1441,787,12883
111031235,5,4,96,8204,572,55,9,637,327,9171
112011236,33,179,1186,16472,855,90,18,957,1204,18629
112011237,19,39,528,16680,756,61,9,830,819,18327
112011238,29,15,111,5707,454,34,10,500,750,6958
112011239,3,12,144,7681,729,40,9,776,711,9170
112011240,7,23,171,8469,1449,83,11,1547,899,10914
112011241,0,23,181,4950,144,10,6,157,536,5643
112011242,6,0,120,8309,473,39,11,519,408,9236
112011243,10,11,156,6981,745,34,5,790,1125,8896
112021244,12,53,462,10905,316,39,10,360,1035,12298
112021245,13,18,145,6366,171,21,9,199,812,7381
112021246,28,36,467,12046,769,82,17,864,684,13591
112021247,4,50,205,6626,252,23,0,276,711,7611
112021248,11,59,399,13236,785,83,11,871,1117,15229
112021249,18,22,220,13716,674,35,4,716,1359,15786
112031250,12,41,411,13467,600,39,6,643,701,14818
112031251,16,126,442,8334,450,43,5,497,674,9501
112031252,9,19,158,8776,371,46,15,428,1151,10352
112031253,7,50,358,12574,571,42,0,617,900,14086
112031254,27,174,965,17421,1302,132,24,1465,1681,20563
112031550,37,67,864,14847,704,72,14,780,695,16320
112031551,8,9,55,3068,108,15,3,125,132,3324
112031552,11,50,597,7328,563,65,3,635,454,8423
113011256,193,114,603,13526,4468,1199,63,5736,1307,20569
113011257,34,17,203,10174,938,169,12,1124,1462,12760
113011258,30,21,270,8542,828,243,13,1085,704,10330
113011259,3,24,203,5101,211,9,4,223,581,5905
113021260,0,12,94,3025,99,5,0,104,394,3522
113021261,3,9,199,5857,348,24,6,378,436,6667
113021262,9,9,105,4130,179,33,0,213,403,4744
113031263,5,28,289,7025,189,16,3,209,466,7705
113031264,0,11,91,3149,119,61,0,181,390,3715
113031265,0,15,123,4886,188,116,4,308,1150,6351
113031266,10,25,254,6071,161,24,10,189,346,6603
113031267,16,33,352,15059,1073,144,12,1234,628,16921
113031268,0,63,185,4620,596,89,10,692,286,5605
113031269,17,58,508,18971,1970,530,24,2522,1028,22522
113031270,12,30,446,9936,996,216,12,1232,793,11962
113031271,5,27,318,15707,735,73,18,833,1249,17788
114011272,7,32,421,8731,276,17,3,291,458,9489
114011273,8,3,100,3296,173,26,5,200,146,3642
114011274,10,14,201,4702,176,20,7,207,194,5105
114011275,0,0,0,57,0,0,0,0,6,62
114011276,20,10,144,4224,345,40,12,396,231,4844
114011277,29,23,452,14405,799,85,12,893,795,16098
114011278,34,45,602,18549,1390,213,19,1622,2421,22584
114011279,44,34,511,13608,670,87,19,772,880,15259
114011280,6,47,252,4198,137,5,0,151,350,4694
114011281,3,4,46,3286,145,15,0,163,258,3708
114011282,33,54,644,15382,676,64,12,753,892,17026
114011283,4,10,131,5327,147,4,0,151,342,5822
114021284,34,147,852,11987,889,66,17,973,670,13626
114021285,3,0,51,5930,248,32,0,277,186,6393
114021286,23,19,338,9297,1073,108,16,1195,434,10931
114021287,12,75,274,9182,779,82,4,865,599,10648
114021288,0,9,59,3478,113,8,5,127,226,3829
114021289,10,19,195,6479,340,34,0,375,386,7250
115011290,142,22,552,13533,9055,1485,124,10660,534,24726
115011291,105,6,256,11606,8464,1061,71,9600,485,21683
115011294,29,7,319,5323,869,62,4,935,106,6361
115011296,78,4,182,7061,4672,700,40,5410,207,12683
115011553,33,0,108,4049,2953,468,37,3454,166,7677
115011554,75,187,838,3039,1953,246,17,2215,417,5670
115011555,66,4,194,7061,4161,665,32,4863,269,12189
115011556,80,9,180,5528,3887,732,26,4646,244,10419
115011557,28,0,52,2695,2161,253,11,2429,57,5183
115011558,89,124,511,9296,8260,1050,59,9368,425,19082
115011621,63,3,132,10943,5702,755,53,6511,254,17709
115011622,44,98,277,5392,5035,565,54,5651,335,11375
115021297,134,25,547,17578,3795,455,25,4284,616,22479
115021298,22,8,185,4683,480,53,8,538,213,5436
115031299,5,3,38,2446,130,12,0,142,256,2846
115031300,34,9,273,20422,1037,119,10,1169,567,22161
115041301,18,6,138,9995,882,125,6,1019,399,11414
115041623,14,0,27,5651,4006,333,54,4387,245,10287
115041624,28,67,125,9228,6693,796,91,7574,600,17401
115041625,45,5,92,10965,5652,653,63,6366,248,17581
116011303,105,38,278,6686,7870,1303,84,9264,1086,17032
116011304,182,12,337,9341,8666,1351,121,10137,1103,20584
116011306,116,16,220,9632,11226,1316,81,12624,1134,23384
116011307,141,45,457,16204,6777,1067,77,7923,1241,25373
116011560,70,9,160,5433,5669,854,47,6575,641,12646
116011561,218,36,452,7379,7382,1289,89,8761,1011,17141
116011626,81,9,192,6987,6239,933,67,7243,638,14866
116011627,65,5,129,4418,5742,821,71,6636,523,11578
116021309,57,0,82,7015,7771,748,48,8563,252,15829
116021562,13,0,16,1888,1579,162,16,1759,26,3668
116021563,67,8,182,12841,9920,1003,104,11033,800,24670
116021628,72,10,172,10745,9025,732,91,9848,460,21058
116021629,5,0,35,5732,8315,755,128,9202,595,15524
116021630,36,9,99,8638,3972,463,53,4489,719,13844
116021631,12,0,25,4194,4955,440,76,5471,349,10011
116021632,35,3,60,9436,13165,1282,173,14627,1074,25130
116021633,20,5,59,5744,5207,497,56,5755,1530,13034
116031313,64,13,143,10738,4814,871,74,5763,2035,18536
116031314,89,3,102,4156,3431,415,33,3872,342,8374
116031315,85,6,172,9886,9426,1007,95,10525,1004,21414
116031316,38,21,173,13321,5481,699,71,6249,1981,21551
116031317,102,15,216,9195,10032,1906,108,12047,1673,22918
116031318,0,0,0,3,4,0,0,4,4,12
116031319,206,190,590,10237,9857,1307,102,11264,1327,22826
117011320,0,0,0,239,159,21,6,189,82,508
117011321,45,39,161,9015,2900,359,31,3291,658,12960
117011323,116,54,266,7639,5324,883,62,6267,856,14762
117011324,0,0,0,4,0,0,0,0,0,6
117011325,0,0,0,4,11,0,0,9,4,19
117011634,158,17,226,3685,3920,877,45,4836,421,8941
117011635,111,16,190,8180,10665,1556,102,12327,1065,21573
117021327,158,31,278,15097,3286,571,35,3889,913,19898
117021328,73,3,108,5771,1784,426,20,2235,268,8278
117021636,164,16,244,8210,2593,933,40,3565,547,12317
117021637,272,17,334,8287,4021,1338,32,5394,603,14283
117031329,24,7,96,7624,2013,203,8,2234,764,10615
117031330,24,10,84,14451,3556,306,36,3893,784,19126
117031331,67,20,190,13787,4576,630,48,5249,1226,20262
117031333,45,77,418,13129,3085,269,19,3376,1681,18187
117031336,94,32,231,10568,3425,687,22,4127,1129,15828
117031638,12,5,38,6147,1661,104,14,1778,400,8332
117031639,3,4,13,3045,3723,403,8,4134,621,7803
117031640,46,11,98,11464,2256,269,22,2548,655,14667
117031641,29,8,98,6657,4382,672,51,5106,897,12658
117031642,125,38,216,8864,2991,729,36,3754,1055,13670
117031643,90,5,113,6422,4567,612,67,5246,627,12290
117031644,11,12,101,4381,2718,296,19,3029,594,8004
117031645,43,0,69,4371,10974,3065,68,14109,1458,19935
117031646,26,16,56,2560,3479,828,29,4333,517,7410
117031647,124,36,212,8486,5292,1216,58,6558,1330,16379
117031648,8,0,19,5701,5595,681,55,6337,585,12622
118011339,106,90,385,14226,3446,275,34,3751,1075,19055
118011340,70,52,253,15429,3818,240,33,4093,1189,20705
118011341,153,107,522,12349,3831,389,29,4256,1121,17720
118011342,0,0,0,0,0,0,0,0,0,0
118011344,69,16,231,8162,2324,208,26,2553,409,11122
118011345,33,80,265,12166,1809,127,22,1957,673,14793
118011346,70,93,473,9215,1900,179,14,2092,615,11924
118011347,27,87,292,5941,1040,88,14,1139,375,7454
118011649,53,57,349,11312,2285,197,18,2499,621,14429
118011650,40,59,412,7884,1441,98,20,1564,514,9958
118021564,135,17,286,6546,4165,424,29,4624,645,11809
118021565,210,10,326,6959,5223,823,38,6087,554,13605
118021566,150,124,448,6074,2824,349,17,3200,524,9790
118021567,104,23,265,7003,2984,436,26,3448,635,11084
118021568,130,18,222,5324,3646,564,28,4233,289,9846
118021569,90,244,528,12140,2901,250,35,3186,883,16206
118021570,68,63,323,9118,2710,216,24,2948,666,12735
118021651,47,13,209,15738,2773,177,24,2969,812,19521
118021652,65,76,333,6871,1977,214,32,2216,1524,10610
118021653,93,16,299,8981,3246,479,29,3756,672,13412
118021654,47,14,147,3999,1099,175,9,1290,326,5611
119011354,230,149,646,8723,10592,2325,113,13031,2106,23855
119011355,0,0,0,405,801,163,9,975,90,1469
119011356,138,21,221,3721,6580,1507,63,8152,906,12773
119011358,133,63,597,9312,5814,1315,71,7198,693,17200
119011360,155,116,551,8441,6792,1568,67,8433,794,17664
119011361,232,29,468,6310,11336,3232,134,14704,1467,22484
119011571,163,24,256,3227,9498,2968,128,12596,1155,16981
119011572,221,115,386,3173,9995,3644,110,13743,1514,18434
119011655,191,23,330,4205,7815,1540,54,9401,1037,14637
119011656,145,13,210,3225,7661,1536,64,9265,929,13416
119011657,48,16,177,7264,3111,574,32,3718,359,11340
119011658,75,20,356,10354,4455,698,36,5187,447,15994
119021362,319,90,504,6781,9356,2652,103,12109,1441,20332
119021366,225,25,322,4951,11880,3140,97,15115,1474,21544
119021367,168,54,366,5320,7126,1414,73,8611,647,14577
119021573,146,113,306,2829,10108,2489,165,12760,1507,17092
119021574,64,14,98,1825,5995,1447,75,7514,800,10135
119021659,217,8,272,2219,5652,3293,99,9044,642,11905
119021660,135,17,166,1527,4329,2207,58,6595,939,9059
119021661,145,84,274,4065,5499,1703,61,7266,893,12220
119021662,425,82,631,8954,6837,1465,54,8356,653,17969
119021663,137,13,202,2537,2769,685,26,3483,236,6261
119031370,198,22,449,5107,6231,1874,57,8158,522,13791
119031371,92,50,302,7650,3883,701,39,4631,312,12594
119031372,121,134,750,12446,5897,958,49,6903,877,20220
119031373,183,16,278,3545,5014,2270,77,7354,705,11606
119031374,301,81,712,9506,11771,2891,100,14766,990,25259
119031664,143,12,186,1753,7456,2259,66,9784,514,12046
119031665,157,129,344,3076,6283,2177,63,8526,513,12109
119031666,102,22,383,8893,4509,840,42,5391,438,14715
119031667,78,69,235,3556,4396,977,36,5413,560,9528
119041377,260,18,408,5663,5559,1297,44,6904,407,12973
119041378,168,150,456,4220,6804,1043,87,7934,895,13051
119041379,241,67,414,6182,7636,1622,75,9335,688,16200
119041380,239,30,419,6303,5905,866,47,6820,771,13896
119041381,283,48,427,6208,10542,1997,90,12624,1015,19853
119041382,208,60,553,9484,5484,777,47,6308,868,16659
119041668,142,76,307,6322,7418,1542,71,9036,1227,16579
119041669,161,128,369,4147,4443,909,37,5386,609,10145
119041670,263,33,443,5140,8255,1666,98,10011,675,15831
119041671,5,0,12,2788,6242,1007,81,7325,615,10731
120011383,355,19,658,13942,7197,1287,43,8525,644,23113
120011385,241,101,621,13288,3795,561,46,4404,671,18366
120011386,301,159,665,13634,5489,905,56,6445,854,20933
120011672,116,13,202,6422,4836,937,54,5820,599,12842
120011673,20,21,63,2404,7005,1471,100,8569,472,11453
120021387,45,22,208,13162,1637,170,24,1831,588,15579
120021389,67,58,193,11173,1851,243,28,2120,530,13824
120021674,46,7,133,7659,1168,154,15,1331,467,9464
120021675,134,27,299,13532,2983,385,47,3412,591,17532
120031392,163,5,225,6338,4216,1023,37,5281,378,11999
120031393,274,117,554,8850,6276,1466,59,7797,776,17434
120031394,202,25,313,12283,3902,863,52,4819,852,17948
120031395,321,30,430,9505,2977,604,35,3616,402,13520
120031396,86,6,133,4719,12161,2637,151,14940,1163,20822
120031576,46,0,72,1453,1749,313,12,2079,102,3636
120031676,122,18,250,5309,4698,966,57,5715,433,11456
120031677,312,36,588,5713,4671,1386,40,6094,435,12246
120031678,215,42,316,2931,8925,3100,84,12113,892,15942
120031679,250,81,396,4946,4354,1293,28,5680,363,10993
120031680,199,22,389,3802,9934,1766,72,11781,849,16420
120031681,170,9,305,3697,4490,721,39,5247,317,9253
121011399,112,25,411,11620,7624,1224,98,8940,728,21294
121011401,45,19,107,7118,3793,493,46,4338,449,11903
121011682,58,11,156,4753,3726,558,39,4329,328,9406
121011683,110,36,476,10108,2642,348,12,2999,330,13440
121011684,253,24,542,6640,9590,2572,84,12247,717,19601
121011685,43,39,276,10076,2258,222,36,2516,341,12928
121011686,69,89,370,10737,4145,498,62,4712,437,15888
121011687,126,57,361,8928,3141,556,21,3722,348,12996
121021403,57,10,254,15079,5800,721,68,6588,390,22057
121021404,14,3,148,10267,1238,122,13,1368,156,11790
121021406,98,82,512,13215,4789,718,46,5553,390,19158
121021577,82,19,180,4292,5875,1273,72,7228,421,11943
121021578,64,51,252,6164,3432,666,46,4146,321,10629
121021579,86,24,510,4812,5565,984,77,6624,440,11877
121031407,114,83,612,11545,8570,1651,76,10293,599,22433
121031408,140,55,636,15593,7155,1208,80,8442,561,24599
121031409,66,19,370,11157,4966,703,49,5719,343,17221
121031410,112,40,760,13970,6199,1049,51,7311,392,21665
121031411,121,74,1108,14687,4494,670,47,5208,357,20251
121031412,96,47,656,12769,4410,570,42,5021,406,18191
121041413,49,27,338,14616,3346,325,51,3728,560,18905
121041414,36,15,252,12867,4101,363,55,4519,537,17916
121041416,71,95,500,12866,3124,321,32,3469,851,17183
121041417,23,10,124,7876,3505,318,29,3853,716,12441
121041688,54,19,521,10636,2378,246,35,2657,477,13763
121041689,52,17,398,12039,1907,195,24,2122,400,14565
122011418,67,14,438,17307,2684,229,24,2935,490,20732
122011419,35,18,458,18257,3070,189,46,3300,883,22438
122021420,24,20,375,11830,794,35,7,841,381,13052
122021421,29,32,422,9825,907,80,9,1006,410,11243
122021422,16,15,234,12340,909,62,13,979,362,13681
122021690,51,192,679,12208,1468,140,17,1619,800,14634
122021691,18,11,152,9259,1149,91,16,1247,364,10874
122031424,95,41,414,10847,2780,438,20,3241,463,14547
122031425,29,25,261,6757,919,112,6,1039,257,8046
122031427,75,76,470,9460,3004,319,24,3354,348,13161
122031429,87,20,353,17569,3179,339,53,3575,674,21828
122031430,117,36,531,14359,2465,304,37,2803,386,17550
122031432,16,0,140,3334,329,32,10,362,87,3786
122031692,60,21,453,7080,1238,169,15,1423,158,8652
122031693,40,13,370,11685,1642,181,20,1851,450,13980
122031694,15,12,121,7305,1359,144,21,1518,292,9116
122031695,60,23,265,10332,5887,921,74,6887,604,17816
122031696,62,10,278,14001,2624,253,16,2891,277,17175
122031697,43,63,820,9608,1096,98,11,1209,426,11241
123011433,55,24,609,12097,721,62,5,787,412,13295
123011698,12,0,31,5108,1030,133,16,1174,160,6445
123011699,11,13,148,12099,1373,115,16,1505,411,14019
