SA2_CODE_2021,C21_OTT_DS_F_a,C21_OTT_DS_OD,C21_OTT_DS_NS,C21_OTT_Tot,C21_TT_NS_DS_Sep_house,C21_TT_NS_DS_SemiDRTHT,C21_TT_NS_DS_F_a,C21_TT_NS_DS_OD,C21_TT_NS_DS_NS,C21_TT_NS_Tot,C21_Tot_DS_Sep_house,C21_Tot_DS_SemiDRTHT,C21_Tot_DS_F_a,C21_Tot_DS_OD,C21_Tot_DS_NS,C21_Tot_Tot
105011095,0,0,5,99,161,8,3,0,5,178,1747,106,17,31,35,1942
105011096,4,40,14,190,524,29,15,75,8,651,1882,98,43,406,134,2568
105021097,21,3,9,174,544,21,46,12,8,633,7470,206,226,80,40,8021
105021098,3,3,31,114,159,5,9,14,16,196,823,34,13,70,151,1093
105031099,9,5,0,126,475,12,11,15,0,518,3185,44,74,65,37,3409
105031100,9,0,0,39,237,52,33,0,4,325,3247,557,144,15,14,3978
105031101,47,0,0,152,354,89,120,7,25,599,6261,657,933,39,39,7933
105031102,5,3,0,148,261,40,19,10,0,338,3310,328,198,53,19,3907
105031103,0,0,0,58,202,3,0,4,3,210,2043,25,0,8,18,2093
105031104,0,0,0,107,180,6,13,36,10,241,1666,42,63,60,11,1836
105031105,0,0,0,79,270,18,7,4,4,306,2353,100,51,31,15,2549
105031106,0,3,0,89,323,25,13,20,5,379,3032,116,67,65,20,3307
106011107,0,0,0,59,143,21,0,0,0,165,4359,232,16,12,15,4628
106011108,0,0,0,144,343,106,18,12,0,478,7359,1075,156,58,22,8679
106011109,0,0,0,60,165,0,0,0,0,165,3290,5,3,5,9,3312
106011110,0,4,0,91,186,0,0,4,0,195,3654,54,8,47,21,3788
106011111,0,0,0,73,312,34,20,4,5,376,7096,557,156,10,15,7833
106011112,7,3,6,75,215,66,31,30,0,334,5285,681,263,121,12,6356
106011113,0,0,0,56,167,0,0,5,0,171,1884,4,0,20,9,1918
106021114,0,5,0,59,69,17,9,11,3,103,2629,294,69,210,17,3232
106021116,0,0,5,28,72,7,7,0,0,86,2850,151,14,0,3,3029
106021614,6,0,0,104,187,63,26,0,0,282,5691,997,368,4,5,7067
106021615,4,0,0,204,176,35,8,0,0,220,5657,580,76,0,4,6317
106021616,0,0,0,45,127,30,14,0,0,167,2775,281,95,4,7,3161
106021617,5,0,0,177,120,38,10,0,0,165,3369,697,135,0,9,4214
106021618,0,0,0,50,109,9,5,0,0,124,5130,246,43,3,9,5433
106031119,0,0,0,57,125,8,0,15,0,152,2309,298,7,63,24,2696
106031120,0,0,0,42,116,10,4,3,0,132,2636,218,20,29,0,2908
106031121,28,7,4,331,188,142,54,17,7,403,5920,2541,1008,130,59,9667
106031122,0,6,0,60,237,72,8,73,0,387,4665,862,60,284,8,5879
106031123,0,0,0,21,53,0,0,0,0,53,1845,3,4,7,3,1857
106031124,0,0,0,321,124,13,9,5,11,157,2454,236,80,27,20,2817
106031125,3,0,0,62,197,10,0,18,0,231,5122,107,22,108,6,5371
106041126,0,5,5,79,218,79,0,4,0,309,4199,621,33,35,22,4915
106041127,0,0,7,95,93,12,4,0,0,112,1428,88,33,21,12,1578
106041128,0,0,0,63,103,22,0,0,0,126,2086,336,32,13,5,2479
106041129,0,0,0,249,237,7,0,8,0,255,3240,92,11,64,19,3427
107011131,7,0,0,141,279,74,15,0,0,374,7984,1200,224,4,15,9430
107011132,0,0,0,31,79,20,0,0,0,95,3718,241,10,5,0,3968
107011133,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
107011134,55,0,0,94,146,27,28,0,0,203,4901,303,289,17,5,5509
107011545,25,0,0,89,235,11,54,0,0,300,4689,175,495,10,3,5373
107011546,13,0,0,64,141,53,100,0,0,291,2821,437,751,14,8,4036
107011547,0,0,0,27,106,16,12,14,0,151,1564,196,106,91,5,1958
107021135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107031136,0,0,4,43,135,19,0,0,0,166,5694,780,45,4,12,6526
107031137,0,0,0,43,84,34,3,0,0,116,2077,564,22,3,5,2668
107031138,117,0,0,176,64,34,46,7,3,153,2168,828,668,51,10,3734
107031139,0,0,0,26,58,14,5,0,0,77,1987,157,45,0,0,2189
107031140,8,0,0,93,102,24,4,6,3,140,2652,309,94,32,12,3103
107031141,46,6,0,100,150,55,18,6,0,233,5258,1107,362,69,10,6807
107031142,13,0,0,95,114,41,13,0,3,168,3097,819,182,11,4,4114
107031143,8,3,0,99,338,61,71,55,3,523,6497,830,775,289,9,8399
107041144,48,4,0,159,204,108,87,10,0,408,5722,1742,986,59,10,8523
107041145,31,0,0,105,142,127,43,3,0,314,3749,2041,957,53,10,6812
107041146,6,5,0,113,153,46,48,19,3,275,6190,898,639,186,34,7946
107041147,3,0,0,48,68,4,14,0,0,84,2603,99,337,14,16,3068
107041148,12,0,0,54,89,26,19,0,0,133,3542,428,352,21,13,4359
107041150,57,0,0,95,134,49,82,5,0,271,5393,1135,1225,45,6,7801
107041548,206,0,0,223,33,11,347,13,3,408,693,347,7020,115,28,8198
107041549,27,0,0,82,112,66,218,0,16,410,3215,1139,2496,16,21,6894
108011151,0,0,0,50,184,4,0,10,0,202,2102,17,11,27,3,2159
108011152,139,5,3,255,194,54,112,15,5,383,4447,1006,1252,188,32,6919
108011153,0,0,4,46,249,3,0,34,5,292,2825,66,18,162,10,3092
108011154,39,0,4,79,60,45,40,0,4,154,1664,732,654,89,18,3162
108021155,4,0,0,85,375,12,56,54,10,509,5135,116,365,105,19,5745
108021156,0,24,0,100,300,5,11,13,0,332,3727,75,91,135,28,4058
108021157,0,0,0,37,110,22,6,16,0,158,1956,94,55,132,8,2247
108021158,4,9,5,63,162,34,48,86,0,338,2460,415,388,195,50,3508
108021159,3,0,4,69,246,12,0,17,0,282,3203,74,18,37,19,3348
108021160,4,0,0,20,106,12,22,25,0,171,2134,129,338,119,9,2736
108031161,0,0,0,9,17,6,0,0,0,26,150,34,10,0,0,193
108041162,8,4,6,165,336,149,26,106,5,618,6839,722,312,300,42,8221
108041164,141,0,0,387,269,150,90,7,11,526,5805,1866,1377,60,38,9136
108041165,0,4,0,51,168,0,0,14,0,184,1966,17,6,66,8,2073
108041166,0,4,0,79,194,31,8,4,0,242,4365,364,57,30,9,4822
108041619,16,0,0,52,86,39,88,5,12,225,2814,765,1619,99,39,5338
108041620,14,0,3,243,156,69,16,0,3,250,5604,1179,245,4,14,7054
108051167,0,0,0,60,142,0,0,10,0,158,2222,86,34,37,14,2391
108051168,0,0,0,180,249,45,3,48,20,362,4605,470,119,99,39,5328
108051169,11,0,3,127,491,76,90,36,3,691,7114,880,742,76,20,8834
108051170,0,5,3,132,321,5,9,6,6,357,5229,132,89,162,27,5634
108051171,3,0,4,26,134,8,6,6,0,158,2055,102,62,15,10,2244
109011172,12,0,0,214,196,43,10,7,4,259,5998,716,89,22,9,6843
109011173,0,0,0,68,225,85,0,29,0,344,3712,684,6,41,9,4449
109011174,4,0,0,94,136,100,20,5,0,257,3167,1396,171,18,13,4771
109011175,0,0,4,148,401,14,0,0,0,412,4595,86,4,15,16,4717
109011176,14,3,0,106,291,151,7,3,11,464,5263,1432,89,46,18,6848
109021177,0,0,0,63,134,14,3,0,3,161,1159,92,12,11,16,1292
109021178,0,0,0,52,262,33,20,52,6,371,2307,128,48,97,18,2602
109021179,0,4,9,97,214,3,0,11,4,236,1285,47,18,33,45,1423
109031180,0,0,0,30,101,28,0,5,3,139,2088,384,3,37,14,2538
109031181,0,0,0,113,249,17,0,3,0,269,2806,195,24,28,5,3063
109031182,0,3,0,40,228,63,4,21,16,338,2730,332,22,35,42,3163
109031183,0,3,0,204,255,9,0,5,8,277,2657,110,21,39,30,2853
109031184,0,0,4,79,135,31,0,4,3,174,2383,325,12,73,17,2813
109031185,0,8,3,136,368,28,15,31,19,452,3778,276,47,66,45,4209
110011186,3,0,3,171,377,105,65,21,8,583,7555,1182,518,82,32,9375
110011187,0,0,0,95,200,9,5,26,0,242,1765,29,24,27,7,1850
110011188,0,0,0,93,135,3,0,7,0,144,2289,59,19,34,5,2411
110011189,0,0,0,103,123,0,0,5,6,133,1293,3,47,12,10,1365
110021190,0,3,0,110,348,29,7,15,5,399,3664,189,85,63,15,4015
110021191,0,0,0,70,346,88,4,33,3,468,4357,519,63,77,39,5051
110021192,0,4,0,122,242,0,0,9,0,255,2004,11,7,37,8,2058
110021193,0,0,3,125,195,0,8,20,3,225,2281,27,13,51,22,2400
110021194,5,10,5,128,290,10,21,13,0,337,3007,35,84,85,19,3233
110031195,3,7,5,59,398,139,42,16,11,605,2583,509,111,120,58,3374
110031196,0,4,4,236,531,11,4,19,3,563,1897,93,11,43,49,2090
110031197,0,6,0,49,168,40,4,14,0,232,2425,356,33,60,0,2879
110031198,0,3,7,135,244,19,0,4,0,274,1682,76,7,40,12,1821
110041199,0,0,0,75,252,77,16,33,0,372,3394,431,95,59,10,3988
110041200,0,4,0,119,190,4,0,7,0,197,1670,34,3,22,7,1737
110041201,0,5,0,128,348,39,3,14,3,413,3044,99,41,31,11,3222
110041202,5,0,0,97,420,103,43,15,9,590,7432,1070,176,44,28,8755
110041203,0,3,18,192,262,133,10,63,11,477,5272,1163,234,122,67,6857
110041204,0,0,0,35,256,26,13,0,0,291,2052,106,24,0,11,2192
110041205,9,4,0,241,450,11,13,22,4,494,7214,89,47,94,20,7463
111011206,8,5,0,147,168,59,46,8,8,293,5698,808,547,90,12,7157
111011207,3,0,0,24,68,20,27,6,3,128,1884,248,312,60,12,2514
111011208,7,0,0,82,219,71,23,0,0,324,7916,1419,575,0,3,9926
111011209,3,0,0,116,198,57,15,0,0,273,8402,711,290,22,8,9430
111011210,23,0,0,126,176,51,33,0,0,260,2924,707,243,4,0,3878
111011211,0,0,0,31,58,10,5,0,8,78,1367,92,19,0,3,1486
111011212,60,0,0,111,125,23,45,3,4,199,4093,450,575,37,10,5169
111011213,0,0,0,54,51,9,4,0,0,64,4094,403,24,0,5,4524
111011214,0,0,0,87,139,43,20,0,0,203,4560,1065,397,10,9,6038
111021215,5,0,0,113,154,26,5,24,0,203,3362,341,76,76,8,3865
111021216,0,0,0,36,126,3,0,0,0,130,3626,107,45,0,3,3788
111021217,58,0,0,95,136,15,26,0,0,176,5290,234,197,3,6,5730
111021218,9,6,4,467,243,44,8,23,3,325,5824,766,176,149,39,6948
111021219,6,0,0,87,179,32,25,5,0,248,4808,611,264,41,8,5734
111021220,26,0,0,54,124,11,3,5,0,144,3520,164,66,27,7,3783
111021221,0,0,0,85,72,4,0,0,0,78,2586,40,15,7,0,2647
111031222,6,0,0,63,106,27,31,0,0,172,5191,708,453,14,6,6370
111031223,0,0,0,45,118,15,9,0,0,138,3196,208,33,4,10,3441
111031224,47,0,0,92,95,80,235,10,0,421,3344,934,1315,55,11,5658
111031225,3,0,0,63,134,56,39,4,4,236,5472,939,551,10,6,6989
111031226,0,0,0,39,115,26,6,0,0,143,5004,469,37,0,0,5511
111031227,0,0,0,84,134,67,46,8,0,253,4906,1168,412,58,20,6579
111031228,13,0,0,62,72,39,61,0,0,174,3574,1081,1111,0,8,5769
111031229,36,0,0,61,10,59,214,20,3,307,730,1531,4161,53,37,6509
111031230,0,0,0,4,5,0,0,0,0,0,11,0,0,0,3,17
111031231,4,0,0,156,149,90,60,0,3,298,2909,1078,484,8,16,4511
111031232,3,0,0,55,175,23,28,5,4,231,3304,240,199,22,23,3779
111031233,3,0,0,269,217,76,27,0,0,321,6678,1397,319,25,3,8432
111031234,10,0,0,64,149,44,62,4,0,259,3991,612,566,19,7,5194
111031235,9,4,0,44,67,35,37,6,4,146,2286,1080,683,42,11,4104
112011236,50,7,0,373,203,185,60,197,10,660,4817,2581,715,505,63,8673
112011237,0,9,0,186,279,40,5,15,0,349,6153,735,149,88,10,7140
112011238,0,5,0,61,270,11,0,14,0,299,2457,40,28,39,4,2576
112011239,14,5,0,64,228,33,43,22,4,322,3013,303,385,189,17,3906
112011240,13,7,0,105,180,97,44,36,9,364,2689,1120,392,236,46,4476
112011241,0,7,0,54,134,50,25,27,0,238,1728,510,110,245,22,2622
112011242,5,3,0,39,99,54,11,0,0,158,2673,706,134,52,11,3570
112011243,0,3,0,76,411,9,9,25,0,453,3238,78,108,93,19,3537
112021244,0,0,0,82,334,48,46,22,0,441,4337,389,265,98,14,5102
112021245,0,3,0,95,310,8,0,8,0,322,2793,20,9,42,17,2887
112021246,4,0,0,115,187,68,7,0,0,267,4339,1004,237,0,4,5575
112021247,6,5,0,107,273,0,9,18,4,300,3126,11,102,76,20,3332
112021248,3,6,0,84,244,73,62,39,11,433,4985,789,576,260,37,6649
112021249,3,5,3,180,558,19,19,20,3,618,6025,48,100,81,24,6284
112031250,11,15,0,89,132,47,59,97,0,328,3698,856,915,600,45,6124
112031251,60,0,0,101,142,20,68,37,6,261,3019,245,568,73,14,3921
112031252,0,6,3,126,422,0,6,44,0,468,3849,8,6,83,22,3964
112031253,52,6,3,121,231,51,23,29,0,337,4067,848,348,191,18,5473
112031254,79,3,3,216,288,125,264,79,4,763,4456,2025,2761,129,51,9420
112031550,23,0,0,170,153,119,19,3,0,291,4147,2218,228,3,3,6597
112031551,0,0,0,15,49,0,0,0,0,49,1084,4,6,0,0,1092
112031552,44,0,0,98,124,76,33,27,0,263,1984,1302,541,233,23,4083
113011256,24,6,0,175,360,46,105,48,7,563,6058,451,998,147,25,7680
113011257,0,3,9,317,579,11,21,24,6,636,4617,37,116,89,48,4899
113011258,3,0,8,54,234,18,37,15,0,313,3334,131,361,73,27,3929
113011259,0,0,0,75,218,6,11,0,3,241,2281,52,62,28,13,2434
113021260,0,0,0,50,99,0,15,10,0,119,1363,36,17,28,9,1452
113021261,0,0,0,34,142,33,7,17,3,194,2364,341,58,35,12,2810
113021262,0,0,12,81,166,3,0,0,0,176,1892,34,4,22,34,1979
113031263,0,0,0,106,188,25,4,4,0,213,3103,223,22,27,5,3373
113031264,3,0,0,72,143,3,8,17,6,174,1367,12,78,30,14,1507
113031265,0,0,0,51,122,6,29,6,0,161,2060,42,90,20,5,2221
113031266,0,0,4,98,137,14,0,3,4,157,2553,163,14,46,12,2791
113031267,4,0,0,125,204,0,53,0,4,264,5732,35,753,23,15,6568
113031268,20,0,5,87,53,42,3,4,0,105,1612,181,59,7,13,1872
113031269,9,0,0,109,323,53,44,5,0,425,7937,336,441,22,10,8741
113031270,43,6,0,135,209,41,93,11,25,374,3404,738,1133,56,43,5369
113031271,0,6,0,208,415,6,8,22,4,456,6125,67,117,59,30,6392
114011272,4,10,4,192,157,28,9,42,3,233,3450,410,35,267,65,4225
114011273,0,0,0,36,54,3,0,0,0,52,1551,48,10,18,4,1635
114011274,0,0,0,85,82,18,4,5,0,113,2073,193,29,50,12,2354
114011275,0,0,0,0,0,0,0,0,0,3,21,0,0,3,0,30
114011276,0,0,3,30,57,14,10,7,0,81,1855,168,146,14,7,2198
114011277,0,0,0,57,229,43,17,4,0,300,5615,704,191,19,11,6539
114011278,16,3,8,116,485,108,31,51,29,700,7191,866,244,119,56,8482
114011279,3,0,4,290,306,41,21,5,6,378,5776,599,119,48,19,6563
114011280,0,0,13,63,105,20,4,13,42,181,1908,166,17,98,74,2259
114011281,0,0,0,17,81,0,0,3,0,87,1333,0,5,18,3,1360
114011282,10,11,0,111,317,40,13,53,5,432,6426,599,172,269,34,7501
114011283,0,6,0,59,146,0,0,21,0,167,2484,9,6,154,17,2659
114021284,12,0,0,204,152,29,15,0,0,198,4824,802,144,13,10,5799
114021285,0,0,0,20,79,0,0,0,0,78,2219,4,11,7,4,2247
114021286,5,0,0,96,151,20,10,15,3,199,3904,206,198,49,11,4367
114021287,0,0,0,57,181,21,7,11,0,216,3788,302,115,84,4,4305
114021288,0,0,0,34,102,0,0,0,0,105,1541,5,5,7,0,1555
114021289,5,4,0,83,158,0,0,3,0,161,2978,17,20,18,4,3042
115011290,36,0,0,119,112,50,66,0,0,229,5712,1473,1289,0,8,8486
115011291,18,0,0,62,130,8,35,0,3,178,5638,589,760,0,28,7005
115011294,17,0,0,283,28,21,0,0,0,47,1624,533,32,0,0,2190
115011296,22,0,0,50,51,6,13,0,0,75,3674,219,131,0,0,4024
115011553,11,0,0,26,36,6,9,0,0,46,1621,402,650,0,0,2679
115011554,188,0,0,364,22,19,35,0,0,80,1246,232,374,0,3,1858
115011555,28,0,0,64,79,13,18,0,0,108,3287,386,284,0,0,3964
115011556,8,0,0,28,63,7,35,0,0,105,2494,256,785,0,0,3535
115011557,0,0,0,9,19,0,0,0,0,23,1359,191,17,0,0,1567
115011558,28,0,0,120,72,32,10,0,0,115,4881,1048,80,4,0,6016
115011621,0,0,0,31,85,11,0,0,0,99,4896,326,83,0,6,5308
115011622,112,0,0,212,54,10,41,0,7,107,2631,264,669,0,27,3587
115021297,25,4,0,186,219,12,15,9,0,255,6364,275,252,86,27,7017
115021298,36,0,0,95,64,3,6,0,3,77,1638,71,104,4,13,1832
115031299,0,5,0,46,100,0,0,18,0,116,1107,3,4,24,4,1142
115031300,0,0,5,71,225,3,0,6,0,228,7214,24,29,38,27,7331
115041301,10,3,0,59,108,0,11,50,0,172,3373,43,191,126,13,3738
115041623,0,0,0,13,88,3,0,0,0,95,3066,43,14,0,4,3125
115041624,8,0,0,27,103,15,39,0,0,160,4275,164,772,0,8,5220
115041625,3,0,0,23,62,11,19,0,0,95,4331,579,301,0,6,5210
116011303,11,0,0,76,201,56,181,0,5,445,3419,575,2257,3,13,6264
116011304,3,0,0,70,308,96,19,0,4,428,5341,1444,216,5,13,7021
116011306,6,0,0,69,379,71,10,0,0,458,6479,832,109,6,3,7428
116011307,17,0,0,108,382,49,80,3,0,516,8210,405,421,26,6,9078
116011560,3,0,0,41,154,95,6,0,0,255,3069,1139,85,0,10,4302
116011561,7,0,0,68,282,72,71,0,0,428,4332,885,419,0,14,5649
116011626,6,0,0,44,198,33,38,0,6,273,4217,513,467,9,10,5222
116011627,0,0,0,33,89,79,52,0,0,215,2173,982,816,0,4,3976
116021309,0,0,0,37,97,6,6,0,0,101,4434,119,8,0,0,4563
116021562,0,0,0,3,12,5,0,0,0,19,972,164,3,0,0,1133
116021563,4,0,0,40,170,86,37,0,4,299,5501,1876,437,0,52,7869
116021628,3,0,0,135,122,20,15,0,0,151,4997,721,383,0,3,6102
116021629,0,0,0,27,205,5,0,0,0,212,4509,101,9,0,11,4629
116021630,0,0,0,46,240,12,4,0,0,263,4415,123,33,10,11,4587
116021631,0,0,0,13,111,8,0,0,0,120,2841,50,10,0,9,2909
116021632,7,0,0,38,257,31,154,0,6,444,5859,561,1518,17,38,7990
116021633,0,0,0,22,83,18,0,0,0,103,3103,559,0,0,0,3665
116031313,9,0,0,55,510,156,24,0,0,698,5208,846,161,0,6,6219
116031314,5,0,0,30,121,9,3,0,0,137,2465,77,19,0,0,2557
116031315,4,0,0,78,300,31,0,0,0,330,5615,607,65,6,7,6291
116031316,0,0,0,127,591,69,46,0,0,707,6167,574,425,4,3,7174
116031317,17,0,0,68,386,111,125,0,3,629,4348,1533,1581,10,20,7485
116031318,0,0,0,5,4,0,0,0,0,5,15,0,0,0,0,23
116031319,14,0,3,99,288,73,41,3,3,405,5571,1011,246,20,11,6862
117011320,0,0,0,0,5,0,41,0,0,45,11,30,205,0,0,248
117011321,19,0,0,43,42,31,169,6,0,250,1351,1015,2557,38,16,4970
117011323,31,0,0,68,58,61,263,0,0,391,1451,785,3764,3,10,6014
117011324,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8
117011325,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,5
117011634,43,0,0,68,37,11,179,4,0,233,1347,174,2028,60,5,3609
117011635,80,0,0,108,61,20,377,0,10,472,1750,341,6390,35,32,8546
117021327,38,9,4,93,42,65,171,31,4,317,1721,2973,3547,258,41,8545
117021328,4,0,0,33,48,42,26,0,3,121,1365,1156,719,38,8,3289
117021636,23,0,0,51,41,51,99,13,0,213,1582,1296,1987,126,7,4996
117021637,32,0,0,61,67,24,187,11,5,293,1915,703,3296,138,14,6061
