region_id,Intct_fam_no_otr_chld_pre_Fam,Step_fam_no_otr_chld_pre_Fam,Blnd_fam_no_otr_chld_pre_Fam,Intct_fam_othr_child_pres_Fam,Step_fam_othr_child_pres_Fam,Blnd_fam_othr_child_pres_Fam,Otr_cpl_fam_otr_chld_only_Fam,Tot_Families
140154600,616,30,26,10,0,0,16,698
140156200,1300,97,86,16,0,4,22,1525
140158100,322,18,20,3,0,0,3,366
140206150,3610,297,222,35,0,12,15,4191
145056181,1342,109,75,8,0,3,3,1540
145056470,4156,364,215,29,3,8,17,4792
145101050,212,13,16,4,0,0,3,248
145103311,1750,231,150,17,0,3,23,2174
145103314,600,70,29,4,5,0,7,715
145103700,304,23,19,3,0,0,3,352
145106184,300,27,21,0,0,0,5,353
145107640,685,37,49,4,0,4,4,783
145108710,1732,123,102,16,0,3,8,1984
145108750,1144,89,71,12,0,3,9,1328
145150550,2589,246,154,21,0,5,33,3048
145152750,2471,284,167,33,0,11,26,2992
145201000,203,17,16,0,0,0,3,239
145202050,862,73,53,7,3,3,3,1004
145207050,669,36,25,4,0,4,0,738
150057751,5051,427,304,41,4,3,39,5869
150102000,379,28,24,7,0,0,5,443
150102200,597,56,27,6,4,0,9,699
150103500,357,35,21,3,0,0,3,419
150104300,489,39,44,5,0,0,9,586
150104950,307,24,13,0,0,0,5,349
150105800,527,33,37,5,0,0,7,609
150107350,526,32,30,4,0,0,5,597
150107500,1045,100,73,5,3,0,8,1234
150107754,592,30,36,4,0,0,8,670
150151600,248,18,15,4,0,0,3,288
150153450,2680,156,103,25,3,4,22,2993
150153850,266,18,20,3,0,3,7,317
150154750,1053,65,63,9,0,4,12,1206
150155550,208,11,18,4,0,0,0,241
155050050,4316,371,231,34,5,4,34,4995
155053341,457,31,24,3,0,0,3,518
155102300,912,79,73,6,0,0,11,1081
155103342,558,36,31,4,0,0,11,640
155107450,267,33,13,3,0,0,0,316
155107700,105,6,7,0,0,0,0,118
155150650,640,50,43,3,0,3,5,744
155151860,180,8,10,7,0,0,0,205
155152500,571,49,31,9,0,4,3,667
155154250,147,11,10,0,0,0,0,168
155155500,569,39,35,9,0,3,7,662
155157800,354,24,13,5,0,0,3,399
155200300,229,17,5,0,0,4,4,259
155208200,595,37,52,10,0,0,14,708
160101250,1344,153,108,13,0,4,17,1639
160101700,132,10,5,8,0,4,3,162
160108809,77,3,0,4,0,0,0,84
185019779,0,0,0,0,0,0,0,0
199999499,0,0,0,0,0,0,0,0
