SA3_CODE_2016,F_Mauritius_0_4,F_Mauritius_5_14,F_Mauritius_15_24,F_Mauritius_25_44,F_Mauritius_45_54,F_Mauritius_55_64,F_Mauritius_65_74,F_Mauritius_75_84,F_Mauritius_85ov,F_Mauritius_Tot,F_Myanmar_0_4,F_Myanmar_5_14,F_Myanmar_15_24,F_Myanmar_25_44,F_Myanmar_45_54,F_Myanmar_55_64,F_Myanmar_65_74,F_Myanmar_75_84,F_Myanmar_85ov,F_Myanmar_Tot,F_Nepal_0_4,F_Nepal_5_14,F_Nepal_15_24,F_Nepal_25_44,F_Nepal_45_54,F_Nepal_55_64,F_Nepal_65_74,F_Nepal_75_84,F_Nepal_85ov,F_Nepal_Tot,F_Netherlands_0_4,F_Netherlands_5_14,F_Netherlands_15_24,F_Netherlands_25_44,F_Netherlands_45_54,F_Netherlands_55_64,F_Netherlands_65_74,F_Netherlands_75_84,F_Netherlands_85ov,F_Netherlands_Tot,F_New_Zealand_0_4,F_New_Zealand_5_14,F_New_Zealand_15_24,F_New_Zealand_25_44,F_New_Zealand_45_54,F_New_Zealand_55_64,F_New_Zealand_65_74,F_New_Zealand_75_84,F_New_Zealand_85ov,F_New_Zealand_Tot,F_Nthern_Ireland_0_4,F_Nthern_Ireland_5_14,F_Nthern_Ireland_15_24,F_Nthern_Ireland_25_44,F_Nthern_Ireland_45_54,F_Nthern_Ireland_55_64,F_Nthern_Ireland_65_74,F_Nthern_Ireland_75_84,F_Nthern_Ireland_85ov,F_Nthern_Ireland_Tot,F_Pakistan_0_4,F_Pakistan_5_14,F_Pakistan_15_24,F_Pakistan_25_44,F_Pakistan_45_54,F_Pakistan_55_64,F_Pakistan_65_74,F_Pakistan_75_84,F_Pakistan_85ov,F_Pakistan_Tot,F_PNG_0_4,F_PNG_5_14,F_PNG_15_24,F_PNG_25_44,F_PNG_45_54,F_PNG_55_64,F_PNG_65_74,F_PNG_75_84,F_PNG_85ov,F_PNG_Tot,F_Philippines_0_4,F_Philippines_5_14,F_Philippines_15_24,F_Philippines_25_44,F_Philippines_45_54,F_Philippines_55_64,F_Philippines_65_74,F_Philippines_75_84,F_Philippines_85ov,F_Philippines_Tot,F_Poland_0_4,F_Poland_5_14,F_Poland_15_24,F_Poland_25_44,F_Poland_45_54,F_Poland_55_64,F_Poland_65_74,F_Poland_75_84,F_Poland_85ov,F_Poland_Tot,F_Scotland_0_4,F_Scotland_5_14,F_Scotland_15_24,F_Scotland_25_44,F_Scotland_45_54,F_Scotland_55_64,F_Scotland_65_74,F_Scotland_75_84,F_Scotland_85ov,F_Scotland_Tot,F_Singapore_0_4,F_Singapore_5_14,F_Singapore_15_24,F_Singapore_25_44,F_Singapore_45_54,F_Singapore_55_64,F_Singapore_65_74,F_Singapore_75_84,F_Singapore_85ov,F_Singapore_Tot,F_South_Africa_0_4,F_South_Africa_5_14,F_South_Africa_15_24,F_South_Africa_25_44,F_South_Africa_45_54,F_South_Africa_55_64,F_South_Africa_65_74,F_South_Africa_75_84,F_South_Africa_85ov,F_South_Africa_Tot,F_SE_Europe_nfd_0_4,F_SE_Europe_nfd_5_14,F_SE_Europe_nfd_15_24,F_SE_Europe_nfd_25_44,F_SE_Europe_nfd_45_54,F_SE_Europe_nfd_55_64,F_SE_Europe_nfd_65_74,F_SE_Europe_nfd_75_84,F_SE_Europe_nfd_85ov,F_SE_Europe_nfd_Tot,F_Sri_Lanka_0_4,F_Sri_Lanka_5_14,F_Sri_Lanka_15_24,F_Sri_Lanka_25_44,F_Sri_Lanka_45_54,F_Sri_Lanka_55_64,F_Sri_Lanka_65_74,F_Sri_Lanka_75_84,F_Sri_Lanka_85ov,F_Sri_Lanka_Tot,F_Taiwan_0_4,F_Taiwan_5_14,F_Taiwan_15_24,F_Taiwan_25_44,F_Taiwan_45_54,F_Taiwan_55_64,F_Taiwan_65_74,F_Taiwan_75_84,F_Taiwan_85ov,F_Taiwan_Tot,F_Thailand_0_4,F_Thailand_5_14,F_Thailand_15_24,F_Thailand_25_44,F_Thailand_45_54,F_Thailand_55_64,F_Thailand_65_74,F_Thailand_75_84,F_Thailand_85ov,F_Thailand_Tot,F_FYROM_0_4,F_FYROM_5_14,F_FYROM_15_24,F_FYROM_25_44,F_FYROM_45_54,F_FYROM_55_64,F_FYROM_65_74,F_FYROM_75_84,F_FYROM_85ov,F_FYROM_Tot,F_Turkey_0_4,F_Turkey_5_14,F_Turkey_15_24,F_Turkey_25_44,F_Turkey_45_54,F_Turkey_55_64,F_Turkey_65_74,F_Turkey_75_84,F_Turkey_85ov,F_Turkey_Tot,F_USA_0_4,F_USA_5_14,F_USA_15_24,F_USA_25_44,F_USA_45_54,F_USA_55_64,F_USA_65_74,F_USA_75_84,F_USA_85ov,F_USA_Tot
10304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,11,41,4,0,0,0,0,55,0,0,3,4,0,13,30,8,8,60,6,19,20,71,46,50,34,15,5,268,0,0,0,3,0,0,5,4,0,9,0,3,0,8,0,0,0,0,0,14,0,3,0,0,4,0,4,3,0,9,0,12,9,62,22,27,8,0,0,149,0,0,0,8,0,3,0,5,9,26,0,3,3,13,13,10,12,7,9,67,0,3,3,3,3,0,0,0,0,16,0,14,16,36,15,10,5,3,0,108,0,0,0,0,0,3,3,3,0,6,0,0,0,18,9,3,0,0,0,26,0,3,0,4,3,3,0,0,0,17,4,0,0,12,4,4,0,0,0,31,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,6,0,9,3,18,9,7,4,0,0,51
10401,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,6,6,17,32,14,5,75,3,5,11,54,47,75,64,19,14,288,0,0,0,0,0,3,3,3,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,4,7,7,4,0,0,24,0,9,5,49,26,35,11,0,0,136,0,0,0,0,0,0,0,0,0,5,0,0,0,0,14,17,32,9,6,79,0,0,0,0,3,0,3,0,0,6,0,4,0,16,9,15,4,0,0,46,0,0,0,0,0,0,0,3,0,4,0,0,0,6,0,0,0,0,0,13,0,0,0,3,3,0,0,0,0,6,0,5,0,12,10,7,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,4,11,9,13,11,3,0,62
10402,0,0,0,0,3,4,0,0,0,4,0,23,34,84,20,12,0,0,0,165,0,0,0,6,0,0,0,0,0,3,0,0,3,13,12,27,49,34,11,153,3,23,33,147,117,143,110,41,16,631,0,0,0,8,5,9,6,6,3,40,3,14,8,4,6,3,3,0,0,39,0,0,3,19,22,22,3,3,3,66,3,17,13,74,64,65,12,10,3,253,0,0,0,13,10,7,9,5,7,42,0,8,4,15,20,26,55,28,14,172,0,0,0,6,0,3,0,0,0,16,0,16,10,53,36,25,17,19,0,170,0,0,0,0,4,0,3,7,0,18,0,0,6,8,3,0,0,0,0,17,0,3,12,51,3,0,0,0,0,73,0,13,16,41,21,9,3,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,10,3,10,7,47,19,18,30,6,3,153
10501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,12,0,0,0,0,0,15,0,0,0,0,0,3,3,0,0,8,0,3,8,28,30,19,11,8,3,105,0,0,0,3,0,0,0,0,0,3,0,3,0,6,0,0,0,0,0,17,0,4,3,10,3,0,0,0,0,17,0,8,4,28,8,8,3,3,0,59,0,0,0,3,0,0,0,0,0,3,0,0,3,0,4,0,5,0,0,14,0,0,0,0,0,0,0,0,0,0,0,5,7,12,8,3,4,0,0,39,0,0,0,0,4,0,6,5,0,13,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,3,0,0,16
10502,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,15,0,0,4,14,16,7,11,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,31,15,16,7,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,13
10503,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,5,0,10,15,79,0,0,0,0,0,100,0,0,0,9,6,13,16,16,3,63,0,8,20,84,41,45,34,10,5,250,0,0,0,3,0,6,0,0,0,10,3,7,0,20,0,0,0,0,0,29,0,0,0,4,8,3,0,0,0,13,3,16,18,68,32,20,8,9,0,181,0,0,0,3,0,4,3,0,0,11,0,0,0,4,8,20,18,8,3,57,0,3,0,4,0,5,3,0,0,13,0,4,15,22,11,10,8,3,0,69,0,0,0,0,0,0,0,0,0,0,4,3,11,32,14,0,3,0,0,76,0,0,3,8,0,0,0,0,0,17,0,6,0,17,4,4,0,0,0,24,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,5,4,14,3,12,5,0,3,51
10601,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,6,6,15,32,8,8,74,0,25,35,148,115,100,64,12,3,490,0,0,0,5,0,3,0,3,0,18,0,0,0,0,6,4,0,0,0,12,0,0,3,7,4,10,0,0,0,22,6,16,17,85,45,46,17,0,0,231,0,0,0,5,0,3,0,0,3,11,0,0,7,11,20,33,46,23,6,141,0,0,0,3,0,0,0,0,0,9,0,8,13,40,29,11,14,3,0,113,0,0,0,0,0,0,3,0,0,3,0,0,0,8,0,3,3,0,0,16,0,0,0,12,0,0,0,0,0,17,3,8,6,39,10,5,3,0,0,82,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,5,3,5,3,29,14,9,16,0,0,78
10602,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,3,14,29,9,4,60,7,30,22,132,73,52,35,8,0,362,0,0,0,3,3,3,0,0,0,19,0,0,0,11,6,0,0,0,0,21,0,0,0,3,9,0,0,0,0,13,0,16,4,90,65,28,21,3,0,241,0,0,0,5,5,5,3,11,14,40,0,4,4,15,17,27,22,7,4,105,0,0,0,4,0,4,0,0,0,13,0,15,14,55,34,13,3,0,3,140,0,0,0,4,0,0,0,0,3,10,0,0,0,19,0,3,0,0,0,19,0,0,0,14,0,0,0,0,0,16,0,6,7,27,8,13,0,0,0,54,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,6,11,24,16,14,3,0,0,77
10603,0,0,0,4,3,3,10,0,3,30,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,0,0,11,0,0,0,3,5,19,60,30,9,118,4,12,26,102,86,102,97,32,10,472,0,0,0,3,3,4,13,4,0,30,0,0,0,0,0,0,0,0,0,4,0,3,3,9,3,10,0,0,0,24,0,6,6,54,38,39,16,3,3,176,0,0,0,3,0,9,3,3,3,23,0,8,3,10,26,35,57,32,16,175,0,0,0,6,3,3,4,0,0,17,0,5,14,45,20,22,21,8,0,129,0,0,0,0,4,0,3,4,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,3,10,5,38,14,7,0,0,0,78,0,0,0,0,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,9,3,8,10,40,13,13,22,0,0,104
10604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,9,11,0,0,20,3,13,9,68,43,34,18,9,7,197,0,0,0,4,3,6,3,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,8,3,9,11,52,23,16,7,0,0,117,0,0,0,0,0,0,0,0,0,0,0,3,0,5,7,3,8,6,0,32,0,0,0,3,0,0,0,0,0,6,0,3,8,13,11,3,4,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,14,0,0,0,6,0,0,0,0,0,5,0,0,7,11,4,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,6,0,0,0,26
10701,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,5,0,0,0,0,7,18,45,32,17,122,3,22,49,114,81,53,41,14,6,378,0,0,0,5,7,4,4,8,3,29,0,4,0,7,0,0,0,0,0,9,0,0,0,7,0,4,0,0,0,12,3,11,16,127,65,97,51,12,3,385,0,0,0,19,3,9,9,11,12,69,0,4,0,3,62,60,90,64,23,305,0,3,0,3,4,3,0,0,0,20,0,4,5,16,8,11,0,0,0,48,0,0,0,11,18,16,20,21,9,88,3,0,3,7,6,3,4,0,0,36,0,0,0,10,3,0,3,0,0,21,0,3,10,44,22,12,3,0,0,94,0,6,11,114,173,222,240,157,39,954,0,0,4,25,18,10,23,3,0,77,7,4,14,38,11,9,5,0,0,82
10702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
