SA3_CODE_2016,One_method_Train_M,One_method_Train_F,One_method_Train_P,One_method_Bus_M,One_method_Bus_F,One_method_Bus_P,One_method_Ferry_M,One_method_Ferry_F,One_method_Ferry_P,One_met_Tram_incl_lt_rail_M,One_met_Tram_incl_lt_rail_F,One_met_Tram_incl_lt_rail_P,One_method_Taxi_M,One_method_Taxi_F,One_method_Taxi_P,One_method_Car_as_driver_M,One_method_Car_as_driver_F,One_method_Car_as_driver_P,One_method_Car_as_passenger_M,One_method_Car_as_passenger_F,One_method_Car_as_passenger_P,One_method_Truck_M,One_method_Truck_F,One_method_Truck_P,One_method_Motorbike_scootr_M,One_method_Motorbike_scootr_F,One_method_Motorbike_scootr_P,One_method_Bicycle_M,One_method_Bicycle_F,One_method_Bicycle_P,One_method_Other_M,One_method_Other_F,One_method_Other_P,One_method_Walked_only_M,One_method_Walked_only_F,One_method_Walked_only_P,One_method_Tot_one_method_M,One_method_Tot_one_method_F,One_method_Tot_one_method_P,Two_methods_Train_Bus_M,Two_methods_Train_Bus_F,Two_methods_Train_Bus_P,Two_methods_Train_Ferry_M,Two_methods_Train_Ferry_F,Two_methods_Train_Ferry_P,Two_mt_trn_Trm_incl_lt_rl_M,Two_mt_trn_Trm_incl_lt_rl_F,Two_mt_trn_Trm_incl_lt_rl_P,Two_methods_Trn_Car_as_drvr_M,Two_methods_Trn_Car_as_drvr_F,Two_methods_Trn_Car_as_drvr_P,Two_methods_Trn_Car_as_pass_M,Two_methods_Trn_Car_as_pass_F,Two_methods_Trn_Car_as_pass_P,Two_methods_Train_Other_M,Two_methods_Train_Other_F,Two_methods_Train_Other_P,Two_methods_Train_Tot_M,Two_methods_Train_Tot_F,Two_methods_Train_Tot_P,Two_methods_Bus_Ferry_M,Two_methods_Bus_Ferry_F,Two_methods_Bus_Ferry_P,Two_mth_Bu_Trm_inc_lt_rl_M,Two_mth_Bu_Trm_inc_lt_rl_F,Two_mth_Bu_Trm_inc_lt_rl_P,Two_methods_Bus_Car_as_drvr_M,Two_methods_Bus_Car_as_drvr_F,Two_methods_Bus_Car_as_drvr_P,Two_methods_Bus_Car_as_pass_M,Two_methods_Bus_Car_as_pass_F,Two_methods_Bus_Car_as_pass_P,Two_methods_Bus_Other_M,Two_methods_Bus_Other_F,Two_methods_Bus_Other_P,Two_methods_Bus_Tot_M,Two_methods_Bus_Tot_F,Two_methods_Bus_Tot_P,Two_methds_Othr_two_methds_M,Two_methds_Othr_two_methds_F,Two_methds_Othr_two_methds_P,Two_methods_Tot_two_methods_M,Two_methods_Tot_two_methods_F,Two_methods_Tot_two_methods_P,Three_meth_Trn_two_othr_met_M,Three_meth_Trn_two_othr_met_F,Three_meth_Trn_two_othr_met_P,Three_met_Bs_2_ot_met_ex_tr_M,Three_met_Bs_2_ot_met_ex_tr_F,Three_met_Bs_2_ot_met_ex_tr_P,Three_meth_Othr_three_meth_M,Three_meth_Othr_three_meth_F,Three_meth_Othr_three_meth_P,Three_meth_Tot_three_meth_M,Three_meth_Tot_three_meth_F,Three_meth_Tot_three_meth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Method_travel_to_work_ns_M,Method_travel_to_work_ns_F,Method_travel_to_work_ns_P,Tot_M,Tot_F,Tot_P
10304,10,11,22,52,40,92,10,0,10,4,0,5,18,35,61,9472,8660,18129,674,728,1404,284,11,296,97,7,106,84,16,100,94,40,129,499,396,896,11298,9947,21246,3,3,4,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,5,0,11,0,0,0,0,0,0,5,0,3,3,0,10,0,0,0,8,3,14,79,45,117,88,51,141,0,3,3,4,3,7,10,6,14,14,7,24,707,779,1495,1006,1549,2554,133,142,268,13245,12481,25729
10401,8,4,11,31,33,66,3,0,3,0,0,0,10,8,19,6072,5571,11642,410,454,855,266,5,271,79,6,89,131,58,185,88,39,131,407,358,760,7499,6531,14037,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,7,5,0,0,0,0,0,0,0,0,0,0,6,11,0,0,0,4,6,11,70,37,109,80,48,127,3,0,3,0,0,3,7,0,5,11,3,11,484,570,1057,759,1203,1959,126,98,222,8961,8458,17415
10402,7,6,15,80,71,154,5,3,6,0,0,0,14,19,38,12302,11572,23872,858,1167,2031,410,9,422,205,28,234,194,64,260,132,89,222,579,545,1126,14793,13574,28369,3,7,8,0,0,0,0,0,0,5,5,9,3,0,3,0,0,0,14,10,19,0,0,0,0,0,0,5,8,6,10,9,19,3,0,3,20,16,35,142,66,209,174,93,267,5,0,7,6,0,6,11,3,7,18,3,22,928,1171,2091,1305,2195,3506,205,200,407,17426,17236,34661
10501,0,0,0,68,29,95,0,0,0,0,0,0,3,4,5,2868,2425,5291,250,253,500,139,10,153,65,19,80,43,18,57,86,43,126,441,473,918,3955,3274,7232,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,36,8,50,40,11,54,0,5,5,0,0,0,8,3,12,11,7,13,532,475,1008,318,414,730,93,78,163,4955,4250,9203
10502,3,0,3,24,8,40,3,3,5,0,0,0,3,0,9,2666,2496,5162,195,257,455,43,0,44,63,5,77,32,7,43,37,20,54,262,237,498,3336,3036,6374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,8,0,8,25,21,47,29,21,50,0,0,3,0,0,0,6,3,8,5,3,12,188,192,387,405,487,895,71,49,117,4044,3792,7839
10503,7,4,14,60,50,114,3,0,4,0,0,0,17,36,53,10496,9827,20324,764,918,1681,437,12,446,180,23,206,93,28,123,150,73,217,678,584,1260,12884,11559,24439,3,0,7,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,9,4,10,0,0,0,0,0,0,3,5,10,0,4,4,0,0,5,8,10,15,129,55,183,135,78,216,5,0,3,0,0,0,14,0,15,19,3,21,1080,917,2002,952,1660,2611,200,180,377,15272,14394,29666
10601,27,20,40,74,52,124,3,0,8,0,0,0,15,14,28,14079,11560,25640,929,772,1701,453,17,467,156,23,173,52,7,63,186,57,238,552,374,924,16525,12888,29416,11,6,17,0,0,0,0,0,0,35,16,50,3,5,3,0,0,3,44,26,70,0,0,0,0,0,0,0,3,7,8,3,11,3,0,3,14,11,20,212,57,265,269,87,359,6,5,16,0,0,0,5,0,5,16,5,24,711,959,1671,1911,2581,4493,234,213,445,19668,16740,36407
10602,100,84,187,90,74,162,3,3,3,0,0,0,17,14,30,13230,11504,24732,847,751,1593,283,9,290,129,7,140,81,21,99,79,53,132,247,254,499,15103,12769,27872,32,54,89,0,0,0,0,0,0,30,18,49,3,9,12,8,0,13,75,82,159,0,0,0,0,0,0,10,3,14,5,8,15,3,0,3,17,13,29,177,70,247,268,167,435,29,46,76,0,3,3,3,5,3,34,52,88,401,746,1142,1547,2234,3784,129,122,247,17481,16090,33572
10603,17,15,27,108,107,214,3,7,10,0,0,3,6,11,19,10705,8938,19643,622,661,1280,325,3,334,159,6,166,99,15,111,93,44,142,375,357,731,12521,10155,22679,0,0,4,0,0,0,0,0,0,11,7,22,3,3,6,0,0,0,19,9,27,3,3,3,0,0,0,4,8,14,3,9,14,3,3,4,16,23,39,122,96,220,156,127,281,5,5,8,6,7,18,5,3,7,14,23,35,529,837,1367,1330,1940,3269,173,142,318,14718,13231,27956
10604,12,3,15,23,14,32,8,0,8,0,0,0,6,0,3,5011,3935,8949,330,309,636,127,5,132,79,8,88,28,7,31,67,33,104,287,251,537,5970,4576,10545,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,3,3,8,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,3,7,47,23,66,55,25,79,0,0,3,0,0,0,0,0,3,4,3,5,347,433,782,690,756,1441,99,84,181,7160,5875,13027
10701,338,199,539,167,226,394,0,0,0,5,3,5,18,17,37,11976,9943,21917,771,845,1618,254,3,261,140,12,155,89,12,103,88,49,138,154,178,334,14006,11486,25490,27,29,51,0,0,0,3,0,3,126,72,201,26,25,47,17,0,15,199,125,324,0,0,0,0,0,0,10,12,23,9,13,28,3,3,6,28,32,54,135,64,199,361,219,575,31,20,52,4,5,6,5,3,5,41,27,69,271,486,755,1296,2118,3412,180,137,317,16154,14469,30624
10702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7
10703,274,198,473,139,137,273,9,0,9,4,0,6,10,11,22,15182,13022,28205,894,916,1812,377,9,389,128,9,134,82,18,101,118,61,184,303,359,658,17523,14749,32270,31,35,70,0,0,0,3,0,3,124,73,197,21,20,35,22,0,25,200,127,324,0,0,0,0,0,0,3,5,3,5,11,20,3,6,8,6,20,28,131,65,200,339,213,550,27,19,51,3,0,3,4,0,4,39,21,57,573,922,1495,1723,2621,4344,187,159,340,20387,18676,39059
10704,1390,1070,2458,525,665,1188,6,5,6,3,0,0,40,49,87,19636,16986,36620,1157,1518,2681,394,5,399,250,23,275,371,103,475,155,79,235,1101,1194,2294,25040,21691,46730,132,105,236,0,0,0,5,0,10,540,300,839,51,90,142,62,20,76,790,512,1307,0,0,0,0,0,0,16,32,48,27,41,63,19,13,26,63,78,140,210,121,329,1061,709,1768,70,70,140,9,7,19,11,3,14,89,83,171,929,1387,2318,2418,3778,6192,259,209,467,29790,27851,57644
10801,5,5,6,27,20,48,0,0,0,0,0,3,4,10,12,3389,3170,6555,243,301,542,154,3,155,37,3,39,55,15,74,39,21,62,217,245,462,4171,3780,7954,3,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,3,9,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,54,18,67,58,19,81,0,0,0,0,0,0,0,4,6,0,4,5,288,358,652,475,770,1244,83,79,163,5078,5016,10095
10802,6,3,12,44,23,65,3,0,6,0,3,3,9,8,15,5423,5055,10474,349,421,777,272,8,285,68,11,84,41,15,59,69,31,101,301,293,596,6589,5878,12468,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,3,11,0,0,0,0,0,0,0,0,4,0,3,3,0,0,0,0,8,11,52,18,71,60,35,90,0,0,0,0,0,0,0,0,3,6,0,6,474,547,1025,682,1101,1780,170,153,328,7987,7716,15699
10803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,21,45,3,5,7,3,0,3,5,3,9,30,23,54,0,0,4,23,25,51,92,81,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,5,16,15,33,3,0,4,117,106,225
10804,6,5,13,49,64,111,4,0,4,0,3,3,19,24,42,10638,10213,20850,663,875,1536,335,12,345,201,18,220,124,27,153,119,59,182,433,466,905,12597,11770,24369,0,0,0,0,0,0,0,0,0,4,3,3,3,0,0,0,0,3,7,3,14,0,0,0,0,0,0,3,3,4,3,9,10,0,0,0,8,9,23,136,75,216,157,92,245,5,0,5,0,0,4,10,5,10,14,4,20,737,918,1653,1186,1885,3068,156,149,308,14839,14818,29660
10805,12,6,19,56,34,88,3,0,3,0,0,0,7,10,24,6388,6038,12425,426,478,904,287,3,293,107,9,119,65,7,67,74,42,122,313,297,618,7747,6931,14682,4,0,3,0,0,0,3,0,3,3,0,3,0,0,0,0,3,0,9,5,11,0,0,0,0,0,0,4,4,5,5,3,8,3,0,3,11,3,13,70,33,101,86,40,130,0,3,3,0,3,3,0,0,6,7,9,13,566,636,1199,862,1304,2164,143,152,298,9406,9071,18484
10901,12,7,14,66,72,136,3,3,6,0,4,3,18,16,38,10402,9431,19834,600,648,1249,214,5,224,117,13,133,180,52,228,101,48,147,491,484,972,12197,10791,22989,3,0,3,0,0,0,0,0,0,7,4,9,0,0,0,4,0,4,11,11,17,0,0,0,0,0,0,8,0,5,5,7,13,0,3,4,8,10,20,107,58,165,124,79,204,4,0,6,0,0,0,5,7,9,12,10,18,592,701,1288,964,1714,2681,132,114,246,14020,13408,27430
10902,3,0,3,20,9,27,0,0,4,0,0,0,0,0,0,1826,1483,3312,127,131,261,61,0,64,21,0,21,17,10,27,49,30,75,198,178,377,2332,1842,4175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,33,30,0,34,0,0,0,0,0,0,0,0,0,0,0,0,272,248,523,188,273,456,63,47,108,2885,2412,5298
10903,7,6,12,39,16,52,5,0,5,0,3,5,0,3,8,6117,5269,11390,360,354,714,217,8,230,53,8,59,88,25,111,111,43,155,477,430,903,7479,6165,13644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,60,26,90,62,28,91,0,0,4,0,0,0,7,0,6,7,6,13,843,689,1538,679,1123,1805,142,141,283,9213,8156,17372
11001,8,6,11,26,32,58,0,0,0,0,3,3,21,17,37,5173,4886,10057,447,500,948,202,26,226,129,13,146,105,23,129,95,51,138,466,391,855,6657,5945,12604,3,0,6,0,0,0,0,0,0,3,3,8,0,0,0,0,0,0,9,4,9,0,0,0,0,0,0,3,0,3,0,3,7,4,0,5,7,7,14,81,41,119,91,49,140,3,3,3,0,0,3,4,0,10,10,7,16,717,694,1414,577,959,1543,91,88,183,8153,7737,15891
11002,3,0,7,37,14,49,0,3,5,0,0,0,10,12,21,4588,4129,8711,352,384,740,290,25,310,86,13,100,35,15,47,85,52,139,397,361,759,5883,5007,10887,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,3,6,3,8,0,0,0,6,3,5,54,32,87,63,37,98,0,0,0,0,0,0,4,3,9,4,8,7,897,816,1711,511,822,1329,155,148,304,7506,6839,14341
11003,3,0,3,39,16,62,0,0,0,0,0,0,4,4,13,4024,3252,7269,276,270,550,226,3,229,32,7,41,26,11,33,74,30,106,332,284,613,5043,3874,8916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,9,0,3,3,0,0,0,11,3,15,23,8,35,34,13,48,0,0,0,0,0,0,3,0,3,3,0,3,445,506,949,363,566,935,87,75,166,5977,5029,11012
11004,10,3,17,126,78,200,6,3,11,0,0,0,36,27,64,12560,11364,23925,991,945,1934,613,19,626,184,20,200,83,18,103,131,62,198,748,566,1316,15492,13098,28589,5,0,5,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,11,3,10,0,0,0,0,0,0,33,0,31,10,10,13,4,0,8,40,12,56,149,58,203,195,73,269,3,0,3,0,0,3,12,3,11,18,3,18,1090,1191,2281,1193,1957,3147,228,204,432,18209,16532,34742
11101,99,59,160,320,323,644,3,0,3,3,0,4,34,18,54,20310,18279,38587,1115,1247,2364,459,8,469,299,29,332,223,38,259,124,62,184,419,389,805,23400,20460,43858,31,14,37,0,0,0,0,0,0,60,30,87,10,6,13,11,0,14,109,47,150,0,0,0,0,0,0,15,28,47,25,32,58,8,0,9,50,60,113,221,64,283,374,176,548,13,19,35,5,7,9,8,0,8,28,26,50,793,1281,2073,2306,3759,6068,190,178,365,27088,25880,52963
11102,165,132,296,81,71,152,3,0,3,3,0,6,5,0,11,12116,10683,22798,680,674,1353,411,11,418,158,17,178,59,12,67,95,40,138,200,209,412,13966,11854,25825,47,35,81,0,0,0,0,0,0,60,58,118,20,15,31,12,0,12,135,102,243,0,0,0,0,0,0,7,9,11,8,14,21,0,0,3,14,21,38,141,52,192,289,178,468,39,43,81,3,7,5,7,0,3,51,47,96,453,774,1223,1268,2154,3415,165,150,312,16191,15149,31339
11103,260,183,443,759,924,1683,39,43,82,5,8,8,56,56,117,27194,24426,51623,1544,2027,3576,412,10,422,537,105,634,1024,344,1371,217,100,320,1388,1521,2905,33434,29749,63184,54,41,90,0,0,0,3,0,3,64,40,110,12,14,25,39,9,45,170,99,275,13,13,28,0,0,0,38,66,107,41,63,104,15,24,39,107,168,275,364,218,588,651,490,1138,44,24,65,14,23,42,21,9,30,82,54,139,1096,1553,2651,3129,5319,8448,309,279,588,38698,37448,76144
11201,18,6,25,94,79,177,7,0,5,3,3,7,16,9,24,10819,10357,21176,611,750,1354,343,12,359,183,25,205,369,203,573,167,93,261,565,642,1204,13189,12186,25372,4,3,3,0,0,0,0,0,0,9,4,10,0,0,0,3,0,4,14,12,24,0,0,0,0,0,0,3,0,4,9,13,21,6,0,5,20,14,37,131,94,222,156,117,276,8,4,9,3,0,3,11,4,16,24,13,29,1440,1761,3203,1351,2115,3462,269,223,494,16434,16408,32839
11202,9,6,15,80,59,135,0,4,3,5,0,4,14,23,38,9761,9242,18999,649,823,1478,365,12,379,166,12,173,104,35,135,123,55,178,581,475,1061,11852,10750,22599,0,0,3,0,0,0,0,0,0,0,4,7,3,0,3,0,0,0,9,3,10,0,0,0,0,0,0,3,4,5,6,11,23,3,4,8,9,22,31,107,54,156,121,72,198,3,0,5,0,0,0,11,0,9,12,4,13,982,939,1925,1016,1745,2758,197,163,360,14185,13669,27858
11203,25,14,33,191,132,319,6,0,9,4,0,4,24,24,45,12743,11764,24510,729,864,1593,401,20,421,188,25,211,220,76,290,173,91,264,483,508,992,15179,13506,28683,3,7,10,0,0,0,0,0,0,39,22,59,0,0,0,3,3,3,43,29,71,0,0,0,3,3,6,5,14,18,9,11,27,3,3,11,20,32,58,147,60,208,215,117,329,12,8,20,14,10,20,11,0,11,40,11,48,960,1407,2370,1413,2409,3823,234,238,475,18032,17700,35731
11301,5,3,9,28,30,54,3,0,3,0,0,0,11,15,27,8304,6732,15036,719,710,1432,203,4,203,71,10,77,80,20,99,117,39,157,508,405,918,10052,7977,18025,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,4,3,7,0,0,4,0,0,0,3,3,6,83,39,119,87,40,130,0,0,0,0,0,0,4,0,8,6,3,8,671,588,1258,617,1013,1628,173,161,336,11602,9782,21383
11302,6,3,13,8,4,8,0,0,0,0,0,0,3,3,4,2241,1759,4005,172,139,313,86,8,96,18,4,20,8,3,13,22,11,34,138,151,289,2711,2091,4801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,8,28,25,8,35,0,0,0,0,0,0,4,0,3,4,0,7,256,227,485,235,346,582,56,47,102,3293,2712,6010
11303,9,8,17,85,66,148,9,4,13,3,0,8,37,46,84,15374,13714,29087,1200,1157,2359,428,13,436,198,22,224,187,37,228,304,94,398,1076,985,2059,18913,16147,35058,0,3,3,0,0,0,0,0,0,5,3,14,0,0,0,0,0,0,7,3,17,0,0,0,0,0,0,3,6,12,0,7,4,0,0,4,7,13,18,130,62,192,146,78,227,3,3,6,3,3,8,11,3,15,20,5,26,1214,1223,2439,1330,2504,3835,257,223,481,21887,20170,42056
