SA3_CODE_2016,P_Greece_0_4,P_Greece_5_14,P_Greece_15_24,P_Greece_25_44,P_Greece_45_54,P_Greece_55_64,P_Greece_65_74,P_Greece_75_84,P_Greece_85ov,P_Greece_Tot,P_Hong_Kong_0_4,P_Hong_Kong_5_14,P_Hong_Kong_15_24,P_Hong_Kong_25_44,P_Hong_Kong_45_54,P_Hong_Kong_55_64,P_Hong_Kong_65_74,P_Hong_Kong_75_84,P_Hong_Kong_85ov,P_Hong_Kong_Tot,P_India_0_4,P_India_5_14,P_India_15_24,P_India_25_44,P_India_45_54,P_India_55_64,P_India_65_74,P_India_75_84,P_India_85ov,P_India_Tot,P_Indonesia_0_4,P_Indonesia_5_14,P_Indonesia_15_24,P_Indonesia_25_44,P_Indonesia_45_54,P_Indonesia_55_64,P_Indonesia_65_74,P_Indonesia_75_84,P_Indonesia_85ov,P_Indonesia_Tot,P_Iran_0_4,P_Iran_5_14,P_Iran_15_24,P_Iran_25_44,P_Iran_45_54,P_Iran_55_64,P_Iran_65_74,P_Iran_75_84,P_Iran_85ov,P_Iran_Tot,P_Iraq_0_4,P_Iraq_5_14,P_Iraq_15_24,P_Iraq_25_44,P_Iraq_45_54,P_Iraq_55_64,P_Iraq_65_74,P_Iraq_75_84,P_Iraq_85ov,P_Iraq_Tot,P_Ireland_0_4,P_Ireland_5_14,P_Ireland_15_24,P_Ireland_25_44,P_Ireland_45_54,P_Ireland_55_64,P_Ireland_65_74,P_Ireland_75_84,P_Ireland_85ov,P_Ireland_Tot,P_Italy_0_4,P_Italy_5_14,P_Italy_15_24,P_Italy_25_44,P_Italy_45_54,P_Italy_55_64,P_Italy_65_74,P_Italy_75_84,P_Italy_85ov,P_Italy_Tot,P_Japan_0_4,P_Japan_5_14,P_Japan_15_24,P_Japan_25_44,P_Japan_45_54,P_Japan_55_64,P_Japan_65_74,P_Japan_75_84,P_Japan_85ov,P_Japan_Tot,P_Korea_South_0_4,P_Korea_South_5_14,P_Korea_South_15_24,P_Korea_South_25_44,P_Korea_South_45_54,P_Korea_South_55_64,P_Korea_South_65_74,P_Korea_South_75_84,P_Korea_South_85ov,P_Korea_South_Tot,P_Lebanon_0_4,P_Lebanon_5_14,P_Lebanon_15_24,P_Lebanon_25_44,P_Lebanon_45_54,P_Lebanon_55_64,P_Lebanon_65_74,P_Lebanon_75_84,P_Lebanon_85ov,P_Lebanon_Tot,P_Malaysia_0_4,P_Malaysia_5_14,P_Malaysia_15_24,P_Malaysia_25_44,P_Malaysia_45_54,P_Malaysia_55_64,P_Malaysia_65_74,P_Malaysia_75_84,P_Malaysia_85ov,P_Malaysia_Tot,P_Malta_0_4,P_Malta_5_14,P_Malta_15_24,P_Malta_25_44,P_Malta_45_54,P_Malta_55_64,P_Malta_65_74,P_Malta_75_84,P_Malta_85ov,P_Malta_Tot,P_Mauritius_0_4,P_Mauritius_5_14,P_Mauritius_15_24,P_Mauritius_25_44,P_Mauritius_45_54,P_Mauritius_55_64,P_Mauritius_65_74,P_Mauritius_75_84,P_Mauritius_85ov,P_Mauritius_Tot,P_Myanmar_0_4,P_Myanmar_5_14,P_Myanmar_15_24,P_Myanmar_25_44,P_Myanmar_45_54,P_Myanmar_55_64,P_Myanmar_65_74,P_Myanmar_75_84,P_Myanmar_85ov,P_Myanmar_Tot,P_Nepal_0_4,P_Nepal_5_14,P_Nepal_15_24,P_Nepal_25_44,P_Nepal_45_54,P_Nepal_55_64,P_Nepal_65_74,P_Nepal_75_84,P_Nepal_85ov,P_Nepal_Tot,P_Netherlands_0_4,P_Netherlands_5_14,P_Netherlands_15_24,P_Netherlands_25_44,P_Netherlands_45_54,P_Netherlands_55_64,P_Netherlands_65_74,P_Netherlands_75_84,P_Netherlands_85ov,P_Netherlands_Tot,P_New_Zealand_0_4,P_New_Zealand_5_14,P_New_Zealand_15_24,P_New_Zealand_25_44,P_New_Zealand_45_54,P_New_Zealand_55_64,P_New_Zealand_65_74,P_New_Zealand_75_84,P_New_Zealand_85ov,P_New_Zealand_Tot,P_Nthern_Ireland_0_4,P_Nthern_Ireland_5_14,P_Nthern_Ireland_15_24,P_Nthern_Ireland_25_44,P_Nthern_Ireland_45_54,P_Nthern_Ireland_55_64,P_Nthern_Ireland_65_74,P_Nthern_Ireland_75_84,P_Nthern_Ireland_85ov,P_Nthern_Ireland_Tot,P_Pakistan_0_4,P_Pakistan_5_14,P_Pakistan_15_24,P_Pakistan_25_44,P_Pakistan_45_54,P_Pakistan_55_64,P_Pakistan_65_74,P_Pakistan_75_84,P_Pakistan_85ov,P_Pakistan_Tot
11601,0,11,9,25,32,89,131,94,23,403,3,10,22,149,81,157,45,11,4,474,193,791,1511,8201,1154,735,318,121,36,13068,3,14,44,229,121,108,58,24,5,609,0,34,63,257,104,64,52,23,5,604,4,14,44,88,61,30,6,9,0,265,0,23,0,68,38,37,55,21,0,253,0,8,5,26,67,111,216,179,81,704,0,7,0,23,8,6,3,4,0,59,3,33,65,279,160,153,82,50,11,845,7,12,39,280,226,237,144,49,15,1009,4,10,36,160,90,136,81,33,6,557,3,0,4,26,66,260,488,226,73,1143,0,4,10,51,45,68,48,31,13,277,3,20,54,197,143,69,46,16,3,556,3,65,113,519,48,23,0,3,0,785,0,0,5,6,14,40,85,67,27,247,38,324,553,1084,419,330,118,20,9,2899,0,0,0,6,20,14,28,13,4,88,24,91,147,455,118,86,27,10,0,953
11602,0,0,0,8,9,23,23,21,0,94,3,16,49,115,77,101,19,3,0,380,78,524,867,5490,1356,735,340,150,33,9566,0,26,43,280,84,61,33,21,3,540,3,20,60,351,124,99,31,14,0,709,0,3,11,51,21,16,10,3,0,116,0,26,12,95,41,24,32,11,3,240,0,0,9,33,44,74,92,59,14,325,0,5,8,28,14,0,3,0,0,59,8,34,42,205,93,57,40,18,0,496,0,0,3,82,70,51,36,11,0,259,5,29,47,207,107,109,71,11,3,589,0,0,0,30,42,162,181,92,26,545,0,4,0,40,36,34,35,14,5,171,0,7,9,33,26,25,10,10,0,126,0,18,28,247,36,18,7,3,0,357,0,3,6,23,10,21,43,14,3,125,13,186,269,580,280,174,74,23,3,1606,0,3,9,16,16,8,9,5,0,69,10,86,93,378,116,56,34,11,3,780
11603,0,3,17,11,29,33,51,46,14,200,0,0,16,33,14,39,12,7,0,122,33,244,287,2326,383,222,143,61,16,3719,0,6,25,133,72,68,42,4,9,353,0,22,33,110,25,38,23,4,0,259,9,82,216,537,244,140,63,13,3,1315,0,7,6,18,17,20,36,16,3,124,0,0,5,11,38,53,81,57,16,264,4,3,5,10,4,0,3,0,0,29,0,4,24,55,40,25,15,4,3,167,0,7,27,180,116,131,88,22,16,587,9,17,6,64,38,44,23,6,0,213,0,0,3,25,48,153,234,100,34,594,0,0,8,52,42,59,49,21,9,234,0,0,5,66,38,18,20,3,0,145,0,8,29,194,10,9,6,0,0,265,0,3,5,8,8,28,38,29,10,123,90,514,829,1395,384,227,100,28,3,3567,0,0,0,3,8,14,14,10,7,55,76,268,291,1206,324,143,47,15,3,2390
11701,0,7,15,46,48,92,220,270,64,761,0,6,58,153,45,76,23,12,4,382,25,29,54,476,68,51,40,15,5,766,20,46,322,979,211,144,81,27,7,1841,0,4,5,92,9,15,6,0,3,137,6,26,32,169,88,48,22,15,5,415,4,5,17,338,55,16,14,9,5,463,0,4,5,46,34,47,87,92,40,352,0,0,12,91,28,3,8,0,0,147,4,6,18,110,31,21,5,5,0,200,0,0,0,34,42,37,40,15,12,174,9,13,46,220,56,65,37,8,6,454,0,0,0,5,4,34,71,59,21,191,0,3,3,22,4,7,11,0,0,54,0,0,4,12,5,3,0,3,0,31,0,5,8,52,9,0,0,0,0,72,0,3,3,15,13,4,8,4,3,54,8,41,88,354,173,122,71,27,3,878,0,0,6,30,13,4,3,3,0,58,7,4,11,87,16,18,3,0,0,155
11702,0,5,9,55,75,160,427,602,180,1499,0,3,23,122,20,32,3,5,4,210,9,17,28,245,40,19,19,11,4,389,0,11,40,173,50,48,23,3,3,348,0,3,3,57,5,3,3,0,0,77,0,3,3,15,8,6,0,0,0,31,0,0,8,247,52,15,14,0,0,345,4,0,14,110,34,35,86,138,57,485,0,0,8,88,33,5,4,0,0,150,0,3,12,92,15,8,0,0,0,126,3,3,6,47,65,110,114,73,50,466,0,3,28,119,36,31,19,4,0,242,0,0,0,0,5,11,24,16,7,68,0,0,0,20,4,10,8,0,0,37,0,0,3,19,6,11,5,0,0,49,7,12,85,264,12,9,5,0,0,383,0,3,3,35,10,4,11,7,0,75,4,19,81,585,253,205,67,11,4,1228,0,0,0,28,17,8,8,0,0,58,0,0,5,32,4,4,0,0,0,53
11703,0,3,6,81,49,76,190,261,94,767,21,24,640,1028,217,250,125,55,18,2375,53,28,416,2013,171,78,55,16,3,2828,10,35,2030,2718,194,125,107,29,9,5256,0,5,52,543,49,43,19,3,0,718,0,0,7,63,17,10,11,0,0,116,0,9,75,1531,188,73,62,27,16,1976,4,9,211,1142,115,84,115,69,33,1780,17,12,285,1024,271,89,37,17,3,1760,11,26,798,2339,172,100,42,29,6,3522,0,0,19,127,72,74,79,43,8,428,0,8,406,1323,247,217,140,39,9,2398,0,0,0,9,14,24,54,36,14,145,0,0,13,72,21,17,6,8,3,140,0,0,86,78,18,18,14,3,0,221,3,0,72,231,24,8,0,0,0,339,8,14,63,288,53,49,53,24,15,554,17,46,490,2675,1035,795,358,111,36,5555,0,0,20,164,50,21,16,10,0,286,0,3,57,143,10,8,3,0,0,239
11801,6,3,6,32,31,55,108,115,53,405,14,116,101,181,103,99,42,20,6,682,18,13,24,209,83,67,95,53,25,590,0,6,30,137,44,47,39,12,6,321,0,0,3,115,37,24,33,12,3,229,0,0,0,14,11,5,25,17,8,78,3,13,59,1122,124,62,47,29,13,1482,10,12,64,638,80,74,127,146,78,1213,3,13,43,241,78,48,29,19,0,476,0,14,30,176,43,32,6,3,3,308,0,0,3,33,53,19,24,11,6,156,3,4,20,156,89,73,52,16,3,424,0,0,0,5,6,10,40,20,4,94,0,0,3,29,11,11,6,0,0,61,0,0,0,6,7,3,4,6,10,35,3,4,6,47,0,0,0,0,0,70,3,11,8,161,32,25,54,23,14,328,14,85,202,1574,634,485,287,112,39,3430,0,0,7,93,32,17,15,7,0,178,0,0,0,25,8,6,0,0,0,47
11802,4,11,8,54,58,160,349,591,229,1459,24,38,566,468,216,244,125,40,6,1728,20,47,274,647,125,96,107,58,19,1392,21,55,512,1026,329,245,141,63,22,2419,0,6,21,312,38,38,12,10,3,445,0,3,19,84,58,48,37,16,3,257,9,36,113,2199,214,89,85,40,19,2806,3,33,45,308,68,100,199,226,103,1079,5,26,47,199,101,45,17,7,0,443,7,24,96,310,61,46,23,11,3,584,0,3,13,64,83,77,46,46,25,366,0,14,617,517,191,255,203,72,17,1885,0,3,0,3,5,39,109,70,30,264,0,0,4,47,25,27,19,7,0,120,0,0,61,20,6,7,0,7,0,107,4,5,17,108,6,0,0,0,0,146,3,15,28,112,31,23,37,28,17,295,19,80,200,1159,523,413,211,82,14,2692,0,0,23,125,35,19,36,17,7,264,3,4,51,119,11,9,6,0,0,211
11901,3,27,32,109,167,304,566,517,97,1817,0,16,80,301,174,244,78,23,4,923,41,87,191,936,308,209,111,61,32,1974,6,45,107,507,208,156,68,23,10,1123,3,10,50,163,32,27,18,5,0,302,7,61,168,472,242,112,28,13,8,1108,6,10,7,70,35,37,43,27,15,248,0,17,25,55,120,224,415,423,205,1490,0,5,8,56,29,9,11,3,3,128,10,33,80,364,212,185,118,98,13,1109,33,192,492,3452,2845,2271,1401,533,148,11374,7,14,42,202,69,117,73,9,0,536,0,0,0,14,8,64,126,96,35,343,0,3,10,55,41,76,68,27,14,301,0,7,21,79,31,26,18,5,0,186,0,11,60,268,19,12,11,3,0,381,0,0,9,18,5,14,25,24,13,107,45,236,373,761,310,260,98,25,12,2132,0,3,0,4,12,7,14,3,7,55,68,179,205,1023,235,80,21,3,3,1814
11902,7,68,78,222,301,638,1447,1496,415,4664,0,16,90,316,159,229,93,39,7,950,97,189,296,1715,208,119,68,35,15,2739,17,134,182,1003,392,264,141,35,9,2177,0,7,22,98,30,10,4,3,0,176,3,32,66,215,110,46,15,6,0,494,4,5,7,68,36,22,32,16,8,191,4,14,22,96,154,238,441,526,207,1704,5,5,21,74,26,8,11,0,0,151,8,61,149,579,341,368,211,129,52,1893,24,83,243,1510,1523,1552,1074,552,170,6729,17,69,118,522,113,118,71,18,7,1055,0,0,0,4,7,25,51,37,8,142,0,0,7,56,40,46,58,38,24,271,13,57,236,617,132,46,15,14,0,1131,19,67,521,1586,55,43,9,0,0,2285,0,0,0,6,11,7,17,8,3,50,33,174,274,573,241,166,76,18,6,1559,0,0,0,4,0,3,6,3,0,24,95,285,494,1636,223,91,14,3,0,2842
11903,3,18,44,81,146,315,495,437,100,1640,28,64,286,1108,580,855,291,77,20,3313,21,73,111,823,168,130,102,60,13,1499,10,33,124,764,228,163,110,50,3,1486,0,0,7,59,23,23,8,4,0,122,0,0,4,36,17,16,6,3,0,85,5,6,4,73,32,28,40,21,8,216,0,13,7,52,56,131,255,266,100,886,0,10,14,120,56,24,9,3,4,247,3,23,52,221,100,56,36,22,6,512,4,15,60,420,402,324,225,106,27,1581,8,30,83,421,175,241,142,58,17,1173,0,0,0,3,5,42,76,39,18,182,0,3,4,37,20,15,12,15,3,116,0,3,12,34,23,24,7,4,3,118,18,92,948,2456,50,50,13,6,0,3625,0,0,5,16,9,13,28,25,12,96,15,147,337,633,355,258,127,42,17,1918,0,0,0,3,5,9,19,10,4,54,12,10,42,124,20,25,0,0,0,233
11904,13,83,83,249,273,579,1130,1181,318,3905,7,26,127,597,217,394,162,54,13,1592,114,106,138,1736,180,128,79,35,21,2548,4,32,175,703,192,128,77,27,10,1351,0,17,16,164,33,24,17,8,3,280,0,3,16,72,40,18,7,3,0,162,3,26,21,192,73,30,39,22,11,421,0,3,29,156,100,179,326,489,186,1463,4,11,37,231,82,27,11,7,3,417,4,6,50,244,72,50,13,9,3,442,10,62,133,961,835,570,327,131,39,3065,3,13,47,358,109,123,88,32,3,777,0,0,0,9,20,73,131,82,55,368,0,0,0,42,24,25,13,18,6,128,0,0,9,31,23,14,17,3,0,91,21,116,1213,3553,95,50,16,3,0,5065,0,3,7,30,11,11,28,17,11,111,23,112,251,814,424,341,134,29,12,2140,0,5,3,30,8,4,9,6,0,72,0,20,36,166,35,27,3,0,0,288
12001,0,5,7,30,36,95,185,225,70,655,15,27,101,485,138,217,103,33,4,1127,45,60,96,1168,163,104,67,54,15,1768,0,3,40,189,46,29,29,6,3,348,5,9,8,241,24,29,15,0,0,324,0,0,5,24,15,7,3,0,0,56,0,13,14,300,94,46,36,21,7,533,3,21,35,194,310,578,948,1056,513,3659,5,15,22,103,31,19,8,0,0,196,35,94,331,1457,354,246,111,54,8,2685,0,10,4,102,111,86,74,29,16,435,7,16,44,297,93,102,84,28,11,680,0,0,0,7,8,30,38,25,18,130,0,0,0,27,7,18,11,3,0,71,0,0,11,27,15,12,4,0,7,78,0,0,49,134,0,4,0,0,0,192,0,4,14,26,22,14,18,9,5,109,4,60,84,481,235,209,124,42,4,1240,0,0,0,37,14,14,19,7,0,89,3,10,14,89,15,12,6,0,0,153
12002,0,3,6,18,30,31,65,88,28,264,4,16,13,108,30,23,16,3,0,211,7,8,30,181,31,33,26,13,3,328,4,0,11,82,14,11,16,3,0,138,0,3,3,70,19,16,6,0,3,121,0,0,4,13,4,5,0,0,0,33,6,16,16,317,117,56,30,14,8,576,7,12,28,178,92,101,159,213,117,894,5,8,14,81,44,12,10,5,0,176,0,7,19,84,24,9,4,7,0,161,0,0,0,27,26,18,9,11,3,90,0,5,9,115,39,35,20,7,5,236,0,0,0,0,4,29,31,25,6,103,0,0,3,11,7,11,3,0,0,35,0,0,0,5,3,3,6,7,0,22,0,0,4,20,0,0,0,0,0,28,3,7,3,60,32,17,30,10,0,149,14,39,69,633,371,278,139,37,11,1602,0,0,0,25,17,7,15,3,0,69,0,3,0,12,0,0,0,0,0,17
12003,0,9,22,56,106,191,489,696,197,1778,13,43,267,726,309,425,207,63,24,2082,300,489,758,5300,534,341,196,86,47,8049,0,23,128,555,105,81,77,40,4,1012,0,3,23,187,21,14,15,5,0,260,0,0,5,36,24,13,3,0,0,86,4,17,30,373,113,66,77,30,16,716,3,28,47,282,272,534,844,1100,578,3679,3,27,47,263,75,29,12,10,0,473,29,163,872,2413,775,522,244,164,61,5233,0,16,27,308,399,421,387,227,77,1857,0,16,141,558,153,179,131,61,23,1263,0,0,0,7,20,24,58,34,11,157,0,3,9,62,29,34,15,13,5,175,0,4,29,99,80,44,18,24,9,305,16,97,1343,3148,83,42,18,3,0,4754,3,12,8,31,14,20,29,13,6,130,14,78,231,736,392,308,140,34,12,1934,0,0,3,33,17,10,19,3,0,93,11,31,77,192,59,22,16,0,0,410
12101,0,0,0,11,18,32,73,74,23,221,43,143,273,1169,441,530,308,122,25,3050,97,232,89,1922,201,140,92,48,22,2842,3,23,108,436,89,83,56,26,17,835,4,17,37,521,128,132,92,39,16,989,0,0,0,10,8,13,6,10,5,49,4,26,9,275,110,52,42,23,15,557,0,11,26,116,47,69,151,173,94,679,65,178,118,832,412,151,77,18,7,1864,39,135,404,1291,377,167,84,32,7,2532,0,0,3,48,80,72,77,45,14,334,10,48,93,668,256,238,169,67,20,1566,0,0,0,3,4,11,9,3,3,40,0,0,0,25,11,14,8,4,0,68,0,0,8,19,8,6,7,4,4,53,0,24,137,494,15,4,0,3,0,675,4,16,11,57,34,25,36,32,22,235,29,114,183,731,462,359,219,71,36,2191,0,0,0,26,28,16,13,3,3,96,13,12,12,116,18,7,13,3,0,202
12102,0,0,0,0,4,5,17,12,0,43,7,30,85,315,163,245,97,33,14,993,72,258,181,1689,376,227,119,64,22,3008,0,19,18,159,51,30,24,13,4,333,19,66,50,648,136,111,55,27,12,1134,0,0,3,9,7,5,0,0,0,31,0,7,0,80,52,37,20,17,7,230,0,4,0,23,29,72,70,82,42,323,13,36,24,167,84,37,16,9,3,395,12,136,157,725,311,166,68,29,9,1617,0,0,5,45,55,53,55,51,14,275,7,27,53,253,85,157,87,38,3,715,0,0,0,5,3,8,10,9,0,32,0,8,0,29,14,10,3,4,3,63,0,0,4,30,24,13,3,4,0,86,6,31,149,589,32,15,13,0,0,836,0,4,9,26,36,32,52,26,21,205,8,71,120,373,275,238,115,48,16,1268,0,3,3,11,16,14,4,9,3,67,11,13,13,131,27,23,6,0,0,225
12103,0,0,0,9,15,17,24,28,3,104,39,198,282,853,485,647,326,106,19,2954,31,78,97,822,401,260,182,94,46,2012,0,10,38,220,83,66,71,29,12,529,7,52,38,510,232,170,89,33,13,1139,0,0,0,14,9,8,3,0,0,32,0,37,13,101,116,55,53,21,8,415,0,3,7,30,46,61,86,92,51,376,17,85,76,251,161,105,61,30,5,791,23,191,278,944,530,284,156,60,7,2477,0,0,6,19,40,35,29,11,4,143,3,58,105,429,291,251,205,73,18,1437,0,0,0,0,3,11,5,0,4,37,0,0,0,13,8,12,15,3,5,60,0,0,0,9,25,6,11,16,10,72,0,3,25,49,7,4,4,0,0,91,3,44,28,42,70,37,67,51,19,372,13,172,287,386,545,381,240,154,62,2248,0,0,0,16,28,11,18,13,3,98,0,6,3,62,23,35,12,3,0,144
12104,0,0,0,15,7,23,29,26,12,119,23,63,97,423,155,185,113,26,3,1095,28,63,49,983,110,84,68,41,15,1453,5,7,32,135,21,31,27,6,7,262,0,3,10,257,44,40,38,14,3,407,0,0,3,12,4,6,4,4,3,38,3,28,9,347,110,73,47,22,5,651,3,7,22,219,65,55,75,47,23,511,19,99,60,552,237,96,61,13,3,1139,4,11,40,309,65,44,26,3,4,510,0,0,4,13,24,17,16,3,0,81,5,9,34,303,108,96,85,26,6,673,0,0,0,3,3,16,10,3,0,38,0,0,0,44,8,13,3,3,0,75,0,0,3,8,6,8,0,3,0,32,3,14,77,283,3,5,0,0,0,384,7,18,10,105,59,31,56,26,11,323,13,91,157,1033,559,490,290,114,30,2779,0,0,0,64,22,19,24,6,0,134,3,9,3,67,3,7,0,0,0,100
12201,0,0,0,8,7,5,18,29,13,87,7,26,33,53,30,28,6,6,0,180,0,4,14,55,29,12,17,3,0,148,0,0,7,25,10,16,7,0,0,75,0,0,0,23,13,6,4,3,3,64,0,0,0,4,6,3,0,0,0,17,4,23,3,179,71,37,27,13,7,360,0,11,18,117,19,26,34,34,12,268,3,17,14,61,33,10,7,4,0,148,0,3,14,66,14,15,4,0,0,116,0,0,0,11,3,3,0,0,0,26,0,4,0,36,20,22,18,9,4,114,0,0,0,3,3,0,0,3,0,8,0,0,0,5,0,0,3,0,0,7,0,0,0,3,0,0,0,0,0,3,0,0,9,30,0,0,0,0,0,33,5,16,7,73,35,17,21,16,8,201,12,51,87,523,250,171,106,39,19,1255,0,0,0,30,15,9,12,5,0,72,0,0,3,0,0,4,0,0,0,3
12202,0,0,3,4,3,3,17,12,3,39,5,19,13,13,12,21,5,5,4,86,0,15,18,89,18,30,20,12,9,210,0,0,9,29,11,16,9,4,4,81,0,4,3,31,12,14,9,3,0,83,0,0,0,0,5,7,3,3,0,10,0,11,4,64,40,42,23,17,13,212,0,4,3,40,35,60,79,63,23,309,0,0,10,33,27,15,14,3,0,107,3,3,6,28,9,14,8,0,0,67,0,0,0,8,14,5,10,3,0,41,3,7,9,15,27,20,20,5,0,98,0,0,0,0,4,11,9,3,0,25,0,0,0,3,9,7,0,0,0,15,0,0,0,0,4,5,0,0,0,17,0,0,12,28,0,0,0,0,0,41,0,12,18,35,51,44,80,69,42,352,3,47,64,337,264,287,161,47,24,1230,0,0,3,10,23,9,11,15,3,73,0,0,0,3,3,0,0,0,0,14
12203,0,5,3,22,26,30,57,34,13,191,12,51,54,173,101,151,87,33,11,679,36,111,157,752,171,112,69,44,12,1470,9,10,44,145,75,59,38,20,6,404,0,10,14,215,105,107,79,43,24,597,0,4,7,15,9,11,3,4,0,55,6,63,26,294,188,86,63,45,24,792,0,19,21,156,172,312,477,365,170,1690,4,47,54,215,166,71,38,11,7,604,3,14,55,287,94,88,46,14,0,598,0,0,0,40,51,40,33,14,3,182,4,5,26,106,87,77,68,20,6,399,0,4,0,11,11,15,21,14,7,76,0,0,0,11,17,9,9,3,0,43,0,0,0,5,5,0,0,3,0,19,3,7,96,384,6,7,3,0,0,506,10,23,23,108,93,67,134,120,67,649,25,138,241,1357,764,576,269,120,63,3540,0,0,5,65,37,22,35,22,4,189,0,0,3,29,12,8,9,0,0,55
12301,0,4,4,3,20,7,16,4,3,65,3,3,3,25,9,10,4,3,0,55,3,19,28,168,65,53,18,17,3,370,0,0,3,27,16,15,4,3,0,67,0,3,7,29,6,4,0,0,0,52,0,4,15,53,28,14,3,4,3,115,0,17,7,86,41,33,25,16,10,231,0,0,5,9,41,56,66,57,17,254,0,0,0,6,0,0,4,0,3,17,0,0,3,20,4,0,0,0,0,39,0,0,0,52,35,29,22,0,0,134,0,0,9,28,20,19,16,3,0,94,0,0,3,16,11,49,66,26,9,181,0,0,3,22,20,21,10,10,0,86,0,3,0,3,3,3,0,0,0,18,0,0,0,17,3,3,0,0,0,21,0,0,0,8,24,31,34,13,12,113,11,44,96,291,187,133,51,20,7,834,0,8,7,26,25,15,29,8,4,121,0,7,19,32,19,12,3,0,0,102
12302,0,9,4,26,41,88,99,48,6,316,3,8,21,79,51,64,30,13,4,274,67,350,436,2418,743,363,172,73,21,4643,0,21,50,283,102,78,45,4,5,595,0,12,41,67,32,24,18,14,0,203,3,43,106,293,146,57,23,17,5,705,6,18,11,67,49,41,82,32,14,329,0,0,10,22,74,119,142,115,34,512,0,8,18,25,19,11,3,3,4,89,0,4,15,90,18,18,13,3,0,163,5,12,31,371,306,221,140,49,11,1150,5,12,45,105,75,92,75,18,4,438,0,3,5,7,18,76,107,51,10,272,3,4,12,87,108,116,98,35,10,477,0,3,7,29,18,5,3,6,0,80,3,70,115,779,61,45,18,0,0,1096,0,0,0,14,18,71,87,42,22,253,74,554,890,1575,589,371,172,62,8,4288,0,0,0,18,26,44,60,21,5,168,30,103,130,570,162,73,21,3,3,1097
12303,0,0,0,3,5,17,18,11,0,56,0,0,5,4,9,3,0,0,0,20,0,0,4,17,4,6,7,3,4,52,0,0,0,5,0,6,3,6,0,24,0,0,0,3,6,0,3,0,0,10,0,0,0,4,0,3,4,0,0,19,0,3,0,29,25,29,27,7,0,114,0,0,0,10,18,35,50,34,12,166,0,0,3,8,0,0,0,0,0,9,0,0,3,7,0,0,0,0,0,8,0,0,5,22,32,22,14,8,0,102,0,0,0,11,7,3,0,0,0,24,0,0,0,7,9,41,55,9,4,118,0,0,0,4,6,0,8,0,0,20,0,0,0,0,0,0,0,3,0,3,0,0,0,5,0,0,0,0,0,4,0,0,3,7,8,31,38,21,6,111,5,15,17,129,103,86,40,14,0,402,0,0,0,12,14,8,16,3,3,62,0,0,0,8,0,0,0,0,0,9
12401,0,0,0,4,5,9,19,17,8,69,0,4,19,21,13,21,6,4,0,97,3,3,27,71,32,41,41,30,7,261,0,3,44,28,16,12,10,14,9,129,0,0,0,16,9,3,0,0,0,32,0,0,0,14,3,4,4,0,0,21,0,11,9,55,45,53,78,27,8,283,0,0,3,10,24,43,46,34,16,174,0,7,0,38,27,15,9,0,0,106,0,7,31,24,15,9,3,0,0,93,0,0,3,15,11,8,7,3,0,51,0,0,10,42,36,39,16,12,0,155,0,0,0,3,8,32,36,4,4,87,0,0,0,3,9,14,12,3,4,47,0,0,0,3,0,6,3,4,3,18,0,0,0,9,3,0,0,0,0,16,0,3,7,29,36,72,124,59,27,358,0,26,42,258,274,269,167,59,20,1113,0,0,0,15,33,25,32,17,6,123,0,3,0,5,6,6,3,0,0,26
12402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12403,0,0,9,13,23,41,83,59,15,249,0,7,12,47,20,28,6,5,0,123,40,162,199,1526,315,221,145,79,15,2702,5,6,13,86,22,25,21,7,0,194,0,12,20,134,45,29,28,16,0,285,0,5,13,82,33,34,16,8,0,199,5,35,9,112,54,86,115,42,9,472,0,5,7,38,60,121,172,128,43,565,0,0,0,24,6,7,8,0,0,45,0,13,22,104,50,19,12,3,0,228,0,8,12,116,87,73,31,15,0,354,3,11,10,74,44,64,37,10,0,251,0,3,7,39,74,177,302,145,9,759,0,0,3,34,31,35,33,4,8,145,0,0,0,10,0,5,3,3,0,29,3,20,43,163,28,25,3,4,0,295,0,3,3,31,36,116,139,71,34,424,23,146,290,855,389,316,149,26,11,2206,0,3,0,38,50,51,69,29,3,250,6,35,50,185,53,29,13,5,6,373
