SA3_CODE_2016,P_AdvDi_Di_AdvDi_AsDe_Mng,P_AdvDi_Di_AdvDi_AsDe_Pro,P_AdvDi_Di_AdvDi_AsDe_TTW,P_AdvDi_Di_AdvDi_AsDe_CPS,P_AdvDi_Di_AdvDi_AsDe_CA,P_AdvDi_Di_AdvDi_AsDe_Sal,P_AdvDi_Di_AdvDi_AsDe_MOD,P_AdvDi_Di_AdvDi_AsDe_Lab,P_AdvDi_Di_AdvDi_AsDe_IDNS,P_AdvDi_Di_AdvDi_AsDe_Tot,P_AdvDi_Di_Dip_Mng,P_AdvDi_Di_Dip_Pro,P_AdvDi_Di_Dip_TTW,P_AdvDi_Di_Dip_CPS,P_AdvDi_Di_Dip_CA,P_AdvDi_Di_Dip_Sal,P_AdvDi_Di_Dip_MOD,P_AdvDi_Di_Dip_Lab,P_AdvDi_Di_Dip_IDNS,P_AdvDi_Di_Dip_Tot,P_Cert_CertIII_IV_Mng,P_Cert_CertIII_IV_Pro,P_Cert_CertIII_IV_TTW,P_Cert_CertIII_IV_CPS,P_Cert_CertIII_IV_CA,P_Cert_CertIII_IV_Sal,P_Cert_CertIII_IV_MOD,P_Cert_CertIII_IV_Lab,P_Cert_CertIII_IV_IDNS,P_Cert_CertIII_IV_Tot,P_Cert_CertI_II_Mng,P_Cert_CertI_II_Pro,P_Cert_CertI_II_TTW,P_Cert_CertI_II_CPS,P_Cert_CertI_II_CA,P_Cert_CertI_II_Sal,P_Cert_CertI_II_MOD,P_Cert_CertI_II_Lab,P_Cert_CertI_II_IDNS,P_Cert_CertI_II_Tot,P_Cert_Cert_nfd_Mng,P_Cert_Cert_nfd_Pro,P_Cert_Cert_nfd_TTW,P_Cert_Cert_nfd_CPS,P_Cert_Cert_nfd_CA,P_Cert_Cert_nfd_Sal,P_Cert_Cert_nfd_MOD,P_Cert_Cert_nfd_Lab,P_Cert_Cert_nfd_IDNS,P_Cert_Cert_nfd_Tot,P_LE_ID_Mng,P_LE_ID_Pro,P_LE_ID_TTW,P_LE_ID_CPS,P_LE_ID_CA,P_LE_ID_Sal,P_LE_ID_MOD,P_LE_ID_Lab,P_LE_ID_IDNS,P_LE_ID_Tot,P_LE_NS_Mng,P_LE_NS_Pro,P_LE_NS_TTW,P_LE_NS_CPS,P_LE_NS_CA,P_LE_NS_Sal,P_LE_NS_MOD,P_LE_NS_Lab,P_LE_NS_IDNS,P_LE_NS_Tot,P_Tot_Mng,P_Tot_Pro,P_Tot_TTW,P_Tot_CPS,P_Tot_CA,P_Tot_Sal,P_Tot_MOD,P_Tot_Lab,P_Tot_IDNS,P_Tot_Tot
12002,343,503,89,120,201,96,10,30,21,1419,362,455,155,215,298,138,18,49,24,1712,396,267,847,266,286,181,90,113,36,2473,22,34,8,21,38,20,4,3,0,160,84,94,31,63,108,56,8,24,9,486,51,112,21,19,40,16,0,3,8,274,55,88,26,27,43,30,13,18,57,349,5640,11553,1549,1345,2614,1180,211,371,373,24842
12003,518,774,434,395,577,296,138,222,68,3426,664,771,659,763,822,436,123,316,71,4629,722,488,2505,899,806,501,361,523,124,6936,55,50,43,78,139,78,35,58,9,540,149,151,126,183,319,171,79,84,22,1287,119,261,90,83,153,104,28,73,22,934,102,181,133,126,136,94,61,158,175,1157,7607,22556,5624,4820,7480,3834,1453,2813,1014,57207
12101,579,776,216,232,458,255,47,78,43,2682,524,664,294,391,526,296,42,101,34,2873,547,352,1143,416,429,308,118,188,50,3551,44,43,22,32,87,38,8,16,4,294,146,145,56,120,212,118,19,31,17,865,112,246,40,42,91,42,18,25,15,622,97,152,36,47,93,49,6,32,92,608,9382,21524,2748,2544,5355,2651,444,884,767,46289
12102,357,661,220,285,423,140,46,95,25,2247,398,538,290,423,529,243,50,111,26,2605,650,439,1888,601,628,300,221,337,67,5133,37,33,41,45,105,43,17,27,3,345,130,99,75,139,272,79,38,71,8,907,77,150,29,24,103,32,7,18,4,445,57,117,44,64,96,51,24,39,69,565,4725,12521,3382,2636,4205,1642,589,1104,388,31201
12103,674,823,175,224,540,242,38,64,54,2829,519,537,150,291,518,235,32,69,29,2383,542,315,976,323,351,251,102,158,53,3056,37,31,22,25,65,30,5,15,5,244,165,154,53,120,257,145,28,41,17,982,134,233,36,33,131,47,7,17,19,662,99,209,43,60,100,54,9,21,84,671,10133,20116,2187,2116,5415,2330,352,668,775,44105
12104,658,862,157,224,467,229,19,50,32,2707,602,735,208,313,497,238,29,56,31,2709,524,357,929,315,391,270,67,123,52,3031,49,34,16,32,79,28,3,8,4,260,156,156,46,88,221,104,13,30,18,824,128,240,38,32,111,42,14,21,11,634,103,198,35,37,105,43,5,18,98,641,10200,20951,2171,2165,5039,2414,265,558,766,44529
12201,313,381,55,124,208,95,15,28,26,1241,261,259,143,179,217,123,15,27,23,1243,296,156,667,193,189,151,66,91,26,1837,23,18,8,14,33,18,0,5,0,121,70,83,23,50,110,60,10,18,3,429,46,77,13,24,64,22,0,7,9,270,32,86,16,28,48,25,5,9,41,292,4300,7611,1198,1143,1886,1064,171,317,305,17999
12202,448,695,172,225,374,162,29,58,28,2183,401,414,190,328,424,201,25,55,31,2066,917,347,2178,453,527,329,194,308,88,5338,37,29,24,34,104,42,11,14,3,305,138,121,52,116,240,126,30,39,17,874,62,73,22,24,76,28,4,12,6,321,76,107,44,60,114,57,18,39,62,569,4502,7202,2977,1785,2749,1391,410,653,385,22071
12203,1054,1476,393,581,824,371,102,140,48,4988,997,1080,556,868,1066,467,122,177,66,5398,1671,792,5054,1255,1275,810,539,748,138,12290,98,78,60,101,196,112,25,75,5,749,319,248,167,263,556,248,69,89,29,1992,146,218,72,73,165,78,33,50,21,853,150,226,124,146,216,122,69,109,112,1269,11139,18806,7405,5006,7152,3606,1217,1934,774,57039
12301,273,422,127,245,272,105,36,43,25,1557,404,393,220,600,519,198,69,72,37,2512,930,404,3003,800,1032,527,725,521,110,8049,43,31,30,45,144,78,33,44,3,456,87,53,54,124,215,87,75,55,10,752,29,41,25,24,63,21,17,28,0,249,63,54,47,74,84,56,50,51,51,533,2892,5291,3720,2399,2864,1275,1067,896,319,20713
12302,357,629,315,403,447,164,197,132,43,2696,537,680,499,1063,916,403,276,255,77,4704,1188,742,5122,1884,1922,907,1648,1301,246,14959,76,33,68,120,265,130,113,144,14,966,153,117,120,304,416,182,205,206,27,1730,75,128,64,74,164,66,82,70,12,727,91,138,167,194,215,139,234,238,147,1562,4034,9529,7156,5357,6337,2766,3349,2930,733,42189
12303,155,236,68,151,143,48,16,27,10,860,201,203,137,347,278,89,39,55,6,1367,693,272,2475,566,604,312,663,484,87,6163,21,15,17,45,96,49,23,37,3,316,50,43,52,68,152,49,51,54,11,534,17,24,21,13,37,13,6,11,3,151,52,41,75,36,88,46,52,64,26,477,1734,2741,2962,1458,1669,691,891,779,200,13121
12401,317,696,179,339,315,117,33,58,12,2062,413,501,276,569,480,173,63,125,30,2630,829,518,2661,978,889,427,470,642,101,7513,30,25,44,55,103,65,23,56,4,402,103,107,57,145,215,75,43,79,8,829,31,79,27,32,61,21,14,18,0,287,46,94,48,75,97,48,48,64,46,574,3529,9558,3690,3073,3131,1243,777,1249,346,26594
12402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12403,430,678,228,455,517,154,112,88,42,2705,732,769,476,1067,1032,342,156,146,60,4782,1722,926,6246,1829,2436,1044,1650,1262,278,17394,82,50,57,110,326,130,62,125,10,961,171,136,125,264,471,167,158,145,34,1664,59,86,45,49,142,48,40,68,23,565,84,109,116,138,206,94,154,140,135,1188,5037,9872,7778,4971,6578,2488,2615,2261,696,42300
12404,109,175,67,92,94,27,13,26,6,612,167,175,133,277,227,101,25,47,10,1155,471,231,1946,515,576,279,472,358,97,4949,16,9,22,31,69,38,27,33,0,245,53,27,45,89,108,32,41,46,6,447,10,16,19,19,25,6,11,14,0,123,29,28,43,39,55,22,52,44,21,330,1187,2090,2391,1261,1377,589,669,608,165,10347
12405,103,196,79,123,142,49,39,48,8,779,199,213,168,359,354,122,99,96,28,1634,472,247,2065,735,871,327,720,560,104,6095,30,21,23,45,91,49,49,47,0,358,63,44,52,117,177,51,87,68,9,662,17,31,24,27,53,16,39,39,3,242,39,49,63,61,93,54,104,94,57,620,1290,2549,2644,1806,2326,847,1294,1078,262,14094
12501,229,239,277,184,255,126,124,150,40,1619,271,302,366,488,399,230,133,226,55,2473,280,153,1325,439,384,210,255,332,78,3449,18,18,33,46,63,31,27,54,4,291,43,43,71,111,129,54,69,76,11,615,51,74,93,45,65,48,56,68,23,518,45,67,116,64,77,50,48,124,113,709,2832,7040,3162,2453,3164,1807,1192,1931,596,24183
12502,249,353,170,147,313,145,71,81,22,1557,305,318,247,324,390,174,64,80,28,1922,474,225,1451,445,475,241,191,257,64,3821,16,14,21,37,85,30,15,26,3,252,72,62,68,93,191,68,37,34,0,634,49,103,30,23,70,33,15,19,6,353,39,78,40,46,80,35,33,31,54,434,3211,7891,2717,1768,3228,1367,676,861,376,22101
12503,321,402,308,324,474,200,165,151,46,2385,529,576,534,848,814,345,224,246,77,4187,738,410,3564,1035,1112,509,830,732,210,9134,38,44,62,85,174,81,54,88,9,629,101,88,138,229,334,130,136,157,35,1339,68,109,102,66,120,63,52,55,19,656,102,135,193,146,184,99,165,206,172,1411,3710,8740,5740,3889,5412,2360,2166,2272,830,35111
12504,438,642,392,327,555,195,208,190,54,3000,572,665,508,681,787,367,243,254,63,4152,689,470,2466,802,953,430,536,604,129,7077,45,38,40,77,138,51,31,54,5,482,114,123,92,174,307,96,82,110,22,1124,104,308,88,73,148,62,66,68,32,951,100,183,109,68,164,64,73,120,129,1012,5996,19209,5321,4045,7362,3062,2298,2589,918,50794
12601,202,314,109,98,236,81,23,40,12,1117,181,226,114,173,198,106,20,40,18,1077,252,140,542,195,196,131,67,100,28,1654,11,8,9,13,43,25,3,13,0,120,65,38,25,46,104,43,12,19,7,359,49,104,19,17,42,25,3,13,4,283,33,91,19,21,37,17,5,9,34,275,3135,8608,1329,1102,2415,941,262,432,254,18472
12602,594,846,365,349,641,268,79,121,44,3311,656,708,470,562,723,350,90,164,55,3773,816,486,2419,725,833,471,322,401,104,6574,61,51,40,52,134,69,14,41,10,465,158,146,82,172,382,155,47,77,11,1230,119,232,66,66,170,55,25,38,16,793,102,172,76,83,145,70,35,81,144,908,8163,20466,4895,3522,7149,3156,967,1567,798,50673
12701,291,350,225,249,411,140,104,101,34,1899,376,468,347,634,676,265,157,109,67,3094,903,344,3451,834,1081,542,896,723,176,8944,64,25,44,77,181,82,55,73,14,621,118,69,105,156,298,124,110,114,18,1102,35,80,51,48,83,39,43,36,4,420,94,99,124,83,158,91,112,135,140,1024,3013,6047,4763,2661,4069,1674,1703,1482,589,25998
12702,318,417,369,339,524,180,168,168,43,2536,451,542,605,981,922,388,251,266,105,4517,874,458,4185,1275,1190,606,1088,1057,233,10970,60,49,77,94,223,114,92,139,9,864,128,82,145,251,387,176,186,177,33,1568,57,129,83,72,147,65,86,91,19,757,84,142,203,151,181,133,197,236,188,1507,3356,8238,6391,4069,5507,2372,2459,2620,839,35849
12703,343,457,315,300,458,152,172,132,39,2370,499,546,405,722,741,290,201,165,62,3639,830,462,3276,1076,1147,495,866,767,169,9092,50,34,38,85,187,62,57,64,13,593,101,79,109,193,296,106,112,132,27,1157,65,112,67,42,137,39,56,41,17,581,71,107,121,85,153,84,96,142,138,1001,3532,8074,4931,3438,4803,1892,1976,1790,656,31093
12801,691,941,281,482,627,279,52,81,25,3468,831,746,411,792,914,381,75,119,44,4316,1674,700,4503,1085,1308,708,587,656,175,11402,76,58,36,101,193,79,23,43,7,622,201,173,125,191,486,198,69,86,20,1550,80,141,41,53,157,52,17,28,12,591,121,169,77,119,170,113,42,63,114,991,6973,12078,5925,3867,5539,2524,1000,1271,612,39790
12802,603,943,260,447,656,232,52,66,26,3295,752,805,415,786,1028,313,70,94,50,4328,1567,736,4791,1151,1529,774,675,753,162,12128,58,54,52,65,210,80,32,29,7,576,181,155,117,224,524,171,75,94,26,1556,65,120,48,48,190,47,16,30,11,577,88,137,59,87,176,92,40,53,107,841,6346,12628,6259,3822,6010,2307,1081,1305,574,40336
19797,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,6,0,0,12,3,3,3,4,3,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,18,14,7,11,6,7,8,3,74
19999,14,27,7,18,14,4,10,7,3,100,12,28,19,48,25,14,12,30,6,198,45,38,246,70,38,31,82,93,6,657,4,0,3,8,3,7,7,14,0,46,9,6,5,16,3,13,6,13,0,67,3,8,0,0,3,3,3,5,3,29,3,14,15,16,11,8,9,21,25,117,200,562,348,285,168,119,144,278,58,2162
