SA2_MAINCODE_2016,C16_85o_Seprtd_M,C16_85o_Seprtd_F,C16_85o_Divorce_M,C16_85o_Divorce_F,C16_85o_Wid_M,C16_85o_Wid_F,C16_85o_Nvr_mard_M,C16_85o_Nvr_mard_F,C16_85o_T_M,C16_85o_T_F,C16_85o_T_P,C16_T_Married_M,C16_T_Married_F,C16_Tot_Sep_M,C16_Tot_Sep_F,C16_Tot_Div_M,C16_Tot_Div_F,C16_Tot_Wid_M,C16_Tot_Wid_F,C16_Tot_nver_marrie_M,C16_Tot_nver_marrie_F,C16_Tot_T_M,C16_Tot_T_F,C16_Tot_T_P
111031229,0,0,5,4,18,71,3,5,68,93,156,1635,1626,168,144,424,577,77,290,2608,2174,4910,4816,9726
111031230,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,3,0,7,9,12
111031231,0,0,0,9,49,184,0,15,111,241,352,1395,1355,155,136,279,378,118,478,3023,2640,4972,4981,9956
111031232,0,4,9,10,27,124,0,6,76,162,238,1572,1555,95,110,316,376,117,366,1056,857,3166,3273,6442
111031233,0,0,9,23,89,365,10,12,229,470,702,3669,3679,215,290,587,966,270,1061,2970,2553,7715,8557,16270
111031234,3,3,7,22,85,329,11,19,169,423,591,1781,1769,162,178,386,589,191,686,2372,2063,4889,5286,10177
111031235,0,0,9,3,10,51,7,0,40,63,109,1045,1053,142,130,386,419,50,201,1766,1606,3394,3413,6803
112011236,5,5,14,33,143,538,20,12,407,706,1112,3231,3205,278,342,775,1116,340,1273,2288,1969,6900,7897,14801
112011237,3,3,13,19,57,228,3,17,195,323,516,3643,3631,164,205,541,771,200,675,2018,1863,6574,7150,13726
112011238,0,0,3,0,15,57,0,3,39,71,106,1076,1088,76,64,250,303,45,172,794,749,2235,2369,4603
112011239,3,0,8,10,26,85,3,0,73,114,188,1250,1241,133,163,471,650,74,285,1258,1314,3185,3646,6835
112011240,0,0,11,15,27,116,7,4,67,149,223,1299,1305,116,118,468,642,91,293,1930,1887,3897,4245,8147
112011241,0,0,3,3,23,55,3,0,74,73,150,986,980,107,87,298,275,93,219,763,567,2240,2138,4381
112011242,0,0,0,0,10,54,3,0,55,76,132,1637,1651,81,111,229,405,66,201,964,902,2977,3267,6242
112011243,0,3,3,13,15,80,6,9,51,119,169,1209,1212,125,157,438,570,91,285,1286,1171,3144,3396,6540
112021244,0,3,5,18,51,206,9,14,144,273,408,2072,2062,172,226,435,579,171,693,1766,1551,4621,5115,9736
112021245,0,0,7,3,11,52,3,4,45,68,113,1405,1382,107,90,350,303,67,234,1011,735,2951,2742,5689
112021246,3,0,8,6,57,255,4,13,161,323,486,2344,2379,167,236,401,683,143,627,1820,1851,4879,5780,10658
112021247,0,0,3,5,30,108,4,3,78,131,209,1362,1357,130,131,364,398,118,336,1094,805,3067,3029,6096
112021248,0,0,3,29,48,244,5,20,154,327,485,2012,2009,261,297,719,946,154,667,2943,2668,6100,6584,12686
112021249,3,0,0,7,26,68,0,0,76,97,177,2962,2990,218,221,632,718,113,314,2236,1937,6163,6173,12334
112031250,3,0,11,22,71,134,3,12,162,206,373,2647,2642,180,203,557,710,188,540,1590,1488,5150,5584,10732
112031251,3,0,11,14,45,199,10,14,143,270,414,1512,1520,133,172,389,574,130,495,1221,1101,3383,3869,7253
112031252,4,0,10,0,25,42,7,4,74,57,134,1908,1901,161,148,468,489,96,214,1444,1129,4083,3891,7978
112031253,0,0,8,7,40,121,3,0,126,158,279,2582,2591,186,216,471,682,147,421,1677,1458,5068,5362,10433
112031254,4,4,30,43,142,417,8,10,408,591,1001,3578,3576,316,371,1034,1285,350,1187,2725,2380,8000,8793,16796
112031550,6,3,18,30,99,343,8,13,316,464,776,3251,3277,162,267,514,899,298,1004,1820,1703,6050,7148,13195
112031551,0,0,0,0,3,17,0,0,18,25,39,739,754,19,21,78,101,34,63,385,364,1252,1307,2560
112031552,4,3,19,27,87,265,4,6,206,357,565,1447,1447,132,162,414,587,199,745,1059,909,3245,3856,7098
113011256,3,0,5,7,67,295,3,10,217,381,596,3872,3749,218,283,406,528,221,902,2730,2306,7443,7763,15205
113011257,0,0,0,3,26,80,3,0,71,109,185,2721,2699,211,153,334,263,140,359,1893,1336,5295,4810,10105
113011258,0,0,3,4,31,139,5,4,81,158,231,1940,1910,131,135,272,305,132,468,1459,1299,3930,4102,8038
113011259,3,0,0,0,27,105,0,4,67,135,202,1186,1167,101,89,190,186,92,324,839,680,2401,2454,4854
113021260,0,0,0,0,13,40,3,0,33,53,91,778,730,46,39,146,114,52,125,528,314,1552,1331,2886
113021261,0,0,3,3,32,135,4,0,69,156,229,1164,1185,84,113,210,235,109,347,887,742,2457,2618,5082
113021262,0,0,3,3,11,44,3,3,47,67,117,1018,1028,69,57,177,159,64,189,635,465,1967,1889,3859
113031263,0,0,4,3,41,157,3,4,100,196,294,1635,1633,88,91,269,313,111,428,918,775,3025,3243,6270
113031264,0,0,0,0,7,53,3,0,39,64,103,717,702,38,47,113,119,45,179,504,403,1417,1454,2873
113031265,0,0,0,3,15,60,0,0,40,68,115,1331,1059,114,83,203,202,75,214,1253,607,2975,2162,5139
113031266,5,0,3,10,26,107,3,12,87,146,228,1427,1431,97,86,233,228,89,362,820,674,2667,2779,5445
113031267,3,3,6,7,31,122,4,4,111,170,285,3457,3430,207,261,381,621,134,532,2158,1909,6334,6749,13085
113031268,0,0,0,0,13,52,0,0,41,69,112,796,790,37,35,71,95,29,135,700,901,1627,1950,3579
113031269,5,0,10,18,66,257,10,16,171,337,510,3893,3879,235,322,538,827,203,819,2969,2918,7839,8765,16604
113031270,4,0,3,9,52,221,5,23,119,277,399,1849,1731,171,216,425,556,129,563,2346,2195,4928,5263,10193
113031271,4,0,5,5,42,105,5,5,121,146,267,3154,3141,215,214,459,384,159,449,1956,1512,5942,5697,11636
114011272,0,0,13,14,42,169,3,4,138,235,376,2106,2107,105,109,381,445,160,500,890,752,3639,3913,7553
114011273,0,0,3,0,20,33,0,3,50,40,86,812,814,64,53,157,151,53,138,467,399,1549,1554,3104
114011274,0,0,3,7,35,84,7,5,88,129,214,1080,1069,81,62,258,239,105,265,674,487,2193,2120,4316
114011275,0,0,0,0,0,0,0,0,0,0,0,11,8,3,0,3,3,0,0,11,6,24,19,42
114011276,0,0,3,3,21,63,7,4,71,87,161,985,982,73,80,152,215,74,213,456,421,1738,1909,3644
114011277,8,0,5,13,64,171,3,5,185,246,430,3195,3176,209,238,546,787,232,659,2051,1784,6242,6648,12881
114011278,0,3,8,18,67,205,8,9,187,289,475,3350,3171,304,404,752,965,235,747,3472,2652,8111,7940,16048
114011279,0,0,7,18,65,200,0,3,166,291,457,2807,2799,247,256,581,750,267,752,1683,1525,5582,6075,11657
114011280,0,0,3,3,44,95,4,0,98,135,234,984,993,82,63,225,199,127,310,504,363,1927,1928,3858
114011281,0,0,0,3,3,7,0,0,12,22,32,788,789,61,39,135,125,35,64,417,369,1437,1393,2834
114011282,11,0,10,12,96,232,8,6,262,336,595,3376,3391,228,240,587,844,273,858,1682,1441,6148,6772,12925
114011283,0,0,4,3,8,30,3,0,48,51,96,1168,1173,85,76,278,229,87,162,615,460,2229,2106,4337
114021284,3,3,8,29,72,281,6,16,246,403,653,3162,3210,124,159,340,706,184,789,1129,1129,4947,5983,10929
114021285,0,0,3,0,3,19,0,0,15,24,45,1194,1197,60,88,193,234,47,121,835,704,2330,2345,4674
114021286,0,3,3,8,25,125,3,10,95,166,261,1834,1822,121,125,299,491,85,432,1107,1162,3450,4037,7483
114021287,3,0,4,10,28,119,0,10,88,162,255,1939,1924,116,160,312,541,111,431,1356,1095,3829,4150,7986
114021288,0,0,5,0,3,15,0,0,20,20,45,847,839,52,55,122,157,29,98,336,317,1389,1461,2850
114021289,0,0,7,5,22,79,0,11,66,105,171,1533,1541,78,104,249,352,88,250,714,644,2666,2889,5555
115011290,0,3,5,9,72,225,7,11,166,292,463,5360,5425,179,231,468,790,212,737,2477,2045,8688,9230,17923
115011291,0,0,0,0,15,72,0,8,72,98,174,4927,4989,103,148,232,422,83,407,2479,2346,7831,8313,16144
115011294,3,0,0,3,12,92,0,4,79,134,210,1618,1649,32,43,77,138,37,272,681,568,2444,2673,5117
115011296,0,0,0,7,22,91,0,8,65,120,182,3279,3358,58,76,121,229,71,282,1574,1392,5095,5337,10437
115011553,0,0,5,3,6,42,0,0,35,56,92,1762,1793,70,94,147,292,39,190,873,783,2890,3148,6037
115011554,3,3,3,34,105,427,11,34,265,586,844,1293,1305,19,37,57,175,151,650,567,533,2092,2702,4798
115011555,0,0,0,4,16,76,0,0,70,110,186,2937,2988,100,106,173,309,79,320,1379,1177,4675,4900,9573
115011556,0,0,0,3,21,67,0,0,61,76,141,2301,2345,52,94,162,282,68,231,1049,956,3637,3907,7541
115011557,0,0,0,0,10,15,0,0,22,23,43,1266,1294,29,40,58,112,23,107,599,594,1972,2150,4122
115011558,0,0,5,9,43,232,0,12,145,305,451,4694,4782,83,140,221,443,116,607,2290,1961,7402,7938,15336
115011559,0,0,0,8,11,61,0,4,47,87,127,5593,5644,122,194,289,556,71,365,2589,2304,8661,9057,17719
115021297,4,0,7,18,49,187,6,6,168,250,416,4914,4961,175,188,470,600,159,590,2702,2272,8423,8613,17031
115021298,0,0,5,4,18,82,3,5,70,123,189,1220,1218,59,48,126,168,47,193,615,547,2060,2180,4237
115031299,3,0,0,0,3,11,0,0,12,17,33,579,567,44,37,146,115,25,65,364,302,1155,1080,2243
115031300,5,0,0,10,31,82,6,0,106,121,227,4869,4889,204,247,580,731,148,452,2937,2424,8735,8737,17471
115041301,0,0,5,3,18,58,0,6,40,73,121,2322,2330,100,116,274,306,81,252,1369,1111,4140,4117,8256
115041302,0,0,0,3,12,53,0,0,42,66,113,5212,5267,148,188,295,528,68,344,2539,2219,8257,8543,16803
116011303,3,0,7,11,45,134,5,4,118,181,302,3754,3667,219,236,422,545,139,527,2312,1663,6840,6644,13481
116011304,3,3,7,6,48,191,4,3,116,225,342,3555,3522,201,256,428,635,162,651,2719,2200,7060,7261,14315
116011306,0,0,3,3,29,87,0,0,69,113,183,4684,4632,194,326,429,700,115,606,3271,2882,8692,9145,17831
116011307,4,3,6,21,67,179,4,6,158,268,429,5085,5054,302,328,700,911,227,791,3559,2974,9869,10052,19921
116011308,0,0,8,8,40,121,6,0,99,153,254,5345,5246,227,290,526,752,187,730,3322,2536,9612,9555,19168
116011560,3,0,0,7,15,62,3,0,54,85,133,2501,2499,166,197,278,406,105,369,1781,1418,4832,4894,9725
116011561,0,0,5,15,47,187,6,4,124,233,358,3342,3341,204,224,348,468,154,612,2342,1810,6387,6445,12839
116021309,0,0,0,0,8,32,0,0,22,42,65,3773,3784,100,127,193,362,55,256,1977,1753,6096,6286,12380
116021310,0,0,3,3,13,46,0,3,46,58,99,7659,7392,242,303,486,753,85,460,3607,2822,12078,11744,23822
116021312,0,0,0,8,13,67,4,0,54,86,141,3591,3619,209,238,439,488,104,388,2409,1911,6753,6653,13410
116021562,0,0,0,0,3,4,0,0,14,5,18,897,897,16,39,57,108,17,61,429,385,1413,1482,2897
116021563,3,0,3,12,22,89,0,0,48,113,164,4932,4965,202,307,419,750,107,436,2837,2534,8492,8999,17490
116031313,4,0,3,3,15,45,0,3,46,64,109,2585,2613,296,414,439,662,171,577,3002,3027,6497,7287,13786
116031314,0,0,3,4,10,54,0,0,30,63,101,1679,1679,80,112,146,225,45,222,1117,975,3070,3207,6276
116031315,0,0,0,8,18,80,3,3,41,113,155,4098,4107,224,286,332,546,100,445,2988,2758,7746,8151,15899
116031316,0,0,6,3,11,56,4,0,45,66,118,3102,3130,286,423,424,696,162,606,3245,3138,7221,7986,15210
116031317,0,0,3,12,17,100,8,3,66,125,195,4009,3998,368,415,553,721,134,716,3270,2862,8335,8714,17043
116031318,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,0,0,12,9,28,8,38
116031319,0,0,7,15,38,252,13,31,99,322,417,4275,4256,267,310,396,630,159,764,3063,2663,8154,8631,16786
117011320,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,0,0,3,3,11,6,21
117011321,0,0,3,9,17,94,6,5,57,130,185,2066,2047,106,126,294,407,72,329,1706,1436,4243,4348,8592
117011322,9,0,7,14,37,149,7,17,130,207,332,4555,4551,244,275,557,840,163,718,4819,3991,10335,10381,20715
117011323,0,0,5,9,26,117,3,4,84,166,244,2084,2075,126,180,351,509,92,418,1884,1656,4543,4840,9379
117011324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,9
117011325,0,0,0,0,0,0,0,0,0,0,0,24,18,0,0,0,0,0,0,12,5,38,23,58
117021326,5,5,22,11,53,256,21,20,201,345,540,3994,3934,276,338,810,1007,178,848,5736,5631,10998,11760,22760
117021327,3,0,9,4,18,74,18,15,92,118,216,2741,2747,167,204,600,748,91,373,5012,4831,8612,8909,17522
117021328,0,0,4,6,9,39,0,4,37,60,99,1156,1178,98,95,245,290,49,177,1806,1579,3359,3321,6672
117031329,0,0,7,4,13,11,3,9,31,26,60,1230,1166,136,95,444,415,62,105,4417,2705,6290,4483,10778
117031330,0,0,3,6,3,28,3,3,17,42,60,2003,1980,140,152,437,537,46,180,4804,4195,7435,7047,14483
117031331,0,3,0,10,16,83,16,21,67,136,204,2484,2497,192,205,547,938,97,377,5163,5372,8484,9384,17872
117031332,3,0,5,7,7,55,6,13,50,78,132,2389,2356,174,185,569,765,83,268,7926,8002,11134,11570,22709
117031333,4,0,12,29,45,190,35,36,150,282,428,2307,1882,315,208,894,977,120,480,7912,5316,11543,8870,20413
117031334,3,0,0,7,8,47,5,3,41,68,108,2996,2998,179,180,520,720,58,257,6180,5997,9930,10162,20090
117031335,6,0,5,15,28,58,15,4,92,97,184,2138,2082,202,200,725,797,88,351,7821,6835,10967,10262,21229
117031336,3,0,7,13,17,109,24,20,83,147,231,1659,1553,179,132,591,560,70,294,6524,4047,9027,6579,15606
117031337,0,0,0,4,21,50,4,6,80,74,159,4523,4360,269,220,728,747,74,254,7565,7410,13163,12992,26159
117031338,7,0,6,14,24,106,15,4,102,143,243,4190,4217,309,327,965,1166,132,585,9905,8441,15504,14732,30235
118011339,0,0,12,16,34,118,8,7,126,169,288,2834,2860,135,180,491,613,100,386,4053,3942,7606,7979,15587
118011340,5,0,7,16,24,113,10,16,109,173,285,2929,2898,181,158,528,688,76,373,4911,4790,8628,8915,17544
118011341,3,4,10,34,73,303,55,32,240,419,655,2653,2739,162,180,423,781,146,712,3280,3269,6654,7679,14331
118011342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118011343,3,0,11,19,62,373,20,38,297,531,826,4586,4676,186,240,679,1155,186,951,4172,4463,9815,11482,21296
118011344,0,0,4,3,28,145,4,8,97,188,281,2262,2274,81,95,258,404,65,357,1392,1454,4063,4582,8646
118011345,0,0,5,21,17,82,7,16,72,129,196,2250,2289,119,133,437,695,73,259,3332,3608,6214,6980,13199
118011346,3,0,6,5,41,132,10,16,151,189,334,2476,2571,78,95,215,407,90,417,1505,1576,4361,5080,9439
118011347,0,3,10,30,34,130,3,18,88,199,290,1407,1406,61,73,228,430,63,337,1153,1395,2910,3641,6553
118021348,5,5,9,31,50,173,11,28,141,257,399,4124,4095,211,264,653,989,132,559,4832,5387,9958,11295,21249
118021350,4,8,17,34,74,299,7,23,212,421,632,4828,4366,309,306,681,924,237,912,4401,3086,10456,9591,20047
118021564,0,0,0,10,14,72,32,53,94,146,236,1808,1827,87,93,239,333,62,225,4536,4206,6730,6692,13418
118021565,0,0,6,10,35,99,10,3,116,139,255,2256,2283,86,126,242,370,71,357,4388,3655,7045,6789,13838
118021566,0,0,6,12,38,185,9,19,143,259,396,1892,1896,61,82,216,319,86,464,1642,1549,3894,4315,8208
118021567,3,0,3,11,27,114,7,6,99,167,259,1770,1770,124,172,323,584,99,376,1888,1818,4210,4721,8930
118021568,0,0,3,11,17,76,3,4,84,109,194,1883,1915,96,89,191,313,49,299,1982,1770,4196,4382,8579
118021569,4,0,11,22,60,243,24,34,168,343,514,2667,2652,161,192,435,636,130,503,3243,3588,6633,7565,14197
118021570,0,4,6,10,16,138,9,29,79,211,297,2030,1981,104,128,289,432,66,339,2895,2965,5382,5848,11228
119011354,3,0,10,20,82,334,10,11,189,403,588,4184,4193,303,398,567,791,246,921,2937,2380,8245,8678,16922
119011355,0,0,0,0,0,3,0,0,0,3,3,196,200,14,14,12,18,4,11,117,121,347,369,713
119011356,3,0,9,6,19,82,0,0,83,110,192,2286,2293,132,203,261,324,73,331,1485,1257,4236,4412,8649
119011357,6,0,12,11,82,270,18,14,218,349,562,4923,5000,319,447,559,819,224,928,3578,2883,9595,10090,19678
119011358,3,0,7,12,94,292,3,12,234,373,610,3468,3464,187,217,431,680,213,755,2275,1987,6574,7108,13677
119011359,3,0,7,17,87,215,3,3,218,302,518,5529,5590,272,321,588,910,262,879,3323,2883,9976,10584,20559
119011360,0,0,10,17,75,256,10,7,167,329,497,3275,3296,172,227,425,652,187,722,2225,1965,6288,6859,13144
119011361,5,0,11,6,76,237,3,10,217,321,535,4008,3992,280,375,595,791,181,812,2923,2245,7990,8220,16214
119011571,0,0,7,5,25,127,8,4,95,165,256,3331,3256,220,282,465,786,76,454,2019,1698,6101,6481,12577
119011572,3,0,4,6,33,122,10,0,114,159,271,3166,3114,194,276,531,813,113,482,2181,1743,6181,6426,12606
119021362,0,0,4,6,44,180,9,10,152,239,388,3837,3821,261,319,515,790,157,764,2794,2259,7561,7950,15510
119021363,12,0,5,21,61,231,12,10,252,322,569,6818,6694,327,438,867,1258,176,897,4592,3768,12782,13054,25835
119021364,3,3,3,12,53,273,11,15,291,391,687,5168,5149,253,292,502,759,180,929,3250,2836,9353,9958,19318
119021366,0,0,4,8,34,143,8,5,109,186,297,4135,4037,246,320,493,620,149,612,3164,2312,8189,7896,16083
119021367,0,0,3,3,45,141,8,0,118,179,299,2885,2893,143,222,343,450,112,481,1803,1485,5283,5531,10812
119021573,4,3,9,9,38,131,4,7,111,173,287,3882,3454,186,200,340,461,119,419,2472,1208,6997,5736,12734
119021574,0,0,3,0,4,28,0,0,32,41,70,2289,2139,130,143,197,320,44,185,1451,841,4103,3636,7742
119031368,0,0,4,6,49,233,14,12,177,284,463,5120,5276,179,230,462,758,135,704,3895,3377,9800,10337,20135
119031369,0,8,5,20,71,330,0,13,170,431,608,5176,5264,234,289,520,925,187,854,3323,3000,9449,10330,19780
119031370,3,3,3,7,48,198,4,13,153,271,424,2915,2927,124,189,351,528,146,584,1864,1803,5402,6037,11439
119031371,3,0,5,14,34,127,4,4,130,187,318,2927,2940,90,126,240,393,103,391,1721,1461,5076,5316,10390
119031372,3,5,9,21,86,391,6,9,246,495,737,4056,4109,145,217,387,608,202,931,2185,1844,6975,7701,14674
119031373,0,5,5,8,24,114,3,3,88,152,246,2176,2163,153,212,411,616,101,468,1765,1444,4604,4902,9507
119031374,3,3,6,12,69,316,12,19,205,416,624,5298,5420,175,236,471,800,169,844,3583,3096,9700,10405,20107
119041375,3,0,3,18,52,129,10,11,124,189,311,3997,3987,230,252,474,615,122,485,4415,3889,9246,9230,18470
119041376,9,3,13,25,105,340,20,31,280,470,756,5788,5740,282,391,573,911,248,1026,3751,3036,10645,11107,21753
119041377,0,0,4,10,32,141,4,4,147,191,344,2750,2787,116,152,258,425,105,473,1755,1515,4987,5361,10350
119041378,3,0,4,14,20,97,16,7,107,138,242,2541,2476,106,124,240,393,68,330,1722,1458,4680,4779,9455
119041379,0,0,5,7,34,126,5,8,104,173,276,3507,3520,152,201,422,579,109,450,2355,1967,6543,6718,13261
119041380,3,0,9,11,36,147,3,11,150,195,347,2772,2767,221,229,514,686,151,582,1940,1870,5595,6131,11730
119041381,0,4,17,8,52,254,16,11,211,336,539,4419,4268,204,225,490,677,154,671,3516,2557,8778,8403,17182
119041382,7,0,11,15,82,265,12,9,217,346,565,3265,3298,219,227,533,903,209,747,1984,1924,6214,7103,13319
120011383,7,6,12,12,53,254,14,23,226,349,571,5074,5172,170,239,458,786,174,766,2647,2521,8529,9482,18005
120011384,9,0,3,8,31,112,3,12,91,158,251,5090,5233,187,207,427,649,102,452,4572,4250,10381,10796,21181
120011385,0,0,9,27,76,298,10,26,211,395,601,3728,3749,148,206,470,802,168,730,2454,2676,6979,8167,15145
120011386,3,0,4,18,64,293,5,16,206,379,589,4224,4250,180,242,609,939,193,852,2641,2802,7846,9088,16929
120021387,0,4,3,16,15,68,4,12,59,104,161,2928,2944,145,168,590,840,72,329,2387,2553,6123,6830,12952
120021388,0,3,6,31,46,164,21,23,133,247,381,4334,4355,244,282,730,1204,174,575,4640,4900,10119,11314,21437
120021389,0,0,3,10,25,86,5,11,67,117,186,2505,2520,110,182,397,648,88,305,2241,2415,5339,6074,11409
120031390,3,10,14,20,80,344,33,47,248,477,724,4667,4629,214,268,758,955,170,854,4805,4140,10613,10849,21464
120031391,3,3,7,13,64,248,16,25,235,351,579,4650,4759,217,242,537,807,157,749,4760,4763,10325,11318,21644
120031392,0,0,6,5,21,74,0,5,52,96,146,2128,2147,80,139,257,334,79,330,1669,1531,4215,4485,8697
120031393,7,0,6,17,36,194,14,24,164,291,459,3561,3583,149,214,368,703,114,668,2478,2428,6667,7589,14259
120031394,0,3,8,8,20,126,12,6,108,170,274,2604,2623,184,226,500,704,93,490,3332,3504,6712,7543,14257
120031395,3,3,7,9,42,194,15,11,145,260,406,2500,2504,123,145,340,466,109,506,2322,2179,5395,5793,11185
120031396,0,0,0,4,13,46,4,0,50,60,107,3626,3514,133,165,268,425,47,244,3181,2128,7253,6471,13725
120031575,3,0,6,21,78,307,16,37,236,428,666,5320,5214,170,222,353,657,161,835,4958,3975,10966,10905,21874
120031576,0,0,0,0,4,22,0,0,16,29,46,755,755,38,43,61,90,22,102,549,492,1423,1484,2911
121011398,3,3,13,30,65,266,8,32,221,394,614,5929,6271,190,268,498,932,176,761,4224,4430,11018,12661,23676
121011399,6,0,6,20,51,200,6,24,161,289,447,4426,4487,180,207,415,752,126,502,3100,3069,8246,9019,17266
121011400,3,0,9,27,71,309,16,23,228,441,668,5755,5809,184,256,571,913,173,805,3827,3267,10517,11039,21558
121011401,0,0,0,7,12,32,3,10,37,57,97,2099,2056,85,107,295,461,36,159,1772,1825,4297,4603,8899
121011402,3,3,11,15,75,297,11,16,267,419,681,5812,5938,153,217,439,716,197,754,2729,2697,9331,10326,19654
121021403,0,0,3,6,44,117,0,0,107,162,271,4239,4277,111,172,305,641,140,419,2197,1881,7000,7393,14390
121021404,0,0,4,4,11,56,0,3,47,71,116,2708,2714,86,109,250,391,73,243,1397,1176,4513,4626,9142
121021406,0,0,12,15,48,164,6,12,150,238,384,4349,4371,118,164,315,638,152,534,2108,1928,7043,7635,14678
121021577,0,3,0,3,23,79,0,3,65,100,169,2608,2634,111,141,309,535,57,285,1575,1440,4655,5038,9686
121021578,0,0,4,14,32,120,0,12,77,154,239,2399,2434,94,119,227,417,75,314,1377,1141,4182,4417,8601
121021579,3,0,13,19,35,159,9,17,129,230,357,2203,2247,82,96,185,396,85,393,1040,922,3601,4057,7657
121031407,0,0,6,20,74,349,6,20,244,483,731,5021,5275,119,148,306,632,158,711,2565,2429,8176,9200,17376
121031408,3,4,12,18,62,286,11,28,197,405,599,5414,5563,124,155,309,577,154,724,2666,2538,8671,9562,18234
121031409,7,0,0,6,36,147,8,3,138,213,350,3996,4101,81,107,174,378,102,385,1644,1745,5996,6722,12718
121031410,0,0,3,19,73,234,3,11,257,350,604,5143,5336,104,154,242,531,171,729,1933,1842,7589,8589,16173
121031411,4,0,5,22,135,540,10,38,416,748,1166,4659,4748,97,142,278,529,256,1049,1922,1831,7209,8303,15510
121031412,3,4,7,7,73,227,4,17,237,346,590,4235,4376,99,134,214,448,161,600,2138,2007,6836,7570,14409
121041413,0,0,5,22,26,132,10,10,98,186,287,3647,3675,197,203,650,1072,106,503,2729,3254,7331,8698,16032
121041414,3,0,7,10,20,86,9,20,90,145,235,3255,3261,163,198,515,885,77,368,3296,3664,7301,8380,15682
121041415,0,0,17,38,94,391,16,59,332,578,910,6066,6132,209,277,720,1350,196,1024,3413,4069,10613,12852,23465
121041416,0,0,8,28,56,227,15,58,150,362,508,3053,3074,188,205,630,1019,124,579,3374,3685,7369,8560,15929
121041417,0,0,0,3,14,41,5,11,41,73,117,2114,2058,144,112,336,462,64,226,2059,2070,4717,4926,9642
122011418,3,0,9,14,35,146,0,16,160,245,401,4478,4525,128,199,401,663,116,453,2206,2226,7331,8064,15391
122011419,8,0,11,31,53,216,14,21,171,309,483,3840,3819,228,202,760,953,159,575,4145,3949,9130,9492,18617
122021420,0,5,3,10,37,156,4,4,123,217,338,2822,2852,120,143,361,550,104,434,1488,1232,4898,5206,10101
122021421,0,0,7,21,51,179,6,6,154,258,413,2556,2572,113,104,287,427,131,467,1160,979,4250,4551,8797
122021422,0,0,7,12,25,84,0,0,79,123,206,2918,2942,94,137,416,607,96,345,1636,1414,5152,5446,10603
122021423,0,0,11,28,74,367,5,20,220,477,699,5229,5216,205,282,662,1072,197,970,2818,2545,9105,10081,19191
122031424,3,0,4,22,39,184,3,9,127,251,383,3002,3000,91,138,307,531,132,538,1816,1534,5346,5743,11094
122031425,0,0,3,7,25,126,0,7,75,168,248,1638,1657,54,70,160,283,76,333,849,790,2780,3139,5921
122031426,4,3,8,33,39,149,7,11,136,232,375,4709,4718,295,316,888,1302,142,627,4003,3589,10041,10554,20591
122031427,3,0,5,20,49,157,3,10,174,234,408,2921,2971,73,89,207,427,120,465,1323,1247,4644,5201,9843
122031428,7,0,13,15,95,330,3,20,269,451,719,6006,6049,140,182,345,771,259,917,2757,2274,9508,10193,19702
122031429,0,0,8,28,31,171,4,15,109,256,366,3866,3882,203,226,592,840,113,446,3526,3186,8297,8586,16881
122031430,0,0,20,19,63,250,6,18,178,340,516,3470,3459,121,179,402,620,126,577,2107,1927,6224,6764,12991
122031431,11,8,21,52,180,616,11,23,434,849,1282,5027,5048,274,289,767,1122,336,1185,3310,3016,9704,10660,20366
122031432,0,0,4,5,10,52,4,3,35,80,109,867,875,30,31,74,104,25,115,443,378,1432,1494,2931
123011433,8,3,8,19,69,334,0,5,185,421,609,2825,2826,121,158,312,524,174,727,1465,1250,4902,5470,10375
123011434,0,0,0,0,21,75,3,0,58,96,153,4469,4482,208,267,425,666,92,421,2449,2356,7643,8194,15836
123011435,0,3,3,3,10,64,0,0,33,78,115,5670,5745,307,469,549,1047,120,432,3556,3418,10201,11108,21313
123021436,0,0,0,5,15,72,0,0,42,96,138,3023,3049,305,410,477,832,148,518,2847,2905,6803,7708,14512
123021437,0,0,3,6,40,163,3,3,121,222,338,3319,3262,279,375,571,722,182,706,2868,2454,7212,7521,14735
123021438,0,0,0,3,7,43,5,3,40,69,115,3570,3581,276,394,540,819,96,382,3230,2976,7707,8155,15863
123021439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123021440,0,0,3,8,36,107,3,3,83,146,231,4129,4102,225,304,514,741,147,543,2886,2283,7899,7969,15867
123021441,0,0,4,4,25,62,0,3,66,80,148,3155,3176,251,296,472,698,132,455,2487,2140,6493,6762,13252
123021442,3,0,8,24,55,185,5,3,123,249,377,4472,4520,293,383,600,947,205,756,3201,2915,8781,9516,18296
123021443,0,0,3,7,20,99,3,3,51,123,167,3921,3922,232,312,439,726,116,512,2883,2437,7586,7903,15486
123021444,4,3,3,8,21,93,0,3,62,126,186,3873,3870,279,388,514,794,135,491,3062,2970,7863,8509,16373
123031445,0,0,3,3,6,31,0,3,36,47,86,1197,1207,66,77,178,198,44,147,784,639,2258,2267,4524
